SA3_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
50502,5,91,461,458,383,260,142,50,19,1870,28,166,812,519,226,96,23,0,0,1874,63,749,2726,2434,2258,1842,1207,726,179,12185,60,455,1025,762,753,590,436,270,62,4413,4,46,205,166,132,82,56,25,5,725,8,130,483,480,377,265,154,75,30,1990,5,40,226,293,352,360,218,117,19,1629,35,472,2032,1815,1255,953,587,219,83,7445,22,199,737,639,507,414,203,94,23,2834,21,194,455,274,147,97,41,27,3,1256,17,178,468,356,240,123,93,40,13,1532,4,8,15,10,8,11,7,3,3,62,3,27,112,111,79,57,41,21,12,472,515,728,1637,1142,972,798,678,628,288,7382,785,3486,11389,9447,7702,5938,3889,2291,739,45676,3,135,502,468,402,274,206,80,20,2090,23,116,768,669,337,158,47,4,0,2124,70,737,3419,2666,2287,2003,1389,907,261,13740,40,349,1685,950,753,658,436,347,89,5316,6,31,210,184,144,125,66,33,7,805
50503,0,31,165,190,112,70,35,12,0,622,50,104,455,384,159,55,11,0,0,1224,165,719,2169,2785,2473,1569,855,335,67,11135,133,410,961,1077,883,520,320,135,32,4461,8,43,194,177,95,68,37,15,5,641,4,55,235,269,193,100,45,19,0,930,0,29,145,183,182,127,78,41,12,802,46,214,847,936,654,338,173,69,26,3301,26,153,391,425,256,163,64,35,7,1512,32,80,177,134,75,57,23,11,3,587,18,109,326,378,271,137,60,13,10,1328,3,8,8,3,0,9,4,0,0,40,6,14,72,74,73,49,25,9,5,339,607,410,904,1029,801,603,422,356,167,5300,1109,2371,7055,8059,6237,3859,2154,1041,329,32208,3,90,196,249,183,93,67,22,4,912,41,142,544,568,276,92,25,0,0,1697,142,925,2955,3194,3046,2036,1252,520,106,14185,104,511,1560,1300,1242,639,439,208,34,6042,8,60,185,190,159,88,62,18,5,776
50601,0,20,56,86,65,45,25,7,0,308,18,39,165,90,48,26,3,0,0,396,64,385,1047,957,1044,920,486,162,38,5102,40,163,255,235,237,250,141,88,15,1416,13,30,69,67,55,37,30,12,4,316,0,13,76,75,110,62,28,16,0,384,0,10,53,56,84,84,63,20,0,377,11,94,345,230,214,195,93,28,7,1216,17,50,124,124,109,112,49,18,8,603,13,41,69,47,25,29,9,6,0,244,12,55,146,98,95,58,38,11,0,508,3,0,0,0,7,0,0,0,0,14,4,12,23,36,37,32,8,11,0,163,231,212,408,405,386,310,230,202,70,2454,432,1123,2836,2503,2521,2166,1203,579,143,13497,0,29,107,101,94,65,41,5,3,444,25,54,276,235,77,48,14,0,0,733,55,452,1662,1480,1266,1012,697,275,49,6954,38,155,473,312,265,242,176,91,34,1787,6,24,100,99,66,56,39,16,3,402
50602,0,48,205,171,94,57,35,11,4,624,6,60,429,209,92,25,3,0,0,837,49,388,1417,1103,865,714,359,191,49,5143,22,136,331,283,249,184,108,77,19,1411,0,24,81,96,43,25,17,13,0,302,0,42,213,160,86,58,13,3,5,574,4,12,85,81,85,80,31,19,8,412,21,282,930,568,338,233,99,27,6,2503,19,77,285,213,145,138,58,17,0,945,10,58,154,85,54,27,16,4,4,404,8,161,314,135,100,59,20,19,5,814,3,8,6,3,0,6,4,0,0,35,7,15,39,40,36,28,6,3,10,183,186,424,816,584,517,367,276,222,95,3487,331,1743,5295,3736,2702,1998,1044,608,210,17660,0,55,233,203,122,73,41,13,6,750,10,86,389,316,118,60,13,0,0,992,27,400,1709,1210,931,758,490,209,59,5789,15,118,547,256,226,207,118,94,26,1612,3,18,77,68,52,32,26,10,4,295
50603,7,106,252,230,206,133,73,21,10,1038,22,131,523,240,150,54,12,0,0,1127,79,558,1436,1344,1476,1208,632,310,85,7145,30,184,297,270,273,283,184,114,32,1658,6,23,76,79,74,66,30,19,0,386,5,77,258,147,129,115,50,37,6,817,4,25,89,121,157,177,98,37,8,719,30,530,1038,703,632,462,186,73,14,3672,25,122,290,255,223,194,105,33,12,1259,13,103,174,83,55,29,29,6,0,499,20,101,232,147,108,69,33,15,9,733,6,12,3,8,4,8,3,4,0,43,8,27,41,45,45,40,22,7,4,235,274,478,662,448,367,335,294,243,183,3282,520,2478,5377,4118,3908,3168,1752,916,372,22607,0,101,268,243,222,163,104,30,3,1132,26,119,425,405,185,75,16,0,0,1256,53,622,1701,1546,1483,1194,842,383,96,7924,36,175,347,304,251,275,203,122,42,1753,12,19,68,65,86,60,52,14,7,388
50604,0,41,135,160,96,73,29,10,0,543,41,101,433,241,115,35,5,0,0,970,107,532,1753,1796,1680,1401,737,258,34,8306,56,205,418,393,363,348,232,100,19,2127,15,38,102,88,79,52,29,9,3,407,9,54,137,143,128,79,41,16,4,611,8,17,64,103,100,122,63,17,4,509,54,228,777,606,451,316,144,38,12,2623,35,105,261,210,188,154,91,19,3,1077,27,61,152,86,36,32,18,12,0,421,23,107,271,224,147,108,55,19,0,967,0,3,4,0,7,11,4,3,0,38,3,15,59,76,44,36,19,8,3,265,496,597,1045,888,675,565,357,295,113,5035,875,2110,5605,5015,4125,3330,1837,808,200,23902,6,42,167,159,145,86,47,18,0,670,48,117,451,413,177,56,13,5,0,1270,103,600,2071,2238,1900,1511,975,409,92,9900,40,220,545,399,390,343,261,153,35,2381,6,24,99,90,103,65,37,11,0,432
50605,0,19,59,99,81,91,64,23,3,441,19,33,110,108,57,23,5,0,0,352,72,315,741,943,1073,967,565,243,45,4964,30,104,166,202,216,227,157,62,14,1181,3,23,64,71,52,44,30,13,0,305,4,10,50,84,88,66,33,23,8,361,0,3,48,73,78,94,73,26,9,404,19,55,194,261,235,256,146,47,16,1234,6,40,81,119,112,122,75,29,7,586,11,36,56,44,31,34,12,12,3,253,4,35,95,84,59,45,34,3,0,358,3,0,0,4,3,0,0,0,0,14,0,7,23,38,33,29,11,11,3,149,164,115,268,318,287,270,186,164,78,1842,335,802,1945,2450,2412,2273,1377,650,183,12435,0,26,65,85,103,68,102,25,6,480,16,27,113,140,82,40,16,4,0,438,53,345,923,1066,1116,944,706,355,67,5569,28,110,261,227,209,228,187,93,16,1370,0,11,65,77,77,48,29,21,4,345
50606,0,0,14,23,14,10,13,0,0,78,9,12,26,23,7,0,0,0,0,77,27,135,242,376,401,259,137,35,3,1618,17,55,99,97,98,76,36,17,4,495,8,7,29,31,24,22,11,8,0,135,0,4,13,24,25,20,11,0,0,99,0,4,14,17,19,29,11,9,0,98,0,21,44,65,60,47,27,8,0,262,3,7,14,25,31,25,11,6,0,121,8,8,15,5,0,9,6,0,0,46,4,11,23,33,29,15,7,4,0,122,0,0,0,0,0,0,0,0,0,0,0,0,8,12,9,4,0,0,0,41,53,56,129,173,136,121,55,40,17,776,124,320,669,907,860,640,331,110,23,3981,0,0,19,28,29,14,10,3,0,110,4,22,67,32,10,5,0,0,0,140,34,214,629,501,545,368,225,69,12,2595,8,87,178,123,115,91,69,12,5,690,0,12,28,26,38,31,16,10,0,171
50607,3,61,151,148,145,117,50,23,3,695,10,40,190,116,59,36,8,0,0,458,19,246,700,506,566,514,219,85,42,2896,8,99,191,114,127,132,70,30,24,789,0,19,59,45,39,32,23,10,6,233,0,38,200,136,116,80,60,31,7,665,0,18,56,40,78,110,57,23,3,393,26,207,594,501,432,400,160,49,24,2401,5,72,205,164,148,162,61,20,3,842,11,61,117,39,24,24,13,4,4,291,4,36,83,39,36,33,12,4,0,249,6,3,4,0,0,0,0,0,0,12,0,7,23,24,22,15,9,0,4,109,117,177,319,217,201,217,132,124,78,1584,204,1085,2897,2089,1988,1868,874,402,207,11612,0,58,164,148,137,129,88,27,10,764,3,37,139,147,72,51,22,0,0,478,12,228,771,587,506,529,332,145,51,3156,8,70,252,127,125,124,101,34,13,851,0,18,38,25,42,34,29,16,3,210
50701,0,38,145,173,116,71,33,0,4,576,33,67,335,205,82,34,9,0,0,765,80,520,1828,1925,1600,1074,526,220,42,7816,35,178,432,433,403,312,176,59,13,2045,5,29,112,125,97,49,14,10,3,444,0,40,180,195,98,81,19,11,4,632,3,11,103,126,126,103,53,19,3,544,16,153,590,617,409,274,90,39,4,2186,17,83,241,252,196,116,41,17,4,968,16,54,151,104,58,38,13,4,0,431,21,51,199,188,145,71,52,17,0,751,3,7,7,6,8,5,3,3,0,38,4,11,46,70,52,37,16,12,3,243,252,217,553,532,489,369,303,212,73,3008,482,1454,4933,4945,3868,2629,1348,629,154,20446,0,42,187,158,160,100,71,15,3,741,22,75,307,362,118,48,4,0,0,951,82,506,2075,2219,1873,1373,777,307,56,9263,30,185,571,529,461,353,219,113,17,2486,6,29,117,161,101,78,44,15,3,553
50702,0,24,117,111,110,94,49,8,0,512,5,17,70,48,42,23,0,0,0,201,17,102,430,451,513,409,233,133,37,2317,3,45,149,146,161,126,87,47,9,770,4,16,71,61,71,44,21,7,0,288,0,15,120,151,114,75,42,3,8,526,0,9,35,67,100,121,50,17,3,398,0,49,183,275,241,190,88,25,13,1076,6,53,137,188,180,207,73,29,8,869,5,43,96,95,66,66,15,3,0,391,0,15,76,61,46,34,14,9,4,255,0,0,0,3,0,0,0,3,0,11,0,5,15,15,24,17,3,9,0,92,92,88,242,193,214,208,154,178,92,1456,138,485,1752,1850,1874,1603,820,468,171,9159,0,30,113,122,145,110,68,19,4,604,0,13,47,69,50,35,15,0,0,230,13,89,475,460,537,483,286,163,41,2544,4,42,191,159,178,148,106,60,18,903,0,13,58,69,57,56,35,7,3,293
50703,0,14,34,29,12,13,5,0,0,110,17,27,82,41,15,13,4,0,0,204,48,170,530,446,404,295,169,94,15,2171,12,54,134,120,94,88,54,34,5,590,0,19,26,36,20,19,12,0,0,134,0,10,37,34,28,14,10,9,0,139,0,3,24,17,18,12,11,7,0,93,5,17,143,101,67,41,23,0,0,401,10,30,72,61,51,19,13,3,0,252,0,9,34,18,13,3,0,0,0,87,9,17,83,65,54,20,18,0,0,280,3,4,0,0,0,0,0,0,0,5,0,3,16,12,7,7,6,0,0,52,168,187,496,407,266,194,131,90,21,1969,277,576,1700,1387,1056,745,457,233,41,6477,0,8,39,51,35,13,11,3,0,163,6,45,173,111,39,21,4,0,0,394,34,225,791,726,555,367,220,122,21,3059,22,70,231,151,121,104,70,45,4,814,0,14,56,40,34,26,12,6,0,199
50704,0,78,206,256,317,328,126,43,6,1371,24,101,321,257,189,63,21,0,0,966,55,441,1043,1378,1739,1655,824,507,152,7793,30,149,333,320,424,290,211,143,48,1932,10,37,107,106,99,90,60,29,8,546,7,95,283,297,275,196,154,89,27,1424,0,19,103,146,261,303,156,73,21,1087,27,342,804,1022,1025,877,389,199,70,4750,17,145,307,324,317,272,162,69,18,1631,23,92,161,95,96,53,22,11,3,558,8,67,138,132,117,56,51,16,4,591,5,5,0,0,7,4,3,0,0,26,3,15,45,45,47,51,27,17,4,258,226,235,374,377,410,358,271,314,184,2741,432,1825,4220,4748,5315,4604,2477,1510,547,25680,3,114,197,279,299,298,222,61,23,1500,18,78,243,306,232,127,33,7,0,1039,43,452,1285,1369,1621,1584,1163,561,218,8300,18,137,389,355,358,346,248,170,71,2097,3,31,89,111,109,85,74,36,12,543
50705,6,28,70,112,67,56,16,16,7,368,39,91,198,126,71,25,5,0,0,554,149,702,1762,2236,2193,1351,817,350,75,9633,78,257,481,556,519,325,297,136,25,2680,9,34,104,96,76,53,33,14,4,413,9,29,116,165,167,101,39,13,0,645,4,12,91,119,153,123,75,24,0,598,28,128,317,440,398,229,106,44,12,1707,45,117,194,226,169,123,61,24,7,960,25,43,80,60,41,37,18,7,0,316,27,82,221,211,162,104,59,18,4,890,4,3,4,8,6,4,0,0,4,23,5,22,54,77,66,41,26,11,0,293,388,379,623,737,656,474,378,332,150,4117,825,1917,4310,5166,4731,3040,1924,1001,286,23209,7,43,99,120,109,77,34,15,0,508,30,108,247,219,121,47,17,0,0,795,146,739,2395,2401,2546,1804,1135,524,126,11825,80,277,767,652,666,404,313,198,47,3399,7,38,128,145,96,74,66,13,11,572
50901,0,7,33,65,45,60,41,8,0,265,14,27,53,29,27,17,11,0,0,180,64,231,464,575,675,585,370,166,42,3168,40,120,210,209,246,233,161,75,8,1304,34,69,175,235,260,202,126,50,11,1162,3,6,31,69,104,70,54,20,7,361,0,7,36,72,109,176,67,18,8,495,9,28,115,168,185,163,82,40,10,804,4,20,57,104,130,130,59,17,8,542,6,22,26,31,33,45,19,8,0,190,17,23,97,127,98,54,46,13,0,469,4,0,0,0,0,0,0,0,0,16,8,7,14,19,35,17,19,8,3,124,198,203,334,366,332,282,214,211,82,2233,401,771,1652,2067,2290,2034,1272,637,185,11308,0,9,25,59,52,59,78,23,5,309,14,30,60,36,38,21,12,4,0,219,51,240,588,571,699,726,554,230,76,3733,36,119,278,219,226,245,187,106,28,1439,42,81,172,253,272,251,165,86,18,1347
50902,0,4,17,28,33,13,24,8,0,135,7,16,27,29,13,13,4,0,0,104,54,243,569,710,837,759,467,149,20,3809,23,73,108,140,197,207,142,48,7,950,18,69,210,199,192,172,71,31,0,954,0,3,22,44,51,49,28,9,0,211,3,4,41,45,60,84,47,7,0,288,19,30,110,134,145,176,88,22,0,716,0,14,43,58,63,81,32,14,0,304,5,3,18,15,26,20,14,3,0,108,7,14,53,93,87,54,36,13,0,365,9,6,4,0,0,6,0,0,0,14,0,0,16,16,17,26,16,9,0,109,207,164,231,347,435,406,307,221,76,2400,345,637,1469,1861,2157,2060,1272,540,117,10465,0,8,23,30,29,37,24,0,5,150,10,17,24,29,23,20,14,0,0,137,65,259,687,744,845,964,711,259,51,4577,27,57,167,145,188,195,163,83,20,1044,25,45,136,195,180,190,110,43,7,926
50903,0,6,14,14,10,6,4,3,0,58,0,0,3,12,5,0,4,0,0,23,28,102,261,286,288,218,108,43,8,1346,9,23,34,55,47,74,42,23,3,300,16,24,100,107,86,74,28,10,4,452,0,0,11,13,25,20,12,0,0,86,0,0,15,33,33,23,16,4,0,123,4,14,57,65,57,51,20,3,0,266,7,10,18,25,18,23,10,4,0,118,5,0,3,4,11,9,3,7,0,41,0,0,27,26,27,15,7,0,0,111,0,0,0,0,0,3,4,0,0,13,0,0,3,6,4,0,5,0,0,27,54,53,179,173,171,133,110,70,28,973,120,232,724,822,786,658,361,167,52,3931,0,0,3,16,13,13,3,0,0,46,0,6,7,6,8,6,0,0,0,30,21,87,270,234,229,226,164,58,13,1305,3,16,55,60,43,67,39,21,3,312,10,41,114,103,100,83,61,22,3,529
51001,0,6,26,29,15,17,3,0,0,102,0,7,32,15,9,5,0,0,0,71,17,154,453,435,395,258,88,21,9,1828,8,86,193,196,159,105,43,15,0,813,26,38,101,95,71,44,14,0,0,388,0,7,52,81,58,33,12,4,0,246,3,5,73,78,58,69,11,0,0,300,7,23,115,114,90,70,19,0,0,446,0,25,90,86,86,58,13,0,0,361,0,8,29,38,21,26,3,0,0,128,7,23,91,73,45,16,13,0,0,270,0,3,4,5,3,0,0,0,0,15,4,10,18,20,18,13,6,0,0,88,210,435,1120,795,530,284,122,53,18,3565,288,839,2402,2055,1565,994,351,102,27,8627,0,4,43,36,14,14,6,0,0,120,0,9,23,24,16,5,0,0,0,74,24,106,475,363,383,290,132,33,0,1804,8,56,179,178,140,123,43,11,0,741,16,54,96,115,81,50,16,0,0,438
51002,0,24,62,53,26,15,0,0,0,175,0,9,34,14,6,0,0,0,0,65,28,372,1275,981,762,371,45,8,0,3840,8,85,217,144,119,67,14,0,0,649,0,12,65,42,30,19,0,0,0,172,0,7,51,76,56,24,4,0,0,221,0,3,24,27,27,25,3,0,0,119,5,25,127,154,95,67,7,0,0,485,0,21,39,46,44,13,0,0,0,166,0,9,23,11,11,7,0,0,0,61,3,23,89,63,48,11,0,0,0,240,0,0,0,3,3,0,0,0,0,7,0,5,22,29,25,13,3,4,0,108,181,405,967,808,702,358,66,16,6,3508,231,1003,3003,2466,1947,983,142,25,8,9807,0,6,47,36,19,14,5,0,0,120,0,10,18,18,8,0,0,0,0,52,13,203,1318,962,716,342,56,0,4,3619,10,28,208,116,113,58,11,4,0,542,5,10,53,32,32,23,4,0,0,160
51003,0,9,61,58,19,3,0,0,0,147,5,8,30,23,13,0,0,0,0,76,36,363,1435,1339,1038,487,63,8,0,4769,10,95,321,268,196,103,18,0,0,1007,3,19,66,51,29,14,5,0,0,193,0,6,56,81,57,35,0,0,0,245,0,7,38,42,35,33,5,0,0,156,8,15,161,181,160,57,4,0,0,595,3,34,71,64,47,21,4,0,0,239,4,3,29,12,11,9,0,0,0,72,5,24,90,85,68,24,7,0,0,299,0,0,0,0,4,0,0,0,0,13,4,4,22,45,29,18,3,0,0,129,203,411,1123,1116,871,447,91,15,3,4282,267,995,3491,3382,2590,1266,195,26,5,12219,0,0,43,69,16,16,6,0,0,160,0,6,44,50,16,6,0,0,0,121,36,305,1920,1658,1217,607,95,9,3,5848,5,51,370,287,187,126,24,7,0,1059,0,3,46,54,39,13,3,0,0,178
51101,0,0,6,21,3,10,5,5,0,45,0,0,8,8,3,6,0,0,0,30,23,85,196,268,234,172,85,33,8,1111,14,30,49,66,71,47,27,13,3,327,12,17,61,68,72,51,31,14,3,324,0,0,4,15,17,13,10,4,0,64,0,0,19,28,31,19,15,0,0,110,0,6,30,40,32,28,14,6,0,159,3,8,18,23,24,14,4,0,0,92,0,4,3,10,3,0,0,0,0,38,0,9,25,26,28,13,4,5,0,112,0,0,0,0,0,0,0,0,0,4,0,0,0,13,3,5,3,0,0,30,79,39,99,108,121,92,103,65,18,728,131,197,537,701,644,463,304,148,38,3171,0,9,10,10,13,11,11,0,0,63,0,0,10,9,6,5,0,0,0,33,16,79,209,233,239,206,108,42,11,1139,7,34,64,45,59,56,25,21,0,321,9,22,63,59,68,53,44,29,8,341
51102,0,0,9,10,8,7,5,0,0,45,4,0,0,4,5,3,0,0,0,13,10,39,126,142,160,136,82,28,6,724,4,13,54,58,50,43,33,12,0,263,0,0,18,27,8,11,7,8,0,85,0,0,4,16,11,13,5,0,0,52,0,3,8,14,18,18,3,0,0,62,4,0,15,30,20,23,8,4,0,119,0,10,21,23,9,9,6,0,0,84,0,0,3,0,4,4,3,0,0,22,0,3,23,34,26,6,13,5,0,105,0,0,0,0,0,0,0,0,0,6,0,0,6,10,0,4,0,0,0,28,31,39,83,99,110,99,78,41,12,597,52,110,384,470,426,392,238,94,21,2182,0,0,18,5,14,7,5,0,0,48,0,7,4,4,0,4,0,0,0,22,6,43,140,139,170,150,97,25,6,788,5,17,58,63,56,50,32,10,0,287,0,4,15,22,25,15,13,3,0,103
51103,0,26,83,68,46,33,5,0,0,263,10,20,47,23,0,8,0,0,0,108,49,498,1221,1071,846,482,144,35,13,4358,15,63,144,130,135,97,38,11,0,640,9,25,57,48,31,30,8,0,0,210,3,13,46,66,58,38,6,0,0,230,0,3,57,40,46,34,8,0,0,198,8,29,118,118,118,61,14,6,0,484,6,20,87,69,48,43,6,0,0,284,4,12,28,26,10,10,3,0,0,100,5,26,89,93,69,25,13,6,0,331,0,0,4,0,0,0,0,0,0,9,0,4,18,25,24,11,3,0,0,89,265,343,757,647,592,374,163,68,22,3218,375,1081,2769,2427,2037,1239,422,123,31,10512,0,25,105,78,45,27,7,0,0,286,7,9,32,31,12,9,0,0,0,90,51,356,1237,977,858,599,217,54,8,4349,11,47,160,85,123,109,64,17,0,615,10,17,37,32,34,30,13,0,0,173
51104,3,12,44,51,31,20,3,0,5,169,22,31,44,32,23,12,3,0,0,161,54,324,787,902,916,742,366,138,17,4253,36,126,244,247,279,246,131,53,14,1376,18,39,112,143,131,88,45,16,0,598,3,12,57,84,83,47,18,7,0,311,0,10,56,86,80,68,35,9,0,346,5,28,117,188,163,129,64,13,4,721,10,21,65,72,68,53,26,11,0,326,0,10,25,23,23,25,0,0,0,104,6,38,96,107,74,51,35,12,0,412,6,3,0,0,0,0,4,0,0,14,5,7,17,24,37,15,10,3,6,117,212,251,477,452,490,377,260,205,59,2779,381,912,2137,2420,2391,1875,995,471,111,11690,6,8,46,49,30,27,8,4,0,168,11,32,42,26,20,11,0,0,0,140,53,324,843,859,929,833,522,201,36,4602,27,125,260,216,266,268,167,67,16,1413,21,28,89,122,130,101,68,29,8,592
59797,0,0,5,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,42,33,30,9,0,0,0,122,0,0,10,8,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11,8,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,8,0,3,21,13,9,5,0,0,0,63,0,19,95,73,54,21,4,3,0,276,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,47,52,41,13,0,0,0,156,0,0,15,0,3,0,0,0,0,20,0,0,4,5,0,0,0,0,0,6
59999,0,10,23,21,12,7,0,0,0,72,0,9,19,6,0,5,0,0,0,51,5,47,185,142,126,154,95,3,0,753,6,31,61,40,31,48,24,6,0,248,0,3,22,12,14,13,0,0,0,63,0,5,12,8,10,10,5,0,0,55,0,0,5,6,10,15,15,0,0,45,0,20,42,35,17,37,6,0,0,158,0,9,26,16,24,20,3,0,0,96,0,5,21,15,8,4,0,0,0,58,0,4,29,8,17,14,5,0,0,79,0,0,5,0,0,0,0,0,0,5,0,0,6,4,3,4,7,0,0,24,39,76,224,189,191,132,56,27,0,933,48,217,674,514,466,458,224,43,3,2644,0,7,9,12,3,4,0,0,0,38,0,0,14,3,5,11,5,0,0,38,0,35,144,81,109,104,69,7,3,558,5,11,53,42,22,36,15,3,0,185,0,6,14,12,4,15,11,0,0,61
