SA3_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
50502,14649,1936,982,17569,7648,3341,324,121,11432,263,171,437,11867,1704,730,14299,7390,3023,264,114,10794,281,141,423,11218,1611,645,13474,6567,2864,241,123,9791,272,137,413,10204,1851,522,12580,5376,2619,308,80,8380,218,150,363,8746,2280,458,11480,3576,2501,326,62,6454,190,146,345,6796,3555,429,10781,1418,1603,148,31,3209,60,71,135,3342,6004,398,9740,380,835,74,25,1309,10,28,34,1346,7044,382,8774,143,436,37,32,643,0,10,18,659,15693,1171,17520,64728,37208,4061,1626,107619,2612,2578,5192,112810,50937,8812,172558
50503,13423,2174,769,16366,7697,3396,357,167,11617,246,207,456,12070,1724,645,14448,8006,3213,367,181,11766,255,153,414,12180,1688,662,14526,7517,3060,459,136,11167,300,144,448,11611,1834,644,14086,5663,2582,394,136,8780,240,136,377,9155,2264,527,11946,3393,2042,306,76,5818,192,163,351,6168,3198,399,9771,1093,1131,136,36,2398,43,57,105,2500,5068,319,7888,243,457,40,15,758,5,15,21,777,5767,281,6825,54,203,19,15,293,0,6,13,305,9157,939,10397,62270,35574,4516,1887,104251,3238,3101,6333,110581,44164,7761,162511
50601,6948,1226,457,8629,3693,1482,164,63,5403,162,93,259,5660,886,343,6894,2975,1188,142,63,4368,156,72,229,4599,782,321,5701,2737,1019,164,55,3968,154,64,219,4186,865,287,5340,2227,963,156,41,3387,103,54,158,3548,1057,255,4862,1543,887,144,28,2597,82,54,139,2740,1526,210,4472,513,506,58,6,1093,28,27,56,1149,2492,157,3791,112,218,15,7,355,9,8,13,362,2727,135,3224,40,107,8,8,163,0,0,0,163,3755,373,4290,27526,14275,1909,746,44453,1701,1316,3013,47471,20715,3915,72096
50602,5613,803,496,6913,2813,1129,123,49,4111,131,72,201,4316,648,346,5311,2519,901,104,61,3588,112,57,165,3755,571,288,4620,2345,808,115,41,3303,123,56,178,3487,665,300,4452,1927,784,129,27,2874,110,54,162,3031,840,277,4149,1315,719,87,29,2152,94,51,138,2293,1284,219,3792,512,458,51,8,1031,17,23,48,1079,1948,176,3198,120,244,21,7,398,6,15,17,416,2011,168,2593,31,91,10,5,136,0,4,3,143,3605,456,4193,25850,12958,1570,660,41031,1269,1005,2274,43306,16092,4393,63786
50603,5983,1086,344,7410,3638,1570,108,65,5376,165,120,285,5663,930,299,6896,3372,1420,109,63,4959,139,83,225,5187,876,245,6311,2898,1217,124,61,4303,136,65,207,4506,912,221,5643,2444,1149,160,45,3800,111,52,161,3958,1141,201,5299,1601,1061,135,25,2827,96,62,157,2989,1813,183,4982,626,680,63,11,1373,23,25,57,1427,2851,138,4418,152,341,27,9,535,4,13,13,546,3248,127,3926,46,153,10,13,219,0,4,8,230,6028,786,7039,27938,18692,1614,879,49120,1483,1595,3087,52205,25243,4034,81486
50604,8070,1932,543,10549,4666,1964,181,124,6934,236,139,376,7312,1550,453,9312,4326,1715,171,108,6320,203,101,303,6621,1327,435,8389,3998,1491,162,99,5749,195,122,312,6066,1374,403,7835,3143,1362,206,77,4789,154,94,246,5039,1528,272,6832,2034,1158,157,61,3409,129,88,217,3627,2216,269,6113,785,717,87,20,1608,43,38,77,1690,3582,225,5493,183,309,26,12,531,9,13,14,545,3910,223,4683,35,124,8,12,174,3,0,6,183,6211,640,7034,35364,19770,2060,1198,58391,2278,1974,4249,62643,32233,5233,100107
50605,3311,489,196,3994,2188,940,91,42,3272,75,34,109,3386,406,190,3976,2269,816,113,55,3253,73,43,115,3372,424,156,3953,2201,829,128,45,3200,59,32,90,3288,484,164,3938,1957,769,125,30,2882,71,38,108,2990,619,190,3793,1267,765,132,16,2180,49,24,78,2260,1035,128,3420,521,482,61,21,1079,19,26,43,1121,1865,114,3103,155,284,13,10,458,4,3,9,466,2545,111,3126,44,122,10,8,185,0,3,3,183,4354,346,4881,17530,9703,1289,457,28979,705,691,1396,30369,14837,2193,47399
50606,2149,354,121,2628,1150,446,68,30,1690,26,19,44,1733,306,111,2149,1085,409,63,20,1573,38,16,52,1632,257,86,1977,1117,417,79,22,1642,21,13,30,1671,299,126,2097,908,390,78,25,1391,20,16,41,1436,344,100,1878,543,296,58,16,913,19,13,31,940,508,77,1523,181,172,32,13,399,3,10,11,409,707,49,1163,44,90,14,0,149,0,3,3,151,779,41,968,14,41,3,7,66,0,0,0,66,1057,76,1200,9945,5008,847,300,16089,343,315,656,16747,6273,1187,24215
50607,2626,335,137,3100,1478,617,61,23,2179,37,33,66,2242,272,110,2624,1471,556,47,11,2094,54,20,79,2166,281,108,2553,1521,572,57,11,2162,52,21,72,2233,372,120,2723,1281,517,66,18,1883,54,40,94,1982,467,114,2564,931,571,63,11,1574,37,32,64,1637,850,106,2591,403,465,32,6,907,25,23,51,962,1494,117,2574,132,272,14,8,432,5,13,15,443,1638,117,2194,56,148,4,6,212,0,7,9,214,3056,462,3738,13864,8124,842,255,23087,533,555,1091,24176,11067,1964,37202
50701,8167,1098,467,9724,4741,2039,201,81,7062,130,98,230,7288,892,366,8548,4495,1771,187,74,6528,156,88,243,6770,895,329,7995,4120,1578,237,76,6011,132,87,214,6228,998,305,7531,3234,1500,227,53,5017,105,89,193,5207,1213,264,6686,2102,1274,186,49,3610,98,84,177,3787,1897,210,5892,755,732,80,22,1592,23,31,54,1645,3098,191,4938,165,329,28,4,526,9,14,21,551,3413,172,4132,42,122,10,6,179,0,5,4,188,5671,584,6439,37896,20235,2622,855,61612,1516,1570,3087,64696,24254,4292,93241
50702,2340,308,175,2823,1321,698,77,17,2111,44,24,71,2178,279,166,2622,1403,628,51,15,2095,56,30,89,2183,290,177,2648,1478,662,70,34,2250,44,34,80,2328,415,165,2912,1330,713,99,23,2167,67,29,97,2256,489,142,2889,858,687,88,11,1639,52,31,87,1722,802,116,2636,354,449,46,3,853,17,18,33,892,1405,120,2414,97,238,21,8,359,3,11,16,373,1573,92,2039,45,121,8,3,180,0,0,0,179,3028,298,3514,11697,7804,971,241,20713,483,522,1008,21719,10150,2074,33939
50703,3264,810,239,4309,1739,669,61,54,2523,66,37,104,2623,614,170,3406,1489,598,79,41,2208,76,46,124,2335,495,155,2979,1301,505,104,30,1933,61,31,90,2020,536,132,2690,974,410,69,19,1475,50,35,82,1557,595,123,2276,613,328,43,17,997,50,21,67,1068,684,99,1853,188,170,28,9,389,11,14,20,412,1060,80,1553,47,61,6,4,119,0,0,0,122,995,52,1165,9,27,0,0,41,0,0,5,43,1578,112,1729,13242,6760,951,426,21377,898,688,1593,22972,10599,1888,35457
50704,5741,791,244,6774,3777,1801,136,52,5775,119,78,199,5971,760,230,6960,3984,1696,147,43,5872,123,74,200,6073,726,232,7033,4010,1591,167,44,5806,120,71,188,5998,839,238,7071,3335,1546,211,29,5119,99,71,173,5292,1189,234,6719,2295,1527,207,32,4066,76,80,159,4217,2254,219,6689,933,1142,121,24,2225,32,42,73,2295,3963,208,6468,271,571,44,16,891,6,24,28,920,4557,180,5656,83,289,22,14,406,3,4,9,414,9061,667,10140,30635,19957,2009,571,53172,1085,1408,2490,55666,28852,3244,87766
50705,7554,1422,686,9664,4485,1860,296,92,6730,202,146,351,7074,1107,541,8718,4751,1845,271,79,6947,192,102,297,7249,1135,533,8916,4679,1718,339,84,6821,214,108,320,7150,1343,485,8972,3873,1617,365,80,5935,163,89,249,6184,1837,411,8435,2278,1290,305,38,3906,131,96,230,4139,2642,344,7124,696,659,121,16,1493,29,54,83,1577,3994,255,5831,120,246,25,8,397,0,9,14,411,4405,254,5071,33,98,13,12,155,3,7,11,165,7251,873,8294,38381,20206,3381,1062,63025,2281,2040,4327,67357,32177,6710,106248
50901,2629,546,225,3398,1613,965,99,35,2712,54,27,79,2789,475,266,3530,1870,930,115,41,2954,58,29,89,3042,516,282,3841,1945,993,188,57,3189,47,28,79,3268,626,285,4178,1835,1069,191,49,3150,61,43,106,3250,900,317,4466,1339,1128,195,43,2699,47,49,101,2797,1546,274,4615,615,699,103,27,1450,14,27,45,1494,2539,283,4315,254,365,38,23,679,0,9,9,689,2870,247,3802,113,220,44,27,400,3,0,3,407,5085,577,6064,15472,10403,1517,546,27938,572,537,1107,29041,18101,3628,50772
50902,2276,488,316,3089,1409,638,88,48,2177,64,29,93,2276,403,358,3038,1718,661,108,45,2531,78,36,114,2644,424,421,3485,1889,785,153,43,2870,81,46,128,2992,580,476,4048,1934,866,179,35,3015,71,29,97,3114,918,528,4556,1559,923,184,43,2704,61,41,102,2811,1356,415,4585,706,566,125,30,1432,31,31,66,1498,2431,410,4338,302,310,39,31,681,0,11,10,690,2700,347,3742,160,244,24,42,467,0,5,3,472,3990,677,5143,15073,7674,1350,541,24641,736,416,1158,25800,15742,5101,46644
50903,908,136,133,1176,517,233,31,12,791,21,7,28,818,118,118,1049,629,236,35,18,919,19,11,24,943,148,123,1216,670,266,56,10,1007,22,12,32,1043,189,148,1374,670,299,78,14,1058,29,9,33,1092,252,152,1490,589,273,68,8,941,27,22,45,984,388,128,1499,304,206,40,9,560,6,9,13,568,684,114,1367,155,131,23,10,310,0,5,5,317,763,116,1192,101,102,15,17,235,0,0,0,236,1325,259,1826,5623,2709,523,178,9034,230,122,354,9393,4776,1690,15859
51001,1828,627,409,2865,1005,349,67,34,1449,60,40,91,1541,529,333,2404,995,265,56,33,1355,49,27,76,1428,503,382,2306,1039,274,68,29,1406,36,27,62,1466,503,383,2353,857,224,72,29,1183,35,17,49,1235,474,325,2035,649,200,59,33,931,14,18,34,965,507,266,1737,301,164,39,9,515,3,3,5,527,504,204,1233,94,58,10,5,166,0,0,0,166,439,112,720,27,37,0,4,65,0,0,5,74,526,151,750,9454,3301,726,390,13873,577,323,905,14777,7918,4184,26876
51002,1957,263,546,2771,1109,211,80,37,1440,23,15,37,1480,163,438,2083,987,156,85,11,1240,16,8,24,1265,165,393,1821,898,137,59,17,1109,17,11,28,1135,166,377,1680,780,113,72,25,981,25,11,35,1019,198,342,1555,497,98,53,12,667,11,7,18,685,186,226,1093,158,37,18,0,208,0,3,3,216,180,92,486,39,20,8,0,59,5,0,4,63,137,27,232,11,0,0,4,13,0,0,5,20,147,32,198,9435,2050,851,304,12640,299,178,473,13116,2757,4112,19985
51003,2407,291,564,3261,1401,345,111,22,1883,26,12,38,1920,207,457,2583,1279,299,76,27,1684,20,16,36,1717,181,376,2274,1052,180,95,28,1357,19,12,34,1394,171,333,1886,812,142,82,15,1052,20,5,26,1079,151,277,1506,527,119,66,7,715,19,0,21,732,170,205,1110,185,43,21,4,251,7,4,8,260,179,83,526,39,20,3,0,64,0,0,0,64,126,61,246,6,8,0,0,18,0,0,0,18,153,36,204,10714,2939,1018,293,14957,246,161,410,15363,2925,3934,22223
51101,769,103,108,980,457,199,41,18,714,13,4,23,730,106,89,923,559,205,34,15,809,6,3,13,825,106,122,1045,598,214,51,10,872,11,3,18,887,137,118,1144,515,222,63,14,809,9,9,24,830,178,105,1113,371,201,59,15,642,9,8,22,667,335,99,1101,143,131,25,7,309,3,8,8,316,469,81,864,45,61,4,3,115,0,4,4,116,630,95,840,44,47,9,5,98,0,0,0,101,1092,163,1351,4612,2248,469,176,7499,104,112,209,7712,3806,1338,12856
51102,498,75,108,686,316,106,7,8,440,14,0,11,453,53,78,586,327,110,22,12,471,15,9,17,487,66,88,644,333,103,28,8,480,20,3,25,506,87,106,694,295,120,31,9,454,15,0,16,473,123,74,668,220,112,21,13,369,7,3,15,383,194,74,655,110,48,18,8,183,0,3,3,192,283,61,530,34,31,10,3,80,0,0,0,80,295,52,422,17,10,0,9,33,0,0,6,34,374,93,500,2904,1230,267,143,4545,109,63,173,4719,1936,1139,7794
51103,2208,443,428,3080,1392,356,60,36,1841,46,21,68,1906,341,410,2669,1467,300,77,31,1875,53,12,68,1938,307,344,2592,1390,337,90,36,1854,48,10,60,1917,369,389,2668,1255,329,108,37,1729,42,16,59,1791,392,326,2508,917,289,83,25,1308,30,13,43,1352,496,301,2148,365,177,23,5,569,5,7,17,588,645,198,1429,95,71,10,3,177,0,0,0,178,676,122,976,30,34,7,6,69,0,0,0,69,872,164,1107,13337,3960,877,404,18575,512,261,775,19352,6587,4349,30285
51104,2425,466,490,3374,1552,651,92,47,2343,68,48,113,2452,402,435,3292,1721,709,131,49,2608,60,44,106,2710,444,435,3587,1825,765,144,58,2786,86,29,115,2902,557,427,3884,1651,756,156,36,2601,62,45,110,2709,722,413,3843,1255,762,134,24,2179,65,54,120,2294,1216,375,3884,549,446,87,17,1103,22,20,41,1147,1949,312,3410,183,227,13,13,440,4,12,13,446,2130,312,2891,90,140,13,29,272,0,5,5,281,3461,585,4334,14614,7921,1303,470,24307,717,543,1259,25570,13780,5329,44672
59797,52,0,39,92,36,0,0,0,40,0,0,0,43,0,39,82,30,0,0,0,29,0,0,0,29,3,29,57,24,0,0,0,29,0,0,0,29,5,18,54,8,0,4,0,13,0,0,5,15,0,11,26,12,0,5,0,15,0,0,0,15,3,14,34,3,0,0,0,3,0,0,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,243,18,13,5,277,5,0,3,277,18,220,516
59999,236,167,364,769,90,45,22,0,163,35,13,46,208,126,435,770,78,29,20,0,125,38,8,47,168,122,390,680,84,25,10,3,126,24,10,35,161,132,339,631,71,34,12,0,124,16,9,24,145,165,248,552,47,37,14,0,94,17,7,22,123,230,236,588,16,16,6,0,35,5,0,5,40,296,137,478,4,7,0,0,10,0,6,6,13,176,96,281,0,0,0,0,0,0,0,0,3,101,79,189,915,484,181,33,1614,274,117,392,2000,1955,3326,7285
