SA3_CODE_2021,C11_M_Post_Deg_15_19_yrs,C11_M_Post_Deg_20_24_yrs,C11_M_Post_Deg_25_34_yrs,C11_M_Post_Deg_35_44_yrs,C11_M_Post_Deg_45_54_yrs,C11_M_Post_Deg_55_64_yrs,C11_M_Post_Deg_65_74_yrs,C11_M_Post_Deg_75_84_yrs,C11_M_Post_Deg_85over,C11_M_Post_Deg_Tot,C11_M_GrDip_GrCe_15_19,C11_M_GrDip_GrCe_20_24,C11_M_GrDip_GrCe_25_34,C11_M_GrDip_GrCe_35_44,C11_M_GrDip_GrCe_45_54,C11_M_GrDip_GrCe_55_64,C11_M_GrDip_GrCe_65_74,C11_M_GrDip_GrCe_75_84,C11_M_GrDip_GrCe_85over,C11_M_GrDip_GrCe_Tot,C11_M_BD_15_19,C11_M_BD_20_24,C11_M_BD_25_34,C11_M_BD_35_44,C11_M_BD_45_54,C11_M_BD_55_64,C11_M_BD_65_74,C11_M_BD_75_84,C11_M_BD_85over,C11_M_BD_Tot,C11_M_AdD_DL_15_19,C11_M_AdD_DL_20_24,C11_M_AdD_DL_25_34,C11_M_AdD_DL_35_44,C11_M_AdD_DL_45_54,C11_M_AdD_DL_55_64,C11_M_AdD_DL_65_74,C11_M_AdD_DL_75_84,C11_M_AdD_DL_85over,C11_M_AdD_DL_Tot,C11_M_CL_C_III_IV_15_19,C11_M_CL_C_III_IV_20_24,C11_M_CL_C_III_IV_25_34,C11_M_CL_C_III_IV_35_44,C11_M_CL_C_III_IV_45_54,C11_M_CL_C_III_IV_55_64,C11_M_CL_C_III_IV_65_74,C11_M_CL_C_III_IV_75_84,C11_M_CL_C_III_IV_85over,C11_M_CL_C_III_IV_Tot,C11_M_CL_C_I_II_15_19,C11_M_CL_C_I_II_20_24,C11_M_CL_C_I_II_25_34,C11_M_CL_C_I_II_35_44,C11_M_CL_C_I_II_45_54,C11_M_CL_C_I_II_55_64,C11_M_CL_C_I_II_65_74,C11_M_CL_C_I_II_75_84,C11_M_CL_C_I_II_85over,C11_M_CL_C_I_II_Tot,C11_M_CL_CL_nfd_15_19,C11_M_CL_CL_nfd_20_24,C11_M_CL_CL_nfd_25_34,C11_M_CL_CL_nfd_35_44,C11_M_CL_CL_nfd_45_54,C11_M_CL_CL_nfd_55_64,C11_M_CL_CL_nfd_65_74,C11_M_CL_CL_nfd_75_84,C11_M_CL_CL_nfd_85over,C11_M_CL_CL_nfd_Tot,C11_M_CL_Tot_15_19,C11_M_CL_Tot_20_24,C11_M_CL_Tot_25_34,C11_M_CL_Tot_35_44,C11_M_CL_Tot_45_54,C11_M_CL_Tot_55_64,C11_M_CL_Tot_65_74,C11_M_CL_Tot_75_84,C11_M_CL_Tot_85over,C11_M_CL_Tot_Tot,C11_M_LE_ID_15_19,C11_M_LE_ID_20_24,C11_M_LE_ID_25_34,C11_M_LE_ID_35_44,C11_M_LE_ID_45_54,C11_M_LE_ID_55_64,C11_M_LE_ID_65_74,C11_M_LE_ID_75_84,C11_M_LE_ID_85over,C11_M_LE_ID_Tot,C11_M_LE_NS_15_19,C11_M_LE_NS_20_24,C11_M_LE_NS_25_34,C11_M_LE_NS_35_44,C11_M_LE_NS_45_54,C11_M_LE_NS_55_64,C11_M_LE_NS_65_74,C11_M_LE_NS_75_84,C11_M_LE_NS_85over,C11_M_LE_NS_Tot,C11_M_Tot_15_19_yrs,C11_M_Tot_20_24_yrs,C11_M_Tot_25_34_yrs,C11_M_Tot_35_44_yrs,C11_M_Tot_45_54_yrs,C11_M_Tot_55_64_yrs,C11_M_Tot_65_74_yrs,C11_M_Tot_75_84_yrs,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_Post_Deg_15_19_yrs,C16_M_Post_Deg_20_24_yrs,C16_M_Post_Deg_25_34_yrs,C16_M_Post_Deg_35_44_yrs,C16_M_Post_Deg_45_54_yrs,C16_M_Post_Deg_55_64_yrs,C16_M_Post_Deg_65_74_yrs,C16_M_Post_Deg_75_84_yrs,C16_M_Post_Deg_85over,C16_M_Post_Deg_Tot,C16_M_GrDip_GrCe_15_19,C16_M_GrDip_GrCe_20_24,C16_M_GrDip_GrCe_25_34,C16_M_GrDip_GrCe_35_44,C16_M_GrDip_GrCe_45_54,C16_M_GrDip_GrCe_55_64,C16_M_GrDip_GrCe_65_74,C16_M_GrDip_GrCe_75_84,C16_M_GrDip_GrCe_85over,C16_M_GrDip_GrCe_Tot,C16_M_BD_15_19,C16_M_BD_20_24,C16_M_BD_25_34,C16_M_BD_35_44,C16_M_BD_45_54,C16_M_BD_55_64,C16_M_BD_65_74,C16_M_BD_75_84,C16_M_BD_85over,C16_M_BD_Tot,C16_M_AdD_DL_15_19,C16_M_AdD_DL_20_24,C16_M_AdD_DL_25_34,C16_M_AdD_DL_35_44,C16_M_AdD_DL_45_54,C16_M_AdD_DL_55_64,C16_M_AdD_DL_65_74,C16_M_AdD_DL_75_84,C16_M_AdD_DL_85over,C16_M_AdD_DL_Tot,C16_M_CL_C_III_IV_15_19,C16_M_CL_C_III_IV_20_24,C16_M_CL_C_III_IV_25_34,C16_M_CL_C_III_IV_35_44,C16_M_CL_C_III_IV_45_54,C16_M_CL_C_III_IV_55_64,C16_M_CL_C_III_IV_65_74,C16_M_CL_C_III_IV_75_84,C16_M_CL_C_III_IV_85over,C16_M_CL_C_III_IV_Tot,C16_M_CL_C_I_II_15_19,C16_M_CL_C_I_II_20_24,C16_M_CL_C_I_II_25_34,C16_M_CL_C_I_II_35_44,C16_M_CL_C_I_II_45_54,C16_M_CL_C_I_II_55_64,C16_M_CL_C_I_II_65_74,C16_M_CL_C_I_II_75_84,C16_M_CL_C_I_II_85over,C16_M_CL_C_I_II_Tot,C16_M_CL_CL_nfd_15_19,C16_M_CL_CL_nfd_20_24,C16_M_CL_CL_nfd_25_34,C16_M_CL_CL_nfd_35_44,C16_M_CL_CL_nfd_45_54,C16_M_CL_CL_nfd_55_64,C16_M_CL_CL_nfd_65_74,C16_M_CL_CL_nfd_75_84,C16_M_CL_CL_nfd_85over,C16_M_CL_CL_nfd_Tot,C16_M_CL_Tot_15_19,C16_M_CL_Tot_20_24,C16_M_CL_Tot_25_34,C16_M_CL_Tot_35_44,C16_M_CL_Tot_45_54,C16_M_CL_Tot_55_64,C16_M_CL_Tot_65_74,C16_M_CL_Tot_75_84,C16_M_CL_Tot_85over,C16_M_CL_Tot_Tot,C16_M_LE_ID_15_19,C16_M_LE_ID_20_24,C16_M_LE_ID_25_34,C16_M_LE_ID_35_44,C16_M_LE_ID_45_54,C16_M_LE_ID_55_64,C16_M_LE_ID_65_74,C16_M_LE_ID_75_84,C16_M_LE_ID_85over,C16_M_LE_ID_Tot
50502,0,42,931,846,678,452,219,83,8,3259,0,17,242,354,280,198,78,25,0,1206,0,835,3741,2923,1992,1422,694,259,68,11936,26,432,1396,1272,1065,964,645,308,96,6210,184,1243,2966,2502,2410,1831,1370,866,206,13578,53,89,137,80,64,36,21,12,4,499,12,63,126,152,114,110,65,38,10,693,242,1398,3233,2734,2592,1977,1463,911,221,14764,14,84,247,221,197,176,157,106,49,1260,499,683,1598,1091,901,751,631,597,292,7046,785,3486,11389,9447,7702,5938,3889,2291,739,45676,0,36,1107,1290,810,591,318,133,28,4314,0,12,321,356,386,278,127,37,5,1516,7,930,4642,3512,2332,1612,1005,378,104,14528,43,357,1839,1482,1248,1017,789,424,108,7295,181,1036,3856,2475,2400,2100,1379,1030,288,14739,66,91,157,102,76,47,24,6,0,582,14,57,180,187,190,174,136,93,22,1061,265,1183,4193,2769,2666,2322,1534,1135,314,16384,9,40,165,148,103,89,69,53,16,688
50503,0,9,192,279,212,107,50,12,3,870,0,9,105,176,94,44,22,10,0,444,4,289,1381,1359,746,377,162,64,15,4393,37,232,788,1030,808,536,251,100,27,3799,438,1249,3369,3852,3338,2052,1179,521,142,16130,81,99,143,103,60,25,19,5,5,532,13,47,112,145,101,78,39,19,4,564,537,1397,3625,4095,3502,2152,1232,541,150,17228,27,83,191,224,182,156,100,59,17,1033,511,355,787,898,687,484,337,255,117,4438,1109,2371,7055,8059,6237,3859,2154,1041,329,32208,0,21,379,551,369,173,97,30,6,1626,0,10,130,210,157,88,36,12,0,660,4,459,1838,1866,1157,570,322,110,18,6344,38,331,1185,1455,1310,758,419,148,35,5685,370,1561,4528,4226,4106,2571,1571,704,125,19768,152,134,187,119,83,42,14,12,3,741,26,65,204,230,250,155,115,47,15,1107,543,1753,4928,4567,4440,2768,1706,760,142,21617,8,38,135,155,112,72,64,23,3,612
50601,0,4,102,98,75,63,39,9,4,387,0,0,42,35,41,39,21,5,0,188,0,98,428,393,286,225,106,33,12,1574,6,90,342,269,304,247,137,56,8,1454,185,674,1409,1212,1340,1202,640,270,61,6988,44,38,60,32,31,18,4,0,0,232,3,25,64,55,54,39,22,11,0,279,236,743,1530,1305,1420,1263,668,285,59,7503,4,13,83,68,67,75,51,26,12,395,187,177,327,336,330,252,180,164,49,1997,432,1123,2836,2503,2521,2166,1203,579,143,13497,0,4,262,346,134,84,59,20,7,912,0,9,68,67,67,48,24,8,0,292,0,155,943,846,460,289,186,58,13,2956,19,116,652,580,439,311,195,89,9,2412,123,696,2046,1475,1409,1228,831,341,71,8226,71,74,84,53,33,24,18,0,0,351,15,36,78,117,95,92,58,19,6,517,212,812,2212,1643,1531,1339,904,361,76,9097,7,5,41,41,41,27,30,8,9,216
50602,0,33,548,366,161,108,48,6,3,1270,0,16,112,117,87,50,8,4,0,380,6,347,1762,1026,484,319,98,32,9,4087,12,284,655,465,354,278,126,52,12,2234,94,525,1205,1054,977,791,438,286,77,5451,28,51,61,35,36,20,6,0,0,233,16,28,57,43,45,40,16,4,0,234,134,603,1321,1127,1055,843,459,294,82,5915,9,45,134,78,74,55,50,29,18,488,180,421,780,549,482,339,252,199,85,3289,331,1743,5295,3736,2702,1998,1044,608,210,17660,0,12,609,586,252,150,79,21,4,1705,0,12,136,108,104,78,29,8,0,479,0,427,2127,1224,613,414,160,48,10,5018,20,242,882,552,401,340,190,60,17,2689,84,499,1534,1023,958,818,513,285,85,5800,35,76,62,33,16,18,12,0,0,247,6,27,75,78,77,61,46,15,4,392,119,595,1665,1132,1053,895,571,306,92,6444,4,25,76,54,41,34,24,6,5,263
50603,0,56,572,498,449,235,98,20,3,1934,0,11,129,112,125,88,35,0,0,507,6,737,2080,1294,997,685,271,109,30,6198,32,428,678,487,534,515,262,100,29,3074,163,645,1100,1133,1300,1162,699,365,110,6667,38,34,73,42,26,27,13,9,0,255,8,33,54,52,61,64,42,16,0,333,205,717,1222,1225,1396,1251,751,392,106,7258,11,68,85,95,91,86,79,63,20,600,268,461,610,407,321,306,256,232,179,3035,520,2478,5377,4118,3908,3168,1752,916,372,22607,0,42,784,815,580,321,148,48,4,2755,0,15,122,167,122,113,56,13,5,613,4,757,2292,1660,1197,777,456,142,51,7334,40,436,851,595,564,504,379,142,38,3543,133,553,1175,1063,1195,1120,814,417,121,6608,72,59,67,43,38,29,16,4,0,328,12,41,78,73,85,71,60,43,6,470,214,662,1317,1177,1319,1223,895,465,135,7407,11,41,70,78,58,43,43,20,11,365
50604,0,14,286,271,167,91,48,10,0,903,0,6,69,96,62,65,20,6,0,322,4,256,1227,902,573,308,158,41,15,3475,29,224,643,649,496,427,195,69,12,2741,352,926,2128,2069,2064,1800,1010,410,73,10838,76,71,126,77,33,28,9,9,0,427,22,42,85,80,74,54,44,9,3,413,453,1041,2337,2226,2171,1882,1056,428,75,11676,14,45,143,128,113,104,81,32,5,665,383,520,912,738,538,455,274,218,88,4129,875,2110,5605,5015,4125,3330,1837,808,200,23902,0,15,553,597,334,137,81,31,4,1757,0,7,93,111,101,61,30,7,0,401,4,370,1679,1408,798,455,224,98,17,5046,22,252,866,866,659,505,293,97,26,3581,195,842,2225,2099,2078,1760,1143,565,118,11026,118,103,123,80,58,22,13,0,0,512,19,43,120,138,124,102,70,34,4,655,335,987,2463,2315,2255,1884,1225,598,132,12193,5,23,83,87,68,44,38,14,8,364
50605,0,0,43,108,111,124,83,25,7,499,0,0,16,67,77,50,22,6,0,244,0,98,348,437,352,365,193,93,19,1912,13,79,183,303,312,369,212,76,17,1559,109,450,989,1143,1204,1002,604,265,46,5807,46,28,37,23,20,7,10,4,6,169,5,14,37,38,45,45,34,4,7,236,163,490,1056,1202,1268,1052,643,278,54,6215,5,14,44,57,63,66,53,35,8,350,156,115,245,282,241,244,171,145,73,1663,335,802,1945,2450,2412,2273,1377,650,183,12435,0,6,81,157,155,128,103,43,7,672,0,3,37,65,77,80,46,13,0,323,0,150,474,551,430,344,291,109,27,2375,12,69,251,368,386,318,283,105,26,1816,89,505,1196,1160,1236,1047,732,363,69,6395,41,39,41,35,19,8,5,0,0,182,4,19,48,58,69,57,49,41,9,353,131,565,1285,1254,1324,1110,786,403,79,6929,7,3,21,23,20,31,30,17,0,155
50606,0,0,5,16,19,15,9,0,0,69,0,0,7,9,8,8,0,0,0,41,0,17,70,106,74,56,33,3,0,357,6,19,49,76,99,68,46,12,4,383,59,214,364,484,495,337,175,49,3,2182,10,5,14,15,3,5,0,0,0,52,3,0,10,11,11,19,8,6,0,65,72,222,386,509,509,360,178,55,3,2296,0,7,19,22,20,16,17,3,5,99,48,53,126,163,132,114,50,32,17,727,124,320,669,907,860,640,331,110,23,3981,0,0,44,38,31,23,14,4,0,153,0,0,14,19,25,14,8,0,0,78,0,27,162,174,125,78,40,12,4,624,4,31,182,153,140,113,52,29,0,711,53,319,870,613,690,450,276,78,21,3370,24,17,25,7,7,3,3,0,0,95,5,9,28,26,31,22,14,9,0,144,85,352,922,650,728,479,297,79,21,3603,3,3,17,15,11,10,4,7,0,61
50607,0,12,366,365,288,254,94,26,3,1418,0,10,83,95,95,78,24,11,4,399,6,405,1271,819,693,562,204,62,28,4051,18,156,267,203,253,280,171,66,21,1439,41,276,494,307,391,371,183,84,60,2208,16,12,23,14,11,14,5,5,0,102,0,9,21,20,26,41,16,11,5,141,62,297,541,341,419,424,201,102,60,2455,5,36,45,53,41,47,39,19,13,308,116,169,321,206,193,216,135,116,73,1542,204,1085,2897,2089,1988,1868,874,402,207,11612,0,22,389,451,366,273,167,51,11,1732,0,11,86,110,103,95,59,13,9,475,3,416,1343,885,717,605,327,84,33,4406,21,105,275,248,228,267,236,106,26,1504,45,197,499,314,343,379,256,107,59,2191,19,21,10,15,11,13,3,0,0,89,4,13,43,24,33,58,36,12,3,225,63,234,550,346,387,444,300,119,58,2502,0,15,32,26,22,13,25,15,11,157
50701,0,10,217,249,195,106,32,10,0,814,0,4,90,115,87,44,15,0,0,360,4,258,1266,1019,574,308,96,46,12,3573,18,138,566,666,503,350,167,47,9,2468,148,718,2030,2135,1846,1300,671,286,50,9184,40,61,67,60,46,28,9,3,0,318,10,24,75,77,74,55,19,12,0,352,205,808,2173,2270,1968,1381,706,293,53,9850,18,38,124,158,110,101,59,33,5,646,238,206,510,473,437,333,282,195,71,2733,482,1454,4933,4945,3868,2629,1348,629,154,20446,0,9,367,487,267,176,75,13,3,1412,0,11,103,146,133,82,37,5,0,514,0,307,1541,1424,820,434,183,62,22,4790,25,163,753,780,687,457,266,70,13,3218,163,772,2290,2359,2126,1624,919,403,79,10733,67,61,96,60,41,18,15,0,0,353,15,23,111,131,144,105,66,38,11,638,243,861,2492,2549,2304,1740,1004,445,85,11725,7,16,74,95,65,40,37,17,3,359
50702,0,11,111,216,239,199,99,16,4,884,0,3,39,92,69,68,28,3,0,303,0,139,636,628,555,430,145,42,16,2587,5,43,188,227,234,244,121,45,9,1106,32,186,461,430,502,405,239,146,37,2438,16,16,29,19,11,5,3,0,0,106,0,9,23,22,30,23,12,14,0,134,46,211,515,469,545,438,255,160,34,2680,3,10,35,43,37,29,31,28,3,217,85,73,220,183,203,193,149,170,93,1377,138,485,1752,1850,1874,1603,820,468,171,9159,0,7,187,243,312,224,162,50,5,1187,0,3,52,84,102,83,55,7,0,382,0,149,697,670,622,499,280,79,17,3022,10,46,219,261,271,266,165,61,9,1300,24,131,509,412,509,442,273,182,35,2514,14,18,23,13,10,11,3,0,0,92,6,9,29,35,50,39,36,22,7,231,42,155,556,458,574,494,312,200,45,2834,0,5,16,25,16,26,14,12,3,119
50703,0,0,39,28,25,21,5,7,0,120,0,0,10,17,7,12,0,0,0,47,0,33,246,139,84,38,22,0,0,569,6,39,142,136,91,54,15,13,0,506,77,261,689,589,526,401,239,105,18,2910,24,23,27,10,7,5,0,0,0,101,4,9,27,32,18,6,10,4,3,110,106,296,747,632,553,415,248,116,19,3122,4,15,37,47,35,39,32,15,0,228,166,184,477,387,259,176,128,85,20,1885,277,576,1700,1387,1056,745,457,233,41,6477,0,5,149,120,51,29,11,4,0,368,0,4,37,33,21,18,5,0,0,125,0,68,467,411,177,92,42,9,0,1268,8,81,267,285,177,115,51,21,3,1008,70,349,1054,776,692,470,281,163,30,3885,32,42,44,23,22,15,0,0,0,181,8,9,46,37,40,26,29,6,5,209,106,400,1140,845,758,504,308,174,36,4272,3,5,27,28,10,20,8,5,0,98
50704,0,32,343,568,656,552,243,73,5,2477,0,15,111,184,231,176,66,28,0,813,5,671,1766,1673,1633,1307,579,244,79,7965,28,247,443,650,746,784,434,275,78,3672,114,537,1014,1130,1464,1216,742,492,156,6872,34,41,44,36,27,31,22,6,0,239,19,24,51,68,76,84,54,27,9,415,163,607,1108,1229,1572,1329,814,528,168,7518,6,39,97,79,116,131,91,69,36,667,223,217,356,363,374,330,251,287,174,2567,432,1825,4220,4748,5315,4604,2477,1510,547,25680,0,26,415,745,725,632,382,113,26,3072,0,25,141,196,243,232,119,27,10,985,0,698,1977,1837,1672,1430,870,336,103,8936,30,218,481,645,723,771,623,277,111,3867,99,493,1092,1059,1295,1208,862,528,203,6844,42,41,53,22,30,23,21,0,6,235,9,30,51,79,95,95,110,65,29,564,154,568,1193,1157,1420,1326,997,600,238,7650,3,16,52,56,64,72,59,36,16,382
50705,0,3,53,122,115,63,42,7,3,402,0,3,51,83,75,44,15,3,0,271,3,155,544,569,396,262,133,45,10,2111,18,128,423,750,680,422,198,90,21,2721,280,1089,2372,2687,2632,1620,1082,468,93,12326,118,97,99,56,33,33,9,0,0,456,16,40,68,78,67,61,32,15,0,380,413,1227,2538,2822,2739,1717,1123,484,91,13157,17,41,103,141,115,106,81,58,11,670,373,362,602,679,615,428,347,310,150,3874,825,1917,4310,5166,4731,3040,1924,1001,286,23209,0,4,110,203,183,92,60,17,0,676,0,4,52,82,105,73,25,13,0,352,0,161,638,818,568,335,209,74,17,2816,26,156,647,847,949,605,299,107,25,3663,272,1260,3350,2984,3099,2108,1398,658,161,15285,142,121,129,66,56,27,19,3,0,569,25,60,128,161,149,115,97,50,9,794,440,1434,3607,3207,3305,2257,1511,718,177,16651,8,16,54,61,63,51,42,16,4,318
50901,0,0,16,48,58,84,63,17,11,299,0,0,14,46,52,54,18,6,4,188,0,20,222,357,318,300,145,59,17,1445,6,29,122,211,316,309,200,68,10,1256,135,458,832,942,1096,848,544,212,44,5101,58,54,54,25,33,24,7,0,0,261,8,14,36,57,49,49,39,20,3,267,200,525,921,1022,1176,916,591,239,46,5632,0,6,41,40,51,77,60,47,14,338,196,196,316,348,314,288,203,205,86,2154,401,771,1652,2067,2290,2034,1272,637,185,11308,0,0,32,59,71,86,94,30,6,382,0,0,20,49,49,65,47,6,0,244,0,43,220,337,354,357,234,88,26,1652,7,46,139,233,326,397,251,95,27,1524,136,451,1045,985,1092,1065,740,320,82,5922,68,52,55,32,44,32,14,10,0,302,13,24,44,66,67,93,76,44,12,435,217,533,1142,1081,1205,1189,829,375,95,6663,0,10,17,26,31,30,32,21,5,166
50902,0,0,13,37,49,48,14,6,0,171,0,0,20,23,30,23,8,0,0,106,0,42,224,203,171,172,93,29,3,948,0,23,91,176,212,275,137,38,3,961,90,363,785,964,1144,1002,617,208,32,5204,44,32,42,29,15,21,14,0,0,200,4,7,32,39,44,60,21,9,0,220,134,401,862,1035,1207,1083,653,220,32,5620,4,11,34,47,75,84,74,23,4,360,201,159,224,341,408,382,290,214,70,2296,345,637,1469,1861,2157,2060,1272,540,117,10465,0,0,22,26,34,62,43,15,3,210,0,3,8,26,23,29,15,0,0,112,0,37,231,236,205,185,137,39,10,1089,9,24,112,190,232,275,233,52,11,1135,103,364,926,966,1156,1242,851,317,58,5981,51,48,32,27,23,22,11,8,0,219,10,20,36,63,66,97,76,28,5,393,161,434,997,1049,1242,1359,942,355,66,6597,5,4,10,14,23,21,33,17,0,131
50903,0,0,6,13,23,6,3,0,0,61,0,0,0,13,15,4,6,0,0,37,0,30,100,124,97,47,14,6,0,407,0,10,42,88,69,98,33,12,3,364,41,129,367,376,370,325,165,64,16,1850,21,6,13,13,12,0,8,0,0,73,3,0,12,12,30,22,13,4,0,91,66,140,400,398,410,347,179,68,16,2020,0,0,12,15,19,19,17,9,0,97,52,53,168,171,163,132,107,81,30,953,120,232,724,822,786,658,361,167,52,3931,0,0,6,7,20,14,10,4,0,68,0,0,9,10,10,17,5,5,0,46,0,21,118,113,84,71,32,7,0,436,0,10,40,72,76,83,66,13,3,363,24,127,368,314,348,346,216,80,17,1844,21,16,33,13,8,4,3,0,0,105,6,15,15,23,22,21,23,10,6,134,51,162,412,347,376,372,248,85,21,2078,0,0,4,4,8,6,15,7,4,45
51001,0,5,35,38,44,27,17,0,0,154,0,3,24,34,29,23,5,0,0,124,0,45,281,228,137,118,23,8,0,845,3,32,153,164,140,98,27,5,0,618,55,245,675,708,617,393,140,34,7,2880,18,42,52,36,25,8,0,0,0,196,7,12,38,30,26,17,6,0,0,135,79,305,770,770,673,424,145,34,7,3208,0,14,41,42,38,23,12,5,0,183,203,431,1104,782,506,277,123,54,19,3499,288,839,2402,2055,1565,994,351,102,27,8627,0,0,49,52,47,32,19,3,0,203,0,3,33,28,30,29,12,0,0,134,0,39,303,221,156,154,49,4,0,919,0,39,166,175,133,117,38,7,0,672,58,198,684,648,591,474,176,51,5,2887,32,39,66,44,37,21,3,0,0,238,10,14,55,45,53,36,15,0,0,228,99,253,806,734,680,526,196,50,5,3355,0,8,9,8,9,7,4,0,0,43
51002,0,4,45,53,37,18,3,3,0,169,0,4,27,30,20,13,0,0,0,83,0,80,349,218,108,63,5,0,0,824,5,30,146,196,168,83,10,0,0,642,28,428,1369,1092,865,402,53,8,0,4239,16,25,52,22,9,13,0,0,0,139,4,14,34,19,14,20,0,0,0,105,45,468,1448,1131,892,434,54,8,0,4481,0,15,38,37,40,22,9,5,0,163,184,403,951,799,685,351,60,14,6,3441,231,1003,3003,2466,1947,983,142,25,8,9807,0,0,47,57,37,8,3,4,0,159,0,0,26,32,16,9,0,0,0,90,0,24,289,207,96,52,8,0,0,695,0,13,154,203,159,95,16,6,0,646,30,239,1418,1001,814,414,70,14,4,4001,8,25,53,22,12,5,0,0,0,119,0,3,40,38,29,26,3,0,0,140,39,268,1511,1057,851,439,70,14,4,4264,0,4,17,13,17,4,3,0,0,54
51003,0,0,78,58,43,18,0,0,0,203,0,0,24,36,24,13,4,0,0,92,0,69,444,324,166,78,10,3,0,1094,0,20,188,253,216,120,12,0,0,805,53,459,1546,1495,1209,545,67,6,0,5384,15,28,31,24,19,6,0,0,0,120,4,16,23,32,22,20,0,0,0,118,72,492,1605,1558,1248,569,72,7,0,5625,0,15,52,56,43,30,9,0,0,208,197,400,1110,1102,854,445,87,12,0,4194,267,995,3491,3382,2590,1266,195,26,5,12219,0,0,110,117,58,25,7,0,0,311,0,4,24,30,28,12,0,0,0,105,5,48,456,408,245,108,24,0,0,1293,3,19,255,348,276,148,29,0,0,1079,32,332,2007,1738,1289,691,108,17,0,6212,17,26,57,33,21,8,0,0,0,159,4,20,50,83,55,37,0,0,0,254,51,371,2114,1853,1366,736,115,17,0,6618,0,5,21,25,16,12,4,0,0,89
51101,0,0,7,7,11,12,0,0,0,40,0,0,4,11,9,3,7,0,0,32,0,15,75,92,65,40,26,5,0,327,0,5,31,79,73,53,38,13,0,295,39,129,308,356,340,231,113,50,15,1581,10,13,11,20,8,7,3,0,0,67,3,3,9,14,8,14,3,3,0,65,53,147,325,389,360,248,122,54,15,1711,0,0,6,14,12,19,15,8,0,86,75,34,96,101,110,93,96,64,18,685,131,197,537,701,644,463,304,148,38,3171,0,0,5,11,14,12,10,0,0,56,0,0,11,12,6,11,4,0,0,42,0,14,69,75,77,42,38,15,0,336,0,6,43,54,70,67,44,21,0,305,35,130,319,316,335,283,141,56,15,1613,8,11,21,12,8,9,3,0,0,80,0,4,9,22,21,12,15,8,3,98,39,149,347,345,355,307,161,72,15,1793,0,4,7,4,11,16,10,0,0,45
51102,0,0,6,8,4,14,0,0,0,34,0,0,0,3,10,9,0,0,0,29,0,9,45,58,29,32,15,3,4,190,0,6,30,51,42,43,18,8,0,196,7,55,181,222,216,165,114,44,9,1022,5,4,21,11,6,0,0,0,0,44,3,0,7,10,3,9,4,0,0,33,22,63,211,242,228,175,121,48,9,1105,3,0,13,15,17,14,11,4,0,77,32,36,75,91,105,101,72,33,12,555,52,110,384,470,426,392,238,94,21,2182,0,0,3,9,9,6,0,0,0,40,0,0,5,5,9,12,0,0,0,25,0,11,69,62,48,33,14,7,0,241,0,5,44,31,55,41,25,8,0,213,16,61,197,208,238,193,121,31,7,1067,7,10,11,11,7,10,5,0,0,62,0,3,15,8,10,24,11,7,0,75,20,80,221,228,254,228,130,38,9,1204,0,0,4,0,5,7,5,0,0,24
51103,0,6,94,73,39,19,8,0,0,239,0,3,39,36,22,19,0,0,0,126,0,104,344,254,175,102,12,0,0,999,5,43,140,181,174,98,21,7,0,672,88,538,1320,1173,973,595,191,47,9,4934,23,40,30,32,18,7,9,0,0,156,3,16,29,29,24,12,3,0,0,123,110,597,1378,1225,1020,614,203,43,9,5211,3,17,55,49,43,30,16,3,0,215,254,314,727,605,564,349,159,63,15,3057,375,1081,2769,2427,2037,1239,422,123,31,10512,0,0,104,95,56,37,15,0,0,310,0,7,35,28,22,29,6,0,0,119,0,68,362,250,168,97,29,7,4,982,4,25,175,201,190,129,37,13,0,761,67,386,1261,998,961,695,251,57,11,4690,33,27,33,21,21,7,5,0,0,144,5,18,56,43,41,36,25,5,0,226,102,428,1342,1063,1025,741,284,65,11,5061,3,3,15,10,12,16,3,4,0,74
51104,0,4,28,50,56,44,11,4,0,202,0,6,16,37,33,22,9,3,0,128,0,60,245,308,204,118,51,17,5,1013,5,36,130,228,257,233,90,34,3,1020,125,473,1113,1193,1221,968,493,171,31,5780,38,50,66,48,32,16,9,0,0,270,4,14,33,48,47,32,21,10,0,205,165,538,1204,1293,1301,1012,520,185,37,6260,5,21,47,63,73,84,55,34,6,391,201,244,465,437,464,364,258,194,57,2688,381,912,2137,2420,2391,1875,995,471,111,11690,0,0,33,74,69,59,17,13,0,265,0,0,26,34,42,24,19,4,0,159,0,41,278,272,249,152,87,23,4,1099,5,37,167,238,273,251,151,55,7,1187,99,502,1179,1084,1230,1096,646,241,44,6127,56,57,59,46,54,36,10,4,0,328,5,9,38,68,73,76,61,26,7,361,165,572,1282,1194,1350,1203,718,276,53,6822,8,8,12,22,16,29,20,10,0,124
