SA3_CODE_2021,C21_15_19_NonInd_F,C21_15_19_NonInd_P,C21_15_19_Ind_st_ns_M,C21_15_19_Ind_st_ns_F,C21_15_19_Ind_st_ns_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Indigen_M,C21_20_24_Indigen_F,C21_20_24_Indigen_P,C21_20_24_NonInd_M,C21_20_24_NonInd_F,C21_20_24_NonInd_P,C21_20_24_Ind_st_ns_M,C21_20_24_Ind_st_ns_F,C21_20_24_Ind_st_ns_P,C21_20_24_Tot_M,C21_20_24_Tot_F,C21_20_24_Tot_P,C21_25_29_Indigen_M,C21_25_29_Indigen_F,C21_25_29_Indigen_P,C21_25_29_NonInd_M,C21_25_29_NonInd_F,C21_25_29_NonInd_P,C21_25_29_Ind_st_ns_M,C21_25_29_Ind_st_ns_F,C21_25_29_Ind_st_ns_P,C21_25_29_Tot_M,C21_25_29_Tot_F,C21_25_29_Tot_P,C21_30_34_Indigen_M,C21_30_34_Indigen_F,C21_30_34_Indigen_P,C21_30_34_NonInd_M,C21_30_34_NonInd_F,C21_30_34_NonInd_P,C21_30_34_Ind_st_ns_M,C21_30_34_Ind_st_ns_F,C21_30_34_Ind_st_ns_P,C21_30_34_Tot_M,C21_30_34_Tot_F,C21_30_34_Tot_P,C21_35_39_Indigen_M,C21_35_39_Indigen_F,C21_35_39_Indigen_P,C21_35_39_NonInd_M,C21_35_39_NonInd_F,C21_35_39_NonInd_P,C21_35_39_Ind_st_ns_M,C21_35_39_Ind_st_ns_F,C21_35_39_Ind_st_ns_P,C21_35_39_Tot_M,C21_35_39_Tot_F,C21_35_39_Tot_P,C21_40_44_Indigen_M,C21_40_44_Indigen_F,C21_40_44_Indigen_P,C21_40_44_NonInd_M,C21_40_44_NonInd_F,C21_40_44_NonInd_P,C21_40_44_Ind_st_ns_M,C21_40_44_Ind_st_ns_F,C21_40_44_Ind_st_ns_P,C21_40_44_Tot_M,C21_40_44_Tot_F,C21_40_44_Tot_P,C21_45_49_Indigen_M,C21_45_49_Indigen_F,C21_45_49_Indigen_P,C21_45_49_NonInd_M,C21_45_49_NonInd_F,C21_45_49_NonInd_P,C21_45_49_Ind_st_ns_M,C21_45_49_Ind_st_ns_F,C21_45_49_Ind_st_ns_P,C21_45_49_Tot_M,C21_45_49_Tot_F,C21_45_49_Tot_P,C21_50_54_Indigen_M,C21_50_54_Indigen_F,C21_50_54_Indigen_P,C21_50_54_NonInd_M,C21_50_54_NonInd_F,C21_50_54_NonInd_P,C21_50_54_Ind_st_ns_M,C21_50_54_Ind_st_ns_F,C21_50_54_Ind_st_ns_P,C21_50_54_Tot_M,C21_50_54_Tot_F,C21_50_54_Tot_P,C21_55_59_Indigen_M,C21_55_59_Indigen_F,C21_55_59_Indigen_P,C21_55_59_NonInd_M,C21_55_59_NonInd_F,C21_55_59_NonInd_P,C21_55_59_Ind_st_ns_M,C21_55_59_Ind_st_ns_F,C21_55_59_Ind_st_ns_P,C21_55_59_Tot_M,C21_55_59_Tot_F,C21_55_59_Tot_P,C21_60_64_Indigen_M,C21_60_64_Indigen_F,C21_60_64_Indigen_P,C21_60_64_NonInd_M,C21_60_64_NonInd_F,C21_60_64_NonInd_P,C21_60_64_Ind_st_ns_M,C21_60_64_Ind_st_ns_F,C21_60_64_Ind_st_ns_P,C21_60_64_Tot_M,C21_60_64_Tot_F,C21_60_64_Tot_P,C21_65_over_Indigen_M,C21_65_over_Indigen_F,C21_65_over_Indigen_P,C21_65over_NonInd_M,C21_65over_NonInd_F,C21_65over_NonInd_P,C21_65over_Indig_st_ns_M,C21_65over_Indig_st_ns_F,C21_65over_Indig_st_ns_P,C21_65_over_Tot_M,C21_65_over_Tot_F,C21_65_over_Tot_P,C21_Tot_Indig_M,C21_Tot_Indig_F,C21_Tot_Indig_P,C21_Tot_NonInd_M,C21_Tot_NonInd_F,C21_Tot_NonInd_P,C21_Tot_Indig_st_ns_M,C21_Tot_Indig_st_ns_F,C21_Tot_Indig_st_ns_P,C21_Tot_Tot_M,C21_Tot_Tot_F,C21_Tot_Tot_P
50502,4675,9700,164,182,352,5315,4947,10259,115,125,237,5509,5772,11277,283,246,531,5906,6140,12049,99,124,223,7016,7625,14643,453,421,881,7567,8175,15744,100,90,188,8236,8907,17142,551,400,954,8884,9392,18280,71,96,168,8114,8354,16466,538,401,935,8718,8849,17569,43,75,124,6586,6931,13514,396,273,662,7026,7276,14299,65,78,143,6255,6487,12746,354,234,582,6666,6804,13474,52,86,139,5846,6111,11954,288,201,485,6185,6396,12580,44,68,113,5269,5653,10923,256,186,442,5568,5914,11480,45,49,95,4905,5380,10284,211,193,405,5160,5620,10781,54,82,138,15065,19346,34413,646,849,1489,15764,20280,36040,1184,1266,2453,95066,101627,196695,4790,4218,9005,101037,107110,208149
50503,6378,13019,232,184,422,7097,6765,13859,157,162,315,6398,6189,12588,290,207,497,6846,6559,13403,139,170,312,6118,6521,12640,342,261,601,6597,6958,13554,119,157,277,6741,7769,14511,401,258,661,7252,8181,15438,109,110,222,7341,8118,15456,392,293,685,7843,8518,16366,80,93,168,6595,7111,13700,376,199,575,7045,7398,14448,69,86,151,6643,7118,13767,380,228,607,7093,7436,14526,56,83,138,6509,6854,13363,379,211,585,6940,7152,14086,68,80,142,5585,5735,11320,295,190,478,5945,6001,11946,45,62,111,4419,4873,9290,242,135,375,4698,5070,9771,61,85,143,11093,13006,24095,397,467,870,11549,13564,25111,1910,2061,3969,96132,100611,196744,4478,3316,7794,102522,105984,208506
50601,2438,4899,132,125,257,2721,2684,5404,112,125,236,2419,2426,4842,143,131,272,2667,2680,5350,122,106,229,2763,3019,5784,193,155,344,3080,3273,6357,111,109,219,3326,3862,7190,190,185,376,3631,4152,7785,80,77,155,3924,4131,8059,241,174,420,4243,4384,8629,55,59,111,3232,3244,6471,178,132,305,3467,3429,6894,56,46,98,2672,2635,5308,171,121,291,2899,2802,5701,52,63,113,2452,2501,4949,169,110,279,2667,2670,5340,44,58,101,2221,2298,4518,159,91,250,2422,2445,4862,39,39,78,2009,2186,4199,120,83,196,2159,2307,4472,46,65,112,5067,5687,10752,203,240,439,5315,5989,11309,1366,1417,2785,42882,44187,87071,2352,1973,4327,46604,47583,94184
50602,1376,2804,87,76,163,1599,1526,3126,89,87,174,2579,2624,5202,198,144,346,2868,2859,5725,75,95,165,3646,3434,7080,264,246,513,3990,3769,7761,72,61,133,3664,3692,7349,276,196,475,4018,3940,7959,46,52,96,3319,3054,6370,241,204,445,3598,3311,6913,46,41,88,2505,2391,4899,210,114,323,2766,2545,5311,42,47,91,2139,2105,4247,164,109,279,2349,2267,4620,44,51,93,2146,1925,4073,182,107,285,2370,2084,4452,51,47,104,1968,1826,3801,154,95,253,2176,1977,4149,32,37,64,1821,1711,3530,110,85,195,1964,1831,3792,41,74,118,4375,5045,9418,227,226,454,4647,5342,9985,854,865,1717,34930,34404,69329,2393,1881,4266,38172,37142,75312
50603,2864,5769,78,67,151,3056,3017,6072,67,64,133,4066,3571,7634,203,133,340,4335,3773,8103,52,64,119,3973,3403,7382,224,163,383,4255,3630,7881,36,40,77,3563,3506,7069,200,159,365,3797,3710,7508,27,42,62,3393,3675,7065,157,121,281,3575,3832,7410,27,37,67,3234,3347,6583,149,95,241,3416,3477,6896,37,29,63,3011,3020,6034,131,80,216,3180,3135,6311,28,35,69,2660,2724,5386,113,73,191,2805,2840,5643,20,34,50,2444,2632,5078,93,81,175,2556,2743,5299,20,16,34,2248,2531,4781,109,61,168,2383,2600,4982,34,46,76,6674,8146,14818,208,272,481,6910,8468,15384,618,689,1301,46884,47516,94392,1894,1542,3438,49396,49742,99139
50604,3468,7241,133,141,274,4043,3753,7795,200,141,342,4035,3734,7770,180,162,344,4420,4035,8452,175,154,331,3871,3744,7618,198,194,393,4251,4095,8341,159,121,277,4107,4459,8564,244,195,436,4507,4772,9281,122,113,235,4950,4903,9848,273,194,463,5338,5207,10549,102,99,201,4455,4259,8717,240,160,397,4794,4521,9312,91,90,181,3978,3837,7815,233,157,390,4302,4082,8389,81,75,153,3682,3650,7329,219,138,355,3972,3865,7835,55,66,114,3236,3248,6481,145,85,237,3435,3405,6832,34,51,82,2775,3018,5797,129,104,230,2938,3173,6113,84,94,180,7662,8719,16383,311,332,646,8056,9150,17208,1777,1667,3448,58902,58843,117744,2807,2375,5182,63485,62887,126376
50605,1624,3342,52,60,107,1845,1759,3608,48,63,106,1585,1353,2936,76,41,115,1705,1460,3163,44,48,89,1337,1380,2710,82,75,153,1459,1496,2954,44,46,87,1539,1717,3250,100,60,155,1677,1824,3496,44,43,85,1793,1945,3738,84,85,174,1929,2069,3994,29,34,62,1835,1901,3737,118,64,176,1980,1995,3976,24,37,65,1839,1901,3743,91,56,142,1953,1992,3953,26,40,66,1845,1872,3714,93,62,156,1968,1969,3938,19,19,39,1757,1812,3578,106,72,179,1887,1911,3793,20,22,43,1552,1715,3265,69,40,115,1641,1782,3420,24,34,58,4999,5695,10701,161,189,352,5181,5924,11107,663,688,1350,27228,28031,55263,1216,938,2152,29108,29654,58762
50606,941,1832,36,22,63,964,1013,1975,34,30,67,796,806,1600,45,38,80,867,872,1741,28,40,70,923,1101,2026,52,37,95,1009,1184,2190,32,30,63,1169,1355,2529,73,51,121,1271,1434,2708,33,31,69,1203,1246,2451,59,51,110,1296,1327,2628,31,20,48,1017,986,2003,67,38,99,1109,1043,2149,30,15,47,911,941,1852,54,28,82,991,989,1977,13,13,30,984,961,1944,80,42,126,1076,1019,2097,13,12,26,888,874,1757,59,33,96,961,921,1878,3,8,11,704,744,1448,36,31,66,744,781,1523,12,6,27,1598,1561,3162,74,75,151,1688,1646,3339,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242
50607,1022,2305,23,29,51,1370,1098,2471,34,21,55,1617,1661,3280,71,57,127,1729,1741,3465,16,33,53,1601,1569,3169,81,65,149,1703,1662,3368,26,26,42,1480,1538,3018,100,73,172,1601,1635,3236,12,9,13,1418,1543,2959,63,56,125,1485,1610,3100,9,15,24,1250,1260,2507,48,43,88,1308,1317,2624,13,17,35,1145,1271,2416,57,43,106,1220,1338,2553,18,17,36,1238,1341,2579,64,42,104,1314,1407,2723,10,11,22,1114,1311,2423,57,61,117,1180,1380,2564,10,11,17,1146,1333,2481,50,42,98,1207,1386,2591,17,15,30,3645,4424,8069,170,229,408,3827,4676,8505,335,312,644,20063,21010,41076,877,856,1733,21275,22177,43448
50701,2929,5971,100,84,184,3256,3117,6378,103,109,213,3363,3452,6813,155,135,295,3626,3696,7320,83,79,161,3683,3895,7581,180,149,335,3950,4124,8072,80,109,185,4253,4712,8964,257,175,436,4589,4992,9582,68,76,143,4488,4666,9153,275,161,438,4822,4901,9724,41,53,91,3972,4147,8116,212,132,342,4224,4330,8548,49,49,98,3764,3820,7582,181,133,310,3986,4005,7995,43,54,97,3474,3652,7128,195,114,304,3713,3818,7531,34,48,85,3065,3285,6347,143,110,254,3247,3440,6686,25,30,52,2687,2947,5637,119,85,204,2825,3064,5892,42,53,98,6860,7872,14734,320,355,672,7225,8282,15510,1111,1113,2224,53471,55707,109180,2471,1954,4424,57054,58771,115824
50702,950,1829,42,36,84,963,1016,1982,14,32,47,935,1060,1993,53,67,117,1005,1154,2156,21,32,48,1077,1191,2262,97,83,183,1197,1301,2503,21,24,46,1212,1351,2565,117,82,196,1347,1460,2806,15,24,35,1269,1352,2622,81,83,164,1368,1458,2823,15,12,29,1197,1239,2439,105,56,158,1315,1313,2622,20,16,43,1175,1283,2452,90,64,155,1288,1359,2648,21,12,35,1301,1415,2715,102,55,158,1425,1483,2912,16,14,31,1342,1380,2725,90,52,136,1444,1447,2889,13,9,23,1178,1325,2502,61,44,110,1252,1382,2636,17,20,46,3492,4045,7539,186,197,381,3694,4270,7965,301,321,621,17864,19332,37197,1163,933,2092,19324,20592,39910
50703,1102,2316,74,53,132,1385,1230,2620,159,65,218,1391,1293,2684,63,53,119,1609,1413,3020,183,72,252,1579,1663,3246,108,94,205,1865,1830,3698,138,58,192,1852,1905,3751,138,67,205,2124,2032,4154,109,44,154,1965,1990,3954,116,88,205,2186,2120,4309,85,41,131,1644,1481,3120,103,54,153,1830,1577,3406,75,43,112,1369,1346,2719,88,58,140,1530,1447,2979,38,24,65,1311,1193,2509,76,46,124,1427,1271,2690,20,31,49,1034,1082,2113,68,48,110,1120,1158,2276,12,17,31,844,888,1731,48,42,85,908,946,1853,41,33,66,1992,2205,4202,77,97,171,2110,2339,4445,1267,751,2016,21030,20712,41740,1194,912,2107,23482,22379,45867
50704,3247,6442,66,68,133,3325,3370,6691,51,47,93,3072,3056,6128,70,79,157,3197,3175,6374,37,47,85,2604,2550,5154,115,96,207,2751,2689,5443,29,18,48,2615,2874,5488,105,100,198,2742,2994,5738,22,33,56,3020,3482,6500,135,84,216,3176,3592,6774,25,30,55,3132,3568,6701,128,81,208,3286,3678,6960,16,23,39,3198,3573,6773,131,87,222,3349,3682,7033,21,21,38,3208,3605,6814,124,90,214,3354,3722,7071,21,29,52,2944,3510,6453,127,98,224,3090,3626,6719,15,25,45,3069,3381,6450,114,82,202,3204,3487,6689,20,24,46,9667,11740,21400,384,431,814,10071,12193,22261,445,481,927,48779,53262,102037,1693,1469,3163,50918,55210,106127
50705,3911,8100,191,177,367,4536,4249,8784,160,154,314,3619,3606,7230,359,208,568,4142,3968,8106,138,147,292,3870,3943,7809,370,236,608,4381,4329,8710,127,118,245,4047,4694,8741,392,233,627,4565,5046,9615,95,107,205,4132,4709,8837,407,219,624,4635,5029,9664,88,83,176,3794,4246,8037,350,163,508,4226,4490,8718,76,75,149,3947,4310,8259,332,181,511,4343,4568,8916,59,79,141,4038,4327,8370,307,160,465,4403,4572,8972,55,51,109,3878,4044,7916,265,146,412,4197,4241,8435,38,53,92,3314,3388,6707,207,111,322,3560,3559,7124,60,76,131,8445,9734,18183,440,445,877,8948,10253,19198,1771,1829,3605,61083,63892,124966,4230,2872,7108,67085,68591,135678
50901,1490,3152,126,112,228,1918,1735,3654,105,66,167,1184,1080,2265,84,67,154,1372,1216,2587,125,76,201,1290,1292,2582,93,81,168,1507,1446,2952,85,65,146,1482,1481,2961,136,118,254,1704,1660,3361,84,63,148,1462,1562,3029,124,98,219,1674,1724,3398,70,53,126,1499,1651,3154,147,109,258,1716,1813,3530,68,62,136,1634,1797,3433,139,137,274,1838,2002,3841,52,92,147,1816,1939,3751,151,131,281,2018,2152,4178,61,67,133,1964,2069,4037,150,149,303,2182,2285,4466,53,40,96,2077,2176,4255,153,111,266,2287,2330,4615,60,103,166,6406,6754,13164,420,434,857,6895,7296,14188,1295,1202,2497,27449,27968,55412,2090,1882,3973,30830,31049,61880
50902,1075,2241,151,110,264,1487,1293,2781,90,80,170,1028,829,1862,150,105,257,1274,1017,2283,65,71,139,1156,1056,2215,174,121,299,1407,1242,2648,70,67,136,1232,1232,2462,183,137,318,1480,1436,2914,58,44,112,1281,1382,2667,183,129,316,1533,1561,3089,47,75,124,1305,1248,2553,196,157,358,1550,1488,3038,65,63,125,1470,1478,2947,236,178,412,1768,1717,3485,47,71,118,1751,1722,3475,270,189,457,2058,1991,4048,88,84,177,1976,1903,3872,293,212,502,2358,2199,4556,71,74,152,2029,1986,4014,242,173,422,2350,2232,4585,110,122,222,6114,5613,11730,659,603,1259,6883,6331,13213,1315,1285,2597,24376,23233,47606,3185,2547,5732,28873,27059,55937
50903,333,718,49,48,100,463,425,891,34,29,68,373,304,675,50,47,96,455,379,836,15,26,43,418,401,822,60,47,105,491,475,969,11,28,39,406,427,834,40,57,99,463,515,974,21,18,41,510,497,1004,66,74,131,592,581,1176,17,21,49,432,455,889,64,55,118,518,531,1049,30,20,50,536,507,1042,56,68,122,620,595,1216,23,30,51,613,572,1178,87,58,143,722,654,1374,24,25,42,646,650,1294,88,67,149,753,735,1490,17,28,42,681,652,1332,72,52,124,769,729,1499,43,38,83,2032,1866,3897,206,193,401,2281,2101,4386,398,435,829,8497,8078,16571,1019,936,1954,9908,9448,19357
