LGA_CODE_2021,S_Eng_on_Sp_Eng_on,S_Eng_o_UAILE_Vw_w,S_Eng_o_UAILE_Nw_nal,S_Eng_o_UAILE_Tot,S_Eng_o_Ns,S_Eng_o_Tot,UAIL_AIL_nfd_Sp_Eng_on,UAIL_AIL_nfd_UAILE_Vw_w,UAIL_AIL_nfd_UAILE_Nw_nal,UAIL_AIL_nfd_UAILE_Tot,UAIL_AIL_nfd_Ns,UAIL_AIL_nfd_Tot,UAIL_ALDRRL_Sp_Eng_on,UAIL_ALDRRL_UAILE_Vw_w,UAIL_ALDRRL_UAILE_Nw_nal,UAIL_ALDRRL_UAILE_Tot,UAIL_ALDRRL_Ns,UAIL_ALDRRL_Tot,UAIL_Yol_Mat_Sp_Eng_on,UAIL_Yol_Mat_UAILE_Vw_w,UAIL_Yol_Mat_UAILE_Nw_nal,UAIL_Yol_Mat_UAILE_Tot,UAIL_Yol_Mat_Ns,UAIL_Yol_Mat_Tot,UAIL_CYPL_Sp_Eng_on,UAIL_CYPL_UAILE_Vw_w,UAIL_CYPL_UAILE_Nw_nal,UAIL_CYPL_UAILE_Tot,UAIL_CYPL_Ns,UAIL_CYPL_Tot,UAIL_TSIL_Sp_Eng_on,UAIL_TSIL_UAILE_Vw_w,UAIL_TSIL_UAILE_Nw_nal,UAIL_TSIL_UAILE_Tot,UAIL_TSIL_Ns,UAIL_TSIL_Tot,UAIL_NDFAL_Sp_Eng_on,UAIL_NDFAL_UAILE_Vw_w,UAIL_NDFAL_UAILE_Nw_nal,UAIL_NDFAL_UAILE_Tot,UAIL_NDFAL_Ns,UAIL_NDFAL_Tot,UAIL_Arand_Sp_Eng_on,UAIL_Arand_UAILE_Vw_w,UAIL_Arand_UAILE_Nw_nal,UAIL_Arand_UAILE_Tot,UAIL_Arand_Ns,UAIL_Arand_Tot,UAIL_WDL_Sp_Eng_on,UAIL_WDL_UAILE_Vw_w,UAIL_WDL_UAILE_Nw_nal,UAIL_WDL_UAILE_Tot,UAIL_WDL_UAILE_Ns,UAIL_WDL_Tot,UAIL_KAL_Sp_Eng_on,UAIL_KAL_UAILE_Vw_w,UAIL_KAL_UAILE_Nw_nal,UAIL_KAL_UAILE_Tot,UAIL_KAL_Ns,UAIL_KAL_Tot,UAIL_OAIL_Sp_Eng_on,UAIL_OAIL_UAILE_Vw_w,UAIL_OAIL_UAILE_Nw_nal,UAIL_OAIL_UAILE_Tot,UAIL_OAIL_Ns,UAIL_OAIL_Tot,UAIL_TAIL_Sp_Eng_on,UAIL_TAIL_UAILE_Vw_w,UAIL_TAIL_UAILE_Nw_nal,UAIL_TAIL_UAILE_Tot,UAIL_TAIL_Ns,UAIL_TAIL_Tot,Uol_Sp_Eng_on,Uol_UAILE_Vw_w,Uol_UAILE_Nw_nal,Uol_UAILE_Tot,Uol_NS,Uol_Tot,Luah_ns_Sp_Eng_on,Luah_ns_UAILE_Vw_w,Luah_ns_UAILE_Nw_nal,Luah_ns_UAILE_Tot,Luah_ns_Ns,Luah_ns_Tot,Tot_Sp_Eng_on,Tot_UAILE_Vw_w,Tot_UAILE_Nw_nal,Tot_UAILE_Tot,Tot_Ns,Tot_Tot
LGA58610,37,..,..,..,..,37,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,6,37,4,0,4,0,49
LGA58680,11,..,..,..,..,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,11
LGA58760,3597,..,..,..,..,3597,..,21,0,25,0,25,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,19,0,19,..,0,0,0,0,0,..,125,4,127,0,127,..,177,3,184,0,184,..,37,19,50,0,55,..,74,9,79,53,136,3597,287,30,320,55,3971
LGA58820,141,..,..,..,..,141,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,12,0,12,0,11,..,0,0,0,0,0,..,0,0,0,0,0,141,14,0,14,4,159
LGA58890,27,..,..,..,..,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,27,0,0,0,0,27
LGA59030,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,4
LGA59100,20,..,..,..,..,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,20
LGA59170,17,..,..,..,..,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,17,0,0,0,0,18
LGA59250,27,..,..,..,..,27,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,92,4,97,0,97,..,0,0,0,0,0,..,0,0,0,0,0,..,93,4,97,0,97,..,0,0,0,0,0,..,9,0,10,5,17,27,103,7,109,5,141
LGA59310,72,..,..,..,..,72,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,72,0,0,0,0,76
LGA59320,7,..,..,..,..,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,0,7
LGA59330,23,..,..,..,..,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,23,11,0,11,0,29
LGA59340,1914,..,..,..,..,1914,..,25,0,32,0,32,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,38,4,44,0,44,..,0,0,0,0,0,..,0,0,0,0,0,..,233,3,237,8,241,..,84,3,90,3,91,..,395,11,408,10,423,..,21,7,24,0,26,..,53,10,63,80,147,1914,476,27,506,98,2515
LGA59350,62,..,..,..,..,62,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,62,3,0,3,0,66
LGA59360,23,..,..,..,..,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,23,3,0,3,0,26
LGA59370,133,..,..,..,..,133,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,133,5,0,5,0,144
LGA59499,371,..,..,..,..,371,..,7,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,8,0,8,0,8,..,0,0,0,0,6,..,18,3,18,0,21,..,0,0,3,0,3,..,16,0,26,1079,1102,371,39,4,44,1079,1495
LGA59799,11,..,..,..,..,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,9
