LGA_CODE_2021,Ow_o_Dw_s_S_Hou_HATSIP,Ow_o_Dw_s_SDRTHT_HATSIP,Ow_o_Dw_s_Fl_Ap_HATSIP,Ow_o_Dw_s_Oth_d_Car_HATSIP,Ow_o_Dw_s_Oth_d_Cab_h_HATSIP,Ow_o_Dw_s_Oth_d_IHTSO_HATSIP,Ow_o_Dw_s_Oth_d_HFASO_HATSIP,Ow_o_Dw_s_Oth_d_Tot_HATSIP,Ow_o_Dw_s_Ns_HATSIP,Ow_o_Tot_HATSIP,Ow_wm_Dw_s_S_Hou_HATSIP,Ow_wm_Dw_s_SDRTHT_HATSIP,Ow_wm_Dw_s_Fl_Ap_HATSIP,Ow_wm_Dw_s_Oth_d_Car_HATSIP,Ow_wm_Dw_s_Oth_d_Cab_h_HATSIP,Ow_wm_Dw_s_Oth_d_IHTSO_HATSIP,Ow_wm_Dw_s_Oth_d_HFASO_HATSIP,Ow_wm_Dw_s_Oth_d_Tot_HATSIP,Ow_wm_Dw_s_Ns_HATSIP,Ow_wm_Tot_HATSIP,R_RAg_Dw_s_S_Hou_HATSIP,R_RAg_Dw_s_SDRTHT_HATSIP,R_RAg_Dw_s_Fl_Ap_HATSIP,R_RAg_Dw_s_Oth_d_Car_HATSIP,R_RAg_Dw_s_Oth_d_Cab_h_HATSIP,R_RAg_Dw_s_Oth_d_IHTSO_HATSIP,R_RAg_Dw_s_Oth_d_HFASO_HATSIP,R_RAg_Dw_s_Oth_d_Tot_HATSIP,R_RAg_Dw_s_Ns_HATSIP,R_RAg_Tot_HATSIP,R_STHA_Dw_s_S_Hou_HATSIP,R_STHA_Dw_s_SDRTHT_HATSIP,R_STHA_Dw_s_Fl_Ap_HATSIP,R_STHA_Dw_s_Ot_d_Car_HATSIP,R_STHA_Dw_s_Ot_d_Cab_h_HATSIP,R_STHA_Dw_s_Ot_d_IHTSO_HATSIP,R_STHA_Dw_s_Ot_d_HFASO_HATSIP,R_STHA_Dw_s_Ot_d_Tot_HATSIP,R_STHA_Dw_s_Ns_HATSIP,R_STHA_Tot_HATSIP,R_Pnsh_Dw_s_S_Hou_HATSIP,R_Pnsh_Dw_s_SDRTHT_HATSIP,R_Pnsh_Dw_s_Fl_Ap_HATSIP,R_Pnsh_Dw_s_Ot_d_Car_HATSIP,R_Pnsh_Dw_s_Ot_d_Cab_h_HATSIP,R_Pnsh_Dw_s_Ot_d_IHTSO_HATSIP,R_Pnsh_Dw_s_Ot_d_HFASO_HATSIP,R_Pnsh_Dw_s_Oth_d_Tot_HATSIP,R_Pnsh_Dw_s_Ns_HATSIP,R_Pnsh_Tot_HATSIP,R_CHP_Dw_s_S_Hou_HATSIP,R_CHP_Dw_s_SDRTHT_HATSIP,R_CHP_Dw_s_Fl_Ap_HATSIP,R_CHP_Dw_s_Oth_d_Car_HATSIP,R_CHP_Dw_s_Oth_d_Cab_h_HATSIP,R_CHP_Dw_s_Oth_d_IHTSO_HATSIP,R_CHP_Dw_s_Oth_d_HFASO_HATSIP,R_CHP_Dw_s_Oth_d_Tot_HATSIP,R_CHP_Dw_s_Ns_HATSIP,R_CHP_Tot_HATSIP,R_othLT_Dw_s_S_Hou_HATSIP,R_othLT_Dw_s_SDRTHT_HATSIP,R_othLT_Dw_s_Fl_Ap_HATSIP,R_othLT_Dw_s_O_d_Car_HATSIP,R_othLT_Dw_s_O_d_Cab_h_HATSIP,R_othLT_Dw_s_O_d_IHTSO_HATSIP,R_othLT_Dw_s_O_d_HFASO_HATSIP,R_othLT_Dw_s_O_d_Tot_HATSIP,R_othLT_Dw_s_Ns_HATSIP,R_othLT_Tot_HATSIP,R_LTns_Dw_s_S_Hou_HATSIP,R_LTns_Dw_s_SDRTHT_HATSIP,R_LTns_Dw_s_Fl_Ap_HATSIP,R_LTns_Dw_s_Ot_d_Car_HATSIP,R_LTns_Dw_s_Ot_d_Cab_h_HATSIP,R_LTns_Dw_s_Ot_d_IHTSO_HATSIP,R_LTns_Dw_s_Ot_d_HFASO_HATSIP,R_LTns_Dw_s_Ot_d_Tot_HATSIP,R_LTns_Dw_s_Ns_HATSIP,R_LTns_Tot_HATSIP,R_Tot_Dw_s_S_Hou_HATSIP,R_Tot_Dw_s_SDRTHT_HATSIP,R_Tot_Dw_s_Fl_Ap_HATSIP,R_Tot_Dw_s_Oth_d_Car_HATSIP,R_Tot_Dw_s_Oth_d_Cab_h_HATSIP,R_Tot_Dw_s_Oth_d_IHTSO_HATSIP,R_Tot_Dw_s_Oth_d_HFASO_HATSIP,R_Tot_Dw_s_Oth_d_Tot_HATSIP,R_Tot_Dw_s_Ns_HATSIP,R_Tot_Tot_HATSIP,Oth_TT_Dw_s_S_Hou_HATSIP,Oth_TT_Dw_s_SDRTHT_HATSIP,Oth_TT_Dw_s_Fl_Ap_HATSIP,Oth_TT_Dw_s_Ot_d_Car_HATSIP,Oth_TT_Dw_s_Ot_d_Cab_h_HATSIP,Oth_TT_Dw_s_Ot_d_IHTSO_HATSIP,Oth_TT_Dw_s_Ot_d_HFASO_HATSIP,Oth_TT_Dw_s_Ot_d_Tot_HATSIP,Oth_TT_Dw_s_Ns_HATSIP,Oth_TT_Tot_HATSIP,TT_ns_Dw_s_S_Hou_HATSIP,TT_ns_Dw_s_SDRTHT_HATSIP,TT_ns_Dw_s_Fl_Ap_HATSIP,TT_ns_Dw_s_Oth_d_Car_HATSIP,TT_ns_Dw_s_Oth_d_Cab_h_HATSIP,TT_ns_Dw_s_Oth_d_IHTSO_HATSIP,TT_ns_Dw_s_Oth_d_HFASO_HATSIP,TT_ns_Dw_s_Oth_d_Tot_HATSIP,TT_ns_Dw_s_Ns_HATSIP,TT_ns_Tot_HATSIP,Tot_Dw_s_S_Hou_HATSIP,Tot_Dw_s_SDRTHT_HATSIP,Tot_Dw_s_Fl_Ap_HATSIP,Tot_Dw_s_Oth_d_Car_HATSIP,Tot_Dw_s_Oth_d_Cab_h_HATSIP,Tot_Dw_s_Oth_d_IHTSO_HATSIP,Tot_Dw_s_Oth_d_HFASO_HATSIP,Tot_Dw_s_Oth_d_Tot_HATSIP,Tot_Dw_s_Ns_HATSIP,Tot_Tot_HATSIP,Ow_o_Dw_s_S_Hou_Oth_h,Ow_o_Dw_s_SDRTHT_Oth_h,Ow_o_Dw_s_Fl_Ap_Oth_h,Ow_o_Dw_s_Oth_d_Car_Oth_h,Ow_o_Dw_s_Oth_d_Cab_h_Oth_h,Ow_o_Dw_s_Oth_d_IHTSO_Oth_h,Ow_o_Dw_s_Oth_d_HFASO_Oth_h,Ow_o_Dw_s_Oth_d_Tot_Oth_h,Ow_o_Dw_s_Ns_Oth_h,Ow_o_Tot_Oth_h,Ow_wm_Dw_s_S_Hou_Oth_h,Ow_wm_Dw_s_SDRTHT_Oth_h,Ow_wm_Dw_s_Fl_Ap_Oth_h,Ow_wm_Dw_s_Oth_d_Car_Oth_h,Ow_wm_Dw_s_Oth_d_Cab_h_Oth_h,Ow_wm_Dw_s_Oth_d_IHTSO_Oth_h,Ow_wm_Dw_s_Oth_d_HFASO_Oth_h,Ow_wm_Dw_s_Oth_d_Tot_Oth_h,Ow_wm_Dw_s_Ns_Oth_h,Ow_wm_Tot_Oth_h,R_RAg_Dw_s_S_Hou_Oth_h,R_RAg_Dw_s_SDRTHT_Oth_h,R_RAg_Dw_s_Fl_Ap_Oth_h,R_RAg_Dw_s_Oth_d_Car_Oth_h,R_RAg_Dw_s_Oth_d_Cab_h_Oth_h,R_RAg_Dw_s_Oth_d_IHTSO_Oth_h,R_RAg_Dw_s_Oth_d_HFASO_Oth_h,R_RAg_Dw_s_Oth_d_Tot_Oth_h,R_RAg_Dw_s_Ns_Oth_h,R_RAg_Tot_Oth_h,R_STHA_Dw_s_S_Hou_Oth_h,R_STHA_Dw_s_SDRTHT_Oth_h,R_STHA_Dw_s_Fl_Ap_Oth_h,R_STHA_Dw_s_Ot_d_Car_Oth_h,R_STHA_Dw_s_Ot_d_Cab_h_Oth_h,R_STHA_Dw_s_Ot_d_IHTSO_Oth_h,R_STHA_Dw_s_Ot_d_HFASO_Oth_h,R_STHA_Dw_s_Ot_d_Tot_Oth_h,R_STHA_Dw_s_Ns_Oth_h,R_STHA_Tot_Oth_h,R_Pnsh_Dw_s_S_Hou_Oth_h,R_Pnsh_Dw_s_SDRTHT_Oth_h,R_Pnsh_Dw_s_Fl_Ap_Oth_h,R_Pnsh_Dw_s_Ot_d_Car_Oth_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Oth_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Oth_h,R_Pnsh_Dw_s_Ot_d_HFASO_Oth_h,R_Pnsh_Dw_s_Oth_d_Tot_Oth_h,R_Pnsh_Dw_s_Ns_Oth_h,R_Pnsh_Tot_Oth_h,R_CHP_Dw_s_S_Hou_Oth_h,R_CHP_Dw_s_SDRTHT_Oth_h,R_CHP_Dw_s_Fl_Ap_Oth_h,R_CHP_Dw_s_Oth_d_Car_Oth_h,R_CHP_Dw_s_Oth_d_Cab_h_Oth_h,R_CHP_Dw_s_Oth_d_IHTSO_Oth_h,R_CHP_Dw_s_Oth_d_HFASO_Oth_h,R_CHP_Dw_s_Oth_d_Tot_Oth_h,R_CHP_Dw_s_Ns_Oth_h,R_CHP_Tot_Oth_h,R_othLT_Dw_s_S_Hou_Oth_h,R_othLT_Dw_s_SDRTHT_Oth_h,R_othLT_Dw_s_Fl_Ap_Oth_h,R_othLT_Dw_s_O_d_Car_Oth_h,R_othLT_Dw_s_O_d_Cab_h_Oth_h,R_othLT_Dw_s_O_d_IHTSO_Oth_h,R_othLT_Dw_s_O_d_HFASO_Oth_h,R_othLT_Dw_s_O_d_Tot_Oth_h,R_othLT_Dw_s_Ns_Oth_h,R_othLT_Tot_Oth_h,R_LTns_Dw_s_S_Hou_Oth_h,R_LTns_Dw_s_SDRTHT_Oth_h,R_LTns_Dw_s_Fl_Ap_Oth_h,R_LTns_Dw_s_Ot_d_Car_Oth_h,R_LTns_Dw_s_Ot_d_Cab_h_Oth_h,R_LTns_Dw_s_Ot_d_IHTSO_Oth_h,R_LTns_Dw_s_Ot_d_HFASO_Oth_h,R_LTns_Dw_s_Ot_d_Tot_Oth_h,R_LTns_Dw_s_Ns_Oth_h,R_LTns_Tot_Oth_h
LGA50980,110,4,0,0,0,0,0,5,3,120,223,11,4,0,0,0,0,0,0,230,93,33,4,0,0,0,0,0,0,136,481,137,8,0,0,0,0,3,7,633,56,8,3,0,0,0,0,0,3,67,149,20,0,0,0,0,0,0,5,180,48,8,0,4,0,0,0,4,0,56,10,3,0,0,0,0,0,0,0,11,833,212,16,3,3,3,0,10,9,1080,32,0,0,4,0,0,0,4,5,42,66,22,0,0,0,8,0,8,9,100,1267,248,21,11,3,11,4,23,24,1582,457,37,5,120,0,9,9,134,18,655,1017,57,8,17,0,3,3,27,3,1116,419,169,52,8,0,0,0,13,5,670,217,84,0,0,0,0,0,0,0,306,225,38,15,3,0,4,0,10,10,297,9,11,0,0,0,0,0,0,3,23,224,35,4,31,0,4,0,36,17,320,3,0,0,0,0,0,0,0,0,3
LGA51080,13,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,39,183,0,0,0,0,0,0,0,0,182,67,0,0,0,0,0,0,0,0,67,9,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA51120,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,20,148,0,0,0,0,0,0,0,8,162,57,0,0,0,0,0,0,0,0,55,7,0,0,0,0,0,3,3,0,8,4,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,4,4,0,11,16,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA51190,61,3,0,0,0,0,0,4,0,69,128,6,0,0,0,0,0,0,0,138,103,32,13,0,0,0,0,0,0,148,63,35,0,0,0,0,0,0,0,101,55,7,3,0,0,0,0,0,0,65,12,8,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,239,86,14,0,0,0,0,0,0,341,4,0,0,0,0,0,0,0,0,4,19,3,0,0,0,0,0,0,0,19,448,109,14,3,0,0,0,4,0,570,3384,492,69,44,27,0,0,76,3,4024,3681,330,50,0,0,0,5,5,8,4078,1348,625,234,0,0,0,4,3,4,2212,172,348,11,0,0,0,0,0,0,523,826,255,48,0,0,0,0,0,0,1123,27,116,29,0,0,0,0,0,0,182,67,48,9,8,6,0,3,13,0,139,10,18,0,0,0,0,0,0,0,29
LGA51260,51,4,0,0,3,0,0,4,0,57,118,3,0,0,0,0,0,0,0,118,61,5,0,0,0,0,0,0,0,69,42,12,0,0,0,0,0,0,0,52,32,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,147,22,0,0,0,0,0,0,0,169,6,0,0,0,0,0,0,0,0,8,8,3,0,0,0,0,0,0,0,13,320,35,0,5,0,0,0,11,0,362,4857,335,29,32,99,3,5,138,7,5362,5004,213,11,8,5,3,3,16,4,5247,1399,226,3,0,6,0,0,6,6,1637,220,204,0,0,0,0,0,0,0,427,876,81,8,0,5,0,0,7,4,979,22,58,0,0,0,0,0,0,0,82,123,14,4,29,34,0,3,66,5,210,13,3,0,0,0,0,0,0,0,15
LGA51310,12,4,0,0,0,0,0,0,0,20,14,0,3,0,0,0,0,0,0,19,10,5,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,12,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,51,11,17,0,0,0,0,0,0,73,3468,358,248,0,0,0,0,0,5,4082,3020,330,320,0,0,0,0,0,6,3677,681,247,618,0,0,0,0,0,3,1543,3,19,5,0,0,0,0,0,0,27,264,91,193,0,0,0,0,0,0,546,0,5,5,0,0,0,0,0,0,16,18,0,15,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,0
LGA51330,69,12,0,0,0,0,0,0,0,78,88,17,7,0,0,0,0,0,0,104,135,44,10,0,0,0,0,0,0,184,76,35,3,0,0,0,0,0,0,111,49,19,0,0,0,0,0,0,0,60,8,8,0,0,0,0,0,0,0,16,6,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,276,97,14,0,0,0,0,0,0,384,4,0,0,0,0,0,0,0,0,7,7,3,0,0,0,0,0,0,0,9,446,124,21,6,0,0,0,6,0,589,9213,857,185,8,0,0,0,6,11,10271,10029,1187,296,0,0,0,3,7,4,11525,3935,1725,504,0,0,0,14,14,18,6199,268,395,48,0,0,0,0,0,0,706,1729,633,125,0,0,0,0,0,11,2494,82,68,13,0,0,0,0,0,0,170,258,103,31,6,0,0,0,6,3,398,30,25,8,0,0,0,0,0,0,55
LGA51400,22,6,0,0,0,0,0,0,0,29,101,0,0,0,0,0,0,0,0,101,36,0,0,0,0,0,0,0,0,36,31,4,0,0,0,0,0,0,0,37,11,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,8,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,212,11,0,0,0,0,0,0,0,220,1703,20,0,3,0,0,0,3,0,1725,2892,16,0,0,0,0,0,0,4,2915,603,16,0,0,0,0,0,0,0,621,56,76,24,0,0,0,0,0,0,148,322,7,0,0,0,0,0,0,0,329,9,31,37,0,0,0,0,0,0,77,30,0,0,0,0,0,0,0,0,30,5,4,0,0,0,0,0,0,0,9
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,90,0,0,0,0,0,0,0,0,93,32,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA51540,33,0,0,0,0,0,0,3,0,39,52,0,0,0,0,0,0,0,0,55,19,5,0,0,0,0,0,0,0,21,72,34,3,0,0,0,0,0,0,103,20,4,0,3,0,0,0,3,0,30,36,10,0,0,0,0,0,0,0,52,9,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,150,54,5,8,0,0,0,8,0,218,3,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,10,246,62,5,6,0,0,0,10,0,328,381,25,0,80,0,3,0,87,8,509,301,7,0,7,0,0,0,7,6,317,63,25,5,0,0,0,0,3,0,95,52,31,5,0,0,0,0,0,0,86,101,32,0,0,0,0,4,5,3,148,0,3,24,0,0,0,0,0,0,24,100,25,7,17,4,0,0,24,11,160,0,0,4,0,0,0,0,5,0,8
LGA51610,5,0,0,3,0,0,0,3,0,8,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,3,0,0,0,3,0,35,168,0,0,11,0,0,3,15,3,191,193,0,0,4,0,0,0,6,0,194,19,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA51680,9,0,0,0,0,0,0,0,0,9,29,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,51,598,3,0,0,0,0,0,0,0,602,1053,0,0,0,0,0,0,0,0,1059,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,78,0,0,5,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,62,22,23,0,0,0,0,0,0,107,39,12,6,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,7,31,49,0,0,0,0,0,0,86,24,20,13,0,0,0,0,0,0,58,0,0,3,0,0,0,0,0,0,5,30,8,17,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
LGA51750,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,0,0,0,0,0,0,29,1061,418,322,0,0,0,0,0,3,1805,691,253,177,0,0,0,0,0,0,1114,170,176,567,0,0,0,0,0,0,913,9,11,0,0,0,0,0,0,0,17,82,79,134,0,0,0,0,0,0,295,0,4,3,0,0,0,0,0,0,8,12,3,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3
LGA51820,80,7,0,0,0,0,0,0,0,92,321,26,7,0,0,0,0,0,0,349,182,30,41,0,0,0,0,0,0,254,126,32,12,0,0,0,0,0,0,171,61,7,8,0,0,0,0,0,0,76,16,5,3,0,0,0,0,0,0,25,9,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,395,77,58,0,0,0,0,0,0,536,10,0,0,0,0,0,0,0,0,14,9,7,0,0,0,0,0,0,0,13,818,121,65,0,0,0,0,0,0,1006,9721,1055,365,5,158,0,3,158,12,11314,17829,1448,609,0,5,0,0,3,4,19892,4131,1183,1256,0,0,0,0,3,5,6583,384,451,158,0,0,0,0,0,3,994,1695,414,221,0,0,0,0,0,0,2336,32,81,58,0,0,0,0,0,0,174,186,41,18,6,31,0,0,31,0,275,21,17,8,0,0,0,0,0,0,48
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,47,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
LGA51890,23,0,0,0,0,0,0,0,0,26,52,0,0,0,0,0,0,0,0,52,16,0,0,0,0,0,0,0,0,21,21,0,6,0,0,0,0,0,0,26,19,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,154,0,4,0,0,0,0,0,0,165,1306,19,24,6,0,0,0,8,6,1355,1150,12,10,0,0,0,0,0,0,1177,198,13,32,0,0,0,0,0,0,237,45,30,21,0,0,0,0,0,0,101,181,18,4,0,0,0,0,0,0,205,5,0,0,0,0,0,0,0,0,12,27,0,3,6,0,0,0,4,0,35,4,0,4,0,0,0,0,0,0,3
LGA51960,13,0,0,0,0,0,0,0,0,16,31,0,0,0,0,0,0,0,0,31,26,3,0,0,0,0,0,0,0,38,10,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,126,9,0,0,0,0,0,0,0,138,276,3,0,5,0,0,0,5,0,299,326,10,0,0,0,0,0,0,0,336,146,49,11,0,0,0,0,0,0,201,11,0,0,0,0,0,0,0,0,8,63,4,0,0,0,0,0,0,0,68,0,0,5,0,0,0,0,0,0,7,12,3,0,0,0,0,0,0,3,21,3,0,0,0,0,0,0,0,0,3
LGA52030,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,206,4,0,4,0,0,0,4,7,217,81,0,0,0,0,0,0,0,0,85,16,0,0,0,0,0,0,0,0,16,6,6,0,0,0,0,0,0,0,4,31,4,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,15,192,0,0,0,0,0,0,0,0,193,76,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,12,27,0,0,0,0,0,0,0,0,32,0,8,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,20,1061,145,128,0,0,0,0,0,0,1332,629,77,62,0,0,0,0,0,0,774,204,77,246,0,0,0,0,0,0,529,5,0,38,0,0,0,0,0,0,42,101,31,84,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
