LGA_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
LGA55810,0,0,0,3,0,0,12,15,0,0,0,10,0,0,26,34,0,0,4,3,0,0,26,36,4,5,3,5,0,0,38,53,0,0,0,15,0,0,21,39,0,0,0,11,0,0,28,40,5,11,9,48,3,0,145,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,9,0,0,0,17,0,0,0,0,0,0,0,8,0,5,4,4,0,0,0,17,0,3,4,4,0,0,3,18,9,16,9,15,8,0,10,61,0,0,0,0,0,0,11,11,0,0,0,0,0,0,10,10
LGA55880,0,0,0,0,0,0,0,4,0,0,0,6,3,0,3,10,0,4,0,10,0,0,0,16,5,0,0,7,0,3,9,23,0,3,0,3,0,0,4,17,0,0,0,7,0,0,3,10,5,6,9,35,6,3,25,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6,0,6,0,0,0,14,0,8,0,4,0,0,0,16,0,3,4,3,0,3,0,18,3,0,3,8,0,0,0,15,0,3,0,6,0,0,0,9,10,23,8,26,0,4,4,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,9,0,0,0,7,0,0,0,13,0,0,3,19,4,6,0,8,0,0,0,18,0,3,3,13,0,0,8,21,0,0,0,4,0,0,3,16,0,3,0,4,0,0,4,11,4,10,8,56,4,0,34,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,7,0,9,0,0,0,15,0,8,0,4,0,0,4,18,0,6,3,3,3,0,0,17,0,5,10,4,0,0,0,18,0,3,4,0,0,0,6,11,6,24,17,19,3,6,11,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,8,62,41,245,50,6,44,455,67,234,108,783,39,19,162,1421,151,348,199,735,29,35,202,1699,184,393,284,825,18,41,203,1947,187,301,287,871,3,50,227,1922,213,366,407,1026,16,78,333,2433,813,1706,1328,4559,200,225,1237,10073,0,0,0,0,3,0,3,5,0,0,0,10,0,0,0,12,0,6,8,12,4,0,3,36,3,4,3,9,0,3,0,21,0,9,13,3,4,0,6,28,0,4,3,4,0,0,0,18,0,0,6,5,0,0,0,11,10,27,38,46,7,4,7,137,0,0,6,83,51,7,14,172,10,114,68,169,40,19,19,427,147,417,193,399,38,23,35,1257,258,586,316,399,35,54,62,1713,290,588,362,425,50,81,67,1868,246,386,390,372,31,108,114,1649,171,480,452,230,43,129,371,1876,1126,2577,1781,2082,290,419,678,8960,0,0,0,0,0,0,27,27,0,0,0,0,0,0,22,22
LGA56160,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,16,7,119,32,0,38,208,14,41,33,345,19,11,91,553,15,40,46,385,10,19,133,643,21,50,94,388,13,16,130,709,13,56,99,429,11,22,119,745,37,99,131,558,11,37,285,1158,105,294,418,2270,116,108,838,4143,0,0,0,0,0,0,3,4,0,0,0,4,3,0,0,11,0,0,0,3,0,0,3,13,0,0,6,6,0,0,0,10,0,0,0,8,0,0,0,13,4,0,8,0,0,4,0,16,0,0,0,0,0,0,5,8,7,6,12,17,4,3,10,72,0,0,7,53,31,4,13,101,4,25,24,102,32,8,12,204,23,119,88,249,29,15,33,560,49,121,129,272,26,31,36,668,43,131,133,221,15,39,27,612,47,67,122,202,21,36,55,545,39,121,162,110,23,56,259,765,204,586,655,1204,183,185,435,3452,0,0,0,0,0,0,39,37,0,0,0,0,0,0,25,28
LGA56300,0,0,0,5,0,0,0,5,0,3,3,9,0,0,8,25,0,6,7,30,0,0,14,68,3,7,7,16,0,0,21,59,4,6,10,44,0,0,18,79,5,19,25,71,0,5,39,173,14,51,47,177,5,7,111,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,6,8,13,0,0,0,31,9,12,9,11,4,0,0,53,10,11,8,9,4,0,0,42,6,17,16,22,0,5,16,75,16,19,31,8,0,4,29,114,49,72,76,62,12,10,48,324,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0
LGA56370,0,0,0,8,0,0,5,14,0,4,0,12,0,0,10,30,0,7,0,11,0,0,9,23,0,5,0,12,0,0,8,24,0,0,3,3,0,0,16,21,0,0,0,7,0,0,22,29,0,9,10,50,3,4,74,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,8,7,7,0,0,0,0,21,0,14,0,5,0,0,0,24,6,4,0,0,0,5,0,18,0,5,8,4,0,0,4,25,0,9,8,4,0,0,11,34,15,46,22,19,3,3,20,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,10,0,33,10,0,17,71,10,34,9,106,0,0,35,192,4,27,10,62,0,0,37,149,9,28,27,69,0,0,46,183,10,23,16,67,0,8,41,172,12,26,25,103,0,3,91,261,42,146,92,463,24,16,292,1077,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,3,0,3,0,0,6,12,0,0,0,0,0,0,0,0,0,5,0,14,3,0,3,22,0,0,0,9,3,0,7,17,6,22,8,18,11,0,4,61,13,58,24,47,13,3,7,167,15,54,32,57,0,7,13,174,16,30,32,41,8,5,17,152,14,49,37,46,9,6,8,169,12,34,44,31,3,7,88,218,70,247,182,251,41,31,136,961,0,0,0,0,0,0,9,9,0,0,0,0,0,0,13,13
LGA56580,29,266,23,44,8,3,22,389,212,416,43,93,5,5,63,835,351,475,69,67,3,8,72,1039,468,640,104,83,0,9,54,1363,419,513,108,72,5,6,50,1170,546,700,187,136,5,25,189,1787,2020,3019,536,522,38,56,464,6653,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,3,4,0,0,0,21,0,0,0,20,8,6,9,44,23,258,17,20,5,0,5,328,217,444,43,46,4,3,20,781,394,615,82,58,3,10,33,1198,513,695,155,36,4,30,29,1460,364,490,199,58,5,33,41,1193,338,671,358,53,16,80,166,1667,1856,3170,857,293,46,154,299,6675,0,0,0,0,0,0,19,19,0,0,0,0,0,0,9,9
LGA56620,0,0,0,0,0,0,8,10,0,10,3,4,0,0,12,28,0,10,0,6,0,3,8,27,0,4,0,5,0,0,12,18,3,4,3,3,0,0,15,29,0,0,0,7,0,0,4,7,0,27,5,24,0,0,71,129,0,0,0,0,0,0,11,11,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,9,0,0,0,7,3,0,5,13,0,0,0,0,4,0,5,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,12,9,3,38,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,3,0,5,0,0,0,12,5,5,0,0,0,0,0,8,4,0,6,4,0,0,0,11,0,0,0,0,0,0,0,3,9,22,8,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
LGA56730,0,12,0,63,12,0,66,159,14,31,22,198,16,6,193,469,25,41,40,164,9,5,179,457,19,40,41,204,4,13,139,454,28,41,44,238,6,15,123,492,26,48,59,257,4,28,181,591,104,207,198,1139,66,74,922,2709,0,0,0,0,0,0,3,5,0,0,0,3,4,0,0,5,0,4,0,6,4,0,3,18,0,0,4,3,4,0,0,15,0,5,3,5,0,0,0,13,0,3,5,4,6,0,8,21,0,0,0,0,0,0,3,6,0,6,10,28,14,0,21,83,0,0,0,15,14,0,14,38,5,17,15,46,21,0,8,115,29,70,43,98,21,7,10,287,42,90,58,119,19,14,19,352,26,78,82,128,22,18,32,383,32,60,93,83,19,19,31,338,32,74,83,68,16,21,138,428,158,387,375,567,132,88,248,1944,0,0,0,0,0,0,28,28,0,0,0,0,0,0,26,26
LGA56790,0,0,0,14,0,0,11,32,0,9,4,38,0,0,23,78,0,9,7,47,0,0,35,95,0,16,12,63,0,0,41,141,7,15,12,87,6,6,42,165,6,16,22,131,0,10,86,273,13,66,62,388,10,19,241,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,17,0,0,0,0,5,0,0,4,0,0,0,8,0,0,0,14,3,16,6,29,4,0,7,60,13,19,15,22,3,0,9,81,12,25,20,25,0,5,11,96,12,23,29,33,4,6,9,112,8,26,31,29,4,12,28,132,45,112,103,140,20,15,63,499,0,0,0,0,0,0,10,10,0,0,0,0,0,0,9,9
LGA56860,0,0,0,3,0,0,7,7,0,0,0,7,0,0,3,9,0,0,0,3,0,0,4,11,0,0,3,0,0,0,3,8,0,0,0,3,0,0,6,11,0,0,0,0,0,0,12,16,0,0,3,16,4,0,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,9,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,4,3,7,10,9,0,4,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,18,0,0,0,0,0,20,8,21,3,10,0,0,7,48,19,18,11,0,0,0,3,50,19,48,7,3,0,0,0,83,19,46,13,7,0,0,10,98,24,53,12,13,0,0,16,124,92,214,44,31,0,4,42,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,15,0,6,0,0,0,22,17,28,0,6,0,0,0,52,8,39,0,3,0,0,0,57,31,56,7,0,0,0,6,107,19,42,12,0,0,7,0,87,18,53,32,6,5,3,7,111,99,226,59,18,6,12,17,431,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3
LGA57000,0,0,0,6,0,0,7,12,0,7,0,16,0,0,21,40,0,4,0,10,0,0,25,46,3,0,8,9,0,0,21,45,0,6,4,12,0,0,23,48,0,0,0,7,0,0,18,23,9,16,12,63,3,0,126,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,5,0,0,5,4,0,0,0,7,4,4,7,3,0,0,0,17,0,4,0,3,0,0,0,17,3,0,6,6,0,0,0,12,0,0,3,0,0,0,5,10,9,18,16,19,5,3,8,71,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA57080,56,465,154,147,31,14,201,1067,938,1582,315,409,41,27,567,3881,648,889,234,258,11,20,399,2460,256,382,125,186,7,15,240,1206,225,309,149,195,6,13,175,1069,232,344,183,173,0,15,215,1165,2354,3981,1154,1390,136,104,1847,10981,0,0,0,8,4,0,0,18,0,3,0,10,4,0,0,19,4,5,0,14,0,0,0,22,4,0,0,5,0,0,0,11,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,13,15,6,36,11,3,0,89,0,0,18,63,49,7,5,146,77,548,176,127,23,9,49,1011,977,1664,343,206,21,25,106,3339,555,774,216,86,8,23,53,1711,250,323,150,103,11,26,36,892,171,258,164,73,7,25,36,734,138,260,150,50,8,41,115,772,2172,3835,1212,709,123,156,400,8611,0,0,0,0,0,0,49,49,0,0,0,0,0,0,179,176
LGA57140,0,0,0,12,0,0,0,19,0,0,0,9,0,0,0,18,0,3,0,15,0,3,6,33,0,0,0,17,0,0,13,28,7,4,5,19,0,0,7,44,3,4,7,26,0,5,19,57,8,15,21,102,5,7,45,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,5,4,7,8,3,3,0,28,0,11,8,4,0,0,0,23,0,5,8,13,3,0,0,29,0,6,14,10,0,0,0,36,3,9,12,7,6,3,9,46,10,41,36,45,12,6,18,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,0,4,4,35,9,0,14,58,0,21,9,64,6,7,19,114,6,33,14,81,0,8,48,189,11,33,27,93,7,5,55,223,14,28,35,103,4,10,48,240,23,44,52,129,4,11,105,361,49,152,133,518,39,37,302,1226,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,4,0,5,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,0,9,4,9,0,3,10,29,0,0,0,12,4,0,7,24,0,7,3,27,8,4,0,49,6,38,20,48,8,0,9,127,22,46,29,45,14,4,6,165,14,54,55,77,10,9,11,223,18,44,64,59,14,19,17,230,18,60,64,34,3,15,76,273,76,248,229,306,62,44,126,1094,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,6
LGA57280,3,6,3,100,17,7,91,231,37,107,79,599,18,15,289,1143,56,124,133,597,13,19,269,1207,37,49,86,392,6,10,220,799,26,38,68,286,5,15,198,636,3,9,22,89,3,4,78,209,161,337,396,2088,81,74,1217,4348,0,0,0,0,5,0,14,20,0,4,3,15,11,0,6,32,0,10,11,50,17,4,14,101,3,5,16,31,11,0,17,82,3,5,14,21,11,5,18,78,4,13,9,8,4,0,14,54,5,5,0,0,0,0,20,27,12,42,56,128,53,12,102,401,0,0,0,11,15,0,3,35,3,47,15,44,19,3,11,146,80,284,132,217,37,19,43,806,75,248,134,170,30,25,25,704,36,100,82,89,9,22,22,365,30,47,52,61,3,9,15,223,6,9,10,13,5,4,17,63,222,740,422,609,116,83,144,2338,0,0,0,0,0,0,45,45,0,0,0,0,0,0,64,67
LGA57350,0,0,0,5,0,0,5,9,0,0,0,11,0,0,8,21,0,5,0,6,0,0,9,24,0,0,4,7,0,0,26,39,0,3,5,12,0,0,14,40,0,4,11,22,0,0,46,86,6,11,18,71,5,6,110,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,24,0,8,5,0,0,0,0,21,3,8,8,6,0,0,4,26,0,5,3,11,0,4,0,30,3,5,6,12,0,3,12,43,12,34,24,38,3,8,22,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,14,3,0,9,28,0,19,7,50,4,0,19,107,7,13,7,42,0,0,20,89,0,12,11,42,3,0,31,105,4,6,10,46,0,0,29,98,4,3,15,32,0,6,30,89,18,59,57,239,8,10,130,522,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,0,4,18,0,0,0,0,0,0,0,0,0,3,5,10,4,0,0,18,5,35,18,25,10,4,4,98,7,30,6,13,0,0,7,68,4,13,18,18,0,7,6,65,0,10,15,12,0,9,15,56,3,17,11,9,0,3,27,70,28,110,78,87,12,18,49,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
LGA57490,11,180,142,1091,253,47,447,2183,189,662,608,3503,208,101,926,6189,325,862,979,3163,72,122,967,6493,357,744,1032,3085,60,141,862,6285,278,450,874,2711,44,120,677,5154,228,456,663,2667,32,194,965,5209,1394,3350,4324,16559,903,755,5119,32406,0,0,3,16,6,0,5,33,0,5,11,49,16,3,4,94,4,20,34,67,22,5,9,159,7,18,15,55,9,4,3,109,7,18,17,44,8,0,7,96,0,17,4,15,6,0,8,47,0,10,4,8,0,0,16,39,22,70,92,259,52,11,58,572,4,0,29,374,231,33,75,752,46,394,316,897,220,66,89,2020,447,1506,1104,2425,274,145,240,6139,674,1722,1366,2071,192,243,273,6542,515,1276,1373,1771,154,280,260,5636,328,727,963,1218,135,274,333,3977,191,586,702,616,96,265,1070,3527,2212,6214,5850,9374,1305,1300,2347,28595,0,0,0,0,0,0,160,160,0,0,0,4,0,0,206,207
LGA57630,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,9,0,3,0,0,0,0,5,12,0,0,0,0,0,0,5,4,0,0,0,3,0,0,3,12,0,3,0,8,0,0,4,13,0,7,0,6,0,0,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,5,38,30,274,44,8,66,467,39,177,143,1001,33,23,167,1578,96,265,233,854,23,26,193,1696,80,154,197,694,7,39,179,1353,61,109,144,589,9,28,134,1079,37,91,116,487,3,34,137,906,326,833,862,3980,172,163,938,7274,0,0,0,8,4,0,0,14,0,0,0,11,3,0,0,15,5,8,9,30,0,0,0,47,4,3,10,13,0,0,0,34,0,3,8,9,0,0,0,20,0,4,5,5,0,0,0,12,0,0,0,0,0,0,0,3,6,13,25,76,13,3,3,144,0,0,10,91,46,12,18,183,13,73,67,239,35,14,11,464,132,454,355,671,58,40,69,1779,183,413,350,485,43,56,69,1601,102,253,287,340,31,77,67,1158,68,157,236,203,31,56,60,811,35,119,131,104,13,43,125,577,536,1467,1443,2134,263,304,413,6568,0,0,0,0,0,0,20,20,0,0,0,0,0,0,39,39
