LGA_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
LGA55250,5,13,12,17,10,23,0,0,0,22,24,43,5,19,25,17,10,29,0,0,0,25,31,56,5,0,4,5,3,16,0,0,0,13,6,16,3,0,3,4,0,4,0,0,0,3,0,5,20,31,42,16,10,31,0,0,0,30,35,75,17,15,33,17,3,17,0,0,0,36,18,51,3,3,5,6,0,6,0,0,0,5,4,11,6,10,10,8,5,10,0,0,0,8,6,22,7,13,20,18,18,34,0,0,0,21,29,53,3,6,8,0,0,0,0,0,0,5,6,6,8,11,18,12,12,24,0,0,0,24,19,40,136,137,277,256,107,364,5,6,9,403,244,650,27,36,63,9,3,13,155,83,240,192,125,315,212,237,449,341,159,499,163,95,258,717,485,1200,139,141,280,262,111,372,5,6,9,414,254,672,31,40,63,52,26,79,0,3,0,80,74,151,10,12,17,9,10,22,0,0
LGA55320,18,30,53,2620,5130,7748,13,38,47,2647,5198,7847,47,60,113,2953,3602,6557,10,11,23,3015,3677,6689,13,12,24,1506,1762,3266,15,13,23,1529,1785,3314,0,3,3,325,604,926,16,19,40,339,632,969,17,24,38,2161,1730,3893,12,10,20,2190,1769,3959,17,17,34,2563,1516,4083,15,27,46,2599,1563,4160,3,6,9,395,322,723,7,3,5,406,330,733,9,10,20,641,721,1355,11,6,15,659,732,1391,53,77,133,2793,4646,7438,13,25,41,2862,4748,7608,5,6,8,424,400,828,4,4,8,434,414,846,40,44,77,3406,4712,8116,29,34,62,3471,4790,8259,275,264,534,32069,33101,65174,80,75,160,32422,33440,65863,30,44,74,1534,1756,3299,1516,1282,2800,3088,3086,6170,438,477,920,47526,51947,99476,1676,1454,3133,49641,53880,103523,287,280,569,34139,35633,69773,90,85,174,34515,36002,70513,88,97,182,8710,10368,19075,36,43,84,8836,10511,19346,22,39,57,2178,2954,5127,20,21
LGA55390,0,0,0,11,9,23,0,0,0,11,6,23,5,0,5,14,5,15,0,0,0,17,5,23,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,10,0,0,0,16,11,23,4,0,4,8,0,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,7,4,9,0,0,0,12,5,21,0,0,0,14,5,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,7,15,0,0,0,10,8,21,43,42,86,153,31,180,0,0,0,198,71,269,0,0,0,7,3,11,129,19,147,137,21,160,54,55,111,210,56,269,129,19,147,394,128,524,52,42,92,152,36,189,0,0,0,206,77,278,4,12,16,38,9,50,0,0,0,41,25,64,0,0,0,11,8,16,0,0
LGA55460,3,8,19,111,177,290,3,5,10,120,189,308,13,12,26,118,136,251,0,0,0,126,152,280,0,3,3,48,48,89,0,0,0,47,50,95,0,0,0,5,15,23,0,0,0,5,13,20,16,3,20,91,60,149,0,3,0,104,69,173,6,0,11,80,35,115,0,0,0,90,40,131,0,0,7,16,10,28,0,0,0,18,16,32,0,0,3,40,30,73,0,0,0,34,35,76,10,14,21,86,151,240,5,0,8,101,166,266,0,0,0,15,15,29,0,0,0,17,17,30,5,8,12,85,99,186,0,0,0,95,106,199,44,41,85,837,751,1592,10,7,17,889,802,1692,6,9,19,47,43,93,178,146,324,234,196,431,89,80,169,1323,1281,2604,192,154,352,1603,1517,3119,48,43,89,877,791,1668,10,7,17,935,840,1776,24,15,38,262,285,548,6,0,7,282,307,588,11,4,13,89,109,195,0,4
LGA55530,0,0,0,18,18,35,0,0,0,21,18,34,0,0,0,10,17,26,0,0,0,10,17,27,0,0,0,4,6,9,0,0,0,4,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,10,21,0,0,0,16,13,23,4,3,4,7,7,16,0,0,0,8,8,14,0,0,0,3,0,3,0,0,0,3,4,7,0,0,0,9,0,4,0,0,0,9,0,4,0,3,3,8,5,11,0,0,0,8,11,15,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,17,20,0,0,0,8,14,27,4,4,10,117,85,202,4,4,8,131,90,224,0,0,0,8,4,13,35,27,61,43,30,74,10,12,23,181,145,323,35,32,66,230,185,407,4,5,11,127,93,217,4,4,8,132,101,234,0,3,3,35,34,68,0,0,0,37,34,70,0,0,0,11,9,20,0,0
LGA55600,3,11,14,70,117,195,4,3,3,81,134,210,13,27,39,68,94,161,0,0,0,75,121,197,0,3,4,26,27,57,0,0,0,29,28,64,0,0,0,8,16,21,0,0,0,8,15,24,11,7,21,63,39,100,0,0,0,73,52,123,9,6,16,52,38,88,0,0,0,67,42,105,0,0,3,7,12,21,0,0,0,9,11,23,0,5,3,19,18,35,0,0,0,25,21,38,9,13,29,54,102,158,0,0,0,63,115,184,0,0,0,13,11,24,0,0,0,18,8,26,4,8,15,47,67,111,0,0,0,54,80,127,92,89,182,552,493,1047,8,4,9,646,583,1233,10,18,20,39,24,63,119,114,238,167,154,323,137,157,294,885,858,1742,133,119,252,1153,1133,2292,95,88,183,582,532,1107,8,4,9,682,624,1304,28,34,64,184,201,381,4,4,6,210,243,447,0,8,15,58,71,134,0,0
LGA55670,0,11,10,24,25,49,0,0,0,23,35,60,4,5,10,27,25,47,0,0,4,26,32,58,0,0,0,10,3,20,0,0,0,10,3,20,0,0,0,8,0,4,0,0,0,8,0,10,0,3,3,24,12,31,0,0,0,20,15,39,0,4,4,16,5,22,0,0,0,16,14,26,0,7,7,8,0,9,0,0,0,8,5,16,0,3,3,0,4,9,0,0,0,0,8,7,0,3,0,19,18,38,0,0,0,20,24,45,0,0,0,4,4,11,0,0,0,4,10,10,3,4,3,13,21,38,0,0,0,15,29,45,29,24,44,137,128,264,0,0,0,160,149,310,4,5,9,10,8,22,62,61,120,71,71,151,41,37,72,235,225,458,58,68,122,333,327,660,31,24,49,142,136,279,0,0,0,172,161,331,3,5,6,55,56,111,0,0,4,63,57,121,0,0,4,13,16,31,0,0
LGA55740,0,9,12,198,404,603,0,0,0,198,413,614,0,6,7,243,295,540,0,0,0,245,303,552,0,0,0,148,164,309,0,0,0,148,165,314,0,0,0,41,44,85,0,0,0,41,45,87,0,5,7,152,89,242,0,0,0,152,99,251,0,0,0,215,124,340,0,0,0,217,128,345,6,0,3,23,10,41,0,0,0,27,16,43,0,3,4,57,61,117,0,0,0,55,70,123,10,14,22,299,411,709,3,0,3,309,427,738,0,0,0,59,38,96,0,0,0,59,37,94,8,6,17,301,344,646,0,0,0,308,352,664,29,32,56,2751,3063,5822,5,10,12,2792,3099,5892,0,0,0,145,175,318,215,176,391,361,348,712,48,51,101,4076,4573,8658,224,185,411,4355,4818,9169,34,35,64,2922,3238,6160,8,10,16,2966,3282,6240,6,8,17,728,828,1559,0,3,8,741,847,1589,6,5,8,187,234,413,0,0
LGA55810,6,4,8,12,12,30,0,0,0,18,14,32,0,0,4,7,17,21,0,0,0,9,18,29,0,0,3,3,8,14,0,0,0,8,8,15,0,0,0,0,0,0,0,0,0,0,0,5,11,0,11,10,8,16,0,0,0,17,8,25,6,0,8,9,0,13,0,0,0,11,4,20,4,5,5,4,4,7,0,0,0,6,0,13,0,5,9,3,6,11,0,0,0,4,10,20,3,4,6,14,23,34,0,0,0,18,23,37,0,0,0,0,4,4,0,0,0,4,6,9,3,0,5,8,7,20,0,0,0,13,9,24,11,20,33,95,70,166,0,5,5,112,91,199,0,4,4,9,0,10,178,135,315,183,143,322,28,28,58,155,124,279,178,135,315,363,290,653,16,19,38,97,71,177,0,5,5,117,99,213,8,4,16,33,26,62,0,0,0,45,31,75,0,0,0,11,15,23,0,0
LGA55880,0,0,0,19,20,40,0,0,0,19,20,40,0,0,4,20,27,47,0,0,0,23,28,48,0,0,0,11,10,18,0,0,0,11,10,18,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,14,14,23,0,0,0,14,13,25,0,0,0,17,8,28,0,0,0,17,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,7,8,0,4,3,14,18,31,0,0,0,18,22,36,0,0,0,0,0,3,0,0,0,0,0,3,5,0,5,12,16,21,0,0,0,16,16,25,6,0,9,129,111,236,0,0,0,129,113,249,0,0,0,14,6,14,22,15,40,29,22,53,10,9,19,208,193,404,22,15,40,244,219,459,9,0,8,134,121,249,0,0,0,142,120,257,4,4,6,43,44,88,0,0,0,49,47,93,0,0,0,19,19,33,0,0
LGA55950,0,0,3,21,20,37,0,0,0,20,21,44,4,7,11,24,25,46,0,0,0,26,31,54,0,0,0,3,0,3,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,24,0,0,0,13,9,27,0,0,0,6,8,16,0,0,0,6,11,21,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,5,9,0,0,0,0,4,12,3,3,4,19,16,37,0,0,0,15,23,41,0,0,0,0,6,6,0,0,0,0,0,4,3,3,5,21,20,44,0,0,0,26,26,51,7,3,12,170,147,314,0,0,0,180,153,330,0,0,0,14,11,21,35,22,58,48,30,82,12,16,24,260,225,492,40,22,64,313,265,579,7,3,12,184,160,341,0,0,0,189,161,351,0,4,4,48,41,89,0,0,0,55,43,93,3,5,3,16,14,25,0,0
LGA56090,13,23,37,1293,2181,3477,6,12,20,1312,2220,3532,34,58,89,1322,1704,3026,6,7,13,1365,1770,3132,8,15,24,630,696,1324,3,7,11,640,717,1357,0,0,0,122,148,267,3,3,3,126,153,277,25,16,43,917,707,1629,4,4,9,942,729,1679,15,13,30,984,563,1546,3,3,8,1008,577,1583,3,4,10,132,145,282,0,0,4,139,154,296,4,10,12,370,354,728,0,0,7,374,364,739,32,49,78,1344,2049,3388,3,8,7,1380,2101,3479,4,4,8,201,154,351,0,0,0,204,152,360,36,30,64,1373,1828,3198,10,12,17,1413,1873,3283,299,242,549,10683,10291,20978,48,48,95,11035,10583,21620,624,22,644,1911,632,2544,831,592,1420,3374,1248,4615,1040,405,1442,18382,17760,36138,912,670,1581,20336,18832,39166,322,258,582,11422,11149,22571,52,52,103,11794,11461,23254,70,77,148,3526,4087,7615,15,20,35,3614,4187,7800,19,32,48,1022,1310,2328,5,6
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,3,6,0,0,0,3,4,10,0,0,4,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,10,7,22,21,20,41,0,0,0,28,32,61,4,4,7,0,0,0,3,4,7,8,5,14,29,16,38,24,26,55,3,4,7,49,50,101,10,7,20,20,21,45,0,0,0,32,31,64,8,3,7,4,8,12,0,0,0,7,9,20,0,4,4,0,6,6,0,0
LGA56230,7,22,32,805,1236,2047,8,10,17,819,1272,2097,19,38,58,649,841,1488,10,8,12,675,882,1555,0,11,11,421,333,756,8,0,7,430,347,776,0,5,5,39,38,76,0,0,4,41,45,84,20,13,33,591,405,996,6,5,7,611,421,1035,5,4,10,560,297,858,8,3,10,572,302,878,4,0,0,96,100,199,0,4,4,102,107,210,0,10,6,284,245,526,0,0,0,283,255,538,19,41,62,729,1007,1738,3,4,3,748,1051,1803,3,0,8,122,89,204,3,0,9,131,95,222,23,24,43,642,777,1419,3,6,13,673,804,1480,151,122,278,4591,4586,9180,31,32,68,4779,4744,9524,24,16,36,385,387,769,617,487,1106,1020,892,1912,248,238,489,8053,8307,16357,672,546,1219,8975,9090,18068,172,135,303,4889,4907,9793,35,32,66,5093,5073,10165,46,54,98,1807,1964,3770,13,19,28,1864,2038,3901,9,22,32,615,693,1309,4,5
LGA56300,9,3,12,65,118,182,0,3,4,69,123,196,6,5,10,29,85,111,0,3,3,38,86,124,0,0,0,22,35,64,0,0,0,22,36,60,0,0,0,5,4,5,0,0,0,5,4,5,0,0,4,38,32,71,0,0,4,41,38,78,6,0,6,45,37,77,0,0,0,48,37,81,0,0,0,6,4,11,0,0,0,6,4,11,0,0,0,18,23,42,0,0,0,18,26,41,5,9,10,69,78,145,0,0,0,70,82,153,0,0,0,10,3,22,0,0,0,10,3,22,6,5,4,52,60,115,0,0,0,58,64,119,9,3,17,397,328,729,0,4,0,411,332,743,0,0,0,24,32,54,100,87,186,121,119,242,25,16,40,665,643,1309,101,92,192,790,751,1538,14,4,14,424,350,772,0,4,0,436,360,791,9,12,16,156,166,320,0,0,0,157,175,335,0,0,5,47,62,114,0,3
LGA56370,0,0,0,32,40,75,0,0,0,32,42,73,0,0,0,32,34,63,0,0,0,31,35,65,0,0,0,14,13,25,0,0,0,14,14,27,0,0,0,0,8,8,0,0,0,0,8,8,0,0,3,19,10,31,0,0,0,17,11,32,0,0,0,18,10,32,0,0,0,17,10,27,0,0,0,3,7,7,0,0,0,3,7,7,0,0,0,11,5,14,0,0,0,11,9,15,0,0,4,21,27,47,0,0,0,21,28,50,0,0,0,4,3,6,0,0,0,4,3,11,0,0,0,15,16,28,0,0,0,15,16,28,8,3,16,209,184,397,5,0,9,223,194,421,0,0,0,17,11,28,71,46,114,86,57,143,11,8,25,334,312,644,74,53,124,415,371,787,8,3,16,220,195,419,5,0,9,234,209,439,0,6,6,59,71,130,0,0,0,66,73,134,0,0,0,23,17,43,0,0
LGA56460,7,17,19,179,295,475,8,4,11,193,314,505,11,20,31,134,201,339,0,3,4,145,229,375,0,0,4,57,69,121,0,5,3,56,74,130,0,0,3,24,35,61,0,0,5,30,44,71,18,17,33,104,126,229,0,0,0,117,140,259,8,5,18,133,100,240,0,0,0,145,109,257,0,4,4,6,26,33,0,0,0,11,29,39,0,3,5,48,51,100,0,5,4,55,57,109,7,16,23,146,290,437,0,3,4,152,316,473,0,0,0,25,32,55,0,0,0,25,32,52,8,12,15,158,232,387,4,6,5,163,248,408,59,69,132,1250,1183,2436,11,12,19,1316,1269,2587,19,17,39,91,65,158,219,192,416,332,281,613,125,140,264,1990,2069,4062,241,213,456,2350,2427,4779,62,76,133,1314,1252,2568,13,8,24,1384,1337,2723,31,25,56,402,440,842,0,3,4,435,464,904,8,14,26,117,195,310,3,8
LGA56580,0,5,3,534,1000,1534,4,5,10,536,1016,1549,3,9,13,713,740,1457,0,0,3,719,747,1466,0,0,0,400,396,793,4,5,9,398,405,803,0,0,0,67,88,149,0,0,0,67,88,149,0,0,0,386,246,632,0,0,0,388,245,637,0,4,4,578,327,900,5,5,9,579,328,912,0,0,0,62,69,132,3,0,4,68,67,138,0,0,0,87,124,213,6,3,6,94,124,219,0,0,7,586,860,1440,4,0,4,591,863,1458,0,4,4,87,79,165,0,0,0,84,81,163,0,3,7,768,980,1745,0,5,11,778,990,1765,25,31,55,7193,7066,14261,14,15,35,7231,7119,14348,0,6,6,352,318,674,282,278,564,635,604,1237,35,50,87,10565,10850,21416,318,315,632,10920,11211,22132,22,32,56,7665,7624,15287,19,18,34,7712,7675,15385,10,7,16,1870,2165,4036,9,13,19,1890,2179,4071,0,4,4,492,560,1048,4,0
LGA56620,0,3,4,0,0,4,0,0,0,0,8,8,12,22,38,4,5,9,0,0,0,19,28,46,0,0,4,0,7,7,0,0,0,0,5,4,3,10,16,0,0,0,0,0,0,3,10,16,34,86,123,3,4,9,0,0,0,38,94,131,23,44,73,4,0,5,0,0,0,26,49,76,13,22,38,0,0,0,0,0,0,13,22,38,5,13,14,0,0,0,0,0,0,5,13,14,14,5,22,4,10,17,0,0,0,18,17,37,3,0,5,0,0,0,0,0,0,3,0,5,37,44,81,5,9,8,0,0,0,42,49,90,400,409,814,48,36,83,0,0,0,451,445,894,43,47,96,0,0,3,38,35,74,87,83,170,549,601,1147,64,63,130,38,37,77,656,697,1358,427,434,861,49,42,91,0,0,0,472,476,950,55,59,111,16,19,29,0,0,0,69,77,146,20,48,63,0,0,3,0,0
LGA56730,19,30,49,416,741,1161,4,6,13,436,779,1216,23,51,71,380,516,891,7,4,12,403,567,972,16,3,14,169,205,367,0,0,0,180,203,383,3,4,6,38,30,71,0,0,0,39,34,73,33,33,66,372,304,681,5,0,5,406,350,753,15,18,33,312,205,520,4,3,3,331,224,562,6,12,18,64,50,117,0,0,0,72,63,131,9,5,14,130,120,252,0,0,0,138,130,270,23,52,79,387,634,1026,3,6,7,413,692,1106,11,7,12,77,60,141,0,0,0,89,60,155,26,26,52,359,459,815,5,3,5,390,482,874,205,201,410,2635,2543,5182,19,18,44,2868,2761,5629,47,32,77,491,176,665,510,465,976,1047,670,1725,352,364,715,4840,4752,9586,545,505,1054,5744,5619,11358,221,214,426,2831,2728,5557,24,21,45,3073,2959,6032,55,65,121,1014,1172,2191,11,8,18,1078,1248,2327,17,39,57,306,435,739,0,5
LGA56790,4,8,8,157,197,356,5,3,6,166,204,368,7,8,14,103,104,205,0,0,0,107,114,222,0,0,0,62,41,102,3,0,5,68,46,111,0,0,0,11,8,21,0,0,0,11,10,20,6,10,13,115,53,167,3,0,3,123,67,190,3,3,12,96,48,145,3,0,0,106,52,159,0,3,3,17,19,35,0,0,0,21,22,37,0,0,3,32,39,75,0,0,0,37,40,80,7,9,15,97,100,200,0,0,4,107,110,215,0,0,0,27,14,39,0,0,0,25,14,38,5,11,16,92,105,193,0,0,0,100,115,213,57,48,105,787,706,1493,14,11,20,856,766,1623,8,10,20,67,74,139,216,177,392,291,255,549,88,94,184,1376,1238,2611,234,192,431,1708,1522,3227,62,53,114,838,756,1592,14,11,20,914,814,1733,13,17,31,311,277,589,0,5,6,330,299,628,3,6,11,96,80,172,0,3
LGA56860,0,0,0,9,16,24,0,0,0,9,16,24,0,0,0,10,8,21,0,0,0,12,8,17,0,0,0,5,10,16,0,0,0,5,10,16,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,9,15,0,0,0,9,10,19,0,0,0,11,8,13,0,0,0,11,8,13,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,9,4,8,0,0,0,9,4,8,0,0,0,9,14,24,0,0,0,9,11,27,0,0,0,5,0,7,0,0,0,5,0,7,0,0,0,9,5,15,0,0,0,9,5,15,3,0,0,58,41,98,0,0,6,64,43,107,5,0,7,4,4,7,29,22,52,36,30,64,8,9,11,97,84,182,28,28,56,136,120,255,3,0,0,65,40,109,0,0,6,73,45,119,0,0,0,15,21,30,0,0,0,16,22,32,0,0,0,3,6,15,0,0
LGA56930,0,0,0,39,51,96,0,0,0,39,53,92,0,0,5,40,65,108,0,3,3,44,70,113,0,0,0,32,35,63,0,0,0,32,35,63,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,22,5,27,0,0,0,22,4,31,0,0,0,42,19,56,0,0,0,42,19,56,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,8,9,16,0,0,0,8,11,13,0,0,4,31,57,87,0,0,0,27,58,87,0,0,0,6,4,15,0,0,0,6,4,15,0,4,4,41,49,90,0,0,0,41,53,95,0,19,19,436,593,1026,4,0,4,438,611,1050,0,0,4,27,38,68,24,28,53,51,64,118,0,25,28,654,853,1512,25,30,58,684,912,1597,0,21,21,459,625,1077,4,0,4,460,647,1103,0,5,5,124,161,286,0,3,3,124,167,292,0,0,0,30,29,64,0,0
