LGA_CODE_2021,Rel_a_SecB_OSB_NRA_No_In_F,Rel_a_SecB_OSB_NRA_No_In_P,Rel_a_SecB_OSB_NRA_In_st_nsM,Rel_a_SecB_OSB_NRA_In_st_nsF,Rel_a_SecB_OSB_NRA_In_st_nsP,Rel_a_SecB_OSB_NRA_TotM,Rel_a_SecB_OSB_NRA_TotF,Rel_a_SecB_OSB_NRA_TotP,Rel_a_Rel_a_ns_Ind_M,Rel_a_Rel_a_ns_Ind_F,Rel_a_Rel_a_ns_Ind_P,Rel_a_Rel_a_ns_No_In_M,Rel_a_Rel_a_ns_No_In_F,Rel_a_Rel_a_ns_No_In_P,Rel_a_Rel_a_ns_In_st_nsM,Rel_a_Rel_a_ns_In_st_nsF,Rel_a_Rel_a_ns_In_st_nsP,Rel_a_Rel_a_ns_TotM,Rel_a_Rel_a_ns_TotF,Rel_a_Rel_a_ns_TotP,APAEI_0_4_Ind_M,APAEI_0_4_Ind_F,APAEI_0_4_Ind_P,APAEI_0_4_No_Ind_M,APAEI_0_4_No_Ind_F,APAEI_0_4_No_Ind_P,APAEI_0_4_In_st_nsM,APAEI_0_4_In_st_nsF,APAEI_0_4_In_st_nsP,APAEI_0_4_TotM,APAEI_0_4_TotF,APAEI_0_4_TotP,APAEI_5_14_Ind_M,APAEI_5_14_Ind_F,APAEI_5_14_Ind_P,APAEI_5_14_No_In_M,APAEI_5_14_No_In_F,APAEI_5_14_No_In_P,APAEI_5_14_In_st_nsM,APAEI_5_14_In_st_nsF,APAEI_5_14_In_st_nsP,APAEI_5_14_TotM,APAEI_5_14_TotF,APAEI_5_14_TotP,APAEI_15_19_Ind_M,APAEI_15_19_Ind_F,APAEI_15_19_Ind_P,APAEI_15_19_No_In_M,APAEI_15_19_No_In_F,APAEI_15_19_No_In_P,APAEI_15_19_i_st_nsM,APAEI_15_19_i_st_nsF,APAEI_15_19_i_st_nsP,APAEI_15_19_TotM,APAEI_15_19_TotF,APAEI_15_19_TotP,APAEI_20_24_Ind_M,APAEI_20_24_Ind_F,APAEI_20_24_Ind_P,APAEI_20_24_No_Ind_M,APAEI_20_24_No_Ind_F,APAEI_20_24_No_Ind_P,APAEI_20_24_In_st_nsM,APAEI_20_24_In_st_nsF,APAEI_20_24_In_st_nsP,APAEI_20_24_TotM,APAEI_20_24_TotF,APAEI_20_24_TotP,APAEI_25ov_Ind_M,APAEI_25ov_Ind_F,APAEI_25ov_Ind_P,APAEI_25ov_No_Ind_M,APAEI_25ov_No_Ind_F,APAEI_25ov_No_Ind_P,APAEI_25ov_In_st_nsM,APAEI_25ov_In_st_nsF,APAEI_25ov_In_st_nsP,APAEI_25ov_TotM,APAEI_25ov_TotF,APAEI_25ov_TotP,HYSC_Y12_e_Ind_M,HYSC_Y12_e_Ind_F,HYSC_Y12_e_Ind_P,HYSC_Y12_e_No_In_M,HYSC_Y12_e_No_In_F,HYSC_Y12_e_No_In_P,HYSC_Y12_e_In_st_nsM,HYSC_Y12_e_In_st_nsF,HYSC_Y12_e_In_st_nsP,HYSC_Y12_e_TotM,HYSC_Y12_e_TotF,HYSC_Y12_e_TotP,HYSC_Y11_e_Ind_M,HYSC_Y11_e_Ind_F,HYSC_Y11_e_Ind_P,HYSC_Y11_e_No_In_M,HYSC_Y11_e_No_In_F,HYSC_Y11_e_No_In_P,HYSC_Y11_e_In_s_nsM,HYSC_Y11_e_In_s_nsF,HYSC_Y11_e_In_s_nsP,HYSC_Y11_e_TotM,HYSC_Y11_e_TotF,HYSC_Y11_e_TotP,HYSC_Y10_e_Ind_M,HYSC_Y10_e_Ind_F,HYSC_Y10_e_Ind_P,HYSC_Y10_e_No_In_M,HYSC_Y10_e_No_In_F,HYSC_Y10_e_No_In_P,HYSC_Y10_e_In_s_nsM,HYSC_Y10_e_In_s_nsF,HYSC_Y10_e_In_s_nsP,HYSC_Y10_e_TotM,HYSC_Y10_e_TotF,HYSC_Y10_e_TotP,HYSC_Y9_e_Ind_M,HYSC_Y9_e_Ind_F,HYSC_Y9_e_Ind_P,HYSC_Y9_e_No_In_M,HYSC_Y9_e_No_In_F,HYSC_Y9_e_No_In_P,HYSC_Y9_e_In_st_nsM,HYSC_Y9_e_In_st_nsF,HYSC_Y9_e_In_st_nsP,HYSC_Y9_e_TotM,HYSC_Y9_e_TotF,HYSC_Y9_e_TotP,HYSC_Y8_bel_Ind_M,HYSC_Y8_bel_Ind_F,HYSC_Y8_bel_Ind_P,HYSC_Y8_bel_No_Ind_M,HYSC_Y8_bel_No_Ind_F,HYSC_Y8_bel_No_Ind_P,HYSC_Y8_be_In_st_nsM,HYSC_Y8_be_In_st_nsF,HYSC_Y8_be_In_st_nsP,HYSC_Y8_bel_TotM,HYSC_Y8_bel_TotF,HYSC_Y8_bel_TotP,HYSC_Dng_to_sc_Ind_M,HYSC_Dng_to_sc_Ind_F,HYSC_Dng_to_sc_Ind_P,HYSC_Dng_to_sc_No_In_M,HYSC_Dng_to_sc_No_In_F,HYSC_Dng_to_sc_No_In_P,HYSC_Dng_sc_In_st_nsM,HYSC_Dng_sc_In_st_nsF,HYSC_Dng_sc_In_st_nsP,HYSC_Dng_to_sc_TotM,HYSC_Dng_to_sc_TotF,HYSC_Dng_to_sc_TotP,Tpe_ur_occ_pvte_dwg_Sh_Indi_M,Tpe_ur_occ_pvte_dwg_Sh_Indi_F,Tpe_ur_occ_pvte_dwg_Sh_Indi_P,Tpe_ur_occ_pte_dw_Sh_No_Ind_M,Tpe_ur_occ_pte_dw_Sh_No_Ind_F,Tpe_ur_occ_pte_dw_Sh_No_Ind_P,T_ur_occ_pte_dw_Sh_In_st_nsM,T_ur_occ_pte_dw_Sh_In_st_nsF,T_ur_occ_pte_dw_Sh_In_st_nsP,Tpe_ur_occ_pvte_dwg_Sh_TotM,Tpe_ur_occ_pvte_dwg_Sh_TotF,Tpe_ur_occ_pvte_dwg_Sh_TotP,T_ur_oc_p_dw_im_h_t_s_o_In_M,T_ur_oc_p_dw_im_h_t_s_o_In_F,T_ur_oc_p_dw_im_h_t_s_o_In_P,T_ur_o_pr_d_I_h_t_s_o_No_In_M,T_ur_o_pr_d_I_h_t_s_o_No_In_F,T_ur_o_pr_d_I_h_t_s_o_No_In_P,T_ur_o_p_d_I_h_t_s_o_i_s_nsM,T_ur_o_p_d_I_h_t_s_o_i_s_nsF,T_ur_o_p_d_I_h_t_s_o_i_s_nsP,T_ur_o_p_d_I_h_t_s_o_TotM,T_ur_o_p_d_I_h_t_s_o_TotF,T_ur_o_p_d_I_h_t_s_o_TotP,Ty_ur_oc_p_dw_Ot_p_dw_In_M,Ty_ur_oc_p_dw_Ot_p_dw_In_F,Ty_ur_oc_p_dw_Ot_p_dw_In_P,Ty_ur_o_pr_d_Ot_pr_d_No_In_M,Ty_ur_o_pr_d_Ot_pr_d_No_In_F,Ty_ur_o_pr_d_Ot_pr_d_No_In_P,Ty_ur_o_p_d_O_p_d_In_st_nsM,Ty_ur_o_p_d_O_p_d_In_st_nsF,Ty_ur_o_p_d_O_p_d_In_st_nsP,Ty_ur_oc_pr_dw_Ot_pr_dw_TotM,Ty_ur_oc_pr_dw_Ot_pr_dw_TotF,Ty_ur_oc_pr_dw_Ot_pr_dw_TotP,ty_ur_occ_pri_dw_Tot_Ind_M,ty_ur_occ_pri_dw_Tot_Ind_F,ty_ur_occ_pri_dw_Tot_Ind_P,ty_ur_occ_pri_dw_Tot_No_Ind_M,ty_ur_occ_pri_dw_Tot_No_Ind_F,ty_ur_occ_pri_dw_Tot_No_Ind_P,ty_ur_oc_pr_dw_Tot_In_st_nsM,ty_ur_oc_pr_dw_Tot_In_st_nsF,ty_ur_oc_pr_dw_Tot_In_st_nsP,ty_ur_occ_pri_dw_Tot_TotM,ty_ur_occ_pri_dw_Tot_TotF,ty_ur_occ_pri_dw_Tot_TotP
LGA55390,34,151,0,0,0,143,47,190,0,0,0,17,3,22,129,19,147,144,26,168,0,0,3,0,0,0,0,0,0,0,0,3,9,11,20,0,0,0,0,0,0,8,11,23,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,6,0,6,11,10,21,111,32,139,0,0,0,121,39,159,4,3,9,23,9,35,0,0,0,31,14,47,15,14,30,53,15,69,0,0,0,70,27,97,8,3,8,6,0,7,0,0,0,10,3,18,5,0,6,4,0,5,0,0,0,7,3,8,0,7,4,0,0,0,0,0,0,7,7,8,27,26,50,20,16,34,0,0,0,47,40,83,6,3,5,0,0,0,0,0,0,6,3,5,10,15,21,11,5,17,10,0,9,28,21,46,40,38,75,30,15,49,10,0,9,77,58,139
LGA55460,565,1255,7,7,14,747,614,1358,8,5,11,35,42,75,177,148,326,220,191,412,0,0,0,21,14,38,0,0,0,21,19,37,14,18,35,166,150,318,0,0,0,181,174,354,4,4,10,38,57,96,4,0,5,47,59,108,0,0,0,14,15,27,0,0,0,14,12,31,0,0,0,20,35,55,0,0,0,20,39,54,17,12,34,458,487,945,0,3,9,475,503,979,4,9,13,154,144,301,3,0,5,159,153,316,21,15,36,328,274,605,0,0,4,351,294,641,13,5,18,77,64,135,0,0,0,86,68,155,3,4,6,61,35,101,3,0,3,66,38,107,0,0,0,0,4,4,0,0,0,0,4,4,74,69,145,1156,1124,2279,139,124,261,1361,1316,2682,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,30,28,62,19,18,39,62,50,111,80,74,157,1192,1152,2344,161,140,300,1430,1368,2796
LGA55530,80,183,4,0,4,114,86,199,0,0,0,6,4,8,35,29,55,38,32,71,0,0,0,4,0,12,0,0,0,4,0,12,0,4,3,21,15,33,0,0,0,24,16,39,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,8,7,0,3,6,68,54,124,0,0,0,75,59,130,0,0,4,21,14,32,0,0,0,21,11,30,0,0,4,32,29,66,0,0,0,38,29,67,0,0,0,10,8,18,0,0,0,11,8,18,4,3,7,5,3,16,0,0,0,13,8,23,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,150,124,281,29,26,49,193,158,344,0,0,0,0,6,3,0,0,0,3,8,3,0,0,0,4,3,8,3,0,4,12,10,15,10,9,19,163,135,291,33,31,60,205,166,372
LGA55600,328,753,3,0,3,495,405,895,6,12,23,31,20,60,122,112,239,161,150,313,0,5,5,13,11,27,0,0,0,16,15,26,33,36,63,102,100,200,0,0,0,129,136,267,8,7,14,26,32,61,0,3,0,41,34,73,0,0,0,9,9,13,0,0,0,9,9,13,3,3,3,4,31,33,0,0,0,6,32,41,20,30,54,318,392,709,0,0,0,335,428,761,14,19,34,94,82,169,0,0,8,108,99,213,31,25,55,218,157,373,3,3,10,256,185,438,3,3,10,56,42,92,0,0,0,63,41,99,6,6,17,28,23,50,0,0,0,36,32,69,0,0,0,0,0,0,0,0,0,0,0,0,103,127,233,742,720,1469,99,101,203,950,951,1902,0,0,0,0,0,0,0,0,0,0,0,0,12,18,27,29,37,65,12,10,20,56,59,109,121,142,260,772,756,1532,111,107,219,1004,1009,2015
LGA55670,106,232,0,0,0,133,123,256,11,6,26,5,10,17,62,61,120,85,82,161,0,0,0,0,4,8,0,0,0,0,3,7,6,3,9,35,30,62,0,0,0,38,36,69,0,0,3,7,8,14,0,0,0,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,12,11,11,12,17,86,100,180,0,0,0,96,110,203,6,3,7,26,29,51,0,0,0,24,34,61,9,13,21,50,42,89,0,0,4,66,50,116,4,0,4,11,11,20,0,0,0,11,14,26,0,0,0,8,5,9,0,0,0,8,6,14,0,0,0,0,0,0,0,0,0,0,0,0,32,24,56,205,196,402,24,31,58,266,245,509,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,6,13,0,11,10,11,22,35,37,26,66,215,196,412,26,42,68,276,268,545
LGA55740,2015,4068,4,3,11,2073,2053,4129,0,0,4,121,124,244,218,173,395,338,301,637,0,0,3,68,61,132,0,0,0,71,62,134,11,10,18,481,579,1062,0,0,0,494,591,1088,3,6,10,212,348,556,0,3,5,215,356,572,0,0,0,153,162,320,0,0,0,153,162,320,0,6,9,167,250,415,0,0,0,173,254,422,11,15,27,2676,2954,5633,8,6,19,2700,2979,5678,3,3,5,205,242,448,0,0,0,212,246,455,9,10,17,316,376,700,0,0,0,325,387,717,0,4,5,76,91,173,0,0,0,80,98,175,4,0,8,38,39,80,0,3,3,42,44,84,3,0,8,6,12,23,0,0,0,16,12,28,17,21,37,2823,3159,5984,68,76,136,2907,3258,6164,0,0,0,0,0,0,0,0,0,0,0,0,20,15,43,976,1052,2032,75,76,154,1070,1150,2219,35,41,79,3796,4218,8015,140,151,293,3980,4403,8382
LGA55810,54,119,0,5,5,87,71,155,0,0,0,0,4,9,178,135,315,182,138,322,0,0,0,0,5,3,0,0,0,0,5,3,9,10,11,14,8,19,0,0,0,12,14,29,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,5,9,6,8,12,62,53,113,0,0,0,63,63,126,0,0,0,17,16,33,0,0,0,17,20,35,9,5,12,29,23,50,0,0,0,39,28,65,3,0,3,14,11,22,0,0,0,15,11,26,5,0,5,4,0,8,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,3,0,0,18,28,44,90,93,178,114,122,240,227,234,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,12,15,26,18,28,44,97,105,201,118,119,240,240,253,487
LGA55880,78,173,0,0,0,98,81,183,0,0,0,7,3,13,22,15,40,32,21,50,0,0,0,0,7,11,0,0,0,0,7,11,0,0,6,16,15,35,0,0,0,18,19,37,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,84,82,164,0,0,0,84,82,166,0,0,7,21,19,35,0,0,0,21,21,35,5,0,10,49,41,90,0,0,0,56,41,102,0,0,0,13,9,23,0,0,0,13,9,23,0,0,0,11,0,15,0,0,0,11,0,15,0,0,0,0,3,0,0,0,0,0,3,0,10,9,16,182,159,345,18,16,35,213,184,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,10,8,10,9,19,184,168,348,18,16,35,212,188,401
LGA55950,75,191,0,0,0,122,82,202,0,0,0,9,11,22,35,22,58,42,35,79,0,0,0,3,3,7,0,0,0,3,3,7,0,0,0,39,25,66,0,0,0,39,29,64,3,0,3,11,6,18,0,0,0,14,8,19,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,10,7,0,0,0,0,10,7,4,7,10,73,86,156,0,0,0,78,90,168,0,0,0,23,20,46,0,0,0,23,21,47,4,4,4,82,55,132,0,0,0,85,61,142,0,0,4,13,6,22,0,0,3,14,8,27,0,0,0,8,6,13,0,0,0,7,6,20,0,0,0,0,0,0,0,0,0,0,0,0,10,16,25,241,220,457,37,22,58,288,254,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,25,241,220,457,37,22,58,288,254,542
LGA56090,8900,18476,31,40,70,9886,9163,19047,604,18,624,1790,466,2259,832,582,1414,3235,1068,4298,13,17,29,256,247,506,0,5,0,272,271,542,100,82,178,2195,2041,4234,13,9,22,2303,2130,4430,35,24,63,850,839,1690,0,5,3,886,867,1755,5,10,16,280,302,582,0,0,5,289,316,600,7,17,17,354,715,1066,0,6,6,357,734,1092,153,133,283,7411,8540,15952,31,40,64,7596,8706,16303,53,36,90,1708,1597,3304,13,5,20,1774,1638,3417,562,64,627,4450,3406,7855,18,18,31,5029,3491,8520,29,23,49,744,648,1395,9,9,11,780,678,1459,34,8,43,365,355,719,0,4,3,401,366,767,39,0,40,113,36,144,0,0,0,149,40,190,393,371,760,15724,16467,32191,471,469,940,16583,17308,33887,0,0,0,0,0,3,0,0,0,0,0,3,17,12,26,314,459,774,24,41,61,358,509,869,409,382,791,16042,16927,32964,493,512,1003,16943,17813,34761
LGA56160,14,31,0,0,0,20,22,42,5,4,10,0,0,0,3,4,7,13,6,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,5,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,4,4,0,6,16,12,27,0,0,0,13,18,35,6,3,8,0,3,4,0,0,0,4,6,15,7,4,8,5,5,7,0,0,0,10,5,17,0,0,0,0,0,3,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,23,9,8,18,0,0,0,21,21,47,0,0,0,0,0,0,0,0,0,0,0,0,11,9,12,6,10,20,0,0,0,18,20,38,20,16,41,14,17,36,0,0,0,39,41,78
LGA56230,4052,8477,25,26,51,4609,4236,8843,12,8,25,254,258,504,616,483,1097,879,745,1626,3,6,16,102,104,212,0,0,0,108,112,223,58,49,107,1039,1001,2039,4,8,18,1096,1063,2162,17,25,43,295,371,668,4,3,7,322,403,719,3,5,8,75,86,158,0,0,0,77,88,167,4,7,13,88,297,382,0,0,0,86,307,397,43,49,88,2367,2830,5194,17,20,36,2424,2897,5321,44,29,74,852,1011,1859,3,9,10,899,1041,1941,45,59,107,2285,2180,4466,16,14,28,2348,2256,4605,18,11,28,529,431,960,4,4,8,558,447,1004,9,4,16,313,224,535,10,0,14,335,229,560,7,0,7,21,10,33,0,0,0,30,12,40,219,217,434,6987,7456,14441,363,391,757,7568,8065,15633,0,0,0,16,9,25,0,0,4,15,17,32,9,12,20,329,317,645,59,50,109,391,380,773,227,224,454,7334,7787,15114,421,445,867,7978,8453,16437
LGA56300,343,727,0,0,0,395,353,745,0,0,0,34,26,58,100,90,188,135,117,252,0,0,0,3,8,11,0,0,0,3,8,11,5,0,3,58,58,115,0,0,0,62,57,125,0,3,3,23,16,39,0,0,0,23,21,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28,0,0,0,0,22,28,7,6,10,259,278,533,0,0,0,264,287,545,0,0,0,73,76,145,0,0,0,73,79,152,9,5,14,190,142,331,0,0,0,194,153,350,0,0,0,31,23,63,0,0,0,34,23,61,0,0,0,22,14,37,0,0,0,22,14,42,0,0,0,3,0,4,0,0,0,3,0,4,17,12,33,568,560,1128,77,86,157,661,658,1323,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,30,21,50,3,5,10,42,31,71,25,16,40,596,582,1178,79,86,168,702,688,1389
LGA56370,110,259,3,3,3,158,125,285,0,0,0,14,7,18,70,46,120,83,55,135,0,0,0,3,10,9,0,0,0,3,10,9,6,0,7,41,33,74,3,0,4,41,39,82,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,11,0,0,0,0,10,11,0,0,0,122,130,253,0,0,0,126,131,252,0,0,0,36,29,68,0,0,0,38,31,64,0,4,9,70,54,126,0,0,0,77,64,135,0,0,0,20,12,31,0,0,0,22,12,32,0,0,0,14,16,30,0,0,0,13,16,35,0,0,0,0,0,0,0,0,0,0,0,0,10,14,20,277,262,542,43,32,82,334,308,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,14,27,0,0,0,19,16,32,11,10,21,291,278,568,50,32,87,353,317,674
LGA56460,803,1723,11,11,23,1003,881,1887,18,14,35,68,55,124,221,189,406,305,263,567,0,0,0,17,24,42,0,0,0,17,24,43,30,26,54,234,227,458,0,0,0,259,253,518,4,22,21,103,94,191,3,0,3,110,110,214,0,6,6,17,25,43,0,0,0,17,29,48,0,3,0,25,82,111,0,0,0,26,83,114,26,26,48,703,827,1529,10,6,13,735,865,1594,9,14,27,202,243,444,7,0,5,222,261,478,22,39,59,485,420,908,4,6,17,511,464,976,5,14,19,127,100,229,0,3,4,129,117,250,11,4,12,70,64,138,0,3,0,87,70,156,0,0,0,15,11,19,0,0,0,16,11,24,102,116,215,1678,1771,3453,157,178,332,1933,2065,4001,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,89,102,185,32,12,44,127,115,240,110,116,231,1765,1870,3638,185,188,375,2064,2174,4237
LGA56580,4287,9118,7,11,12,4848,4327,9174,0,0,0,345,302,645,281,282,562,625,583,1211,0,0,6,202,169,374,0,0,0,201,170,377,11,5,14,1684,1427,3108,3,5,6,1695,1429,3131,0,4,8,816,722,1540,4,0,4,820,726,1543,6,3,8,464,453,915,0,0,4,470,463,929,0,0,0,331,463,789,0,0,0,331,463,789,21,16,38,6943,7249,14193,25,19,42,6989,7287,14275,0,3,3,439,421,859,5,5,5,437,428,866,0,7,12,598,803,1398,0,6,5,601,819,1414,0,0,0,246,238,482,0,4,4,245,241,489,0,0,0,70,82,150,0,0,0,70,82,151,0,0,0,11,19,29,0,0,0,12,19,29,30,32,61,8834,8934,17768,119,132,253,8978,9096,18079,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,1173,1378,2547,41,61,100,1214,1447,2662,26,43,71,10007,10310,20313,158,191,353,10190,10549,20743
LGA56620,34,78,0,0,0,170,203,377,118,128,245,0,3,6,38,37,78,164,169,330,14,10,20,0,0,0,0,0,0,14,9,22,98,83,181,0,0,3,0,0,0,98,84,182,23,27,49,0,0,0,0,0,0,23,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,0,0,0,8,7,14,55,67,121,40,31,73,0,0,0,96,101,197,72,64,132,0,9,8,0,0,0,75,71,143,114,143,252,15,10,27,0,0,0,124,159,282,59,53,109,3,0,3,0,0,0,56,54,116,51,68,125,5,0,5,0,0,0,56,68,125,11,17,24,0,0,0,0,0,0,11,17,24,507,548,1053,40,34,75,18,18,34,559,600,1163,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,11,8,20,0,9,7,14,22,33,510,553,1064,47,43,91,18,26,43,570,619,1198
LGA56730,2139,4417,16,13,25,2479,2313,4787,20,17,37,448,119,572,506,465,974,979,606,1581,14,7,21,54,65,122,0,0,0,66,74,143,86,85,168,571,527,1102,3,6,10,664,613,1277,21,20,45,178,179,363,8,0,4,207,210,416,0,0,4,32,47,74,0,0,0,35,46,79,3,8,9,54,167,219,0,0,0,55,174,227,51,41,95,1380,1747,3126,10,8,21,1442,1800,3242,38,41,75,449,525,977,0,3,7,491,568,1058,73,98,167,1261,1169,2432,8,12,23,1340,1272,2618,24,25,50,316,263,574,3,4,7,340,289,627,13,12,20,191,152,344,0,4,6,209,171,381,4,0,6,17,10,25,0,0,6,22,12,36,288,317,605,4022,4336,8364,395,417,814,4707,5073,9777,0,0,0,0,0,0,0,0,0,0,0,0,22,26,41,124,136,260,20,21,43,172,182,354,312,340,648,4149,4475,8625,417,442,859,4873,5256,10133
LGA56790,500,1186,5,6,12,736,546,1281,12,14,22,61,50,106,225,173,397,294,238,532,4,3,6,8,8,20,0,0,0,15,12,25,17,25,44,143,106,247,4,0,7,164,129,296,3,3,4,31,19,47,0,0,0,33,23,56,0,0,5,5,5,8,0,0,0,0,6,6,0,0,0,10,33,41,0,0,0,10,36,47,15,14,28,415,471,893,4,13,15,437,495,932,9,11,16,120,139,262,0,0,0,134,149,277,23,21,49,437,326,768,6,0,10,469,349,821,8,7,15,97,59,157,0,3,3,105,66,174,3,3,8,71,48,114,0,0,0,74,50,124,0,0,0,10,5,16,0,0,0,10,5,16,79,79,155,1046,958,2004,150,142,292,1270,1181,2449,0,0,0,3,0,3,0,0,0,3,0,3,0,4,3,124,105,235,32,28,58,154,138,293,77,82,161,1174,1073,2242,178,169,347,1425,1318,2745
LGA56860,45,108,7,3,10,69,53,116,0,0,0,8,6,13,25,23,43,35,21,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,14,0,0,5,14,5,16,0,0,0,7,0,7,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,39,32,68,0,0,0,39,39,70,0,0,0,11,14,24,0,0,0,9,12,23,0,0,0,34,19,47,0,0,0,28,21,51,0,0,0,8,7,13,0,0,0,8,7,13,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,8,13,81,75,157,20,25,43,111,105,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,0,4,5,0,8,8,8,13,86,81,162,25,24,47,114,105,221
LGA56930,326,582,0,6,6,259,334,599,0,11,11,12,38,51,24,24,51,34,78,110,0,0,0,10,11,16,0,0,0,10,11,16,0,12,12,66,126,190,0,3,3,66,137,206,0,14,13,53,139,193,0,0,0,50,152,201,0,0,0,33,39,74,0,0,0,32,39,76,0,0,0,18,30,41,0,0,0,18,30,41,0,0,0,462,511,977,0,6,7,466,518,984,0,3,3,33,59,93,0,0,0,33,67,100,0,0,0,29,75,103,0,0,0,29,82,106,0,3,7,17,46,65,0,0,0,18,53,70,0,0,0,5,5,7,0,0,0,5,5,7,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,528,636,1163,12,14,28,543,653,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,83,106,197,0,5,6,87,118,206,0,4,7,612,749,1354,19,18,39,628,769,1394
LGA57000,73,207,3,0,3,142,74,218,0,0,0,8,0,11,131,54,186,138,58,199,0,0,0,3,4,7,0,0,0,3,4,7,0,4,3,21,22,44,0,0,0,21,22,45,0,0,0,3,5,5,0,0,0,3,5,5,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,8,7,13,0,0,0,8,7,13,0,3,6,113,65,174,0,0,0,110,74,180,0,0,0,29,27,55,0,0,0,29,26,55,0,4,5,51,36,91,0,0,0,53,42,95,0,0,0,9,8,14,0,0,0,11,8,17,0,0,0,14,4,14,0,0,0,14,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,13,15,137,130,270,50,37,83,191,178,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,0,11,9,4,10,3,13,15,142,131,273,57,35,92,199,180,380
LGA57080,5542,12273,8,14,21,6859,5658,12516,16,4,24,413,314,727,1529,1021,2545,1957,1334,3293,4,0,4,92,106,201,0,0,0,92,106,204,9,16,25,489,445,936,0,0,0,503,466,967,22,30,50,428,561,990,0,0,0,453,584,1040,17,24,46,1035,1134,2168,0,6,6,1052,1167,2215,27,17,39,1306,1437,2742,3,0,4,1338,1454,2788,105,105,210,10266,9566,19831,14,8,23,10385,9677,20062,19,23,43,694,534,1220,4,4,3,711,558,1266,25,21,46,868,792,1658,6,9,11,891,828,1719,7,6,12,180,143,326,3,0,3,186,150,338,0,6,3,88,108,194,0,0,0,89,110,201,0,0,0,58,55,116,0,0,0,62,55,116,0,6,7,440,458,897,23,24,48,462,485,948,0,0,0,0,0,0,0,0,0,0,0,0,100,87,183,10559,9933,20492,767,627,1388,11427,10641,22066,99,88,188,10995,10388,21388,790,645,1437,11890,11122,23014
