LGA_CODE_2021,Arthritis_Age_0_14,Arthritis_Age_15_24,Arthritis_Age_25_34,Arthritis_Age_35_44,Arthritis_Age_45_54,Arthritis_Age_55_64,Arthritis_Age_65_over,Arthritis_Age_Tot,Asthma_Age_0_14,Asthma_Age_15_24,Asthma_Age_25_34,Asthma_Age_35_44,Asthma_Age_45_54,Asthma_Age_55_64,Asthma_Age_65_over,Asthma_Age_Tot,Cancer_inc_rem_Age_0_14,Cancer_inc_rem_Age_15_24,Cancer_inc_rem_Age_25_34,Cancer_inc_rem_Age_35_44,Cancer_inc_rem_Age_45_54,Cancer_inc_rem_Age_55_64,Cancer_inc_rem_Age_65_over,Cancer_inc_rem_Age_Tot,Dem_inc_Alz_Age_0_14,Dem_inc_Alz_Age_15_24,Dem_inc_Alz_Age_25_34,Dem_inc_Alz_Age_35_44,Dem_inc_Alz_Age_45_54,Dem_inc_Alz_Age_55_64,Dem_inc_Alz_Age_65_over,Dem_inc_Alz_Age_Tot,Dia_exc_ges_dia_Age_0_14,Dia_exc_ges_dia_Age_15_24,Dia_exc_ges_dia_Age_25_34,Dia_exc_ges_dia_Age_35_44,Dia_exc_ges_dia_Age_45_54,Dia_exc_ges_dia_Age_55_64,Dia_exc_ges_dia_Age_65_over,Dia_exc_ges_dia_Age_Tot,HD_inc_Ha_ang_Age_0_14,HD_inc_Ha_ang_Age_15_24,HD_inc_Ha_ang_Age_25_34,HD_inc_Ha_ang_Age_35_44,HD_inc_Ha_ang_Age_45_54,HD_inc_Ha_ang_Age_55_64,HD_inc_Ha_ang_Age_65_over,HD_inc_Ha_ang_Age_Tot,Kid_dis_Age_0_14,Kid_dis_Age_15_24,Kid_dis_Age_25_34,Kid_dis_Age_35_44,Kid_dis_Age_45_54,Kid_dis_Age_55_64,Kid_dis_Age_65_over,Kid_dis_Age_Tot,LC_inc_COPD_emph_Age_0_14,LC_inc_COPD_emph_Age_15_24,LC_inc_COPD_emph_Age_25_34,LC_inc_COPD_emph_Age_35_44,LC_inc_COPD_emph_Age_45_54,LC_inc_COPD_emph_Age_55_64,LC_inc_COPD_emph_Age_65_over,LC_inc_COPD_emph_Age_Tot,MHC_inc_dep_anx_Age_0_14,MHC_inc_dep_anx_Age_15_24,MHC_inc_dep_anx_Age_25_34,MHC_inc_dep_anx_Age_35_44,MHC_inc_dep_anx_Age_45_54,MHC_inc_dep_anx_Age_55_64,MHC_inc_dep_anx_Age_65_over,MHC_inc_dep_anx_Age_Tot,Stroke_Age_0_14,Stroke_Age_15_24,Stroke_Age_25_34,Stroke_Age_35_44,Stroke_Age_45_54,Stroke_Age_55_64,Stroke_Age_65_over,Stroke_Age_Tot,A_oth_LTHC_Age_0_14,A_oth_LTHC_Age_15_24,A_oth_LTHC_Age_25_34,A_oth_LTHC_Age_35_44,A_oth_LTHC_Age_45_54,A_oth_LTHC_Age_55_64,A_oth_LTHC_Age_65_over,A_oth_LTHC_Age_Tot,No_LTHC_Age_0_14,No_LTHC_Age_15_24,No_LTHC_Age_25_34,No_LTHC_Age_35_44,No_LTHC_Age_45_54,No_LTHC_Age_55_64,No_LTHC_Age_65_over,No_LTHC_Age_Tot,Not_st_Age_0_14,Not_st_Age_15_24,Not_st_Age_25_34,Not_st_Age_35_44,Not_st_Age_45_54,Not_st_Age_55_64,Not_st_Age_65_over,Not_st_Age_Tot,Tot_per_Age_0_14,Tot_per_Age_15_24,Tot_per_Age_25_34,Tot_per_Age_35_44,Tot_per_Age_45_54,Tot_per_Age_55_64,Tot_per_Age_65_over,Tot_per_Age_Tot
LGA50840,0,0,0,0,0,5,3,7,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,5,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,23,5,0,4,6,8,3,45,0,0,0,0,0,0,0,4,28,8,5,7,11,7,16,85
LGA50910,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,3,3,3,0,3,36,6,10,0,0,0,0,0,15,26,17,3,5,14,14,13,89
LGA50980,0,4,3,17,20,41,49,127,49,36,40,43,37,29,32,266,0,0,0,10,6,18,25,53,0,0,0,0,0,3,15,22,3,9,12,41,73,88,77,297,15,11,16,15,29,45,42,181,0,0,8,12,18,24,21,83,3,0,0,0,9,17,22,61,14,35,52,39,44,28,14,219,0,0,0,5,16,10,10,41,45,28,20,33,53,43,29,251,1311,593,544,404,225,155,65,3299,146,67,65,71,54,27,18,454,1584,763,737,641,474,390,251,4847
LGA51080,0,0,0,0,0,0,0,5,0,0,0,0,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,33,22,7,8,0,3,3,79,11,5,0,0,0,0,0,19,52,32,15,15,12,10,4,136
LGA51120,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,19,11,0,8,5,4,0,42
LGA51190,0,0,8,10,25,16,19,74,41,31,29,16,22,19,15,178,0,0,0,0,3,10,9,24,0,0,0,0,0,3,4,6,0,4,3,14,25,17,32,103,4,0,0,4,7,10,21,52,0,0,0,0,4,5,7,16,0,0,0,0,7,8,5,24,14,40,46,20,34,16,12,183,0,0,0,0,3,3,4,14,30,15,13,6,19,12,10,109,313,174,99,56,51,26,11,729,34,32,57,40,22,15,9,203,418,276,225,138,152,99,92,1402
LGA51260,0,0,5,0,8,7,11,32,29,13,16,9,12,7,6,95,0,4,0,0,4,4,4,12,0,0,0,0,0,0,0,3,0,0,0,0,7,11,10,30,0,0,0,3,4,8,10,19,0,0,0,0,0,0,0,4,0,0,0,0,0,6,11,17,11,19,20,10,20,10,11,95,0,0,0,0,0,0,4,4,14,13,7,4,15,4,12,66,238,98,47,47,34,18,9,498,34,10,8,3,6,5,0,63,313,145,93,75,79,48,43,795
LGA51310,0,0,0,0,0,5,3,8,0,0,4,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,22,15,10,9,8,3,8,65,0,3,0,0,0,0,0,7,27,28,20,6,15,4,15,121
LGA51330,0,0,4,9,9,11,18,56,34,32,36,27,11,15,14,162,0,0,0,0,0,0,7,17,0,0,5,0,0,0,7,10,0,3,5,4,15,15,23,74,0,0,6,0,6,16,17,44,0,0,4,3,3,0,5,12,0,0,4,3,0,5,5,19,11,45,42,25,19,18,20,183,0,0,0,0,0,0,7,13,27,13,18,13,10,12,11,105,310,172,94,46,61,16,10,713,27,20,7,6,14,9,4,84,393,277,173,118,118,80,76,1236
LGA51400,0,0,3,3,5,3,8,31,22,7,11,9,4,9,3,66,0,0,0,0,6,5,0,6,0,0,0,0,0,0,0,4,0,0,0,0,9,7,6,28,0,0,0,0,5,4,3,15,0,0,0,0,0,0,4,4,0,0,0,0,3,0,4,3,4,12,18,14,7,4,5,58,0,0,0,0,0,0,0,0,9,10,5,5,3,3,0,34,152,57,34,30,25,11,0,306,7,15,7,3,3,0,0,35,191,96,71,52,52,28,15,498
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,5,0,0,0,14,0,0,0,0,0,0,0,0,6,4,3,4,0,0,0,22
LGA51540,3,0,0,0,16,9,22,53,12,9,12,8,17,18,18,96,0,0,0,0,3,4,4,15,0,0,0,0,0,0,9,16,0,0,3,7,31,38,40,117,3,0,5,3,17,17,20,62,0,0,4,0,4,7,4,19,0,0,0,0,5,10,3,17,0,7,10,6,9,5,5,45,0,0,0,0,0,0,5,6,9,4,6,7,6,16,17,62,184,90,59,36,47,32,29,477,29,12,11,4,5,11,15,77,245,123,95,67,112,95,114,857
LGA51610,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,8,17,9,5,9,3,0,0,43,3,0,0,0,0,0,0,5,28,11,11,7,12,9,4,74
LGA51680,0,0,0,0,0,3,3,6,9,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,13,4,0,3,0,0,0,19,52,43,4,0,5,8,4,112,4,0,0,0,0,0,0,5,70,51,8,12,8,14,7,161
LGA51710,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
LGA51750,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,8,6,3,0,3,74,0,0,0,0,0,0,0,0,32,37,9,5,10,0,5,88
LGA51820,0,0,10,16,24,26,39,114,80,47,41,39,33,27,28,285,0,0,0,4,4,9,15,28,0,0,0,0,0,0,4,6,0,7,7,17,25,34,40,126,3,0,0,0,7,21,22,59,0,5,0,0,8,0,0,16,3,0,0,0,3,12,14,30,24,63,49,33,39,23,13,254,0,0,0,0,3,0,11,14,42,24,22,17,22,19,6,155,597,284,215,125,94,38,12,1361,68,32,24,13,8,7,6,147,787,438,346,229,195,135,98,2233
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,3,16,9,19,6,8,8,12,0,3,0,45,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,5,10,6,8,6,25,0,0,0,0,0,5,11,12,0,0,0,0,0,0,0,3,0,0,0,0,3,7,5,9,7,6,3,3,4,11,4,38,0,0,0,0,0,0,3,3,8,5,3,0,0,6,4,29,97,60,22,21,11,5,4,225,13,6,0,0,0,4,0,25,132,81,44,42,21,33,21,374
LGA51960,0,0,0,0,6,5,9,18,5,3,7,9,3,0,9,28,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,11,9,31,0,0,0,0,0,4,8,11,0,0,0,0,0,0,4,6,0,0,0,0,0,0,6,9,0,12,3,0,0,6,5,24,0,0,0,0,0,3,0,0,4,0,6,3,0,4,8,22,76,50,30,20,21,11,11,208,3,3,3,0,0,4,0,16,82,60,47,28,33,30,30,311
LGA52030,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,6,0,0,0,14,0,0,0,0,0,0,0,0,5,3,0,6,0,7,4,31
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,20,0,0,0,0,0,0,0,0,7,3,0,4,3,7,0,26
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,4,0,0,20,0,0,0,0,0,0,0,0,4,3,3,3,7,0,7,29
LGA52240,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,3,11,0,0,0,0,0,0,0,6,10,0,0,5,0,3,6,25
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,14
LGA52380,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,14
LGA52450,0,0,0,0,0,4,0,5,0,3,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,5,0,20,0,0,0,0,0,0,0,0,9,16,0,3,0,11,6,41
LGA52520,0,0,0,0,0,3,0,6,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,26,3,6,6,6,4,4,52,3,0,0,0,3,0,0,4,30,9,4,13,12,15,8,84
LGA52590,0,0,0,0,0,3,3,6,0,4,5,0,0,0,0,15,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,13,0,0,0,0,0,0,4,4,0,0,4,0,0,6,0,8,14,6,9,6,4,6,4,54,0,0,0,0,0,0,0,3,20,15,15,10,10,15,12,96
LGA52660,0,0,0,7,9,7,6,25,19,13,7,7,4,3,0,50,0,0,0,3,0,5,3,13,0,0,0,0,0,0,0,0,0,0,3,10,6,5,3,29,0,0,0,0,5,0,5,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,10,9,7,8,6,4,49,0,0,0,0,0,0,0,7,3,11,0,5,5,3,0,25,135,39,35,19,11,15,6,264,9,13,7,5,3,0,3,30,172,78,52,45,37,38,13,435
LGA52730,0,0,0,0,4,5,6,8,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,20,5,3,3,7,0,6,45,3,0,0,0,0,0,0,3,28,10,9,7,10,9,6,77
LGA52800,0,0,0,4,17,29,35,86,21,12,15,22,31,21,24,138,0,0,0,0,4,15,9,36,0,0,0,0,0,3,29,30,0,9,15,45,79,100,84,322,4,9,9,18,26,30,28,125,0,0,3,7,14,20,24,65,0,0,0,3,6,4,7,24,4,14,18,22,7,14,3,84,0,0,0,0,5,7,13,25,24,18,18,27,38,31,29,188,975,624,542,390,270,135,68,3009,149,67,98,80,53,26,11,484,1188,742,715,585,479,334,230,4267
LGA52870,0,0,0,0,0,7,0,11,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,9,3,0,25,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,9,34,21,11,4,15,5,6,97,6,0,0,0,0,0,0,9,47,33,17,11,24,19,3,153
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,9,0,0,4,0,23,0,0,0,0,0,0,0,0,10,0,6,5,0,8,0,34
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,5,0,3,5,0,3,28
