LGA_CODE_2021,Psn_15_y_over_Indig_M,Psn_15_y_over_Indig_F,Psn_15_y_over_Indig_P,Psn_15_y_over_NonInd_M,Psn_15_y_over_NonInd_F,Psn_15_y_over_NonInd_P,Psn_15_y_over_Ind_s_nsM,Psn_15_y_over_Ind_s_nsF,Psn_15_y_over_Ind_s_nsP,Psn_15_y_over_TotM,Psn_15_y_over_TotF,Psn_15_y_over_TotP,In_LF_Emp_Indig_M,In_LF_Emp_Indig_F,In_LF_Emp_Indig_P,In_LF_Emp_NonInd_M,In_LF_Emp_NonInd_F,In_LF_Emp_NonInd_P,In_LF_Emp_IndSt_nsM,In_LF_Emp_IndSt_nsF,In_LF_Emp_IndSt_nsP,In_LF_Employd_TotM,In_LF_Employd_TotF,In_LF_Employd_TotP,In_LF_unemp_Ind_M,In_LF_unemp_Ind_F,In_LF_unemp_Ind_P,In_LF_unemp_No_Ind_M,In_LF_unemp_No_Ind_F,In_LF_unemp_No_Ind_P,In_LF_un_IndSt_nsM,In_LF_un_IndSt_nsF,In_LF_un_IndSt_nsP,In_LF_Unemp_TotM,In_LF_Unemp_TotF,In_LF_Unemp_TotP,In_LF_To_LF_Ind_M,In_LF_To_LF_Ind_F,In_LF_To_LF_Ind_P,In_LF_To_la_fo_No_In_M,In_LF_To_la_fo_No_In_F,In_LF_To_la_fo_No_In_P,In_LF_To_l_fo_In_st_nsM,In_LF_To_l_fo_In_st_nsF,In_LF_To_l_fo_In_st_nsP,In_LF_To_LF_TotM,In_LF_To_LF_TotF,In_LF_To_LF_TotP,N_the_LF_Indig_M,N_the_LF_Indig_F,N_the_LF_Indig_P,N_the_LF_No_Indig_M,N_the_LF_No_Indig_F,N_the_LF_No_Indig_P,N_the_LF_Indig_st_nsM,N_the_LF_Indig_st_nsF,N_the_LF_Indig_st_nsP,N_the_LF_TotM,N_the_LF_TotF,N_the_LF_TotP,LF_st_ns_Indig_M,LF_st_ns_Indig_F,LF_st_ns_Indig_P,LF_st_ns_NonInd_M,LF_st_ns_NonInd_F,LF_st_ns_NonInd_P,LF_st_ns_Indig_st_nsM,LF_st_ns_Indig_st_nsF,LF_st_ns_Indig_st_nsP,LF_st_ns_TotM,LF_st_ns_TotF,LF_st_ns_TotP,Pcent_Unemploy_Indig_M,Pcent_Unemploy_Indig_F,Pcent_Unemploy_Indig_P,Pcent_Unemploy_NonInd_M,Pcent_Unemploy_NonInd_F,Pcent_Unemploy_NonInd_P,Pcent_Unem_IndSt_nsM,Pcent_Unemp_IndSt_nsF,Pcent_Unemp_IndSt_nsP,Pcent_Unemploy_TotM,Pcent_Unemploy_TotF,Pcent_Unemploy_TotP,Pcent_LF_part_Indig_M,Pcent_LF_part_Indig_F,Pcent_LF_part_Indig_P,Pcent_LF_part_No_Indig_M,Pcent_LF_part_No_Indig_F,Pcent_LF_part_No_Indig_P,Pcent_LF_part_IndSt_nsM,Pcent_LF_part_IndSt_nsF,Pcent_LF_part_IndSt_nsP,Pcent_LF_part_TotM,Pcent_LF_part_TotF,Pcent_LF_part_TotP,Pcent_Emp_to_pop_Ind_M,Pcent_Emp_to_pop_Ind_F,Pcent_Emp_to_pop_Ind_P,Pcent_Emp_t_pop_NonInd_M,Pcent_Emp_t_pop_NonInd_F,Pcent_Emp_t_pop_NonInd_P,Pcent_Emp_t_pop_IndSt_nsM,Pcent_Emp_t_pop_IndSt_nsF,Pcent_Emp_t_pop_IndSt_nsP,Pcent_Emp_to_pop_TotM,Pcent_Emp_to_pop_TotF,Pcent_Emp_to_pop_TotP,IndSec_Gov_Ind_M,IndSec_Gov_Ind_F,IndSec_Gov_Ind_P,IndSec_Gov_No_Ind_M,IndSec_Gov_No_Ind_F,IndSec_Gov_No_Ind_P,IndSec_Gov_IndSt_nsM,IndSec_Gov_IndSt_nsF,IndSec_Gov_IndSt_nsP,IndSec_Gov_TotM,IndSec_Gov_TotF,IndSec_Gov_TotP,IndSec_Priv_Ind_M,IndSec_Priv_Ind_F,IndSec_Priv_Ind_P,IndSec_Priv_NonInd_M,IndSec_Priv_NonInd_F,IndSec_Priv_NonInd_P,IndSec_Priv_IndSt_nsM,IndSec_Priv_IndSt_nsF,IndSec_Priv_IndSt_nsP,IndSec_Priv_TotM,IndSec_Priv_TotF,IndSec_Priv_TotP,Self_employed_Ind_M,Self_employed_Ind_F,Self_employed_Ind_P,Self_employed_NonInd_M,Self_employed_NonInd_F,Self_employed_NonInd_P,Self_employed_Ind_status_nsM,Self_employed_Ind_status_nsF,Self_employed_Ind_status_nsP,Self_employed_TotM,Self_employed_TotF,Self_employed_TotP,HnsQ_PgDL_Ind_M,HnsQ_PgDL_Ind_F,HnsQ_PgDL_Ind_P,HnsQ_PgDL_No_Ind_M,HnsQ_PgDL_No_Ind_F,HnsQ_PgDL_No_Ind_P,HnsQ_PgDL_IndSt_nsM,HnsQ_PgDL_IndSt_nsF,HnsQ_PgDL_IndSt_nsP,HnsQ_PgDL_TotM,HnsQ_PgDL_TotF,HnsQ_PgDL_TotP,HnsQ_GD_GCL_Ind_M,HnsQ_GD_GCL_Ind_F,HnsQ_GD_GCL_Ind_P,HnsQ_GD_GCL_No_In_M,HnsQ_GD_GCL_No_In_F,HnsQ_GD_GCL_No_In_P,HnsQ_GD_GCL_In_st_nsM,HnsQ_GD_GCL_In_st_nsF,HnsQ_GD_GCL_In_st_nsP,HnsQ_GD_GCL_TotM,HnsQ_GD_GCL_TotF,HnsQ_GD_GCL_TotP,HnsQ_BDL_Ind_M,HnsQ_BDL_Ind_F,HnsQ_BDL_Ind_P,HnsQ_BDL_No_Ind_M,HnsQ_BDL_No_Ind_F,HnsQ_BDL_No_Ind_P,HnsQ_BDL_IndSt_nsM,HnsQ_BDL_IndSt_nsF,HnsQ_BDL_IndSt_nsP,HnsQ_BDL_TotM,HnsQ_BDL_TotF,HnsQ_BDL_TotP,HnsQ_AD_DL_Ind_M,HnsQ_AD_DL_Ind_F,HnsQ_AD_DL_Ind_P,HnsQ_AD_DL_No_In_M,HnsQ_AD_DL_No_In_F,HnsQ_AD_DL_No_In_P,HnsQ_AD_DL_In_st_nsM,HnsQ_AD_DL_In_st_nsF,HnsQ_AD_DL_In_st_nsP,HnsQ_AD_DL_TotM,HnsQ_AD_DL_TotF,HnsQ_AD_DL_TotP,HnsQ_Cer_III_IV_Ind_M,HnsQ_Cer_III_IV_Ind_F,HnsQ_Cer_III_IV_Ind_P,HnsQ_Cer_III_IV_No_Ind_M,HnsQ_Cer_III_IV_No_Ind_F,HnsQ_Cer_III_IV_No_Ind_P,HnsQ_Cer_III_IV_IndSt_nsM,HnsQ_Cer_III_IV_IndSt_nsF
LGA57210,59,69,129,2012,1934,3948,219,197,417,2287,2199,4488,31,32,54,1208,1024,2224,14,12,23,1247,1060,2308,0,0,4,39,45,89,0,0,0,42,48,94,31,28,61,1244,1063,2312,13,12,29,1295,1107,2398,27,37,65,723,817,1538,14,7,22,761,856,1621,0,0,0,41,53,95,191,177,366,234,230,469,9.4,3.3,6.5,3.2,4.2,3.7,7.1,0,4,3.4,4.2,3.8,52.5,45.5,48.8,62,55,58.6,6.4,5.6,6,56.4,50.3,53.4,47.5,43.9,45.7,60,52.7,56.4,5.9,5.6,5.8,54.5,48.2,51.4,0,4,11,127,212,332,0,0,0,125,218,346,27,25,49,1064,792,1851,9,8,19,1098,817,1915,3,3,4,141,81,219,0,0,0,144,81,223,3,0,3,38,31,67,0,0,0,35,35,73,0,0,0,14,43,54,0,0,0,14,43,54,0,9,9,156,248,402,0,3,3,152,259,414,3,4,8,134,229,361,0,5,5,133,232,371,12,9,24,500,306,801,9,0
LGA57280,963,1022,1982,4293,3733,8025,1029,768,1797,6280,5520,11803,523,436,963,3808,2975,6784,18,14,35,4354,3425,7782,83,60,139,71,77,149,0,0,0,153,135,285,606,495,1100,3886,3045,6933,18,16,34,4511,3564,8071,313,476,790,357,644,1006,10,5,17,675,1128,1809,48,53,98,50,35,89,998,744,1745,1093,832,1923,13.2,11.5,12.5,1.9,2.5,2.1,0,11.8,5.6,3.4,3.8,3.6,62.8,48.5,55.4,90.6,81.6,86.4,1.8,2.2,2,71.8,64.5,68.4,54.5,42.9,48.5,88.8,79.6,84.5,1.8,2,1.9,69.3,62.1,65.9,27,72,101,384,764,1148,0,0,3,414,838,1250,479,344,821,3384,2185,5568,15,8,28,3883,2536,6419,3,6,11,60,77,139,0,0,3,68,82,149,0,8,4,106,120,227,0,0,0,109,121,231,0,8,10,47,104,157,0,0,0,49,116,164,12,42,51,325,740,1059,0,0,0,337,772,1112,21,56,81,369,422,791,4,0,3,396,484,879,254,128,388,1824,609,2440,9,5
LGA57350,26,30,56,266,289,556,97,101,200,392,419,812,9,4,7,160,127,289,0,0,0,166,129,296,3,3,3,5,0,5,0,0,0,4,3,13,8,3,14,162,127,291,0,0,0,174,136,311,18,24,39,91,156,249,0,0,0,111,179,291,0,0,0,5,4,12,95,101,198,101,106,211,25,50,35.7,3,0,1.7,0,0,0,4,2.2,3.2,30.8,21.4,25.9,62,44.5,52.9,1,0,0.5,44.7,32.2,38.2,23.1,10.7,16.7,60.2,44.5,52,1,0,0.5,42.9,31.5,37,0,0,0,19,46,65,0,0,0,18,46,62,3,3,9,143,88,227,0,0,0,146,87,234,0,0,0,26,11,30,0,0,0,26,11,30,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,6,9,0,0,0,0,6,9,0,0,0,11,34,54,0,0,0,11,35,51,0,0,0,18,24,41,0,0,0,18,30,41,0,3,4,68,38,104,0,0
LGA57420,27,33,53,781,695,1477,95,62,155,902,784,1688,17,12,29,564,399,959,0,0,5,583,417,997,0,0,3,16,11,28,0,0,0,17,12,26,17,14,34,582,407,987,0,0,5,603,425,1024,4,11,9,194,276,469,9,7,9,203,294,493,4,4,9,12,11,21,92,55,141,101,66,170,5.9,11.8,8.8,2.9,2.2,2.6,0,0,0,3,2.6,2.8,68,58.6,63,74.1,58.5,66.7,3.1,3.3,3.2,66.3,54.3,60.7,64,51.7,57.4,71.9,57.2,65,3.1,3.3,3.2,64.3,52.9,59,0,5,5,31,85,118,0,0,0,31,91,124,15,11,30,515,302,824,0,0,5,537,317,851,0,0,0,40,23,60,0,0,0,47,22,64,0,0,0,12,16,30,0,0,0,12,16,30,0,0,4,5,9,13,0,0,0,8,11,16,0,5,3,58,110,164,0,0,0,59,114,173,0,5,5,56,78,130,0,0,0,57,80,133,9,6,11,232,87,315,0,0
LGA57490,1054,1121,2170,47274,50911,98188,3609,2277,5888,51935,54306,106248,645,573,1219,32208,29438,61645,99,64,167,32954,30071,63025,106,109,212,2115,1988,4099,6,5,13,2227,2102,4327,748,682,1428,34324,31425,65747,108,71,183,35182,32178,67357,278,402,680,12442,18813,31253,106,140,250,12823,19356,32177,27,35,62,509,675,1188,3391,2066,5460,3934,2777,6710,13.8,16,14.8,6.2,6.3,6.2,7.4,7,7.3,6.3,6.5,6.4,71.1,61,65.9,72.6,61.7,67,3,3.1,3,67.7,59.2,63.4,61.3,51.2,56.1,68.1,57.8,62.8,2.8,2.9,2.8,63.4,55.4,59.3,106,124,229,4129,5602,9730,10,6,18,4246,5732,9975,525,435,957,27696,23567,51259,79,53,132,28298,24056,52354,11,18,32,1572,1391,2959,8,0,6,1593,1414,3002,6,8,9,908,1065,1971,8,0,8,917,1072,1989,4,14,21,470,1147,1615,0,4,6,476,1165,1640,26,70,106,3321,6214,9531,7,7,9,3350,6293,9644,51,92,146,4259,5850,10112,12,10,25,4324,5957,10281,311,259,574,16178,9374,25544,71,25
LGA57630,0,0,0,40,29,72,24,7,34,70,37,113,0,0,0,25,16,44,0,0,0,25,16,44,0,0,0,6,0,3,0,0,0,6,0,3,0,0,0,26,15,48,0,0,0,26,15,48,0,0,0,17,12,29,0,0,0,17,12,29,0,0,0,0,3,0,24,7,34,26,9,35,0,0,0,7.1,5.9,6.7,0,0,0,7.1,5.9,6.7,0,0,0,63.6,56.7,60.8,0,0,0,39.4,44.7,41.3,0,0,0,59.1,53.3,56.8,0,0,0,36.6,42.1,38.5,0,0,0,10,10,17,0,0,0,10,10,17,0,0,0,18,11,28,0,0,0,18,11,28,0,0,0,5,0,9,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,7,4,9,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,6,17,0,0
LGA57700,263,262,523,11058,11497,22552,633,448,1084,11948,12207,24159,153,172,327,8195,7487,15684,34,19,48,8377,7679,16059,8,14,25,289,345,633,0,0,0,301,358,656,162,188,348,8484,7833,16316,34,19,50,8682,8036,16714,95,75,169,2487,3567,6046,15,28,42,2591,3672,6259,9,5,11,85,99,186,590,395,992,682,501,1182,4.9,8,6.6,3.4,4.4,3.9,0,5.6,2,3.4,4.5,3.9,62.3,71.2,66.8,76.8,68.1,72.4,4.9,4,4.5,72.6,65.8,69.2,59.2,65.5,62.4,74.1,65.1,69.5,4.9,3.8,4.4,70.1,62.9,66.5,17,47,55,634,1234,1873,0,3,7,650,1281,1933,140,126,264,7436,6167,13604,26,12,41,7604,6307,13907,6,3,3,589,415,1004,3,0,3,601,419,1016,0,6,6,221,263,480,0,0,0,220,263,483,0,5,10,106,275,374,0,0,0,102,282,383,9,13,22,824,1467,2291,0,0,0,833,1486,2317,6,25,31,849,1443,2294,3,4,11,862,1472,2338,64,76,131,3897,2134,6030,24,8
LGA57770,45,29,74,327,345,666,61,63,126,433,431,860,30,12,47,215,211,431,0,0,0,248,226,475,0,0,0,0,7,8,0,0,0,0,7,10,31,12,47,220,218,434,0,0,0,250,227,487,9,10,25,98,120,218,0,0,0,114,134,240,0,0,4,6,5,13,60,62,121,72,67,140,5.9,0,4.3,0.9,1.9,1.4,0,0,0,1.6,1.7,1.7,72.3,52,65.3,67.6,63,65.2,0,1.6,0.8,58.3,53.5,55.9,68.1,52,62.5,67,61.8,64.3,0,1.6,0.8,57.4,52.6,55,0,0,0,31,33,62,0,0,0,30,33,61,25,10,36,186,179,369,0,0,0,209,195,404,0,0,0,19,7,27,0,0,0,20,9,32,0,0,0,8,15,22,0,0,0,12,16,24,0,0,0,3,9,7,0,0,0,3,9,7,0,0,0,43,60,100,0,0,0,43,60,100,3,0,0,35,39,74,0,0,0,36,42,79,19,0,18,107,46,151,0,0
LGA57840,230,220,450,16922,18261,35185,789,759,1546,17937,19244,37180,113,87,195,11643,11199,22840,17,17,39,11776,11302,23079,15,16,30,567,485,1054,0,3,3,585,503,1091,126,100,228,12213,11682,23894,23,19,42,12366,11807,24172,90,108,195,4511,6288,10801,16,34,50,4613,6435,11048,11,14,28,198,291,491,747,697,1449,958,1005,1964,11.6,16.8,13.9,4.7,4.2,4.4,4.5,9.1,6.8,4.7,4.3,4.5,57.1,45.3,51.2,72.2,64,67.9,2.8,2.9,2.8,68.9,61.3,65,50.4,37.7,44.1,68.8,61.3,64.9,2.7,2.6,2.7,65.7,58.7,62.1,12,19,33,1412,2381,3797,0,3,5,1427,2409,3834,100,65,168,10129,8739,18879,18,15,36,10250,8819,19072,0,4,5,656,612,1269,0,0,0,661,619,1279,7,12,13,2155,1924,4077,7,0,4,2164,1935,4096,0,0,0,547,896,1440,0,0,0,544,904,1446,29,21,49,4910,5456,10360,6,12,19,4942,5488,10431,14,17,33,1568,1876,3443,0,4,4,1581,1899,3483,33,31,63,2207,1247,3460,7,3
LGA57910,868,1030,1896,84916,93005,177924,4432,3852,8281,90216,97883,188101,448,500,943,59509,57519,117025,136,108,246,60091,58127,118218,87,64,157,2810,2650,5455,19,9,25,2916,2723,5637,536,561,1098,62320,60168,122482,148,123,268,63009,60849,123856,303,436,743,21758,31931,53691,132,188,318,22196,32556,54750,27,30,56,838,910,1747,4153,3540,7692,5013,4484,9497,16.7,11.6,14.1,4.5,4.4,4.5,11.3,7.5,9.6,4.6,4.5,4.6,62.1,54.5,57.9,73.4,64.7,68.8,3.4,3.1,3.3,69.8,62.2,65.8,51.7,48.2,49.8,70.1,61.8,65.8,3,2.9,2.9,66.6,59.4,62.8,62,141,201,6312,11185,17495,6,17,21,6381,11335,17717,380,352,733,52500,45807,98311,116,85,198,52999,46248,99242,13,23,39,4160,2887,7050,13,3,18,4186,2916,7100,20,28,43,7068,7069,14135,7,12,16,7096,7103,14198,12,16,31,2111,3825,5932,5,12,15,2128,3855,5980,67,102,174,19436,23609,43040,26,31,59,19535,23738,43268,36,89,125,8736,10287,19024,31,20,53,8801,10398,19199,187,173,357,15543,8284,23830,60,29
LGA57980,47,49,95,6469,7333,13805,342,296,644,6864,7681,14538,35,32,65,4447,4621,9068,12,8,18,4496,4660,9155,0,4,8,190,188,381,0,0,0,198,200,390,32,36,74,4638,4814,9450,12,6,25,4690,4859,9548,10,10,18,1730,2434,4173,13,18,31,1759,2463,4220,0,0,0,97,86,180,312,275,590,410,359,773,5.6,13.2,9.5,4.2,3.9,4.1,0,25,9.5,4.2,4.1,4.1,78.3,79.2,78.7,71.7,65.6,68.5,3.8,2.7,3.3,68.4,63.2,65.7,73.9,68.8,71.3,68.7,63,65.7,3.8,2,3,65.5,60.7,63,7,12,17,682,1086,1764,0,0,3,692,1095,1785,24,25,48,3740,3509,7246,9,9,15,3775,3541,7313,4,0,4,280,307,586,0,0,0,281,310,586,4,3,11,1301,1206,2506,3,0,4,1308,1208,2517,3,0,5,252,456,706,0,0,0,260,454,711,12,15,27,2219,2604,4824,13,7,18,2240,2626,4866,8,0,7,499,692,1185,0,0,0,502,693,1197,4,3,11,499,340,837,5,0
LGA58050,1535,1786,3322,54199,56912,111104,3050,2267,5320,58782,60964,119743,869,789,1660,39170,35548,74713,105,62,166,40146,36400,76545,138,122,258,2067,1998,4061,8,10,18,2207,2131,4335,1007,913,1918,41237,37543,78778,109,74,184,42347,38525,80882,482,836,1318,12379,18721,31098,103,124,234,12963,19682,32644,43,42,88,586,652,1230,2839,2063,4901,3463,2754,6218,13.3,13.4,13.3,5,5.3,5.2,5.5,15.8,9.7,5.2,5.5,5.4,65.7,51,57.8,76.1,66,70.9,3.6,3.4,3.5,72,63.2,67.5,56.9,44.1,50,72.3,62.5,67.2,3.4,2.8,3.1,68.3,59.7,63.9,106,217,326,3347,5787,9136,3,9,12,3457,6019,9471,742,550,1294,35274,29364,64642,94,51,148,36117,29967,66082,29,17,42,2351,1552,3910,9,3,8,2388,1577,3960,8,10,14,1691,2009,3702,0,0,0,1697,2021,3717,10,22,25,626,1302,1932,0,0,0,627,1323,1958,38,92,130,5799,8686,14484,10,9,17,5843,8783,14629,64,128,191,4827,6306,11138,11,10,24,4904,6445,11346,388,345,737,15410,8723,24130,43,21
LGA58190,6,17,23,142,111,250,22,17,41,173,140,315,0,6,6,93,59,160,0,0,0,99,64,161,3,4,4,4,0,11,0,0,0,8,6,14,3,4,11,100,62,162,0,0,0,105,68,169,9,7,14,42,38,80,0,0,0,49,49,94,0,0,0,0,4,5,26,17,37,25,26,44,100,33.3,50,5.9,3.2,4.9,0,0,0,7.7,5.8,6.9,25,42.9,36.4,70.6,58.9,65.6,4.2,0,2.4,59.4,49.6,55.1,0,28.6,18.2,66.4,57,62.4,4.2,0,2.4,54.9,46.8,51.3,0,0,0,5,21,25,0,0,0,4,21,25,0,6,6,92,37,123,0,0,0,92,42,133,0,0,0,8,7,10,0,0,0,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,34,0,0,0,10,24,34,0,0,0,10,11,19,0,0,0,10,11,19,0,0,0,29,14,48,0,0
LGA58260,13,14,27,193,164,358,34,34,68,241,216,455,9,4,16,131,99,231,0,0,4,136,106,242,0,0,0,3,3,6,0,0,0,3,6,10,14,4,16,129,100,231,0,3,5,147,109,254,4,12,14,61,60,120,0,0,0,64,68,138,0,0,0,0,5,5,31,35,66,35,34,69,9.1,0,6.7,3,2.9,3,0,50,33.3,3.5,3.7,3.6,73.3,26.7,50,68,62,65.3,2.9,6.1,4.5,59.3,50.9,55.4,66.7,26.7,46.7,66,60.2,63.3,2.9,3,3,57.2,49.1,53.4,3,4,7,22,25,49,0,0,0,25,33,51,4,0,5,112,72,181,0,0,4,116,70,189,0,0,0,13,6,14,0,0,0,15,6,18,0,0,0,6,5,10,0,0,0,6,5,10,0,0,0,0,8,7,0,0,0,0,8,7,0,0,0,12,16,31,0,0,0,12,18,27,0,0,0,16,13,32,0,0,0,16,17,37,4,0,4,46,26,66,0,0
LGA58330,50,47,96,1748,1696,3444,243,190,432,2044,1931,3977,28,28,54,980,865,1842,9,4,4,1007,895,1904,0,0,0,69,41,109,0,3,3,69,43,120,32,28,57,1048,904,1956,9,7,8,1081,940,2022,18,21,41,668,768,1440,14,7,18,698,791,1495,0,4,3,32,20,51,227,176,402,258,196,459,6.7,0,3.5,6.7,4.5,5.7,0,60,30,6.6,4.7,5.7,57.7,58.7,58.2,60,53.5,56.8,2.1,2.6,2.3,53,48.6,50.9,53.8,58.7,56.1,55.9,51.1,53.5,2.1,1,1.6,49.5,46.3,47.9,3,13,12,102,188,284,0,0,0,106,200,301,23,21,37,861,670,1531,3,0,4,893,690,1579,3,0,3,112,63,187,0,0,0,117,70,190,0,0,0,36,51,86,0,0,0,39,51,84,0,0,0,18,52,73,0,0,0,18,52,76,0,0,0,106,185,290,0,0,0,109,185,293,3,8,9,122,228,354,0,0,0,133,236,363,5,7,17,576,242,821,5,0
LGA58400,3,5,9,118,106,227,14,14,29,137,127,266,0,0,8,68,48,123,5,0,5,75,50,125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,74,51,124,3,0,3,80,50,131,0,4,4,46,55,98,0,0,0,46,59,103,4,0,5,0,7,0,13,14,28,11,19,30,0,0,0,1.4,3.9,2.5,25,0,25,2.6,3.8,3.1,60,20,40,60.2,46.8,53.7,26.7,0,13.8,56.5,40.6,48.9,60,20,40,59.3,45,52.4,20,0,10.3,55.1,39.1,47.4,0,0,0,12,14,31,0,0,0,12,14,31,0,0,8,64,34,93,5,0,5,67,31,95,0,0,0,11,0,9,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,3,4,7,0,0,0,3,4,7,0,0,0,9,7,12,0,0,0,9,7,12,3,0,3,33,13,41,0,0
LGA58470,36,26,62,34,30,59,6,0,9,76,55,129,7,9,15,23,22,46,0,0,0,27,28,56,0,0,0,0,0,0,0,0,0,4,0,4,12,9,17,19,26,47,0,0,0,29,29,67,24,24,46,7,0,10,0,0,0,29,21,52,5,0,5,0,0,0,6,0,9,11,0,11,25,0,17.6,4.8,8,6.5,0,0,0,12.1,6.7,9.5,33.3,19.2,27.4,67.7,92.6,79.3,0,0,0,45.8,53.6,49.2,25,19.2,22.6,64.5,85.2,74.1,0,0,0,40.3,50,44.5,8,4,9,3,8,15,0,0,0,10,12,23,4,0,3,14,16,30,0,0,0,15,14,36,0,0,0,0,4,5,0,0,0,0,4,5,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,9,13,0,0,0,0,5,3,0,0,0,0,5,3,7,0,7,11,3,17,0,0
LGA58510,263,256,522,14567,14912,29479,975,754,1732,15803,15928,31730,134,118,251,10491,9632,20124,17,19,41,10642,9766,20410,20,23,43,549,465,1018,0,0,0,572,492,1066,155,137,292,11038,10102,21139,22,18,40,11214,10262,21469,94,106,196,3196,4411,7608,28,31,53,3313,4547,7859,17,13,30,332,407,735,929,708,1635,1275,1125,2397,13.7,15.7,14.7,5,4.6,4.8,4.8,5.6,5.1,5.1,4.8,4.9,58.2,54.5,56.3,75.8,67.7,71.7,2.2,2.4,2.3,71,64.4,67.7,50.2,45.9,48.1,72,64.6,68.3,2.1,2.3,2.1,67.3,61.3,64.3,19,22,47,1340,2109,3450,0,4,9,1362,2137,3500,111,93,202,9048,7453,16501,20,11,31,9173,7552,16729,0,3,4,582,414,996,0,5,0,588,419,1003,10,10,18,1409,1502,2916,3,0,3,1427,1514,2939,0,3,7,389,624,1017,0,0,0,391,636,1025,19,32,57,3532,4107,7639,4,5,15,3556,4145,7710,19,22,39,1416,1563,2984,4,3,9,1438,1590,3030,53,43,95,2482,1354,3833,7,4
LGA58540,14,8,20,301,267,568,43,37,79,356,314,670,9,0,13,217,179,403,3,0,3,233,184,412,0,0,0,9,0,13,0,0,0,9,0,13,9,0,13,228,186,414,3,0,3,239,189,424,3,3,7,71,83,157,0,0,0,77,93,165,0,0,0,3,4,3,36,33,72,42,39,79,0,0,0,3.1,2.2,2.7,0,0,0,2.9,2.1,2.6,72.7,20,47.6,74.6,68.8,71.9,9.5,0,5.2,66.9,59.6,63.4,72.7,20,47.6,72.3,67.3,69.9,9.5,0,5.2,64.9,58.3,61.8,6,0,3,12,31,38,0,0,0,7,33,42,8,0,5,206,149,359,3,0,3,214,149,370,0,0,0,23,13,39,0,0,0,26,13,38,0,0,0,5,4,7,0,0,0,5,4,7,0,0,0,3,6,9,0,0,0,3,6,9,0,0,0,15,37,53,0,0,0,15,37,53,0,0,0,9,30,49,0,0,0,9,36,47,0,0,4,64,30,93,3,0
LGA58570,122,139,255,14518,14922,29443,909,681,1591,15548,15743,31291,79,87,168,11123,10689,21815,14,15,27,11223,10789,22010,8,10,20,467,411,879,0,0,0,483,419,899,92,100,186,11596,11099,22695,18,15,28,11707,11210,22915,27,38,63,2789,3711,6495,17,13,28,2825,3760,6588,3,0,8,133,117,251,878,659,1535,1019,774,1790,11,11.5,11.2,4.1,3.7,3.9,7.1,0,3.3,4.1,3.7,3.9,75.8,70.6,73,79.9,74.4,77.1,1.5,2.3,1.9,75.3,71.2,73.2,67.5,62.5,64.8,76.6,71.6,74.1,1.4,2.3,1.8,72.2,68.5,70.3,14,19,34,1577,2409,3987,6,0,6,1595,2431,4025,68,61,128,9458,8214,17668,11,18,24,9531,8297,17827,5,4,7,693,638,1334,3,0,6,700,642,1342,5,13,20,1716,1793,3511,3,0,5,1726,1807,3529,5,6,10,566,848,1416,0,3,0,566,856,1424,23,20,46,4478,4975,9458,4,9,11,4507,5005,9510,13,20,30,1379,1506,2890,4,4,8,1395,1532,2922,23,20,45,1991,1047,3038,4,0
LGA58610,21,13,32,633,646,1275,81,85,167,732,743,1479,7,0,11,362,355,714,3,4,7,377,362,734,0,4,7,19,11,31,0,0,0,23,19,40,8,7,18,383,364,747,3,4,7,399,374,768,14,8,17,238,274,522,7,4,9,257,290,547,0,0,0,5,6,10,75,75,149,77,85,164,20,71.4,41.2,5.2,2.8,4,0,0,0,5.5,4,4.8,50,53.8,51.5,60.7,56.1,58.4,6,4.7,5.3,54.2,50.1,52.2,40,15.4,30.3,57.5,54.6,56,6,4.7,5.3,51.2,48.1,49.7,0,0,0,33,80,106,0,0,0,33,80,110,7,0,11,323,274,597,0,4,6,336,274,613,0,0,0,42,20,59,0,0,3,42,19,64,0,0,0,9,9,13,0,0,0,9,9,13,0,0,0,3,17,13,0,0,0,3,17,13,0,0,0,34,86,118,0,0,0,37,83,117,0,0,0,29,42,67,0,0,0,32,42,70,3,0,3,155,83,238,0,0
