LGA_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
LGA55600,10,41,9,47,0,0,7,120,5,32,12,59,4,7,13,135,6,23,23,55,0,0,10,119,7,25,22,54,0,9,47,158,42,161,81,302,18,25,80,706,0,0,0,0,0,0,15,15,0,0,0,0,0,0,17,17,0,0,0,0,0,0,29,33,0,0,0,0,0,0,21,24,0,0,0,0,0,0,29,38,0,0,0,0,0,0,32,31,0,0,0,0,0,0,46,46,0,0,0,3,0,0,194,199,0,0,0,5,0,0,20,30,0,8,0,19,10,0,16,56,9,27,3,66,5,8,37,158,10,41,13,50,7,0,33,159,5,32,15,62,3,7,49,186,6,23,29,56,4,0,47,167,7,25,21,57,3,9,96,215,42,161,82,326,32,25,306,970
LGA55670,3,10,0,10,3,0,0,29,6,3,3,17,6,0,3,33,0,4,12,19,0,0,0,31,3,3,4,17,0,3,14,44,17,35,20,83,10,8,24,194,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,9,9,0,0,0,0,0,0,35,33,0,0,0,0,0,0,83,85,0,0,0,0,0,0,26,21,0,4,0,7,0,0,8,13,3,7,0,20,0,0,9,48,3,10,0,12,3,0,10,38,6,3,3,16,6,0,12,45,0,6,12,18,0,0,12,46,3,8,4,17,0,3,54,85,17,37,20,86,10,12,124,303
LGA55740,324,454,89,75,8,9,24,981,315,484,136,89,3,19,36,1077,245,351,115,93,3,12,35,850,230,425,212,136,11,49,140,1207,1327,2281,654,545,40,92,278,5225,0,0,0,0,0,0,11,11,0,0,0,0,0,0,21,21,0,0,0,0,0,0,63,63,0,0,0,0,0,0,50,50,0,3,0,0,0,0,49,55,0,8,0,0,0,0,57,63,0,5,0,0,0,0,83,88,0,9,0,0,0,0,338,352,0,0,0,27,4,0,24,60,19,136,33,40,7,8,35,279,196,431,70,87,3,5,87,883,322,464,89,81,8,9,76,1039,316,487,135,88,3,19,87,1138,246,356,117,93,3,12,93,916,231,425,212,136,11,53,226,1292,1336,2299,658,551,43,99,621,5604
LGA55810,0,8,6,9,0,0,7,29,5,3,0,8,0,0,3,23,0,11,4,17,0,0,0,36,0,0,3,16,4,0,5,33,10,28,17,59,12,4,21,148,0,0,0,0,0,0,12,12,0,0,0,0,0,0,13,13,0,0,0,0,0,0,37,37,0,0,0,0,0,0,50,50,0,0,0,0,0,0,58,54,0,0,0,0,0,0,40,40,0,0,0,0,0,0,32,32,0,0,0,0,0,0,239,245,0,0,0,0,0,0,12,12,0,3,0,3,3,0,13,22,0,0,6,11,6,0,39,54,6,8,5,12,0,0,56,85,5,3,5,8,0,0,59,81,0,10,4,17,0,0,44,77,0,0,3,16,4,0,38,66,7,24,23,68,12,4,268,404
LGA55880,0,10,0,12,0,0,0,32,4,7,3,10,0,9,5,34,3,7,9,11,0,0,0,19,0,3,0,9,0,6,3,19,10,30,16,61,9,9,9,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,11,0,8,0,14,3,0,4,25,0,10,0,12,0,0,9,37,4,7,3,14,0,9,14,44,3,7,9,11,0,0,12,36,0,3,3,9,0,6,3,21,10,30,18,67,9,9,42,181
LGA55950,4,12,0,15,0,0,4,39,0,6,9,12,3,0,4,32,0,6,11,8,0,0,0,29,3,5,4,3,0,0,9,26,12,37,22,77,3,3,17,170,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,13,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,38,44,0,0,0,3,0,0,10,16,0,0,0,9,0,0,0,10,0,5,0,20,0,0,11,43,4,12,0,15,0,0,10,40,0,6,9,12,3,0,10,39,0,6,11,12,0,0,3,38,3,3,4,3,0,0,18,37,12,39,22,77,6,3,57,223
LGA56090,406,930,515,1111,56,87,120,3226,474,978,644,1235,64,115,131,3645,436,688,668,1231,37,159,187,3403,381,847,850,1246,58,205,574,4166,1934,4267,3091,6539,481,644,1176,18120,0,0,0,0,0,0,67,67,0,0,0,0,0,0,51,52,0,0,0,6,0,0,186,198,0,0,0,0,0,0,212,222,0,6,3,7,0,0,216,226,0,0,5,8,0,0,230,242,0,3,0,9,0,0,272,289,6,14,9,29,0,0,1243,1298,0,0,11,161,106,12,106,395,19,182,109,419,88,22,86,927,215,664,314,1204,86,41,282,2799,413,938,518,1140,62,90,336,3504,478,995,662,1256,68,116,352,3932,434,696,682,1250,37,157,421,3681,383,854,858,1261,60,205,854,4479,1945,4324,3156,6695,498,651,2444,19721
LGA56160,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,3,6,8,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,8,0,0,0,7,0,0,6,11,0,0,3,5,0,0,4,13,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,6,3,6,11,0,3,8,36
LGA56230,64,161,173,633,35,50,67,1183,61,179,227,601,30,60,61,1211,59,126,219,622,32,50,92,1193,78,208,290,665,33,85,429,1792,308,874,1062,3413,296,286,745,6983,0,0,0,4,0,0,69,71,0,0,0,0,0,0,56,57,0,0,0,0,0,0,128,124,0,0,0,4,0,0,162,172,0,0,3,9,0,0,159,169,0,0,0,0,0,0,143,148,0,3,3,3,0,0,204,214,0,5,11,21,0,0,925,968,0,0,9,95,57,9,103,267,4,46,26,223,69,12,70,452,44,159,127,603,46,25,186,1187,64,164,178,654,40,52,233,1384,61,179,232,617,30,57,229,1404,57,123,222,637,32,56,236,1370,84,220,293,676,33,93,634,2023,313,886,1096,3500,306,298,1689,8084
LGA56300,11,23,21,43,4,0,9,104,17,21,9,30,4,0,0,81,14,24,24,59,0,5,20,144,22,42,59,74,0,11,43,253,64,119,116,234,20,19,71,651,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,24,24,0,0,0,0,0,0,27,27,0,0,0,0,0,0,19,19,0,0,0,6,0,0,51,50,0,0,0,6,0,0,148,150,0,0,0,0,5,0,10,20,0,0,0,5,0,0,0,5,5,9,9,26,3,0,16,65,11,21,16,44,4,0,31,135,17,23,9,31,4,0,28,112,16,30,24,61,0,5,42,175,22,42,61,77,0,11,90,311,64,123,127,246,14,22,222,821
LGA56370,0,17,0,17,0,0,8,40,6,6,4,14,3,4,0,29,5,6,11,10,3,0,9,36,0,9,12,9,0,0,15,45,14,55,34,66,6,4,26,210,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,13,13,0,0,0,0,0,0,11,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,20,20,0,0,0,0,0,0,35,35,0,0,0,0,0,0,99,99,0,0,0,0,0,0,4,5,0,0,0,11,0,0,4,15,8,12,8,19,0,0,18,58,0,17,0,17,0,0,9,47,6,6,4,14,3,4,14,50,5,6,11,10,3,0,26,56,0,9,12,9,0,0,47,81,14,55,34,73,8,4,124,310
LGA56460,15,75,47,115,5,9,22,290,25,60,56,113,9,10,29,301,26,71,59,118,8,10,16,309,19,65,68,131,0,12,143,439,112,390,277,687,64,51,248,1827,0,0,0,0,0,0,31,31,0,0,0,0,0,0,29,29,0,0,0,3,0,0,53,54,0,0,0,0,0,0,57,57,0,0,0,0,0,0,52,53,0,0,0,0,0,0,40,47,0,0,0,0,0,0,73,73,0,0,0,10,0,0,333,339,0,0,0,23,12,0,44,77,6,32,13,49,20,0,35,149,23,91,38,155,15,3,66,394,15,83,47,125,5,9,80,357,25,63,55,114,9,10,84,365,26,72,58,121,8,10,68,367,19,65,68,134,0,12,214,511,112,395,277,720,67,51,590,2218
LGA56580,740,1087,152,125,8,20,72,2202,979,1335,256,126,4,34,52,2786,783,1004,312,129,10,38,61,2335,882,1366,545,185,14,104,265,3356,3865,6160,1384,810,86,211,522,13038,0,0,0,0,0,0,28,28,0,0,0,0,0,0,22,21,0,3,0,0,0,0,62,66,0,4,0,0,0,0,56,62,0,0,0,0,0,0,67,70,0,6,0,0,0,0,69,71,0,8,3,0,0,3,203,224,3,28,4,4,0,3,512,543,0,0,5,42,19,4,50,125,49,525,35,63,15,4,36,728,428,862,83,145,11,8,107,1643,741,1091,152,127,8,20,124,2260,984,1339,259,128,4,34,125,2866,780,1012,316,128,10,38,125,2411,885,1372,545,188,14,106,468,3574,3875,6200,1393,818,86,214,1032,13617
LGA56620,8,13,0,9,0,0,0,23,5,10,0,3,0,0,0,15,5,5,7,4,0,0,3,25,0,0,4,0,0,0,0,4,13,50,10,18,0,0,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,13,13,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,13,0,0,0,0,0,0,22,22,0,0,0,0,0,0,4,4,0,0,0,0,0,0,71,71,0,0,0,0,0,0,20,20,0,0,0,0,0,0,12,22,0,15,3,7,0,0,33,54,8,13,3,18,3,5,17,56,5,10,0,5,4,0,29,54,5,8,9,4,0,5,29,58,0,0,4,7,0,0,9,14,11,50,12,39,12,12,140,272
LGA56730,60,128,94,277,23,21,122,727,47,115,113,334,29,27,96,761,58,106,136,310,23,30,74,738,51,122,135,327,19,49,230,929,259,587,561,1678,194,153,733,4166,0,0,0,0,0,0,56,56,0,0,0,0,0,0,60,60,0,0,0,0,0,0,94,94,0,0,0,7,0,0,136,146,0,0,0,0,0,0,133,137,0,0,0,0,0,0,137,137,0,4,0,0,0,0,171,176,0,3,5,9,0,0,785,801,0,0,0,28,36,3,82,154,5,23,15,117,38,3,95,298,39,102,61,304,37,20,250,812,65,128,100,287,24,21,267,892,47,120,120,337,31,27,236,920,59,108,138,322,20,37,221,910,49,124,138,333,19,49,409,1118,262,600,578,1731,209,155,1557,5101
LGA56790,11,29,20,69,10,3,8,149,12,38,32,84,9,4,16,202,19,36,40,114,4,5,17,239,14,41,48,158,6,14,49,336,65,178,158,509,32,31,109,1080,0,0,0,0,0,0,13,13,0,0,0,0,0,0,14,14,0,0,0,0,0,0,38,39,0,0,0,0,0,0,46,51,0,0,0,0,0,0,49,53,0,0,0,0,0,0,67,69,0,0,0,0,0,0,111,115,0,4,0,0,0,0,338,349,0,0,0,3,3,0,20,29,0,3,0,21,0,0,23,50,5,27,12,67,4,0,40,156,11,32,21,75,10,3,59,205,12,38,32,86,9,3,69,258,19,36,40,120,3,5,88,318,14,41,53,161,6,18,164,457,65,187,168,535,30,34,459,1473
LGA56860,0,0,0,3,0,0,0,10,0,5,4,4,0,0,0,12,0,4,4,3,0,0,3,19,0,0,0,0,0,3,3,11,4,8,11,30,4,3,8,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,13,0,0,0,0,0,0,5,5,0,0,0,0,0,0,19,19,0,0,0,0,0,0,42,44,0,0,0,5,0,0,7,9,0,0,0,3,0,0,7,7,0,0,0,3,0,0,3,14,0,0,0,3,0,0,6,15,0,5,4,4,0,0,15,26,0,4,4,3,0,0,10,28,0,0,0,0,0,3,16,30,4,8,13,29,4,3,56,118
LGA56930,28,57,13,3,0,0,5,101,51,108,12,3,0,0,3,182,42,88,25,7,0,10,6,176,43,107,37,18,5,5,10,224,191,439,101,50,6,12,36,834,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,8,0,0,0,0,0,0,16,16,0,0,0,0,0,0,43,45,0,0,0,4,3,0,5,12,0,32,4,7,0,0,3,45,30,50,11,5,0,0,7,98,28,57,13,3,0,0,10,106,49,108,12,3,0,0,12,187,41,90,25,7,0,10,12,184,43,107,39,18,5,5,31,244,193,439,101,50,6,12,81,881
LGA57000,6,11,7,15,0,0,3,36,5,7,11,14,0,0,0,40,3,6,11,14,0,0,0,37,0,0,3,9,0,0,7,19,19,31,28,74,4,3,15,178,0,0,0,0,0,0,13,13,0,0,0,0,0,0,10,10,0,0,0,0,0,0,20,20,0,0,0,0,0,0,38,38,0,0,0,0,0,0,27,27,0,0,0,0,0,0,37,37,0,0,0,0,0,0,17,17,0,0,0,0,0,0,162,162,0,0,0,3,3,0,13,15,0,0,0,8,0,0,10,22,6,4,0,13,0,0,21,53,6,11,7,19,0,0,41,75,5,7,11,17,0,0,27,66,3,6,11,21,0,0,38,73,0,0,3,9,0,0,30,37,19,31,28,79,4,3,181,347
LGA57080,1202,1658,440,339,23,40,139,3847,503,708,270,278,16,39,78,1890,395,567,306,261,15,43,73,1655,378,609,334,221,15,58,198,1803,4519,7797,2353,2060,252,259,801,18042,0,0,0,0,0,0,98,95,0,0,0,0,0,0,344,339,0,0,3,0,0,0,760,770,0,0,0,4,0,0,463,472,0,0,0,3,0,0,291,295,0,0,0,0,0,0,220,225,0,0,3,0,0,0,227,232,0,3,13,11,0,3,2402,2426,0,3,19,103,84,6,114,338,133,1026,334,281,59,23,427,2283,1920,3257,658,628,65,51,968,7547,1208,1669,445,343,29,45,609,4343,507,709,281,287,16,43,368,2202,397,568,306,267,16,43,297,1897,378,608,334,220,15,56,429,2041,4545,7836,2384,2134,269,267,3213,20650
LGA57140,0,20,9,15,0,3,0,54,0,8,10,22,3,0,8,51,4,9,15,27,3,7,5,74,4,14,16,32,6,3,21,99,18,56,60,144,19,16,36,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,8,0,0,0,0,0,0,3,4,0,0,0,0,0,0,14,14,0,0,0,0,0,0,4,4,0,0,0,0,0,0,11,11,0,0,3,0,0,0,45,48,0,0,0,0,0,0,0,8,0,6,0,14,3,0,8,27,0,8,9,18,3,6,6,56,0,20,9,22,0,3,5,62,0,8,12,22,3,0,18,64,4,9,15,31,3,6,12,85,4,14,16,32,6,3,43,117,18,64,64,153,15,19,89,416
LGA57210,27,74,43,121,18,10,19,312,24,86,77,161,15,10,25,403,35,68,97,159,18,28,33,435,37,103,117,163,12,25,130,579,122,402,361,801,100,79,232,2096,0,0,0,0,0,0,26,26,0,0,0,0,0,0,19,18,0,0,0,0,0,0,34,38,0,0,0,3,0,0,56,63,0,3,5,5,0,0,71,79,0,0,0,5,0,0,75,78,0,0,0,0,0,0,89,89,0,3,5,10,0,0,369,389,0,0,0,23,22,4,40,84,0,9,3,69,13,0,16,122,8,54,22,120,18,7,46,274,27,78,42,132,18,8,79,384,24,93,84,169,15,17,99,485,35,74,98,161,18,28,105,514,39,105,117,164,12,25,224,683,127,414,371,832,104,83,610,2541
LGA57280,125,371,257,698,37,37,54,1583,68,146,165,445,16,33,48,922,53,82,124,324,3,22,42,654,13,23,31,96,0,8,32,199,382,1059,791,2440,165,151,281,5271,0,0,0,0,0,0,108,108,0,0,0,0,0,0,141,139,0,0,0,5,0,0,452,458,0,0,3,3,0,0,394,402,0,0,0,0,0,0,316,323,0,0,0,3,0,0,251,256,0,0,0,0,0,0,85,84,0,0,3,12,0,0,1742,1763,0,0,0,34,35,3,139,221,7,58,19,164,46,12,173,483,115,398,218,864,70,38,553,2261,127,378,283,800,54,41,479,2165,71,155,182,507,23,40,401,1379,63,97,134,357,8,28,318,1009,15,29,42,104,3,7,137,335,399,1112,879,2837,250,168,2199,7840
LGA57350,5,15,5,10,0,0,0,27,3,4,14,21,5,0,4,48,0,11,8,18,6,7,0,55,3,11,10,38,0,7,25,92,16,54,41,104,9,12,31,269,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,24,24,0,0,0,0,0,0,18,18,0,0,0,0,0,0,46,46,0,0,0,0,0,0,38,38,0,0,0,0,0,0,66,70,0,0,0,0,0,0,198,200,0,0,0,3,0,0,9,9,0,0,0,0,0,0,8,16,0,7,3,18,3,0,23,59,5,15,5,8,0,0,16,48,3,4,14,15,5,0,45,88,0,11,10,22,6,3,45,99,3,11,10,39,0,7,85,157,16,51,41,116,12,14,234,480
LGA57420,14,39,16,59,0,5,10,148,6,23,28,64,3,5,11,148,3,17,25,56,3,10,16,132,10,22,29,41,0,9,39,146,46,164,130,315,23,27,88,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,26,26,0,0,0,0,0,0,22,22,0,0,0,0,0,0,33,36,0,0,0,0,0,0,32,32,0,0,0,0,0,0,18,18,0,0,0,0,0,0,144,146,0,0,0,3,4,0,9,10,0,4,5,19,5,0,13,51,9,59,23,79,8,4,34,221,14,44,20,63,0,5,28,173,5,26,36,66,4,5,44,185,3,22,25,59,0,10,48,169,10,24,29,43,0,9,63,169,46,173,133,329,26,27,239,972
LGA57490,1000,2576,2323,5158,261,354,501,12173,864,2011,2392,4799,210,417,517,11218,605,1169,1829,3890,179,397,556,8626,417,1045,1353,3255,124,458,1646,8310,3585,9531,10112,25544,2170,2034,3988,56969,0,0,0,0,0,0,339,342,0,3,0,6,0,0,546,558,0,0,0,14,0,0,1203,1217,0,4,4,11,0,0,1088,1117,4,0,4,19,0,0,917,948,0,0,3,21,0,0,673,701,0,0,9,17,0,6,739,777,9,9,25,91,5,8,5502,5655,4,0,58,713,478,59,515,1834,62,577,470,2039,481,115,743,4497,648,2179,1751,6003,500,248,1630,12955,1007,2602,2360,5289,275,370,1609,13512,880,2034,2427,4914,222,421,1453,12339,609,1184,1849,3950,184,394,1246,9423,420,1056,1372,3294,124,465,2409,9152,3629,9644,10281,26213,2265,2072,9617,63713
LGA57630,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,9,0,0,0,8,0,0,0,8,0,3,0,9,0,0,4,10,0,9,4,17,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,13,13,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,5,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,12,13,0,3,0,0,0,0,5,12,0,0,0,3,0,0,8,10,0,0,0,8,0,0,8,18,0,3,0,9,0,0,8,17,0,9,4,17,0,0,43,76
LGA57700,281,673,579,1321,66,78,142,3138,180,407,481,1017,46,114,122,2363,133,268,383,780,36,91,110,1792,73,210,255,581,20,82,194,1410,861,2291,2294,6030,421,465,759,13121,0,0,0,4,0,0,58,61,0,0,3,6,0,0,71,78,0,0,0,0,0,0,208,211,0,0,0,5,0,0,206,207,0,0,4,3,0,0,190,202,0,0,0,4,0,0,140,148,0,0,5,8,0,3,127,137,0,0,11,31,0,0,1001,1050,0,0,18,170,96,20,93,403,15,113,95,524,89,30,112,984,180,628,503,1707,91,61,328,3496,281,686,593,1359,67,80,348,3415,179,407,487,1040,47,116,318,2600,133,272,384,796,36,91,252,1957,73,211,259,592,20,78,318,1555,870,2317,2338,6192,446,476,1771,14409
LGA57770,11,23,13,30,0,0,3,77,8,10,11,27,3,0,9,63,0,12,12,31,4,5,0,67,9,11,17,30,0,0,11,78,33,100,74,151,15,10,30,414,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,17,17,0,0,0,0,0,0,19,19,0,0,0,0,0,0,19,19,0,0,0,3,0,0,24,22,0,0,0,0,0,0,33,34,0,0,0,3,0,0,118,123,0,0,0,7,0,0,9,14,3,8,0,8,3,0,9,31,11,40,24,29,0,0,24,123,11,23,13,34,0,0,27,110,8,10,16,32,3,0,23,87,3,12,12,35,4,5,28,96,9,11,17,34,0,3,39,108,36,100,79,170,15,9,160,567
LGA57840,1352,2241,521,545,37,50,146,4887,1053,1757,589,511,33,79,124,4135,848,1360,656,560,36,107,172,3742,809,1435,988,684,44,218,880,5066,5521,10360,3443,3460,340,524,1558,25206,0,0,0,0,0,0,46,46,0,0,0,0,0,0,124,128,0,0,0,3,0,0,318,323,0,3,0,0,0,0,203,208,0,4,0,0,0,0,200,208,0,3,0,3,0,0,200,202,3,8,3,0,0,0,377,390,5,19,4,6,0,0,1472,1511,0,0,19,135,69,7,95,328,127,891,227,368,80,12,202,1904,1335,2706,463,707,52,46,463,5776,1354,2253,524,549,31,52,350,5124,1057,1763,599,519,33,79,333,4378,861,1373,659,565,36,107,376,3971,819,1438,1000,688,44,218,1269,5476,5545,10431,3483,3526,352,530,3088,26957
LGA57910,5780,11189,3987,4520,306,458,957,27195,3765,7161,3473,3788,239,645,791,19869,2478,4586,2913,3555,201,605,797,15133,2104,4808,3767,4171,243,910,2856,18866,20072,43040,19024,23830,2081,3148,6941,118130,0,0,0,0,0,0,334,339,0,0,0,0,0,0,555,558,6,8,3,9,0,4,1910,1944,9,12,11,15,3,0,1621,1674,5,7,14,12,0,0,1094,1135,5,9,8,16,0,0,823,861,6,19,11,32,0,3,1417,1480,35,59,53,84,6,8,7749,7996,3,14,80,605,314,63,473,1549,384,2787,1048,1871,424,132,899,7554,5578,12582,3808,5507,393,346,3005,31219,5816,11238,4025,4600,314,466,2598,29054,3789,7200,3511,3853,243,658,1900,21157,2492,4606,2943,3605,203,616,1636,16108,2120,4836,3790,4217,243,914,4283,20418,20181,43268,19199,24273,2144,3194,14793,127047
