LGA_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
LGA53920,1354,1417,2774,262,232,495,166,136,304,1788,1789,3574,143,130,281,12,3,13,14,3,18,169,140,306,280,247,525,13,10,16,18,21,36,311,275,583,288,280,566,19,33,47,12,15,29,322,330,648,386,436,822,99,97,198,38,43,84,526,576,1107,199,244,443,97,72,170,61,34,91,356,349,700,60,78,137,30,24,60,14,19,38,107,122,234,1284,1349,2634,241,210,457,144,115,256,1668,1675,3348,15,19,39,5,6,9,12,10,22,29,37,65,0,0,3,48,41,93,10,0,13,60,46,100,5,0,4,76,97,174,12,16,25,91,116,203,8,5,6,70,75,151,13,6,13,89,86,170,0,0,0,29,29,53,6,10,10,36,33,66,37,39,78,322,257,582,100,70,172,469,362,832,0,0,0,9,5,14,4,0,7,17,3,19,10,4,14,19,14,27,5,3,9,30,26,51,0,0,0,6,9,11,0,0
LGA53990,410,408,815,13097,13304,26403,775,576,1354,14285,14286,28567,41,52,91,861,707,1563,33,29,62,937,783,1723,115,92,208,2030,1854,3880,87,68,160,2234,2016,4247,85,75,163,1459,1394,2851,78,57,141,1620,1526,3146,97,99,192,3120,3342,6463,199,137,337,3422,3573,6993,58,74,136,3368,3624,6988,261,149,410,3690,3846,7530,14,19,29,2269,2383,4648,112,138,246,2393,2540,4929,388,382,773,12192,12656,24849,465,456,928,13050,13495,26543,0,0,0,33,26,56,5,0,5,35,26,62,0,0,0,3,3,13,0,0,0,3,3,13,0,0,0,9,13,20,0,0,0,9,13,20,0,0,0,13,8,20,0,0,0,13,8,20,0,0,0,5,6,10,0,0,0,5,5,11,13,19,32,414,310,730,70,24,99,510,356,862,0,0,0,8,6,10,0,0,0,10,9,11,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
LGA54060,64,81,146,1554,1595,3146,215,175,387,1831,1851,3680,7,6,19,54,50,103,5,5,12,63,65,127,15,14,29,172,178,355,21,19,48,208,214,424,11,15,30,140,104,248,18,14,27,170,132,308,13,13,28,213,262,477,44,37,82,271,316,583,11,25,32,471,495,965,73,53,122,556,569,1122,9,7,13,512,499,1010,49,43,98,567,552,1121,56,76,130,1390,1467,2854,166,142,306,1613,1685,3300,0,0,0,13,7,19,0,0,0,10,7,17,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,5,4,8,0,0,0,8,4,13,0,0,0,5,4,10,0,0,0,3,7,11,5,0,3,9,8,11,0,5,5,229,184,404,85,40,125,309,229,535,0,0,0,4,0,10,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,27,12,39,543,480,1024,50,48,97,621,541,1160,3,3,5,54,29,85,3,4,4,56,35,92,4,3,8,64,70,132,12,5,20,81,78,160,4,0,4,44,30,76,6,3,12,56,32,90,5,3,8,125,141,264,10,10,18,143,151,294,5,0,5,154,139,298,16,19,34,175,157,337,0,0,8,99,77,177,5,4,16,108,80,189,22,9,33,482,430,914,41,42,86,542,485,1030,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,5,0,5,51,37,92,6,3,13,60,45,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA54170,706,681,1386,75882,78221,154104,2613,1904,4517,79198,80810,160003,75,73,141,4255,3997,8259,68,72,137,4395,4145,8538,167,176,343,10612,9953,20567,201,197,401,10978,10332,21309,119,104,228,9783,8843,18624,253,194,451,10156,9139,19300,174,172,346,17513,18499,36010,796,474,1269,18478,19145,37619,121,115,242,20610,22320,42926,869,473,1341,21606,22907,44508,39,39,79,13116,14614,27730,430,495,924,13589,15142,28726,654,650,1306,72487,75852,148339,1357,1430,2784,74500,77934,152432,0,0,0,78,86,161,0,0,0,78,85,167,0,0,0,19,27,48,0,3,7,23,29,54,0,3,5,46,52,95,3,3,3,49,59,108,0,0,0,20,23,36,0,0,5,16,20,41,0,0,0,4,5,7,0,0,0,0,5,5,50,37,85,1301,1285,2587,219,224,443,1569,1540,3112,0,0,0,3,11,18,0,0,0,3,13,17,0,0,0,0,9,12,0,0,0,0,9,12,0,0,0,0,7,11,0,0
LGA54200,663,688,1350,27228,28031,55263,1216,938,2152,29108,29654,58762,64,77,141,1637,1460,3100,49,29,77,1755,1562,3318,192,153,344,3796,3649,7445,137,111,248,4125,3917,8038,134,136,266,3297,2984,6281,127,97,222,3553,3217,6770,156,163,322,6500,6938,13440,383,273,659,7044,7381,14421,92,122,214,6988,7303,14293,369,229,596,7449,7649,15105,24,34,58,4999,5695,10701,161,189,352,5181,5924,11107,618,664,1281,25950,27144,53102,726,730,1456,27304,28535,55838,0,0,0,38,34,73,3,0,3,41,34,75,0,0,0,9,6,12,0,0,0,8,6,12,0,0,0,10,6,18,6,0,6,17,6,24,0,0,0,13,3,18,5,0,3,15,7,22,0,0,0,8,3,15,0,0,0,7,3,14,42,39,82,550,516,1061,25,14,38,614,573,1188,0,0,0,0,6,6,0,0,0,0,10,10,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA54280,1205,1037,2244,12728,11674,24408,1510,1155,2661,15441,13864,29306,135,113,247,935,895,1833,87,67,148,1160,1077,2233,256,222,476,1743,1662,3404,203,175,376,2203,2061,4259,204,167,373,1547,1383,2931,163,147,309,1915,1691,3610,355,263,619,3968,3766,7734,479,389,864,4793,4419,9217,211,197,408,3349,2903,6249,411,262,676,3968,3368,7336,47,69,115,1192,1064,2254,168,117,285,1402,1249,2658,1120,947,2065,12080,11164,23246,1277,1039,2317,14477,13151,27631,9,9,12,24,17,40,4,0,4,34,24,58,0,0,0,27,17,39,12,12,26,45,23,64,0,0,0,38,24,60,32,19,53,71,44,116,0,0,0,45,22,65,17,11,30,66,26,97,0,0,4,24,15,43,18,16,32,44,35,79,114,95,214,1045,471,1513,570,187,759,1734,757,2487,0,0,0,12,7,16,8,4,12,20,14,28,0,0,0,5,5,18,4,0,4,11,5,19,0,0,0,0,0,0,0,0
LGA54310,1394,1205,2594,8610,7540,16152,2034,1422,3455,12032,10166,22199,133,131,269,750,648,1402,126,80,208,1010,863,1873,277,251,528,1388,1327,2710,271,263,530,1932,1840,3765,265,194,456,834,696,1536,216,155,372,1321,1048,2369,445,354,797,3219,3025,6249,845,575,1420,4508,3954,8467,225,223,446,2120,1625,3750,497,308,806,2850,2160,5006,41,54,98,295,213,510,76,35,112,415,306,721,1313,1106,2413,8183,7156,15339,1904,1340,3249,11402,9603,21002,8,5,17,11,8,20,0,0,5,28,14,41,10,6,13,91,50,142,50,5,47,146,56,200,3,0,3,118,90,211,48,22,66,170,109,280,8,3,11,159,67,224,120,20,140,287,88,372,0,0,5,72,43,115,39,10,55,119,52,166,67,55,123,2216,895,3106,1791,378,2167,4072,1331,5400,0,0,0,13,8,22,6,7,10,17,14,37,3,0,3,13,3,18,8,0,8,28,3,26,0,0,0,0,0,0,0,0
LGA54340,171,186,356,1712,1608,3316,198,180,380,2085,1970,4057,24,14,44,110,95,205,15,17,32,147,132,276,29,31,64,196,180,374,31,35,60,266,243,508,36,39,75,193,185,379,28,23,54,256,247,503,35,38,77,440,384,822,64,46,111,538,471,1010,29,36,68,450,407,858,47,30,75,525,476,1004,13,19,33,323,357,679,21,30,50,357,398,757,168,178,346,1616,1529,3145,180,174,357,1959,1882,3838,0,0,0,13,8,15,0,0,0,15,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,70,64,134,32,13,42,103,83,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54410,50,35,85,462,462,926,73,61,136,584,554,1138,4,0,7,26,20,39,0,0,4,29,23,51,7,4,9,42,33,77,5,3,10,52,42,97,9,8,13,39,47,86,4,7,12,57,54,109,9,3,13,93,93,180,11,6,18,116,100,215,9,16,25,139,139,284,29,21,49,180,176,357,10,5,16,124,134,261,15,18,29,148,161,308,43,29,75,431,429,866,63,50,116,539,512,1050,0,0,0,0,4,5,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,50,3,4,9,27,26,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,3,245,191,432,28,24,59,275,219,491,0,0,0,19,17,42,0,4,4,19,23,44,0,0,0,39,31,68,7,3,9,44,29,78,0,0,0,29,16,36,4,6,0,29,14,41,0,0,0,67,61,127,11,9,19,72,65,143,0,0,3,65,49,114,5,7,13,76,53,133,0,0,0,24,22,43,3,4,8,30,24,49,0,0,3,217,178,389,31,23,55,242,201,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,23,4,4,5,17,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,42,50,99,858,804,1667,71,69,141,981,921,1901,12,7,12,49,42,90,7,7,7,60,51,111,9,10,20,116,115,230,4,5,9,129,131,260,9,8,10,60,62,117,3,0,7,70,65,137,11,10,17,200,179,378,14,10,31,218,207,425,9,20,27,246,223,465,20,22,47,276,256,542,0,0,0,194,192,385,20,16,39,217,211,426,42,46,97,794,744,1537,65,58,124,902,857,1758,0,0,0,4,3,6,0,0,0,3,3,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,39,28,59,5,7,13,42,35,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,30,31,63,374,307,684,51,44,101,457,388,847,3,6,3,22,13,38,0,5,6,26,22,50,7,8,16,33,32,67,11,9,12,50,46,98,6,0,7,41,20,56,4,5,12,48,26,74,3,8,12,86,74,157,11,16,23,99,94,195,6,12,14,113,97,216,15,13,25,136,118,254,3,3,5,86,70,154,9,9,17,102,82,177,28,33,53,333,275,606,44,45,91,403,343,747,0,0,0,7,5,12,0,0,0,7,3,13,0,0,0,3,6,12,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,5,4,7,0,0,0,0,3,5,0,0,0,0,3,5,0,3,12,243,37,287,18,0,18,269,43,313,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,10,9,198,148,346,7,0,7,201,159,361,0,0,0,8,9,18,0,0,0,8,9,18,0,0,0,26,18,45,0,0,0,31,17,48,0,0,4,9,8,15,0,0,0,12,8,14,0,0,0,34,28,64,0,0,0,36,33,70,0,3,3,59,54,110,3,0,6,62,60,123,0,0,0,56,36,92,0,0,0,58,36,93,0,10,9,176,138,314,4,0,4,180,140,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,24,0,0,0,17,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,6,13,23,348,326,669,40,36,75,398,373,769,0,0,3,18,23,41,0,0,5,20,31,44,0,3,3,48,54,97,11,6,13,56,60,117,3,0,5,21,19,37,5,0,4,26,17,41,0,3,4,83,78,153,9,14,27,93,87,182,0,3,3,106,97,200,16,7,23,119,109,229,0,0,3,78,61,137,10,3,12,84,69,151,6,12,19,311,285,594,42,34,74,360,326,690,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,1267,751,2016,21030,20712,41740,1194,912,2107,23482,22379,45867,102,86,192,1748,1714,3464,86,70,160,1932,1871,3809,215,163,372,3093,2840,5934,155,139,295,3457,3141,6600,258,139,395,2599,2400,4999,137,105,246,2998,2648,5642,510,216,726,7035,7034,14071,465,303,765,8007,7559,15567,142,116,258,4561,4517,9076,272,194,469,4979,4823,9801,41,33,66,1992,2205,4202,77,97,171,2110,2339,4445,1219,724,1941,20140,20133,40274,840,794,1632,22201,21652,43850,0,0,0,16,15,38,0,0,0,16,15,38,0,0,0,8,11,15,0,4,3,12,9,20,0,0,0,0,9,10,0,0,0,4,9,11,0,0,0,5,3,12,0,0,0,5,3,12,0,0,0,10,0,13,0,0,7,14,9,18,27,37,63,333,326,661,36,21,54,395,389,785,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA54900,11,13,29,626,529,1160,37,37,75,680,582,1265,0,0,0,51,44,91,0,0,5,49,45,98,3,4,11,74,60,134,0,5,5,84,69,149,0,0,5,60,43,97,12,9,11,68,51,119,0,4,10,155,147,300,9,7,14,162,155,320,6,0,5,187,147,338,15,7,29,213,165,373,0,0,0,100,94,192,5,9,10,103,100,206,14,13,30,567,476,1042,35,28,63,615,518,1136,0,0,0,4,6,3,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,5,3,9,0,0,0,0,0,5,0,0,0,0,0,5,3,0,4,49,20,68,16,5,20,64,29,91,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,166,160,325,391,151,542,359,104,464,916,419,1333,10,9,21,4,3,16,4,0,9,24,22,47,38,27,61,8,5,16,7,9,14,47,40,90,34,25,51,24,17,42,34,12,44,90,50,136,43,55,99,174,66,234,173,49,224,391,165,555,35,39,76,148,51,201,133,32,158,314,119,433,4,13,16,34,10,40,15,0,13,47,22,68,151,153,303,352,137,484,338,97,431,839,385,1226,4,4,7,29,6,37,6,0,12,35,10,48,0,0,0,22,3,27,19,0,19,43,3,42,0,0,0,13,7,22,13,0,18,27,9,37,0,0,0,23,4,30,26,0,29,52,5,59,0,0,4,11,3,14,7,0,8,24,8,32,27,16,42,961,223,1184,1027,189,1221,2018,428,2450,0,0,0,9,0,9,8,0,8,12,0,17,0,0,0,0,0,0,5,0,5,9,0,9,0,0,0,0,0,0,0,0
LGA55040,73,83,159,554,385,939,361,134,487,979,606,1588,11,7,16,28,31,59,11,6,21,48,52,98,20,15,34,55,47,105,14,11,23,93,73,170,6,12,21,62,36,98,53,27,79,129,73,205,19,20,40,207,128,340,184,49,228,410,201,615,16,17,30,139,103,248,83,34,122,240,156,401,3,4,13,46,33,80,10,4,17,63,42,111,73,81,155,497,346,839,346,130,476,911,553,1470,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,15,0,17,6,3,8,22,8,23,0,0,0,15,8,21,12,7,22,25,12,42,0,0,0,24,5,27,21,4,22,45,12,55,0,0,0,13,4,15,10,0,10,23,4,22,31,32,64,791,186,973,866,181,1048,1689,397,2091,0,0,0,0,4,10,3,5,3,9,5,9,0,0,0,4,0,4,5,0,5,6,0,6,0,0,0,0,0,0,0,0
LGA55110,1262,1361,2620,39552,43544,83095,2558,2032,4593,43372,46934,90306,158,171,325,2119,2128,4257,109,79,194,2398,2375,4773,341,352,690,4893,4840,9729,226,262,487,5452,5456,10905,237,253,495,4269,4239,8507,254,220,469,4752,4712,9464,287,308,590,8055,9310,17367,732,462,1188,9064,10086,19152,186,207,388,9878,11396,21273,765,513,1277,10820,12119,22935,67,73,136,10340,11622,21962,478,498,975,10884,12189,23072,1163,1272,2436,36492,41300,77789,1419,1552,2974,39078,44124,83202,3,5,10,114,100,211,7,13,17,127,122,245,0,0,0,21,25,45,0,0,0,23,21,42,0,0,0,33,33,69,3,3,3,35,32,76,0,0,0,8,9,17,0,0,3,13,10,18,0,0,0,13,4,12,0,0,0,7,4,15,45,46,91,905,1010,1910,95,113,202,1048,1167,2209,0,0,0,10,10,19,0,0,0,8,13,27,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,0,0,0,0,0
LGA55180,153,152,302,4083,4055,8132,343,316,659,4574,4522,9093,14,13,28,191,196,390,10,8,16,218,212,429,38,44,83,468,421,892,44,31,77,547,505,1052,42,35,73,417,368,783,30,40,70,487,443,927,23,26,45,809,859,1674,74,62,140,912,950,1857,33,33,65,1214,1240,2452,111,120,234,1354,1396,2752,3,11,10,977,965,1947,67,53,128,1053,1025,2081,144,147,290,3734,3735,7463,267,265,528,4141,4149,8282,0,0,0,15,7,26,0,0,0,15,7,26,0,0,0,6,4,13,0,0,0,6,4,13,0,0,0,3,7,9,0,0,0,3,7,10,0,0,0,8,6,10,0,0,0,8,6,10,0,0,0,4,3,7,0,0,0,4,3,7,10,7,12,317,275,590,51,36,82,370,314,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0
LGA55250,212,237,449,341,159,499,163,95,258,717,485,1200,29,19,47,10,4,15,5,7,17,43,32,72,39,41,79,6,8,14,0,0,9,47,49,100,38,55,95,28,8,39,21,16,34,92,74,165,49,61,107,147,71,221,81,32,111,280,159,443,43,48,92,96,53,151,41,30,68,179,124,308,10,20,27,50,11,61,15,9,21,74,36,113,198,226,418,321,144,461,158,87,246,673,453,1124,3,5,6,0,6,4,0,0,3,4,7,11,0,0,0,8,8,9,0,0,3,12,3,16,0,0,0,13,5,17,3,0,3,13,5,17,0,0,0,8,4,10,0,0,0,16,4,14,0,0,0,10,0,4,4,4,5,16,5,17,23,10,30,565,169,734,311,73,386,899,245,1144,0,0,0,4,6,15,0,0,0,8,7,13,0,0,0,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0
LGA55320,438,477,920,47526,51947,99476,1676,1454,3133,49641,53880,103523,41,38,89,2429,2346,4776,51,45,98,2526,2435,4959,85,90,175,6387,6122,12510,141,125,262,6608,6339,12949,102,102,200,6120,6139,12255,138,147,281,6365,6384,12738,116,127,241,11101,12188,23294,472,359,831,11687,12672,24360,76,95,170,12068,13661,25730,487,355,848,12632,14112,26744,20,24,46,9423,11485,20914,381,429,806,9823,11944,21761,413,451,858,45546,50390,95939,1023,1168,2195,46984,52007,98993,0,0,0,61,67,122,0,0,3,59,70,124,0,0,0,25,27,50,3,0,7,29,29,57,0,0,0,30,42,71,0,0,0,30,42,71,0,0,0,16,13,31,0,0,0,16,18,29,0,0,0,3,5,10,0,0,0,4,5,13,31,17,43,742,909,1659,372,486,856,1149,1415,2564,0,0,0,7,4,13,3,0,3,10,4,17,0,0,0,6,15,21,0,0,0,9,15,26,0,0,0,4,8,14,0,0
LGA55390,54,55,111,210,56,269,129,19,147,394,128,524,3,3,7,0,0,0,0,0,0,3,3,7,7,11,22,0,0,0,0,0,0,8,11,20,12,6,14,23,8,37,18,11,25,50,20,77,25,13,37,101,12,112,71,5,79,192,29,225,11,11,22,60,28,88,29,6,39,99,53,150,6,5,8,27,6,32,14,0,11,43,14,52,47,43,90,201,51,250,124,18,141,370,113,479,0,6,6,0,0,0,4,3,5,3,7,12,0,0,0,5,0,13,4,0,4,14,0,15,0,0,0,3,0,9,8,0,8,7,0,9,0,0,0,15,0,13,10,4,17,25,0,28,0,0,0,4,0,4,0,0,0,3,0,4,13,4,21,378,90,468,279,57,335,669,155,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,89,80,169,1323,1281,2604,192,154,352,1603,1517,3119,7,4,13,72,79,153,9,10,23,92,95,185,19,19,43,165,160,324,17,24,34,197,207,403,14,14,28,139,133,274,23,16,43,184,167,349,16,18,34,306,301,604,61,47,102,384,365,750,20,15,37,371,345,717,44,39,87,443,397,838,9,4,9,266,258,523,36,24,59,311,283,593,82,81,160,1219,1191,2411,165,142,306,1468,1412,2881,0,0,0,6,10,27,0,0,0,11,18,28,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,6,0,0,4,9,8,10,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,101,44,147,35,13,46,136,60,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0
