LGA_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
LGA50840,0,0,0,0,0,0,13,13,0,0,0,0,0,0,22,19,0,0,0,0,0,0,22,22,0,0,0,0,0,0,31,32,0,0,0,0,0,0,37,37,0,0,0,0,0,0,138,137,0,0,0,14,6,4,12,42,0,11,5,24,15,0,12,59,9,31,22,49,9,3,15,147,18,63,45,57,12,3,31,227,14,71,51,68,6,7,33,243,27,59,61,80,6,11,45,285,32,61,87,52,14,24,103,375,99,296,273,339,60,51,248,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,4,0,0,0,11,0,0,0,11,0,0,0,0,0,0,5,5,0,0,3,3,0,0,0,9,0,0,6,19,4,3,3,35,0,0,0,16,11,0,11,46,0,10,3,52,12,0,0,92,10,55,36,136,19,7,7,263
LGA50910,0,0,0,0,0,0,5,8,0,0,0,0,0,0,10,10,0,0,0,3,0,0,5,9,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,0,0,0,3,0,0,4,6,0,0,0,0,0,0,5,11,0,9,3,15,0,0,3,33,4,11,6,9,0,0,10,41,0,8,5,12,5,3,5,39,9,7,0,6,0,0,6,29,0,0,8,10,0,3,13,38,17,41,27,54,5,7,43,195,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,20,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,12,0,14,5,19,0,0,0,42
LGA50980,0,0,0,0,0,0,213,209,0,0,0,0,0,0,155,155,0,0,0,0,0,0,157,157,0,0,0,0,0,0,99,104,0,0,0,0,0,0,80,82,4,0,0,3,0,0,796,805,0,0,0,24,25,0,87,137,5,56,27,72,22,3,75,265,159,420,150,186,45,20,296,1275,185,324,176,178,44,22,222,1144,98,219,133,132,14,28,207,828,79,128,117,78,10,27,164,606,44,64,56,36,0,11,122,336,568,1204,650,709,157,113,1176,4590,0,0,0,7,18,0,52,76,0,0,3,52,15,10,41,120,15,33,21,155,34,16,83,357,18,26,47,124,23,14,74,327,14,22,24,76,9,6,53,206,13,22,29,44,9,7,52,175,10,10,10,25,0,6,31,86,68,124,138,479,112,58,389,1355,0,0,3,26,24,5,20,77,7,72,40,109,28,3,18,288,212,587,197,346,23,18,77,1471
LGA51080,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14,14,0,0,0,0,0,0,10,10,0,0,0,0,0,0,42,42,0,0,0,0,0,0,7,8,0,6,0,0,0,0,0,14,0,14,10,10,3,0,9,39,4,12,3,14,3,0,6,45,6,13,4,6,0,5,11,37,5,13,9,3,0,0,19,50,6,7,6,7,0,0,15,40,15,65,31,43,8,4,66,232,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7,4,0,0,0,4,0,0,6,7,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,8,7,3,27,43,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,15,0,21,8,17,6,0,0,55
LGA51120,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,15,15,0,0,0,0,0,0,21,21,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,5,0,4,0,5,0,0,3,14,0,4,6,7,5,0,4,26,5,12,3,9,3,0,8,36,8,8,14,10,0,0,9,41,5,4,7,9,0,3,16,44,0,8,11,6,0,3,32,63,12,37,35,44,8,5,74,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,0,0,0,4,0,0,0,4,0,3,0,8,4,0,0,15,0,9,4,26,5,0,3,46
LGA51190,0,0,0,0,4,0,131,132,0,0,0,0,0,0,100,105,0,0,0,0,0,0,91,94,0,4,0,0,0,0,85,94,0,0,0,0,0,0,169,176,0,9,7,3,4,0,678,697,0,0,8,121,50,7,60,242,9,93,30,295,60,15,67,573,134,417,186,476,85,26,184,1511,152,413,213,432,38,53,165,1463,152,344,237,423,43,67,158,1422,120,266,281,337,30,89,184,1315,103,278,323,228,46,77,508,1562,671,1811,1278,2304,349,341,1330,8091,0,0,0,15,10,0,5,27,0,0,4,38,15,0,8,60,4,4,8,45,13,3,8,90,5,9,8,23,4,0,10,53,4,8,3,30,10,7,12,66,3,8,10,12,5,0,6,47,0,4,5,12,0,4,9,40,16,35,40,172,45,18,60,392,0,0,10,166,91,7,24,301,12,119,53,492,127,23,33,861,195,636,293,1106,136,36,92,2502
LGA51260,0,0,0,4,0,0,116,123,0,0,0,6,0,0,118,126,0,3,0,0,0,0,97,105,0,0,0,3,0,0,116,122,0,0,4,4,0,0,216,225,0,4,6,18,0,4,745,784,0,0,6,87,56,9,90,252,9,60,49,159,52,16,50,385,123,431,237,446,44,39,188,1499,225,734,369,539,55,64,197,2178,243,577,419,516,56,85,180,2078,171,417,403,403,52,100,239,1779,173,495,474,296,55,148,669,2308,948,2711,1959,2449,371,451,1601,10487,0,0,0,3,12,0,4,20,0,0,0,15,6,0,0,26,7,0,0,32,3,0,3,50,8,4,9,28,0,0,0,53,4,0,11,19,0,3,7,46,3,3,4,11,0,0,3,20,0,0,0,10,0,0,6,17,15,16,25,116,20,5,22,224,0,0,11,137,107,12,76,344,9,75,61,392,95,19,30,684,170,633,351,1115,80,50,126,2534
LGA51310,0,0,0,0,0,0,64,64,0,0,0,0,0,0,40,40,0,3,0,0,0,0,39,44,0,0,0,0,0,0,42,47,0,3,3,0,0,0,89,100,0,9,7,0,0,0,301,325,0,0,0,39,25,3,16,85,30,248,41,60,11,6,19,420,339,727,94,66,4,16,95,1328,566,938,160,81,10,18,86,1853,580,971,249,90,9,46,84,2031,387,588,286,82,18,54,100,1512,268,641,367,99,25,89,351,1839,2170,4115,1201,503,99,225,754,9064,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,3,10,3,0,0,0,0,13,0,4,0,0,0,0,0,10,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,6,12,11,14,11,8,5,5,6,49,0,0,11,68,41,4,12,133,54,481,67,119,15,13,15,763,603,1272,192,207,14,18,57,2364
LGA51330,0,6,0,0,0,0,300,307,0,0,0,0,0,0,200,202,0,0,0,0,0,0,147,157,0,3,3,0,0,0,116,127,0,4,5,0,0,3,186,200,3,16,16,5,0,3,1146,1190,0,6,27,168,104,8,107,423,107,871,318,419,102,29,224,2076,1442,2620,645,646,72,74,548,6041,1438,2604,855,641,57,96,403,6093,897,1649,747,603,68,139,320,4421,520,937,706,481,64,164,297,3166,340,844,721,356,84,220,773,3340,4754,9536,4020,3312,550,723,2667,25562,0,0,0,3,6,4,8,19,0,3,7,35,13,3,5,58,3,19,10,60,9,0,8,100,0,14,17,27,6,0,8,67,10,5,8,19,0,5,8,46,0,4,8,14,0,4,4,40,4,0,4,8,0,4,8,31,20,46,42,160,28,16,43,356,5,10,43,319,213,31,74,691,209,1614,697,931,245,49,225,3965,2567,4910,1487,1680,157,133,537,11474
LGA51400,0,0,0,0,0,0,44,45,0,0,0,0,0,0,40,41,0,0,0,0,0,0,44,45,0,0,0,0,0,0,45,49,0,0,0,0,0,0,53,57,3,0,0,4,0,0,270,277,3,0,4,83,34,8,38,171,9,27,23,158,39,5,32,294,55,195,101,296,43,21,70,785,105,323,143,267,43,31,88,994,104,304,173,256,36,54,84,1009,77,171,152,179,14,33,94,735,39,134,113,86,8,39,162,579,401,1153,715,1321,215,197,561,4566,0,0,0,7,4,0,0,10,0,0,0,12,6,0,0,18,0,0,3,24,0,0,3,31,3,3,3,10,6,0,0,33,0,3,0,9,0,0,6,21,0,0,0,11,0,0,5,18,0,0,3,5,0,0,0,9,3,9,14,75,16,11,16,143,3,0,9,119,57,10,26,229,9,46,31,287,73,11,13,472,78,278,163,630,56,25,40,1260
LGA51470,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,30,30,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,11,5,4,0,8,3,0,3,25,3,7,6,4,4,0,9,32,0,4,6,4,0,0,7,16,3,0,3,3,0,5,9,22,5,0,3,0,0,3,8,20,12,21,18,20,11,5,42,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,15,4,8,0,16,3,0,0,35
LGA51540,0,0,0,0,0,0,63,63,0,0,0,0,0,0,49,49,0,0,0,0,0,0,53,53,0,0,0,0,0,0,45,46,0,0,0,0,0,0,41,43,0,0,0,0,0,0,306,304,0,0,0,3,5,0,26,31,0,18,8,21,14,5,37,106,26,61,17,48,9,9,78,246,13,59,28,34,5,5,67,218,10,48,22,45,0,5,72,212,11,28,31,41,3,11,62,183,13,15,22,24,6,0,76,150,79,237,127,213,50,30,418,1151,0,0,0,8,0,0,11,24,0,0,0,3,0,4,4,16,0,0,0,13,3,0,14,34,0,3,0,14,0,3,9,26,0,4,4,22,3,0,14,49,6,0,4,9,0,4,15,41,0,0,4,3,0,0,19,28,3,6,13,75,16,11,83,212,0,0,0,6,5,0,4,15,0,19,7,46,24,0,4,108,28,91,29,130,14,14,19,330
LGA51610,0,0,0,0,0,0,4,4,0,0,0,0,0,0,16,16,0,0,0,0,0,0,13,19,0,0,0,0,0,0,11,11,0,0,0,0,0,0,10,10,0,0,0,0,0,0,74,75,0,0,0,4,0,0,8,12,0,0,0,8,0,0,4,14,12,16,5,16,4,0,6,54,0,25,13,23,0,4,16,86,8,25,16,14,0,4,21,85,5,15,15,14,0,3,18,70,3,5,11,8,5,6,15,51,26,86,70,86,6,16,95,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,0,0,0,22,0,0,0,7,0,0,4,7,0,0,0,17,3,3,3,22,12,18,8,50,4,0,0,86
LGA51680,0,0,0,0,0,0,15,20,0,0,0,0,0,0,17,16,3,0,0,0,0,0,33,34,0,0,0,0,0,0,38,38,0,0,0,0,0,0,35,37,3,5,0,6,0,0,154,166,0,0,0,16,13,0,31,60,0,5,15,23,8,3,5,64,17,47,28,64,8,0,25,187,24,68,57,81,6,10,22,261,23,56,78,86,5,21,47,315,20,42,59,67,15,16,69,283,10,38,47,39,7,17,77,227,95,260,275,371,57,66,277,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,5,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,20,0,0,0,26,0,0,0,25,28,0,16,68,0,16,18,50,16,3,9,103,16,66,38,172,13,13,15,325
LGA51710,0,0,0,0,0,0,23,23,0,0,0,0,0,0,20,20,0,0,0,0,0,0,9,9,0,0,0,0,0,0,18,18,0,0,0,0,0,0,7,7,0,0,0,0,0,0,83,83,0,0,0,0,4,0,3,8,0,0,0,0,0,0,3,13,5,13,10,17,0,0,25,79,11,16,15,16,3,6,21,93,12,18,11,12,4,0,13,68,10,9,9,4,4,0,25,50,0,5,3,0,0,0,6,17,42,63,46,54,18,7,106,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,10,0,3,3,17,9,0,20,44,10,21,18,52,4,0,114,226
LGA51750,0,0,0,0,0,0,36,43,0,0,0,0,0,0,17,23,0,0,0,0,0,0,24,28,0,0,0,0,0,0,19,19,0,0,0,0,0,0,71,76,0,5,4,3,0,0,213,225,0,0,0,13,4,5,25,51,14,126,8,24,0,0,27,203,178,288,40,22,6,3,50,583,177,288,52,25,6,7,41,588,204,337,76,23,0,16,47,707,141,249,115,28,4,13,40,587,189,388,234,23,9,53,211,1101,900,1671,514,161,27,101,444,3818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,6,0,7,0,0,4,21,0,0,0,31,9,5,12,57,27,240,28,40,4,0,17,355,288,579,59,77,6,6,19,1039
LGA51820,0,3,0,5,0,0,322,331,0,3,0,6,0,0,277,287,0,0,5,4,0,0,219,235,0,0,0,0,0,0,191,198,0,0,4,0,0,0,322,329,5,11,8,20,0,3,1531,1582,6,0,36,249,138,22,113,564,77,667,296,706,173,60,204,2176,1158,3065,1020,1488,157,101,549,7540,1302,2879,1251,1322,133,161,541,7591,788,1619,1162,1133,122,253,485,5561,429,897,878,839,96,244,440,3819,239,569,642,447,77,236,1070,3284,4000,9703,5289,6182,895,1071,3403,30539,0,0,5,9,5,0,6,29,0,12,4,45,18,3,3,89,13,34,31,93,17,8,13,206,18,15,30,60,0,3,11,131,4,12,23,39,3,3,11,95,0,20,9,18,0,4,9,65,5,6,3,6,0,4,9,37,40,96,99,280,45,24,61,647,6,0,48,436,282,34,89,891,126,1060,485,1461,307,88,149,3681,1766,4899,1716,3920,258,189,448,13183
LGA51860,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,6,6,0,0,0,0,0,0,38,38,0,0,0,0,0,0,3,5,0,0,0,5,9,0,9,17,3,4,0,4,0,0,12,21,4,3,3,5,0,0,8,27,0,4,0,0,0,0,6,15,5,3,6,4,0,0,12,28,0,0,0,0,0,0,11,10,12,19,13,18,7,0,55,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,5,0,0,16,3,5,7,3,3,0,4,22
LGA51890,0,0,0,0,0,0,30,32,0,0,0,0,0,0,37,37,0,0,0,0,0,0,30,30,0,0,0,0,0,0,32,32,0,0,0,0,0,0,45,49,0,0,0,5,0,0,213,217,0,0,0,34,9,0,29,78,0,7,3,51,16,3,20,112,13,37,36,144,23,15,49,311,17,53,42,137,17,9,50,326,8,46,58,137,12,18,48,323,28,36,48,100,9,17,51,288,7,45,54,46,11,22,158,355,76,229,248,656,97,79,407,1795,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,13,0,0,0,21,4,0,0,24,0,0,0,6,0,3,0,12,0,0,6,7,0,3,4,12,0,0,0,8,0,0,0,13,0,0,0,4,0,0,3,9,0,0,6,49,3,7,17,82,0,0,0,49,23,0,10,82,0,11,3,121,33,3,6,188,16,48,47,347,33,20,24,532
LGA51960,0,0,0,0,0,0,41,41,0,0,0,3,0,0,62,62,0,0,0,0,0,0,43,43,0,0,0,0,0,0,39,37,0,0,0,0,0,0,36,36,0,0,0,3,0,0,259,269,0,0,0,8,3,0,31,50,0,7,4,15,8,0,29,59,10,15,10,34,5,0,45,123,5,13,21,38,7,11,69,160,0,13,13,26,3,7,54,118,3,10,7,24,3,0,44,100,3,6,11,6,0,4,41,71,21,64,64,151,33,20,328,679,0,0,0,3,3,0,3,11,0,0,0,4,0,3,3,10,0,0,0,9,0,6,4,29,0,0,0,8,0,0,9,10,0,3,0,7,0,0,0,11,0,0,0,4,0,0,5,7,0,0,5,0,0,0,4,8,0,3,3,31,6,5,31,83,0,0,0,9,6,0,6,19,0,6,3,28,10,0,6,56,11,26,18,104,10,0,9,177
LGA52030,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,9,0,0,0,0,0,0,8,8,0,0,0,0,0,0,16,16,0,0,0,0,0,0,48,48,0,0,0,0,0,0,6,3,0,0,0,8,0,0,0,7,0,12,0,6,3,0,3,35,0,8,5,3,0,4,5,33,0,6,9,9,0,0,9,34,4,7,4,10,5,3,12,37,4,14,11,9,3,9,23,77,9,48,30,44,14,13,66,225,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,17,0,25,9,4,3,53
LGA52100,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,10,0,0,0,0,0,0,23,27,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,9,10,10,12,0,3,4,40,4,10,5,17,3,7,0,42,5,5,9,8,3,0,4,36,3,15,17,3,0,0,4,38,0,14,7,5,0,5,19,56,17,58,47,44,13,12,38,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,0,0,4,15,0,0,0,0,5,0,0,5,0,4,0,6,8,0,0,21,4,16,5,33,0,3,0,69
LGA52170,0,0,0,0,0,0,24,24,0,0,0,0,0,0,15,15,0,0,0,0,0,0,10,12,0,0,0,0,0,0,18,22,0,0,4,0,0,0,24,26,0,3,4,0,0,0,108,116,0,0,0,3,3,0,3,15,11,92,11,6,4,0,10,132,94,263,17,14,0,4,34,436,94,220,30,15,5,4,22,395,131,278,53,21,5,11,30,529,130,196,72,19,7,16,40,483,127,235,129,17,4,38,119,671,582,1289,314,101,27,73,262,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,0,4,0,0,0,14,0,0,0,12,9,0,3,25,15,149,11,19,0,4,10,211,175,463,35,51,4,4,19,750
LGA52240,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,11,0,0,0,0,0,0,6,6,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12,12,0,0,0,0,0,0,43,43,0,0,0,0,0,0,4,5,0,0,0,7,0,0,0,18,0,9,3,15,0,0,6,33,3,16,9,18,6,0,12,55,0,7,9,10,0,3,14,45,0,3,9,12,0,0,11,40,0,0,10,8,0,0,26,47,9,39,38,66,10,7,75,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,4,0,4,10,0,0,0,3,0,3,0,8,0,0,0,17,3,0,0,24,0,15,8,31,5,0,6,65
LGA52310,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,28,28,0,0,0,0,3,0,3,3,0,0,0,3,5,0,4,14,3,5,0,4,3,0,3,27,0,5,6,9,0,0,7,21,10,9,5,8,0,0,4,38,6,13,9,12,0,0,8,42,4,4,7,4,5,8,15,44,19,41,30,42,13,13,46,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,11,5,0,4,27,3,11,4,16,3,0,0,42
