LGA_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
LGA54170,0,3,4,0,0,0,237,239,0,8,0,0,0,0,212,230,3,3,0,8,0,0,212,225,6,0,3,3,0,0,212,221,0,4,7,7,0,0,416,435,8,23,18,21,0,5,1447,1517,3,3,43,360,169,34,131,731,93,907,342,626,134,56,171,2328,973,2889,943,1270,94,109,424,6706,1651,3797,1447,1477,141,234,494,9240,1423,2973,1850,1538,117,418,556,8880,990,1921,1793,1318,160,440,624,7243,575,1587,1535,881,178,554,1657,6967,5711,14076,7959,7468,989,1850,4045,42094,0,0,0,4,3,0,6,22,0,3,3,27,4,0,4,44,10,17,18,56,4,4,11,114,10,21,18,38,10,0,10,111,13,17,19,30,0,7,9,96,5,7,8,18,0,7,0,53,7,8,7,15,0,0,6,37,44,75,69,201,31,14,48,481,3,3,80,718,368,46,113,1335,142,1621,591,1497,285,100,162,4400,1554,4663,1552,3796,185,188,378,12305
LGA54200,0,0,0,3,0,0,126,130,0,0,0,0,0,0,139,146,0,0,0,3,0,0,104,111,0,0,0,0,0,0,107,107,0,5,0,6,0,0,161,164,0,3,3,14,0,0,727,753,0,0,13,148,105,12,85,359,18,200,125,296,88,19,69,816,267,832,357,719,63,41,223,2502,469,1070,523,666,80,80,247,3128,348,737,557,626,68,135,218,2695,228,509,524,446,54,134,249,2138,206,595,609,355,49,173,750,2730,1535,3939,2705,3260,494,596,1842,14368,0,0,0,11,5,0,19,37,0,0,6,17,12,5,0,40,3,3,22,59,3,4,9,106,0,12,10,43,8,4,3,79,4,18,12,35,3,0,3,72,7,3,6,12,3,0,3,42,0,0,0,7,0,0,7,20,18,43,52,184,35,19,41,394,0,0,29,257,177,16,51,540,37,340,199,654,171,38,57,1483,402,1216,551,1826,119,64,157,4337
LGA54280,0,0,0,0,0,0,208,208,0,0,0,0,0,0,174,172,0,0,0,0,0,0,130,130,0,0,0,4,0,0,117,119,0,0,0,0,0,0,101,105,0,0,0,3,0,0,877,882,0,0,3,61,53,4,78,197,15,112,37,167,72,11,105,532,159,443,186,438,65,43,281,1615,172,375,214,353,43,34,227,1419,95,215,199,263,31,54,221,1071,70,131,147,167,13,39,211,775,16,62,66,52,9,24,255,490,530,1340,848,1509,282,208,1382,6097,0,0,0,9,10,0,22,34,0,3,0,26,15,0,24,76,0,11,4,81,10,5,29,140,3,9,13,50,3,5,32,108,6,16,12,35,0,4,28,102,0,9,9,29,0,0,26,68,0,8,5,9,4,0,42,60,11,44,38,236,44,17,195,584,0,0,3,93,77,3,32,209,34,165,48,395,129,21,45,837,275,707,279,1263,91,59,119,2797
LGA54310,0,0,0,0,0,0,303,307,0,0,0,6,0,0,266,269,0,0,0,3,0,0,175,178,0,0,0,0,0,0,120,122,0,0,0,0,0,0,30,30,0,0,0,12,0,0,1051,1064,0,0,3,24,34,3,71,133,12,60,29,103,30,4,103,347,154,415,181,341,55,22,356,1523,153,400,203,325,40,32,309,1468,99,200,166,214,30,36,225,963,30,71,88,78,18,25,146,460,6,21,25,11,5,3,66,144,450,1165,692,1106,219,127,1278,5032,0,0,0,7,16,5,12,36,0,0,0,39,9,0,3,61,3,6,10,115,19,4,27,174,4,6,15,103,4,3,15,148,4,12,15,61,3,5,20,111,0,9,8,15,7,0,12,64,0,0,0,10,0,0,10,21,18,33,46,347,56,17,94,610,0,0,3,52,52,7,22,134,13,70,30,223,64,3,20,421,224,591,245,1045,65,30,86,2286
LGA54340,0,0,0,0,0,0,22,22,0,0,0,0,0,0,19,19,0,0,0,0,0,0,13,16,0,0,0,0,0,0,14,14,0,0,0,0,0,0,18,24,0,0,0,0,0,0,114,121,0,0,0,9,7,0,21,44,0,13,7,35,7,0,12,75,14,33,18,51,11,11,31,156,8,36,8,40,7,7,29,139,11,22,24,22,8,3,20,107,8,22,22,18,6,5,32,108,0,18,19,15,0,5,72,134,49,144,95,180,43,33,218,757,0,0,0,3,4,0,3,12,0,0,0,3,0,0,3,11,0,0,0,7,0,4,0,14,0,0,0,3,0,0,4,7,0,0,0,8,0,0,3,13,0,0,0,3,3,0,3,8,0,0,0,0,0,0,4,9,0,4,7,26,8,4,24,76,0,0,0,15,9,5,9,34,0,11,8,61,16,0,9,112,19,47,23,118,14,12,21,251
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8,9,0,0,0,0,0,0,7,7,0,0,0,0,0,0,13,13,0,0,0,0,0,0,50,49,0,0,0,4,0,0,8,11,0,0,0,6,0,0,3,15,9,14,0,4,0,0,4,29,0,14,0,8,0,5,4,36,0,11,8,6,0,3,10,46,0,8,5,13,0,3,13,41,0,9,8,5,0,5,39,68,13,53,25,54,7,15,84,246,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,12,19,0,0,0,5,0,0,4,13,0,8,0,8,3,0,0,21,5,14,8,20,0,0,3,53
LGA54480,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,13,0,4,0,0,3,17,4,11,0,7,0,0,4,26,4,7,4,3,0,0,7,19,0,0,4,0,0,4,0,7,0,5,0,3,0,0,4,11,7,30,13,22,0,4,20,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,0,13,4,14,0,0,0,33
LGA54550,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,13,13,0,0,0,0,0,0,17,17,0,0,0,0,0,0,54,54,0,0,0,5,3,0,0,10,0,8,0,9,4,0,5,24,4,31,8,15,0,0,7,72,3,39,17,11,3,3,6,82,6,22,7,20,5,3,13,71,5,18,16,9,0,0,19,66,0,16,17,12,5,5,50,102,18,138,65,72,15,11,106,428,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,27,0,0,0,4,4,0,4,17,0,10,3,18,4,0,0,37,5,38,12,43,9,0,0,103
LGA54620,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,10,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,36,36,0,0,0,0,0,0,3,3,0,4,0,3,0,0,0,6,0,11,6,8,0,0,5,29,5,6,6,8,3,0,7,45,3,8,4,5,0,0,7,33,0,5,8,7,0,0,12,32,0,9,4,6,0,0,10,34,8,45,30,36,5,3,50,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,5,8,0,4,0,12,0,0,0,17,0,14,5,16,0,0,0,42
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,6,0,0,0,12,0,0,0,4,0,0,0,13,0,4,4,0,5,0,0,16,0,0,0,3,5,0,3,12,0,0,0,0,0,0,8,11,0,12,9,17,9,4,12,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,7,3,0,0,18
LGA54760,0,0,0,0,0,0,8,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,28,28,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,3,12,7,5,0,0,8,33,8,15,8,3,0,0,9,45,4,12,5,7,4,0,7,37,0,6,8,3,0,3,8,30,0,7,4,0,0,0,15,27,15,54,24,28,5,6,40,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,13,3,18,6,16,3,0,0,49
LGA54830,0,0,0,0,0,0,162,163,0,0,0,0,0,0,138,137,0,0,0,0,0,0,99,100,0,0,0,0,0,0,82,81,0,0,0,0,0,0,77,82,0,7,3,3,0,0,654,671,0,0,5,110,59,10,81,269,23,141,124,340,101,19,97,846,315,870,427,827,120,59,253,2874,384,868,501,638,70,72,259,2795,181,409,339,437,55,121,200,1736,87,182,207,304,48,60,172,1066,38,159,148,137,20,64,277,843,1025,2627,1755,2787,474,411,1351,10426,0,0,0,13,8,0,6,26,0,0,5,36,16,0,8,65,6,10,17,79,16,3,13,140,0,10,12,51,6,0,6,86,5,12,12,18,4,0,5,58,3,4,10,17,5,5,3,37,0,7,0,8,0,0,6,24,13,44,48,214,48,10,52,436,0,0,12,187,128,20,48,389,33,235,171,661,182,31,88,1403,439,1305,709,1911,201,94,177,4833
LGA54900,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,31,25,0,0,0,9,0,0,0,7,0,3,5,3,0,0,9,16,6,25,12,15,0,0,0,55,0,30,4,14,0,4,3,64,0,18,11,7,0,0,5,45,4,9,9,3,0,3,9,38,0,4,5,9,0,3,18,38,8,92,51,49,0,16,44,259,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,4,0,0,15,0,8,4,9,0,0,0,29,4,31,12,43,6,0,0,97
LGA54970,0,0,0,0,0,0,31,31,0,0,0,0,0,0,18,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,90,0,0,0,0,0,0,4,10,0,0,0,3,0,0,9,20,0,8,4,13,4,0,34,68,0,7,9,5,0,0,20,32,0,3,0,0,0,0,15,22,5,7,8,10,3,0,18,47,3,0,0,0,0,0,0,7,9,28,17,38,10,7,101,197,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,13,0,0,0,8,0,0,4,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,26,3,3,8,45,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,15,0,23,10,46,4,0,3,92
LGA55040,0,0,0,0,0,0,31,31,0,0,0,0,0,0,23,23,0,0,0,0,0,0,18,18,0,0,0,0,0,0,15,15,0,0,0,0,0,0,4,4,0,0,0,0,0,0,116,116,0,0,0,0,0,0,10,10,0,0,3,5,5,0,19,32,9,13,9,17,0,0,30,79,0,7,10,15,0,0,25,63,3,4,13,10,0,0,22,54,0,0,4,5,0,0,16,36,0,4,8,0,0,0,5,15,15,32,49,53,6,6,133,284,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,6,0,0,0,3,0,0,0,4,0,0,6,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,8,11,4,0,8,28,0,0,0,0,3,0,0,3,0,4,4,17,8,0,0,34,14,27,20,62,6,0,8,134
LGA55110,0,0,0,0,0,0,220,224,0,0,3,0,0,0,229,236,0,6,3,0,0,0,245,251,4,0,3,11,0,0,225,242,0,0,3,11,3,3,399,421,0,14,15,17,4,6,1519,1576,5,0,20,229,107,35,148,537,25,201,162,533,145,38,191,1289,228,838,551,1208,147,99,360,3430,332,988,717,1126,123,143,399,3832,357,840,803,1128,97,170,432,3820,293,624,868,966,104,211,508,3579,251,746,948,746,134,318,1817,4956,1488,4234,4065,5930,861,1017,3842,21433,3,0,0,19,18,4,8,53,0,9,7,41,16,3,9,86,5,12,21,121,8,4,12,179,6,14,14,81,5,4,6,131,3,5,10,56,3,0,8,99,10,4,20,46,0,4,10,102,3,13,12,26,0,5,13,67,25,54,83,393,56,23,76,715,0,0,34,387,236,43,103,805,32,294,233,1049,251,54,106,2023,295,1177,791,2740,232,135,236,5605
LGA55180,0,0,0,0,0,0,23,23,0,0,0,0,0,0,35,41,0,0,0,3,0,0,58,57,0,0,0,0,0,0,56,56,0,0,0,0,0,0,52,52,0,0,0,3,0,0,264,265,0,0,4,13,26,4,36,79,0,14,6,37,18,4,20,102,29,76,41,102,23,10,35,310,29,87,52,109,15,7,59,348,42,68,56,103,17,21,77,385,27,84,66,96,10,27,88,405,24,89,74,69,9,18,152,438,154,428,302,527,115,86,453,2069,0,0,0,6,6,0,3,8,0,0,0,10,5,0,0,20,0,0,0,3,5,0,0,9,0,0,0,12,0,0,0,17,0,0,6,9,0,0,3,12,0,0,0,3,0,0,7,8,0,4,0,0,0,0,3,7,0,0,11,45,12,3,12,86,0,0,4,35,31,4,20,91,0,24,13,85,32,3,4,163,32,116,59,248,36,8,29,530
LGA55250,0,0,0,0,0,0,22,22,0,0,0,0,0,0,12,12,0,0,0,0,0,0,10,16,0,0,0,0,0,0,9,9,0,0,0,0,0,0,7,7,0,0,0,0,0,0,77,81,0,0,0,0,0,0,8,9,0,0,0,0,4,4,14,19,7,22,4,3,4,0,28,74,0,4,0,8,5,0,15,34,0,4,0,3,0,0,24,37,3,8,9,3,0,0,18,38,0,0,3,0,0,0,12,20,11,38,20,25,6,7,114,226,0,0,0,0,0,0,11,11,0,0,0,5,4,4,12,13,0,0,0,9,4,0,16,28,0,0,0,4,0,0,9,14,0,0,0,0,0,0,8,12,0,5,3,8,0,0,11,23,0,0,3,0,0,0,7,9,0,5,3,20,9,6,69,116,0,0,0,0,0,0,0,0,0,4,0,11,0,0,3,19,11,36,9,41,5,0,0,101
LGA55320,0,3,0,0,0,0,185,186,0,8,0,3,0,0,161,166,0,0,5,0,0,0,169,176,0,3,0,3,0,4,155,168,3,4,9,7,0,0,365,385,4,27,14,11,0,3,1165,1225,0,0,33,197,114,19,129,493,77,853,179,338,83,26,141,1695,1055,2539,431,480,62,43,292,4897,1528,2988,761,536,75,95,317,6293,1285,2370,964,643,70,199,354,5893,923,1558,1043,568,83,257,394,4824,733,1716,1416,509,104,401,1368,6245,5600,12029,4821,3259,588,1042,2995,30344,0,0,0,12,6,0,16,23,0,5,5,11,5,3,4,39,3,19,10,24,3,0,10,73,12,11,13,18,3,0,8,66,6,11,11,8,0,0,12,50,14,13,17,9,0,7,8,61,0,11,3,10,0,0,0,23,40,71,60,94,18,6,52,338,0,9,53,353,215,31,92,736,140,1480,334,711,175,51,137,3034,1753,4459,826,1435,100,71,239,8886
LGA55390,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,3,0,4,0,0,3,0,8,14,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,0,3,5,0,0,5,4,20,0,0,0,0,0,0,0,0,5,10,3,10,3,4,27,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,3,0,0,0,10,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,26,0,0,0,0,0,0,0,0,0,8,0,4,8,0,3,26,4,3,3,25,3,0,3,46
LGA55460,0,0,0,0,0,0,23,19,0,0,0,0,0,0,23,22,0,0,0,0,0,0,14,14,0,3,0,0,0,0,20,18,0,0,0,0,0,0,21,21,0,3,0,0,0,0,117,116,0,0,0,13,0,3,14,30,0,8,6,14,9,0,7,44,9,35,11,28,10,5,27,126,13,32,8,30,11,7,37,132,11,27,12,17,6,4,26,105,0,16,18,23,4,7,26,103,3,12,21,8,0,3,62,114,38,132,80,132,40,31,201,650,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,3,3,0,4,14,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,6,0,0,4,4,0,0,4,11,0,0,0,0,0,0,3,6,4,3,9,18,7,0,17,50,0,0,3,15,5,0,6,21,0,8,6,39,11,0,6,75,19,44,17,93,15,5,4,196
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,9,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,6,0,0,0,0,14,0,12,0,6,0,0,0,19,0,3,4,6,0,0,5,12,0,0,0,0,0,0,10,14,0,3,0,0,0,0,14,19,6,23,9,24,0,4,32,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,0,5,0,9,0,0,0,18
LGA55600,0,0,0,0,0,0,8,8,0,0,0,0,0,0,12,12,0,0,0,0,0,0,16,15,0,0,0,0,0,0,15,15,0,0,0,0,0,0,28,31,0,0,0,3,0,0,88,91,0,0,0,3,0,0,12,16,0,4,0,3,7,0,4,27,7,21,6,23,4,0,15,81,8,27,10,18,7,0,21,84,4,22,7,24,4,3,26,97,8,16,19,18,4,4,19,88,0,17,13,18,3,3,63,122,33,116,54,112,22,16,159,500,0,0,0,0,0,0,5,3,0,0,0,3,6,0,0,9,0,0,0,6,4,0,0,7,0,0,0,6,0,0,6,11,0,0,0,0,0,0,10,15,0,0,0,4,0,0,6,12,0,0,0,3,4,0,3,9,0,0,5,20,12,0,34,70,0,0,0,5,0,0,9,13,0,8,0,14,5,0,0,35,9,27,3,58,3,8,7,113
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,21,22,0,0,0,0,0,0,43,47,0,0,0,0,0,0,8,15,0,0,0,0,0,0,4,7,4,3,5,7,0,0,3,30,3,7,0,7,3,0,5,22,6,4,3,3,0,0,3,20,0,6,5,8,0,0,5,27,3,9,3,3,0,0,38,51,13,24,18,35,7,0,66,165,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,5,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,6,0,0,0,7,0,0,16,25,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,3,7,0,20,0,0,3,39
LGA55740,0,0,0,0,0,0,26,26,0,0,0,0,0,0,21,21,0,3,0,0,0,0,17,20,0,0,0,0,0,0,23,24,0,0,0,0,0,0,40,47,0,8,0,0,0,0,149,155,0,0,0,15,6,0,15,35,5,74,15,14,8,8,18,142,115,241,37,38,3,3,39,470,183,257,40,29,0,3,27,540,160,261,79,40,0,11,40,593,118,170,81,34,0,9,42,459,113,197,119,31,11,38,143,650,700,1204,370,202,32,69,315,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,4,0,0,0,0,0,5,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,12,3,5,0,0,3,28,0,0,0,27,8,0,8,45,19,136,33,40,7,8,14,254,196,429,70,87,3,0,19,811
