LGA_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
LGA56930,41,19,45,0,0,0,0,0,0,105,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,403,54,61,0,0,0,0,0,0,522,234,21,9,0,0,0,0,0,0,263,127,10,9,0,0,0,0,0,0,146,22,14,39,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,10,3,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,19,48,0,0,0,0,0,0,107,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,404,54,61,0,0,0,0,0,0,523
LGA57000,24,0,0,0,0,0,0,0,0,24,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,9,116,0,0,0,0,0,0,4,5,125,56,0,0,0,0,0,0,0,4,61,31,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,9,126,0,0,0,0,0,0,4,5,139
LGA57080,127,406,7308,0,0,0,0,0,20,7856,13,13,122,0,0,0,0,0,0,150,0,7,115,0,0,0,0,0,6,128,366,811,10974,0,0,0,0,0,25,12180,148,218,1527,0,0,0,0,0,0,1897,81,165,1921,0,0,0,0,0,0,2174,70,280,5634,0,0,0,0,0,6,5990,5,16,382,0,0,0,0,0,0,400,37,89,1080,0,0,0,0,0,9,1215,6,5,125,0,0,0,0,0,0,136,16,19,155,0,0,0,0,0,4,189,0,3,33,0,0,0,0,0,0,38,128,410,7411,0,0,0,0,0,19,7975,13,13,126,0,0,0,0,0,0,154,0,13,123,0,0,0,0,0,6,137,371,819,11107,0,0,0,0,0,27,12329
LGA57140,70,3,0,0,0,0,0,0,0,73,18,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,4,383,3,0,0,0,0,0,0,0,389,201,0,0,0,0,0,0,0,0,199,102,0,0,0,0,0,0,0,0,102,16,0,0,0,0,0,0,0,0,16,15,5,0,0,0,0,0,0,0,19,33,0,0,0,0,0,0,0,0,33,21,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,94,8,0,0,0,0,0,0,0,106,18,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,0,0,7,424,8,0,0,0,0,0,0,0,432
LGA57210,318,22,4,0,0,0,0,4,0,350,83,0,0,0,0,0,0,0,0,86,44,0,0,0,0,0,0,0,0,43,1860,26,3,14,9,0,3,24,0,1919,874,0,0,9,7,0,0,19,0,895,580,4,0,4,0,0,0,5,0,587,149,0,0,0,0,0,0,0,0,152,30,8,0,0,0,0,0,0,0,41,118,0,0,0,0,0,0,0,0,128,13,10,4,0,0,0,0,0,0,22,38,0,0,0,0,0,0,5,0,47,5,0,0,0,0,0,0,0,0,5,353,24,4,0,0,0,0,4,0,382,82,0,0,0,0,0,0,0,0,84,46,0,0,0,0,0,0,0,0,45,1939,26,3,14,9,0,3,24,0,2001
LGA57280,1572,511,339,6,10,0,6,21,12,2459,210,45,22,4,0,0,0,5,7,286,39,10,3,0,3,0,0,5,0,59,2641,690,393,20,17,4,16,59,26,3814,252,52,21,19,0,5,4,23,4,356,739,84,12,7,0,0,9,14,0,848,547,254,184,0,0,0,0,4,3,996,431,117,28,0,0,0,0,0,0,571,107,26,12,0,6,0,0,6,4,154,79,9,3,0,0,0,0,0,0,98,959,273,160,6,4,0,0,14,7,1408,12,8,0,0,0,0,0,0,0,15,2136,681,387,6,8,0,6,19,18,3248,229,53,23,6,0,0,0,13,11,327,61,19,7,0,3,0,0,3,0,87,3419,888,452,29,15,3,23,69,34,4872
LGA57350,30,3,0,0,0,0,0,0,4,34,19,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,6,277,6,0,0,0,0,0,0,9,289,168,3,0,0,0,0,0,0,5,177,57,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,4,51,22,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,6,296,6,0,0,0,0,0,0,9,313
LGA57420,180,6,8,5,3,0,3,6,0,201,130,0,0,0,0,0,0,0,0,138,11,0,0,0,0,0,0,0,0,11,697,3,13,14,3,3,7,25,3,740,265,0,0,10,0,3,0,10,0,281,119,0,0,0,0,0,0,0,0,129,65,0,3,0,0,0,0,0,0,69,15,3,3,0,0,0,0,0,0,20,62,0,0,0,0,0,0,4,0,64,3,0,0,0,0,0,0,0,0,3,48,0,5,0,3,0,0,9,0,53,0,0,0,0,0,0,0,0,0,3,195,3,8,5,3,0,3,6,0,220,138,0,0,0,0,0,0,0,0,142,18,0,0,0,0,0,0,0,0,18,740,4,13,14,3,3,7,25,3,786
LGA57490,9056,1253,979,21,25,0,7,59,10,11354,294,249,15,0,3,0,4,7,0,567,485,84,35,5,4,0,0,4,15,625,42270,2687,1535,138,75,6,44,260,57,46804,10902,679,290,102,45,4,35,183,6,12070,22368,433,215,8,4,0,0,16,24,23053,6085,683,659,0,0,0,0,0,5,7440,410,239,154,0,0,0,0,0,0,801,2648,253,148,0,4,0,0,9,0,3057,51,69,39,0,0,0,0,0,0,155,459,37,22,20,20,0,7,44,5,572,33,9,5,0,0,0,0,0,0,48,9683,1294,1021,24,23,0,7,63,8,12073,306,255,15,0,3,0,4,7,0,581,515,82,40,5,4,0,0,4,15,654,43771,2745,1582,139,82,6,44,271,56,48428
LGA57630,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,34,0,0,7,0,0,0,7,3,43,16,0,0,4,0,0,0,4,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,34,0,0,7,0,0,0,7,3,43
LGA57700,1155,38,9,0,5,0,5,12,0,1209,118,0,0,0,5,0,0,9,4,130,111,0,3,0,5,0,0,3,0,119,9587,74,36,7,93,3,15,114,18,9832,2066,7,24,7,79,0,5,86,11,2192,6429,30,5,0,0,0,4,5,6,6473,705,18,0,0,0,0,0,0,0,724,9,0,0,0,0,0,0,0,0,4,470,8,3,0,0,0,4,4,0,492,3,10,0,0,0,0,0,0,0,12,40,5,6,0,5,0,3,9,0,49,10,0,0,0,0,0,0,0,0,12,1227,41,9,0,5,0,5,12,0,1288,121,0,0,0,5,0,0,9,4,133,116,0,3,0,5,0,0,3,0,119,9959,74,36,9,91,3,15,112,26,10211
LGA57770,78,17,5,8,0,0,0,10,0,110,25,0,0,0,0,4,0,6,4,35,10,0,0,3,0,0,0,3,0,18,219,18,6,52,4,4,0,60,4,313,88,0,0,37,0,0,0,39,0,125,37,7,0,5,0,0,0,5,0,47,26,0,3,0,0,0,0,0,0,28,21,0,0,0,0,0,0,0,0,25,19,4,0,0,0,0,0,4,0,21,6,4,0,3,0,0,0,3,0,10,31,0,0,0,0,0,0,6,0,36,0,3,0,0,0,0,0,0,0,3,95,15,4,12,0,0,0,14,0,126,36,0,0,0,0,4,0,3,4,40,11,0,0,3,0,0,0,3,0,16,264,20,9,57,7,4,0,69,4,360
LGA57840,1817,2812,1603,0,0,0,0,0,11,6242,121,224,160,0,0,0,0,0,0,511,68,62,16,0,0,0,0,0,0,156,8565,6077,2762,0,0,0,0,0,23,17428,3465,1598,511,0,0,0,0,0,3,5577,3133,1395,482,0,0,0,0,0,7,5012,1043,1925,1104,0,0,0,0,0,3,4074,326,201,123,0,0,0,0,0,0,659,482,659,333,0,0,0,0,0,0,1474,11,56,36,0,0,0,0,0,0,100,37,37,28,0,0,0,0,0,0,100,9,13,5,0,0,0,0,0,0,32,1915,2886,1625,0,0,0,0,0,8,6433,121,224,166,0,0,0,0,0,0,511,77,66,20,0,0,0,0,0,3,165,8709,6163,2787,0,0,0,4,4,24,17690
LGA57910,10447,12835,5570,5,0,0,3,9,34,28895,594,626,443,0,0,0,0,9,3,1665,544,368,137,0,0,0,0,0,11,1073,51625,28390,8806,45,7,7,8,61,61,88941,19735,5695,1097,35,0,3,4,40,10,26576,20615,8979,1572,0,0,0,0,5,7,31171,6258,7601,3767,0,0,0,3,7,13,17644,772,1945,488,0,0,0,0,0,5,3202,3230,2923,1007,0,0,0,0,0,11,7170,98,316,202,0,0,0,0,0,0,622,441,330,163,3,0,0,3,10,0,953,74,90,28,0,0,0,0,0,0,192,10870,13195,5659,5,0,0,3,15,34,29779,604,632,443,0,0,0,0,9,3,1679,566,396,146,0,0,0,0,0,11,1110,52380,28890,8917,45,7,7,10,63,61,90318
LGA57980,634,659,1679,0,0,0,5,5,4,2980,46,24,191,0,0,0,0,0,0,254,23,3,31,0,0,0,0,0,0,60,3411,1333,2696,0,0,0,12,12,4,7456,1560,340,429,0,0,0,0,0,0,2332,1165,311,372,0,0,0,3,3,0,1854,447,466,1123,0,0,0,4,4,0,2041,5,38,245,0,0,0,0,0,0,293,181,148,272,0,0,0,0,0,5,611,0,0,33,0,0,0,0,0,0,39,10,16,23,0,0,0,0,0,0,50,0,0,9,0,0,0,0,0,0,11,646,676,1706,0,0,0,5,5,4,3032,46,24,191,0,0,0,0,0,0,254,23,3,31,0,0,0,0,0,0,60,3441,1349,2726,0,0,0,12,12,4,7534
LGA58050,7626,2268,681,9,22,0,12,42,27,10643,359,83,19,0,0,0,3,5,0,469,507,100,18,4,3,4,0,9,8,646,44936,4383,901,60,135,5,22,223,69,50510,10418,809,70,40,108,0,5,162,12,11467,27079,1151,116,10,0,0,3,10,21,28374,4727,1229,535,0,0,0,3,3,11,6509,657,625,91,0,0,0,0,0,4,1376,2518,413,57,0,0,0,8,8,9,3002,122,113,22,0,0,0,0,4,0,262,302,61,8,9,23,0,0,33,3,405,51,22,3,0,5,0,0,5,0,80,8380,2460,718,9,27,0,9,50,27,11633,374,85,19,0,0,0,3,5,0,491,543,113,24,4,3,0,0,15,12,700,46792,4616,946,61,142,10,25,238,71,52666
LGA58190,23,0,0,0,0,0,0,0,0,23,17,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,8,127,0,0,0,0,0,0,0,0,127,72,0,0,0,0,0,0,0,0,72,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,27,17,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,5,136,0,0,0,0,0,0,0,0,136
LGA58260,35,6,0,0,0,0,0,0,0,40,28,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,172,9,0,0,0,0,0,0,7,186,87,0,0,0,0,0,0,0,3,85,34,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,9,17,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,43,7,0,0,0,0,0,0,0,55,28,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,191,11,0,0,0,0,0,0,7,205
LGA58330,177,4,0,0,4,0,0,0,0,186,30,0,0,0,0,0,0,0,0,30,54,0,0,5,4,0,0,8,0,68,1646,10,0,9,7,6,0,26,9,1691,737,0,0,5,3,4,0,9,4,748,683,3,0,0,0,0,0,0,4,693,76,0,0,0,0,0,0,0,0,76,8,0,0,0,0,0,0,0,0,12,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,193,4,0,0,4,0,0,0,0,199,30,0,0,0,0,0,0,0,0,30,61,0,0,5,4,0,0,8,0,72,1707,10,0,9,7,6,0,26,9,1749
LGA58400,20,3,0,0,0,0,0,0,0,24,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,112,3,0,0,0,0,0,0,4,123,74,0,0,0,0,0,0,0,0,74,20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,125,3,0,0,0,0,0,0,4,131
LGA58470,5,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,5,4,10,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,10,10,28,3,0,0,3,0,0,0,3,3,9,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,26,11,0,0,5,0,0,0,5,7,19,0,0,0,0,0,0,0,0,0,0,35,3,0,8,0,0,0,10,11,57
LGA58510,2545,2020,2035,0,0,0,4,4,0,6609,175,111,188,0,0,0,0,0,0,471,75,57,46,0,0,0,0,0,4,176,8160,3622,3208,0,0,0,6,6,16,15016,2302,592,398,0,0,0,0,0,3,3303,3137,864,553,0,0,0,4,4,3,4557,1583,1210,1501,0,0,0,3,3,0,4303,219,274,100,0,0,0,0,0,0,590,760,424,318,0,0,0,0,0,0,1501,29,126,86,0,0,0,0,0,0,249,52,51,41,0,0,0,0,0,0,138,26,17,18,0,0,0,0,0,0,61,2664,2107,2074,0,0,0,4,4,0,6843,177,109,192,0,0,0,0,0,0,477,82,59,46,0,0,0,0,0,4,189,8361,3731,3257,0,0,0,6,6,16,15367
LGA58540,67,4,0,0,0,0,0,0,3,71,26,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,264,3,0,5,0,0,0,5,6,278,126,0,0,5,0,0,0,5,0,128,58,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,67,4,0,0,0,0,0,0,3,75,26,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,276,3,0,5,0,0,0,5,6,288
LGA58570,1673,1609,3072,0,0,0,32,32,12,6396,114,85,34,0,0,0,0,0,0,228,57,25,43,0,0,0,0,0,4,124,7328,3344,4499,0,0,0,54,54,22,15240,2651,641,352,0,0,0,10,10,0,3652,2870,988,1019,0,0,0,11,11,5,4897,1001,970,2349,0,0,0,15,15,3,4342,33,193,123,0,0,0,0,0,0,360,637,373,553,0,0,0,14,14,0,1577,6,46,53,0,0,0,0,0,7,111,38,45,41,0,0,0,0,0,0,126,11,12,7,0,0,0,0,0,0,22,1729,1637,3128,0,0,0,32,32,11,6536,119,84,34,0,0,0,0,0,0,233,57,21,40,0,0,0,0,0,4,124,7418,3380,4574,0,0,0,54,54,19,15450
LGA58610,102,32,0,0,0,0,0,0,0,138,25,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,15,621,38,0,0,0,0,0,5,4,665,302,4,0,5,0,0,0,3,4,309,188,0,0,0,0,0,0,0,0,185,34,5,0,0,0,0,0,0,0,40,17,9,0,0,0,0,0,0,0,24,48,0,0,0,0,0,0,0,0,48,3,17,0,0,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,114,32,0,0,0,0,0,0,0,146,25,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,15,640,38,0,4,0,0,0,4,4,684
LGA58680,19,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,0,0,0,6,178,0,0,0,0,0,0,0,0,178,92,0,0,0,0,0,0,0,0,92,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,19,17,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,6,182,0,0,0,0,0,0,0,0,182
LGA58760,12550,2053,162,34,0,5,7,46,7,14814,760,548,11,3,3,0,5,7,0,1329,687,113,4,7,0,0,0,13,10,827,64062,4925,296,114,19,29,17,183,39,69508,13802,1012,53,71,8,26,5,106,4,14974,37126,1234,77,0,0,5,5,8,17,38457,8243,933,125,0,0,0,0,0,0,9303,694,646,8,0,0,0,0,0,0,1349,3683,346,25,12,0,0,4,16,0,4072,134,150,0,0,0,0,0,0,0,286,420,65,3,24,0,5,0,30,3,525,59,16,0,0,0,0,0,0,0,75,13236,2159,167,31,0,5,3,47,7,15608,776,548,11,3,3,0,5,7,0,1347,716,121,4,7,0,0,0,13,10,857,65649,5066,302,117,19,29,16,184,41,71246
LGA58820,188,46,0,8,0,0,3,14,6,253,33,16,0,0,0,0,0,0,0,47,25,9,0,0,0,0,0,0,0,36,1395,91,0,21,0,0,3,23,5,1514,619,21,0,4,0,0,0,13,3,649,573,0,0,0,0,0,0,0,3,581,78,14,0,0,0,0,0,0,0,96,10,10,0,0,0,0,0,0,0,21,92,16,0,0,0,0,0,5,0,111,0,11,0,0,0,0,0,0,0,13,22,9,0,10,0,0,0,10,0,38,3,0,0,0,0,0,0,0,0,7,204,53,0,8,0,0,3,14,6,273,35,16,0,0,0,0,0,0,0,51,27,9,0,0,0,0,0,0,0,34,1459,96,0,22,0,0,3,25,5,1584
LGA58890,39,7,0,0,0,0,0,0,0,47,24,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,10,266,6,0,0,0,0,0,0,5,277,155,0,0,0,0,0,0,0,0,152,54,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,0,0,0,0,47,28,0,0,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,10,285,6,0,0,0,0,0,0,5,293
