LGA_CODE_2021,R_Tot_Dw_s_S_Hou_Oth_h,R_Tot_Dw_s_SDRTHT_Oth_h,R_Tot_Dw_s_Fl_Ap_Oth_h,R_Tot_Dw_s_Oth_d_Car_Oth_h,R_Tot_Dw_s_Oth_d_Cab_h_Oth_h,R_Tot_Dw_s_Oth_d_IHTSO_Oth_h,R_Tot_Dw_s_Oth_d_HFASO_Oth_h,R_Tot_Dw_s_Oth_d_Tot_Oth_h,R_Tot_Dw_s_Ns_Oth_h,R_Tot_Tot_Oth_h,Oth_TT_Dw_s_S_Hou_Oth_h,Oth_TT_Dw_s_SDRTHT_Oth_h,Oth_TT_Dw_s_Fl_Ap_Oth_h,Oth_TT_Dw_s_Ot_d_Car_Oth_h,Oth_TT_Dw_s_Ot_d_Cab_h_Oth_h,Oth_TT_Dw_s_Ot_d_IHTSO_Oth_h,Oth_TT_Dw_s_Ot_d_HFASO_Oth_h,Oth_TT_Dw_s_Ot_d_Tot_Oth_h,Oth_TT_Dw_s_Ns_Oth_h,Oth_TT_Tot_Oth_h,TT_ns_Dw_s_S_Hou_Oth_h,TT_ns_Dw_s_SDRTHT_Oth_h,TT_ns_Dw_s_Fl_Ap_Oth_h,TT_ns_Dw_s_Oth_d_Car_Oth_h,TT_ns_Dw_s_Oth_d_Cab_h_Oth_h,TT_ns_Dw_s_Oth_d_IHTSO_Oth_h,TT_ns_Dw_s_Oth_d_HFASO_Oth_h,TT_ns_Dw_s_Oth_d_Tot_Oth_h,TT_ns_Dw_s_Ns_Oth_h,TT_ns_Tot_Oth_h,Tot_Dw_s_S_Hou_Oth_h,Tot_Dw_s_SDRTHT_Oth_h,Tot_Dw_s_Fl_Ap_Oth_h,Tot_Dw_s_Oth_d_Car_Oth_h,Tot_Dw_s_Oth_d_Cab_h_Oth_h,Tot_Dw_s_Oth_d_IHTSO_Oth_h,Tot_Dw_s_Oth_d_HFASO_Oth_h,Tot_Dw_s_Oth_d_Tot_Oth_h,Tot_Dw_s_Ns_Oth_h,Tot_Tot_Oth_h,Ow_o_Dw_s_S_Hou_Tot_h,Ow_o_Dw_s_SDRTHT_Tot_h,Ow_o_Dw_s_Fl_Ap_Tot_h,Ow_o_Dw_s_Oth_d_Car_Tot_h,Ow_o_Dw_s_Oth_d_Cab_h_Tot_h,Ow_o_Dw_s_Oth_d_IHTSO_Tot_h,Ow_o_Dw_s_Oth_d_HFASO_Tot_h,Ow_o_Dw_s_Oth_d_Tot_Tot_h,Ow_o_Dw_s_Ns_Tot_h,Ow_o_Tot_Tot_h,Ow_wm_Dw_s_S_Hou_Tot_h,Ow_wm_Dw_s_SDRTHT_Tot_h,Ow_wm_Dw_s_Fl_Ap_Tot_h,Ow_wm_Dw_s_Oth_d_Car_Tot_h,Ow_wm_Dw_s_Oth_d_Cab_h_Tot_h,Ow_wm_Dw_s_Oth_d_IHTSO_Tot_h,Ow_wm_Dw_s_Oth_d_HFASO_Tot_h,Ow_wm_Dw_s_Oth_d_Tot_Tot_h,Ow_wm_Dw_s_Ns_Tot_h,Ow_wm_Tot_Tot_h,R_RAg_Dw_s_S_Hou_Tot_h,R_RAg_Dw_s_SDRTHT_Tot_h,R_RAg_Dw_s_Fl_Ap_Tot_h,R_RAg_Dw_s_Oth_d_Car_Tot_h,R_RAg_Dw_s_Oth_d_Cab_h_Tot_h,R_RAg_Dw_s_Oth_d_IHTSO_Tot_h,R_RAg_Dw_s_Oth_d_HFASO_Tot_h,R_RAg_Dw_s_Oth_d_Tot_Tot_h,R_RAg_Dw_s_Ns_Tot_h,R_RAg_Tot_Tot_h,R_STHA_Dw_s_S_Hou_Tot_h,R_STHA_Dw_s_SDRTHT_Tot_h,R_STHA_Dw_s_Fl_Ap_Tot_h,R_STHA_Dw_s_Ot_d_Car_Tot_h,R_STHA_Dw_s_Ot_d_Cab_h_Tot_h,R_STHA_Dw_s_Ot_d_IHTSO_Tot_h,R_STHA_Dw_s_Ot_d_HFASO_Tot_h,R_STHA_Dw_s_Ot_d_Tot_Tot_h,R_STHA_Dw_s_Ns_Tot_h,R_STHA_Tot_Tot_h,R_Pnsh_Dw_s_S_Hou_Tot_h,R_Pnsh_Dw_s_SDRTHT_Tot_h,R_Pnsh_Dw_s_Fl_Ap_Tot_h,R_Pnsh_Dw_s_Ot_d_Car_Tot_h,R_Pnsh_Dw_s_Ot_d_Cab_h_Tot_h,R_Pnsh_Dw_s_Ot_d_IHTSO_Tot_h,R_Pnsh_Dw_s_Ot_d_HFASO_Tot_h,R_Pnsh_Dw_s_Oth_d_Tot_Tot_h,R_Pnsh_Dw_s_Ns_Tot_h,R_Pnsh_Tot_Tot_h,R_CHP_Dw_s_S_Hou_Tot_h,R_CHP_Dw_s_SDRTHT_Tot_h,R_CHP_Dw_s_Fl_Ap_Tot_h,R_CHP_Dw_s_Oth_d_Car_Tot_h,R_CHP_Dw_s_Oth_d_Cab_h_Tot_h,R_CHP_Dw_s_Oth_d_IHTSO_Tot_h,R_CHP_Dw_s_Oth_d_HFASO_Tot_h,R_CHP_Dw_s_Oth_d_Tot_Tot_h,R_CHP_Dw_s_Ns_Tot_h,R_CHP_Tot_Tot_h,R_othLT_Dw_s_S_Hou_Tot_h,R_othLT_Dw_s_SDRTHT_Tot_h,R_othLT_Dw_s_Fl_Ap_Tot_h,R_othLT_Dw_s_O_d_Car_Tot_h,R_othLT_Dw_s_O_d_Cab_h_Tot_h,R_othLT_Dw_s_O_d_IHTSO_Tot_h,R_othLT_Dw_s_O_d_HFASO_Tot_h,R_othLT_Dw_s_O_d_Tot_Tot_h,R_othLT_Dw_s_Ns_Tot_h,R_othLT_Tot_Tot_h,R_LTns_Dw_s_S_Hou_Tot_h,R_LTns_Dw_s_SDRTHT_Tot_h,R_LTns_Dw_s_Fl_Ap_Tot_h,R_LTns_Dw_s_Ot_d_Car_Tot_h,R_LTns_Dw_s_Ot_d_Cab_h_Tot_h,R_LTns_Dw_s_Ot_d_IHTSO_Tot_h,R_LTns_Dw_s_Ot_d_HFASO_Tot_h,R_LTns_Dw_s_Ot_d_Tot_Tot_h,R_LTns_Dw_s_Ns_Tot_h,R_LTns_Tot_Tot_h,R_Tot_Dw_s_S_Hou_Tot_h,R_Tot_Dw_s_SDRTHT_Tot_h,R_Tot_Dw_s_Fl_Ap_Tot_h,R_Tot_Dw_s_Oth_d_Car_Tot_h,R_Tot_Dw_s_Oth_d_Cab_h_Tot_h,R_Tot_Dw_s_Oth_d_IHTSO_Tot_h,R_Tot_Dw_s_Oth_d_HFASO_Tot_h,R_Tot_Dw_s_Oth_d_Tot_Tot_h,R_Tot_Dw_s_Ns_Tot_h,R_Tot_Tot_Tot_h,Oth_TT_Dw_s_S_Hou_Tot_h,Oth_TT_Dw_s_SDRTHT_Tot_h,Oth_TT_Dw_s_Fl_Ap_Tot_h,Oth_TT_Dw_s_Ot_d_Car_Tot_h,Oth_TT_Dw_s_Ot_d_Cab_h_Tot_h,Oth_TT_Dw_s_Ot_d_IHTSO_Tot_h,Oth_TT_Dw_s_Ot_d_HFASO_Tot_h,Oth_TT_Dw_s_Ot_d_Tot_Tot_h,Oth_TT_Dw_s_Ns_Tot_h,Oth_TT_Tot_Tot_h,TT_ns_Dw_s_S_Hou_Tot_h,TT_ns_Dw_s_SDRTHT_Tot_h,TT_ns_Dw_s_Fl_Ap_Tot_h,TT_ns_Dw_s_Oth_d_Car_Tot_h,TT_ns_Dw_s_Oth_d_Cab_h_Tot_h,TT_ns_Dw_s_Oth_d_IHTSO_Tot_h,TT_ns_Dw_s_Oth_d_HFASO_Tot_h,TT_ns_Dw_s_Oth_d_Tot_Tot_h,TT_ns_Dw_s_Ns_Tot_h,TT_ns_Tot_Tot_h,Tot_Dw_s_S_Hou_Tot_h,Tot_Dw_s_SDRTHT_Tot_h,Tot_Dw_s_Fl_Ap_Tot_h,Tot_Dw_s_Oth_d_Car_Tot_h,Tot_Dw_s_Oth_d_Cab_h_Tot_h,Tot_Dw_s_Oth_d_IHTSO_Tot_h,Tot_Dw_s_Oth_d_HFASO_Tot_h,Tot_Dw_s_Oth_d_Tot_Tot_h,Tot_Dw_s_Ns_Tot_h,Tot_Tot_Tot_h
LGA50980,1101,337,82,48,0,5,0,56,33,1612,99,10,0,9,0,0,0,11,12,130,51,15,4,5,0,0,0,7,8,83,2722,458,102,195,0,15,19,232,78,3591,569,42,8,125,0,11,7,136,23,774,1233,70,14,17,0,4,3,24,3,1351,513,207,58,8,0,0,4,10,5,795,702,217,6,5,0,0,0,3,6,936,272,43,20,4,0,0,0,13,13,361,158,30,0,0,0,0,0,0,8,200,275,47,4,31,0,4,0,36,17,377,12,3,0,0,0,0,0,0,0,23,1939,546,98,50,4,8,3,63,49,2691,129,11,0,13,0,0,0,16,10,175,124,28,3,5,0,8,0,14,11,183,3992,701,124,206,4,24,18,258,101,5172
LGA51080,42,3,0,0,0,0,0,0,0,47,31,0,0,0,0,0,0,0,0,34,3,0,0,0,0,0,0,0,0,3,331,3,0,0,0,0,0,0,5,337,193,0,0,0,0,0,0,3,0,195,76,0,0,0,0,0,0,0,0,76,6,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,13,20,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,10,14,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0,0,4,61,31,0,0,0,0,0,0,0,0,36,11,0,0,0,0,0,0,0,0,11,367,3,0,0,0,0,0,3,5,377
LGA51120,41,15,0,0,0,0,3,8,0,64,25,0,0,0,0,0,0,0,4,25,6,0,0,0,0,0,0,0,3,4,268,18,0,0,0,0,3,8,16,315,153,0,0,0,0,0,0,0,8,168,58,0,0,0,0,0,0,0,0,61,6,0,0,0,0,0,3,3,0,9,5,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,20,0,12,0,0,0,0,4,4,0,11,19,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,45,15,0,0,0,0,9,8,0,70,26,0,0,0,0,0,0,0,4,32,6,0,0,0,0,0,0,0,3,4,286,18,0,0,0,0,9,8,16,332
LGA51190,2449,1412,327,11,6,0,11,18,12,4217,97,128,13,0,3,0,0,5,0,246,110,86,7,5,3,0,0,10,8,223,9723,2451,476,62,36,0,9,111,28,12784,3449,499,69,48,29,0,0,76,3,4091,3810,345,51,0,0,0,5,5,8,4208,1455,660,242,0,0,0,4,3,4,2364,224,387,11,0,0,0,0,0,0,622,880,263,50,0,0,0,0,0,0,1193,39,123,29,0,0,0,0,0,0,198,79,50,9,8,6,0,3,13,0,148,14,18,0,0,0,0,0,0,0,27,2688,1498,343,11,6,0,11,18,12,4557,102,130,13,0,3,0,0,5,0,252,121,94,7,9,3,0,0,11,8,246,10171,2556,490,67,36,0,9,116,28,13356
LGA51260,2654,594,21,33,41,4,10,79,14,3357,234,155,17,9,7,0,3,21,0,421,175,43,0,0,8,0,0,9,6,227,12919,1336,75,79,160,6,14,261,36,14623,4908,338,29,34,100,5,5,142,7,5419,5122,222,11,8,5,3,3,16,4,5370,1457,237,3,0,6,0,0,6,6,1709,261,212,0,0,0,0,0,0,0,477,916,81,11,0,5,0,0,7,4,1018,21,60,0,0,0,0,0,0,0,92,125,19,4,28,34,0,3,67,5,217,13,3,0,0,0,0,0,0,0,15,2796,615,20,30,43,4,10,82,14,3526,236,155,17,7,7,0,3,22,0,431,183,46,0,3,8,0,0,9,7,242,13238,1366,74,83,159,10,14,268,36,14988
LGA51310,970,363,838,0,0,0,0,0,4,2168,76,126,107,0,0,0,0,0,0,309,44,15,18,0,0,0,0,0,0,71,7573,1197,1526,0,0,0,0,0,16,10304,3479,359,249,0,0,0,0,0,5,4103,3037,329,327,0,0,0,0,0,6,3693,687,248,630,0,0,0,0,0,3,1570,3,19,5,0,0,0,0,0,0,27,273,90,194,0,0,0,0,0,0,558,0,5,5,0,0,0,0,0,0,16,18,0,15,0,0,0,0,0,0,29,0,3,0,0,0,0,0,0,0,0,979,368,850,0,0,0,0,0,4,2201,82,126,107,0,0,0,0,0,0,308,45,15,18,0,0,0,0,0,0,73,7619,1202,1540,0,0,0,0,0,16,10378
LGA51330,6293,2938,740,6,0,0,13,20,31,10022,347,233,65,0,0,0,0,0,3,648,265,92,15,0,0,0,0,0,13,395,26155,5310,1302,18,0,0,15,35,61,32861,9285,862,182,8,0,0,0,6,11,10354,10121,1204,299,0,0,0,3,7,4,11627,4074,1767,515,0,0,0,14,14,18,6386,338,429,53,0,0,0,0,0,0,820,1773,642,125,0,0,0,0,0,11,2559,88,77,13,0,0,0,0,0,0,184,264,103,39,6,0,0,0,8,3,406,30,25,8,0,0,0,0,0,0,59,6570,3037,752,4,0,0,13,17,31,10408,351,237,65,0,0,0,0,0,3,653,276,94,15,4,0,0,0,4,13,403,26598,5434,1317,16,0,0,15,38,61,33444
LGA51400,1026,130,63,0,0,0,0,6,0,1220,53,3,6,0,0,0,0,0,5,68,67,7,0,0,0,0,0,0,0,79,5743,179,69,5,0,0,0,8,8,6001,1722,18,0,3,0,0,0,3,0,1752,2996,16,0,0,0,0,0,0,4,3013,642,16,0,0,0,0,0,0,0,655,81,79,24,0,0,0,0,0,0,187,338,7,0,0,0,0,0,0,0,339,7,38,37,0,0,0,0,0,0,79,28,0,0,0,0,0,0,0,0,28,9,4,0,0,0,0,0,0,0,9,1103,142,63,0,0,0,0,6,0,1311,60,3,6,0,0,0,0,0,5,65,69,7,0,0,0,0,0,0,0,81,5949,188,69,5,0,0,0,8,8,6221
LGA51470,49,3,5,0,0,0,0,0,0,48,14,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,4,0,6,195,4,5,4,0,0,0,4,0,209,96,0,0,0,0,0,0,0,0,99,38,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,19,0,0,5,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,50,3,5,0,0,0,0,0,0,56,16,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,4,0,6,206,4,5,4,0,0,0,4,0,219
LGA51540,329,107,44,24,8,5,4,38,12,521,46,5,0,5,0,0,0,7,4,56,21,5,5,3,0,0,0,3,0,32,1078,150,44,122,11,8,4,140,25,1442,417,30,0,86,0,6,0,88,12,544,359,6,0,7,0,0,0,7,6,373,76,31,6,0,0,0,0,3,0,120,127,56,9,0,0,0,0,0,0,190,121,41,0,4,0,0,4,6,3,178,36,15,25,0,0,0,0,0,0,74,110,26,7,21,4,0,0,28,11,178,3,0,4,0,0,0,0,5,0,12,474,166,49,25,8,5,4,41,12,739,51,7,0,7,0,0,0,8,4,65,26,8,5,3,0,0,0,3,0,40,1320,215,48,129,11,11,4,147,30,1771
LGA51610,50,0,0,4,0,0,0,4,0,55,28,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,5,446,0,0,15,0,0,3,25,3,473,181,0,0,12,0,0,3,16,3,199,207,0,0,4,0,0,0,6,0,214,19,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,0,0,3,0,0,0,3,0,57,28,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,6,480,0,0,24,0,0,3,26,3,506
LGA51680,130,0,12,0,0,0,0,0,0,147,43,0,0,0,0,0,0,0,0,45,23,0,0,0,0,0,0,0,4,26,1851,3,10,0,0,3,0,0,3,1873,607,3,0,0,0,0,0,0,0,612,1086,0,0,0,0,0,0,0,0,1084,56,0,0,0,0,0,0,0,0,56,0,0,3,0,0,0,0,0,0,3,78,0,0,0,0,0,0,0,0,84,0,0,5,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,142,0,9,0,0,0,0,0,0,158,44,0,0,0,0,0,0,0,0,50,23,0,0,0,0,0,0,0,4,26,1902,3,15,0,0,3,0,0,3,1926
LGA51710,61,58,83,0,0,0,0,0,0,204,22,5,8,0,0,0,0,0,3,39,4,0,5,0,0,0,0,0,0,8,188,96,123,0,0,0,0,3,6,415,62,22,23,0,0,0,0,0,0,107,40,12,6,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,7,31,49,0,0,0,0,0,0,86,24,20,13,0,0,0,0,0,0,58,0,0,3,0,0,0,0,0,0,5,30,8,15,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,61,58,86,0,0,0,0,0,0,204,22,5,8,0,0,0,0,0,3,41,4,0,6,0,0,0,0,0,0,9,193,96,127,0,0,0,0,3,6,422
LGA51750,277,283,705,0,0,0,0,0,0,1268,21,20,96,0,0,0,0,0,0,142,13,16,13,0,0,0,0,0,0,46,2061,995,1317,0,0,0,0,0,3,4372,1066,418,322,0,0,0,0,0,3,1809,690,257,178,0,0,0,0,0,0,1121,175,182,569,0,0,0,0,0,0,917,9,11,0,0,0,0,0,0,0,17,82,79,134,0,0,0,0,0,0,301,0,4,3,0,0,0,0,0,0,8,12,3,8,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,276,281,716,0,0,0,0,0,0,1276,21,24,96,0,0,0,0,0,0,142,14,16,13,0,0,0,0,0,0,49,2070,999,1324,0,0,0,0,0,3,4399
LGA51820,6454,2190,1716,6,35,0,0,34,14,10412,246,161,38,5,3,0,0,5,4,447,321,71,42,0,3,0,0,3,11,440,34569,4925,2763,8,200,0,5,207,45,42507,9800,1063,365,5,158,0,3,158,12,11402,18154,1467,611,0,5,0,0,3,9,20246,4316,1217,1294,0,0,0,0,3,5,6837,507,488,167,0,0,0,0,0,3,1168,1756,424,227,0,0,0,0,0,0,2417,47,87,58,0,0,0,0,0,0,195,191,44,18,6,29,0,0,30,0,286,26,17,8,0,0,0,0,0,0,44,6847,2275,1777,6,36,0,0,41,14,10951,255,160,38,5,3,0,0,5,4,462,332,75,36,0,3,0,0,3,11,458,35391,5041,2832,8,200,0,5,212,42,43510
LGA51860,79,0,0,0,0,0,0,0,0,82,19,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,9,122,0,0,0,0,0,0,0,5,122,12,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,47,0,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,82,19,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,9,122,0,0,0,0,0,0,0,5,122
LGA51890,452,66,64,6,0,0,0,4,3,592,42,0,0,0,0,0,0,0,0,45,63,5,5,0,0,0,0,0,3,70,3007,102,99,15,0,3,0,14,16,3238,1326,25,24,6,0,0,0,8,6,1384,1203,12,10,0,0,0,0,0,0,1226,213,12,34,0,0,0,0,3,0,257,70,37,21,0,0,0,0,0,0,128,203,18,4,0,0,0,0,0,0,227,8,0,0,0,0,0,0,0,0,12,31,0,3,6,0,0,0,4,0,37,4,0,4,0,0,0,0,0,0,3,517,68,67,6,0,0,0,7,3,665,45,0,0,0,0,0,0,0,0,44,70,5,5,0,0,0,0,0,3,81,3165,108,104,15,0,3,0,17,16,3404
LGA51960,232,57,20,0,0,0,0,4,4,312,16,0,0,0,0,0,0,0,0,19,23,0,0,0,0,0,0,0,0,27,873,68,25,4,3,0,0,9,8,984,296,5,0,5,0,0,0,5,0,314,354,10,0,0,0,0,0,0,0,364,176,55,11,0,0,0,0,0,0,236,13,0,0,0,0,0,0,0,0,18,72,3,0,0,0,0,0,0,0,84,25,0,5,0,0,0,0,0,0,31,22,3,0,0,0,0,0,0,3,26,9,0,0,0,0,0,0,0,0,9,305,60,19,0,0,0,0,4,4,391,16,0,0,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,33,998,83,19,4,3,0,0,12,8,1126
LGA52030,62,5,0,0,0,0,0,0,0,70,27,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,4,380,11,0,7,0,0,0,7,7,400,204,4,0,4,0,0,0,4,7,223,85,0,0,0,0,0,0,0,0,88,16,0,0,0,0,0,0,0,0,16,4,6,0,0,0,0,0,0,0,7,33,4,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,66,5,0,0,0,0,0,0,0,73,30,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,4,394,11,0,7,0,0,0,7,7,418
LGA52100,60,12,0,0,0,0,0,0,0,76,27,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,6,361,17,0,3,0,0,4,5,0,384,191,0,0,0,0,0,0,0,0,196,81,0,0,0,0,0,0,0,0,86,5,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0,9,36,0,0,0,0,0,0,0,0,41,0,8,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,64,14,0,0,0,0,0,0,0,81,27,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,7,372,17,0,3,0,0,4,5,0,395
LGA52170,308,119,375,0,0,0,0,0,0,798,27,17,4,0,0,0,0,0,0,47,19,10,5,0,0,0,0,0,0,30,2044,364,575,0,0,0,0,0,0,2982,1063,145,128,0,0,0,0,0,0,1333,630,77,62,0,0,0,0,0,0,775,206,77,250,0,0,0,0,0,0,535,5,0,42,0,0,0,0,0,0,42,103,31,85,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,315,119,380,0,0,0,0,0,0,813,27,17,4,0,0,0,0,0,0,47,19,10,5,0,0,0,0,0,0,30,2058,364,581,0,0,0,0,0,0,2998
LGA52240,85,0,4,0,0,0,0,0,0,86,45,0,0,0,0,0,0,0,5,53,9,0,0,0,0,0,0,0,0,8,380,0,4,0,3,0,0,5,7,391,181,0,0,0,0,0,0,0,4,186,68,0,0,0,0,0,0,0,0,68,14,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,5,33,0,0,0,0,0,0,0,0,38,5,0,3,0,0,0,0,0,0,8,26,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,90,0,3,0,0,0,0,0,0,95,51,0,0,0,0,0,0,0,5,54,9,0,0,0,0,0,0,0,0,8,391,0,3,0,3,0,0,5,8,405
LGA52310,45,0,0,0,0,0,0,0,0,49,16,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,4,346,0,0,0,0,0,0,6,0,349,186,0,0,3,0,0,0,3,0,189,94,0,0,0,0,0,0,0,0,98,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,52,16,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,4,356,0,0,0,0,0,0,6,0,359
LGA52380,11,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,9,0,8,52,0,0,10,0,0,0,10,3,63,26,0,0,0,0,0,0,0,0,34,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,6,5,0,0,9,0,0,0,9,0,12,55,0,0,10,0,0,0,10,3,70
LGA52450,89,4,0,0,0,0,0,0,0,101,28,0,0,0,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,5,424,4,0,6,0,0,0,4,0,437,179,0,0,0,0,0,0,4,0,182,124,0,0,0,0,0,0,0,0,126,18,0,0,0,0,0,0,0,0,17,22,5,0,0,0,0,0,0,0,24,49,0,0,0,0,0,0,0,0,49,5,4,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,96,9,0,0,0,0,0,0,0,106,28,0,0,0,0,0,0,0,0,28,7,0,0,0,0,0,0,0,0,7,433,9,0,6,0,0,0,4,0,447
LGA52520,72,10,0,0,0,0,0,5,6,87,25,0,0,0,0,0,0,3,0,28,9,0,0,0,0,0,0,0,0,8,369,10,0,3,0,0,11,16,9,399,183,0,0,0,0,0,0,3,3,191,101,0,0,0,0,0,5,5,0,102,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,18,39,3,0,0,0,0,0,0,0,38,8,4,0,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,82,11,0,0,0,0,0,5,6,102,25,0,0,0,0,0,0,3,0,28,7,0,0,0,0,0,0,0,0,11,397,11,0,3,0,0,11,16,9,431
LGA52590,222,13,9,3,0,0,5,6,7,253,53,0,0,0,0,3,0,3,0,59,19,0,0,0,0,4,0,4,0,21,1107,29,9,11,4,24,0,42,16,1209,538,15,0,13,0,11,0,28,3,587,298,3,0,0,0,8,0,8,4,312,92,11,4,0,0,0,0,0,0,108,25,0,0,0,0,0,0,0,0,25,76,8,3,0,0,0,0,0,0,88,6,0,0,0,0,0,0,0,0,6,37,0,0,3,0,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,241,19,9,3,0,0,5,6,7,277,55,0,0,0,0,3,0,3,0,61,19,0,0,0,0,5,0,5,0,19,1152,35,9,11,4,26,0,48,16,1253
LGA52660,798,106,5,19,11,0,0,26,0,937,122,64,0,0,0,0,0,0,0,192,58,6,0,0,9,0,0,8,0,81,4716,296,15,34,53,5,0,92,6,5125,1488,89,5,15,32,0,0,48,0,1627,2357,37,0,0,0,0,0,4,5,2397,464,68,3,0,0,0,0,0,0,540,28,17,0,0,0,0,0,0,0,41,321,24,0,0,0,0,0,0,0,349,16,3,0,0,0,0,0,0,0,20,26,5,0,14,9,0,0,21,0,58,7,0,0,0,0,0,0,0,0,7,866,110,5,19,11,0,0,26,0,1008,125,64,0,0,0,0,0,0,0,192,62,6,0,0,9,0,0,8,0,82,4886,303,15,34,51,5,0,93,6,5302
LGA52730,427,33,0,0,5,0,0,3,5,470,72,17,0,0,0,0,0,0,0,94,39,3,0,0,0,0,0,0,0,40,2132,163,3,7,3,0,0,15,16,2324,1034,57,0,6,4,0,0,4,0,1105,582,57,0,0,0,0,0,0,3,645,130,9,0,0,0,0,0,0,0,142,58,17,0,0,0,0,0,0,0,78,185,7,0,0,0,0,0,0,0,194,27,0,0,0,0,0,0,0,0,28,34,0,0,0,0,0,0,4,4,37,4,0,0,0,0,0,0,0,0,4,434,35,0,0,5,0,0,3,5,484,72,17,0,0,0,0,0,0,0,94,37,3,0,0,0,0,0,0,0,42,2162,169,3,7,3,0,0,15,16,2362
