SEX,AGE,REGION,YEAR,POPULATION
Total,Oct-14,Western Australia - Outback (South),2012,8760
Total,Oct-14,Western Australia - Outback (South),2013,8678
Total,Oct-14,Western Australia - Outback (South),2014,8519
Total,Oct-14,Western Australia - Outback (South),2015,8264
Total,Oct-14,Western Australia - Outback (South),2016,7972
Total,Oct-14,Western Australia - Outback (South),2017,7942
Total,Oct-14,Western Australia - Outback (South),2018,7964
Total,Oct-14,Western Australia - Outback (South),2019,7984
Total,Oct-14,Western Australia - Outback (South),2020,8148
Total,Oct-14,Western Australia - Outback (South),2021,8231
Total,Oct-14,Western Australia - Outback (South),2022,8320
Male,80-84,Perth - South East,2012,3080
Male,80-84,Perth - South East,2013,3112
Male,80-84,Perth - South East,2014,3108
Male,80-84,Perth - South East,2015,3192
Male,80-84,Perth - South East,2016,3238
Male,80-84,Perth - South East,2017,3451
Male,80-84,Perth - South East,2018,3645
Male,80-84,Perth - South East,2019,3868
Male,80-84,Perth - South East,2020,4065
Male,80-84,Perth - South East,2021,4284
Male,80-84,Perth - South East,2022,4545
Total,45-49,Perth - South East,2012,30543
Total,45-49,Perth - South East,2013,30723
Total,45-49,Perth - South East,2014,31123
Total,45-49,Perth - South East,2015,31592
Total,45-49,Perth - South East,2016,32240
Total,45-49,Perth - South East,2017,33179
Total,45-49,Perth - South East,2018,33737
Total,45-49,Perth - South East,2019,34180
Total,45-49,Perth - South East,2020,34687
Total,45-49,Perth - South East,2021,34686
Total,45-49,Perth - South East,2022,34774
Total,5-Sep,Bunbury,2012,11859
Total,5-Sep,Bunbury,2013,12359
Total,5-Sep,Bunbury,2014,12683
Total,5-Sep,Bunbury,2015,12936
Total,5-Sep,Bunbury,2016,12835
Total,5-Sep,Bunbury,2017,12743
Total,5-Sep,Bunbury,2018,12759
Total,5-Sep,Bunbury,2019,12748
Total,5-Sep,Bunbury,2020,12648
Total,5-Sep,Bunbury,2021,12787
Total,5-Sep,Bunbury,2022,12743
Male,15-19,Perth - Inner,2012,4711
Male,15-19,Perth - Inner,2013,4773
Male,15-19,Perth - Inner,2014,4810
Male,15-19,Perth - Inner,2015,4830
Male,15-19,Perth - Inner,2016,4797
Male,15-19,Perth - Inner,2017,4898
Male,15-19,Perth - Inner,2018,4970
Male,15-19,Perth - Inner,2019,5103
Male,15-19,Perth - Inner,2020,5176
Male,15-19,Perth - Inner,2021,5263
Male,15-19,Perth - Inner,2022,5407
Female,70-74,Western Australia - Outback (South),2012,1573
Female,70-74,Western Australia - Outback (South),2013,1642
Female,70-74,Western Australia - Outback (South),2014,1740
Female,70-74,Western Australia - Outback (South),2015,1785
Female,70-74,Western Australia - Outback (South),2016,1836
Female,70-74,Western Australia - Outback (South),2017,1968
Female,70-74,Western Australia - Outback (South),2018,2085
Female,70-74,Western Australia - Outback (South),2019,2161
Female,70-74,Western Australia - Outback (South),2020,2271
Female,70-74,Western Australia - Outback (South),2021,2389
Female,70-74,Western Australia - Outback (South),2022,2469
Female,50-54,Bunbury,2012,6227
Female,50-54,Bunbury,2013,6325
Female,50-54,Bunbury,2014,6349
Female,50-54,Bunbury,2015,6329
Female,50-54,Bunbury,2016,6228
Female,50-54,Bunbury,2017,6308
Female,50-54,Bunbury,2018,6356
Female,50-54,Bunbury,2019,6418
Female,50-54,Bunbury,2020,6511
Female,50-54,Bunbury,2021,6747
Female,50-54,Bunbury,2022,6953
Total,20-24,Perth - North East,2012,17667
Total,20-24,Perth - North East,2013,18209
Total,20-24,Perth - North East,2014,18139
Total,20-24,Perth - North East,2015,18030
Total,20-24,Perth - North East,2016,17838
Total,20-24,Perth - North East,2017,17592
Total,20-24,Perth - North East,2018,17437
Total,20-24,Perth - North East,2019,17618
Total,20-24,Perth - North East,2020,17658
Total,20-24,Perth - North East,2021,17464
Total,20-24,Perth - North East,2022,17412
Male,35-39,Bunbury,2012,5355
Male,35-39,Bunbury,2013,5368
Male,35-39,Bunbury,2014,5406
Male,35-39,Bunbury,2015,5415
Male,35-39,Bunbury,2016,5461
Male,35-39,Bunbury,2017,5582
Male,35-39,Bunbury,2018,5711
Male,35-39,Bunbury,2019,5778
Male,35-39,Bunbury,2020,5864
Male,35-39,Bunbury,2021,5944
Male,35-39,Bunbury,2022,6039
Male,70-74,Western Australia - Wheat Belt,2012,2911
Male,70-74,Western Australia - Wheat Belt,2013,2962
Male,70-74,Western Australia - Wheat Belt,2014,3099
Male,70-74,Western Australia - Wheat Belt,2015,3226
Male,70-74,Western Australia - Wheat Belt,2016,3346
Male,70-74,Western Australia - Wheat Belt,2017,3609
Male,70-74,Western Australia - Wheat Belt,2018,3869
Male,70-74,Western Australia - Wheat Belt,2019,4084
Male,70-74,Western Australia - Wheat Belt,2020,4335
Male,70-74,Western Australia - Wheat Belt,2021,4601
Male,70-74,Western Australia - Wheat Belt,2022,4590
Male,25-29,Perth - South East,2012,22715
Male,25-29,Perth - South East,2013,23789
Male,25-29,Perth - South East,2014,23789
Male,25-29,Perth - South East,2015,23600
Male,25-29,Perth - South East,2016,22895
Male,25-29,Perth - South East,2017,22115
Male,25-29,Perth - South East,2018,21476
Male,25-29,Perth - South East,2019,21088
Male,25-29,Perth - South East,2020,20994
Male,25-29,Perth - South East,2021,20909
Male,25-29,Perth - South East,2022,21152
Total,70-74,Western Australia - Outback (North),2012,853
Total,70-74,Western Australia - Outback (North),2013,970
Total,70-74,Western Australia - Outback (North),2014,979
Total,70-74,Western Australia - Outback (North),2015,985
Total,70-74,Western Australia - Outback (North),2016,950
Total,70-74,Western Australia - Outback (North),2017,1022
Total,70-74,Western Australia - Outback (North),2018,1084
Total,70-74,Western Australia - Outback (North),2019,1130
Total,70-74,Western Australia - Outback (North),2020,1178
Total,70-74,Western Australia - Outback (North),2021,1247
Total,70-74,Western Australia - Outback (North),2022,1317
Female,15-19,Western Australia - Outback (North),2012,2385
Female,15-19,Western Australia - Outback (North),2013,2363
Female,15-19,Western Australia - Outback (North),2014,2298
Female,15-19,Western Australia - Outback (North),2015,2302
Female,15-19,Western Australia - Outback (North),2016,2235
Female,15-19,Western Australia - Outback (North),2017,2350
Female,15-19,Western Australia - Outback (North),2018,2409
Female,15-19,Western Australia - Outback (North),2019,2443
Female,15-19,Western Australia - Outback (North),2020,2459
Female,15-19,Western Australia - Outback (North),2021,2516
Female,15-19,Western Australia - Outback (North),2022,2609
Total,80-84,Perth - North East,2012,3615
Total,80-84,Perth - North East,2013,3718
Total,80-84,Perth - North East,2014,3744
Total,80-84,Perth - North East,2015,3731
Total,80-84,Perth - North East,2016,3806
Total,80-84,Perth - North East,2017,4007
Total,80-84,Perth - North East,2018,4174
Total,80-84,Perth - North East,2019,4394
Total,80-84,Perth - North East,2020,4696
Total,80-84,Perth - North East,2021,4952
Total,80-84,Perth - North East,2022,5257
Male,60-64,Perth - Inner,2012,4455
Male,60-64,Perth - Inner,2013,4475
Male,60-64,Perth - Inner,2014,4466
Male,60-64,Perth - Inner,2015,4492
Male,60-64,Perth - Inner,2016,4585
Male,60-64,Perth - Inner,2017,4680
Male,60-64,Perth - Inner,2018,4771
Male,60-64,Perth - Inner,2019,4835
Male,60-64,Perth - Inner,2020,5065
Male,60-64,Perth - Inner,2021,4975
Male,60-64,Perth - Inner,2022,4970
Female,15-19,Western Australia - Outback (South),2012,3933
Female,15-19,Western Australia - Outback (South),2013,3880
Female,15-19,Western Australia - Outback (South),2014,3784
Female,15-19,Western Australia - Outback (South),2015,3698
Female,15-19,Western Australia - Outback (South),2016,3630
Female,15-19,Western Australia - Outback (South),2017,3571
Female,15-19,Western Australia - Outback (South),2018,3494
Female,15-19,Western Australia - Outback (South),2019,3408
Female,15-19,Western Australia - Outback (South),2020,3297
Female,15-19,Western Australia - Outback (South),2021,3252
Female,15-19,Western Australia - Outback (South),2022,3451
Male,50-54,Perth - North West,2012,16778
Male,50-54,Perth - North West,2013,17239
Male,50-54,Perth - North West,2014,17393
Male,50-54,Perth - North West,2015,17552
Male,50-54,Perth - North West,2016,17568
Male,50-54,Perth - North West,2017,17570
Male,50-54,Perth - North West,2018,17659
Male,50-54,Perth - North West,2019,18075
Male,50-54,Perth - North West,2020,18655
Male,50-54,Perth - North West,2021,19482
Male,50-54,Perth - North West,2022,19977
Female,60-64,Western Australia - Outback (North),2012,1139
Female,60-64,Western Australia - Outback (North),2013,1213
Female,60-64,Western Australia - Outback (North),2014,1297
Female,60-64,Western Australia - Outback (North),2015,1367
Female,60-64,Western Australia - Outback (North),2016,1485
Female,60-64,Western Australia - Outback (North),2017,1522
Female,60-64,Western Australia - Outback (North),2018,1561
Female,60-64,Western Australia - Outback (North),2019,1601
Female,60-64,Western Australia - Outback (North),2020,1697
Female,60-64,Western Australia - Outback (North),2021,1790
Female,60-64,Western Australia - Outback (North),2022,1855
Female,40-44,Mandurah,2012,3065
Female,40-44,Mandurah,2013,3168
Female,40-44,Mandurah,2014,3140
Female,40-44,Mandurah,2015,3120
Female,40-44,Mandurah,2016,3120
Female,40-44,Mandurah,2017,3025
Female,40-44,Mandurah,2018,3015
Female,40-44,Mandurah,2019,3030
Female,40-44,Mandurah,2020,3042
Female,40-44,Mandurah,2021,3113
Female,40-44,Mandurah,2022,3193
Female,85 and over,Perth - South West,2012,3988
Female,85 and over,Perth - South West,2013,4214
Female,85 and over,Perth - South West,2014,4444
Female,85 and over,Perth - South West,2015,4643
Female,85 and over,Perth - South West,2016,4840
Female,85 and over,Perth - South West,2017,4923
Female,85 and over,Perth - South West,2018,5026
Female,85 and over,Perth - South West,2019,5130
Female,85 and over,Perth - South West,2020,5223
Female,85 and over,Perth - South West,2021,5361
Female,85 and over,Perth - South West,2022,5492
Female,85 and over,Bunbury,2012,1576
Female,85 and over,Bunbury,2013,1654
Female,85 and over,Bunbury,2014,1759
Female,85 and over,Bunbury,2015,1889
Female,85 and over,Bunbury,2016,1988
Female,85 and over,Bunbury,2017,1983
Female,85 and over,Bunbury,2018,2083
Female,85 and over,Bunbury,2019,2129
Female,85 and over,Bunbury,2020,2202
Female,85 and over,Bunbury,2021,2317
Female,85 and over,Bunbury,2022,2459
Total,50-54,Perth - South West,2012,25691
Total,50-54,Perth - South West,2013,26475
Total,50-54,Perth - South West,2014,26883
Total,50-54,Perth - South West,2015,27003
Total,50-54,Perth - South West,2016,27139
Total,50-54,Perth - South West,2017,27250
Total,50-54,Perth - South West,2018,27440
Total,50-54,Perth - South West,2019,27933
Total,50-54,Perth - South West,2020,28623
Total,50-54,Perth - South West,2021,29938
Total,50-54,Perth - South West,2022,30978
Female,All ages,Mandurah,2012,46303
Female,All ages,Mandurah,2013,48025
Female,All ages,Mandurah,2014,49162
Female,All ages,Mandurah,2015,50058
Female,All ages,Mandurah,2016,50775
Female,All ages,Mandurah,2017,51734
Female,All ages,Mandurah,2018,52870
Female,All ages,Mandurah,2019,54169
Female,All ages,Mandurah,2020,55694
Female,All ages,Mandurah,2021,57179
Female,All ages,Mandurah,2022,58497
Total,80-84,Western Australia - Outback (South),2012,1618
Total,80-84,Western Australia - Outback (South),2013,1707
Total,80-84,Western Australia - Outback (South),2014,1704
Total,80-84,Western Australia - Outback (South),2015,1682
Total,80-84,Western Australia - Outback (South),2016,1609
Total,80-84,Western Australia - Outback (South),2017,1712
Total,80-84,Western Australia - Outback (South),2018,1814
Total,80-84,Western Australia - Outback (South),2019,1927
Total,80-84,Western Australia - Outback (South),2020,2060
Total,80-84,Western Australia - Outback (South),2021,2138
Total,80-84,Western Australia - Outback (South),2022,2276
Male,45-49,Western Australia - Wheat Belt,2012,4956
Male,45-49,Western Australia - Wheat Belt,2013,4938
Male,45-49,Western Australia - Wheat Belt,2014,4917
Male,45-49,Western Australia - Wheat Belt,2015,4800
Male,45-49,Western Australia - Wheat Belt,2016,4651
Male,45-49,Western Australia - Wheat Belt,2017,4742
Male,45-49,Western Australia - Wheat Belt,2018,4749
Male,45-49,Western Australia - Wheat Belt,2019,4677
Male,45-49,Western Australia - Wheat Belt,2020,4583
Male,45-49,Western Australia - Wheat Belt,2021,4482
Male,45-49,Western Australia - Wheat Belt,2022,4264
Total,30-34,Perth - South East,2012,37194
Total,30-34,Perth - South East,2013,39757
Total,30-34,Perth - South East,2014,41608
Total,30-34,Perth - South East,2015,43226
Total,30-34,Perth - South East,2016,44250
Total,30-34,Perth - South East,2017,44601
Total,30-34,Perth - South East,2018,44553
Total,30-34,Perth - South East,2019,44552
Total,30-34,Perth - South East,2020,44619
Total,30-34,Perth - South East,2021,44176
Total,30-34,Perth - South East,2022,44078
Total,35-39,Western Australia - Outback (North),2012,9465
Total,35-39,Western Australia - Outback (North),2013,9554
Total,35-39,Western Australia - Outback (North),2014,9242
Total,35-39,Western Australia - Outback (North),2015,9004
Total,35-39,Western Australia - Outback (North),2016,8953
Total,35-39,Western Australia - Outback (North),2017,8907
Total,35-39,Western Australia - Outback (North),2018,9002
Total,35-39,Western Australia - Outback (North),2019,9157
Total,35-39,Western Australia - Outback (North),2020,9314
Total,35-39,Western Australia - Outback (North),2021,9497
Total,35-39,Western Australia - Outback (North),2022,9719
Female,40-44,Perth - South East,2012,16245
Female,40-44,Perth - South East,2013,16448
Female,40-44,Perth - South East,2014,16570
Female,40-44,Perth - South East,2015,16552
Female,40-44,Perth - South East,2016,16402
Female,40-44,Perth - South East,2017,16324
Female,40-44,Perth - South East,2018,16635
Female,40-44,Perth - South East,2019,17191
Female,40-44,Perth - South East,2020,17968
Female,40-44,Perth - South East,2021,18852
Female,40-44,Perth - South East,2022,19724
Female,80-84,Western Australia - Outback (North),2012,131
Female,80-84,Western Australia - Outback (North),2013,136
Female,80-84,Western Australia - Outback (North),2014,136
Female,80-84,Western Australia - Outback (North),2015,123
Female,80-84,Western Australia - Outback (North),2016,114
Female,80-84,Western Australia - Outback (North),2017,103
Female,80-84,Western Australia - Outback (North),2018,110
Female,80-84,Western Australia - Outback (North),2019,110
Female,80-84,Western Australia - Outback (North),2020,123
Female,80-84,Western Australia - Outback (North),2021,137
Female,80-84,Western Australia - Outback (North),2022,150
Total,All ages,Bunbury,2012,168774
Total,All ages,Bunbury,2013,173435
Total,All ages,Bunbury,2014,176511
Total,All ages,Bunbury,2015,178703
Total,All ages,Bunbury,2016,179738
Total,All ages,Bunbury,2017,182418
Total,All ages,Bunbury,2018,185100
Total,All ages,Bunbury,2019,188080
Total,All ages,Bunbury,2020,191479
Total,All ages,Bunbury,2021,194976
Total,All ages,Bunbury,2022,198137
Total,All ages,Perth - South West,2012,387526
Total,All ages,Perth - South West,2013,399536
Total,All ages,Perth - South West,2014,407120
Total,All ages,Perth - South West,2015,413130
Total,All ages,Perth - South West,2016,418193
Total,All ages,Perth - South West,2017,424504
Total,All ages,Perth - South West,2018,431817
Total,All ages,Perth - South West,2019,440265
Total,All ages,Perth - South West,2020,450306
Total,All ages,Perth - South West,2021,458974
Total,All ages,Perth - South West,2022,467897
Total,75-79,Perth - Inner,2012,3833
Total,75-79,Perth - Inner,2013,3926
Total,75-79,Perth - Inner,2014,4110
Total,75-79,Perth - Inner,2015,4238
Total,75-79,Perth - Inner,2016,4352
Total,75-79,Perth - Inner,2017,4588
Total,75-79,Perth - Inner,2018,4764
Total,75-79,Perth - Inner,2019,4994
Total,75-79,Perth - Inner,2020,5304
Total,75-79,Perth - Inner,2021,5569
Total,75-79,Perth - Inner,2022,5987
Female,85 and over,Perth - Inner,2012,2512
Female,85 and over,Perth - Inner,2013,2493
Female,85 and over,Perth - Inner,2014,2532
Female,85 and over,Perth - Inner,2015,2550
Female,85 and over,Perth - Inner,2016,2640
Female,85 and over,Perth - Inner,2017,2625
Female,85 and over,Perth - Inner,2018,2644
Female,85 and over,Perth - Inner,2019,2663
Female,85 and over,Perth - Inner,2020,2736
Female,85 and over,Perth - Inner,2021,2821
Female,85 and over,Perth - Inner,2022,2907
Total,55-59,Perth - Inner,2012,10156
Total,55-59,Perth - Inner,2013,10221
Total,55-59,Perth - Inner,2014,10360
Total,55-59,Perth - Inner,2015,10527
Total,55-59,Perth - Inner,2016,10425
Total,55-59,Perth - Inner,2017,10404
Total,55-59,Perth - Inner,2018,10457
Total,55-59,Perth - Inner,2019,10676
Total,55-59,Perth - Inner,2020,10914
Total,55-59,Perth - Inner,2021,10933
Total,55-59,Perth - Inner,2022,10974
Female,75-79,Bunbury,2012,2189
Female,75-79,Bunbury,2013,2254
Female,75-79,Bunbury,2014,2415
Female,75-79,Bunbury,2015,2629
Female,75-79,Bunbury,2016,2719
Female,75-79,Bunbury,2017,2855
Female,75-79,Bunbury,2018,2983
Female,75-79,Bunbury,2019,3124
