SA2_CODE_2021,Netherlands_C11_P,Netherlands_C16_M,Netherlands_C16_F,Netherlands_C16_P,Netherlands_C21_M,Netherlands_C21_F,Netherlands_C21_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,New_Zealand_C16_M,New_Zealand_C16_F,New_Zealand_C16_P,New_Zealand_C21_M,New_Zealand_C21_F,New_Zealand_C21_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Pakistan_C21_M,Pakistan_C21_F,Pakistan_C21_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Philippines_C21_M,Philippines_C21_F,Philippines_C21_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Poland_C21_M,Poland_C21_F,Poland_C21_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,Singapore_C21_M,Singapore_C21_F,Singapore_C21_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,South_Africa_C21_M,South_Africa_C21_F,South_Africa_C21_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Sri_Lanka_C21_M,Sri_Lanka_C21_F,Sri_Lanka_C21_P,Taiwan_C11_M,Taiwan_C11_F,Taiwan_C11_P,Taiwan_C16_M,Taiwan_C16_F,Taiwan_C16_P,Taiwan_C21_M,Taiwan_C21_F,Taiwan_C21_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,Thailand_C21_M,Thailand_C21_F,Thailand_C21_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unitd_Kingdom_C21_M,Unitd_Kingdom_C21_F,Unitd_Kingdom_C21_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Unit_Sts_Amer_C21_M,Unit_Sts_Amer_C21_F,Unit_Sts_Amer_C21_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Vietnam_C21_M,Vietnam_C21_F,Vietnam_C21_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Born_elsewhere_C21_M,Born_elsewhere_C21_F,Born_elsewhere_C21_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Country_birt_ns_C21_M,Country_birt_ns_C21_F,Country_birt_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,5,8,7,4,14,10,0,8
501021012,57,21,33,55,23,43,65,176,181,360,236,197,435,201,175,380,5,0,5,4,6,9,6,5,11,7,21,29,33,51,79,36,67,105,7,8,8,7,4,11,13,6,14,13,13,24,13,18,28,7,18,28,69,80,148,79,82,167,91,107,195,0,0,4,4,3,5,7,3,7,0,0,0,0,0,3,12,10,17,4,14,21,8,19,23,4,28,29,336,340,675,338,383,721,340,354,696,17,20,39,17,17,35,15,22,34,0,0,0,0,4,9,7,16,22,71,72,148,91,98,193,118,125,243,243,213,456,409,374,784,356,272,628,5058,5182,10241,5782,5977,11758,6051,6273,12327
501021014,32,19,18,39,24,22,42,125,108,236,101,78,182,113,103,212,0,6,3,0,0,0,0,0,0,69,74,140,166,142,312,200,204,404,0,0,7,0,3,4,0,3,4,0,0,9,0,0,0,0,0,0,32,31,56,36,44,80,37,45,83,3,0,3,0,0,4,0,0,0,16,18,33,33,34,69,7,27,30,3,4,10,0,6,5,6,7,10,242,287,530,259,280,545,257,301,557,3,14,18,3,9,13,7,9,19,0,0,0,0,7,9,4,3,4,59,47,103,48,51,103,107,95,204,300,307,602,469,436,905,346,266,613,4278,4118,8393,4584,4376,8956,4758,4553,9309
501021015,20,10,13,21,4,6,12,126,109,240,108,98,203,99,85,185,0,0,0,6,0,3,3,0,3,44,42,94,67,85,152,65,89,153,12,18,31,10,13,30,7,14,17,0,0,0,0,5,6,5,4,7,42,34,80,19,19,36,20,23,45,0,0,0,3,0,3,0,4,6,0,0,0,7,12,25,22,24,48,6,7,13,3,12,13,3,20,21,198,196,392,189,213,399,195,214,408,4,4,11,3,5,9,9,5,11,10,4,12,8,14,22,9,18,29,82,81,163,47,72,124,60,81,143,244,205,455,259,237,494,167,165,325,3404,3487,6893,3362,3630,6991,3490,3703,7195
501021016,13,10,10,19,6,5,13,47,29,73,46,47,98,53,58,114,0,0,0,0,0,0,0,0,0,16,16,31,17,20,36,21,26,42,0,0,0,0,3,6,0,0,0,0,5,7,0,4,4,0,0,0,3,6,4,11,8,23,16,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,13,0,3,3,125,165,283,135,182,316,152,199,353,0,4,3,9,3,6,3,3,13,0,0,0,0,0,0,0,0,0,14,28,41,16,31,46,16,30,52,93,77,167,265,266,525,192,142,336,1778,1809,3586,2073,2071,4150,2114,2120,4234
501021251,23,7,10,14,10,7,16,115,112,231,157,156,308,149,147,293,4,4,12,13,16,27,19,12,33,28,38,66,68,92,157,132,156,285,3,4,13,8,4,9,6,6,10,4,9,15,7,14,19,7,12,21,233,240,474,286,304,589,255,267,522,4,3,9,8,3,6,4,4,4,0,0,0,5,0,6,0,7,6,6,5,7,8,13,18,3,11,13,301,305,611,356,350,702,343,336,679,16,13,29,17,20,34,17,13,24,0,0,0,0,3,4,7,5,6,110,126,237,147,144,293,162,192,355,184,182,367,281,257,545,223,178,401,3506,3601,7110,4402,4593,8995,4743,5027,9770
501021252,10,5,0,9,7,7,8,33,20,50,32,17,53,31,27,58,0,0,0,0,0,0,0,0,0,0,8,8,0,5,8,0,9,12,4,0,10,4,0,9,3,0,0,3,0,5,0,3,6,3,3,3,18,16,31,32,19,50,53,40,90,3,0,5,3,3,6,7,3,6,0,0,0,0,0,0,0,0,0,0,13,13,0,12,12,0,11,6,116,122,237,108,110,220,113,106,223,8,4,9,9,4,15,7,6,16,0,0,0,0,0,0,0,4,7,33,35,66,31,43,70,32,40,77,75,47,117,92,64,157,61,35,98,1444,1448,2889,1475,1529,3007,1535,1510,3042
501021253,68,24,31,60,28,22,52,190,166,354,171,162,325,160,146,311,4,0,5,9,5,11,9,8,15,51,50,99,52,55,111,34,57,98,19,24,48,11,15,24,7,14,23,10,8,16,4,9,12,7,10,18,78,75,152,64,85,150,71,81,153,10,0,13,16,14,23,10,18,24,5,3,3,4,13,18,7,13,19,0,18,18,3,23,26,3,17,17,452,493,947,457,515,973,477,505,975,40,23,60,25,27,55,27,18,46,3,8,12,4,13,20,4,12,10,133,155,287,128,172,305,137,171,313,317,276,600,481,529,1014,368,312,678,5828,5978,11804,5858,6295,12156,6157,6603,12760
501021254,32,9,15,30,11,10,18,70,84,153,67,71,136,76,73,152,3,0,7,6,3,4,0,0,4,27,29,59,42,41,82,40,55,91,3,4,7,0,4,5,0,5,0,5,0,4,6,3,7,0,4,8,11,13,23,12,19,34,25,25,46,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,6,7,0,6,8,0,6,7,0,12,11,183,178,363,162,179,345,143,143,285,10,7,16,8,3,9,3,4,11,3,9,9,3,6,12,5,11,12,50,46,99,59,67,120,36,61,100,252,232,480,231,242,467,223,220,438,2627,2677,5304,2525,2619,5142,2525,2594,5119
501031017,40,13,25,42,17,26,43,70,72,141,89,89,176,107,96,198,0,0,0,0,0,0,0,5,4,9,18,28,10,19,26,8,22,31,5,0,6,3,0,5,3,0,6,0,0,5,0,4,5,0,3,8,13,13,23,16,18,37,22,26,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,10,16,0,6,11,339,386,722,379,352,730,362,365,730,14,17,33,24,16,35,19,15,36,0,0,0,0,0,0,0,10,11,47,51,103,50,54,108,55,59,116,99,80,185,277,285,565,353,307,661,2907,3001,5910,3122,3236,6361,3503,3564,7068
501031018,22,17,12,31,17,15,30,56,59,112,69,54,124,68,74,143,0,3,3,0,3,3,4,3,5,0,8,6,4,15,23,6,22,29,0,4,3,0,7,12,6,5,9,3,3,5,0,4,7,0,4,4,18,11,32,20,16,34,31,22,56,0,0,0,0,0,0,4,0,4,14,9,20,14,15,20,6,20,26,0,4,6,0,3,3,0,8,8,256,287,550,238,272,505,251,275,522,5,6,15,6,9,12,5,11,13,4,9,8,7,8,12,10,10,18,38,30,65,39,43,75,54,48,96,156,109,258,312,315,626,234,189,423,2677,2644,5325,2905,2970,5871,3039,3112,6155
501031019,12,15,5,22,11,5,16,30,41,71,33,43,74,35,45,79,0,0,0,0,0,0,9,3,9,6,20,20,13,26,40,10,30,39,0,0,5,3,6,3,0,4,3,4,6,3,0,3,5,0,0,4,10,7,18,4,8,16,5,6,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,4,0,7,7,3,3,3,166,168,335,142,159,296,121,139,261,5,8,16,4,9,8,0,6,6,0,0,0,0,0,0,0,0,0,51,44,92,43,35,82,62,49,111,129,134,267,246,295,541,195,176,367,2700,2716,5418,2725,2818,5539,2710,2737,5447
501031020,23,16,5,18,16,8,21,75,58,129,62,64,129,62,70,131,0,0,0,0,0,0,0,0,5,0,7,9,0,7,11,6,12,15,0,0,0,0,0,0,0,6,6,4,0,6,7,0,12,4,5,8,15,11,29,12,20,32,9,19,31,0,0,0,0,0,0,3,0,9,0,0,0,4,3,9,8,11,15,0,0,0,0,5,4,0,3,4,231,248,474,218,226,445,209,228,440,7,3,13,11,8,10,7,5,18,0,0,0,0,0,5,0,4,0,46,42,94,61,40,103,97,76,176,144,105,245,310,261,576,291,276,571,2615,2413,5025,2625,2411,5039,2657,2539,5198
502011021,28,14,28,45,12,19,34,109,108,217,134,138,266,141,134,278,0,0,0,0,0,0,3,0,7,0,12,7,0,26,29,8,34,42,5,0,3,9,4,7,3,7,8,0,8,9,0,10,11,4,9,8,35,41,81,63,62,133,67,81,143,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,14,3,20,21,367,368,738,500,492,996,625,642,1272,8,9,14,13,6,21,13,16,32,0,0,0,0,5,10,5,0,5,45,44,95,64,72,133,79,109,188,163,163,330,269,205,474,253,160,409,2774,2777,5550,3587,3502,7087,4250,4250,8498
502011022,37,18,24,38,23,24,47,140,126,272,162,141,303,182,166,339,0,0,0,0,0,0,0,0,0,5,25,30,8,31,37,15,39,60,6,8,7,7,9,16,3,0,6,0,9,15,4,5,11,5,3,6,57,74,127,62,62,127,62,81,146,0,5,5,0,4,4,0,4,6,3,0,3,0,0,0,0,3,3,0,10,13,3,25,30,9,28,39,467,450,919,574,554,1133,612,643,1254,16,15,31,24,16,41,17,24,40,0,0,9,0,0,0,0,0,9,51,58,113,81,100,180,93,92,189,230,181,411,304,281,578,282,183,461,3709,3725,7432,4375,4407,8785,4766,4903,9664
502011023,74,30,27,58,34,19,54,167,168,338,188,172,357,174,178,360,0,0,8,3,3,7,4,0,6,31,67,95,52,92,148,60,114,168,0,3,3,4,7,10,4,0,7,11,8,17,5,7,17,6,12,15,24,29,51,31,33,67,36,37,73,0,4,5,9,7,14,11,5,18,0,5,5,0,0,0,0,6,5,6,26,31,6,34,36,12,46,55,524,587,1112,480,563,1043,467,539,1013,12,4,19,12,10,23,12,10,23,3,6,6,0,8,8,3,8,15,81,104,183,87,114,201,74,102,176,323,264,589,316,355,670,313,337,654,4818,5120,9937,4676,5179,9857,4621,5246,9869
502011024,118,59,66,123,44,60,105,324,334,656,380,397,777,342,349,692,8,3,11,3,0,6,0,0,0,23,48,64,31,70,106,42,114,162,9,11,8,3,8,10,9,13,18,8,17,26,10,18,30,13,19,29,141,153,291,173,189,356,183,200,385,0,0,0,0,4,6,8,6,13,0,0,3,0,3,4,0,4,7,16,25,42,16,37,52,18,54,68,1282,1330,2609,1379,1499,2877,1481,1645,3122,35,29,61,32,22,55,25,20,48,0,5,3,6,15,19,10,20,31,164,167,337,162,209,366,216,251,466,537,455,990,653,606,1254,546,419,961,8343,8799,17142,8959,9575,18531,9525,10379,19905
502011025,43,19,27,48,20,20,42,137,185,320,154,176,332,160,201,360,0,0,3,19,17,34,8,10,21,32,56,80,56,86,138,61,118,181,6,4,9,6,4,10,7,5,8,3,5,6,9,5,16,9,11,18,36,35,76,40,30,70,51,56,106,5,3,11,30,23,54,11,5,18,0,0,0,0,5,5,6,5,11,7,19,22,12,27,39,18,38,54,487,562,1054,505,535,1040,577,590,1171,16,10,22,18,10,26,17,18,32,0,5,9,4,3,8,9,14,16,83,87,172,87,103,191,105,126,238,382,317,702,444,462,905,553,569,1129,4150,4415,8571,4431,4663,9091,4858,5404,10256
502011026,30,18,11,29,15,14,33,70,61,131,87,75,162,107,102,206,0,0,0,0,0,0,0,0,0,0,7,7,3,14,10,3,12,19,0,0,0,0,0,0,0,0,0,3,5,5,8,7,12,3,4,10,17,7,29,10,23,35,23,32,63,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,5,9,14,5,15,18,315,293,616,326,335,657,314,351,662,5,10,17,8,16,26,9,13,21,0,4,8,0,0,0,0,3,7,33,22,53,35,28,61,42,32,67,195,167,363,238,204,444,282,188,473,2518,2400,4917,2946,2877,5816,3342,3257,6599
502011027,53,38,38,76,36,49,86,237,233,470,427,419,847,434,453,890,0,0,0,3,7,10,12,5,15,21,47,62,89,131,222,154,215,366,4,4,14,9,16,24,4,16,24,17,10,23,21,15,34,20,20,40,119,137,259,213,254,465,241,282,522,4,3,9,16,15,30,14,20,33,0,3,8,6,0,3,3,6,10,5,25,34,11,47,61,12,57,68,887,930,1822,1243,1282,2527,1387,1478,2867,16,14,33,26,34,54,23,28,59,3,4,12,6,9,21,17,22,35,147,158,306,246,288,531,300,380,678,509,422,936,539,485,1024,549,405,950,6131,6358,12487,8642,9139,17780,10244,11014,21261
502011028,65,25,26,53,32,31,69,130,151,274,162,174,335,187,218,404,0,0,0,3,5,11,0,0,0,31,46,81,52,106,156,60,112,173,6,7,15,6,6,12,5,6,6,6,11,18,5,11,21,4,13,18,42,70,112,54,59,113,71,85,157,4,0,4,11,8,14,6,5,12,0,3,3,4,6,9,0,3,6,0,14,19,13,38,41,12,35,47,552,616,1170,576,680,1253,627,713,1341,11,15,24,19,12,28,23,20,44,0,4,8,3,6,14,8,10,23,78,82,161,102,106,206,95,124,215,333,306,640,399,424,826,393,380,776,4414,4864,9278,4768,5400,10165,5338,5981,11323
502011029,57,31,26,57,25,24,48,94,93,180,131,127,257,140,128,270,0,0,0,0,0,0,0,0,0,13,23,39,22,40,62,32,48,80,4,0,5,0,0,0,0,4,4,6,9,15,11,5,18,8,6,15,8,14,24,23,37,59,39,50,91,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,8,11,5,16,14,405,445,845,444,480,928,418,521,939,8,11,19,10,14,25,5,15,22,8,0,10,3,3,8,4,13,17,38,39,82,44,41,86,45,49,94,276,229,497,474,451,926,422,382,800,4004,3974,7979,4769,4861,9627,5042,5219,10263
503011030,48,25,21,44,17,23,34,50,54,105,57,61,112,53,45,100,4,3,5,0,0,0,0,0,0,6,10,13,0,5,6,3,7,9,4,8,15,4,12,19,11,9,23,39,34,73,23,19,43,32,26,58,88,73,161,75,78,156,87,97,182,0,7,4,6,5,9,7,4,13,0,0,3,0,0,3,0,5,4,0,5,10,0,3,3,0,3,3,336,313,644,325,315,637,330,297,632,67,75,143,63,71,134,48,57,104,3,8,10,3,14,17,8,9,19,100,102,200,122,133,255,116,151,268,111,119,229,148,156,306,97,100,194,3126,3231,6355,3234,3375,6611,3351,3453,6805
503011031,37,11,13,18,16,9,28,78,72,150,69,65,133,70,70,144,4,0,8,8,4,14,4,0,7,7,14,24,4,10,17,0,15,20,3,10,16,11,18,28,10,9,17,44,41,84,44,42,83,63,51,118,84,70,144,68,83,155,88,100,192,16,20,30,10,12,27,15,15,27,3,3,13,4,0,3,3,3,4,3,3,3,4,9,12,0,7,7,374,370,751,413,393,804,459,482,939,35,34,71,34,52,81,33,43,79,4,10,13,5,12,14,9,6,14,149,163,311,177,197,367,203,257,463,388,249,637,307,374,684,260,264,527,3612,3981,7594,3850,4296,8149,4331,4914,9248
503011032,26,10,9,22,15,10,25,70,72,140,51,70,123,61,70,127,0,0,0,0,0,0,0,0,0,5,9,6,0,5,7,0,0,0,0,5,3,0,6,7,8,15,17,14,27,36,16,29,39,17,22,36,58,62,116,58,75,133,62,67,129,3,7,11,3,4,10,7,3,9,0,0,0,0,5,5,0,4,7,4,6,9,0,6,7,0,3,3,359,338,695,388,361,747,398,356,755,47,62,113,50,54,97,55,69,125,0,0,0,0,9,10,0,3,10,122,124,247,124,129,255,131,152,283,344,363,710,251,247,498,172,169,345,3607,3791,7399,3616,3756,7370,3828,3918,7750
