SA2_CODE_2021,Netherlands_C11_P,Netherlands_C16_M,Netherlands_C16_F,Netherlands_C16_P,Netherlands_C21_M,Netherlands_C21_F,Netherlands_C21_P,New_Zealand_C11_M,New_Zealand_C11_F,New_Zealand_C11_P,New_Zealand_C16_M,New_Zealand_C16_F,New_Zealand_C16_P,New_Zealand_C21_M,New_Zealand_C21_F,New_Zealand_C21_P,Pakistan_C11_M,Pakistan_C11_F,Pakistan_C11_P,Pakistan_C16_M,Pakistan_C16_F,Pakistan_C16_P,Pakistan_C21_M,Pakistan_C21_F,Pakistan_C21_P,Philippines_C11_M,Philippines_C11_F,Philippines_C11_P,Philippines_C16_M,Philippines_C16_F,Philippines_C16_P,Philippines_C21_M,Philippines_C21_F,Philippines_C21_P,Poland_C11_M,Poland_C11_F,Poland_C11_P,Poland_C16_M,Poland_C16_F,Poland_C16_P,Poland_C21_M,Poland_C21_F,Poland_C21_P,Singapore_C11_M,Singapore_C11_F,Singapore_C11_P,Singapore_C16_M,Singapore_C16_F,Singapore_C16_P,Singapore_C21_M,Singapore_C21_F,Singapore_C21_P,South_Africa_C11_M,South_Africa_C11_F,South_Africa_C11_P,South_Africa_C16_M,South_Africa_C16_F,South_Africa_C16_P,South_Africa_C21_M,South_Africa_C21_F,South_Africa_C21_P,Sri_Lanka_C11_M,Sri_Lanka_C11_F,Sri_Lanka_C11_P,Sri_Lanka_C16_M,Sri_Lanka_C16_F,Sri_Lanka_C16_P,Sri_Lanka_C21_M,Sri_Lanka_C21_F,Sri_Lanka_C21_P,Taiwan_C11_M,Taiwan_C11_F,Taiwan_C11_P,Taiwan_C16_M,Taiwan_C16_F,Taiwan_C16_P,Taiwan_C21_M,Taiwan_C21_F,Taiwan_C21_P,Thailand_C11_M,Thailand_C11_F,Thailand_C11_P,Thailand_C16_M,Thailand_C16_F,Thailand_C16_P,Thailand_C21_M,Thailand_C21_F,Thailand_C21_P,Unitd_Kingdom_C11_M,Unitd_Kingdom_C11_F,Unitd_Kingdom_C11_P,Unitd_Kingdom_C16_M,Unitd_Kingdom_C16_F,Unitd_Kingdom_C16_P,Unitd_Kingdom_C21_M,Unitd_Kingdom_C21_F,Unitd_Kingdom_C21_P,Unit_Sts_Amer_C11_M,Unit_Sts_Amer_C11_F,Unit_Sts_Amer_C11_P,Unit_Sts_Amer_C16_M,Unit_Sts_Amer_C16_F,Unit_Sts_Amer_C16_P,Unit_Sts_Amer_C21_M,Unit_Sts_Amer_C21_F,Unit_Sts_Amer_C21_P,Vietnam_C11_M,Vietnam_C11_F,Vietnam_C11_P,Vietnam_C16_M,Vietnam_C16_F,Vietnam_C16_P,Vietnam_C21_M,Vietnam_C21_F,Vietnam_C21_P,Born_elsewhere_C11_M,Born_elsewhere_C11_F,Born_elsewhere_C11_P,Born_elsewhere_C16_M,Born_elsewhere_C16_F,Born_elsewhere_C16_P,Born_elsewhere_C21_M,Born_elsewhere_C21_F,Born_elsewhere_C21_P,Country_birt_ns_C11_M,Country_birt_ns_C11_F,Country_birt_ns_C11_P,Country_birt_ns_C16_M,Country_birt_ns_C16_F,Country_birt_ns_C16_P,Country_birt_ns_C21_M,Country_birt_ns_C21_F,Country_birt_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
506061142,88,53,37,95,49,52,104,135,132,268,339,337,669,411,392,799,3,0,3,32,21,50,30,30,64,7,6,16,49,62,112,107,153,260,0,0,0,4,5,8,13,4,14,14,8,19,34,33,68,40,44,88,60,67,125,163,163,322,218,226,439,0,0,4,26,16,40,28,8,37,0,0,0,0,0,0,0,4,6,0,6,7,9,20,28,11,22,34,531,580,1107,763,822,1585,816,908,1728,11,13,21,11,18,29,28,17,49,0,0,0,4,0,7,7,11,20,66,81,141,291,304,593,395,421,818,205,159,367,483,421,900,412,333,746,4052,4110,8158,7978,8133,16108,9986,10481,20471
506061143,42,15,29,48,18,28,47,78,67,145,83,77,161,102,85,188,0,0,0,0,0,0,0,0,0,8,6,13,14,16,32,14,20,31,4,6,5,4,0,3,0,3,3,8,6,12,13,7,18,6,7,15,30,24,58,34,29,68,45,43,93,0,0,0,0,0,3,0,0,0,5,3,4,0,4,7,0,4,3,5,8,9,0,5,13,0,10,12,340,371,707,324,350,674,344,371,709,6,5,12,11,10,24,13,6,22,0,0,0,4,3,5,4,4,10,38,46,82,54,61,118,77,80,155,138,110,249,202,170,371,199,122,325,2866,2820,5686,3248,3101,6350,3610,3559,7165
506061144,25,18,9,27,18,13,30,60,37,96,53,50,104,60,47,109,0,0,0,0,0,0,0,0,0,0,3,3,10,8,19,6,10,14,0,0,0,0,3,4,0,0,0,0,0,0,3,0,4,3,0,4,13,8,25,18,14,36,25,18,49,0,0,0,0,0,4,3,0,3,6,0,6,3,0,8,0,0,0,0,6,11,0,0,3,0,5,5,270,280,556,296,297,597,268,293,560,10,7,17,9,3,14,8,3,10,0,0,6,0,0,0,6,0,6,37,29,65,43,42,88,54,39,89,100,98,198,224,215,434,180,160,341,2130,1825,3955,2407,2008,4416,2506,2093,4607
506071145,52,19,15,36,24,22,51,165,110,271,156,130,288,134,116,251,15,11,22,22,14,39,25,14,36,31,56,91,32,67,102,27,80,112,18,29,43,24,35,58,26,27,51,60,85,149,58,80,136,57,97,160,106,126,230,112,130,238,110,134,249,30,24,55,31,38,72,34,32,66,11,11,20,17,27,50,12,26,37,12,43,57,17,57,73,18,51,72,537,557,1092,535,496,1034,532,518,1047,33,37,66,32,48,84,35,51,89,18,21,44,17,36,53,23,39,63,337,387,724,364,414,774,383,454,835,399,399,803,480,521,997,335,358,691,6252,7151,13401,6541,7469,14014,6809,7765,14575
506071146,45,18,19,36,11,17,33,78,63,142,82,81,161,89,79,164,18,5,21,17,3,26,52,10,61,29,38,63,21,40,62,18,42,60,15,21,39,17,22,41,18,22,37,105,91,200,111,116,232,114,109,219,75,70,145,73,62,132,69,72,144,25,20,48,24,22,45,26,29,54,7,13,18,6,19,23,9,17,22,7,23,30,23,29,53,14,21,35,364,371,737,355,347,700,391,318,711,36,16,51,28,24,51,33,30,60,27,39,65,34,36,73,35,40,76,393,362,755,315,387,708,322,365,682,338,323,661,311,335,648,283,253,534,5475,5502,10975,5728,5724,11453,5893,5763,11653
506071147,57,27,24,48,26,35,58,224,186,414,190,191,382,194,175,368,13,3,16,9,13,25,25,9,37,37,69,103,25,50,73,40,73,113,13,24,35,17,18,40,16,20,36,90,126,216,74,100,167,90,108,192,108,120,231,124,125,252,155,157,312,9,10,25,25,26,52,25,25,49,9,11,13,16,16,32,4,18,25,21,44,68,16,40,54,25,60,78,844,709,1553,790,677,1462,783,684,1473,66,55,125,63,47,118,68,50,113,23,45,70,36,54,96,36,58,89,481,473,958,453,449,899,437,510,949,632,540,1173,645,625,1271,431,438,873,8217,8222,16439,8310,8269,16576,8571,8653,17226
507011148,37,24,23,46,23,31,51,252,188,442,304,276,576,331,276,608,0,4,3,16,12,26,32,26,55,57,73,128,86,103,188,172,228,396,23,28,54,23,29,49,26,33,55,82,97,173,104,118,218,137,160,297,185,182,360,180,209,389,215,233,444,30,34,57,43,52,100,57,65,123,4,8,11,27,36,60,23,50,72,4,11,17,4,25,33,12,44,54,695,692,1385,770,832,1599,851,918,1770,36,22,55,22,18,41,37,27,59,11,16,25,12,18,32,19,25,41,273,279,548,333,345,674,466,504,970,313,270,586,388,357,745,319,235,556,7055,7140,14197,8656,8878,17533,10664,11086,21746
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,11,6,16,4,5,7,14,4,21
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,28,15,18,29,12,10,28,81,84,166,96,86,180,116,98,212,0,0,0,0,0,3,5,9,16,61,38,95,92,71,164,80,92,174,14,13,21,14,15,29,13,15,27,5,9,17,19,9,29,10,15,27,39,37,78,44,49,95,52,54,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,17,18,5,27,37,352,355,707,412,444,851,424,457,880,19,24,40,17,14,34,14,12,30,5,9,17,9,13,20,0,7,14,193,220,414,207,279,490,222,300,521,179,151,326,234,213,449,269,211,479,3722,3806,7523,4308,4458,8768,4844,4979,9816
507011153,45,19,17,35,12,23,36,100,81,181,118,99,218,107,100,203,3,3,5,10,7,12,11,4,14,49,58,103,64,63,128,45,62,112,10,15,27,9,14,21,14,16,30,34,47,81,25,40,67,32,47,84,29,36,67,58,44,100,65,47,114,0,6,9,5,8,13,11,8,20,0,4,10,8,10,15,6,14,20,3,7,10,0,12,19,7,18,19,313,372,688,313,333,646,340,333,676,21,20,39,16,22,36,18,26,40,9,4,13,3,7,11,14,20,28,205,224,427,226,242,474,237,299,534,201,186,389,303,287,587,227,192,422,3811,3941,7746,3962,4184,8145,4155,4347,8503
507011154,34,15,20,42,15,28,39,179,146,322,159,137,292,155,141,299,6,5,6,6,5,7,10,4,13,72,67,141,128,123,252,67,104,167,11,17,26,8,9,18,7,17,25,8,11,25,11,16,29,12,17,26,43,48,91,60,52,111,58,64,127,11,3,17,12,18,21,10,8,14,0,3,8,0,3,3,4,15,14,3,15,21,9,24,28,10,33,42,392,402,795,387,412,800,425,453,883,23,22,48,40,25,66,31,25,52,8,9,16,4,11,20,10,17,27,379,406,792,378,415,793,350,443,789,341,290,626,470,455,930,432,359,786,4875,4978,9856,5094,5292,10385,5500,5826,11327
507011155,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,0,0,3,9,4,10,11,6,18,4,4,10
507011158,0,0,8,3,4,8,13,8,5,9,22,30,50,35,36,71,0,0,0,0,0,0,0,0,0,0,3,3,3,8,15,6,15,19,0,0,0,3,4,3,8,9,12,0,0,0,8,6,11,5,12,14,14,14,22,24,21,46,38,46,82,0,0,0,0,6,4,4,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,6,5,0,4,4,46,44,85,179,183,365,273,251,530,4,6,3,5,3,11,16,9,26,0,0,0,0,0,0,5,3,8,9,12,20,50,60,111,101,121,219,29,24,49,119,132,249,84,74,158,291,292,578,1148,1239,2382,1832,1905,3741
507011159,32,20,17,41,21,19,38,194,180,375,204,166,369,195,134,327,0,0,3,13,12,28,31,26,58,116,102,218,138,113,248,112,113,222,21,15,40,23,22,41,19,13,34,41,72,111,49,76,123,56,84,139,76,80,161,76,89,160,85,85,172,21,17,39,12,12,31,16,24,36,5,3,7,14,15,26,8,14,22,10,34,40,10,35,43,15,49,59,466,472,936,475,457,927,458,420,876,27,18,40,14,20,37,18,24,47,17,17,36,12,28,40,12,26,43,286,293,577,320,330,650,315,333,645,206,172,385,370,334,708,335,265,603,5486,5564,11044,5744,5727,11466,5875,5851,11723
507011160,38,21,16,36,15,16,32,130,108,237,133,128,257,150,136,291,8,8,12,0,0,7,7,3,9,158,126,283,271,273,546,184,195,378,5,12,19,12,9,20,12,23,33,4,8,6,4,7,11,4,12,14,31,32,61,31,38,68,61,55,114,6,0,8,3,6,13,8,5,15,0,0,0,3,9,11,3,12,9,0,13,12,5,19,26,5,23,30,309,362,671,317,328,654,389,404,791,8,20,30,23,20,41,20,24,43,0,4,12,0,17,20,5,16,19,359,392,754,378,413,789,413,508,916,229,202,428,395,450,847,258,193,444,4479,4610,9090,4891,5211,10106,5485,5779,11268
507011161,31,10,7,23,12,14,29,175,150,324,304,270,576,294,259,555,3,5,15,20,19,43,34,31,70,78,93,172,158,205,362,238,282,518,14,22,36,10,26,40,15,22,35,84,85,168,102,113,213,99,114,213,192,171,362,217,222,442,226,241,471,21,12,42,35,30,62,44,36,79,9,6,12,7,10,18,13,14,28,8,24,27,5,30,36,17,41,58,520,516,1034,601,580,1179,596,619,1222,28,22,51,34,24,54,39,25,62,11,21,38,15,20,38,20,30,50,290,290,583,394,431,818,458,555,1007,261,266,528,468,442,909,310,256,563,5467,5479,10947,7341,7563,14909,8632,8827,17454
507011163,13,10,11,19,18,3,19,88,95,186,126,111,235,106,100,209,0,0,0,0,0,5,0,0,0,60,52,116,101,108,210,84,112,190,15,18,36,19,10,29,19,16,34,14,7,14,3,6,8,8,3,14,47,64,111,44,56,100,35,47,84,0,0,0,4,3,9,5,3,10,0,0,0,0,3,3,0,7,3,4,17,22,8,25,35,7,29,42,302,272,570,286,257,540,296,280,580,11,8,17,8,10,22,11,13,22,3,0,3,0,5,7,6,5,14,171,191,363,212,234,443,218,253,473,247,222,470,252,261,519,180,145,321,3612,3512,7125,3734,3746,7476,3781,3851,7631
507011259,30,17,7,20,16,5,22,115,109,220,127,132,257,178,164,342,0,0,0,4,0,9,3,4,15,40,25,63,140,135,279,268,298,571,9,3,16,9,11,17,8,8,16,26,24,45,23,22,41,23,28,48,70,69,132,86,101,184,96,103,202,7,8,15,4,4,7,6,4,12,0,3,3,5,9,12,0,4,5,0,3,3,7,21,29,3,20,22,261,280,539,312,332,645,354,383,736,19,4,27,15,9,28,16,20,32,6,0,4,5,4,8,6,12,14,196,200,392,231,266,501,289,330,617,149,149,301,244,244,492,208,172,378,3272,3262,6534,4084,4147,8234,5014,5116,10128
507011260,5,4,3,9,4,0,3,33,17,55,32,23,55,31,22,53,0,0,0,0,0,0,0,0,0,0,7,3,4,9,10,4,8,15,4,3,9,10,7,18,5,9,14,62,35,94,26,28,52,24,28,49,46,49,100,50,46,99,47,49,100,14,9,23,8,5,15,11,12,17,0,8,6,0,5,7,3,3,5,0,3,7,0,3,4,0,7,10,146,158,302,155,144,301,146,119,264,4,4,10,4,5,8,17,0,17,5,3,9,0,8,13,0,6,11,59,55,110,39,37,79,53,58,106,60,31,97,74,62,136,38,22,59,1469,1266,2740,1357,1233,2596,1249,1198,2446
507021164,37,18,16,31,16,14,32,99,80,175,88,89,175,84,60,142,3,0,3,0,0,0,0,0,5,0,9,9,0,8,13,3,15,17,0,8,8,0,0,4,0,3,9,4,7,14,6,8,18,10,8,21,36,36,70,26,28,55,32,38,64,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,6,12,6,5,7,5,6,8,372,357,726,378,366,740,419,404,821,33,20,51,33,36,59,26,39,66,3,4,11,5,8,16,0,5,5,94,125,216,97,105,202,130,149,275,179,165,344,254,258,511,173,181,353,3351,3577,6931,3540,3835,7375,3721,4102,7819
507021165,69,30,32,65,33,34,72,223,171,399,215,167,383,199,167,363,5,0,3,4,0,8,0,3,3,17,34,52,31,47,82,24,43,70,16,26,46,14,30,46,18,24,39,10,26,35,16,32,45,20,43,64,60,54,116,77,83,157,102,100,200,6,4,9,10,10,21,0,7,11,0,6,6,6,9,11,5,9,8,3,26,30,3,18,24,5,33,37,805,725,1522,848,782,1637,923,825,1753,65,63,121,65,72,135,94,116,208,0,11,9,3,13,17,9,17,24,323,361,683,327,375,700,363,486,849,536,453,987,916,883,1799,628,459,1090,6573,6677,13250,7214,7630,14844,8140,8579,16720
507021166,53,22,31,55,28,37,65,146,144,291,161,157,319,178,149,324,6,0,9,9,0,13,5,0,5,40,40,80,30,51,79,19,45,65,28,34,59,27,29,57,20,19,41,18,25,41,17,25,50,22,25,46,45,63,107,52,65,113,60,59,119,3,3,10,11,9,11,4,9,10,0,0,7,6,6,11,0,7,7,6,20,27,3,22,32,8,29,30,686,661,1346,730,678,1405,798,774,1569,40,44,81,36,41,76,51,55,106,3,6,11,7,5,13,8,14,20,351,398,750,380,441,824,382,457,843,353,337,690,512,533,1054,413,419,833,6495,6950,13450,6924,7449,14370,7460,7911,15372
507021167,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,4,14,0,17,4,3,5
507031169,24,15,14,27,16,18,33,222,203,426,431,398,826,415,406,823,10,11,21,36,19,57,30,23,55,71,83,152,494,508,1000,740,864,1604,5,6,10,15,11,28,13,11,29,32,21,58,66,65,127,53,63,114,100,94,196,136,134,269,171,173,342,14,12,29,33,32,65,34,33,71,0,0,0,10,16,23,3,17,25,9,21,22,8,37,42,9,50,58,359,378,737,450,449,899,494,504,997,13,13,26,21,16,39,20,12,35,7,3,11,9,17,26,16,17,29,167,165,333,403,416,816,500,513,1018,240,204,443,415,352,773,422,302,719,3863,3965,7829,7005,7002,14015,8907,9045,17953
507031170,35,14,13,20,14,10,24,199,180,379,238,210,446,196,173,369,3,3,8,11,12,18,11,8,19,57,63,113,96,123,223,101,115,221,3,10,12,3,3,7,5,5,10,8,0,8,6,5,5,11,9,18,32,28,55,37,40,79,40,43,83,7,9,9,6,9,11,6,9,12,0,0,0,0,3,3,0,7,7,0,17,22,3,20,19,5,27,28,448,461,910,405,436,834,360,423,782,9,13,23,16,10,24,14,7,24,5,11,9,6,12,17,12,16,24,131,115,246,131,129,258,132,135,267,431,402,836,371,367,738,265,223,485,3596,3772,7368,3800,3867,7670,3729,3705,7434
507031172,0,0,0,0,0,0,0,0,4,3,0,3,5,4,7,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,7,10,18,5,3,10,3,5,7,46,61,113,31,33,66,39,40,75
507031173,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,12,0,14,16,12,26,15,10,24
507031174,42,17,19,37,13,17,32,259,237,495,288,234,523,265,251,509,0,0,6,8,10,20,7,8,19,80,93,175,185,216,401,283,319,607,13,5,23,5,10,18,8,7,15,9,11,22,8,11,27,19,11,35,35,33,66,45,41,81,42,41,85,8,7,12,17,19,38,18,23,38,0,0,3,4,3,7,4,8,9,6,28,36,10,34,44,17,48,63,668,654,1320,563,560,1124,516,496,1019,13,13,29,9,5,17,12,14,25,5,12,16,13,11,24,14,17,29,178,162,340,188,211,401,220,227,448,508,409,915,597,549,1142,424,354,775,5447,5402,10842,5490,5472,10963,5700,5591,11286
507031261,21,7,9,22,8,8,14,45,27,65,115,105,220,188,141,329,0,0,0,5,4,12,7,6,21,0,0,0,68,69,137,134,141,269,0,0,0,0,5,3,0,5,3,0,0,0,17,22,40,18,27,50,11,15,27,64,64,128,107,116,229,0,0,0,9,10,18,10,9,16,8,0,5,9,3,11,4,3,6,0,0,0,0,9,9,4,24,24,176,154,332,290,244,528,353,312,664,8,0,10,12,7,19,17,15,36,11,3,14,9,7,18,12,13,23,42,31,70,150,106,256,262,211,473,82,53,135,172,153,322,147,108,253,1914,1148,3066,3624,2559,6185,5094,3992,9084
507041175,44,22,24,42,17,18,37,101,82,187,94,81,173,96,97,191,5,0,5,3,0,8,8,3,9,23,32,54,22,34,54,19,26,45,9,20,25,13,19,29,6,16,26,97,89,183,81,107,187,101,134,235,110,113,222,106,117,222,135,133,269,20,24,49,33,31,59,33,46,78,0,4,6,9,14,28,11,22,34,9,10,16,17,28,37,12,29,41,535,529,1064,504,531,1033,486,489,973,67,51,125,59,35,93,37,42,83,9,9,21,14,18,37,19,32,50,228,251,479,237,305,539,277,318,594,404,308,715,258,266,523,173,165,341,5108,5517,10622,5300,5732,11037,5600,6123,11725
507041176,28,11,11,13,5,5,10,24,33,60,30,31,59,25,20,50,8,6,8,4,3,5,3,0,10,5,10,17,5,15,16,14,24,36,6,5,12,4,5,9,4,3,7,50,56,104,48,72,127,55,66,123,37,25,58,36,29,67,33,30,63,20,20,40,19,20,36,21,24,40,4,0,4,8,14,21,5,15,20,0,12,11,3,13,16,9,18,28,154,144,296,129,115,247,149,115,265,10,7,18,12,3,8,11,10,24,4,3,10,3,10,18,4,9,20,80,84,166,75,86,157,57,87,148,65,68,138,70,79,151,61,49,109,1851,1886,3740,1817,1899,3717,1867,1969,3832
507041177,61,36,27,58,22,27,52,171,187,355,152,163,309,154,163,312,0,0,0,0,0,0,0,0,0,22,43,63,30,47,82,14,48,62,16,10,30,11,12,26,10,18,25,14,24,39,15,28,47,20,45,61,64,71,136,84,94,178,88,94,180,10,5,12,13,8,17,9,3,13,0,3,5,0,0,3,3,4,9,9,17,24,8,26,36,14,44,60,734,738,1473,699,697,1397,756,752,1507,32,39,68,35,39,75,37,37,76,6,12,16,5,9,17,0,11,13,200,214,412,220,268,491,233,325,551,333,317,654,418,443,867,302,297,604,6071,6891,12955,6449,7235,13681,6939,7836,14778
507041178,67,32,25,58,22,22,48,128,133,263,110,118,227,127,109,238,0,5,8,17,11,33,18,15,37,28,39,66,34,60,91,31,59,84,18,16,34,13,21,32,12,17,32,101,103,206,116,143,259,130,135,267,171,181,351,154,148,303,152,148,300,18,22,43,31,31,63,30,41,67,3,7,15,11,15,33,16,23,40,22,28,45,16,19,40,20,39,55,701,730,1436,644,661,1310,688,670,1360,61,42,102,32,32,66,44,39,76,11,22,33,21,25,42,22,31,53,290,332,625,292,338,634,319,354,678,356,354,708,343,357,703,220,209,426,6612,7265,13872,6974,7475,14448,7492,7988,15476
507041179,25,11,15,28,13,9,24,77,62,144,80,64,145,60,55,112,4,5,9,6,0,3,30,14,48,6,15,26,15,20,38,7,18,29,10,5,17,9,0,8,5,3,7,103,119,218,95,98,189,96,111,205,67,60,123,72,88,158,54,70,130,41,44,88,37,43,77,47,57,104,7,15,22,21,25,45,12,19,34,0,6,6,4,9,13,7,13,23,360,375,732,320,358,675,275,291,565,16,13,28,25,12,37,28,12,37,6,5,13,6,12,22,7,12,15,141,149,291,165,168,325,158,180,338,144,193,331,116,136,258,147,126,275,3631,3910,7542,3762,3984,7743,3883,4148,8030
507041180,33,28,14,40,19,11,34,111,73,189,103,87,191,101,80,175,10,3,12,5,5,10,5,5,13,3,18,21,3,26,30,8,33,44,9,10,20,11,7,20,8,9,14,103,120,222,102,123,221,108,133,240,130,134,266,120,113,232,83,108,193,24,19,41,26,29,54,27,31,59,7,17,26,14,23,39,7,22,29,7,16,24,5,14,23,3,23,27,634,630,1266,585,571,1149,530,514,1050,11,19,36,27,18,45,25,27,55,16,19,34,24,27,47,24,28,54,177,189,370,166,195,363,191,213,408,165,108,269,166,139,303,121,78,197,5548,5547,11095,5326,5399,10729,5366,5512,10883
507041181,55,25,33,57,21,23,47,174,152,321,158,176,340,140,155,296,0,0,0,4,0,4,8,3,13,26,40,65,19,37,56,20,39,66,3,7,9,5,11,16,9,22,28,49,52,103,48,56,94,53,59,112,114,118,227,105,106,215,125,146,270,15,13,25,16,8,23,17,15,30,8,12,19,7,15,27,6,3,8,6,20,29,9,26,29,12,37,43,776,745,1520,760,734,1490,824,778,1601,40,36,75,37,29,69,37,36,81,7,4,9,8,12,14,13,14,22,234,297,532,246,293,540,274,367,640,334,304,639,376,375,753,303,267,566,7340,8113,15455,7732,8545,16278,8233,9221,17452
507041182,37,18,21,38,19,23,41,120,128,247,101,96,193,90,98,184,3,4,5,20,10,24,21,13,34,29,32,64,62,66,129,68,97,166,22,20,39,15,14,32,16,7,22,133,186,319,121,165,279,116,140,257,92,101,194,82,74,157,99,105,196,31,35,68,45,37,85,41,45,86,7,24,31,30,36,65,12,25,42,14,18,28,17,22,33,6,36,46,431,423,857,408,387,798,385,380,765,27,37,61,26,29,57,24,38,65,11,22,44,32,55,88,31,51,80,379,342,724,342,352,692,302,305,608,232,241,469,343,318,664,291,277,569,5902,6212,12116,5995,6256,12255,5997,6495,12489
507041183,27,9,17,24,15,15,27,76,65,140,73,73,143,72,65,135,0,0,0,0,0,0,12,0,12,29,24,57,28,25,56,16,29,47,9,8,21,8,9,19,14,11,24,10,9,18,10,10,20,10,10,26,20,21,45,24,27,54,27,32,57,0,3,8,3,3,11,7,10,20,0,0,0,6,7,12,9,3,14,7,15,28,0,14,12,5,20,22,169,179,352,188,181,363,185,202,385,5,4,12,12,10,23,17,19,29,4,4,3,4,9,10,10,10,17,80,104,185,86,114,205,93,141,234,145,173,315,174,189,362,162,160,319,2244,2523,4767,2284,2590,4872,2551,2896,5447
507041184,24,17,12,22,12,3,17,28,38,66,40,35,71,39,44,76,0,0,0,3,0,3,0,0,4,10,10,27,15,17,27,18,13,30,4,6,7,4,5,4,3,3,7,105,146,253,84,121,205,90,130,217,68,61,130,46,52,105,53,53,104,31,39,69,28,32,59,23,32,57,9,25,42,14,34,50,11,19,34,5,10,12,8,10,12,6,8,12,252,212,459,209,175,383,198,165,358,16,10,19,8,9,22,9,8,20,14,12,29,14,15,29,17,16,33,133,133,271,109,132,237,137,141,279,63,61,115,98,78,171,76,60,139,3081,3126,6203,2954,2955,5908,2991,3027,6020
507051186,45,18,15,37,15,21,37,199,187,388,244,213,463,202,210,409,3,0,7,5,5,8,6,4,8,26,49,76,53,82,134,52,89,143,10,3,13,5,10,12,6,9,10,5,15,15,5,9,13,8,9,16,47,59,105,35,47,84,36,44,74,0,0,0,0,4,5,0,0,0,0,0,0,0,4,4,3,5,3,0,12,12,8,28,35,4,33,40,671,683,1352,602,578,1182,549,554,1104,10,15,21,12,8,19,18,13,29,3,5,9,13,16,28,5,7,12,97,93,183,105,107,210,115,124,243,251,225,472,349,337,692,297,256,552,4224,4408,8629,4276,4315,8589,4219,4289,8503
