SA2_CODE_2021,Med_age_persns_C2011,Med_age_persns_C2016,Med_age_persns_C2021,Med_mortg_rep_mon_C2011,Med_mortg_rep_mon_C2016,Med_mortg_rep_mon_C2021,Med_person_inc_we_C2011,Med_person_inc_we_C2016,Med_person_inc_we_C2021,Med_rent_weekly_C2011,Med_rent_weekly_C2016,Med_rent_weekly_C2021,Med_Famly_inc_we_C2011,Med_Famly_inc_we_C2016,Med_Famly_inc_we_C2021,Avg_num_p_per_brm_C2011,Avg_num_p_per_brm_C2016,Avg_num_p_per_brm_C2021,Med_tot_hh_inc_wee_C2011,Med_tot_hh_inc_wee_C2016,Med_tot_hh_inc_wee_C2021,Average_hh_size_C2011,Average_hh_size_C2016,Average_hh_size_C2021
507031174,33,36,37,1517,1500,1333,540,538,632,250,290,270,1239,1330,1543,0.8,0.8,0.7,1080,1147,1293,2.6,2.5,2.5
507031261,38,31,32,2000,2250,2000,672,909,1046,363,400,400,2039,2160,2417,0.8,0.7,0.8,1949,2075,2286,3.1,2.8,2.9
507041175,41,42,43,2600,2633,2700,837,898,1110,400,480,475,2535,2603,3168,0.7,0.7,0.7,1925,2121,2435,2.5,2.6,2.6
507041176,38,40,41,2015,2167,2200,646,697,852,400,450,420,2204,2293,2630,0.8,0.8,0.8,1872,2071,2284,2.9,2.9,2.9
507041177,41,41,41,2167,2167,2115,773,852,994,330,375,350,2044,2254,2677,0.7,0.7,0.7,1409,1637,1842,2.2,2.3,2.3
507041178,42,41,42,2253,2394,2600,742,791,954,360,420,420,2205,2425,2793,0.7,0.7,0.7,1637,1883,2148,2.5,2.6,2.5
507041179,43,44,44,2000,2000,2167,623,648,756,378,430,420,1995,2062,2378,0.7,0.8,0.8,1566,1626,1880,2.6,2.7,2.7
507041180,39,41,42,1842,2000,2167,741,767,907,400,460,440,2371,2364,2603,0.7,0.7,0.7,2125,2154,2330,3,2.9,2.8
507041181,40,41,42,2200,2383,2420,737,842,995,360,410,420,2207,2463,3027,0.8,0.8,0.7,1625,1952,2292,2.5,2.6,2.6
507041182,38,41,42,1950,2000,2015,544,610,740,370,420,400,1771,1920,2191,0.7,0.7,0.7,1388,1596,1824,2.7,2.6,2.5
507041183,35,36,37,2040,2167,1967,555,629,829,171,270,283,1508,1865,2393,0.8,0.8,0.8,1015,1338,1660,2.4,2.4,2.3
507041184,39,42,45,2000,2156,2317,620,676,762,500,553,545,2373,2278,2405,0.8,0.7,0.7,2217,2196,2324,3.2,3.1,3
507051186,38,40,42,1530,1517,1300,497,512,596,265,310,300,1224,1312,1480,0.7,0.7,0.7,1050,1156,1229,2.5,2.5,2.4
507051187,30,33,36,1950,1861,1700,651,680,755,330,370,350,1745,1847,2112,0.8,0.8,0.7,1670,1718,1921,3.1,3,2.8
507051188,43,45,47,1733,1679,1517,531,585,692,250,300,300,1285,1422,1645,0.7,0.7,0.7,893,1039,1147,2.1,2.1,2
507051189,17,18,77,0,0,0,0,0,274,0,0,0,0,0,450,2.6,0,1,0,0,450,8,0,2
507051190,44,45,46,1733,1800,1674,542,595,695,270,310,300,1444,1613,1846,0.7,0.7,0.7,1085,1206,1355,2.3,2.3,2.3
507051191,31,31,33,2300,2167,1950,762,792,938,350,385,365,2095,2175,2470,0.8,0.8,0.8,1978,2057,2267,3.2,3.1,3
507051192,35,36,39,1842,1750,1600,585,637,740,290,350,320,1570,1709,1936,0.7,0.7,0.7,1366,1514,1612,2.8,2.7,2.6
507051193,32,36,38,1733,1695,1517,585,612,685,290,340,320,1464,1545,1784,0.7,0.7,0.7,1323,1378,1502,2.8,2.7,2.6
507051312,28,29,31,2430,2167,1842,815,853,948,360,380,350,1874,1954,2192,0.8,0.8,0.8,1750,1768,1957,2.8,2.8,2.8
507051313,29,30,32,2300,2167,1915,845,838,938,375,390,370,2114,2107,2337,0.8,0.8,0.8,1993,1989,2161,3,3,3
507051314,41,30,30,2029,2115,1857,613,777,895,335,360,370,1799,1958,2192,0.8,0.7,0.8,1693,1802,2122,3.1,2.8,3
509011225,43,47,49,1517,1517,1439,517,607,708,240,290,300,1262,1473,1743,0.7,0.7,0.7,911,1107,1246,2.2,2.2,2.1
509011226,44,45,45,1600,1634,1800,537,608,738,170,218,250,1277,1495,1899,0.8,0.8,0.8,1102,1324,1552,2.6,2.6,2.5
509011227,40,41,44,1625,1668,1550,544,633,714,275,320,340,1272,1539,1709,0.7,0.7,0.7,1131,1372,1390,2.6,2.6,2.5
509011228,46,49,50,1492,1573,1517,469,544,630,220,280,300,1032,1268,1491,0.8,0.8,0.7,855,1013,1134,2.3,2.3,2.3
509011229,38,40,39,718,763,867,604,789,931,126,150,180,1289,1652,1980,0.7,0.7,0.8,981,1309,1484,2.5,2.4,2.5
509011230,37,40,40,1083,1100,1076,527,671,714,150,180,200,1137,1418,1649,0.8,0.8,0.8,943,1207,1347,2.6,2.5,2.5
509011231,40,43,44,894,1000,1000,499,673,829,126,150,179,1077,1441,1890,0.8,0.8,0.7,901,1221,1385,2.5,2.4,2.4
509011232,42,45,48,1528,1733,1700,556,634,721,250,285,275,1478,1673,1825,0.8,0.8,0.8,1221,1384,1495,2.6,2.5,2.4
509011233,35,37,39,1636,1668,1560,501,600,697,230,270,295,1220,1497,1725,0.8,0.8,0.8,1031,1217,1387,2.6,2.6,2.6
509011234,43,46,48,1200,1222,1278,472,534,626,180,200,225,1082,1275,1491,0.8,0.8,0.8,884,1035,1181,2.4,2.4,2.3
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,41,43,44,2100,2167,2100,563,641,798,300,335,320,1585,1856,2258,0.8,0.8,0.8,1371,1640,2044,2.8,2.8,2.8
509021237,43,44,47,850,953,1000,457,579,638,120,150,169,1067,1405,1758,0.8,0.8,0.7,894,1093,1248,2.4,2.4,2.3
509021238,41,45,47,869,942,867,533,650,738,124,150,163,1142,1473,1699,0.7,0.7,0.7,917,1123,1202,2.3,2.3,2.2
509021239,44,47,50,1600,1733,1644,518,596,684,220,280,295,1185,1370,1654,0.7,0.7,0.7,966,1151,1321,2.4,2.4,2.3
509021240,39,41,43,1083,1045,927,565,679,796,130,180,200,1308,1671,1855,0.7,0.8,0.7,1011,1256,1387,2.4,2.4,2.3
509021241,38,41,43,921,1057,1000,604,734,892,135,199,214,1371,1741,2051,0.8,0.8,0.7,1127,1369,1583,2.5,2.5,2.4
509021242,40,44,47,834,650,719,688,757,853,100,133,133,1259,1596,1671,0.7,0.7,0.7,990,1202,1286,2.4,2.3,2.1
509021243,40,42,43,1300,1408,1393,517,581,660,190,250,250,1242,1468,1631,0.8,0.8,0.7,1004,1178,1316,2.5,2.4,2.4
509021244,47,51,54,1623,1600,1564,496,560,624,250,300,285,1267,1425,1579,0.8,0.7,0.7,1023,1167,1272,2.4,2.3,2.3
509021245,48,51,56,1300,1360,1300,452,537,592,200,250,250,1066,1332,1483,0.8,0.7,0.7,852,1012,1102,2.3,2.2,2.2
509031246,45,47,50,1083,1083,1083,492,638,693,130,165,200,1107,1481,1678,0.7,0.7,0.7,881,1136,1258,2.3,2.3,2.3
509031247,40,43,44,758,758,743,562,760,897,115,150,160,1115,1562,1947,0.7,0.7,0.7,900,1233,1480,2.4,2.3,2.4
509031248,39,41,45,1733,1717,1733,1019,725,774,290,288,280,1931,1981,2074,0.8,0.8,0.7,1554,1693,1644,2.6,2.5,2.5
509031249,37,40,43,1208,1213,1170,506,626,726,172,229,240,1223,1505,1802,0.8,0.7,0.7,989,1214,1294,2.4,2.4,2.2
509031250,43,47,48,1000,1023,1083,513,640,779,140,168,190,1114,1433,1814,0.7,0.7,0.7,918,1139,1355,2.4,2.3,2.3
510011262,33,34,34,2600,2593,2167,861,983,1164,250,320,330,2008,2226,2623,1,0.9,0.9,1715,1939,2222,2.7,2.6,2.7
510011263,30,30,32,1625,1733,1629,411,433,461,80,100,100,1039,1081,1036,1.1,1.1,1,1219,1269,1327,3.2,3.1,2.8
510011264,26,28,29,1387,981,1600,310,358,362,50,100,90,751,807,785,1.4,1.2,1.3,961,1019,1096,3.7,3.2,3.3
510011265,31,33,33,2167,2167,2000,795,864,1016,140,204,230,1714,1949,2082,1.1,1,1,1558,1703,1858,2.8,2.7,2.7
510011266,27,28,31,2817,1998,2167,333,366,471,50,93,100,811,835,1017,1.4,1.2,1.2,944,887,1140,3.6,3.1,3
510021267,35,35,36,2625,3100,2435,1975,1976,1801,80,80,70,875,892,752,1.3,1.3,1.3,1271,1215,1159,3.6,3.5,3.3
510021268,30,31,31,360,433,1032,1533,1468,1624,100,120,110,2989,2940,3359,0.9,0.9,0.9,2849,2622,2995,2.9,2.8,2.7
510021269,34,33,34,2200,3033,1833,1571,1617,1841,120,216,210,3035,3576,3940,0.9,0.9,0.9,2828,3157,3402,2.6,2.5,2.5
510021270,29,30,32,2492,2600,1387,1269,1228,1415,138,231,240,2910,2760,3024,1,0.9,0.9,2816,2419,2586,2.9,2.8,2.7
510031271,33,36,34,327,2000,1613,1872,2381,1865,35,42,48,2830,2889,3310,0.9,0.9,0.9,2710,2456,2937,2.8,2.7,2.7
510031272,32,31,32,3182,2500,1972,1542,1318,1570,170,300,320,2987,2963,3497,0.9,0.9,0.9,2868,2643,3194,2.9,2.8,2.8
510031273,34,33,34,2376,2988,2167,1585,1473,1425,84,144,150,2728,2903,3285,1.1,1,0.9,2683,2560,2983,3,2.9,2.9
511011274,39,41,42,1571,1733,1600,578,668,785,200,250,270,1420,1696,2017,0.8,0.8,0.7,1136,1333,1492,2.5,2.4,2.4
511011275,37,39,41,1020,1083,1040,656,742,960,200,220,233,1423,1688,2004,0.8,0.8,0.7,1218,1382,1653,2.6,2.5,2.4
511021276,38,39,41,1517,1517,1300,598,679,782,160,210,215,1394,1621,1898,0.9,0.9,0.8,1142,1276,1416,2.5,2.4,2.3
511021277,39,37,37,2167,2000,1950,659,755,905,200,250,263,1492,1756,2107,0.9,0.9,0.9,1195,1401,1727,2.3,2.3,2.4
511031278,31,33,35,1625,1517,1309,787,837,1014,260,275,300,1912,2067,2375,0.9,0.8,0.8,1696,1772,2001,2.6,2.5,2.5
511031279,31,33,34,2000,1900,1700,877,957,1208,252,280,300,2319,2395,2924,0.9,0.8,0.8,1975,2098,2374,2.7,2.7,2.6
511031280,30,32,33,2114,1993,1730,1030,1115,1369,300,320,330,2536,2629,3029,0.8,0.8,0.8,2323,2316,2514,2.8,2.8,2.6
511031281,25,43,0,0,0,0,1375,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,32,36,39,1192,1083,944,832,753,893,170,200,200,1944,1988,2199,0.8,0.8,0.7,1671,1586,1627,2.6,2.4,2.2
511031283,32,33,35,812,794,634,977,875,900,54,55,70,886,988,1205,1,1.1,1,1237,1337,1405,3,3,2.8
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,40,44,46,1482,1517,1300,529,581,666,220,240,230,1242,1399,1638,0.8,0.8,0.7,935,1055,1143,2.2,2.2,2.1
511041286,32,35,37,1500,1517,1517,548,592,721,200,250,225,1346,1549,1897,0.9,0.8,0.8,1168,1340,1553,2.9,2.8,2.7
511041287,36,36,36,1902,1950,1733,654,733,871,300,315,310,1629,1858,2199,0.8,0.8,0.7,1431,1609,1915,2.8,2.7,2.7
511041288,35,36,38,1950,1900,1661,763,792,947,310,320,300,1901,2015,2274,0.8,0.7,0.7,1696,1779,1982,2.7,2.7,2.6
511041289,44,49,53,1660,1733,1537,517,547,626,200,250,250,1267,1351,1598,0.8,0.7,0.7,993,1085,1168,2.5,2.3,2.2
511041290,36,38,38,563,596,650,1025,949,1024,109,125,120,990,1259,1351,0.9,0.9,0.8,979,1173,1202,2.6,2.4,2.2
511041291,40,44,47,769,800,800,633,670,768,150,190,175,1232,1401,1684,0.7,0.7,0.7,997,1132,1310,2.4,2.2,2.2
511041292,44,47,50,1400,1500,1400,498,576,664,170,200,225,1098,1361,1639,0.8,0.8,0.8,883,1094,1276,2.4,2.3,2.3
597979799,36,40,40,0,0,1733,10766,2654,2123,0,0,0,0,0,1375,0,0,0.7,0,0,2250,0,0,1.7
599999499,40,41,40,0,0,0,490,434,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
