SA2_CODE_2021,Ot_ty_Ed_Ins_Ft_st_C11_P,Ot_ty_Ed_Ins_Ft_st_C16_M,Ot_ty_Ed_Ins_Ft_st_C16_F,Ot_ty_Ed_Ins_Ft_st_C16_P,Ot_ty_Ed_Ins_Ft_st_C21_M,Ot_ty_Ed_Ins_Ft_st_C21_F,Ot_ty_Ed_Ins_Ft_st_C21_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,Ot_ty_Ed_Ins_Pt_st_C21_M,Ot_ty_Ed_Ins_Pt_st_C21_F,Ot_ty_Ed_Ins_Pt_st_C21_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,O_t_E_I_F_P_s_s_ns_C21_M,O_t_E_I_F_P_s_s_ns_C21_F,O_t_E_I_F_P_s_s_ns_C21_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Oth_ty_Edu_Ins_Tot_C21_M,Oth_ty_Edu_Ins_Tot_C21_F,Oth_ty_Edu_Ins_Tot_C21_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Type_Educ_Insti_ns_C21_M,Type_Educ_Insti_ns_C21_F,Type_Educ_Insti_ns_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
509011229,0,0,0,0,4,0,4,4,6,11,4,4,11,5,5,12,0,0,0,0,0,0,0,0,0,4,4,12,4,8,12,7,5,15,107,64,172,213,144,355,143,125,263,380,332,720,425,386,808,394,384,779
509011230,7,0,0,6,3,3,10,3,10,16,3,6,11,3,12,13,0,0,0,0,0,0,0,0,0,9,9,22,5,10,14,7,22,25,175,157,333,318,299,623,264,218,483,699,697,1401,744,706,1442,665,648,1315
509011231,3,3,0,9,6,0,6,3,10,13,4,9,11,0,11,12,0,0,0,0,0,0,0,0,0,7,12,19,10,6,13,4,8,14,173,130,306,253,236,487,206,216,420,508,542,1048,559,597,1163,535,632,1163
509011232,0,0,0,0,0,0,0,5,9,8,0,4,6,6,17,26,0,0,0,0,0,0,0,0,0,5,11,15,0,4,6,6,19,26,380,62,444,515,86,600,420,75,493,736,368,1103,839,400,1234,754,386,1144
509011233,13,4,12,14,19,20,36,5,18,29,13,23,32,35,46,80,5,4,5,0,0,0,0,0,0,10,34,45,18,34,50,59,63,120,319,296,615,395,360,754,323,295,618,1336,1424,2766,1489,1554,3041,1662,1620,3276
509011234,6,7,9,15,8,10,14,3,7,14,0,9,10,6,9,15,0,0,0,0,0,0,0,0,0,8,7,21,7,13,24,14,18,30,251,157,413,323,242,563,358,250,609,717,658,1374,777,663,1444,830,728,1556
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,12,3,8,7,9,11,14,0,12,19,0,16,16,7,18,29,0,0,0,0,0,0,0,0,3,16,16,31,3,18,26,17,29,45,139,119,261,280,257,538,270,214,486,651,639,1287,856,870,1724,879,896,1777
509021237,16,4,5,10,5,4,7,0,4,10,0,5,7,3,10,10,0,0,0,0,0,0,0,0,3,12,11,21,3,12,13,9,12,19,140,102,244,259,222,480,273,258,531,533,482,1015,678,591,1271,582,595,1185
509021238,4,4,4,5,0,0,0,0,5,5,0,10,12,5,3,10,0,0,0,0,0,0,0,0,0,0,8,8,3,16,20,6,3,11,144,119,259,182,158,341,189,144,336,462,475,935,497,509,1003,506,482,992
509021239,21,4,6,8,3,11,12,6,6,14,4,26,27,9,15,21,0,0,3,0,0,0,0,0,4,14,24,32,8,25,35,14,25,33,478,338,820,448,391,840,487,329,818,1112,997,2112,1079,1055,2134,1133,995,2122
509021240,51,74,8,79,3,0,7,6,10,17,4,3,10,5,6,8,0,0,0,0,0,0,0,0,0,55,15,65,74,10,86,5,9,12,181,177,360,213,207,421,347,296,646,714,664,1373,726,679,1406,777,733,1509
509021241,0,0,0,4,0,0,0,3,3,8,6,10,14,3,8,12,0,0,0,0,0,0,0,0,4,5,10,10,4,15,19,6,12,15,173,131,307,277,222,500,304,291,595,582,581,1166,691,653,1343,676,697,1367
509021242,3,3,0,3,3,0,3,6,3,5,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,8,6,14,3,0,6,5,4,11,195,104,293,247,162,413,279,160,438,499,374,870,461,360,820,461,349,809
509021243,15,9,8,20,15,17,30,15,30,36,18,31,46,19,22,37,3,0,4,0,0,0,0,0,0,21,38,60,28,43,70,31,40,65,583,525,1099,1009,532,1539,919,542,1466,1584,1612,3195,1975,1615,3586,1944,1658,3606
509021244,9,4,8,11,11,12,22,10,10,21,0,16,18,6,11,18,0,0,0,0,0,0,0,0,0,12,19,33,8,20,31,17,24,35,219,186,407,240,221,461,301,234,538,597,634,1228,546,601,1144,641,614,1253
509021245,4,6,5,12,5,7,7,0,9,9,3,9,10,7,11,18,0,0,0,0,0,0,0,0,0,0,10,10,13,8,23,11,16,27,202,166,371,338,323,656,281,226,508,614,582,1197,730,732,1464,606,624,1235
509031246,4,0,0,0,9,5,14,0,4,0,5,7,9,0,12,15,0,0,0,0,0,0,0,0,0,7,4,7,5,11,17,10,15,19,115,107,221,226,224,446,160,154,313,392,407,803,496,492,987,402,423,824
509031247,6,0,5,3,0,0,0,5,14,17,3,8,12,3,10,12,0,0,0,0,0,0,0,0,0,3,17,23,9,9,14,3,15,16,178,112,290,215,199,412,273,220,494,533,542,1076,517,566,1081,592,615,1205
509031248,4,0,5,5,4,7,8,7,8,6,4,17,14,3,11,14,0,0,0,0,0,0,0,0,0,7,8,12,4,17,22,7,10,22,360,100,465,147,114,259,124,105,228,613,329,944,386,366,746,345,338,686
509031249,3,0,3,3,3,0,3,0,5,7,0,7,18,5,6,11,0,0,0,0,0,0,0,0,0,5,5,13,8,11,21,5,6,17,185,158,338,302,298,602,255,241,499,750,737,1490,750,826,1580,653,703,1350
509031250,6,0,0,0,0,7,7,0,7,6,0,12,12,0,7,9,0,0,0,0,0,0,0,0,0,4,13,15,0,13,13,3,13,19,120,149,271,286,255,539,257,272,532,518,618,1136,648,676,1328,633,676,1313
510011262,3,10,11,21,15,14,26,17,34,52,9,30,45,17,43,61,0,0,0,4,0,4,0,0,0,17,37,52,18,46,66,28,55,85,1043,793,1840,1036,952,1989,1113,1059,2171,2211,2198,4411,2438,2518,4956,2624,2837,5460
510011263,17,0,0,4,6,3,6,10,10,15,5,8,19,3,3,11,0,0,0,0,0,0,0,0,0,18,16,36,9,10,21,10,8,16,1935,460,2402,602,502,1098,718,628,1347,2610,1188,3801,1335,1278,2614,1324,1238,2562
510011264,4,0,5,5,0,0,5,0,3,6,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,6,6,11,0,0,3,153,105,257,383,400,785,267,238,503,596,554,1148,674,657,1331,620,565,1185
510011265,16,10,6,13,4,5,9,8,15,25,4,31,33,7,12,22,0,0,0,0,0,0,0,0,0,21,20,38,17,32,51,16,16,36,544,416,959,509,521,1025,668,657,1320,1222,1203,2424,1113,1246,2364,1309,1378,2686
510011266,6,0,3,7,4,0,4,3,6,6,0,0,0,4,9,7,0,0,0,0,0,0,0,0,0,9,5,10,3,4,8,5,9,12,88,66,149,159,123,283,137,134,267,373,355,730,394,373,761,373,355,728
510021267,9,0,0,0,3,8,5,14,9,25,17,5,19,5,7,11,0,0,0,0,0,0,0,0,0,19,13,30,13,6,17,6,9,23,1391,331,1718,1182,313,1495,1526,364,1893,1782,565,2346,1528,555,2084,1794,603,2399
510021268,4,0,0,3,0,4,4,4,8,14,10,12,25,3,21,31,0,0,0,0,0,0,0,0,0,9,12,16,13,15,24,3,25,35,653,379,1036,470,272,746,259,250,509,1131,905,2033,932,791,1723,751,761,1510
510021269,0,0,4,3,11,7,14,3,10,16,3,9,12,14,25,36,0,0,0,0,0,0,0,0,0,3,12,19,6,20,22,20,32,54,579,311,894,355,255,614,296,268,561,905,655,1561,731,707,1436,744,756,1501
510021270,6,3,12,17,18,21,36,10,15,21,12,36,46,20,27,47,3,0,3,0,0,0,0,0,0,14,21,32,16,53,67,40,53,92,1073,884,1958,821,750,1573,991,763,1753,1825,1673,3497,1701,1719,3424,2148,2034,4185
510031271,4,5,3,5,4,8,11,13,19,35,20,21,48,8,21,29,0,0,0,0,0,0,0,0,0,14,23,35,30,30,57,19,28,39,1167,362,1526,1787,452,2241,886,487,1372,1951,1073,3026,2674,1176,3848,1577,1182,2757
510031272,13,4,8,7,5,7,21,29,43,66,22,47,70,32,61,94,0,0,4,0,0,0,0,0,0,34,46,80,21,49,73,41,73,112,1987,1156,3147,1120,852,1970,1403,1114,2521,3457,2522,5978,2875,2595,5467,3434,3241,6673
510031273,0,0,0,4,0,4,6,9,4,11,8,9,21,7,6,16,0,0,0,4,0,4,0,0,0,9,10,14,11,16,25,7,10,23,1319,425,1737,776,215,981,830,355,1185,1746,822,2570,1321,714,2034,1374,835,2209
511011274,11,5,6,13,9,9,9,9,31,42,8,17,27,14,23,40,0,0,0,0,0,0,0,0,0,14,39,56,15,25,40,20,28,50,517,449,972,736,700,1436,678,590,1275,1660,1677,3335,1872,1908,3781,1803,1820,3624
511011275,4,5,3,8,0,7,3,0,8,9,0,10,9,6,10,16,4,0,4,0,0,0,0,0,0,7,9,14,6,7,16,7,13,18,179,132,311,306,274,581,232,176,410,599,561,1165,650,626,1273,580,566,1142
511021276,5,3,0,5,4,0,5,3,8,19,5,4,7,9,5,16,0,0,0,0,0,0,0,0,0,11,17,24,4,8,14,9,9,16,362,358,724,468,417,887,498,412,906,831,867,1696,892,841,1729,868,778,1653
511021277,0,0,0,0,9,6,6,0,5,11,3,6,7,5,11,16,0,0,0,0,0,0,0,0,0,0,10,9,5,6,13,16,15,27,230,162,387,274,217,496,299,240,537,519,457,979,618,570,1189,652,634,1289
511031278,3,5,8,15,16,8,20,7,23,30,12,10,21,8,17,27,0,0,0,0,0,0,0,0,0,7,27,40,12,26,41,21,27,50,752,547,1301,567,448,1012,833,525,1356,1422,1214,2644,1198,1164,2363,1468,1225,2694
511031279,12,4,12,15,14,9,27,16,31,46,19,40,60,29,52,79,5,4,8,6,0,6,3,0,3,25,36,64,24,51,82,47,63,114,1048,778,1822,812,678,1489,633,526,1163,2496,2175,4670,2330,2244,4575,2157,2038,4192
511031280,5,3,5,12,9,3,18,10,19,32,5,31,36,23,37,60,0,0,0,0,0,0,0,0,0,10,29,40,14,34,49,36,45,75,552,479,1033,366,350,724,305,256,555,1435,1520,2958,1362,1464,2827,1384,1359,2747
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0
511031282,9,0,5,7,0,7,7,4,8,18,5,6,15,0,8,14,0,0,0,0,0,0,0,0,0,10,13,26,10,10,21,3,16,21,472,298,768,378,275,654,575,421,995,930,824,1750,791,709,1498,869,747,1620
511031283,0,0,3,4,0,0,8,3,18,20,7,4,11,3,3,10,0,0,0,0,0,3,0,0,0,4,18,22,3,5,14,10,8,13,651,302,956,626,369,995,923,327,1254,1077,657,1741,946,682,1628,1271,619,1890
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,21,11,10,22,6,9,18,10,17,21,15,20,40,19,30,52,0,0,0,0,0,0,0,0,0,16,26,41,29,37,60,29,35,69,536,549,1082,703,699,1395,620,595,1210,1596,1848,3448,1633,1791,3425,1573,1704,3274
511041286,9,7,6,13,6,11,17,8,10,15,7,11,20,13,15,27,0,0,0,0,0,0,0,0,0,5,13,25,15,19,31,18,24,45,630,343,971,617,441,1054,669,433,1101,1469,1222,2689,1494,1350,2848,1475,1318,2795
511041287,0,5,6,13,12,9,19,13,10,23,4,17,23,19,19,39,0,0,0,0,0,0,0,0,0,13,13,22,8,23,30,24,29,54,188,167,353,291,259,556,364,328,693,910,917,1826,1114,1215,2326,1349,1421,2771
511041288,3,5,4,12,6,15,19,9,18,26,7,26,35,29,41,68,0,0,4,0,0,0,0,0,0,13,18,31,14,34,49,35,55,89,313,258,578,337,344,674,335,285,623,1332,1390,2721,1464,1679,3143,1582,1660,3244
511041289,0,0,0,0,5,5,6,3,5,10,0,3,3,5,3,14,0,0,0,0,0,0,0,0,0,4,5,11,0,3,3,8,10,17,154,114,265,160,139,301,226,178,400,502,450,947,487,457,944,496,493,986
511041290,11,0,3,7,11,6,10,7,0,5,4,7,8,0,5,6,0,0,0,0,0,0,3,0,3,15,4,19,4,8,9,11,5,17,449,257,707,445,270,710,654,352,1006,714,475,1184,620,414,1031,808,504,1316
511041291,5,0,4,5,4,6,5,0,9,9,3,7,11,0,11,12,0,0,0,0,0,0,0,0,0,4,14,17,0,9,11,4,10,20,232,157,394,208,171,377,405,301,707,606,535,1140,566,468,1030,635,574,1208
511041292,0,4,0,10,0,3,3,3,4,5,6,6,11,4,13,11,0,0,0,0,0,0,0,0,0,3,4,7,10,8,20,4,9,17,250,176,426,405,345,749,447,388,833,764,708,1471,853,876,1727,862,806,1671
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,0,5,4,0,4,0,0,3,58,4,63,73,4,77,193,20,219,72,6,78,85,3,93,209,28,237
599999499,21,8,12,19,16,16,32,8,20,29,14,8,24,7,16,23,0,0,0,0,0,0,0,0,4,16,30,49,21,18,40,23,34,55,920,455,1372,981,603,1588,2227,1260,3489,1210,738,1950,1221,834,2052,2535,1623,4160
