SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,7,0,3,8
501021012,689,101,31,821,438,215,30,7,687,14,9,18,705,72,45,821,345,174,31,12,556,12,9,24,576,77,31,684,406,173,31,6,617,5,11,11,630,85,42,758,337,153,39,6,531,7,11,14,547,132,40,720,237,140,25,0,409,16,10,23,429,242,36,704,65,68,15,3,155,0,4,6,159,427,30,619,12,32,0,0,46,0,0,0,51,536,43,625,0,16,4,4,26,0,0,0,26,932,163,1120,3419,1986,313,80,5802,144,138,280,6085,3132,587,9798
501021014,421,72,28,514,276,138,24,11,441,6,8,18,460,75,39,573,322,138,18,15,485,7,0,11,497,75,42,618,338,139,27,12,519,10,0,13,536,112,44,683,291,154,31,5,484,6,13,14,500,162,46,710,191,136,32,3,358,6,8,13,374,235,41,648,97,85,9,4,196,0,0,10,200,391,34,627,21,35,4,0,64,0,0,0,64,425,35,523,12,32,5,0,52,0,0,0,52,653,70,776,2644,1390,227,98,4353,105,90,193,4547,2655,497,7695
501021015,347,73,22,440,197,105,11,4,309,13,5,19,330,63,23,418,199,102,12,5,319,12,5,21,337,56,22,418,234,103,22,6,362,10,10,12,375,68,23,469,214,100,27,4,340,10,0,6,346,104,17,467,150,98,30,0,279,5,9,12,294,172,25,492,45,74,5,0,121,3,0,5,126,274,23,420,14,21,5,0,36,0,0,0,36,310,16,372,4,13,0,0,15,0,0,0,15,594,39,650,1983,1157,196,47,3375,99,77,175,3553,2044,320,5914
501021016,176,30,14,229,103,46,22,0,170,3,8,12,185,43,22,254,113,57,6,8,186,9,3,11,200,28,32,259,141,80,11,5,225,5,7,10,235,57,29,318,132,63,20,4,222,7,0,9,228,83,28,340,84,60,19,4,162,5,3,13,174,132,19,317,29,45,10,4,87,0,0,0,87,215,16,318,12,12,3,4,34,0,0,0,34,250,22,308,11,15,0,0,23,0,0,0,29,317,66,408,970,597,131,50,1750,80,48,124,1879,1347,313,3533
501021251,595,88,40,714,413,193,18,3,625,9,7,11,636,75,36,745,425,168,18,12,627,10,13,22,644,72,25,740,393,128,21,7,552,11,11,20,566,76,33,685,285,112,17,8,428,10,0,11,441,91,27,559,149,70,26,0,245,6,4,6,257,123,19,399,45,37,4,0,85,0,0,3,95,219,15,323,7,15,0,0,27,0,0,0,27,246,5,283,0,9,0,0,9,0,4,4,11,299,26,338,3015,1611,236,65,4925,109,125,227,5155,1837,332,7327
501021252,136,16,0,154,103,36,3,0,151,0,0,3,148,21,11,180,156,57,6,0,223,5,4,10,228,28,11,265,144,60,14,6,224,0,0,0,225,27,9,260,130,57,13,0,194,0,0,5,199,41,14,255,81,57,16,0,162,3,5,3,164,84,11,261,41,41,11,0,88,0,0,0,90,134,15,243,6,6,0,0,12,0,0,0,12,132,9,151,0,4,0,0,4,0,0,0,4,127,4,138,922,547,97,17,1572,27,28,52,1623,758,104,2487
501021253,607,102,43,745,376,182,14,0,584,18,9,21,606,107,41,756,461,193,24,5,683,10,6,20,701,92,54,853,475,203,37,6,722,10,10,20,740,94,41,879,371,184,30,3,596,11,10,27,617,145,43,803,330,188,37,0,559,9,11,23,581,344,44,972,114,137,19,0,277,0,5,4,285,514,46,836,43,78,5,0,128,0,0,0,130,633,53,821,12,33,15,0,52,0,0,0,52,1300,138,1493,3662,2063,306,70,6102,141,123,269,6372,3803,661,10838
501021254,233,62,34,334,137,69,8,3,222,14,4,18,238,56,28,317,137,76,3,4,224,6,5,9,233,61,25,321,128,65,10,3,210,18,6,26,234,92,35,354,104,62,13,6,181,13,0,23,196,102,22,321,82,50,14,0,147,13,3,16,162,156,16,330,30,34,3,0,69,0,0,0,70,216,22,313,6,17,0,5,25,0,0,0,25,230,16,265,0,3,0,0,5,0,3,3,11,279,37,317,1119,750,95,44,2009,149,79,223,2234,1586,343,4165
501031017,271,48,30,350,189,92,16,5,300,5,0,11,311,52,50,405,225,114,25,6,369,10,0,7,381,42,34,456,219,106,17,5,339,3,4,8,350,86,54,490,230,138,26,6,399,4,6,11,413,131,32,585,161,145,28,3,338,15,5,15,360,197,54,611,84,79,16,6,180,0,0,8,181,375,48,609,41,48,7,5,111,0,0,0,111,408,38,554,40,31,0,3,84,0,0,0,84,569,72,717,1707,1098,190,79,3070,71,49,122,3195,2150,496,5839
501031018,283,50,25,354,168,78,15,3,261,9,4,9,269,43,21,334,181,99,28,0,308,5,0,7,317,58,25,393,225,98,19,12,352,10,4,13,366,56,31,452,196,91,25,6,318,16,4,15,337,113,28,478,172,117,21,4,319,5,9,13,326,176,30,530,83,70,21,3,171,0,6,5,176,326,39,538,19,47,3,0,75,0,0,0,72,335,29,435,20,24,7,4,52,0,0,0,52,492,45,588,1571,954,181,63,2774,63,56,121,2891,1904,334,5132
501031019,237,54,23,316,138,67,7,0,214,6,5,10,225,30,20,278,155,78,6,0,239,6,3,11,249,39,28,319,161,75,15,3,256,7,4,10,269,51,30,353,208,83,13,3,313,5,0,11,317,94,20,429,148,92,21,0,258,7,4,8,269,105,16,390,64,60,8,6,136,0,0,0,141,199,24,364,26,24,5,0,57,0,0,0,60,213,15,284,9,16,3,4,31,0,0,0,39,413,40,485,1508,841,148,50,2549,68,46,108,2659,1474,310,4443
501031020,177,40,19,239,132,68,6,4,218,4,0,4,224,29,38,288,162,68,8,0,244,0,3,3,248,45,37,334,176,112,14,7,303,6,0,9,310,64,54,421,159,133,24,5,318,9,3,17,334,99,50,483,124,120,27,10,275,3,12,14,292,143,55,488,72,96,14,5,191,6,3,8,195,250,37,486,37,43,10,3,99,0,0,0,100,279,31,406,29,28,0,8,65,0,0,0,65,428,70,566,1278,941,132,50,2410,54,34,83,2494,1547,471,4511
502011021,399,83,29,516,224,115,29,3,376,16,4,21,395,59,34,491,270,128,19,14,429,11,3,17,445,64,41,551,259,126,30,4,417,18,6,18,439,74,31,544,204,124,16,9,359,6,4,13,373,133,27,528,135,131,30,5,301,14,14,22,325,264,33,627,58,59,9,5,131,0,7,10,143,502,17,657,10,21,3,0,35,0,3,5,40,626,12,679,0,13,0,0,13,0,4,4,13,651,29,694,1865,1291,236,73,3464,139,111,244,3715,2830,350,6890
502011022,384,100,27,504,217,126,17,5,368,21,3,21,396,71,26,494,310,136,27,3,475,14,14,26,500,85,36,626,264,140,22,7,435,25,8,34,467,113,35,612,303,159,31,6,502,18,11,27,527,202,29,757,189,127,28,3,352,21,19,36,390,350,32,775,73,95,11,6,187,0,3,9,195,661,45,896,18,40,4,0,59,0,0,7,65,689,29,775,3,16,0,0,21,0,0,3,22,881,45,942,2203,1470,231,70,3970,178,134,312,4281,3507,394,8190
502011023,354,126,40,511,167,110,15,8,297,12,11,24,321,91,31,445,222,110,19,10,358,22,11,29,392,89,26,508,245,120,32,6,400,24,17,35,438,136,30,603,228,149,30,0,403,17,4,27,431,193,38,657,160,116,21,0,301,10,10,18,319,253,25,590,55,54,8,4,126,4,3,4,127,447,17,599,13,25,0,0,31,0,0,0,35,529,31,595,0,15,0,0,14,0,0,0,13,1380,207,1609,1847,1330,208,64,3453,220,138,359,3808,3796,565,8166
502011024,804,148,62,1011,508,234,35,19,795,18,12,30,825,127,64,1022,619,261,54,23,943,25,17,41,986,148,67,1197,623,279,53,5,962,26,12,43,1008,182,70,1257,625,271,72,11,976,20,19,38,1013,302,67,1390,418,273,67,5,760,20,23,43,801,554,47,1405,143,161,28,6,340,10,9,15,357,1065,53,1477,35,72,13,7,132,0,3,3,137,1397,55,1596,15,25,7,5,54,0,0,0,53,2354,208,2615,4603,2965,510,153,8228,249,269,513,8745,7078,857,16678
502011025,371,127,74,574,166,92,11,4,270,24,9,36,311,108,59,471,222,118,17,7,363,30,11,45,406,122,81,611,241,124,16,7,393,32,8,38,429,174,60,663,244,144,31,0,420,20,13,42,456,198,68,724,157,146,30,13,348,21,15,41,385,344,56,784,63,67,3,5,141,7,0,6,151,596,49,797,20,41,0,4,65,0,0,0,69,665,69,800,7,25,0,4,35,0,0,0,36,1058,238,1333,1905,1441,184,94,3618,277,155,431,4049,3965,991,9001
502011026,222,51,29,302,157,66,15,3,242,7,9,15,254,47,22,329,208,89,23,3,323,11,7,18,343,54,33,426,187,68,14,0,269,4,3,16,282,69,36,389,184,106,20,0,309,11,6,20,333,123,33,483,127,92,19,5,241,6,8,14,251,225,21,501,50,59,11,6,126,3,4,6,130,384,29,548,12,29,0,0,43,0,7,7,46,464,41,547,10,10,0,0,23,0,0,0,23,655,63,737,1491,935,174,47,2639,110,83,191,2837,2332,415,5581
502011027,1286,232,87,1609,706,307,40,18,1070,24,8,33,1100,167,68,1332,689,270,37,12,1011,17,13,33,1046,155,78,1273,722,255,45,11,1031,26,5,37,1061,182,71,1319,569,246,56,14,882,21,6,28,918,214,65,1184,319,212,47,7,588,20,14,31,618,375,49,1043,100,104,20,5,223,7,8,14,239,677,40,952,12,40,6,5,61,3,0,0,61,797,28,884,6,18,0,3,26,0,0,5,35,1487,86,1603,5747,3315,556,158,9781,292,223,514,10299,5288,834,16426
502011028,361,102,35,503,211,113,15,4,342,25,10,36,380,116,38,534,243,144,21,11,418,7,5,18,438,139,38,617,307,144,16,5,473,15,11,27,503,140,59,706,280,143,34,10,468,24,16,33,500,209,39,744,189,155,42,3,391,12,14,28,419,378,34,830,66,100,20,0,185,4,6,12,194,659,39,892,13,45,0,0,58,0,0,6,64,832,57,960,9,25,0,7,38,0,0,0,43,1544,196,1782,2108,1485,242,86,3918,218,148,364,4282,4701,685,9675
502011029,460,112,64,638,264,135,24,8,432,16,13,28,455,95,59,610,296,121,12,10,438,21,5,22,465,74,61,596,314,128,32,10,481,16,0,19,501,125,33,658,266,132,23,3,436,13,7,15,452,153,45,648,158,106,24,13,303,10,7,21,320,290,42,649,70,57,5,4,136,0,3,7,141,435,36,620,23,42,0,0,76,0,6,0,75,505,42,625,8,30,0,3,39,0,0,0,39,867,125,1033,2360,1420,235,107,4118,165,110,275,4397,3127,686,8200
503011030,184,22,4,213,200,92,10,4,303,0,0,4,309,51,10,366,276,122,4,3,410,6,5,16,422,70,13,506,324,159,10,9,504,7,5,12,517,72,19,614,254,124,20,5,398,7,0,12,412,94,16,517,174,115,14,4,306,0,4,9,314,161,9,479,54,83,9,0,142,0,0,3,148,189,17,350,19,46,0,0,72,0,0,0,72,218,12,299,17,49,4,0,75,0,0,0,76,786,37,900,1758,1337,106,36,3235,56,74,129,3364,2060,176,5601
503011031,401,78,21,503,256,103,7,3,370,14,5,17,384,61,17,468,280,115,11,5,416,19,7,27,446,81,18,543,309,157,5,4,478,15,4,21,498,79,31,611,251,116,16,4,392,4,11,16,405,109,21,534,162,116,10,0,289,12,7,16,300,198,22,521,87,97,9,0,198,5,4,12,208,280,22,512,45,75,5,3,126,0,3,6,133,364,25,513,22,81,7,4,111,0,0,0,111,1157,99,1368,2485,1660,179,48,4365,101,108,207,4571,2930,431,7932
503011032,319,52,28,399,223,96,10,0,338,0,6,3,343,61,20,424,255,112,3,7,382,4,3,13,394,51,7,451,326,144,13,7,484,6,5,16,502,95,18,615,269,138,18,4,423,12,0,14,437,103,16,562,173,150,8,0,336,6,3,6,345,144,34,521,81,123,16,5,215,3,3,4,219,242,12,478,34,85,4,0,125,0,0,4,126,296,16,440,17,48,0,3,70,0,0,0,70,610,78,759,2242,1563,166,56,4026,56,85,145,4171,2046,316,6534
503011033,390,62,10,457,329,151,11,0,497,0,3,4,508,60,12,579,430,173,16,3,620,9,8,18,636,61,11,710,443,168,15,3,635,4,5,10,645,67,20,728,343,159,20,0,531,12,9,23,550,97,8,664,210,138,16,0,362,10,0,13,375,171,14,557,69,91,4,0,165,0,3,3,166,266,4,435,16,33,3,0,51,0,5,4,57,261,19,333,9,22,0,0,37,0,0,0,37,519,20,573,2509,1712,163,29,4409,71,103,178,4589,2006,144,6739
503011034,536,77,32,643,317,148,12,5,478,16,7,19,499,83,34,616,404,167,12,7,591,15,10,26,609,101,37,750,424,191,14,0,627,13,5,21,644,128,24,800,313,160,12,3,483,11,10,21,509,181,45,727,192,159,9,4,363,8,5,12,377,228,27,631,94,125,6,7,229,3,7,8,241,346,36,621,45,93,10,3,155,0,5,4,159,370,31,560,22,58,8,5,89,0,5,3,94,766,102,961,2830,2152,192,46,5222,113,136,252,5473,2994,479,8952
503011035,746,174,48,966,551,265,14,11,844,16,13,27,870,152,38,1063,633,239,16,8,898,28,11,35,932,135,25,1090,630,266,20,11,921,23,9,28,954,153,28,1128,507,228,7,3,752,11,6,17,770,180,27,984,358,241,25,4,626,5,11,18,647,309,19,976,207,213,15,0,437,0,0,3,440,483,38,965,94,159,11,5,271,3,6,4,280,689,33,1000,43,124,8,11,183,0,0,0,183,1455,74,1720,4664,4078,306,96,9142,182,356,532,9680,5663,549,15885
503011036,402,54,19,472,326,136,11,3,484,5,3,10,495,47,16,551,403,165,13,3,578,7,9,17,594,64,17,681,423,181,8,4,617,12,3,19,634,93,20,751,316,145,18,0,479,4,5,20,497,95,16,606,198,143,16,0,360,4,9,17,370,197,28,593,86,142,9,0,241,0,0,0,244,255,24,520,53,71,7,0,127,0,0,0,128,346,22,498,12,47,4,4,58,0,0,3,60,731,91,881,2646,1857,172,33,4707,78,109,186,4894,2461,323,7683
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,4,0,0,0,4,0,5,7,0,0,0,0,4,0,0,0,4,0,0,5,4,0,0,0,4,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,5,14,10,10,0,0,19,0,0,0,19,18,13,48
503021038,964,73,45,1084,515,248,22,5,791,8,14,21,809,64,21,894,559,230,12,0,806,4,5,9,816,75,28,915,521,193,13,4,734,18,5,25,752,70,33,857,344,159,24,0,530,12,4,17,545,103,27,673,207,133,12,0,353,8,4,11,367,193,10,573,74,72,8,0,163,0,0,0,163,260,21,445,24,37,0,0,58,0,0,0,58,253,7,322,8,18,0,0,26,0,0,0,24,549,32,607,4364,2218,260,60,6905,112,115,224,7132,2048,405,9582
503021039,1197,123,52,1371,730,277,27,0,1041,10,11,26,1065,105,39,1216,648,258,19,7,923,24,10,32,957,102,51,1108,638,236,36,3,925,18,12,29,953,116,35,1099,598,221,21,4,842,25,8,39,881,177,34,1091,333,226,32,5,597,15,10,24,623,316,46,983,131,180,22,3,333,0,3,7,337,479,41,853,24,95,5,0,123,0,0,0,123,556,35,712,10,26,0,0,35,0,0,0,35,919,130,1079,5961,3400,376,93,9822,177,214,399,10218,3625,646,14493
503021040,736,62,43,836,456,155,18,3,639,14,9,23,661,61,32,752,377,147,19,0,539,7,3,14,557,66,23,639,356,138,11,3,508,14,9,22,534,91,13,631,319,127,11,3,463,16,11,25,490,131,21,640,186,108,12,3,314,18,8,22,334,174,22,530,56,94,3,0,155,0,3,9,163,228,28,425,24,42,0,0,66,0,0,0,69,240,32,340,4,23,0,4,32,0,0,3,33,563,60,651,3540,1831,216,51,5632,128,113,241,5878,1928,384,8186
