SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,11,4,5,16
506031131,1017,201,25,1247,968,388,17,11,1392,36,35,72,1463,191,44,1700,959,402,13,12,1387,37,21,56,1439,179,47,1666,707,278,31,14,1032,18,22,41,1072,158,41,1264,496,243,43,5,788,20,10,28,821,195,24,1040,335,229,36,3,601,13,11,22,626,370,20,1014,130,171,10,5,311,7,3,10,325,702,12,1036,34,80,5,0,119,0,0,5,127,733,9,870,9,30,0,0,35,0,0,0,35,1018,33,1085,5294,3506,273,96,9166,236,342,577,9742,4948,356,15044
506041132,1372,315,113,1803,734,293,25,28,1077,32,18,58,1131,243,87,1463,624,251,32,20,928,27,17,43,970,232,77,1274,522,225,17,21,777,37,15,52,833,235,93,1162,443,185,32,16,669,26,17,43,712,255,46,1014,277,159,15,12,459,24,7,31,492,356,45,892,105,101,19,0,222,9,8,12,240,551,35,825,32,56,3,5,93,0,5,5,90,639,37,764,4,16,0,4,28,0,4,4,30,905,74,1012,5661,3141,313,255,9370,425,292,725,10093,5101,1043,16240
506041133,1586,523,73,2188,1080,420,34,19,1558,35,19,54,1614,361,67,2040,992,355,37,16,1402,29,19,51,1452,268,63,1785,899,337,34,24,1300,32,16,42,1340,262,45,1655,700,262,41,9,1018,22,21,43,1055,289,27,1374,365,210,35,5,613,16,11,30,646,375,30,1050,131,139,13,5,289,0,9,9,302,619,18,934,26,64,7,5,103,0,0,5,101,576,17,697,0,19,0,3,27,0,0,0,27,944,45,1023,7320,4050,389,202,11961,298,370,666,12628,6230,602,19458
506041134,1165,311,116,1592,620,281,30,13,944,56,27,83,1028,294,93,1418,623,235,26,19,902,49,15,67,963,236,90,1291,593,203,27,8,827,45,31,74,899,277,87,1265,474,225,35,11,748,35,6,42,791,302,54,1144,326,204,17,13,561,29,19,45,605,407,66,1082,152,112,13,0,284,9,5,12,297,623,54,974,28,49,0,0,80,4,0,4,76,751,74,909,3,20,0,4,32,0,0,0,33,1566,263,1866,5208,2871,315,198,8597,507,330,841,9431,6180,1222,16834
506041135,1631,273,68,1966,967,392,33,28,1416,32,25,55,1474,225,56,1756,857,351,34,21,1259,18,10,31,1290,199,55,1544,812,293,30,6,1149,21,17,43,1190,193,54,1440,585,233,31,11,853,18,13,34,891,177,46,1110,333,183,28,6,557,23,14,37,591,304,31,923,120,106,19,0,238,6,0,14,257,488,26,770,34,38,8,3,81,0,3,5,80,504,10,599,3,22,0,0,22,0,0,0,28,527,27,588,6796,3642,405,184,11026,323,344,662,11689,4274,631,16594
506041136,937,232,69,1238,522,197,15,16,758,37,15,56,813,182,70,1061,432,189,17,12,650,26,14,37,691,175,81,941,403,151,19,13,581,24,13,41,620,158,60,841,287,165,20,12,494,26,11,37,531,211,56,795,248,134,19,3,408,17,19,26,432,271,53,762,82,69,7,6,164,0,3,5,171,423,35,627,25,28,0,4,61,0,3,4,65,517,46,627,7,14,6,4,29,0,0,0,29,813,157,998,3869,2219,239,162,6487,304,224,526,7012,4010,898,11922
506041137,1384,277,98,1765,749,377,35,22,1183,45,28,69,1248,244,82,1575,795,339,27,16,1184,49,20,73,1255,225,69,1545,769,291,28,18,1113,34,27,60,1173,244,58,1479,654,293,46,10,1002,25,17,47,1053,295,43,1396,487,269,37,15,814,25,21,45,856,505,51,1408,190,188,28,6,406,4,11,16,423,887,59,1367,37,72,7,0,122,0,0,0,125,927,39,1086,9,29,0,0,37,0,0,0,41,1448,61,1552,6501,3844,397,204,10944,425,408,833,11780,6443,840,19062
506051138,1451,214,95,1764,859,316,36,16,1228,41,21,56,1280,173,84,1536,758,244,31,17,1049,27,18,43,1096,156,75,1318,613,232,34,23,898,20,3,26,923,153,63,1142,523,205,26,11,766,24,5,28,793,193,61,1057,359,220,36,3,619,17,6,25,645,321,47,1013,154,110,16,3,286,9,3,13,293,553,39,882,30,57,6,0,91,0,0,0,100,667,31,795,6,21,0,0,32,0,0,0,32,964,65,1065,6136,3006,391,189,9722,275,271,540,10263,4349,831,15443
506051139,722,115,34,873,439,184,20,9,653,14,10,28,684,85,37,800,439,145,23,12,623,18,10,30,648,90,27,768,437,165,19,9,626,4,11,16,650,103,36,789,440,142,20,7,612,14,11,23,635,126,43,804,270,145,25,4,443,14,6,17,459,197,26,684,95,69,12,0,187,6,4,7,191,304,22,511,21,37,4,3,58,0,0,0,58,454,20,536,3,12,0,3,19,0,0,0,19,819,82,922,3886,1965,285,110,6237,184,144,326,6560,2814,504,9883
506051140,648,88,42,782,506,238,14,14,773,17,4,24,789,83,31,903,586,221,42,14,869,17,8,31,895,102,36,1032,651,220,46,4,924,28,9,34,958,126,45,1128,583,240,36,4,868,26,13,42,910,176,37,1119,381,242,35,4,664,7,11,23,683,311,26,1024,154,171,20,4,345,3,11,11,361,592,28,976,50,109,12,0,177,0,0,0,178,885,30,1095,16,57,0,3,77,0,3,3,76,1562,99,1730,4268,2608,350,91,7320,160,159,326,7645,4480,475,12601
506051141,484,78,19,575,387,203,23,5,624,6,0,8,633,65,35,731,478,207,24,11,715,8,6,12,730,79,23,827,504,213,23,10,749,7,11,9,759,95,25,875,410,175,39,5,632,9,4,15,651,125,40,812,251,166,30,5,455,12,5,16,468,211,22,705,115,127,12,4,264,4,8,13,277,415,35,723,46,77,0,0,124,4,3,7,135,541,30,695,14,39,6,5,58,0,0,0,58,1009,100,1169,3242,2127,265,69,5698,96,113,205,5902,3189,384,9481
506061142,1636,211,79,1927,794,289,51,16,1156,16,5,27,1172,171,69,1418,655,210,39,15,911,13,19,30,945,132,44,1122,593,201,29,9,834,9,6,16,848,141,60,1043,459,194,31,6,697,11,6,19,714,159,51,926,271,150,28,9,449,10,7,17,465,255,27,748,79,77,12,3,179,3,3,5,183,368,30,584,15,31,4,0,54,0,0,0,57,379,16,452,5,9,0,5,23,0,0,0,23,510,27,555,6451,3071,502,170,10196,227,215,443,10637,3376,663,14685
506061143,332,51,26,408,238,105,14,0,357,4,6,8,372,50,27,441,273,137,21,7,426,10,0,8,441,48,19,510,323,141,30,7,495,3,5,4,500,76,38,615,289,117,24,13,431,9,3,15,442,99,25,573,153,89,21,10,264,4,5,7,275,133,14,424,63,59,13,3,133,0,3,10,142,196,11,346,20,28,0,0,46,0,0,0,53,219,10,289,4,15,0,0,21,0,0,0,21,267,20,311,2269,1251,200,56,3791,74,65,140,3928,1490,275,5694
506061144,178,90,23,293,117,44,11,8,181,6,0,10,185,91,17,292,160,59,11,4,230,10,0,12,245,78,19,344,201,83,21,12,318,7,4,11,328,87,32,441,158,79,22,11,267,0,3,7,276,88,16,377,120,62,14,0,200,0,4,3,203,115,31,352,36,39,5,3,87,0,0,0,87,142,11,236,15,24,5,0,40,0,0,0,40,180,18,230,3,19,0,0,26,0,0,0,26,278,30,338,1225,680,134,75,2109,44,27,72,2183,1406,254,3834
506071145,984,118,54,1160,539,221,21,7,783,12,12,24,812,102,42,955,438,162,16,6,619,21,8,31,655,75,30,765,449,154,15,4,624,17,5,27,643,109,31,785,403,154,17,0,577,20,12,32,608,111,24,750,272,168,24,3,466,13,10,22,492,233,43,758,111,113,12,0,247,6,4,13,254,519,38,814,45,72,3,0,125,0,4,3,129,510,31,669,15,39,5,3,58,0,0,0,68,1121,178,1361,4982,2625,336,94,8036,204,186,389,8425,3569,639,12639
506071146,620,94,24,733,319,150,11,3,478,6,0,9,488,77,25,591,380,160,16,9,568,22,10,24,592,82,24,700,403,162,12,0,571,12,3,15,584,116,39,739,345,126,13,10,495,11,10,23,518,137,31,688,262,157,14,6,439,8,8,13,451,258,26,740,112,131,3,0,251,12,3,10,263,404,28,695,26,55,0,0,87,0,0,0,89,468,34,587,8,33,0,4,47,0,0,0,46,947,158,1151,3163,2188,180,73,5601,129,155,281,5876,3367,530,9774
506071147,1016,129,59,1205,627,247,33,6,915,13,13,28,945,93,42,1082,648,234,20,0,905,18,8,21,924,120,54,1091,673,257,31,7,966,28,11,34,999,153,53,1193,534,237,33,11,816,22,18,42,852,217,55,1125,393,250,24,0,667,17,13,30,695,356,33,1093,181,217,17,0,420,11,13,24,444,574,51,1073,58,143,14,5,215,0,6,6,225,658,57,940,25,73,0,0,105,0,0,0,104,997,131,1227,5720,3307,327,90,9450,206,215,419,9871,4130,794,14794
507011148,1744,206,74,2018,1087,446,29,13,1579,23,12,38,1622,156,55,1839,1013,361,40,15,1425,27,14,42,1463,122,42,1627,820,301,41,14,1178,19,16,27,1206,135,43,1382,546,233,30,4,811,20,8,28,839,154,30,1019,292,149,18,5,464,16,4,23,486,249,22,752,102,110,10,3,223,0,0,0,224,418,17,661,21,43,8,0,76,0,0,0,74,436,12,525,3,6,0,0,15,0,0,0,15,682,27,724,7536,3918,456,139,12048,254,288,544,12598,3520,518,16631
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,4,0,0,0,4,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,9,0,0,0,9,8,8,21
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,546,80,28,659,374,167,18,7,568,4,11,12,580,61,34,669,370,165,21,8,565,4,8,9,576,83,31,685,367,169,37,12,577,6,10,18,596,73,28,694,375,204,19,9,608,5,8,12,627,100,32,750,229,131,25,3,388,8,6,10,401,182,21,611,87,77,9,0,177,0,0,0,178,371,31,582,33,38,5,0,81,0,0,6,80,382,32,495,6,18,0,0,28,0,0,0,28,632,63,720,3048,1783,246,85,5154,81,106,189,5346,2291,406,8036
507011153,494,83,25,604,296,146,15,10,464,14,10,22,487,75,40,602,274,137,21,3,434,15,11,27,464,78,19,562,299,112,11,8,435,10,11,28,458,108,30,593,226,118,26,6,373,12,3,16,388,100,17,503,161,110,15,4,287,5,8,14,305,139,9,454,54,50,7,0,111,0,4,8,115,267,22,406,12,32,0,0,45,0,0,0,45,284,16,339,0,22,0,7,28,0,0,0,28,576,63,669,2564,1537,197,67,4376,146,140,285,4657,2114,358,7131
507011154,759,113,65,932,363,187,24,7,579,16,9,23,603,117,57,770,354,186,16,11,560,24,16,37,598,109,54,766,311,167,16,8,504,14,14,21,530,151,45,721,272,146,27,10,452,17,20,36,485,173,50,708,169,142,12,8,332,12,13,30,362,208,40,610,62,87,8,0,162,4,4,9,170,363,40,566,23,37,4,0,70,0,6,6,68,439,34,542,0,17,0,0,13,0,0,0,19,790,149,954,3195,1999,242,90,5525,174,203,377,5899,2970,726,9600
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,6,4,3,10
507011158,230,28,16,272,140,51,9,3,208,0,0,3,205,22,11,241,169,40,6,0,218,4,0,5,228,16,3,246,200,49,0,3,253,3,5,8,258,32,12,305,178,94,6,0,282,3,5,7,289,60,12,358,96,70,10,4,178,3,6,8,185,113,11,310,51,36,12,0,90,0,0,0,91,147,8,249,7,20,0,0,27,3,0,3,28,175,3,205,0,9,0,0,9,0,0,0,9,228,9,242,1387,649,89,14,2134,41,36,73,2207,930,139,3275
507011159,664,109,60,836,373,163,17,3,550,13,9,21,577,97,43,722,420,166,7,9,603,19,16,32,632,98,36,766,389,160,34,8,589,24,6,27,618,104,27,748,371,181,18,8,581,11,9,21,603,138,25,760,272,163,30,4,472,10,11,15,491,231,24,747,91,81,0,0,173,3,6,11,184,384,27,590,12,32,3,0,53,0,0,0,54,366,18,439,0,16,0,0,16,0,0,0,17,662,58,737,3783,2012,250,99,6145,190,183,370,6516,2791,492,9799
507011160,666,106,36,810,338,160,17,10,530,15,11,21,543,78,25,653,377,146,17,8,546,18,4,20,569,109,33,710,390,154,22,4,566,14,7,19,586,134,37,746,307,149,22,0,477,8,10,19,489,149,31,674,221,139,20,6,383,16,8,24,413,271,18,701,96,84,18,3,195,0,3,5,203,356,14,573,21,41,3,0,57,0,3,3,62,551,24,629,7,17,0,0,23,0,0,0,23,1014,109,1149,3364,1842,241,84,5524,152,144,300,5825,3237,473,9535
507011161,1620,182,70,1874,922,374,46,18,1359,27,29,54,1413,126,40,1586,724,264,31,10,1024,20,7,25,1051,119,40,1201,600,183,33,6,821,12,10,28,853,108,31,987,378,132,31,8,545,9,4,17,565,105,23,690,252,115,17,3,391,12,6,19,407,180,18,608,78,68,7,4,153,5,6,9,163,255,21,437,5,22,3,0,31,0,3,5,34,247,8,294,5,5,0,0,10,0,0,0,10,401,71,484,6219,2937,441,125,9721,214,231,446,10169,2494,516,13181
507011163,568,81,41,684,295,117,16,3,434,14,4,18,447,63,34,547,273,103,11,7,395,6,12,20,417,76,14,514,287,115,23,7,424,4,5,13,440,57,29,525,239,96,15,3,351,12,5,19,364,114,17,494,166,102,8,5,281,3,9,17,296,151,11,464,51,51,3,0,113,0,0,0,110,241,9,363,12,12,0,0,21,0,0,0,23,191,4,224,5,6,0,0,9,0,0,0,9,290,26,325,2449,1286,172,51,3960,118,97,215,4175,1595,275,6047
507011259,744,91,39,882,472,188,13,7,679,12,4,15,698,73,29,793,439,153,14,5,610,7,10,13,625,75,37,745,336,125,19,9,488,15,6,19,510,90,23,620,266,114,25,4,411,6,8,14,424,112,24,559,159,104,19,9,285,3,3,13,292,119,18,434,62,43,7,0,115,3,3,7,123,198,10,329,7,21,0,0,29,0,0,0,34,233,10,270,4,9,0,0,13,0,0,0,13,270,9,287,3539,1760,252,84,5640,116,113,234,5870,1696,331,7895
507011260,131,10,8,147,84,29,0,0,115,0,0,4,120,10,0,132,87,41,0,3,128,5,0,6,135,17,8,161,114,46,3,0,171,3,0,3,174,21,8,201,85,36,3,0,126,0,4,3,132,28,5,168,85,53,6,0,144,3,0,4,147,54,3,211,37,38,5,0,78,0,0,0,76,97,0,176,13,20,0,0,36,0,0,0,36,121,5,158,11,9,0,0,15,0,0,0,15,130,9,156,800,501,41,24,1371,30,25,52,1428,597,57,2078
507021164,347,51,26,425,271,141,9,4,420,4,3,4,427,43,27,500,329,129,8,3,472,7,0,14,479,58,21,559,346,161,15,9,525,8,5,11,536,81,22,641,308,133,15,7,461,13,6,15,479,74,19,569,197,142,24,0,357,5,8,20,372,123,20,514,71,102,13,3,187,3,0,5,190,288,19,501,22,41,3,0,68,0,8,8,73,292,14,380,11,23,4,0,32,0,0,0,36,623,67,727,2282,1548,156,45,4016,75,98,173,4188,1968,280,6439
507021165,1054,96,87,1243,524,274,25,0,832,19,12,31,857,131,68,1059,548,244,22,7,818,21,13,39,858,122,98,1081,619,239,35,17,909,26,11,41,951,184,89,1223,540,294,39,8,878,28,9,39,921,215,81,1215,386,304,30,6,724,26,14,38,761,368,53,1179,157,179,15,5,350,8,9,15,371,562,67,1001,43,122,14,3,183,0,6,5,189,651,44,885,28,62,6,3,96,0,0,0,96,1225,65,1383,5187,3316,402,115,9016,225,218,442,9461,4186,1019,14666
507021166,940,158,55,1157,529,278,43,11,860,20,11,31,890,104,66,1065,525,249,28,4,809,26,14,39,842,111,57,1006,511,262,25,9,805,11,17,28,833,147,56,1048,477,286,49,5,825,27,13,39,861,204,39,1102,278,238,41,4,560,17,11,29,586,305,45,939,120,170,17,0,314,4,9,14,326,551,34,914,30,66,5,3,105,3,4,9,109,637,33,774,7,31,3,0,41,0,0,0,44,1184,171,1405,4229,2947,416,83,7674,184,206,390,8061,3993,774,12827
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,5
507031169,1614,266,107,1985,862,297,21,18,1202,18,17,34,1233,171,58,1467,636,242,31,22,930,16,14,36,960,138,34,1143,523,171,33,9,737,14,13,26,764,126,43,929,335,109,22,3,466,12,5,24,486,144,34,666,177,92,15,4,286,11,3,12,302,165,26,489,49,40,8,0,97,4,7,9,104,267,7,380,13,11,0,0,26,0,0,0,26,213,8,249,0,7,0,0,13,0,0,0,13,255,19,285,5864,2835,368,171,9239,265,239,500,9743,2772,611,13124
507031170,366,96,35,494,216,98,5,10,333,14,7,27,361,97,33,486,215,101,19,7,336,28,13,41,379,86,41,504,203,88,9,11,313,16,8,26,338,122,36,489,186,87,22,7,294,9,12,24,315,128,28,478,129,78,6,0,219,20,9,23,236,139,21,398,34,32,4,0,74,6,4,8,77,242,22,342,4,12,0,0,25,0,0,0,25,237,9,270,4,6,0,0,17,0,0,0,17,608,36,660,1773,1003,138,68,2981,235,147,377,3364,2231,394,5987
507031172,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,9,0,0,0,9,0,0,9,0,0,3,0,4,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,12,8,0,36,4,0,4,43,29,7,79
507031173,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,4,0,4,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,0,0,0,12,0,0,0,15,12,4,24
507031174,615,154,68,841,338,174,20,19,548,26,6,36,585,149,62,805,366,153,20,9,542,21,13,37,578,138,54,772,338,145,30,7,524,24,7,30,554,174,45,772,279,137,21,12,452,18,13,24,473,209,50,729,177,85,12,6,284,14,11,25,312,250,30,593,53,45,10,10,120,6,6,12,130,385,32,544,12,27,3,0,42,0,0,0,46,385,20,444,0,6,0,0,10,0,0,0,9,555,46,612,2812,1567,228,132,4741,304,217,518,5254,3150,644,9046
507031261,660,288,23,979,322,103,6,6,437,7,6,9,447,186,16,651,275,111,10,10,402,9,3,14,412,127,19,554,228,87,25,6,343,6,4,10,357,114,9,478,172,76,8,0,263,7,3,11,271,115,10,402,122,76,8,0,211,4,3,9,218,123,17,355,42,53,5,0,105,0,0,0,101,164,11,282,12,9,5,0,29,0,0,0,28,149,10,190,0,6,0,0,5,0,0,0,9,153,7,172,2761,1344,211,58,4369,101,93,194,4563,2412,225,7201
507041175,604,92,27,731,462,208,9,8,686,7,4,10,703,107,33,842,417,182,6,6,613,10,15,24,640,82,27,744,440,164,20,7,631,13,8,23,657,113,23,793,343,167,22,4,541,18,7,26,562,158,25,745,276,170,22,0,471,11,5,13,489,266,23,778,124,147,20,5,296,6,3,11,301,455,25,783,44,86,0,3,127,0,0,0,133,510,17,657,25,56,0,5,84,3,0,3,86,916,32,1030,3424,2199,195,72,5884,120,136,258,6144,3208,324,9670
507041176,225,23,11,253,144,68,4,0,222,4,0,4,226,26,6,255,156,69,3,0,237,9,0,6,246,28,12,285,143,64,0,0,218,8,0,7,221,25,10,255,109,46,3,0,164,6,6,10,173,42,0,224,70,52,9,0,132,5,0,9,140,87,5,227,32,32,3,0,71,0,4,4,69,134,7,212,11,14,0,0,17,0,0,0,17,177,3,201,3,6,0,0,14,0,0,0,14,332,8,352,1089,721,55,17,1877,46,39,87,1963,1067,91,3128
507041177,881,126,45,1053,512,290,24,5,829,16,8,26,858,91,32,983,557,249,28,4,837,19,13,33,868,104,43,1016,569,218,33,4,825,14,10,29,849,107,43,1008,474,212,31,8,730,11,7,14,747,145,33,928,292,247,37,5,577,12,10,22,603,275,30,904,127,142,15,0,289,3,7,10,304,495,39,842,31,66,9,3,110,0,0,0,109,604,32,749,5,24,3,0,31,4,0,4,38,1176,113,1325,4443,2831,390,64,7736,151,173,326,8062,3636,576,12271
507041178,817,130,28,970,600,266,24,8,896,19,12,36,928,143,33,1107,596,214,22,3,840,15,12,29,868,101,26,993,620,254,21,4,899,17,13,28,930,143,31,1099,520,247,30,8,805,16,10,28,832,161,35,1030,331,200,20,3,558,12,25,32,593,311,32,930,127,168,12,3,311,3,7,11,326,533,32,886,38,84,6,3,131,0,3,3,140,653,28,818,11,47,4,5,68,0,0,0,68,1397,59,1524,4522,2878,263,92,7758,170,243,408,8169,4210,388,12771
507041179,419,75,14,513,329,134,9,3,475,14,4,23,496,66,15,578,268,139,11,6,426,3,7,17,445,52,16,511,286,92,8,8,390,7,4,16,401,57,16,474,198,95,19,0,310,4,7,10,322,88,13,420,122,97,12,0,233,5,3,8,244,174,17,441,67,85,9,0,157,0,4,4,164,349,20,529,25,49,3,0,77,0,7,7,81,457,15,556,3,28,4,0,34,0,0,0,34,922,100,1057,2041,1293,105,36,3477,80,109,187,3670,2605,265,6537
507041180,640,67,21,730,415,169,13,9,601,6,9,22,624,55,8,688,457,175,14,3,654,16,8,16,674,64,15,745,393,145,15,5,558,3,8,12,568,64,6,640,397,187,19,0,605,11,5,21,623,119,17,763,298,181,27,9,522,10,6,16,536,268,13,827,131,158,28,3,319,0,11,9,326,567,7,906,24,60,11,0,95,0,6,8,95,539,11,645,6,26,0,0,44,0,0,0,44,584,14,640,3352,2114,216,56,5736,102,145,248,5981,2768,172,8923
507041181,921,87,41,1041,647,323,25,3,999,19,13,28,1035,100,35,1168,790,312,26,9,1135,13,8,19,1157,114,43,1307,792,302,23,6,1132,17,10,33,1166,138,40,1335,590,256,41,6,885,16,13,28,912,164,38,1114,363,229,31,4,628,9,19,26,658,332,39,1026,106,143,14,0,271,5,3,11,279,500,23,798,37,91,9,7,143,0,3,3,146,604,14,761,8,51,4,0,67,0,0,0,69,1663,78,1807,5189,3359,323,64,8939,139,204,342,9285,4374,450,14101
507041182,602,89,21,710,341,156,20,3,517,24,8,27,543,91,36,668,359,162,15,5,543,13,8,27,565,89,16,676,356,166,15,6,544,14,5,20,561,81,26,670,373,190,24,5,592,8,12,16,610,162,28,802,327,203,23,5,562,8,8,11,578,280,21,880,111,144,12,4,277,3,0,10,279,488,36,802,33,65,0,0,100,0,0,0,100,576,25,711,9,24,3,9,42,0,0,0,42,1248,146,1429,3367,2448,237,116,6167,136,203,345,6513,3907,503,10918
507041183,361,48,35,447,156,93,9,0,251,0,6,8,266,43,20,330,183,91,11,3,288,6,0,15,299,48,25,377,169,74,10,6,260,5,5,17,274,59,24,362,112,55,9,0,179,5,7,12,195,65,23,280,63,45,11,3,117,0,3,3,125,75,14,218,32,33,6,0,71,4,4,9,79,136,8,219,3,17,0,0,20,0,0,0,23,143,22,189,0,7,0,0,7,0,0,0,7,390,108,508,1516,931,125,39,2612,71,71,138,2753,1294,372,4413
