SA2_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
503021297,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,0,0,3,0,0,0,0,3,3,0,0,0,7,15,5,0,0,21,21,6,0,0,24,15,0,0,0,20,45,16,0,0,55,27,8,3,0,33,20,13,0,0,29,21,3,0,0,27,3,0,0,0,3,173,56,6,0,239,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,5,0,0,4,12,0,0,0,10,24,10,0,0,28,29,10,0,0,36,43,14,0,0,50,13,3,0,0,18,42,12,0,0,56,38,8,0,0,47,25,17,0,0,44,0,0,0,0,0,241,70,8,3,323,3,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9
504011044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,10,10,6,3,27,20,19,7,3,40,17,21,15,3,53,80,92,27,6,201,96,92,32,15,232,92,86,22,11,212,79,95,45,5,229,76,105,36,8,222,32,51,17,4,94,79,92,38,7,214,0,7,4,0,9,577,667,242,62,1547,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,6,0,11,11,0,3,0,17,10,3,3,0,18,14,14,5,5,43,70,81,25,9,181,104,79,39,10,238,95,120,33,8,256,94,99,27,6,224,109,108,29,5,252,77,99,36,6,221,85,97,31,13,225,4,0,3,4,8,685,716,231,64,1703,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,0,0,4,4,5,0,0,3
504011045,0,3,0,0,8,0,0,0,0,7,5,3,0,0,10,4,0,0,0,3,3,3,0,0,10,20,12,3,0,31,22,31,5,0,68,45,21,11,4,81,146,102,23,13,286,124,140,39,12,317,113,140,31,3,292,128,167,45,11,352,136,163,39,10,350,55,82,19,5,161,121,113,36,15,286,7,5,3,0,21,940,995,265,76,2281,5,5,0,0,12,3,4,0,0,3,9,3,0,0,9,0,0,0,0,0,4,6,0,3,12,12,4,0,3,20,29,7,0,0,43,35,20,5,7,72,103,90,30,10,233,142,125,35,9,315,164,164,32,10,371,118,151,36,4,313,182,233,51,9,475,151,233,64,7,457,118,123,37,15,292,12,12,0,0,18,1079,1191,294,80,2640,7,0,0,0,6,0,0,3,0,5,0,4,0,0,8,0,0,0,0,4,7,4,0,0,9,6,3,0,0,14
504011046,5,7,0,0,9,0,0,0,0,0,3,3,0,0,5,8,0,0,0,12,10,0,0,0,13,6,5,0,0,18,22,7,6,0,30,32,10,3,6,42,66,39,8,3,117,47,44,8,3,104,42,51,7,0,98,54,54,25,0,133,70,48,16,0,137,43,36,6,0,86,64,31,13,8,114,10,3,0,0,14,481,341,91,25,928,5,0,3,0,13,0,0,0,0,6,5,0,0,0,7,0,0,0,0,3,3,5,0,0,8,7,0,0,0,11,14,10,0,0,25,16,9,3,3,38,75,33,7,5,122,56,47,6,0,114,72,60,6,4,147,48,37,8,0,98,67,60,16,0,145,69,91,16,5,180,68,46,10,4,128,4,3,0,0,6,517,412,80,25,1034,7,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,7,6,3,0,0,10
504011047,5,0,0,0,16,0,0,3,0,4,10,0,6,5,18,0,3,3,0,8,11,8,0,0,18,18,10,6,10,52,27,34,8,5,72,46,58,17,13,131,171,176,70,19,430,144,192,56,7,402,128,124,35,15,299,93,91,39,7,233,86,104,35,10,238,28,34,11,0,76,116,153,56,28,361,8,21,9,5,37,889,1013,364,125,2385,11,12,5,4,26,7,6,0,0,9,7,4,0,0,15,4,3,0,0,9,13,0,3,4,23,10,11,3,6,29,33,26,8,5,74,56,37,17,6,119,174,155,43,17,381,175,133,32,20,366,152,179,47,14,397,101,123,37,12,272,120,121,43,9,296,82,84,26,3,195,92,117,41,13,265,4,3,4,0,15,1042,1023,309,119,2492,8,5,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,3,8,8,3,0,22
504011048,6,0,0,0,6,0,0,0,0,0,6,4,0,0,8,0,6,0,0,3,3,0,0,0,6,12,0,0,4,19,14,10,0,0,25,16,26,13,0,50,45,61,20,7,137,59,62,21,5,151,58,60,23,11,151,53,68,20,7,152,60,86,32,0,178,31,40,16,8,89,57,62,25,8,155,5,6,4,0,14,426,496,184,52,1152,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,0,0,0,6,10,3,3,0,16,10,5,0,0,21,17,12,3,4,35,49,56,14,3,129,51,58,19,9,141,70,64,27,7,155,40,53,18,9,122,67,78,16,4,165,45,57,28,7,131,33,50,17,3,105,4,0,3,0,9,412,445,151,48,1051,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,4,7,0,0,0,5
504021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,3,8,5,0,18,9,18,14,3,46,14,20,9,0,46,14,12,5,0,39,15,22,11,6,50,15,19,3,0,38,0,8,5,0,13,30,25,9,9,75,3,4,0,0,10,111,144,66,29,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,4,5,0,0,0,4,7,0,0,0,8,12,15,7,0,35,13,20,8,4,50,23,24,17,0,65,20,8,7,6,39,16,17,7,0,41,9,15,4,0,37,20,25,11,7,66,0,3,0,0,4,135,146,63,20,362,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
504021050,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,6,0,5,0,0,8,4,8,0,0,13,4,0,0,0,10,27,22,15,3,66,41,61,16,0,117,44,47,22,0,116,50,86,38,12,186,50,94,27,6,180,29,40,18,4,84,61,60,40,5,171,6,10,0,0,13,316,435,187,33,970,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,3,3,0,0,8,7,0,0,0,9,36,29,4,0,77,29,48,19,3,97,41,58,21,4,129,36,57,23,3,124,53,71,23,6,156,69,99,44,11,219,53,82,30,10,173,0,3,0,0,3,343,448,174,42,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,6,3,9,0,0,8,3,4,0,0,10,21,25,4,4,60,29,40,18,9,87,25,31,14,5,71,21,55,24,8,113,27,37,19,6,85,20,21,10,0,51,33,38,22,10,100,3,4,0,0,3,196,260,113,42,606,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,0,13,8,12,3,0,17,33,16,10,4,56,32,47,10,3,96,22,55,18,8,98,27,33,14,4,74,38,52,24,4,109,35,40,25,3,101,32,29,12,4,82,4,7,0,0,4,230,289,118,27,664,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,10,0,0,0,12,14,14,6,0,26,25,19,9,0,46,57,82,39,4,184,72,91,52,19,238,79,109,30,8,222,90,125,48,17,277,88,114,45,13,260,36,44,14,10,104,99,128,62,22,319,6,7,5,4,24,576,730,306,107,1725,4,0,0,0,4,0,5,0,0,3,3,0,0,0,3,4,0,0,0,9,6,3,4,0,10,0,4,0,0,3,13,5,0,0,13,15,10,3,4,37,51,56,17,12,145,64,91,31,10,206,91,112,42,15,255,65,102,39,11,217,90,101,32,11,234,59,113,45,21,229,88,138,47,21,303,8,4,8,0,21,560,749,266,112,1689,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6
504021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,5,0,0,0,6,9,3,9,0,20,11,6,0,4,23,24,25,7,4,53,76,80,35,14,204,96,97,45,18,253,85,61,22,8,179,51,61,24,3,136,57,53,19,8,139,16,34,10,3,61,90,48,41,15,202,5,15,5,5,24,533,485,218,85,1321,4,0,0,0,5,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,6,6,4,0,11,5,3,6,0,7,12,8,0,0,15,19,11,0,0,36,73,63,20,13,174,81,90,33,7,210,86,88,27,7,209,45,51,18,12,129,75,48,28,0,159,41,42,15,9,102,80,72,38,16,210,0,7,3,0,11,532,490,194,71,1291,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,14
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,12,11,5,3,27,0,9,0,0,6,5,8,3,5,23,0,8,4,0,13,8,8,0,4,22,17,14,12,10,49,22,28,16,10,78,41,68,22,7,131,138,180,64,32,414,144,227,71,31,472,129,174,56,21,371,101,150,54,15,319,105,138,42,17,306,27,70,30,13,141,114,156,82,46,391,12,21,4,0,36,870,1247,472,213,2803,11,9,3,0,24,0,3,0,0,3,0,0,0,6,5,0,0,0,0,3,9,9,0,3,27,4,17,10,6,39,31,22,26,5,80,34,46,16,14,104,140,148,49,23,359,144,182,59,28,412,160,160,59,23,404,101,142,49,20,311,106,134,46,20,299,61,89,35,7,195,113,146,58,31,350,8,15,4,3,32,934,1110,410,190,2643,4,3,0,4,14,0,0,0,0,0,5,0,0,0,6,0,0,0,0,9,8,8,6,3,22,8,9,6,5,26
504031057,3,7,0,0,11,3,0,0,0,8,5,7,0,0,15,4,0,0,3,8,5,9,4,0,14,13,18,13,9,49,25,16,17,6,64,48,52,27,6,131,138,155,51,27,361,130,179,43,23,373,105,115,44,12,276,60,88,35,7,195,55,83,26,6,167,19,32,9,4,60,104,137,48,30,315,12,14,6,4,39,726,890,325,132,2074,13,8,0,0,20,0,3,0,4,10,5,5,5,5,12,8,4,0,0,13,5,9,4,7,27,14,12,8,4,41,26,18,9,6,62,39,48,14,13,122,131,156,61,27,384,155,186,59,24,419,149,178,53,19,397,84,116,29,14,243,83,99,35,12,233,39,58,41,8,147,90,98,34,26,255,8,9,5,5,30,851,1014,371,169,2408,0,5,3,0,12,0,0,0,0,0,5,4,0,4,9,4,5,0,0,4,6,10,0,0,16,10,3,5,5,16
504031058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,3,0,0,6,4,4,4,0,9,4,11,7,0,22,26,36,16,9,81,25,38,17,4,81,27,25,17,5,68,32,34,4,4,82,34,27,9,5,77,10,5,6,4,19,41,52,15,9,117,0,8,0,0,8,203,246,90,39,577,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,6,0,0,0,8,3,5,0,0,11,6,5,0,0,11,26,18,13,10,67,34,43,15,5,91,39,48,14,4,104,21,31,12,0,64,30,28,8,6,74,15,30,7,0,57,48,53,22,14,140,0,7,7,0,13,235,267,104,41,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
504031060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,3,5,0,0,6,11,12,0,0,28,3,28,9,0,37,11,21,7,8,41,17,32,14,9,63,19,31,8,7,61,10,13,9,0,20,33,22,20,6,83,0,0,0,0,3,114,161,70,22,361,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,6,8,16,4,0,27,12,12,3,0,28,14,31,5,3,54,18,19,10,0,45,16,33,5,3,61,11,28,9,3,59,34,34,15,9,83,0,0,3,0,9,129,182,56,17,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,3,6,0,0,11,4,9,3,0,8,31,19,8,5,65,27,27,13,3,75,28,27,12,0,60,24,19,7,6,53,20,18,8,0,47,10,12,0,0,21,38,30,9,3,86,0,0,0,0,6,184,172,65,20,439,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,11,14,19,5,0,34,28,38,7,4,77,37,45,13,0,87,19,26,9,4,57,32,28,10,5,74,22,35,7,0,63,28,40,12,4,81,0,0,0,0,7,191,229,76,19,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
504031062,3,3,0,0,11,0,0,0,0,0,0,4,0,0,8,0,0,0,5,9,0,4,0,0,6,9,13,0,0,21,18,12,7,0,29,24,27,6,4,67,63,84,23,12,183,67,61,25,15,160,49,54,9,7,114,22,47,16,8,92,22,36,11,8,73,6,8,10,0,26,58,54,21,7,141,0,10,3,0,14,353,406,125,71,951,3,0,4,0,13,0,0,0,0,0,6,0,0,0,6,3,0,0,0,3,5,0,0,5,10,8,8,0,0,18,15,12,8,4,34,16,27,4,10,57,77,64,22,8,168,80,78,37,10,212,95,101,33,12,243,76,53,16,10,149,65,64,13,4,147,32,47,11,3,89,65,64,22,8,160,4,6,0,0,7,545,528,181,67,1318,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,0,0,3,5,4,0,0,12
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,6,6,0,0,5,12,19,9,6,0,34,36,38,13,4,87,34,30,20,6,96,25,24,8,3,61,19,20,13,3,57,14,27,13,0,49,16,11,4,0,29,48,35,20,5,107,0,3,4,0,14,222,207,97,27,560,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,3,0,0,0,3,5,5,0,0,7,3,6,6,0,12,8,9,6,0,21,33,31,10,4,82,29,35,10,3,82,36,38,24,8,102,16,26,12,3,57,27,23,11,0,58,21,23,16,8,57,40,33,16,3,84,0,7,0,0,9,219,235,100,26,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,3,0,0,0,0,0
504031066,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,3,0,0,6,5,0,0,0,7,9,0,0,0,10,16,3,4,0,26,14,18,3,0,36,57,38,15,6,126,66,53,10,7,139,42,43,4,3,93,43,35,19,0,100,30,31,10,0,77,24,16,0,4,48,40,40,18,11,108,5,6,0,0,8,359,291,94,43,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,15,9,8,7,0,18,11,9,5,0,27,22,10,3,5,40,64,48,11,8,131,67,56,16,3,142,64,47,19,6,130,52,32,7,0,94,35,45,6,0,89,32,40,20,0,95,43,36,10,8,89,3,0,0,4,9,407,331,109,29,877,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3
504031067,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,9,4,4,3,5,15,12,13,0,3,28,40,57,21,13,132,59,80,36,10,182,50,56,17,11,132,41,71,25,4,144,28,52,17,3,105,9,8,5,0,17,41,55,36,5,143,4,5,0,0,7,293,423,161,53,931,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,12,9,3,0,0,14,0,7,5,0,23,46,55,13,4,113,51,61,23,8,153,53,68,21,3,146,30,45,16,0,98,31,51,23,7,115,28,41,10,0,82,41,66,18,17,147,0,4,0,0,7,303,414,145,54,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0
504031068,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,3,4,3,3,0,9,7,7,0,0,12,17,20,12,4,56,33,26,15,10,84,23,47,20,7,92,25,83,27,10,140,59,66,21,6,153,27,39,11,7,85,62,54,32,6,157,5,4,3,0,9,270,360,149,39,821,4,0,0,0,3,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,4,0,0,0,7,3,0,0,0,8,3,3,0,0,11,13,16,0,0,32,51,56,15,3,126,75,71,25,18,184,51,92,42,7,192,45,77,22,13,146,74,110,39,9,231,73,103,34,12,229,78,89,40,18,233,0,5,3,0,8,485,621,225,85,1418,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,4,0,0,3
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,9,3,0,17,9,8,3,3,21,42,50,15,8,115,46,89,28,8,174,45,61,24,8,129,32,82,19,13,150,41,59,22,3,126,13,17,0,9,36,37,74,26,11,145,5,3,3,0,11,273,459,150,59,939,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,5,0,0,6,6,4,4,5,12,3,0,0,0,11,9,12,6,6,34,80,90,28,5,207,95,126,34,10,275,106,155,56,16,330,89,100,42,15,239,73,131,34,15,261,37,64,20,5,135,66,118,32,17,229,7,8,0,0,13,582,819,261,97,1754,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4
