SA2_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,7,7,0,0,16,11,15,3,0,43,59,70,40,9,176,90,98,36,18,237,77,80,25,3,187,68,96,43,11,219,48,68,23,4,147,16,24,0,5,40,74,91,39,21,223,3,7,0,7,14,456,572,209,80,1315,0,6,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,7,13,3,0,20,17,3,3,7,37,61,65,22,5,156,91,92,40,19,247,76,124,39,6,244,68,91,20,3,187,61,71,38,4,173,38,60,13,3,120,81,79,27,14,198,4,10,0,0,13,508,617,225,69,1413,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
501021014,3,3,0,0,7,0,0,0,0,0,0,3,0,0,3,3,0,0,0,8,6,0,3,0,11,8,8,5,0,18,9,9,6,0,19,13,14,5,4,40,56,54,30,12,157,61,65,31,12,162,47,49,24,5,118,36,65,23,4,122,31,51,11,3,102,13,12,7,3,30,60,64,33,16,168,5,5,6,0,19,354,398,173,65,984,0,3,0,0,4,0,0,0,0,0,5,0,0,0,4,0,4,0,0,5,9,4,0,0,13,0,3,3,0,6,13,6,3,0,18,14,12,3,3,33,48,35,21,3,109,40,75,30,7,150,52,59,35,10,165,27,36,17,6,95,46,53,18,3,113,27,35,14,6,81,58,82,32,18,198,3,5,0,0,14,347,409,176,75,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3
501021015,5,5,0,0,10,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,3,0,0,7,7,9,0,0,21,14,5,5,4,31,43,61,21,8,125,48,64,24,10,141,45,37,15,4,90,34,37,19,0,90,29,34,14,4,78,16,10,0,0,28,51,41,20,13,121,0,4,0,0,5,292,301,116,44,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,8,0,0,3,7,4,6,0,8,13,9,0,0,28,48,39,17,3,110,50,59,17,10,126,42,39,11,8,99,19,32,8,3,69,23,27,10,3,69,15,20,5,3,48,48,53,17,6,130,0,0,0,0,5,271,293,97,39,702,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3
501021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,10,4,3,0,0,6,9,12,6,0,23,13,25,12,3,48,24,31,7,3,63,10,12,15,0,39,15,26,9,5,53,18,23,7,0,50,6,4,3,0,11,23,25,18,0,70,4,0,0,0,5,126,169,75,26,389,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,5,9,0,0,0,11,3,6,3,0,16,21,16,3,8,48,21,19,3,0,47,23,22,11,3,56,16,23,8,4,52,21,19,10,4,55,12,14,6,0,35,31,37,23,9,98,3,0,0,0,11,161,156,77,32,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
501021251,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,11,4,5,0,6,14,6,0,7,3,16,35,54,18,7,124,60,82,45,8,196,42,82,29,13,165,48,119,37,14,217,27,70,24,7,133,8,18,13,5,41,35,84,40,12,174,3,8,3,0,15,278,543,221,73,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,3,0,15,3,3,0,0,9,13,4,3,0,20,43,42,24,13,129,56,81,30,13,183,76,113,49,12,239,36,89,19,5,154,55,91,34,10,194,32,68,24,4,126,57,96,42,25,224,0,0,0,0,4,373,599,240,83,1293,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,6
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,4,0,5,8,8,5,4,29,17,25,12,0,56,13,36,9,0,59,24,34,17,3,78,25,28,12,0,67,9,12,5,0,28,26,40,16,5,87,0,3,0,0,3,138,191,77,13,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,6,10,3,0,27,14,21,6,0,39,21,25,17,0,60,22,28,9,4,66,22,32,12,3,67,29,29,12,3,71,29,45,17,6,89,0,0,0,0,4,153,194,81,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021253,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,3,0,5,4,4,0,0,5,5,3,0,0,16,20,9,0,0,21,62,55,17,0,131,63,54,22,3,156,50,64,11,4,124,56,87,34,13,184,62,81,24,9,178,31,22,9,0,66,75,81,27,10,188,4,8,0,0,12,435,466,161,35,1104,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,4,0,0,0,4,0,0,0,0,0,11,3,3,0,19,29,8,0,0,38,58,44,11,4,112,60,58,19,4,138,56,65,39,7,161,41,62,13,5,129,50,74,27,7,166,49,82,35,0,166,63,54,29,7,151,0,4,0,0,4,427,454,180,37,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,3,0,0,0,8
501021254,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,6,0,0,5,8,4,0,0,14,17,3,0,0,19,16,8,5,0,23,30,42,17,5,99,33,34,13,6,85,24,18,5,0,49,17,26,4,0,58,12,7,4,0,25,3,3,0,0,6,26,24,14,8,66,5,0,5,0,9,190,182,67,35,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,7,4,0,0,0,6,11,3,4,0,14,15,11,3,0,27,33,39,11,6,92,23,38,13,0,82,25,29,9,0,57,16,15,3,0,36,12,15,3,0,26,4,5,5,0,17,22,33,9,8,74,0,0,0,0,3,164,191,67,24,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3
501031017,6,7,0,0,7,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,6,0,3,0,12,11,6,3,0,20,10,13,0,0,26,12,14,10,4,37,32,40,23,12,104,29,49,24,3,102,24,26,15,7,63,18,24,7,4,54,18,11,0,0,30,8,4,0,0,6,24,61,25,16,129,5,6,0,0,12,189,260,112,56,614,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,8,0,0,15,3,4,0,0,6,12,5,6,5,22,0,8,7,0,11,31,28,19,11,93,21,39,23,5,86,30,26,11,9,75,19,29,20,8,68,20,17,13,3,53,18,9,6,0,36,32,47,21,7,109,4,5,0,0,8,191,233,117,48,590,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
