SA2_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,3,0,4,0,14,14,11,5,0,22,48,25,17,5,96,70,65,29,6,165,84,99,32,11,222,61,94,33,11,210,99,108,55,16,275,73,96,40,7,222,64,90,42,17,213,4,3,0,0,7,526,598,262,75,1465
501021014,3,10,3,0,10,4,7,0,0,13,47,19,21,3,86,48,42,21,6,119,54,57,33,3,149,26,70,23,4,120,36,64,40,10,153,43,61,26,12,142,58,78,36,17,191,8,0,0,0,5,337,406,197,57,1005
501021015,0,5,4,0,11,12,4,0,0,15,38,19,9,0,65,48,43,10,6,108,39,58,10,5,112,29,38,10,5,81,46,46,16,4,111,23,32,15,5,78,35,47,18,3,106,4,0,0,0,8,274,298,93,35,699
501021016,3,0,0,0,4,9,0,0,0,14,13,12,0,0,30,10,18,4,0,44,16,27,9,4,53,12,17,12,0,48,27,26,10,4,67,20,24,17,4,67,30,33,26,8,93,5,0,0,0,9,148,161,91,32,434
501021251,10,4,0,0,6,4,5,0,0,16,33,30,15,6,85,43,57,21,8,129,66,92,36,10,210,54,79,44,8,189,84,120,51,5,263,59,118,45,7,234,68,89,49,22,220,3,4,0,0,9,435,598,271,71,1368
501021252,3,0,0,0,3,5,0,0,0,7,8,9,0,4,21,12,9,5,0,21,16,22,4,3,48,12,31,0,3,50,28,55,14,4,91,37,40,12,4,96,29,37,16,3,86,0,4,0,0,3,142,202,63,19,430
501021253,9,0,0,0,15,4,0,0,0,10,37,28,12,9,80,45,49,11,5,108,57,39,18,8,112,53,61,24,4,143,65,133,30,0,231,81,113,36,13,245,58,73,27,4,157,0,0,0,0,0,410,513,156,38,1115
501021254,7,5,5,0,14,10,7,3,0,15,29,15,5,8,56,22,28,14,3,69,27,27,12,3,70,21,21,7,3,51,16,38,5,0,67,12,6,3,0,18,18,21,0,0,42,0,0,3,0,3,164,162,63,21,424
501031017,5,4,0,0,9,5,4,3,0,12,23,19,13,3,57,22,36,13,6,80,33,47,23,4,102,24,35,12,3,82,31,40,28,4,103,18,30,19,4,67,35,46,26,17,124,6,0,0,0,6,211,264,137,44,660
501031018,3,0,4,0,9,3,6,0,0,12,23,22,15,7,63,17,27,18,4,65,21,44,13,8,82,29,41,9,5,81,29,36,16,9,89,24,36,15,8,87,36,37,16,9,105,0,0,0,0,0,206,248,108,42,603
501031019,6,0,0,0,10,13,11,3,4,27,27,32,15,6,77,34,25,16,5,80,36,28,12,6,89,21,27,17,3,69,19,31,19,0,62,11,12,5,4,32,17,20,14,10,58,0,0,0,0,3,179,192,98,45,515
501031020,0,4,0,0,4,12,3,3,0,14,26,23,14,0,60,30,24,10,0,61,33,23,6,5,57,22,18,11,0,50,27,23,12,0,60,8,11,0,3,31,28,33,12,9,87,0,0,0,0,4,179,160,66,20,426
502011021,5,3,3,0,7,3,5,0,4,13,29,18,13,0,57,46,21,12,3,82,41,36,28,9,113,26,59,15,4,105,53,90,26,9,173,46,69,30,8,160,70,91,43,14,220,3,0,5,0,3,327,393,178,45,949
502011022,5,0,0,0,13,9,7,4,0,22,30,17,5,0,54,31,31,10,0,75,44,41,8,4,99,46,36,14,6,101,54,88,24,9,169,44,89,34,8,177,76,68,25,16,180,4,0,0,0,5,356,396,135,33,923
502011023,10,4,0,0,21,19,3,7,7,25,55,50,14,6,109,57,31,10,10,109,54,39,28,13,126,36,35,15,5,85,47,43,8,5,103,29,33,11,8,82,51,64,33,7,156,0,0,0,0,3,362,309,128,62,857
502011024,6,8,0,0,13,15,7,0,0,25,79,33,19,4,132,62,72,29,10,170,88,98,40,8,242,81,90,34,8,213,123,150,64,9,353,131,199,60,14,406,151,173,83,23,426,3,3,0,0,12,751,843,332,81,2011
502011025,5,3,0,0,14,12,4,4,0,21,41,24,12,3,80,25,24,15,4,73,35,29,10,4,75,28,10,8,0,48,20,30,11,0,56,39,25,11,4,79,35,42,15,7,93,6,5,0,0,11,264,202,78,29,569
502011026,0,6,0,0,8,4,3,0,0,4,26,15,3,0,47,22,21,5,0,41,29,27,6,7,72,19,30,15,0,69,35,38,20,4,93,36,64,15,9,124,55,49,21,12,139,0,0,0,0,6,234,254,95,37,614
502011027,6,15,3,0,25,17,12,9,3,37,74,58,33,13,176,89,116,37,16,257,120,146,69,26,362,115,159,45,7,329,185,229,84,28,526,156,238,84,14,487,128,261,92,41,524,9,11,0,0,26,911,1253,460,150,2778
502011028,10,5,3,0,17,23,3,5,0,35,62,25,11,7,99,47,35,18,13,110,52,42,20,0,117,25,30,9,11,67,50,57,8,4,122,42,55,18,11,125,67,51,27,9,151,3,0,0,0,8,376,316,129,49,871
502011029,16,0,0,0,20,9,6,0,4,19,44,33,9,6,93,34,41,21,10,107,50,44,29,8,134,36,60,27,7,126,46,84,36,14,182,46,64,31,12,154,73,88,43,21,230,3,8,0,0,16,365,435,207,86,1093
503011030,0,0,0,0,0,0,0,5,0,3,8,3,0,0,8,8,7,3,0,24,15,14,6,0,33,15,13,8,4,39,34,39,12,4,96,158,327,164,27,674,25,56,29,9,120,4,0,0,0,7,269,467,224,40,1001
503011031,0,5,0,0,6,0,0,0,0,6,14,12,0,0,26,24,3,3,0,33,33,19,3,0,56,17,20,5,3,43,56,53,18,0,118,161,219,110,17,509,28,36,13,4,88,4,0,0,0,3,333,380,157,26,900
503011032,0,0,0,0,0,3,0,0,0,3,6,3,0,0,4,4,11,0,0,14,19,8,5,0,32,19,19,9,5,44,36,33,5,3,79,180,263,151,25,620,23,43,20,13,97,3,0,0,0,4,297,377,201,43,919
503011033,3,3,0,0,4,0,3,0,0,4,17,8,0,0,28,15,10,6,0,39,26,23,10,0,66,23,31,11,3,71,64,82,23,3,171,195,470,207,39,915,15,61,22,9,111,0,0,0,0,3,371,698,286,54,1410
503011034,5,0,0,0,7,4,0,3,0,11,19,7,6,0,33,24,18,7,0,51,15,25,11,0,44,26,20,8,0,54,46,58,29,0,138,228,365,176,40,801,48,60,22,13,145,3,0,3,0,5,425,570,260,51,1304
503011035,8,7,4,0,21,6,12,6,0,19,36,25,7,0,71,34,46,17,3,100,47,52,21,9,122,39,39,16,0,93,73,91,24,3,194,343,661,321,47,1373,64,89,53,15,209,0,7,3,0,13,674,1033,473,73,2252
503011036,0,0,0,0,0,3,5,0,0,5,7,3,0,0,11,13,15,0,0,31,29,30,11,0,74,23,35,10,3,71,59,83,25,0,170,212,440,195,21,872,33,54,34,4,129,0,4,0,0,3,382,677,282,48,1380
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
503021038,0,0,0,0,0,9,6,0,0,9,17,19,0,0,33,23,19,9,0,52,41,43,14,0,97,39,62,13,4,119,102,159,23,4,292,228,424,111,9,765,32,55,17,3,109,0,0,0,0,4,491,788,195,21,1498
503021039,5,6,0,0,10,5,3,0,0,10,36,12,6,0,56,38,24,6,0,68,67,43,8,6,124,49,56,8,5,119,122,159,36,0,317,307,465,118,23,911,50,67,27,8,151,3,6,6,0,8,686,848,219,38,1788
503021040,6,0,0,0,6,4,6,0,0,8,18,10,7,0,36,20,24,8,0,52,25,38,11,3,66,32,46,4,7,86,92,95,13,3,204,182,268,65,3,522,32,25,15,3,73,0,0,0,0,0,423,513,123,18,1070
503021042,4,0,0,0,6,8,5,0,0,14,30,22,6,0,59,39,25,5,0,74,62,60,8,5,139,54,49,7,0,110,104,123,36,7,263,320,502,161,20,999,57,60,17,6,141,3,3,0,0,3,675,852,251,35,1821
503021043,9,3,4,0,17,12,10,0,0,23,72,45,7,0,127,90,56,10,0,157,103,81,20,5,203,69,73,20,4,167,109,154,32,3,304,253,534,200,35,1022,61,63,25,8,154,6,5,0,0,12,803,1041,320,52,2214
503021295,0,0,0,0,4,10,0,0,0,15,33,6,5,0,47,44,22,3,0,66,61,28,3,0,93,35,5,7,0,45,47,36,4,0,91,145,60,14,0,216,37,9,3,0,56,0,0,0,0,0,413,190,41,5,648
503021296,8,3,3,0,9,9,5,0,0,13,27,9,8,0,49,27,23,8,0,58,31,18,3,0,54,34,19,3,0,55,60,51,13,0,118,102,73,19,0,194,22,24,6,0,51,0,4,0,0,4,324,232,54,11,626
503021297,5,4,0,0,4,4,3,0,0,5,20,12,3,0,31,31,5,0,0,40,45,24,0,0,67,27,9,0,0,44,47,17,3,0,63,92,36,8,0,131,28,13,3,0,50,0,0,0,0,0,313,132,16,3,458
504011044,5,4,0,0,13,19,6,4,0,23,59,48,8,6,124,73,65,20,15,174,120,87,29,8,247,89,94,35,4,222,152,185,47,5,393,123,209,48,17,392,83,69,29,4,179,8,4,0,0,10,729,787,222,65,1797
504011045,17,11,5,0,27,11,14,9,0,33,106,45,15,8,171,118,96,27,10,249,138,133,31,6,309,153,152,35,6,350,272,312,68,11,661,302,459,90,23,873,113,112,32,9,267,5,9,3,0,14,1250,1353,315,67,2989
504011046,3,6,4,0,15,14,3,0,0,20,53,42,3,0,103,43,23,5,0,69,62,54,5,0,125,45,32,12,0,93,103,83,15,3,198,115,145,37,14,308,30,33,10,3,73,4,5,0,0,6,485,434,97,26,1040
504011047,20,23,8,3,57,38,26,7,4,77,154,96,35,13,298,146,139,35,14,333,187,169,40,13,409,119,138,35,9,305,162,205,56,12,431,123,169,56,17,366,124,94,30,19,267,8,6,0,0,12,1097,1089,308,110,2605
504011048,4,3,0,0,9,7,9,4,0,25,41,34,13,0,93,46,35,21,9,105,51,48,14,5,120,43,49,11,4,113,65,107,29,10,214,74,113,28,16,225,42,37,20,8,110,0,5,0,0,7,388,452,138,48,1033
504021049,0,3,0,0,4,3,0,0,0,9,10,3,4,0,16,21,7,5,0,29,13,20,6,0,37,9,14,10,0,35,22,23,15,0,66,18,30,6,5,54,24,29,20,8,74,4,0,0,0,4,132,129,62,17,341
504021050,0,3,0,0,5,3,3,0,0,7,27,13,0,0,36,25,29,9,0,60,24,48,11,6,87,52,46,17,0,120,70,95,35,3,204,78,161,69,17,329,53,65,26,4,146,0,0,0,0,3,333,465,172,31,1002
504021051,5,0,0,0,9,3,4,0,0,5,12,22,0,0,39,23,17,15,0,57,40,40,6,0,80,31,41,7,3,82,47,68,25,0,140,69,81,40,12,206,35,53,12,10,100,0,0,0,0,0,267,322,108,24,722
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504021053,4,7,0,0,11,12,0,0,0,10,48,31,10,4,97,61,62,29,10,155,79,93,37,9,214,67,75,30,13,185,117,160,48,8,331,130,191,59,27,404,110,140,62,19,329,8,6,0,0,12,640,769,272,87,1759
504021054,6,3,0,0,7,3,9,4,0,11,59,43,11,3,122,52,48,20,12,136,91,72,32,14,206,60,74,23,9,162,89,97,40,9,229,65,77,32,8,178,80,78,29,19,206,3,4,0,0,8,518,503,192,80,1294
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,25,17,5,10,53,27,25,20,7,79,99,101,42,18,268,106,136,52,29,323,143,151,52,18,365,118,136,38,22,310,160,150,47,19,377,105,144,54,20,319,101,98,50,33,281,5,6,5,7,21,915,993,384,179,2473
504031057,20,19,4,5,54,33,27,17,10,90,147,139,45,39,379,162,204,60,32,452,182,240,63,25,511,140,175,44,20,371,168,173,57,20,422,87,141,57,15,301,99,121,45,33,304,6,10,9,5,24,1062,1281,405,211,2961
504031058,6,4,0,0,6,3,6,0,0,11,24,15,9,7,51,31,29,11,0,69,36,49,21,5,111,23,29,14,0,74,36,42,26,10,108,38,40,18,7,100,49,52,33,12,146,4,3,0,4,9,252,267,129,46,691
504031060,0,0,0,0,0,3,0,0,0,3,12,10,6,0,22,3,12,4,4,27,14,17,4,0,35,18,12,4,8,41,18,33,10,4,59,39,52,12,5,109,24,36,17,4,78,0,0,0,0,5,135,169,62,15,384
504031061,0,0,0,0,6,5,0,0,0,7,15,10,4,0,41,30,16,0,3,53,46,46,15,5,112,29,40,12,0,91,63,50,15,4,132,65,82,29,4,177,43,26,19,6,91,0,3,0,0,5,302,278,101,23,711
504031062,4,11,4,6,27,8,15,8,3,33,58,65,22,11,156,71,87,29,16,200,112,112,43,13,284,92,110,23,14,242,115,149,33,12,310,83,94,28,4,211,65,56,37,8,171,4,8,3,0,15,625,723,226,94,1678
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,3,0,3,5,0,0,3,7,24,24,8,0,59,26,27,11,0,64,45,34,17,3,97,37,40,13,3,88,34,33,25,8,93,42,49,9,0,97,27,30,21,10,81,4,3,0,0,5,242,245,100,28,614
504031066,14,6,0,0,16,6,5,0,0,16,43,33,14,0,94,57,40,12,0,101,54,43,9,0,113,40,30,10,3,81,47,61,10,6,119,71,84,17,3,170,43,37,11,3,101,0,4,0,0,5,375,334,92,23,819
504031067,0,5,0,0,10,7,8,0,0,19,23,28,5,8,62,52,41,14,3,116,49,65,17,8,145,51,55,17,6,124,54,69,21,9,147,40,81,21,10,152,50,36,16,3,111,0,4,0,0,9,342,397,118,50,905
504031068,6,12,0,0,15,10,6,0,0,19,50,44,11,16,121,46,68,23,14,157,63,107,45,17,226,67,79,32,10,197,99,152,46,12,319,124,190,88,25,434,79,126,52,35,292,7,0,0,0,12,557,799,319,134,1804
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,3,3,0,3,7,13,4,4,4,20,61,62,21,10,162,103,129,45,15,291,136,196,42,17,397,127,166,40,15,354,166,188,66,21,443,96,139,52,29,313,94,136,48,27,303,8,8,0,3,15,822,1037,333,145,2333
504031299,6,3,3,0,16,14,11,3,0,28,74,76,21,11,184,98,116,31,8,256,127,149,33,6,310,116,117,36,6,269,121,95,36,14,266,55,70,41,15,177,76,87,38,16,223,8,0,0,0,7,703,737,238,84,1761
504031300,11,9,3,0,27,9,10,6,4,36,81,75,30,16,214,110,119,58,16,315,117,181,78,31,402,99,165,60,18,346,129,204,64,33,431,103,138,56,20,322,109,164,77,41,385,12,5,4,3,18,796,1092,446,200,2528
505011070,6,5,3,0,6,8,8,4,0,24,40,36,12,6,88,63,69,19,7,165,97,95,23,5,225,79,96,27,5,202,100,128,27,8,263,61,64,17,0,148,62,72,15,6,160,3,3,0,0,8,535,577,144,39,1293
505011071,6,0,0,0,14,4,6,3,0,10,45,40,17,3,100,52,65,30,9,150,114,109,35,7,267,106,114,30,3,249,153,225,67,0,447,128,267,80,15,491,96,127,58,7,291,6,7,0,0,15,715,958,324,53,2053
505011072,5,0,0,0,16,6,0,3,0,8,33,19,9,0,61,35,40,21,0,98,73,98,39,7,212,93,110,31,10,243,160,320,89,15,578,188,542,148,29,909,71,129,45,3,254,8,6,0,3,16,671,1281,395,68,2414
505011073,7,3,0,0,12,11,4,0,0,18,43,40,14,6,106,79,59,17,3,160,88,94,37,7,223,90,107,33,4,242,137,228,60,7,430,100,176,71,12,359,65,83,37,3,190,5,0,0,0,5,622,806,274,54,1757
505011074,4,6,0,0,5,12,6,0,0,17,34,31,6,0,69,49,58,12,6,124,69,82,26,10,177,65,67,18,0,157,105,157,33,11,312,87,127,41,11,264,65,74,33,13,186,6,4,0,0,13,503,616,171,57,1345
505011075,10,3,0,0,12,0,3,0,0,7,22,19,4,0,45,21,38,10,0,68,41,48,22,4,123,43,72,24,5,143,81,151,39,14,290,200,393,125,19,739,57,81,24,7,171,4,7,5,0,8,489,826,251,51,1621
505011076,6,0,0,0,4,5,0,0,0,11,18,18,9,0,43,23,24,8,4,56,37,46,15,4,94,61,69,19,3,144,115,155,56,8,333,219,380,108,26,742,62,106,45,7,226,3,6,0,0,16,557,809,250,63,1680
505011077,8,3,0,0,12,8,7,0,0,22,54,21,13,0,86,57,39,22,0,119,81,76,15,6,180,84,84,20,4,186,125,133,41,6,308,114,163,44,12,335,66,76,32,4,180,3,7,3,0,8,609,608,200,43,1467
505011078,5,3,4,6,12,7,5,0,0,14,46,25,7,4,89,49,43,20,0,114,73,95,36,8,211,85,114,31,9,233,126,221,53,13,416,147,262,81,19,501,79,83,31,16,206,6,4,3,0,12,611,871,270,68,1813
505011079,8,0,0,0,12,14,6,3,0,21,40,22,4,0,67,40,44,14,0,98,53,58,21,0,133,58,81,18,0,163,109,185,57,16,357,168,307,104,23,600,62,111,37,10,217,5,0,0,0,4,557,808,272,50,1693
505011080,4,3,0,0,7,0,0,0,0,6,15,13,0,0,31,31,31,6,0,68,30,46,17,8,101,42,48,24,6,118,86,123,35,9,246,118,218,84,23,439,66,74,32,11,179,3,10,0,0,10,399,574,200,54,1225
505011081,0,4,0,0,9,0,0,0,0,3,27,16,12,0,55,37,35,12,4,92,56,73,27,0,156,48,76,22,4,153,96,136,33,7,278,76,131,49,12,268,49,57,32,0,138,7,0,0,0,11,399,534,188,27,1159
505011082,0,0,0,0,0,3,4,0,0,11,19,10,0,0,33,14,24,12,0,46,38,43,13,0,97,42,38,20,4,109,78,143,42,0,266,187,379,142,20,726,36,76,39,11,152,3,6,0,0,10,427,725,269,39,1465
505011083,5,0,0,0,5,0,0,3,0,6,19,12,0,3,32,35,31,16,0,79,42,62,14,7,130,63,95,23,3,195,105,152,54,9,316,151,261,65,10,488,48,74,40,11,178,5,5,0,0,8,474,703,220,45,1446
505021084,10,6,3,0,21,16,15,6,0,36,81,49,11,12,151,99,87,19,3,210,101,119,26,8,261,94,109,31,0,238,129,171,47,11,360,103,162,48,14,324,86,66,19,9,177,4,3,4,0,13,746,793,221,53,1819
505021085,32,33,21,10,90,47,40,15,14,121,166,125,72,62,425,160,132,60,34,382,153,120,45,26,345,78,80,22,11,193,68,87,27,9,187,31,34,15,11,87,64,80,33,31,209,9,11,4,3,27,844,782,337,237,2201
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,9,8,0,0,12,5,14,4,0,23,29,36,5,0,81,63,57,6,5,130,101,76,15,4,202,106,82,27,3,223,193,192,31,9,429,239,332,76,17,654,91,77,28,0,199,6,0,0,0,16,865,882,193,47,1990
505021089,10,0,4,0,10,10,3,0,0,17,33,32,8,0,70,55,58,21,0,133,96,109,44,8,252,90,167,46,5,303,205,355,96,15,668,381,861,234,38,1511,95,165,61,9,327,6,10,4,0,14,980,1767,509,77,3331
505021090,22,20,7,10,55,32,34,3,9,74,164,98,21,18,302,168,125,26,9,332,185,130,30,8,352,106,87,13,4,214,106,107,18,3,236,58,46,12,3,117,71,59,21,10,161,7,4,0,3,15,957,744,169,85,1953
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
505021092,3,4,0,0,14,4,0,0,0,8,31,24,3,0,66,53,45,3,5,103,60,72,19,0,157,55,70,11,0,132,135,149,38,0,323,233,297,74,6,608,70,71,13,8,158,8,3,0,0,12,657,745,177,24,1603
505021093,19,10,0,0,28,16,13,3,5,40,71,31,15,0,125,99,59,22,3,179,111,81,22,8,223,68,72,25,3,173,106,155,46,3,312,189,329,67,5,597,57,67,17,7,144,3,3,0,0,13,752,827,218,44,1841
505021094,0,0,0,0,3,4,0,5,0,8,8,0,0,0,14,11,9,0,0,28,24,33,12,8,72,27,30,14,3,78,63,87,20,7,175,135,254,118,16,526,32,42,22,0,99,0,0,0,0,4,318,476,197,24,1018
505021095,5,3,0,0,8,16,3,0,0,23,69,31,7,0,116,75,49,9,8,139,93,52,13,0,161,57,34,11,0,104,98,103,19,6,214,119,124,22,6,259,40,36,5,0,87,0,5,4,0,10,591,441,89,19,1144
505021096,0,5,0,0,7,8,9,0,0,19,38,23,3,0,66,38,46,14,3,103,63,79,16,0,158,49,57,20,5,126,108,205,46,13,361,272,589,197,28,1091,63,89,28,9,187,3,7,3,0,14,646,1121,326,54,2154
505021097,11,0,0,0,13,18,11,0,0,32,59,33,13,6,117,89,53,12,3,157,90,78,18,10,191,73,62,28,4,168,153,146,41,0,341,212,329,91,17,648,49,65,28,10,149,4,5,0,0,9,762,801,231,54,1847
505021301,10,5,4,0,18,15,9,0,3,31,55,32,18,7,113,62,51,23,7,146,70,77,32,10,190,74,75,30,4,189,135,163,38,4,337,121,223,85,11,441,60,63,18,13,156,6,4,0,0,19,631,718,253,68,1674
505021302,11,11,3,4,25,12,10,4,3,36,75,45,8,0,127,59,60,15,0,137,71,63,18,0,156,64,60,12,4,138,109,143,45,5,297,112,175,41,11,338,38,49,18,7,111,5,6,0,0,7,561,619,168,39,1389
505031098,14,10,9,6,38,26,20,10,9,57,70,81,38,20,217,87,100,30,20,232,90,83,37,11,222,69,65,26,10,158,60,82,24,17,185,39,54,25,11,129,54,47,17,25,146,3,6,0,4,11,528,551,220,139,1445
505031099,15,12,3,0,31,17,13,12,5,52,98,113,33,24,270,136,142,68,28,371,146,173,69,29,423,104,165,59,22,357,168,190,77,28,457,86,154,82,25,342,126,195,93,48,454,10,7,3,6,21,922,1181,501,219,2822
