SA2_CODE_2021,C21_650_799_CF_1C,C21_650_799_CF_2C,C21_650_799_CF_3C,C21_650_799_CF_4mC,C21_650_799_Tot,C21_800_999_CF_1C,C21_800_999_CF_2C,C21_800_999_CF_3C,C21_800_999_CF_4mC,C21_800_999_Tot,C21_1000_1499_CF_1C,C21_1000_1499_CF_2C,C21_1000_1499_CF_3C,C21_1000_1499_CF_4mC,C21_1000_1499_Tot,C21_1500_1999_CF_1C,C21_1500_1999_CF_2C,C21_1500_1999_CF_3C,C21_1500_1999_CF_4mC,C21_1500_1999_Tot,C21_2000_2499_CF_1C,C21_2000_2499_CF_2C,C21_2000_2499_CF_3C,C21_2000_2499_CF_4mC,C21_2000_2499_Tot,C21_2500_2999_CF_1C,C21_2500_2999_CF_2C,C21_2500_2999_CF_3C,C21_2500_2999_CF_4mC,C21_2500_2999_Tot,C21_3000_3999_CF_1C,C21_3000_3999_CF_2C,C21_3000_3999_CF_3C,C21_3000_3999_CF_4mC,C21_3000_3999_Tot,C21_4000more_CF_1C,C21_4000more_CF_2C,C21_4000more_CF_3C,C21_4000more_Cou_fa_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_CF_1C,C21_Par_inc_st_CF_2C,C21_Par_inc_st_CF_3C,C21_Par_inc_st_CF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_CF_1Ch,C21_All_inc_ns_CF_2C,C21_All_inc_ns_CF_3C,C21_All_inc_ns_CF_4mC,C21_All_inc_ns_Tot,C21_Tot_CF_1C,C21_Tot_CF_2C,C21_Tot_CF_3C,C21_Tot_CF_4mC,C21_Tot_Tot
509021238,12,0,0,0,13,5,0,5,0,10,7,15,14,3,40,11,13,10,0,40,14,16,17,0,49,12,15,8,0,28,9,14,13,0,33,11,18,11,5,44,18,28,21,8,71,3,0,0,0,3,103,124,101,19,346
509021239,5,0,3,0,7,9,6,0,0,13,22,13,10,3,53,33,32,19,7,92,29,56,20,0,106,26,36,9,8,78,38,55,13,3,112,31,30,14,0,75,68,70,42,11,186,6,4,5,0,11,276,293,139,37,747
509021240,5,0,0,0,5,7,6,4,0,14,25,17,9,5,49,24,19,4,8,56,29,29,17,3,80,17,23,10,4,47,26,26,18,4,71,13,17,13,6,44,17,41,26,3,84,0,0,0,0,4,159,179,98,25,464
509021241,0,3,0,0,5,5,3,5,0,12,11,16,8,3,37,10,23,7,0,49,30,19,7,5,59,18,26,5,0,56,24,23,10,3,60,18,27,12,5,60,15,44,22,3,86,0,0,0,0,4,142,192,78,25,432
509021242,7,0,0,0,7,4,0,4,0,6,11,8,3,0,22,3,16,10,0,29,10,9,0,4,19,8,7,7,3,24,6,14,0,0,27,10,6,5,3,19,14,35,11,5,65,0,0,0,0,0,81,96,41,13,229
509021243,6,9,3,0,22,7,4,4,4,19,57,35,21,7,112,35,53,25,11,121,43,47,25,14,131,29,54,19,5,113,42,75,28,5,154,39,48,27,8,124,70,62,24,18,175,5,0,0,0,8,352,398,176,78,1004
509021244,3,0,0,0,4,0,9,0,0,9,19,12,10,0,44,5,23,6,0,39,17,12,6,11,43,16,15,14,0,42,19,21,6,0,50,13,16,7,0,35,43,26,10,6,96,0,0,0,0,3,152,132,60,21,374
509021245,4,0,0,0,10,3,0,0,0,4,20,11,14,3,52,25,21,14,0,64,23,18,8,3,59,23,13,15,0,51,26,14,11,8,51,19,18,3,0,39,27,36,8,5,79,0,5,0,0,3,179,138,76,24,416
509031246,4,4,3,0,8,4,6,0,0,6,21,10,0,3,31,10,16,15,0,41,5,13,4,9,34,12,10,11,3,37,25,12,11,5,48,18,12,7,0,36,22,18,27,6,68,3,0,3,0,8,115,101,78,19,318
509031247,0,4,3,0,7,4,4,0,0,12,15,12,19,3,55,20,26,8,0,53,14,20,11,0,49,23,18,9,0,48,12,23,12,3,54,11,19,13,0,36,20,42,25,10,94,0,0,3,0,7,118,165,114,20,419
509031248,0,0,0,0,0,0,0,0,0,0,4,6,6,5,11,12,8,6,4,29,11,18,11,0,38,14,9,8,0,20,21,17,9,3,42,13,19,8,0,43,22,20,16,3,56,0,0,0,0,0,98,95,47,15,252
509031249,4,0,0,0,4,0,0,5,0,7,23,13,0,0,40,13,21,7,6,51,30,20,11,3,62,16,20,6,3,47,20,21,5,0,50,12,19,8,5,45,22,28,11,0,57,0,6,0,0,6,132,150,59,16,362
509031250,9,0,0,0,11,0,0,0,0,8,16,21,4,6,48,17,31,9,8,63,15,23,14,4,52,20,19,13,4,50,16,18,6,10,54,12,22,6,7,49,24,31,27,10,89,0,0,3,0,4,138,171,83,36,433
510011262,0,5,3,3,15,3,3,3,0,12,25,18,11,10,61,26,36,21,4,89,66,65,35,11,167,68,73,24,11,175,104,156,60,15,328,98,141,68,11,321,61,115,38,24,227,16,7,0,0,23,472,617,256,86,1435
510011263,29,14,7,7,57,12,16,13,9,50,17,15,17,13,59,10,16,7,8,34,12,14,7,4,40,4,10,3,6,27,22,20,11,5,47,12,5,5,3,24,26,21,23,13,80,11,4,3,3,23,196,166,107,63,526
510011264,18,9,8,4,36,12,7,9,0,26,16,19,4,9,50,7,7,3,7,22,5,6,3,3,13,7,5,0,3,15,3,0,0,0,9,0,3,0,0,3,12,4,4,11,29,8,9,0,0,17,128,82,48,46,298
510011265,7,7,0,5,20,7,5,4,3,20,21,8,3,7,46,16,10,14,8,43,34,18,14,3,72,28,23,9,4,64,30,55,20,5,99,32,38,20,6,89,36,28,24,14,104,0,7,3,5,8,229,216,112,59,605
510011266,4,8,5,4,23,5,3,3,0,13,3,10,9,3,28,5,7,0,3,11,12,5,3,0,18,9,0,0,0,8,3,9,6,0,20,9,5,6,0,15,6,11,3,7,25,0,3,0,0,0,63,74,48,23,203
510021267,8,8,11,3,24,4,6,0,3,23,3,7,5,0,17,0,0,0,0,3,4,3,0,0,8,0,0,0,0,3,5,8,0,0,14,4,10,0,0,17,0,9,0,0,12,3,0,0,0,4,51,51,33,18,150
510021268,0,0,0,0,0,0,0,0,0,0,5,6,3,6,14,15,7,5,0,29,19,11,7,3,50,23,32,14,3,65,29,53,24,9,116,58,74,35,17,181,22,29,15,10,72,0,0,0,0,0,176,216,103,42,536
510021269,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,11,11,16,4,5,26,11,14,7,0,31,32,46,22,9,115,88,107,43,14,243,20,23,11,7,55,0,0,0,0,3,179,213,87,28,503
510021270,3,3,0,0,10,7,4,6,0,17,16,12,7,0,34,25,17,4,6,61,49,43,18,12,124,49,41,22,19,142,85,84,57,28,251,129,158,67,25,379,34,63,33,21,148,0,11,5,3,21,416,443,220,114,1196
510031271,0,0,0,0,0,0,0,0,0,3,4,0,3,0,8,9,11,0,0,23,10,36,15,9,71,19,29,9,3,62,42,75,48,6,170,57,81,43,7,187,33,34,7,12,85,0,0,0,0,4,185,273,131,42,627
510031272,0,0,0,0,0,3,0,0,0,3,28,12,10,0,45,41,41,10,9,107,77,70,43,12,204,64,83,43,12,204,119,192,87,25,422,252,421,178,48,896,81,120,43,11,259,5,4,0,0,13,674,953,419,123,2162
510031273,4,0,0,0,3,4,0,0,0,5,5,6,0,0,15,10,10,3,0,19,13,14,12,0,35,15,17,10,3,44,38,47,14,3,107,52,96,53,19,220,19,26,14,4,65,0,0,0,0,3,163,225,111,30,533
511011274,0,0,6,5,7,9,6,0,0,13,44,23,15,10,93,52,54,25,13,139,68,78,33,6,180,43,58,29,8,136,52,98,41,10,201,50,73,13,5,145,70,83,38,15,211,7,0,0,0,12,412,470,196,72,1149
511011275,0,0,0,0,0,0,0,0,0,12,10,19,7,0,34,16,23,12,3,51,13,20,12,5,49,11,19,8,0,39,15,19,10,4,51,17,33,12,0,64,18,29,18,8,76,3,4,0,0,9,115,176,84,27,393
511021276,6,0,4,3,8,10,4,5,4,17,14,12,0,0,24,12,21,8,3,42,22,28,5,0,57,19,24,8,0,51,16,35,8,3,66,24,20,4,0,44,21,28,6,7,62,0,3,0,0,7,136,171,59,19,387
511021277,0,0,0,0,5,0,4,0,0,7,11,8,8,0,34,21,18,7,0,48,28,24,12,0,56,17,27,8,0,60,17,30,11,4,58,13,25,8,0,50,23,48,15,3,97,0,0,0,0,0,143,188,71,22,415
511031278,0,4,0,0,8,3,0,0,0,8,10,11,5,0,28,20,28,16,6,66,38,45,7,4,97,25,42,17,3,82,42,51,25,9,125,46,53,24,5,131,33,21,18,11,82,0,4,0,0,4,221,260,108,45,632
511031279,0,0,0,0,5,9,0,0,4,15,24,24,3,4,55,31,36,14,3,84,70,69,19,14,182,64,55,28,13,154,121,138,59,14,335,169,198,93,33,490,65,67,46,27,204,3,6,3,0,16,565,591,274,113,1550
511031280,0,0,0,0,4,8,3,0,0,11,16,7,3,6,22,31,25,8,8,69,49,46,21,7,119,45,59,12,9,131,93,125,41,10,271,112,155,63,17,341,54,63,18,12,143,0,4,3,0,11,404,485,176,64,1129
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,4,0,0,3,8,4,6,0,0,8,7,9,5,0,19,9,8,3,0,20,20,17,8,0,45,12,9,8,0,32,18,24,12,3,59,23,24,6,4,61,20,15,5,10,49,6,4,0,0,8,124,121,47,24,317
511031283,15,0,0,4,23,9,3,3,3,17,22,13,6,6,42,5,6,0,6,13,3,11,5,0,21,0,8,0,0,13,5,5,4,3,21,4,10,4,0,22,10,6,15,3,35,3,0,0,0,6,92,76,53,31,249
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,4,7,0,0,18,15,8,6,0,25,39,31,9,3,86,57,33,14,5,110,35,46,16,9,109,54,33,14,5,105,44,50,13,11,119,59,51,10,6,121,52,52,21,10,141,6,0,0,0,7,374,320,110,56,852
511041286,0,4,0,0,3,4,4,0,3,13,32,15,3,7,54,35,22,11,9,77,31,40,17,9,100,12,51,24,4,98,46,56,32,10,144,28,47,29,17,115,45,70,24,14,153,0,4,0,0,3,250,316,146,56,771
511041287,6,3,0,0,4,4,8,6,0,15,25,17,4,7,53,45,28,17,3,99,47,76,28,6,156,56,60,21,7,142,54,89,33,10,185,47,66,35,4,147,64,92,31,9,189,0,0,0,0,5,346,440,176,48,1013
511041288,6,6,0,0,6,0,3,5,0,12,32,27,11,0,68,33,40,12,14,100,79,76,38,14,202,47,75,33,7,166,86,105,54,11,258,75,76,41,13,203,69,71,37,12,185,4,6,0,0,9,429,476,230,76,1217
511041289,0,0,0,0,3,0,0,0,0,3,10,9,5,0,24,18,9,0,0,36,8,23,9,0,44,5,8,9,0,30,22,25,6,3,54,14,19,5,3,43,30,28,21,0,83,3,0,0,0,8,121,127,53,12,316
511041290,6,0,0,0,9,0,0,0,0,0,7,3,3,6,21,5,4,3,3,14,9,4,0,3,16,4,4,3,0,7,3,0,0,0,9,4,0,0,0,8,5,4,3,0,9,3,0,0,3,4,43,24,16,18,97
511041291,3,5,0,0,11,5,6,0,0,9,12,13,7,0,33,16,23,7,4,49,21,21,5,0,51,6,16,3,0,27,12,12,4,0,30,3,12,6,0,22,16,34,14,8,66,3,0,0,0,5,95,132,53,23,305
511041292,7,4,4,0,18,3,10,0,0,11,16,24,10,0,46,23,25,12,6,61,21,18,12,13,61,14,13,5,0,42,28,24,16,0,63,18,28,10,3,52,45,36,23,3,99,0,3,0,0,0,173,185,97,25,470
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
