SA2_CODE_2021,UOL_Pe_ex_Da_C11_P,UOL_Pe_ex_Da_C16_M,UOL_Pe_ex_Da_C16_F,UOL_Pe_ex_Da_C16_P,UOL_Pe_ex_Da_C21_M,UOL_Pe_ex_Da_C21_F,UOL_Pe_ex_Da_C21_P,UOL_Portuguese_C11_M,UOL_Portuguese_C11_F,UOL_Portuguese_C11_P,UOL_Portuguese_C16_M,UOL_Portuguese_C16_F,UOL_Portuguese_C16_P,UOL_Portuguese_C21_M,UOL_Portuguese_C21_F,UOL_Portuguese_C21_P,UOL_Punjabi_C11_M,UOL_Punjabi_C11_F,UOL_Punjabi_C11_P,UOL_Punjabi_C16_M,UOL_Punjabi_C16_F,UOL_Punjabi_C16_P,UOL_Punjabi_C21_M,UOL_Punjabi_C21_F,UOL_Punjabi_C21_P,UOL_Russian_C11_M,UOL_Russian_C11_F,UOL_Russian_C11_P,UOL_Russian_C16_M,UOL_Russian_C16_F,UOL_Russian_C16_P,UOL_Russian_C21_M,UOL_Russian_C21_F,UOL_Russian_C21_P,UOL_Serbian_C11_M,UOL_Serbian_C11_F,UOL_Serbian_C11_P,UOL_Serbian_C16_M,UOL_Serbian_C16_F,UOL_Serbian_C16_P,UOL_Serbian_C21_M,UOL_Serbian_C21_F,UOL_Serbian_C21_P,UOL_Sinhalese_C11_M,UOL_Sinhalese_C11_F,UOL_Sinhalese_C11_P,UOL_Sinhalese_C16_M,UOL_Sinhalese_C16_F,UOL_Sinhalese_C16_P,UOL_Sinhalese_C21_M,UOL_Sinhalese_C21_F,UOL_Sinhalese_C21_P,UOL_Spanish_C11_M,UOL_Spanish_C11_F,UOL_Spanish_C11_P,UOL_Spanish_C16_M,UOL_Spanish_C16_F,UOL_Spanish_C16_P,UOL_Spanish_C21_M,UOL_Spanish_C21_F,UOL_Spanish_C21_P,UOL_Tagalog_C11_M,UOL_Tagalog_C11_F,UOL_Tagalog_C11_P,UOL_Tagalog_C16_M,UOL_Tagalog_C16_F,UOL_Tagalog_C16_P,UOL_Tagalog_C21_M,UOL_Tagalog_C21_F,UOL_Tagalog_C21_P,UOL_Tamil_C11_M,UOL_Tamil_C11_F,UOL_Tamil_C11_P,UOL_Tamil_C16_M,UOL_Tamil_C16_F,UOL_Tamil_C16_P,UOL_Tamil_C21_M,UOL_Tamil_C21_F,UOL_Tamil_C21_P,UOL_Thai_C11_M,UOL_Thai_C11_F,UOL_Thai_C11_P,UOL_Thai_C16_M,UOL_Thai_C16_F,UOL_Thai_C16_P,UOL_Thai_C21_M,UOL_Thai_C21_F,UOL_Thai_C21_P,UOL_Turkish_C11_M,UOL_Turkish_C11_F,UOL_Turkish_C11_P,UOL_Turkish_C16_M,UOL_Turkish_C16_F,UOL_Turkish_C16_P,UOL_Turkish_C21_M,UOL_Turkish_C21_F,UOL_Turkish_C21_P,UOL_Urdu_C11_M,UOL_Urdu_C11_F,UOL_Urdu_C11_P,UOL_Urdu_C16_M,UOL_Urdu_C16_F,UOL_Urdu_C16_P,UOL_Urdu_C21_M,UOL_Urdu_C21_F,UOL_Urdu_C21_P,UOL_Viet_C11_M,UOL_Viet_C11_F,UOL_Viet_C11_P,UOL_Viet_C16_M,UOL_Viet_C16_F,UOL_Viet_C16_P,UOL_Viet_C21_M,UOL_Viet_C21_F,UOL_Viet_C21_P,UOL_Other_C11_M,UOL_Other_C11_F,UOL_Other_C11_P,UOL_Other_C16_M,UOL_Other_C16_F,UOL_Other_C16_P,UOL_Other_C21_M,UOL_Other_C21_F,UOL_Other_C21_P,Lang_used_home_NS_C11_M,Lang_used_home_NS_C11_F,Lang_used_home_NS_C11_P,Lang_used_home_NS_C16_M,Lang_used_home_NS_C16_F,Lang_used_home_NS_C16_P,Lang_used_home_NS_C21_M,Lang_used_home_NS_C21_F,Lang_used_home_NS_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
505031107,32,17,10,30,18,21,41,4,3,9,5,6,10,6,3,8,31,31,56,61,57,119,74,68,149,7,7,15,8,9,23,9,8,13,7,3,11,4,0,4,3,4,10,0,0,0,0,0,3,6,10,9,27,30,59,18,29,42,15,13,28,5,12,19,11,17,30,6,20,21,10,5,12,3,6,11,8,4,8,0,8,9,3,19,23,11,22,36,0,0,0,4,3,10,0,0,5,3,8,14,3,6,7,13,10,27,56,54,106,52,58,109,53,52,109,230,214,443,272,302,579,236,258,495,276,248,519,276,227,502,272,206,479,6246,6294,12536,6543,6719,13263,6670,6895,13569
505031255,0,3,6,3,3,0,6,0,0,0,19,11,36,52,60,114,0,0,0,20,12,25,57,52,104,0,0,0,5,3,12,7,17,25,0,0,0,5,6,4,4,0,8,0,0,0,0,3,5,0,8,8,0,0,0,22,24,42,32,46,82,0,0,0,20,20,39,40,41,79,0,0,0,4,5,6,13,15,26,0,0,0,7,6,19,14,20,30,0,0,0,4,3,7,7,3,9,0,0,0,4,3,9,9,11,18,0,0,0,0,3,5,7,14,22,0,0,0,199,219,415,418,464,885,0,0,0,334,325,659,371,244,621,35,36,70,3883,4070,7946,6679,7227,13904
505031256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,22,20,18,42,14,8,24,3,6,5,3,3,9,14,9,19,33,30,64,48,45,87,38,32,70,420,329,752,400,330,729,385,342,723
505031257,0,0,0,0,0,0,0,0,0,3,0,4,0,5,3,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,5,0,4,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,4,5,0,8,11,5,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,18,24,35,23,26,51,50,60,105,84,62,147,140,137,275,179,131,309,1073,1087,2155,1531,1459,2991,1968,1856,3822
505031258,0,0,0,0,4,0,4,0,0,0,3,4,6,10,14,27,0,0,4,6,5,15,6,7,13,0,0,0,0,3,3,3,3,11,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,14,14,25,23,26,51,5,7,6,0,10,14,17,18,33,0,3,3,0,4,4,0,4,4,0,5,6,0,7,10,11,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,12,4,5,6,7,11,12,49,57,110,138,156,298,208,220,433,152,128,276,396,365,760,365,335,698,2219,2242,4458,4361,4496,8862,5393,5618,11009
505031303,12,18,20,32,28,26,55,0,0,0,7,10,18,13,14,30,15,5,21,19,20,38,37,32,69,6,3,11,11,11,22,16,18,40,4,6,7,7,4,13,4,8,15,0,4,4,4,5,4,11,7,15,18,19,33,13,26,42,31,40,71,13,16,29,40,41,82,43,59,106,3,0,0,7,3,11,14,12,27,0,3,5,4,9,10,5,19,24,0,0,0,0,4,4,0,0,0,6,6,5,3,0,8,13,9,22,114,109,224,132,106,235,112,108,218,153,175,327,231,254,483,257,326,580,210,195,404,229,223,451,258,221,477,4835,4955,9792,5628,5864,11490,6382,6751,13139
505031304,33,33,36,76,50,52,98,0,9,9,9,19,34,20,27,48,10,4,14,32,18,49,72,62,133,3,0,4,10,9,17,3,10,14,19,16,32,60,39,97,63,48,108,3,0,9,15,7,21,13,12,23,20,24,47,46,31,80,42,35,80,12,17,27,23,24,43,46,47,91,3,5,4,6,10,21,23,27,52,7,15,15,10,15,27,25,34,65,3,0,3,7,0,8,16,6,23,3,8,14,26,25,48,30,33,65,164,166,329,302,312,610,389,411,800,286,297,586,549,548,1097,726,763,1488,103,67,178,257,234,492,263,209,473,3722,3757,7475,6068,6126,12196,7709,7691,15401
505031305,40,28,28,59,39,32,71,12,8,24,25,19,44,16,12,26,3,5,3,6,4,12,31,32,60,8,12,21,11,15,23,6,13,21,60,62,127,44,42,85,41,44,83,3,3,6,0,7,8,5,8,10,36,40,76,51,59,107,51,57,103,35,24,58,24,24,48,20,28,48,4,5,11,8,7,12,12,8,20,4,13,18,8,17,30,14,20,37,0,0,0,3,0,4,3,4,7,0,0,0,14,8,20,19,10,38,234,253,490,266,280,546,289,312,601,482,526,1005,581,628,1212,573,600,1173,149,133,283,270,245,519,256,181,437,5704,5796,11500,6528,6684,13207,6994,7202,14199
505031306,15,18,18,28,21,16,36,11,11,20,8,12,19,10,21,29,8,7,21,28,22,45,26,35,59,0,3,3,3,5,3,0,8,14,6,8,9,13,6,18,7,5,13,3,4,6,6,0,3,9,6,21,22,20,46,23,24,44,23,38,60,19,18,32,36,42,81,21,38,56,10,8,17,4,5,15,7,7,10,0,21,23,10,39,55,18,32,53,4,0,3,3,0,4,0,0,4,0,4,4,8,5,8,0,5,10,50,58,108,63,74,138,68,72,145,247,248,491,291,324,616,282,317,595,298,241,539,381,336,719,360,281,633,6495,6662,13162,6957,7174,14129,7236,7441,14678
506011110,10,12,11,23,18,26,40,0,0,0,7,3,13,6,10,19,25,16,40,50,45,97,94,71,167,5,5,7,3,10,10,3,18,20,7,3,5,3,10,19,3,6,10,11,13,14,24,28,48,38,40,81,26,23,51,32,25,59,38,47,85,21,48,72,78,97,178,157,178,333,4,7,8,60,56,112,86,96,182,7,20,25,15,39,50,21,50,78,4,3,6,0,3,6,8,11,16,8,0,11,22,18,38,36,26,66,7,11,17,5,12,20,13,16,31,314,316,632,542,569,1115,722,808,1528,610,590,1196,889,835,1725,953,857,1814,7969,8271,16243,9297,9749,19046,11298,11872,23166
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,7,10,18,3,0,3
506011112,9,8,7,18,0,5,6,0,0,0,0,0,6,3,4,9,3,0,5,23,18,44,37,31,65,0,0,0,4,6,5,0,11,11,0,0,0,0,0,5,0,0,0,6,7,12,11,10,25,12,7,18,4,6,10,5,9,12,6,4,9,7,13,16,21,33,51,21,38,57,3,7,12,14,14,25,20,18,38,0,9,10,5,12,9,0,16,16,0,0,0,0,4,0,0,0,0,0,0,0,16,9,19,4,15,21,3,3,10,5,6,13,7,11,19,120,113,236,203,197,400,237,241,479,180,148,324,169,147,316,198,183,378,2656,2595,5250,2773,2761,5532,2906,2881,5793
506011114,3,11,18,26,3,7,11,0,0,0,0,3,6,3,6,10,19,9,25,35,35,70,43,34,75,0,4,4,0,3,3,0,3,3,5,0,4,7,3,6,4,0,10,4,7,7,22,14,38,6,7,17,7,8,15,13,10,21,11,13,24,5,10,14,21,27,51,26,32,52,13,12,16,32,28,63,46,39,86,11,22,35,14,29,37,10,34,43,0,0,0,0,0,0,0,0,0,3,0,3,24,24,46,14,20,32,7,4,12,5,9,14,6,14,24,133,161,292,214,269,482,224,206,429,366,315,677,448,431,884,394,383,777,5007,5018,10022,5254,5225,10479,5251,5351,10604
506011115,0,6,0,11,5,7,10,0,4,5,0,0,3,0,6,5,0,0,0,0,0,0,0,0,3,3,4,5,3,10,12,4,3,8,0,3,3,0,0,5,0,4,5,0,0,0,5,0,5,0,0,3,4,8,14,5,6,17,5,13,14,0,3,9,7,10,14,5,6,10,4,0,9,0,6,7,0,0,0,0,10,16,6,17,19,4,16,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,3,3,4,4,116,119,238,108,104,215,113,129,244,187,155,337,229,229,464,168,146,319,3679,3653,7329,3974,3979,7959,4122,4120,8241
506011116,0,0,0,6,0,0,5,0,0,0,0,0,4,4,6,9,0,0,0,0,0,0,0,0,0,4,3,4,0,6,4,4,8,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,10,0,4,9,9,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,10,9,9,14,0,0,0,3,5,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,63,78,141,86,98,186,97,98,196,103,63,162,172,161,335,138,89,225,3384,3391,6774,3521,3514,7033,3658,3585,7243
506011117,10,9,10,20,12,16,32,12,4,10,7,3,14,0,0,0,8,3,15,64,50,113,90,70,157,0,4,4,5,8,12,0,6,7,0,4,5,6,4,4,0,0,0,11,12,30,39,33,67,29,27,56,21,14,39,24,18,41,15,16,38,31,32,64,84,88,172,124,115,234,22,23,45,107,81,185,104,99,206,0,8,10,14,21,36,9,26,36,4,0,0,0,0,0,4,0,6,5,0,4,15,18,24,18,17,34,12,17,25,7,20,28,9,18,31,206,218,431,420,390,811,535,533,1062,300,249,548,283,277,559,391,325,718,4593,4624,9216,5170,5098,10273,5693,5709,11409
506011307,0,6,7,14,15,23,33,0,8,4,0,6,12,7,12,16,18,26,43,194,171,371,423,389,813,0,6,9,10,14,25,7,15,22,5,4,10,10,4,13,6,7,11,5,8,14,61,70,125,117,136,252,9,20,29,34,31,62,23,47,68,7,15,25,43,60,100,63,83,139,16,19,36,66,74,148,208,212,427,0,6,6,6,15,30,12,24,45,0,0,0,0,0,3,10,7,15,0,0,0,17,17,30,79,67,149,0,0,0,4,3,8,4,0,8,94,84,182,326,313,640,422,413,839,68,35,102,157,138,298,191,156,351,1894,1906,3804,4494,4583,9075,5747,5919,11667
506011308,0,19,20,42,23,24,41,0,7,15,13,17,31,19,26,46,5,6,15,196,154,354,567,522,1093,0,0,5,3,6,7,11,11,17,4,10,10,10,12,20,10,15,24,8,7,11,66,78,144,130,132,261,16,10,26,36,37,73,52,55,106,5,5,16,35,38,74,95,114,209,10,16,27,88,105,195,180,189,364,0,4,6,6,11,21,15,20,37,0,0,0,0,0,3,6,10,9,5,7,11,32,35,73,85,90,171,5,5,9,12,17,30,16,23,38,87,81,170,368,358,722,573,659,1235,75,73,149,194,149,343,272,198,469,1862,1785,3653,5108,5081,10189,7916,8135,16049
506021118,34,30,15,48,35,30,63,9,12,17,8,18,25,14,19,38,41,15,59,63,43,103,80,44,126,3,9,16,10,14,20,12,15,23,16,15,31,13,8,14,11,13,28,27,26,55,41,39,79,55,48,100,26,25,50,27,30,56,45,55,94,77,74,154,68,84,156,59,80,141,7,0,11,12,8,22,13,15,35,10,39,54,24,61,85,28,50,76,6,9,18,13,17,32,13,10,23,47,28,74,70,42,108,84,46,133,68,65,135,66,87,146,75,93,167,310,360,674,399,385,779,415,425,834,658,500,1161,750,656,1406,664,582,1245,6747,6540,13288,7291,7026,14324,7677,7405,15082
506021119,65,35,32,73,40,33,72,16,9,29,16,22,39,32,33,62,91,37,125,84,74,160,61,56,122,13,19,27,11,18,27,4,24,33,14,7,19,8,11,21,5,9,19,24,33,53,26,32,59,30,26,60,28,40,65,42,59,97,59,77,139,41,37,73,38,50,96,37,67,101,26,27,49,14,10,28,24,19,44,23,40,66,28,39,67,23,48,71,19,17,24,21,15,40,14,16,29,38,15,59,56,43,100,66,36,97,38,46,83,62,81,143,63,81,146,407,397,810,440,432,874,361,422,780,539,391,932,790,700,1483,602,500,1101,7628,7364,14993,8338,8213,16550,8691,8547,17245
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,5,55,19,7,27,14,7,20,51,5,55,19,7,27,14,7,20
506021123,88,56,39,94,37,36,73,19,24,45,44,49,90,35,45,81,95,43,138,75,58,131,45,43,88,12,13,21,11,19,32,21,26,49,7,6,18,4,14,17,4,17,27,44,29,78,46,51,96,39,49,83,30,39,69,72,67,136,73,90,167,26,28,53,35,46,76,37,40,71,57,37,89,35,27,59,31,13,48,16,32,53,29,49,73,32,62,97,11,10,24,6,0,12,8,6,14,51,26,71,38,30,69,41,28,71,36,51,84,47,55,100,56,93,147,313,306,622,305,329,638,356,379,738,746,515,1262,617,540,1155,533,384,920,7089,6520,13607,7425,7063,14481,8061,7749,15816
506021309,15,11,3,14,27,18,42,5,5,9,9,11,19,13,23,32,28,11,40,66,34,101,84,50,132,3,0,7,4,3,4,8,7,11,0,0,7,0,0,3,4,8,8,16,15,26,23,25,46,34,25,59,19,19,36,11,27,42,28,24,46,61,45,107,101,105,199,92,120,217,12,12,18,9,12,27,13,8,22,10,16,24,18,32,48,24,38,67,10,9,18,7,11,19,11,12,19,27,20,43,42,28,67,49,50,102,33,36,71,43,42,83,57,66,118,234,204,437,303,264,571,328,331,653,203,175,383,442,383,821,335,329,662,3656,3617,7274,4122,3950,8069,4419,4442,8864
506021310,4,15,7,27,18,10,23,11,10,19,7,10,12,11,13,22,34,26,63,28,20,47,40,27,66,0,0,0,3,4,11,6,7,15,5,7,14,6,5,11,0,4,4,8,6,16,10,11,21,23,22,41,8,13,23,8,9,18,15,13,25,40,33,68,48,60,105,44,57,103,7,4,13,16,0,15,10,8,22,0,11,14,12,16,25,11,25,36,29,12,39,29,22,47,25,19,45,16,11,33,70,63,134,124,110,234,17,16,30,18,28,40,28,41,68,228,236,459,280,208,490,330,315,645,193,140,330,247,278,526,216,200,420,3108,3082,6189,3424,3458,6887,3689,3710,7394
506021311,33,51,44,94,34,31,67,7,8,17,15,14,27,26,27,58,81,30,107,55,42,96,58,45,103,14,18,29,12,10,25,11,13,31,7,3,13,4,6,8,8,4,9,24,10,33,28,23,45,34,40,78,19,19,41,29,34,65,60,57,118,25,36,62,42,61,106,34,56,90,11,15,24,22,9,25,11,9,27,22,26,47,20,36,54,13,39,58,24,12,32,11,9,25,10,10,22,26,5,31,62,34,95,76,44,125,36,40,73,41,44,78,57,66,122,248,234,475,385,309,693,349,350,701,405,324,730,679,588,1270,392,286,677,4319,4079,8400,5376,4988,10366,5614,5282,10897
506031124,116,68,44,107,44,36,84,11,11,25,34,24,56,26,33,59,93,81,176,173,94,263,172,131,305,5,21,19,6,15,21,14,18,31,9,10,21,12,12,20,4,3,11,54,47,100,47,34,84,81,55,134,45,44,97,66,71,137,58,59,109,45,63,104,76,75,155,55,71,120,55,33,88,81,57,133,45,40,87,31,50,78,31,47,85,31,54,89,40,24,64,31,26,52,37,37,77,72,18,98,134,46,185,339,67,406,75,100,174,116,98,214,104,126,225,783,765,1548,851,813,1664,837,849,1689,895,905,1799,827,894,1724,765,864,1630,9647,9909,19557,10177,9890,20062,10403,10217,20612
506031125,40,17,15,36,25,30,53,8,11,20,7,11,15,13,15,24,27,17,48,29,32,61,73,61,137,0,3,3,10,13,20,11,14,23,0,8,9,7,5,5,0,0,7,34,36,72,45,52,96,65,69,132,33,34,66,21,29,53,36,39,72,9,11,18,12,17,23,11,13,16,44,43,90,46,47,87,61,72,128,8,14,23,6,21,26,6,19,24,0,0,0,0,0,4,0,4,3,7,5,9,20,8,30,35,48,83,13,11,21,7,7,20,20,27,43,214,231,442,225,230,460,229,276,501,113,111,225,167,142,310,155,115,271,4999,5161,10155,4860,5131,9997,4957,5119,10078
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3
506031127,83,55,29,85,48,33,75,11,13,20,16,15,28,23,18,39,176,120,292,562,394,956,1040,924,1960,9,12,18,6,18,26,8,10,19,8,7,17,15,10,19,10,15,22,76,64,143,97,91,185,101,77,183,25,24,44,39,30,67,35,39,76,128,123,255,261,248,499,190,220,406,58,36,95,82,57,141,90,91,177,33,34,72,29,49,83,29,63,91,194,179,365,145,154,302,168,167,338,67,33,104,206,131,332,262,168,424,57,63,120,72,90,159,90,115,206,706,702,1406,853,855,1711,949,944,1891,646,465,1109,618,578,1199,750,668,1418,7745,7201,14951,9261,8794,18047,10539,10112,20655
506031128,53,25,26,54,32,20,52,10,11,16,9,12,19,11,10,28,28,14,41,65,33,101,108,65,172,9,11,20,10,10,24,19,16,35,5,3,7,0,0,4,4,0,3,21,20,43,49,42,91,44,39,83,19,24,34,20,28,45,23,30,58,28,33,59,40,58,94,35,38,75,68,57,120,57,56,118,65,71,128,3,21,30,11,33,47,13,47,57,14,11,23,13,17,33,17,22,39,29,18,51,59,34,91,50,33,78,22,35,57,22,28,53,34,45,78,253,263,513,327,300,625,319,335,658,225,192,421,322,278,603,282,274,555,6741,6797,13538,6904,6901,13806,6912,7080,13992
506031129,76,38,48,82,55,57,110,9,10,15,5,8,20,9,7,11,28,28,56,55,42,93,64,61,133,7,19,29,9,16,33,5,13,15,4,6,6,4,0,5,8,5,5,147,129,274,146,143,293,167,187,353,14,12,29,14,17,37,19,16,34,26,23,54,15,27,41,10,20,31,74,78,150,98,91,187,158,137,296,8,18,27,8,18,30,10,25,39,7,9,14,15,8,21,12,5,22,7,7,15,24,24,51,83,72,159,18,25,45,35,36,69,37,57,85,202,250,453,240,309,550,279,326,606,295,250,548,227,270,496,190,175,365,6354,6798,13153,6510,6973,13485,7037,7477,14518
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,5,0,5,16,5,19,17,6,25,12,0,16
506031131,41,40,39,77,49,40,93,5,10,20,17,8,21,15,13,26,90,64,154,83,71,158,99,92,189,12,23,37,15,26,38,26,30,51,3,5,3,0,0,0,0,0,0,88,90,180,134,140,270,162,158,318,31,42,67,38,55,92,33,40,73,24,22,48,19,19,38,11,15,27,125,134,260,149,155,305,253,260,513,20,30,48,9,30,43,10,35,45,5,9,12,6,4,8,12,11,23,37,32,68,61,57,117,96,84,178,31,26,57,24,36,67,57,49,103,281,287,567,341,373,711,432,475,909,196,146,338,236,230,462,254,222,474,8647,8751,17390,8967,9215,18187,9533,9731,19262
506041132,103,65,49,117,44,33,80,12,11,23,9,8,21,4,5,12,98,32,133,250,183,430,405,334,747,6,10,18,16,21,35,6,15,26,15,14,26,12,19,32,9,19,30,36,34,72,62,62,125,109,92,204,50,46,97,62,42,103,50,40,90,103,96,198,189,184,377,188,223,410,67,36,99,113,69,180,126,79,205,29,43,73,33,51,85,32,61,92,52,42,93,74,61,138,68,75,144,30,13,44,110,79,189,106,115,214,58,65,128,73,75,154,74,92,163,954,886,1846,1132,1011,2140,1281,1200,2477,676,523,1203,508,441,950,732,646,1379,9063,8547,17616,9812,9066,18875,10457,9823,20280
506041133,91,60,57,118,97,92,196,4,12,20,10,11,24,7,20,30,131,81,213,251,197,449,591,513,1105,3,12,19,12,18,27,15,17,30,15,20,35,18,21,38,20,22,44,60,46,107,90,89,174,119,112,226,49,61,110,50,55,110,48,54,102,28,51,74,50,70,120,46,67,120,121,136,255,227,236,461,296,325,618,8,40,48,13,38,48,25,37,60,8,7,16,16,14,31,15,8,28,42,59,101,119,106,221,184,168,350,34,44,80,58,60,116,73,73,142,558,559,1118,690,740,1431,734,813,1550,1308,438,1742,1381,401,1781,1385,501,1889,10566,9937,20510,11947,11119,23065,12425,11985,24415
506041134,24,48,37,85,62,45,106,4,7,8,6,4,9,4,8,9,61,45,105,125,103,231,148,143,290,3,6,12,5,11,15,5,12,16,20,16,33,6,8,11,19,14,30,6,6,11,34,31,65,38,31,71,38,36,76,26,30,46,29,34,61,31,53,85,147,153,300,205,224,428,37,30,71,160,103,266,176,148,317,19,37,65,28,46,75,23,70,93,4,5,3,8,3,10,10,17,31,25,13,33,68,75,145,131,110,241,9,12,24,26,35,59,40,54,92,480,474,954,838,806,1640,1062,1042,2099,870,784,1657,786,813,1602,778,760,1534,9512,9655,19172,10056,10226,20285,10477,10664,21146
506041135,30,44,42,79,78,69,151,11,12,24,8,8,17,19,15,29,26,28,57,149,133,284,226,203,432,4,7,8,3,14,12,3,12,17,0,3,6,5,6,8,5,8,12,14,19,29,61,59,119,64,72,137,22,31,51,30,36,67,42,41,85,18,28,46,74,77,157,106,118,229,31,38,70,128,133,256,159,184,340,12,18,33,14,33,50,17,44,65,3,6,13,14,12,26,14,18,34,18,15,32,102,77,178,222,234,460,13,8,24,22,30,53,25,34,57,341,363,704,722,745,1464,927,960,1887,316,220,544,379,331,714,453,406,859,7215,7317,14529,9608,9429,19041,10808,11062,21869
506041136,18,39,30,73,30,29,63,8,3,7,0,0,0,3,0,3,34,29,64,112,102,214,204,168,377,0,5,4,0,0,0,0,0,0,12,11,26,11,11,14,14,8,25,5,6,11,19,26,46,31,35,62,23,17,37,22,22,39,20,14,40,47,62,110,181,195,374,256,279,536,55,36,93,146,103,244,129,104,234,20,23,38,22,33,50,18,36,53,0,0,5,5,4,13,13,15,31,22,11,33,32,33,72,107,84,190,24,15,35,33,30,59,20,32,58,496,486,982,871,715,1589,1003,977,1979,430,389,818,456,400,859,583,546,1126,5979,5814,11798,7041,6610,13649,7590,7410,15005
506041137,62,43,37,77,57,43,104,12,20,26,11,15,27,9,17,26,68,32,104,148,110,254,225,188,410,3,7,17,8,10,17,13,20,34,6,6,13,8,10,15,4,3,10,19,14,35,18,18,36,33,44,70,50,47,91,39,44,81,42,42,84,80,76,159,122,131,256,101,100,198,46,42,90,104,92,196,125,104,233,28,62,87,25,75,95,37,74,109,32,23,52,28,17,43,30,27,59,27,32,63,104,74,180,201,156,358,44,51,95,52,75,127,65,93,155,612,621,1237,760,779,1545,806,880,1684,503,459,963,540,465,1009,560,500,1059,11410,11558,22967,11541,11613,23152,11726,11935,23665
