SA2_CODE_2021,UOL_Pe_ex_Da_C11_P,UOL_Pe_ex_Da_C16_M,UOL_Pe_ex_Da_C16_F,UOL_Pe_ex_Da_C16_P,UOL_Pe_ex_Da_C21_M,UOL_Pe_ex_Da_C21_F,UOL_Pe_ex_Da_C21_P,UOL_Portuguese_C11_M,UOL_Portuguese_C11_F,UOL_Portuguese_C11_P,UOL_Portuguese_C16_M,UOL_Portuguese_C16_F,UOL_Portuguese_C16_P,UOL_Portuguese_C21_M,UOL_Portuguese_C21_F,UOL_Portuguese_C21_P,UOL_Punjabi_C11_M,UOL_Punjabi_C11_F,UOL_Punjabi_C11_P,UOL_Punjabi_C16_M,UOL_Punjabi_C16_F,UOL_Punjabi_C16_P,UOL_Punjabi_C21_M,UOL_Punjabi_C21_F,UOL_Punjabi_C21_P,UOL_Russian_C11_M,UOL_Russian_C11_F,UOL_Russian_C11_P,UOL_Russian_C16_M,UOL_Russian_C16_F,UOL_Russian_C16_P,UOL_Russian_C21_M,UOL_Russian_C21_F,UOL_Russian_C21_P,UOL_Serbian_C11_M,UOL_Serbian_C11_F,UOL_Serbian_C11_P,UOL_Serbian_C16_M,UOL_Serbian_C16_F,UOL_Serbian_C16_P,UOL_Serbian_C21_M,UOL_Serbian_C21_F,UOL_Serbian_C21_P,UOL_Sinhalese_C11_M,UOL_Sinhalese_C11_F,UOL_Sinhalese_C11_P,UOL_Sinhalese_C16_M,UOL_Sinhalese_C16_F,UOL_Sinhalese_C16_P,UOL_Sinhalese_C21_M,UOL_Sinhalese_C21_F,UOL_Sinhalese_C21_P,UOL_Spanish_C11_M,UOL_Spanish_C11_F,UOL_Spanish_C11_P,UOL_Spanish_C16_M,UOL_Spanish_C16_F,UOL_Spanish_C16_P,UOL_Spanish_C21_M,UOL_Spanish_C21_F,UOL_Spanish_C21_P,UOL_Tagalog_C11_M,UOL_Tagalog_C11_F,UOL_Tagalog_C11_P,UOL_Tagalog_C16_M,UOL_Tagalog_C16_F,UOL_Tagalog_C16_P,UOL_Tagalog_C21_M,UOL_Tagalog_C21_F,UOL_Tagalog_C21_P,UOL_Tamil_C11_M,UOL_Tamil_C11_F,UOL_Tamil_C11_P,UOL_Tamil_C16_M,UOL_Tamil_C16_F,UOL_Tamil_C16_P,UOL_Tamil_C21_M,UOL_Tamil_C21_F,UOL_Tamil_C21_P,UOL_Thai_C11_M,UOL_Thai_C11_F,UOL_Thai_C11_P,UOL_Thai_C16_M,UOL_Thai_C16_F,UOL_Thai_C16_P,UOL_Thai_C21_M,UOL_Thai_C21_F,UOL_Thai_C21_P,UOL_Turkish_C11_M,UOL_Turkish_C11_F,UOL_Turkish_C11_P,UOL_Turkish_C16_M,UOL_Turkish_C16_F,UOL_Turkish_C16_P,UOL_Turkish_C21_M,UOL_Turkish_C21_F,UOL_Turkish_C21_P,UOL_Urdu_C11_M,UOL_Urdu_C11_F,UOL_Urdu_C11_P,UOL_Urdu_C16_M,UOL_Urdu_C16_F,UOL_Urdu_C16_P,UOL_Urdu_C21_M,UOL_Urdu_C21_F,UOL_Urdu_C21_P,UOL_Viet_C11_M,UOL_Viet_C11_F,UOL_Viet_C11_P,UOL_Viet_C16_M,UOL_Viet_C16_F,UOL_Viet_C16_P,UOL_Viet_C21_M,UOL_Viet_C21_F,UOL_Viet_C21_P,UOL_Other_C11_M,UOL_Other_C11_F,UOL_Other_C11_P,UOL_Other_C16_M,UOL_Other_C16_F,UOL_Other_C16_P,UOL_Other_C21_M,UOL_Other_C21_F,UOL_Other_C21_P,Lang_used_home_NS_C11_M,Lang_used_home_NS_C11_F,Lang_used_home_NS_C11_P,Lang_used_home_NS_C16_M,Lang_used_home_NS_C16_F,Lang_used_home_NS_C16_P,Lang_used_home_NS_C21_M,Lang_used_home_NS_C21_F,Lang_used_home_NS_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,5,8,7,4,14,10,0,8
501021012,3,3,10,14,11,10,17,0,0,0,0,5,5,0,7,9,0,0,0,14,12,23,22,17,34,0,0,0,0,0,0,3,5,6,4,0,4,0,0,0,0,0,0,0,0,3,4,8,4,3,3,10,8,7,21,11,14,22,19,8,27,0,3,3,9,16,28,19,35,50,0,0,0,4,5,7,5,10,15,0,13,13,3,14,15,9,23,28,0,0,0,0,0,0,0,0,0,5,0,5,3,6,8,8,5,9,4,4,4,3,4,7,4,16,17,124,117,239,133,144,283,187,171,353,213,165,372,384,346,733,368,288,652,5058,5182,10241,5782,5977,11758,6051,6273,12327
501021014,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,7,4,7,8,31,35,62,73,69,144,59,55,114,0,0,0,0,0,0,0,0,0,4,0,6,0,0,8,3,6,4,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,4,0,4,5,0,4,3,3,7,53,53,110,65,58,122,121,117,243,273,278,553,410,390,794,319,252,568,4278,4118,8393,4584,4376,8956,4758,4553,9309
501021015,0,0,5,8,5,6,7,4,4,9,0,4,4,0,0,4,4,0,6,15,10,20,20,25,42,0,0,0,0,3,5,3,5,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,5,3,7,8,3,16,26,17,47,39,47,88,24,39,65,0,0,0,0,5,6,0,0,3,5,6,10,6,6,9,4,15,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,6,5,17,25,13,18,26,103,103,206,68,77,145,65,65,125,210,168,377,233,214,445,179,168,345,3404,3487,6893,3362,3630,6991,3490,3703,7195
501021016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,13,11,25,10,11,17,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,26,6,14,25,20,13,36,75,55,133,227,231,459,185,160,346,1778,1809,3586,2073,2071,4150,2114,2120,4234
501021251,3,5,3,11,4,0,10,0,0,0,6,10,20,6,8,14,0,0,3,7,3,8,6,0,7,0,4,10,10,14,23,19,29,52,0,0,4,7,0,4,0,0,0,4,3,9,0,3,3,4,3,5,6,19,22,20,19,35,5,18,23,14,11,30,37,50,83,68,74,142,0,0,0,0,0,0,0,7,11,3,0,3,3,12,12,5,7,10,0,0,0,0,0,0,0,0,0,9,11,22,18,12,29,24,20,45,0,0,3,3,3,6,4,3,9,193,192,382,263,300,561,245,285,523,154,139,297,268,242,509,228,188,414,3506,3601,7110,4402,4593,8995,4743,5027,9770
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,3,6,0,0,0,0,3,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,8,8,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,15,25,44,23,26,48,44,31,79,54,41,101,72,50,122,62,31,91,1444,1448,2889,1475,1529,3007,1535,1510,3042
501021253,11,12,8,16,10,8,15,6,3,5,9,6,12,10,10,20,10,11,21,21,11,36,24,17,42,4,4,7,4,5,8,5,8,13,0,0,0,0,3,3,0,3,3,0,0,6,15,6,23,13,10,16,23,11,39,27,28,54,23,27,52,25,21,49,19,32,50,18,26,45,0,8,10,9,8,19,10,6,16,0,13,15,0,17,17,0,12,11,0,0,0,0,0,0,0,0,0,10,4,15,13,9,16,7,16,24,8,15,18,5,8,12,9,13,22,128,124,251,120,137,256,130,126,259,315,228,548,436,437,871,381,316,698,5828,5978,11804,5858,6295,12156,6157,6603,12760
501021254,3,4,0,4,0,0,0,5,0,0,0,0,0,0,9,10,0,0,0,5,0,7,4,5,7,8,6,10,4,6,10,5,5,13,0,4,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,6,0,3,5,8,3,10,16,18,30,20,25,46,12,20,32,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,0,6,11,0,0,0,0,0,0,0,0,0,3,0,3,3,6,7,0,0,0,0,4,4,5,10,11,5,8,13,47,44,96,68,64,135,45,57,107,233,216,447,210,216,428,211,190,404,2627,2677,5304,2525,2619,5142,2525,2594,5119
501031017,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,8,0,10,13,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,6,0,0,0,3,10,9,36,31,72,31,36,61,30,37,63,72,55,130,237,244,483,304,272,578,2907,3001,5910,3122,3236,6361,3503,3564,7068
501031018,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,3,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,4,0,0,6,5,5,8,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,12,6,7,16,9,10,17,29,24,60,28,31,58,43,44,89,129,75,204,255,269,523,208,168,381,2677,2644,5325,2905,2970,5871,3039,3112,6155
501031019,0,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,0,6,7,6,8,11,0,9,10,3,5,6,6,0,12,3,7,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,29,34,60,27,33,64,56,40,102,104,93,197,199,243,449,173,165,333,2700,2716,5418,2725,2818,5539,2710,2737,5447
501031020,3,0,0,0,0,0,0,0,0,0,0,7,8,0,3,0,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,13,0,3,4,0,3,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,34,38,70,26,30,54,54,47,101,127,87,217,253,219,475,270,255,525,2615,2413,5025,2625,2411,5039,2657,2539,5198
502011021,0,0,0,0,0,0,0,0,0,0,6,6,13,0,3,6,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,5,0,6,0,0,0,0,0,4,0,0,4,3,4,8,5,12,15,9,8,18,0,0,0,0,10,11,3,11,7,0,0,0,0,0,0,0,0,0,0,6,6,4,8,9,6,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,7,7,10,0,5,3,37,42,79,71,83,154,71,100,171,145,140,290,245,190,435,234,158,398,2774,2777,5550,3587,3502,7087,4250,4250,8498
502011022,0,3,0,3,0,0,0,3,0,6,5,0,9,3,0,0,0,0,0,5,5,9,4,3,10,0,3,9,8,5,11,3,4,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,4,3,5,6,10,0,7,13,6,12,19,10,15,25,0,0,0,0,0,0,0,0,0,3,12,19,7,20,27,13,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,9,63,68,131,81,96,180,66,90,156,202,151,350,286,238,524,274,159,436,3709,3725,7432,4375,4407,8785,4766,4903,9664
502011023,0,0,0,4,0,0,0,3,3,6,0,0,0,0,0,0,5,9,12,9,11,21,10,6,19,3,4,12,0,5,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,9,11,11,8,6,14,4,8,11,5,7,18,3,4,11,18,26,46,32,39,67,29,33,62,0,0,0,9,0,6,3,3,0,0,20,20,3,21,27,10,36,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,8,6,0,8,6,68,95,162,67,93,156,65,99,163,282,212,494,266,277,547,321,338,660,4818,5120,9937,4676,5179,9857,4621,5246,9869
502011024,7,19,16,35,14,16,23,6,8,11,10,11,16,15,18,35,6,4,3,19,12,29,17,14,29,5,6,11,13,14,18,10,11,24,8,5,10,3,5,11,3,9,10,0,0,0,3,3,6,3,4,4,12,11,24,15,16,32,11,16,27,9,15,24,5,11,22,15,40,61,0,0,3,0,0,5,0,0,0,14,24,35,10,30,47,13,44,60,3,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,4,8,9,18,12,23,35,164,160,325,185,203,391,200,221,419,482,396,873,604,532,1134,557,430,989,8343,8799,17142,8959,9575,18531,9525,10379,19905
502011025,4,13,15,33,3,6,10,0,0,3,6,4,4,4,6,8,3,6,10,27,21,47,33,32,65,0,0,0,3,7,12,3,5,7,0,0,0,0,0,0,0,0,0,5,7,14,26,23,48,9,3,10,9,8,15,9,12,20,10,9,19,19,24,47,34,40,78,30,44,74,0,0,0,0,0,10,0,4,4,5,14,16,12,17,30,14,30,38,3,0,3,0,0,4,0,0,0,0,0,0,17,9,32,12,12,27,4,0,8,5,3,8,5,11,16,70,56,134,86,98,189,86,100,188,351,295,640,426,423,846,529,556,1083,4150,4415,8571,4431,4663,9091,4858,5404,10256
502011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,9,14,5,8,13,3,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,3,16,9,25,29,39,68,39,36,73,178,145,316,213,164,378,281,183,467,2518,2400,4917,2946,2877,5816,3342,3257,6599
502011027,4,6,4,7,7,10,24,0,5,12,21,18,43,11,22,37,0,0,0,6,8,9,25,18,44,6,12,9,6,10,16,11,16,31,0,4,6,0,3,8,0,7,10,0,0,7,11,11,27,12,10,23,13,15,24,27,34,57,30,29,58,9,16,31,41,56,100,62,86,151,6,4,7,10,0,9,9,10,19,11,29,36,13,38,54,9,45,60,0,0,0,0,0,0,0,3,4,0,0,0,3,3,7,10,6,14,7,0,9,8,10,22,18,23,42,164,154,316,287,279,564,324,370,695,482,393,876,514,467,983,569,438,1003,6131,6358,12487,8642,9139,17780,10244,11014,21261
502011028,0,11,6,10,4,3,9,0,0,0,6,10,10,6,6,8,3,0,5,3,7,14,16,8,23,4,3,6,0,5,5,0,4,4,0,0,0,0,0,4,0,0,3,0,0,0,6,6,7,3,3,8,8,3,14,8,0,7,7,8,22,12,20,28,27,37,63,23,47,72,3,9,17,0,8,13,0,8,12,4,12,12,11,28,35,10,22,33,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,4,4,13,10,13,19,18,13,28,71,85,154,104,105,213,126,117,240,323,296,619,348,375,726,382,386,768,4414,4864,9278,4768,5400,10165,5338,5981,11323
502011029,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,8,0,0,0,7,4,14,10,13,19,21,21,40,0,0,0,7,3,6,0,0,0,0,6,6,5,8,14,4,8,16,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,9,7,37,34,70,48,58,106,54,67,128,240,209,445,444,375,822,409,385,799,4004,3974,7979,4769,4861,9627,5042,5219,10263
503011030,11,3,5,15,12,15,21,5,4,7,4,7,12,4,4,8,4,5,12,0,3,11,4,4,8,0,6,4,9,11,14,4,9,17,0,3,3,4,5,4,6,6,10,0,0,0,0,3,6,0,0,5,3,10,14,9,19,32,20,24,40,0,3,9,4,3,8,0,0,0,0,0,0,4,3,9,0,9,12,4,6,5,0,4,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,7,7,10,7,7,16,57,59,113,76,85,156,76,86,162,107,112,216,137,158,290,96,105,204,3126,3231,6355,3234,3375,6611,3351,3453,6805
