SA2_CODE_2021,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950over_REA,C16_950over_ST_HA,C16_950over_Co_ho_pr,C16_950over_Pe_no_sa_ho,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Co_ho_pr,C16_R_NS_Pe_no_sa_ho,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_Tot_Co_ho_pr,C16_Tot_Pe_no_sa_ho,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_Tot_Tot,C21_1_74_REA,C21_1_74_ST_HA,C21_1_74_Co_ho_pr,C21_1_74_Per_no_sa_ho,C21_1_74_Oth_land_typ,C21_1_74_LLT_NS,C21_1_74_Tot,C21_75_99_REA,C21_75_99_ST_HA,C21_75_99_Co_ho_pr,C21_75_99_Pe_no_sa_ho,C21_75_99_Oth_lan_typ,C21_75_99_Lan_type_ns,C21_75_99_Tot,C21_100_149_REA,C21_100_149_ST_HA,C21_100_149_Co_ho_pr,C21_100_149_Pe_no_sa_ho,C21_100_149_Ot_lan_ty,C21_100_149_Lan_typ_ns,C21_100_149_Tot,C21_150_199_REA,C21_150_199_ST_HA,C21_150_199_Co_ho_pr,C21_150_199_Pe_no_sa_ho,C21_150_199_Ot_lan_ty,C21_150_199_Lan_ty_ns,C21_150_199_Tot,C21_200_224_REA,C21_200_224_ST_HA,C21_200_224_Co_ho_pr,C21_200_224_Pe_no_sa_ho,C21_200_224_Ot_lan_ty,C21_200_224_Lan_ty_ns,C21_200_224_Tot,C21_225_274_REA,C21_225_274_ST_HA,C21_225_274_Co_ho_pr,C21_225_274_Pe_no_sa_ho,C21_225_274_Ot_la_typ,C21_225_274_Lan_ty_ns,C21_225_274_Tot,C21_275_349_REA,C21_275_349_ST_HA,C21_275_349_Co_ho_pr,C21_275_349_Pe_no_sa_ho,C21_275_349_Ot_lan_ty,C21_275_349_Lan_ty_ns,C21_275_349_Tot,C21_350_449_REA,C21_350_449_ST_HA,C21_350_449_Co_ho_pr,C21_350_449_Pe_no_sa_ho,C21_350_449_Ot_lan_ty,C21_350_449_Lan_ty_ns,C21_350_449_Tot,C21_450_549_REA,C21_450_549_ST_HA,C21_450_549_Co_ho_pr,C21_450_549_Pe_no_sa_ho,C21_450_549_Oth_lan_typ,C21_450_549_Lan_ty_ns,C21_450_549_Tot,C21_550_649_REA,C21_550_649_ST_HA,C21_550_649_Co_ho_pr,C21_550_649_Pe_no_sa_ho,C21_550_649_Ot_lan_ty,C21_550_649_Lan_ty_ns,C21_550_649_Tot,C21_650_749_REA,C21_650_749_ST_HA,C21_650_749_Co_ho_pr,C21_650_749_Pe_no_sa_ho,C21_650_749_Oth_lan_typ,C21_650_749_LLT_NS,C21_650_749_Tot,C21_750_849_REA,C21_750_849_ST_HA,C21_750_849_Co_ho_pr,C21_750_849_Pe_no_sa_ho,C21_750_849_Oth_lan_typ,C21_750_849_LLT_NS,C21_750_849_Tot,C21_850_950_REA,C21_850_949_ST_HA,C21_850_949_Co_ho_pr,C21_850_949_Pe_no_sa_ho,C21_850_949_Oth_lan_typ,C21_850_949_LLT_NS,C21_850_949_Tot,C21_950over_REA,C21_950over_ST_HA,C21_950over_Co_ho_pr,C21_950over_Pe_no_sa_ho,C21_950over_Oth_lan_typ,C21_950over_LLT_NS,C21_950over_Tot,C21_R_NS_REA,C21_R_NS_ST_HA,C21_R_NS_Co_ho_pr,C21_R_NS_Pe_no_sa_ho,C21_R_NS_Oth_lan_typ,C21_R_NS_Land_typ_ns,C21_Rent_not_statd_Tot,C21_Tot_REA,C21_Tot_ST_HA,C21_Tot_Co_ho_pr,C21_Tot_Pe_no_sa_ho,C21_Tot_Oth_lan_typ,C21_Tot_LLT_NS,C21_Tot_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,0,0,0,0,0,0,0,0,0,0,8,6,0,11,8,0,21,536,36,10,291,41,6,917,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,5,0,0,21,5,10,0,4,0,0,18,6,7,3,27,0,0,44,18,0,0,31,3,0,55,143,4,0,100,9,0,264,297,0,3,87,9,0,393,55,0,0,10,6,0,74,13,0,0,4,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,21,19,4,47,550,39,9,287,49,3,939
501021014,0,0,0,0,0,0,0,0,0,0,5,3,0,14,4,0,23,241,108,11,305,56,4,732,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,34,6,16,8,5,63,3,12,7,33,13,0,72,21,11,3,41,18,0,90,41,6,5,68,29,3,148,110,7,0,98,15,0,231,71,0,3,52,12,0,140,8,0,0,5,0,0,13,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,14,14,4,44,259,88,27,330,113,11,823
501021015,0,0,0,0,0,0,0,0,0,3,5,4,0,13,3,3,28,395,86,14,250,40,5,791,0,0,0,0,4,0,3,0,5,0,0,4,0,9,9,26,0,13,0,0,54,4,27,19,16,4,0,55,6,9,0,25,0,0,43,61,16,3,48,4,0,133,180,10,7,91,6,0,288,153,0,3,54,6,0,215,18,0,0,3,0,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,5,6,3,7,5,3,32,437,93,38,262,31,3,861
501021016,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,13,115,29,3,110,17,0,277,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,5,3,0,14,0,3,0,7,0,0,20,10,0,0,18,7,0,33,21,3,4,26,8,0,63,36,3,3,28,10,0,76,25,0,0,5,6,3,30,3,0,0,3,0,0,4,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,26,90,24,10,110,48,7,284
501021251,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,19,482,152,42,153,9,3,853,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,49,15,0,0,0,60,0,36,34,5,0,0,83,3,16,8,8,0,0,35,5,22,6,17,0,0,50,77,8,0,58,3,0,145,337,0,0,79,6,5,432,58,0,0,16,0,0,72,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,4,9,10,3,48,510,140,71,190,21,10,947
501021252,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,21,0,0,23,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,8,3,0,0,0,0,0,9,4,0,0,3,0,0,4,12,0,0,5,0,0,13,12,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,33,0,0,29,0,0,62
501021253,0,0,0,0,0,0,0,0,0,3,16,7,4,15,8,0,50,920,71,64,481,57,21,1611,0,0,0,0,0,0,0,0,8,4,4,5,0,13,3,27,13,12,3,0,55,19,15,49,28,17,7,131,40,15,9,29,5,0,100,123,9,3,83,13,0,237,385,0,0,177,15,0,574,320,0,0,97,7,0,429,93,0,0,20,3,0,117,37,0,0,5,0,0,39,13,0,0,3,0,0,15,3,0,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,3,21,3,4,21,15,4,64,1066,76,79,488,81,12,1804
501021254,0,0,0,0,0,0,0,0,0,4,6,19,0,4,0,0,26,338,307,5,149,35,4,848,0,11,0,0,0,0,14,0,15,0,0,0,0,13,0,98,5,5,0,0,108,14,53,5,6,0,0,83,39,22,7,20,3,0,83,92,21,3,38,3,0,163,129,15,3,69,5,0,228,64,4,0,17,0,0,87,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,4,3,0,30,357,247,22,164,19,7,823
501031017,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,20,155,48,9,180,42,0,441,0,0,0,3,11,0,22,0,5,0,0,0,0,6,3,18,0,15,0,0,35,11,13,11,21,5,0,57,16,4,3,17,9,0,47,20,11,6,29,9,0,70,66,6,0,43,7,0,115,46,0,0,23,0,0,71,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,19,0,40,170,53,18,173,57,5,478
501031018,0,0,0,0,0,0,4,0,0,4,0,3,0,4,0,3,16,100,33,7,159,23,3,330,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,7,0,12,0,0,26,0,9,3,20,4,0,35,3,0,0,20,0,0,29,16,0,0,27,3,0,49,41,8,0,46,3,0,95,42,0,0,22,3,0,63,7,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,20,3,0,29,111,27,6,176,28,5,357
501031019,0,0,0,0,0,0,0,0,0,3,9,0,4,4,5,0,28,274,129,25,147,33,4,620,0,12,3,5,4,0,19,0,5,0,0,0,0,9,13,53,5,10,4,0,81,35,18,18,31,17,0,120,40,8,9,16,6,0,76,48,20,0,30,11,0,109,95,11,0,38,6,0,146,55,5,0,13,0,0,72,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,3,0,29,301,131,32,151,51,8,672
501031020,0,0,0,0,0,0,0,0,0,0,6,0,0,20,11,0,38,136,28,8,144,55,5,377,0,0,0,6,9,0,16,0,0,0,0,0,0,3,0,5,3,11,4,0,28,18,0,9,24,7,0,65,12,3,0,14,6,0,37,25,3,6,20,5,0,57,36,6,5,34,0,0,83,10,0,0,10,0,0,20,4,0,0,6,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,7,4,0,13,0,0,0,16,21,0,40,119,27,16,147,58,0,376
502011021,0,0,0,5,0,0,0,0,0,5,4,0,0,8,0,0,12,269,16,7,140,25,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,13,7,9,9,9,3,0,33,3,3,0,5,6,0,20,16,4,3,20,0,0,37,67,0,0,37,0,0,107,104,0,0,42,4,0,148,43,0,0,13,5,0,61,4,0,0,4,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,18,258,16,13,149,17,4,458
502011022,0,0,0,3,0,0,0,0,0,3,3,0,3,9,0,0,19,515,5,5,272,19,3,823,0,0,0,5,0,0,5,0,0,0,0,0,0,4,5,0,3,10,0,0,16,13,3,4,19,0,0,42,13,0,0,32,0,0,43,47,3,0,45,6,0,99,180,0,0,101,3,0,290,160,0,0,49,0,0,208,71,0,0,7,4,0,83,12,0,0,3,0,0,15,4,0,0,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,18,3,3,30,509,12,3,296,32,0,848
502011023,0,0,0,0,0,0,0,0,0,0,5,5,0,6,8,0,21,423,134,31,285,28,3,906,0,8,0,0,0,0,11,0,8,0,4,0,0,14,3,36,3,13,5,0,60,0,32,6,16,3,0,60,13,14,8,26,0,0,58,84,19,4,62,4,0,177,247,6,4,119,11,5,385,81,0,3,50,4,0,145,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,24,5,3,49,442,128,27,315,34,9,963
502011024,0,0,0,0,0,0,0,0,0,5,14,0,0,13,5,0,36,919,42,43,411,42,19,1466,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,19,9,0,29,34,10,14,14,10,0,81,16,4,5,22,7,0,51,78,0,0,46,3,0,130,290,6,5,131,13,0,443,397,3,29,116,24,0,573,130,0,3,27,0,0,163,25,0,0,4,0,0,36,10,0,0,3,0,0,7,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,11,16,3,4,18,11,6,55,1006,30,58,411,68,13,1585
502011025,0,0,0,3,0,0,4,0,0,5,9,16,0,14,4,3,51,1092,299,24,472,80,23,1993,4,7,0,5,3,0,21,0,20,3,0,0,0,19,10,101,8,13,0,0,139,67,70,30,40,4,0,214,90,23,6,57,10,4,185,361,9,7,138,22,5,541,515,4,11,161,16,4,707,198,10,9,57,13,0,276,54,5,3,20,5,0,81,28,0,0,6,0,0,36,5,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,8,20,6,7,87,1341,266,98,523,82,20,2327
502011026,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,12,269,0,0,151,38,5,456,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,0,0,18,3,0,28,15,0,0,19,5,0,36,23,0,0,30,4,0,54,140,0,0,38,8,0,185,105,0,0,34,6,0,141,30,0,0,6,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,14,5,0,17,316,0,0,159,27,4,514
502011027,0,0,0,0,0,0,0,0,0,0,6,3,0,12,3,4,30,782,93,54,349,25,3,1308,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,13,22,8,0,0,51,8,17,12,19,0,0,55,5,6,8,24,0,0,40,19,12,31,39,5,0,106,236,5,6,121,6,4,369,530,4,0,141,12,0,687,122,0,0,35,0,0,148,18,0,0,5,0,0,28,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,5,12,3,3,42,959,59,81,401,37,13,1554
502011028,0,0,0,4,0,0,0,0,0,5,6,12,4,9,0,0,30,567,208,51,327,20,6,1180,0,6,0,0,0,0,8,0,4,4,0,0,0,7,4,66,24,3,0,5,99,12,60,52,10,0,0,133,28,30,18,27,0,0,101,127,26,8,97,10,3,266,255,3,5,102,7,0,372,202,7,3,59,8,0,273,31,0,0,6,0,0,43,11,0,0,3,0,0,22,5,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,4,13,12,3,18,0,4,50,691,206,114,337,30,11,1398
502011029,0,0,0,0,0,0,0,0,0,3,3,6,0,6,9,0,28,323,80,19,222,54,0,693,0,4,0,3,4,0,11,0,3,0,0,9,0,7,0,10,5,15,4,0,44,9,14,7,15,10,0,54,7,8,0,29,12,3,61,41,5,0,49,14,0,106,124,3,0,72,3,0,207,86,0,0,43,7,0,144,12,0,0,7,0,0,25,8,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,4,10,10,4,34,291,63,23,261,68,3,707
503011030,0,0,26,52,0,0,22,0,0,73,4,0,0,0,0,0,6,169,0,7,89,6,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,3,0,0,10,13,0,0,7,0,0,25,20,0,0,10,0,0,34,25,0,0,11,0,0,37,27,0,0,5,4,0,33,20,0,0,4,0,0,21,58,0,0,13,0,0,66,0,0,0,0,0,0,10,174,0,5,64,5,0,247
503011031,0,0,33,64,0,0,17,0,0,78,12,6,0,9,4,3,27,632,73,13,262,21,0,1000,0,10,0,4,0,0,13,0,8,0,0,0,0,8,0,34,3,10,0,0,46,6,3,5,11,0,0,25,12,5,3,7,0,0,26,37,4,0,18,0,0,56,92,4,0,45,0,0,139,190,0,0,56,0,0,252,180,0,0,43,0,0,228,140,0,0,23,0,0,168,73,0,0,16,5,0,89,35,0,0,14,0,0,53,33,0,0,5,0,0,40,79,0,0,13,0,0,94,10,3,0,23,6,0,39,883,71,12,286,15,3,1264
503011032,0,0,45,103,0,0,31,0,0,135,4,0,0,3,0,0,13,495,0,0,261,8,3,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,7,3,0,0,8,0,0,16,5,0,0,10,0,0,12,37,0,0,26,0,0,62,75,0,0,41,0,0,116,100,0,0,45,0,0,142,55,0,0,32,0,0,86,45,0,0,22,0,0,66,46,0,0,7,0,0,51,33,0,0,6,0,0,42,139,0,0,32,0,0,170,8,0,0,14,0,0,22,540,5,0,240,8,3,800
503011033,0,0,16,27,0,0,8,0,0,30,0,0,0,8,0,0,12,183,0,0,116,3,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,8,4,0,0,10,0,0,19,14,0,0,13,0,0,31,44,0,0,23,0,0,71,48,0,0,17,0,0,67,36,0,0,9,0,0,45,22,0,0,3,0,0,26,24,0,0,6,0,0,26,36,0,0,9,0,0,39,7,0,0,3,3,0,14,249,0,0,98,7,0,355
