POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6567,185,169,357,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,18,39,0,0,0,0,0,0,0,0,0,0,0,0,17,23,41,5,0,5,0,0,0,29,21,50,47,34,85,259,227,485
POA6568,98,83,183,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,3,11,13,3,18,111,94,208
POA6569,119,97,215,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,0,0,0,0,0,0,8,7,19,18,18,37,144,125,270
POA6571,25,21,50,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,8,5,5,5,32,33,67
POA6572,23,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,4,3,8,28,33,62
POA6574,29,30,55,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,6,6,5,0,0,0,28,34,64
POA6575,45,31,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,6,7,7,11,16,54,46,104
POA6603,456,405,855,32,28,62,0,0,0,0,0,0,0,0,0,0,0,0,29,35,68,0,0,0,0,0,0,0,0,0,0,0,0,35,40,71,4,0,4,0,0,0,71,68,141,63,42,95,585,509,1093
POA6605,19,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,25,15,41
POA6606,60,57,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,9,4,12,3,0,9,75,58,133
POA6608,58,44,102,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,7,12,18,16,33,77,69,150
POA6609,318,303,615,21,23,41,0,0,0,0,0,0,0,0,5,0,0,3,20,13,36,0,0,0,0,0,0,0,0,0,0,0,0,26,17,41,5,3,8,3,0,3,51,42,98,70,57,128,436,405,840
POA6612,62,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,4,11,16,16,14,27,80,78,162
POA6613,29,20,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,20,54
POA6614,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,20
POA6616,17,18,29,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,12,22,28,31,61
POA6620,173,119,290,12,10,16,0,0,0,0,0,0,0,0,0,0,0,0,16,11,31,0,0,0,0,0,3,0,0,0,0,0,0,25,14,38,0,0,0,0,0,0,34,22,57,124,47,166,327,189,516
POA6623,190,179,367,19,17,34,0,4,4,0,0,0,0,0,0,3,0,3,16,14,31,0,0,0,0,0,0,0,0,0,0,0,0,14,21,35,0,0,0,0,0,0,32,33,68,64,67,134,281,280,564
POA6625,30,21,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,3,0,0,0,32,24,55
POA6627,33,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8,0,0,0,34,20,57
POA6628,11,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,7,23
POA6630,161,158,324,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,17,12,30,0,0,0,0,0,0,0,0,0,0,0,0,20,15,32,0,0,0,0,0,0,27,20,48,50,57,108,245,233,481
POA6631,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13
POA6632,32,26,57,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,5,6,10,0,0,0,36,27,63
POA6635,114,73,178,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,13,30,0,0,0,0,0,0,0,0,0,0,0,0,20,13,30,7,0,4,3,0,3,29,13,42,116,32,151,253,121,379
POA6638,143,118,264,4,4,4,0,0,0,0,0,0,0,0,8,0,0,0,19,21,42,0,0,0,0,0,0,4,0,4,0,0,0,26,23,46,0,0,0,0,0,0,34,27,60,183,140,322,365,287,648
POA6639,35,23,56,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,4,0,0,0,10,9,20,24,9,37,70,37,109
POA6640,101,52,152,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,15,3,19,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25,0,0,0,0,0,0,26,12,34,18,14,32,147,73,215
POA6642,400,274,673,13,15,30,4,4,4,0,4,6,6,5,10,0,3,8,72,46,122,0,0,0,3,7,11,0,0,0,0,0,0,97,65,162,5,0,5,0,0,0,114,82,200,189,119,310,707,477,1188
POA6646,174,116,294,3,9,7,0,0,0,5,0,5,3,0,3,0,0,0,36,12,47,0,0,3,3,0,3,0,0,0,0,0,0,44,13,54,0,0,0,0,0,0,52,22,74,121,43,166,345,187,534
POA6701,1808,1705,3510,142,121,265,6,14,20,8,9,18,16,15,28,3,5,8,160,167,331,0,5,6,7,4,14,0,0,0,0,0,0,203,219,419,21,17,34,6,10,14,373,367,735,508,430,942,2697,2497,5188
POA6705,69,49,117,0,4,8,0,0,0,0,3,4,0,3,0,0,0,0,10,16,21,0,0,0,6,0,4,0,0,0,0,0,0,17,15,33,0,0,0,0,0,0,16,20,37,8,0,13,89,77,164
POA6707,1055,969,2026,133,133,263,13,17,27,7,4,16,15,13,26,3,6,15,137,155,289,0,0,0,4,3,9,0,0,0,0,0,0,179,198,381,18,16,33,13,8,21,340,353,697,186,131,311,1581,1453,3033
POA6710,278,256,537,25,23,50,6,0,3,4,4,9,3,4,11,0,3,7,60,52,116,0,0,0,0,0,0,0,0,0,0,0,0,80,66,142,0,0,0,0,0,0,105,85,193,93,93,185,476,436,917
POA6712,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,42,43,7,45
POA6713,490,437,927,39,32,73,3,0,3,0,0,3,0,6,8,0,0,0,62,63,125,0,0,0,0,0,3,0,0,0,0,4,0,70,72,146,0,5,5,0,0,0,111,108,217,63,71,129,658,611,1274
POA6714,5744,5031,10767,863,865,1726,37,36,72,60,41,102,85,63,147,31,27,56,660,659,1317,8,6,11,20,20,42,5,4,6,0,0,0,909,852,1762,64,67,131,47,31,85,1885,1813,3700,1728,1188,2918,9358,8038,17394
POA6716,363,242,604,16,7,19,6,4,11,4,7,14,13,8,18,0,4,8,125,87,212,0,0,0,0,0,6,0,0,0,0,0,0,150,112,263,8,4,11,5,0,0,172,124,293,111,52,159,643,413,1057
POA6718,286,268,550,31,36,69,0,0,0,0,0,3,0,0,0,0,0,0,34,39,80,0,0,0,0,0,0,0,0,0,0,0,0,37,42,79,0,0,0,4,4,7,77,78,154,220,41,260,578,390,969
POA6720,795,608,1401,89,75,172,4,0,9,5,0,7,13,9,22,0,0,0,104,102,212,0,0,0,0,0,0,0,0,0,0,0,0,125,124,251,3,7,5,0,0,0,224,200,422,252,167,414,1263,980,2242
POA6721,1393,1243,2634,165,148,307,21,22,41,16,16,28,46,40,86,10,5,13,280,267,547,0,0,5,9,6,12,0,0,0,0,0,0,379,358,737,16,14,25,0,3,8,555,519,1073,306,277,580,2253,2036,4292
POA6722,3667,3314,6980,501,545,1049,43,27,70,32,42,77,75,62,133,8,10,23,422,438,856,6,8,20,20,10,25,3,0,4,0,0,0,618,588,1210,37,34,74,22,15,40,1176,1193,2368,993,768,1763,5842,5268,11109
POA6725,3594,3687,7285,364,420,786,37,56,95,40,43,85,41,73,112,8,9,24,366,457,824,3,7,9,21,31,42,4,0,7,0,0,0,520,677,1199,26,38,68,28,29,54,936,1166,2097,881,802,1676,5411,5654,11059
POA6726,1893,1965,3852,177,257,433,19,22,42,21,24,42,22,23,45,6,9,11,187,238,426,0,0,0,10,18,26,0,0,0,0,0,0,259,333,598,4,11,23,16,14,33,460,612,1078,365,369,737,2716,2950,5667
POA6728,1741,1713,3452,122,136,257,10,7,20,10,13,24,17,17,37,7,5,12,125,135,264,0,0,0,11,11,21,0,0,0,0,0,0,184,193,372,10,9,21,4,8,11,324,340,661,641,531,1172,2710,2584,5289
POA6740,523,508,1033,32,37,68,3,0,3,0,4,8,6,0,4,0,0,0,39,37,75,0,0,4,12,3,10,0,0,0,0,0,0,62,46,105,4,0,8,3,0,3,99,83,182,143,102,247,758,698,1460
POA6743,2010,2074,4086,201,240,439,21,25,48,29,36,62,40,48,84,4,10,11,178,228,405,0,3,5,24,31,52,0,0,0,0,0,0,300,377,675,29,19,50,17,14,27,550,642,1194,550,541,1096,3111,3259,6376
POA6751,1430,1032,2464,93,91,179,6,5,12,5,9,12,20,12,29,4,3,6,276,207,485,0,0,0,16,13,19,0,0,0,0,0,0,331,251,578,9,6,17,5,0,5,437,343,780,462,245,711,2328,1623,3954
POA6753,2249,1595,3849,196,217,419,28,20,49,23,16,40,49,48,97,16,3,22,396,297,697,3,0,7,14,4,18,0,0,0,0,0,0,529,397,923,29,29,54,13,10,19,764,649,1416,973,437,1409,3994,2681,6674
POA6754,422,302,728,42,47,89,3,0,3,0,4,4,6,3,10,0,0,0,78,88,170,0,0,0,0,0,4,0,0,0,0,0,0,96,96,193,4,6,5,0,0,0,138,150,293,188,98,282,751,553,1301
POA6758,424,105,525,4,5,6,7,0,5,5,0,5,8,4,12,0,0,0,95,30,126,0,0,0,0,0,0,0,0,0,0,0,0,112,35,145,3,3,9,0,0,0,118,35,160,394,73,469,940,219,1158
POA6760,335,166,501,10,8,11,9,0,8,4,0,4,11,6,12,0,0,0,66,35,99,0,0,0,0,0,0,0,0,0,0,0,0,90,37,126,4,4,7,0,0,0,101,47,149,224,44,274,661,259,925
POA6762,272,113,383,4,0,9,4,0,6,3,0,3,0,0,8,3,0,3,69,27,95,0,0,0,0,0,0,0,0,0,0,0,0,77,32,112,3,0,3,0,0,0,86,34,123,129,13,142,491,163,652
POA6765,597,640,1238,53,48,105,8,3,12,0,5,4,6,11,12,0,0,0,61,61,119,0,0,0,0,7,8,0,0,0,0,0,0,76,86,165,3,5,4,0,4,6,134,144,279,72,71,138,801,854,1653
POA6770,1145,1186,2331,66,68,132,3,0,7,5,6,9,17,16,25,0,0,0,68,92,156,6,4,6,19,8,26,0,0,0,0,0,0,111,127,241,3,5,13,3,4,5,185,206,389,207,166,375,1539,1564,3101
