POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA6032,77,67,145,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,0,0,0,0,0,0,0,0,0,0,0,0,8,14,23,0,0,0,0,0,0,14,15,28,12,9,19,94,93,185
POA6033,200,175,375,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,15,32,0,0,0,0,0,0,0,0,0,0,0,0,13,15,32,0,0,4,0,0,0,15,19,34,17,14,39,236,209,444
POA6034,1306,1427,2734,44,74,118,9,3,13,8,5,13,9,4,11,3,3,6,235,245,483,4,4,3,0,0,0,0,0,0,0,0,0,263,268,526,14,8,21,4,3,7,324,347,674,115,86,203,1741,1860,3606
POA6035,4245,4448,8697,154,165,318,16,14,26,23,29,54,30,29,56,6,7,9,421,511,930,3,4,3,4,7,9,8,5,11,0,0,0,509,596,1106,49,49,96,11,11,25,723,820,1538,343,283,632,5310,5552,10863
POA6036,6767,7204,13969,298,374,666,20,25,44,27,31,55,23,29,52,8,3,20,729,827,1557,3,4,8,3,0,5,0,4,5,0,0,0,816,933,1750,61,72,132,27,23,51,1200,1395,2600,411,293,708,8386,8897,17280
POA6037,1499,1448,2942,42,54,98,8,9,18,9,4,10,4,10,15,0,0,0,190,183,373,0,0,0,9,6,13,5,0,4,0,0,0,219,212,433,13,5,19,6,0,6,276,277,559,168,119,288,1945,1841,3789
POA6038,3715,4043,7758,154,209,364,15,23,35,14,19,30,25,29,53,5,6,14,576,674,1245,5,0,4,4,0,6,0,0,0,0,0,0,646,750,1391,21,41,66,12,13,25,828,1015,1843,231,147,381,4779,5206,9984
POA6041,627,594,1219,13,20,31,0,3,7,0,3,4,9,7,16,0,0,0,71,93,165,0,0,0,0,0,0,0,0,0,0,0,0,82,108,188,3,4,8,0,4,8,104,129,236,83,58,143,816,783,1594
POA6042,37,29,67,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,10,4,19,0,0,0,0,0,0,11,5,21,15,7,26,68,45,107
POA6043,91,92,178,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,17,7,18,0,0,0,0,0,0,0,0,0,0,0,0,14,7,22,0,0,0,0,0,0,16,7,30,11,7,17,122,108,233
POA6044,489,440,924,34,41,73,0,3,5,3,3,9,3,0,6,0,0,0,55,51,104,0,0,0,0,0,0,0,0,0,0,0,0,58,61,125,16,30,41,3,0,9,115,127,245,70,53,123,676,622,1295
POA6050,6007,6403,12413,137,176,316,23,42,69,51,70,119,31,24,54,9,8,21,818,893,1707,5,0,9,10,7,18,6,13,17,0,0,0,947,1056,2005,76,76,152,14,14,26,1182,1321,2502,384,330,713,7571,8057,15630
POA6051,4928,4801,9730,200,199,400,26,33,60,32,30,63,28,17,42,10,7,14,837,930,1768,0,7,3,6,5,10,0,0,0,0,0,0,937,1022,1965,62,73,138,21,31,53,1221,1323,2546,409,354,761,6563,6476,13039
POA6052,4577,4867,9446,117,131,249,12,12,20,36,25,64,10,7,15,10,6,9,529,558,1092,0,3,3,0,4,3,0,5,0,0,0,0,588,621,1212,27,41,71,6,11,17,745,805,1548,216,192,404,5534,5869,11404
POA6053,6122,6434,12559,136,161,295,26,18,48,18,15,36,24,20,38,8,9,12,652,710,1366,4,0,6,0,8,10,3,0,9,0,0,0,731,793,1522,29,40,70,18,18,31,909,1004,1915,336,277,610,7368,7716,15085
POA6054,8391,8808,17200,196,220,416,19,15,30,29,26,50,18,20,40,3,0,6,857,874,1727,0,0,0,10,8,14,0,0,0,0,0,0,939,930,1868,53,59,111,17,16,34,1209,1226,2430,651,505,1150,10246,10531,20782
POA6055,12875,12867,25751,185,199,375,49,43,87,48,57,106,51,38,93,15,12,31,1729,1809,3541,8,7,14,13,16,22,0,0,0,0,0,0,1913,1983,3894,107,117,222,38,33,71,2237,2327,4562,662,709,1363,15775,15905,31678
POA6056,16197,16567,32767,333,370,700,45,46,91,33,39,78,42,43,87,9,15,23,1926,2102,4023,6,12,15,17,13,33,0,0,0,0,0,0,2080,2267,4344,109,114,225,74,59,129,2595,2803,5404,1376,1184,2556,20171,20559,40724
POA6057,6783,6920,13700,193,229,417,8,4,7,8,13,20,11,10,25,4,0,0,707,747,1451,0,4,7,5,5,12,0,0,0,0,0,0,743,789,1525,30,40,71,21,19,36,980,1073,2054,413,327,740,8173,8324,16496
POA6058,5361,5421,10779,135,159,299,14,8,18,7,16,19,11,7,22,0,4,4,521,532,1056,0,0,0,6,3,11,0,5,5,0,0,0,561,568,1124,29,27,59,18,22,47,744,782,1525,370,311,683,6477,6513,12987
POA6059,9696,10503,20199,155,162,324,22,22,46,41,35,78,25,22,48,4,0,5,1043,1059,2100,5,3,9,8,5,15,0,0,0,0,0,0,1148,1151,2296,84,80,163,16,20,36,1402,1419,2819,462,449,907,11557,12368,23924
POA6060,9321,10430,19744,266,294,556,39,46,81,62,56,118,39,37,78,12,16,30,1450,1619,3064,9,4,12,4,0,3,9,4,7,0,0,0,1620,1781,3402,87,117,210,29,22,49,2002,2209,4214,623,576,1195,11945,13217,25162
POA6061,16021,16338,32361,502,502,1003,64,57,118,79,60,139,33,49,78,11,10,20,1848,1926,3774,11,10,21,21,15,38,3,5,9,0,0,0,2066,2131,4200,186,176,367,63,45,107,2818,2857,5670,1584,1451,3032,20420,20642,41059
POA6062,14042,14328,28369,328,342,675,30,29,60,30,32,69,15,22,41,7,8,20,1470,1423,2896,5,5,10,5,8,9,0,4,4,0,0,0,1568,1534,3103,104,88,193,42,35,80,2039,1996,4034,747,610,1355,16832,16931,33764
POA6063,6404,6277,12687,133,139,264,9,8,21,9,14,22,11,14,20,3,5,14,526,515,1047,0,0,0,3,0,4,0,0,0,0,0,0,569,563,1130,54,70,120,14,5,26,771,775,1540,338,307,649,7512,7358,14872
POA6064,13073,13252,26324,153,147,300,18,16,32,35,22,55,5,19,26,5,3,11,1111,1115,2226,6,9,13,11,0,14,3,0,3,0,0,0,1195,1179,2375,77,88,164,40,31,72,1468,1441,2910,762,718,1478,15296,15404,30709
POA6065,28476,29674,58152,527,558,1083,55,68,122,54,68,124,43,45,90,22,22,37,2527,2730,5254,15,10,19,14,19,27,4,4,4,5,0,4,2728,2961,5692,164,184,350,65,46,106,3483,3750,7232,1238,894,2133,33199,34317,67516
POA6066,7982,8112,16093,128,128,254,9,13,19,10,12,19,11,12,24,5,5,11,492,505,998,0,3,4,7,0,12,0,0,0,0,0,0,536,559,1093,53,52,109,27,22,45,745,761,1505,363,299,662,9097,9164,18263
POA6067,9,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,10,6,14,0,0,3,21,28,45
POA6068,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10
POA6069,18362,19231,37594,517,579,1092,51,57,104,75,70,147,58,60,114,16,10,29,1967,2248,4210,8,7,20,13,8,18,10,16,26,0,0,0,2190,2482,4673,115,123,239,63,46,108,2885,3227,6118,1082,877,1957,22331,23338,45666
POA6070,1590,1603,3192,20,22,40,5,0,5,5,3,7,10,7,15,0,0,0,123,159,279,0,0,0,0,0,0,0,0,0,0,0,0,139,171,309,12,4,21,3,0,6,173,198,374,60,66,129,1825,1861,3689
POA6071,1476,1516,2996,11,12,26,0,0,3,4,5,10,0,0,5,0,0,0,109,134,240,0,0,6,4,0,4,0,0,0,0,0,0,117,141,261,8,13,20,0,0,0,144,167,307,97,67,165,1713,1746,3463
POA6072,356,355,706,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,35,66,0,0,0,0,0,0,0,0,0,0,0,0,37,33,70,0,0,5,3,0,3,44,37,79,25,9,33,419,399,821
POA6073,1244,1393,2630,58,62,122,5,3,7,5,5,7,6,4,8,0,0,0,107,119,222,6,4,10,0,0,0,0,0,0,0,0,0,120,136,256,4,4,10,3,3,11,193,206,402,70,65,133,1505,1663,3167
POA6074,443,417,860,13,12,23,0,0,0,0,0,0,0,0,0,0,0,0,35,28,59,0,0,0,0,0,0,0,0,0,0,0,0,37,31,66,3,5,4,0,0,0,49,43,93,26,15,44,514,478,995
POA6076,9451,9695,19147,211,220,428,17,20,32,20,29,50,5,8,11,7,3,10,707,796,1506,3,4,9,3,9,9,4,0,4,0,0,0,770,861,1629,47,50,97,14,17,26,1037,1155,2192,434,367,801,10921,11215,22137
POA6077,682,654,1342,3,6,9,0,0,0,0,6,0,0,0,0,0,0,0,102,96,189,0,0,3,0,0,0,0,0,0,0,0,0,100,94,196,4,5,7,3,0,3,111,97,209,43,39,84,833,796,1631
POA6078,418,360,786,5,8,13,9,0,7,0,0,0,0,5,5,0,0,0,31,30,65,0,0,0,0,0,0,0,0,0,0,0,0,39,34,70,3,0,7,0,0,3,43,48,92,29,26,61,497,437,931
POA6079,18,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,30
POA6081,2122,2161,4281,38,50,87,7,14,14,0,0,0,0,0,0,0,0,0,142,127,266,0,0,0,0,0,0,0,0,0,0,0,0,152,140,285,12,7,16,6,5,10,204,203,403,106,82,193,2431,2438,4876
POA6082,1422,1408,2828,20,24,52,0,0,0,5,4,3,9,13,15,0,0,0,137,128,266,0,0,0,0,0,4,0,0,0,0,0,0,148,147,288,4,4,10,0,4,3,177,177,353,110,88,203,1714,1664,3375
POA6083,1483,1513,3001,21,23,41,0,0,0,6,4,6,0,0,3,0,0,0,125,140,264,0,0,0,5,6,4,0,0,0,0,0,0,132,149,278,3,11,17,5,0,9,158,181,340,128,74,201,1771,1778,3549
POA6084,3609,3570,7173,73,65,137,14,13,23,35,13,50,27,17,44,7,7,14,431,402,829,4,4,7,4,0,7,0,3,5,0,0,0,518,465,982,21,7,29,15,6,18,627,545,1175,353,257,611,4584,4373,8955
POA6090,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,4,0,4,17,8,25
POA6100,5767,5651,11414,267,248,510,42,33,76,53,50,95,34,29,65,12,6,17,1128,1118,2249,5,5,3,3,4,6,0,4,6,0,0,0,1279,1246,2526,127,144,266,28,19,45,1697,1652,3345,518,362,878,7971,7668,15634
POA6101,6476,6544,13013,191,187,375,25,18,47,47,45,91,32,28,61,10,6,17,1124,1083,2205,5,3,9,8,6,15,0,0,5,0,0,0,1256,1192,2443,96,78,173,29,22,46,1565,1468,3035,575,448,1020,8613,8461,17073
POA6102,4766,4727,9490,304,232,536,45,29,70,55,33,89,19,15,40,10,8,18,1081,918,2003,5,8,10,3,5,10,9,11,14,0,0,0,1224,1026,2258,98,80,182,29,17,46,1656,1366,3022,582,722,1301,7000,6815,13813
POA6103,4010,3769,7775,114,122,238,30,16,43,49,38,79,31,20,50,8,8,11,847,862,1703,8,4,9,9,7,21,7,7,11,0,0,0,971,962,1929,67,72,141,19,7,27,1171,1162,2333,362,289,647,5540,5217,10757
POA6104,5776,5622,11395,180,167,346,33,25,58,23,26,50,23,14,42,13,11,21,743,755,1504,5,0,5,4,12,14,0,0,0,0,0,0,855,836,1692,66,67,138,21,37,56,1125,1107,2233,677,584,1261,7573,7317,14890
POA6105,6329,6389,12718,121,159,273,36,26,64,34,22,53,20,11,33,8,12,23,816,837,1657,0,5,6,7,11,17,5,3,7,0,0,0,923,927,1852,82,70,154,19,9,34,1141,1166,2306,540,480,1021,8009,8038,16045
POA6106,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,5,0,5,12,0,16
POA6107,19144,18781,37928,684,640,1329,107,69,170,110,80,190,62,52,118,20,20,36,2342,2275,4620,22,19,39,23,17,36,6,6,14,0,3,3,2693,2546,5236,264,241,508,90,66,157,3741,3489,7230,1430,1221,2650,24314,23493,47812
POA6108,9866,10057,19920,176,180,352,25,22,44,25,22,44,26,19,43,7,10,24,865,931,1801,7,11,19,6,11,19,3,3,5,0,0,0,967,1021,1988,61,73,134,16,12,33,1216,1287,2503,536,462,998,11611,11805,23417
POA6109,5271,5241,10519,115,110,225,22,13,33,21,11,30,19,11,26,0,4,6,547,508,1053,5,0,3,6,3,13,0,0,5,0,0,0,613,549,1163,41,62,108,28,11,41,797,734,1531,507,406,908,6575,6384,12956
POA6110,18278,18640,36924,426,456,878,57,42,96,37,31,63,34,37,72,19,24,46,1715,1829,3544,3,5,8,5,8,15,0,3,6,0,4,7,1875,1985,3857,133,147,285,40,37,75,2473,2623,5098,1158,1130,2290,21917,22394,44306
POA6111,9736,9782,19524,149,160,306,18,17,34,18,15,32,20,18,32,10,14,23,942,983,1922,4,8,8,6,7,14,3,0,0,0,0,0,1008,1059,2069,54,56,104,31,46,76,1247,1309,2559,705,627,1333,11691,11722,23414
POA6112,28116,29140,57257,638,661,1297,76,89,165,90,87,183,58,75,136,29,32,61,3042,3229,6270,14,11,23,11,16,31,5,14,16,0,0,0,3330,3549,6881,198,225,418,80,74,154,4247,4506,8758,1863,1548,3410,34226,35201,69424
POA6121,1352,1326,2683,8,6,21,4,3,3,0,0,0,0,0,3,0,0,0,129,132,259,0,3,3,0,0,0,0,0,0,0,0,0,130,132,267,3,7,10,0,3,0,147,153,297,69,30,97,1571,1509,3079
POA6122,8706,9130,17841,301,343,649,18,21,40,20,34,49,14,21,42,8,4,9,871,962,1831,3,5,11,9,4,16,4,0,5,0,0,0,940,1055,1996,44,37,79,28,24,55,1311,1470,2779,445,352,802,10464,10952,21417
POA6123,888,895,1780,12,15,24,0,0,0,0,0,0,0,0,0,0,0,0,101,111,214,0,0,0,0,0,0,0,0,0,0,0,0,104,114,217,3,0,3,0,4,5,124,130,257,94,61,152,1106,1089,2192
POA6124,512,507,1026,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,25,41,64,0,0,0,0,0,0,0,0,0,0,0,0,25,42,72,4,3,6,0,0,0,32,53,89,41,36,80,593,601,1187
POA6125,1294,1315,2613,29,25,50,3,6,9,0,0,0,3,4,5,0,5,0,153,167,317,0,0,0,0,0,5,0,0,0,0,0,0,161,176,340,6,0,4,4,0,6,195,208,402,480,96,574,1969,1611,3589
POA6126,120,94,210,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,7,24,0,0,0,0,0,0,0,0,0,0,0,0,11,7,24,0,0,0,0,0,0,16,11,29,14,7,22,150,116,267
POA6147,6250,6310,12560,144,127,274,24,17,43,12,17,29,11,7,16,8,10,22,615,561,1177,6,0,8,10,4,16,3,9,7,6,0,8,678,629,1311,37,42,80,24,14,39,885,814,1700,331,289,623,7466,7411,14878
POA6148,7620,8147,15769,234,273,503,29,21,50,30,27,55,22,10,31,6,10,21,773,812,1587,0,0,0,6,0,3,0,0,5,0,0,0,863,884,1747,101,108,207,17,21,36,1212,1285,2496,291,262,551,9126,9693,18817
POA6149,8017,8408,16423,103,124,230,22,25,47,20,15,38,10,8,20,10,5,14,671,689,1359,3,9,8,4,0,10,4,7,3,0,0,0,747,760,1507,55,58,114,12,10,25,922,951,1873,257,209,469,9195,9572,18769
POA6150,5293,5534,10832,110,121,232,15,14,25,25,24,47,6,13,21,0,0,0,563,677,1238,0,5,5,6,3,9,0,0,0,0,0,0,618,735,1352,63,57,125,19,24,42,805,944,1751,248,295,549,6351,6777,13132
POA6151,6672,6682,13353,274,267,542,30,49,83,47,56,98,34,35,75,10,12,21,859,897,1754,7,10,22,12,11,19,4,9,18,3,0,3,1010,1078,2084,122,116,232,19,22,32,1421,1473,2895,400,416,815,8495,8568,17064
