POA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
POA6398,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,0,0,0,0,5,5,0,0,3,0,9,0,0,5,23,8,5,0,3,0,0,3,0,0,26,13,11,7,8,0,7,6,5,0,54,14,10,5,5,6,7,3,21,4,73,5,4,4,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,50,32,28,20,18,23,11,32,14,221
POA6401,4,0,35,15,10,78,5,51,7,215,11,26,60,34,31,40,19,58,4,279,49,77,96,56,57,38,44,73,8,511,89,102,89,90,69,44,33,69,8,594,117,87,81,89,100,42,83,81,5,691,129,103,101,75,98,46,87,72,9,725,62,29,21,27,17,23,34,25,3,245,9,0,0,3,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,473,424,486,399,394,310,306,435,56,3280
POA6403,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,7,0,8,0,0,0,4,3,5,0,0,0,16,0,0,0,3,0,0,0,0,0,11,11,0,0,5,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,13,6,16,5,11,0,73
POA6405,0,0,0,0,0,4,4,3,0,8,0,0,0,0,0,0,4,0,0,9,3,6,3,0,5,0,3,9,0,21,10,4,4,8,0,4,3,3,0,37,8,0,0,0,0,0,9,0,0,23,14,0,5,3,0,3,3,3,0,30,6,0,0,0,4,0,6,4,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,37,10,19,10,5,5,23,23,5,147
POA6407,8,0,8,3,0,3,0,10,0,33,3,4,6,0,4,7,0,12,4,36,23,12,9,12,11,3,3,13,0,93,12,13,16,8,4,7,6,8,0,80,25,5,11,7,14,4,0,13,0,78,24,4,9,4,13,3,6,8,4,70,18,0,0,3,7,5,5,4,0,42,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,108,41,65,37,47,33,30,61,9,437
POA6409,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,7,0,8,14,4,0,6,0,0,3,3,0,34,4,0,3,5,8,4,0,0,0,23,15,8,0,5,5,4,0,3,0,39,22,0,3,0,5,0,0,3,0,37,5,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,10,11,17,15,9,10,21,0,161
POA6410,0,0,5,0,0,5,0,13,7,28,0,0,0,0,0,3,0,0,0,14,3,14,17,11,8,5,4,9,0,58,17,8,10,16,9,6,6,15,0,66,25,3,5,9,13,0,8,14,0,81,15,14,14,14,6,3,13,13,0,96,3,3,0,0,6,0,4,5,0,19,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,70,35,55,49,27,29,34,71,9,372
POA6411,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,3,0,9,0,3,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,9,3,5,4,3,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,11,3,3,7,3,5,4,4,72
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,4,0,0,0,0,23
POA6413,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,23
POA6414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,0,4,0,0,34
POA6415,0,0,8,16,0,27,7,14,0,81,7,7,34,13,10,13,9,10,0,111,34,45,41,28,31,11,25,29,0,242,39,29,56,26,26,12,23,9,9,233,38,35,35,21,34,12,33,34,6,236,54,29,24,32,21,17,42,26,9,250,15,5,6,9,3,3,14,9,5,85,13,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,3,193,151,210,144,132,100,153,136,30,1253
POA6418,0,0,3,0,0,0,4,3,0,9,0,0,4,5,3,0,3,3,0,21,12,4,5,9,3,0,0,3,0,45,17,7,14,14,3,0,3,9,0,73,19,5,9,4,9,0,6,8,0,60,23,3,5,4,9,3,15,9,0,59,17,3,0,3,0,0,4,0,0,29,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,93,23,38,30,22,8,37,33,5,298
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,6,0,31
POA6420,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,13,0,5,0,0,0,0,0,0,0,8,7,0,0,0,3,0,0,0,0,12,5,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,3,0,4,0,8,4,0,50
POA6421,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,10,0,0,0,3,0,0,0,0,13,10,0,0,0,0,0,3,0,0,20,5,0,0,3,6,0,5,0,0,15,3,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,4,4,9,5,3,5,0,66
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,4,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,6,3,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,3,0,0,0,0,31
POA6423,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,13,5,0,0,0,0,0,0,0,0,14,10,0,6,0,0,0,4,6,0,26,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,0,7,8,10,12,0,66
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,9,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4,0,3,0,5,6,0,44
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,10,3,0,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5,4,0,4,0,3,3,0,44
POA6426,0,0,0,0,0,0,3,0,0,4,9,0,4,0,3,0,8,8,0,29,5,6,21,4,7,4,21,8,4,80,13,0,23,9,8,7,30,9,5,101,25,3,23,4,11,9,26,17,0,118,25,5,6,3,8,0,23,25,0,94,18,3,4,0,3,0,4,4,0,35,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,96,23,81,22,45,16,108,69,7,472
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,16,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,19,6,6,46
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,25
POA6429,0,0,4,0,0,4,0,0,0,8,0,0,5,3,0,0,8,3,0,18,4,5,22,4,6,4,15,5,0,59,4,0,13,3,3,3,15,5,0,53,9,4,18,14,8,3,27,6,4,102,7,13,8,6,11,3,31,15,4,96,3,0,0,0,5,5,3,4,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,25,67,33,34,16,105,38,8,359
POA6430,7,10,172,86,36,203,41,126,12,698,25,182,318,110,112,88,163,109,17,1121,180,637,709,258,322,121,431,199,37,2882,349,491,558,278,293,108,380,143,40,2634,298,374,480,209,301,92,390,150,43,2343,244,249,320,154,236,99,309,174,31,1817,64,58,67,31,50,16,86,46,8,437,7,4,0,6,5,0,3,4,3,37,0,0,0,0,0,0,0,0,0,0,1167,2000,2624,1123,1360,735,1810,953,192,11967
POA6431,0,0,0,0,0,0,0,3,0,11,0,0,9,3,3,0,11,3,0,39,3,10,17,3,3,4,24,4,0,72,12,13,19,0,8,0,25,8,0,81,10,6,13,11,0,0,14,5,0,60,13,6,6,0,3,0,3,4,0,39,4,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,47,61,21,22,3,82,31,5,304
POA6432,6,6,38,22,4,58,18,39,8,189,4,16,90,31,31,35,44,50,6,290,22,55,207,56,63,46,123,71,7,653,62,59,153,58,63,34,140,68,11,649,57,38,133,68,81,43,172,71,14,669,46,55,114,47,57,34,159,64,16,588,12,6,18,7,21,11,42,22,6,151,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,210,229,747,291,325,259,690,386,67,3202
POA6434,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,7,0,15,0,5,6,0,0,0,16,4,0,30,3,4,5,0,0,0,7,5,0,26,0,0,6,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,0,0,0,36,25,0,94
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,4,0,0,8,0,0,0,0,0,0,4,0,0,13,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,5,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,4,4,3,0,16,9,0,57
POA6437,0,0,0,0,0,6,3,0,0,7,0,0,8,6,0,0,14,15,0,52,5,8,27,10,8,0,31,12,0,102,11,4,25,3,14,0,21,6,6,87,3,0,10,4,12,0,15,9,0,59,0,0,5,0,3,4,16,8,0,38,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,81,22,34,9,111,58,8,364
POA6438,0,0,0,0,0,0,0,4,0,10,0,0,5,0,0,0,3,3,0,17,6,7,20,13,3,4,18,8,0,82,7,6,8,4,8,3,9,9,0,52,5,8,13,9,3,0,15,7,0,61,12,8,8,8,9,0,5,14,0,63,3,0,0,0,6,5,4,0,0,13,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,34,35,52,38,33,11,51,43,7,307
POA6440,0,0,0,4,0,0,3,3,3,9,0,0,10,5,0,0,10,8,0,40,7,23,27,12,10,0,51,8,3,144,10,13,26,0,3,0,45,12,5,104,9,13,25,10,5,0,35,6,0,99,10,13,15,13,8,0,30,15,0,99,0,0,6,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,66,106,41,30,4,180,41,7,518
POA6442,0,0,11,9,3,15,3,13,4,55,0,3,24,4,14,5,23,3,0,84,7,18,51,22,11,3,63,9,9,191,8,22,36,12,16,5,77,18,0,198,13,16,49,19,19,18,70,18,7,225,13,21,38,11,16,6,50,23,0,178,5,6,9,0,5,0,8,6,0,40,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,88,218,79,92,56,300,85,23,978
POA6443,0,0,0,0,0,6,0,0,0,15,3,4,0,0,0,3,0,5,0,21,4,12,6,14,0,0,5,10,3,55,6,3,8,6,3,4,9,11,0,41,15,5,12,0,4,4,6,11,0,54,10,7,11,6,13,5,9,13,0,66,3,4,8,0,5,0,7,0,0,25,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,42,37,40,34,25,17,39,45,3,287
POA6445,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,10,0,0,0,0,3,0,4,3,14,16,0,0,0,0,0,0,0,0,26,13,0,0,0,4,0,0,0,0,16,10,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,50,5,3,3,3,3,3,3,4,88
POA6446,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,0,0,0,5,0,0,0,0,10,7,0,0,0,4,0,0,3,0,11,12,0,0,0,0,0,0,3,0,21,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,6,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,40,0,5,0,5,0,3,9,0,72
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,11,0,0,0,5,0,4,7,0,28,9,0,0,0,0,0,0,3,0,22,15,0,0,0,3,0,0,0,0,24,17,0,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,5,5,9,0,4,14,4,109
POA6448,0,0,0,6,0,3,0,0,0,16,0,0,0,5,0,0,3,0,0,15,4,3,8,3,3,5,5,4,4,34,15,3,4,0,0,0,6,3,0,30,17,0,4,0,8,0,4,4,0,38,15,4,4,0,4,0,3,7,4,37,5,0,0,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,12,19,14,11,6,24,24,10,185
POA6450,8,0,75,45,19,119,25,99,9,394,22,43,132,52,47,50,59,57,15,482,116,190,213,96,113,84,122,145,20,1100,193,183,184,101,144,89,142,136,27,1195,313,178,180,118,180,83,158,144,26,1375,205,157,146,99,134,62,196,154,27,1179,86,44,27,25,44,12,52,36,3,332,32,8,0,0,3,0,3,3,7,61,4,0,0,0,0,0,0,0,0,5,978,798,955,548,685,503,755,778,133,6133
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,5,0,0,0,0,4,0,12,0,0,3,0,0,3,0,3,0,20,9,6,6,0,4,0,3,3,0,38,15,10,6,10,5,0,8,6,0,63,18,4,9,3,5,3,12,5,0,58,14,8,4,13,6,0,14,8,3,67,11,0,3,0,3,0,5,5,0,34,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,72,29,41,27,36,11,37,35,5,298
POA6461,0,0,0,0,0,0,0,0,0,3,0,0,9,5,0,0,3,3,0,19,7,0,5,0,3,0,5,0,0,21,14,8,3,4,9,0,0,11,0,52,18,3,3,0,0,0,6,9,0,44,8,3,4,0,3,0,7,3,0,30,13,3,5,0,3,0,9,5,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,21,23,22,21,7,29,25,4,212
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,6,0,16,16,0,0,0,0,0,0,0,0,18,10,0,0,3,4,0,4,0,0,23,10,0,5,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,3,4,9,0,7,7,0,83
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,4,0,0,0,0,0,0,14
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,24
POA6466,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,4,3,4,0,33
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,22
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,0,0,14,7,3,7,0,3,0,4,4,0,24,15,5,0,0,0,0,0,4,0,24,11,0,0,0,4,3,3,4,0,28,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,8,10,4,9,0,10,14,0,107
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,10,0,0,0,0,0,0,0,0,14,18,3,0,0,0,0,0,4,0,24,14,0,0,0,0,0,0,9,0,23,3,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,3,0,3,0,8,20,0,91
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,4,0,0,0,0,24
POA6475,0,0,0,0,0,4,0,6,0,7,3,0,0,0,0,0,0,0,0,4,9,3,0,0,3,4,0,0,0,28,12,0,0,0,5,0,0,4,0,29,15,4,0,8,0,0,3,4,0,45,23,0,7,8,0,0,10,4,0,44,8,0,0,3,0,0,11,4,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,12,12,16,13,8,22,24,3,183
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,25
POA6477,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,9,0,7,3,0,0,0,4,0,22,4,0,3,3,3,0,0,5,0,21,13,0,6,0,5,0,0,0,0,23,17,4,0,5,4,0,9,0,0,35,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,4,17,9,8,0,10,16,0,123
POA6479,0,0,6,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,8,6,5,6,0,4,4,5,3,0,42,11,9,7,4,3,0,4,3,3,46,17,9,10,0,0,5,9,6,0,55,30,0,0,5,0,0,9,5,5,57,26,0,0,4,0,0,6,0,0,42,12,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,105,23,33,13,21,15,31,23,7,270
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,20
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,17
POA6485,0,0,0,0,0,0,0,0,0,4,7,0,6,0,4,0,0,4,0,10,7,8,0,0,5,0,0,7,0,32,9,5,0,0,3,0,0,4,0,21,18,0,5,3,7,0,3,7,0,39,16,3,8,4,9,5,4,7,0,51,9,5,0,4,0,0,4,7,0,20,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,63,19,17,17,30,5,15,31,3,193
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,28
POA6488,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,4,3,0,5,0,0,15,0,0,0,0,0,0,0,0,0,4,5,0,4,4,0,4,0,0,0,15,8,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,0,9,9,4,5,12,9,0,73
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,3,0,4,0,0,28
