POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA6166,1086,1433,297,38,2852,604,52,3504,25,19,23,0,71,52,5,127,3,9,0,0,14,3,0,20,28,32,26,0,91,57,5,145,8,0,5,0,13,12,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,0,16,12,6,30,0,0,0,0,0,7,0,5,60,3,6,0,73,122,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,6,0,76,125,4,207,0,0,0,0,0,0,0,0,1187,1478,332,41,3030,798,64,3888
POA6167,2042,3154,1389,112,6693,2141,303,9136,66,28,23,3,121,201,11,331,11,7,18,0,34,48,9,88,77,35,42,3,154,248,19,419,25,9,28,4,71,203,14,284,24,13,18,0,50,73,4,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,11,50,26,47,9,128,275,19,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,8,4,0,0,0,0,3,0,7,2170,3211,1480,121,6981,2674,341,9994
POA6168,2318,1833,1064,81,5295,2049,243,7582,190,50,102,15,360,796,26,1185,82,39,36,4,161,233,15,414,268,89,138,24,524,1034,39,1590,82,30,39,3,162,388,20,565,20,12,11,0,41,71,8,112,94,16,9,5,122,147,5,275,17,0,3,0,17,11,0,27,3,3,0,0,6,0,0,11,210,61,61,9,348,621,29,996,28,3,8,0,34,70,3,111,16,0,4,0,19,46,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,10,0,53,120,4,180,5,0,0,0,5,8,0,9,2847,1979,1280,112,6221,3829,311,10370
POA6169,3595,3819,1685,123,9225,2897,313,12434,59,20,40,0,115,217,7,346,6,0,0,0,8,31,0,41,62,17,43,0,128,252,7,385,73,16,36,4,134,325,17,473,4,6,5,0,13,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,14,3,5,19,84,25,43,4,153,353,22,528,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,3,3747,3861,1774,128,9508,3500,341,13350
POA6170,1208,2454,708,69,4431,792,183,5404,28,20,18,4,73,57,5,132,0,0,0,0,3,0,0,3,28,22,18,4,71,57,5,133,4,0,0,0,8,18,7,27,14,9,8,0,25,41,4,73,0,0,4,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,9,8,0,37,62,5,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1257,2482,736,69,4544,916,189,5648
POA6171,2838,5369,1487,83,9777,1791,275,11843,103,23,31,7,164,139,11,314,16,6,7,0,41,52,3,98,125,37,36,5,204,191,18,409,0,0,0,0,0,0,0,0,4,0,5,0,11,33,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,4,0,7,0,14,31,0,44,14,0,0,0,13,13,0,28,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,3,17,0,0,0,22,27,0,45,36,0,0,0,35,51,3,89,3,0,0,0,7,5,0,8,3007,5407,1536,93,10039,2067,292,12397
POA6172,1103,1710,653,40,3508,612,93,4207,87,5,19,0,114,141,8,267,3,7,0,0,9,0,0,7,90,13,19,0,129,148,8,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,1719,671,42,3629,755,105,4488
POA6173,895,1956,477,28,3351,413,55,3822,5,8,11,0,17,9,0,29,0,0,3,0,4,5,0,13,6,8,7,0,22,14,0,38,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,901,1958,491,28,3379,436,52,3872
POA6174,402,699,341,20,1458,378,53,1891,0,5,9,3,15,18,0,34,6,0,0,0,8,6,0,7,3,5,9,0,21,20,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,16,3,0,21,412,716,350,24,1499,399,53,1953
POA6175,369,553,181,12,1106,205,16,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,369,553,177,12,1109,209,16,1336
POA6176,175,308,81,4,568,85,7,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,312,81,4,569,87,7,665
POA6180,618,884,323,12,1839,395,51,2292,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,886,323,12,1838,404,51,2300
POA6181,55,70,10,0,133,17,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,10,0,137,17,0,150
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,132,159,28,5,322,40,7,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,6,0,0,0,0,0,0,0,0,5,3,0,0,6,0,0,6,4,0,0,0,4,5,0,4,134,165,29,5,330,39,7,377
POA6208,1557,1253,550,34,3385,991,94,4474,62,6,20,3,96,142,7,240,5,0,0,0,7,11,0,15,67,6,23,3,101,151,7,260,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,3,13,0,11,23,0,3,0,27,75,0,102,4,0,0,0,4,5,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,31,0,3,0,39,80,0,117,0,0,0,0,5,0,0,8,1657,1262,577,37,3533,1231,103,4868
POA6209,205,185,85,4,476,199,15,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,11,0,3,0,16,30,0,52,3,0,4,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,26,43,0,66,0,0,0,0,0,0,0,0,221,182,92,4,505,238,19,758
POA6210,7939,6673,3151,225,17983,5788,601,24367,929,149,226,25,1330,2014,64,3412,299,82,114,8,509,490,32,1033,1234,237,336,34,1837,2512,101,4448,73,17,27,5,126,278,14,422,90,22,18,0,125,62,5,189,82,14,17,0,121,77,3,197,56,11,7,4,84,36,0,121,5,0,3,0,10,14,0,29,308,73,71,15,460,470,31,957,14,0,0,0,19,26,0,47,19,5,4,0,27,70,0,92,0,3,0,0,3,10,0,9,0,0,0,0,0,7,0,7,29,3,3,3,45,113,0,151,10,0,7,0,14,11,0,32,9519,6986,3567,268,20340,8882,728,29954
POA6211,1101,931,296,20,2348,494,47,2885,6,3,5,0,18,50,0,74,11,0,0,0,14,17,0,32,19,4,5,0,32,67,5,106,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,33,8,0,35,0,0,0,0,3,0,0,6,26,3,0,0,30,13,0,42,5,0,0,0,9,23,0,33,17,0,0,0,17,27,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,46,0,71,0,0,0,0,0,0,0,0,1163,944,310,18,2431,622,46,3104
POA6213,79,62,20,0,165,62,4,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,84,64,20,0,171,66,4,232
POA6214,73,86,25,0,186,34,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,89,25,0,192,36,0,225
POA6215,502,417,130,10,1059,360,33,1459,16,5,7,0,32,63,3,92,0,0,0,0,0,0,0,0,16,5,7,0,32,65,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,11,12,0,25,0,0,0,0,0,6,0,5,525,428,144,10,1101,443,39,1584
POA6218,65,49,29,0,144,53,6,199,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,68,49,29,0,148,55,6,206
POA6219,73,62,27,5,168,42,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,62,27,5,172,42,4,210
POA6220,491,440,152,22,1101,371,41,1517,18,7,6,0,35,42,0,72,0,12,0,0,9,0,0,9,14,22,6,0,41,42,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,12,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,0,12,20,0,28,0,0,0,0,0,0,0,4,508,464,162,22,1150,433,41,1626
POA6221,26,30,9,0,68,6,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,26,30,11,0,69,6,0,81
POA6223,16,23,6,0,43,13,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,3,0,44,13,0,59
POA6224,134,126,53,7,316,87,7,410,4,0,0,0,10,13,3,22,0,0,0,0,0,0,0,0,4,0,0,0,10,13,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,4,3,0,15,0,0,0,0,0,0,0,0,146,129,54,7,335,110,9,451
POA6225,1018,847,364,26,2257,944,80,3279,23,8,9,0,36,69,0,108,0,0,0,0,0,0,0,0,23,8,9,0,36,69,0,108,18,6,7,0,33,70,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,7,0,34,70,4,104,5,0,4,0,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,12,3,3,17,0,3,0,0,5,8,0,17,1058,866,385,31,2341,1092,87,3520
POA6226,111,127,17,0,256,39,0,295,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,126,15,0,259,39,0,296
POA6227,87,110,23,0,217,51,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,87,115,24,0,227,50,3,279
POA6228,21,15,5,0,35,18,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,5,0,38,18,0,61
POA6229,14,6,0,0,27,8,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,18,0,28,10,0,0,0,10,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,35,0,46,0,0,0,0,0,0,0,0,30,10,0,0,39,46,7,92
POA6230,4045,4263,1919,132,10357,3172,442,13976,367,123,229,20,741,1420,79,2236,128,54,39,0,227,180,30,433,494,180,273,19,968,1595,100,2667,73,26,28,6,121,256,15,397,10,8,13,5,35,65,5,104,4,0,0,0,5,8,0,15,17,4,0,0,21,12,0,32,0,0,0,0,0,4,0,5,105,37,34,5,188,345,18,553,18,0,0,0,23,42,0,67,21,0,0,0,21,17,0,36,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,9,35,5,7,0,51,63,0,116,9,6,0,0,14,18,3,30,4696,4485,2233,161,11577,5191,574,17342
POA6232,1138,1325,428,33,2933,739,93,3766,84,21,32,0,140,150,3,292,0,0,0,0,0,0,0,0,90,21,32,0,139,150,3,293,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,6,0,0,0,6,0,0,3,7,0,0,0,5,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,21,0,33,0,0,0,0,4,0,0,3,1240,1346,463,33,3085,927,97,4111
POA6233,2159,2512,770,43,5482,1113,138,6732,66,15,20,4,103,143,0,241,0,4,0,0,4,0,0,6,66,14,20,4,107,142,0,248,6,0,5,0,18,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,18,26,0,43,12,5,0,0,21,50,0,67,6,6,0,0,12,18,0,29,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,24,3,0,0,31,74,0,105,0,5,0,0,5,8,0,10,2257,2537,794,50,5634,1364,145,7139
POA6236,315,256,60,3,636,135,11,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,323,254,60,3,641,142,11,785
POA6237,360,320,71,3,753,144,12,906,3,0,6,0,7,3,0,5,0,0,0,0,3,0,0,3,6,0,6,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,364,325,71,3,765,152,7,921
POA6239,619,460,146,15,1242,359,35,1639,8,4,3,0,13,25,0,38,0,0,0,0,3,0,0,3,8,4,7,0,20,25,0,44,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,4,0,0,5,0,0,6,634,469,148,18,1271,401,33,1702
POA6240,41,16,0,0,53,12,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,16,0,0,53,12,0,64
POA6243,11,6,7,0,20,10,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,7,0,20,10,4,30
