POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA6012,605,984,184,16,1787,318,58,2160,58,28,29,6,126,161,8,291,41,38,21,3,107,100,11,219,100,73,50,6,230,259,20,507,13,3,3,0,20,55,3,84,54,13,7,4,80,258,13,341,70,25,15,5,117,240,24,375,15,0,3,3,26,19,0,43,0,0,0,0,0,0,0,0,153,48,28,7,236,562,44,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,862,1102,261,29,2247,1147,124,3520
POA6014,1238,2592,372,46,4249,730,86,5074,139,88,40,7,274,238,15,525,147,102,66,9,324,215,18,551,282,192,105,12,597,445,33,1075,96,54,33,14,192,261,25,477,421,178,49,14,656,653,67,1382,84,11,12,3,102,172,10,292,6,3,6,0,13,24,5,44,0,4,0,0,4,4,0,10,607,245,94,31,973,1123,106,2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,8,0,17,2136,3033,573,83,5827,2303,224,8358
POA6015,610,976,132,17,1739,248,35,2022,5,9,0,0,12,13,0,32,18,13,0,0,33,56,0,92,29,17,3,0,50,73,6,123,61,6,7,0,74,91,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,7,0,74,91,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,998,138,20,1857,411,34,2309
POA6016,565,1113,211,20,1915,409,75,2395,79,97,38,6,225,189,17,429,132,107,50,13,296,147,43,490,206,205,89,21,520,338,59,916,107,109,22,6,243,178,24,447,47,29,12,0,89,77,11,183,4,0,0,0,5,10,0,18,36,14,5,3,58,56,10,127,0,0,0,0,0,0,0,0,197,160,32,13,399,324,52,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,10,0,20,6,0,0,0,13,10,0,17,0,0,0,0,0,0,0,0,974,1472,336,58,2843,1083,183,4109
POA6017,102,101,42,11,251,99,22,379,250,175,61,26,512,540,61,1122,39,18,14,0,77,43,10,133,289,194,78,29,590,583,70,1249,112,42,9,6,169,188,5,366,41,18,7,3,70,76,9,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,62,13,14,242,260,14,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,355,139,47,1085,951,110,2146
POA6018,2761,4466,959,91,8273,1941,353,10560,705,466,323,29,1525,1275,182,2988,401,365,139,18,913,441,92,1450,1102,832,463,47,2442,1713,273,4436,140,49,42,3,228,435,26,695,23,8,7,0,47,48,10,98,56,16,13,6,94,142,16,248,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,10,221,77,67,10,372,626,49,1048,15,5,0,0,22,20,3,42,4,0,0,0,7,0,0,7,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,21,5,0,0,28,25,3,53,6,0,0,0,6,0,0,6,4109,5375,1487,145,11117,4305,681,16105
POA6019,1204,1759,431,41,3435,843,187,4462,620,440,251,26,1339,1133,184,2650,487,316,146,16,964,429,141,1538,1108,757,396,39,2301,1562,327,4188,139,27,26,11,195,357,49,603,51,7,14,4,75,134,24,232,107,34,18,7,164,134,20,314,62,19,7,0,87,60,17,159,0,0,0,0,0,0,0,0,354,85,64,19,522,679,107,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,16,2671,2603,896,94,6262,3095,620,9981
POA6020,2110,2875,425,48,5461,784,74,6321,226,144,101,5,478,367,25,870,181,102,35,6,319,137,16,480,407,249,138,6,800,506,42,1348,32,0,0,3,39,155,0,190,12,0,4,3,20,82,4,106,56,0,4,0,64,48,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,99,8,6,5,120,285,8,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627,3132,567,62,6385,1582,119,8083
POA6021,1642,2185,525,63,4417,1056,110,5583,511,352,225,29,1125,1089,100,2318,60,66,23,6,156,88,7,259,578,420,251,33,1284,1181,110,2576,12,0,6,0,21,23,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,15,0,6,0,22,27,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,2234,2609,779,100,5730,2263,221,8218
POA6022,554,643,200,15,1402,358,30,1792,43,37,31,0,105,62,5,173,0,0,0,0,3,3,0,6,46,35,31,0,117,69,5,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,678,228,14,1519,429,32,1981
POA6023,1476,2358,466,37,4330,682,74,5087,68,32,34,0,136,161,10,309,13,6,11,0,25,15,3,45,81,44,38,0,161,178,10,349,11,6,8,0,23,42,8,71,5,0,0,0,4,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,9,0,10,19,6,14,0,34,57,10,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1575,2406,517,37,4532,919,92,5543
POA6024,1423,1684,535,39,3691,925,113,4734,87,57,47,8,191,159,14,360,7,7,9,0,23,20,0,41,93,61,55,8,210,181,14,404,0,0,0,0,5,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,4,0,10,15,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1523,1749,594,44,3911,1123,129,5168
POA6025,3225,4124,1128,98,8581,1699,247,10524,219,111,107,7,452,415,24,887,54,20,12,3,91,91,0,178,274,138,115,11,540,506,28,1070,16,9,7,0,31,48,0,84,0,0,0,0,7,9,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,3,3,0,5,10,0,19,27,8,10,0,47,77,0,117,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,3,3,0,5,3525,4268,1255,108,9163,2286,274,11726
POA6026,2229,3166,679,42,6120,994,75,7188,216,70,80,5,376,430,12,820,11,4,14,0,28,55,0,84,230,69,93,11,403,487,10,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,4,4,0,6,18,3,3,0,26,54,0,83,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,21,3,3,0,29,63,0,89,4,0,0,0,4,0,0,4,2481,3239,775,52,6552,1546,96,8195
POA6027,4119,5242,1344,103,10801,2210,318,13327,174,95,91,9,372,373,25,769,181,79,94,3,360,228,74,657,353,173,185,12,726,603,95,1426,12,4,7,0,23,22,6,51,83,13,26,4,135,171,32,335,109,39,49,12,204,222,42,469,0,0,0,0,0,0,0,0,10,6,0,0,14,12,0,29,217,62,89,14,376,430,75,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,11,3,5,16,5,8,0,0,11,3,5,16,7,0,0,0,3,5,0,17,4698,5480,1617,126,11922,3250,496,15667
POA6028,2177,3662,692,47,6578,767,79,7425,50,25,30,7,115,115,0,241,3,7,8,0,15,0,3,19,55,35,38,7,132,115,5,259,32,3,9,0,43,33,6,80,23,6,13,0,46,54,4,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,9,56,8,20,0,90,91,3,185,5,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,6,0,0,0,0,0,3,0,5,2296,3706,753,55,6810,978,89,7877
POA6029,258,405,51,5,724,118,31,867,21,5,0,0,27,40,4,69,20,6,6,0,30,31,0,59,40,11,3,0,56,71,4,129,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,422,62,5,781,185,35,1001
POA6030,3227,5026,1936,146,10338,2157,297,12792,405,93,97,3,598,574,23,1194,57,14,24,0,98,92,9,202,462,104,124,3,694,671,32,1402,0,0,0,0,5,3,0,8,27,7,4,4,47,60,5,110,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,4,4,0,0,15,6,0,14,41,15,10,4,69,75,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,10,3735,5151,2069,154,11108,2903,336,14343
POA6031,1247,2805,839,63,4946,797,121,5867,27,23,31,0,79,84,12,171,3,3,8,0,15,6,5,23,27,31,36,0,92,86,11,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,3,0,9,3,0,4,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1279,2837,882,61,5050,895,129,6071
POA6032,20,18,6,0,51,10,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,6,0,49,12,0,67
POA6033,43,58,10,0,106,14,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,58,10,0,113,14,0,131
POA6034,290,538,179,13,1018,188,13,1225,5,3,0,0,11,3,0,9,0,0,0,0,0,0,0,0,5,3,0,0,11,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,296,542,183,13,1027,197,13,1237
