POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6232,29,15,8,12,3,0,101,0,19,28,25,18,13,0,0,107,21,188,206,145,79,60,26,14,746,26,126,172,123,116,81,46,14,698,236,607,525,371,317,196,81,24,2357,88,45,38,19,22,13,0,3,231,19,12,27,44,30,25,11,8,175,345,667,587,432,370,234,96,34,2758,0,10,3,4,6,7,13,5,50,49,102,99,96,106,83,116,89,734,444,1134,1135,844,699,489,292,152,5193
POA6233,69,64,54,49,6,0,267,5,32,78,53,56,35,12,3,276,47,302,411,318,252,181,70,15,1587,34,184,281,302,306,196,63,13,1369,419,855,955,807,677,418,136,20,4285,154,78,53,28,31,24,3,5,378,14,32,60,70,80,56,17,5,330,584,963,1064,912,789,497,153,28,5000,3,6,13,15,18,23,13,0,95,110,158,165,151,183,157,105,32,1064,783,1684,2078,1817,1654,1131,423,85,9654
POA6236,3,8,9,6,0,0,31,0,0,3,0,17,5,4,0,37,0,30,43,71,56,24,3,3,243,11,14,19,32,59,31,9,3,180,41,79,84,98,69,56,10,3,441,17,5,0,6,5,0,0,0,35,0,5,4,6,5,10,3,0,31,59,88,87,111,78,66,17,3,509,4,0,0,0,6,6,0,0,16,12,14,16,34,30,33,15,7,153,92,155,179,254,244,171,48,13,1165
POA6237,5,0,11,4,0,0,31,0,0,9,16,13,4,0,0,37,0,25,57,61,53,41,9,0,243,6,15,32,31,63,27,5,3,194,58,68,105,108,116,75,16,0,556,16,0,9,7,3,3,0,0,36,3,3,4,10,9,3,3,0,37,78,76,118,121,131,85,22,0,627,0,0,0,0,0,0,0,0,9,16,17,19,38,38,44,19,7,213,105,143,249,275,306,202,59,7,1348
POA6239,12,15,13,14,9,0,67,4,8,15,19,17,14,9,0,77,11,53,72,87,67,65,25,0,379,9,29,56,66,84,70,20,3,329,85,127,162,147,165,91,45,11,842,32,14,7,12,10,4,0,0,74,0,10,9,14,14,11,8,0,68,122,143,188,171,186,105,51,15,994,0,0,0,0,4,9,0,0,17,30,36,50,44,46,67,42,16,332,175,269,392,404,422,347,154,39,2199
POA6240,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,0,0,22,0,0,0,8,3,6,0,0,18,0,0,8,0,7,11,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,8,0,7,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,6,10,17,10,16,19,17,0,90
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,10,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,3,7,9,3,12,0,0,35
POA6244,4,0,5,0,0,0,12,0,0,0,0,3,0,3,0,15,3,25,42,26,24,13,3,0,135,0,4,19,18,22,25,5,0,103,25,36,48,50,43,33,9,3,243,9,4,0,3,0,0,0,0,15,3,4,0,11,7,8,4,0,36,36,42,51,62,52,36,16,3,297,0,0,0,0,0,0,4,0,0,6,13,23,30,36,30,33,7,185,45,88,135,136,149,102,61,16,742
POA6251,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,6,4,5,11,6,4,0,29,4,0,6,6,3,7,0,0,26,9,4,8,10,8,11,0,0,49,0,0,0,0,0,0,0,0,3,0,0,4,5,3,4,0,0,15,11,4,6,14,9,10,0,0,66,0,0,0,0,0,0,0,0,4,3,0,0,3,7,0,0,0,13,16,8,25,25,31,23,7,0,146
POA6252,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,0,0,3,0,0,0,5,3,7,7,7,10,0,0,0,33,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,8,12,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,14,3,7,14,18,14,7,4,0,68
POA6253,0,0,3,6,4,0,26,0,0,0,4,5,3,0,0,19,0,3,13,12,13,29,13,0,81,0,7,13,13,18,21,10,0,73,14,12,16,21,19,23,6,0,119,3,0,0,0,5,0,0,0,16,0,0,0,0,3,3,0,0,11,15,15,18,24,28,29,6,5,142,0,0,0,0,3,4,0,0,7,3,6,3,9,11,17,11,5,54,17,37,53,62,82,107,38,7,403
POA6254,3,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,7,5,9,3,0,0,0,29,0,5,3,4,11,0,5,0,29,9,14,20,20,34,16,4,0,112,3,3,0,0,0,0,0,0,14,3,0,0,0,0,4,0,0,6,13,17,23,22,37,18,4,0,128,0,0,0,0,0,0,0,0,3,7,4,9,14,8,7,6,0,64,18,34,45,40,65,36,17,0,258
POA6255,10,3,11,22,8,0,75,0,6,10,16,22,21,5,0,75,8,45,80,89,68,86,28,6,413,8,23,52,68,80,97,38,0,376,61,117,116,150,170,142,43,9,808,22,14,12,11,9,12,5,0,72,7,7,7,5,15,25,11,0,80,89,133,140,168,190,183,61,14,968,0,0,3,9,12,7,5,0,28,35,27,37,53,64,86,49,14,366,139,236,342,406,456,501,195,32,2307
POA6256,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,8,5,0,11,12,8,3,0,0,50,0,6,0,3,10,3,6,0,23,8,14,11,19,20,15,4,0,82,5,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,6,15,15,16,23,20,13,0,0,95,0,0,0,3,0,3,0,0,3,3,3,9,4,9,6,7,3,46,19,29,36,44,52,36,15,0,232
POA6258,15,27,7,8,4,0,70,0,12,11,13,13,11,0,0,59,16,84,89,64,88,66,15,10,435,10,41,54,66,69,47,18,0,313,114,196,184,196,193,130,52,12,1074,57,38,11,15,18,9,5,0,146,8,6,11,25,34,16,8,0,107,184,243,209,235,243,148,61,11,1326,0,6,6,3,8,6,0,0,24,67,36,61,99,82,90,68,24,528,277,423,453,501,513,376,164,46,2755
POA6260,8,6,4,3,0,0,25,0,3,4,4,6,0,0,0,25,3,29,22,23,21,12,9,0,125,3,12,14,17,23,20,5,3,95,15,25,26,38,31,24,5,4,174,10,0,4,0,0,0,0,0,20,0,6,0,10,11,8,4,0,26,24,33,27,47,38,30,7,4,220,0,3,0,5,0,5,0,0,10,20,28,24,27,41,17,16,9,186,55,116,94,127,142,85,46,22,688
POA6262,0,7,0,4,0,0,13,0,0,0,4,6,5,0,0,12,0,8,7,12,16,19,8,0,64,0,0,5,11,14,12,0,0,43,4,19,17,31,34,22,3,0,127,8,0,0,5,0,0,0,0,9,0,0,0,0,9,0,6,0,14,6,20,20,32,44,24,10,3,154,0,0,0,0,0,0,0,0,5,6,9,15,17,25,13,8,0,83,11,33,51,77,109,65,23,4,373
POA6271,12,10,12,9,0,0,53,0,5,9,14,11,4,4,0,54,0,42,54,76,53,35,10,0,276,0,15,38,58,45,31,9,0,208,51,119,119,135,126,75,28,3,653,22,13,9,6,3,8,0,0,56,8,8,9,16,10,13,9,0,59,79,135,133,154,137,95,29,3,770,0,0,0,0,3,5,0,0,9,39,18,25,39,51,46,27,8,252,119,228,276,360,312,229,84,18,1617
POA6275,7,3,5,4,3,0,27,0,3,5,6,7,12,0,0,35,0,9,21,19,28,35,7,0,125,0,9,16,11,22,50,14,0,127,4,26,43,36,59,61,19,3,240,5,3,4,4,0,3,0,0,14,0,0,0,0,5,5,5,0,22,11,24,48,38,67,67,24,4,280,0,0,0,0,0,3,0,0,7,11,10,26,30,37,40,40,8,201,23,63,126,112,167,211,85,12,804
POA6280,102,118,82,74,37,5,492,5,63,120,142,96,69,20,0,511,61,410,647,564,454,372,143,45,2703,62,246,379,472,469,416,209,44,2286,457,944,1095,1065,927,718,326,70,5612,193,77,54,55,46,45,13,7,488,31,43,66,105,108,110,41,11,521,681,1065,1216,1224,1083,878,385,85,6616,7,20,15,24,25,42,33,7,177,165,257,277,283,301,316,280,172,2053,983,2120,2754,2836,2514,2170,1106,363,14839
POA6281,48,53,41,54,24,0,241,0,19,46,31,28,28,5,0,158,11,190,343,263,186,183,114,13,1297,10,100,180,167,159,143,67,7,842,79,191,314,271,215,177,47,13,1304,21,12,16,17,11,10,5,0,98,3,11,24,28,29,25,14,3,143,108,210,357,311,257,222,64,18,1549,0,6,10,10,12,10,9,4,59,75,92,110,95,94,78,78,14,635,204,644,1103,930,772,716,356,65,4791
POA6282,4,17,13,12,4,0,56,0,0,3,21,11,9,0,0,44,7,38,61,77,66,50,11,0,312,4,9,25,30,42,35,14,0,160,11,23,41,42,40,32,7,0,199,4,3,4,3,6,0,0,0,23,0,0,5,4,11,10,0,0,28,16,25,44,53,53,41,11,0,251,0,4,6,0,3,3,0,0,15,21,15,15,27,18,20,6,0,121,43,96,153,217,202,171,44,9,942
POA6284,16,17,15,3,0,0,64,0,4,20,18,9,3,4,0,57,5,77,152,94,63,37,10,4,437,6,27,57,49,39,30,11,0,222,24,59,126,95,68,29,9,0,412,4,11,3,5,3,4,0,0,30,0,4,14,9,0,4,5,0,38,31,70,148,116,76,39,9,0,488,0,0,3,3,0,9,0,0,17,20,29,64,57,32,28,12,0,245,59,218,458,345,240,149,45,7,1531
POA6285,94,51,44,69,18,3,325,0,26,57,55,44,39,9,0,239,22,314,403,337,213,169,56,17,1533,16,123,193,209,173,129,43,22,902,99,288,411,358,295,145,34,7,1642,49,12,25,29,14,12,3,0,138,6,14,32,38,38,21,11,0,169,153,320,476,420,346,186,44,11,1950,3,3,17,9,14,10,4,0,71,86,134,158,195,92,107,39,38,849,285,979,1400,1282,914,704,219,87,5864
POA6286,6,3,10,3,0,0,22,0,0,7,0,3,0,0,0,19,0,27,36,15,29,19,6,0,127,0,3,11,15,16,17,6,0,70,12,26,41,24,22,17,0,0,138,0,0,0,0,6,0,0,0,13,0,3,0,3,6,0,5,0,12,12,32,48,23,32,14,4,0,165,0,0,0,3,0,0,0,0,9,9,13,14,8,13,6,0,0,69,21,77,118,73,103,64,17,3,475
POA6288,3,0,4,0,0,0,11,0,0,3,0,0,0,0,0,5,0,14,14,12,10,7,6,0,65,0,0,7,13,9,8,3,0,37,12,16,24,28,14,15,4,0,112,6,0,4,3,0,0,0,0,6,0,0,0,4,5,0,0,0,8,19,16,23,31,17,15,4,0,128,0,0,0,0,0,0,0,0,4,7,4,5,5,8,7,4,0,46,22,37,58,67,53,46,16,3,302
POA6290,5,12,7,13,4,0,40,0,0,0,0,7,10,6,0,32,0,6,22,22,31,46,20,6,151,0,9,16,21,38,54,28,4,168,6,33,41,41,92,78,30,7,329,8,3,0,7,5,3,0,0,23,0,0,0,4,14,9,11,0,39,10,32,43,55,110,89,43,7,387,0,0,0,3,0,4,6,7,16,8,10,20,28,34,47,29,22,188,22,63,106,139,229,262,128,40,988
POA6302,6,9,12,19,6,0,60,0,7,10,4,8,18,3,0,56,8,46,48,43,42,39,28,6,262,0,7,31,40,60,83,38,7,269,26,57,70,83,133,111,38,14,525,10,6,8,7,6,8,0,0,46,7,0,9,4,13,28,8,4,68,45,64,81,94,154,142,44,13,640,0,4,0,0,0,6,4,0,29,26,29,29,55,66,77,71,23,374,89,160,206,247,350,388,195,52,1688
POA6304,3,0,8,0,0,0,17,0,0,3,6,0,3,0,0,17,4,18,24,30,28,27,4,0,132,0,7,11,20,24,36,12,0,109,17,36,34,41,52,44,19,8,247,0,7,4,9,0,0,0,0,17,0,0,5,0,5,14,0,0,25,17,41,43,44,53,56,23,8,286,0,0,3,0,3,7,0,0,12,26,18,21,27,38,52,27,11,219,45,91,107,122,150,173,71,25,791
POA6306,4,0,0,3,0,0,11,0,0,3,0,7,0,0,0,16,0,15,17,11,6,6,0,0,58,0,4,7,6,12,6,4,0,45,10,25,25,28,20,17,7,3,131,0,0,4,4,0,0,0,0,9,5,0,0,3,0,0,0,0,8,9,30,23,39,28,17,9,4,159,0,0,0,0,3,0,0,0,6,17,8,12,6,16,15,13,3,88,31,56,72,71,69,52,23,9,388
POA6308,0,0,4,0,0,0,8,0,5,3,0,4,0,0,0,13,4,12,20,10,13,15,0,0,85,0,16,17,24,24,25,8,0,99,23,40,36,49,46,39,12,0,235,8,5,0,3,3,0,0,0,23,0,6,5,8,10,7,4,0,33,32,50,38,52,55,46,13,0,289,0,0,0,0,0,4,3,0,5,17,16,18,34,31,28,25,9,176,55,89,98,127,125,118,54,9,677
POA6309,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,4,0,0,0,6,5,3,0,0,19,0,0,0,6,4,4,0,3,23,4,4,4,9,10,8,0,0,44,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,8,8,3,7,15,11,14,6,0,60,0,0,0,0,0,0,0,0,0,3,4,3,3,3,9,4,0,32,15,14,12,31,25,33,6,3,141
POA6311,0,4,0,0,0,0,4,0,0,0,4,3,0,0,0,6,0,12,3,9,15,6,0,0,40,0,3,7,4,9,8,9,0,43,6,13,16,15,23,16,7,0,97,4,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,10,16,14,15,31,13,7,0,107,0,0,0,0,0,3,0,0,5,7,4,3,6,11,9,13,5,58,22,38,29,44,65,42,25,5,271
POA6312,9,9,4,6,0,0,42,0,5,6,13,20,7,0,0,62,32,86,71,54,70,34,25,8,380,12,36,43,53,58,40,19,6,266,67,147,120,112,111,89,32,4,691,32,15,5,7,9,0,0,0,71,0,3,6,10,10,9,0,0,45,102,164,134,126,132,101,35,7,802,0,4,10,4,0,0,4,0,15,80,66,69,74,63,82,63,56,547,228,380,335,334,349,277,144,75,2123
POA6313,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,5,0,3,3,3,0,0,0,0,20,0,0,0,8,0,0,4,0,11,4,7,5,8,10,0,0,0,33,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,4,7,7,13,9,0,0,0,44,0,0,0,0,0,0,0,0,5,4,0,6,5,4,6,4,0,23,3,14,20,28,19,15,8,0,102
POA6315,0,0,5,0,4,0,13,0,0,5,4,0,4,0,0,13,5,32,39,21,15,16,4,0,133,0,12,15,10,15,22,4,0,81,12,40,42,40,58,40,17,0,254,0,0,8,0,6,0,0,0,20,0,0,0,4,8,6,3,0,21,16,49,47,49,74,43,21,0,294,0,0,0,0,3,0,0,0,5,24,26,27,27,29,45,23,7,205,49,121,136,114,140,132,53,7,752
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,3,6,6,8,3,0,0,34,0,3,3,5,7,6,0,0,27,5,10,12,7,14,10,6,0,56,0,8,0,0,0,0,0,0,16,0,4,6,0,0,0,0,0,4,11,15,17,9,16,14,6,0,78,0,0,0,0,0,0,0,0,0,4,4,9,7,4,15,10,0,41,12,26,28,24,32,40,12,0,186
POA6317,10,8,8,0,0,0,31,0,7,11,9,3,0,0,0,34,11,47,56,33,37,23,7,0,222,9,20,20,40,34,20,13,0,162,85,125,95,78,82,43,22,3,534,27,9,6,10,8,3,3,0,79,6,14,12,13,7,9,0,0,58,123,155,120,95,97,52,26,4,670,0,5,0,0,0,5,6,0,19,71,67,73,46,57,53,43,23,433,217,315,286,231,235,159,87,34,1571
POA6318,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,5,3,10,17,12,3,3,0,0,53,0,8,6,8,5,4,0,0,29,4,8,16,8,10,18,3,0,65,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,11,16,15,12,13,3,0,72,0,0,0,0,7,3,0,0,5,4,10,5,5,13,11,9,0,43,9,34,43,41,42,40,15,0,215
POA6320,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,5,10,6,5,9,0,0,0,35,0,0,0,4,11,7,0,0,21,9,11,11,7,19,6,4,0,60,4,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,6,9,13,18,9,21,7,4,0,79,0,0,0,0,0,0,0,0,0,17,12,10,10,13,5,3,0,65,30,40,35,36,45,22,7,0,214
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,13,5,3,0,0,0,25,0,0,5,8,6,0,4,0,19,11,15,16,16,8,6,0,0,67,0,0,5,0,0,0,0,0,14,5,0,0,0,0,0,0,0,4,12,17,16,20,5,8,3,0,80,0,0,0,0,0,0,0,0,0,4,5,12,0,13,11,4,5,58,24,27,35,34,31,22,9,5,188
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,4,0,0,0,13,0,0,3,0,5,3,0,0,20,3,5,4,6,6,4,0,0,35,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,5,4,6,4,0,0,38,0,0,0,0,0,0,0,0,4,3,0,0,9,3,13,8,0,34,14,12,16,15,19,21,10,3,112
POA6323,0,0,3,9,0,0,13,0,0,0,0,8,9,0,0,17,4,5,13,13,8,18,11,0,61,0,3,9,16,23,14,3,0,72,6,18,18,44,39,30,17,0,169,7,3,0,0,5,4,0,0,20,0,0,0,3,3,6,3,0,12,11,22,17,48,47,41,17,0,206,0,0,0,0,3,4,0,0,5,5,5,15,20,17,22,12,0,99,25,32,59,94,118,106,37,0,473
POA6324,7,12,11,11,6,0,53,0,0,14,8,8,6,0,0,36,9,42,58,55,54,59,8,9,296,3,20,32,60,65,48,32,0,262,68,95,99,108,110,70,25,9,580,27,9,14,10,10,5,3,0,72,8,3,5,10,20,12,3,0,61,100,109,124,126,135,86,25,10,718,0,0,0,5,0,9,0,0,15,36,33,51,61,69,81,52,35,420,160,209,284,329,344,294,122,54,1795
POA6326,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,3,0,9,4,19,7,9,0,0,47,0,3,6,6,13,4,4,0,35,11,8,12,8,13,15,0,0,71,0,0,3,0,0,0,0,0,5,0,0,0,0,5,0,0,0,9,11,12,18,11,17,13,0,0,88,0,0,0,0,0,5,0,0,5,13,4,9,13,15,3,6,0,64,24,28,40,51,48,43,9,0,245
POA6327,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,7,6,0,0,0,0,12,0,4,0,9,9,5,3,0,23,5,7,4,8,8,4,0,0,45,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,13,4,17,8,4,0,0,50,0,0,0,0,0,0,0,0,0,4,4,7,14,4,3,3,3,38,5,21,15,35,22,14,11,3,121
POA6328,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,11,6,6,5,4,0,34,0,3,7,4,8,0,0,0,25,9,22,13,8,15,3,0,0,66,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,7,10,21,13,12,20,10,0,0,87,0,0,0,0,0,0,0,0,0,3,10,3,4,9,11,6,0,40,15,49,32,21,47,20,15,0,201
POA6330,149,150,150,135,47,13,762,11,71,102,154,154,109,28,9,633,105,540,697,731,636,542,213,41,3507,87,317,472,563,660,522,253,56,2938,674,1289,1150,1205,1111,738,317,104,6597,320,113,86,75,72,44,14,3,729,36,47,56,121,154,137,48,14,615,1024,1449,1296,1408,1343,917,382,130,7940,7,18,28,33,31,57,29,11,214,247,291,267,311,395,432,374,239,2554,1495,2808,2998,3349,3363,2713,1326,494,18546
POA6333,42,48,59,49,28,6,243,0,16,26,31,35,35,13,4,165,4,76,147,177,188,152,67,8,818,5,36,84,82,124,152,65,20,556,57,101,163,156,234,149,49,9,929,28,6,17,9,11,10,5,0,83,0,4,13,10,25,27,15,6,100,86,116,193,182,273,186,68,13,1107,0,7,5,11,8,13,11,0,40,59,55,73,104,100,106,83,34,614,159,317,569,630,783,682,333,80,3553
POA6335,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,8,18,9,9,9,5,0,0,59,0,4,8,8,8,5,0,0,36,3,33,17,16,28,6,0,0,109,4,6,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,12,9,37,19,22,33,10,5,0,128,0,0,0,0,0,0,0,0,0,9,10,11,7,13,15,0,3,72,19,77,51,50,65,34,8,6,304
POA6336,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,8,9,7,3,0,0,0,33,0,3,0,0,3,4,0,0,11,0,18,4,8,4,11,0,0,40,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,6,8,4,10,0,0,46,0,0,0,0,0,0,0,0,0,5,3,3,3,13,3,0,0,34,5,38,22,24,24,17,0,0,127
POA6337,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,5,20,4,5,3,0,0,0,41,0,3,6,7,6,0,0,0,27,3,21,21,11,13,6,0,0,74,4,3,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,8,4,25,27,14,13,6,0,0,89,0,0,0,0,0,0,0,0,7,8,7,10,14,11,4,0,3,64,24,56,55,43,41,15,3,0,231
POA6338,0,0,4,4,0,0,8,0,0,5,0,0,0,0,0,10,5,16,13,15,11,4,3,0,70,0,0,9,10,12,4,0,0,42,4,23,20,12,21,16,8,0,107,5,0,6,4,0,0,0,0,12,0,0,6,3,0,0,0,0,6,8,25,25,17,21,15,7,0,129,0,0,0,0,3,0,0,0,8,0,3,7,10,8,13,5,0,42,21,50,65,54,60,40,16,3,303
POA6341,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,5,3,0,0,0,0,15,3,5,4,4,0,0,0,0,15,5,8,4,10,5,3,0,0,34,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,11,4,10,5,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,15,14,18,27,16,10,6,3,0,93
POA6343,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,6,8,11,3,0,0,0,31,0,0,3,0,3,0,0,0,10,0,5,6,6,6,6,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,7,8,10,6,6,4,0,35,0,0,0,0,0,0,0,0,0,0,7,10,8,3,4,0,0,32,0,23,24,29,13,13,6,0,110
POA6346,4,3,0,4,0,0,11,0,4,0,0,0,0,0,0,3,0,27,24,10,8,3,5,0,79,0,9,4,15,15,6,0,0,42,14,32,21,29,24,5,6,0,130,6,3,0,6,0,0,0,0,19,0,0,0,0,6,0,0,0,5,23,39,22,35,31,10,6,0,156,0,3,0,0,0,0,0,0,0,15,13,16,23,18,8,0,0,91,37,88,74,90,73,26,9,0,391
POA6348,7,3,3,0,0,0,16,0,0,0,3,0,3,0,0,8,0,23,19,19,9,3,11,0,87,3,15,10,18,7,12,4,4,83,10,42,33,26,34,21,9,0,174,0,7,0,0,3,0,0,0,11,0,4,0,3,8,4,0,0,17,10,52,37,28,36,25,9,0,202,0,0,0,0,0,0,0,0,4,8,19,14,16,34,25,21,0,133,22,110,87,88,91,78,48,3,533
POA6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,17,0,3,0,0,0,3,4,0,17,3,8,5,7,9,6,3,0,43,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,3,14,9,12,14,9,4,0,56,0,0,0,0,0,0,0,0,0,8,5,7,12,11,13,9,0,58,8,22,21,30,25,28,11,0,150
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,6,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,9,5,3,0,0,27
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,3,0,0,0,0,16,0,0,3,0,0,0,0,0,4,0,3,0,0,4,0,0,0,13,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,3,9,5,11,4,0,0,34,5,19,24,11,13,9,0,0,74
POA6353,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,18,27,12,14,0,0,0,76,5,7,7,15,6,4,0,0,42,20,32,30,23,15,4,3,5,132,4,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,11,25,37,26,19,21,5,3,5,145,0,0,0,0,0,0,0,0,0,6,3,6,3,17,12,8,0,52,42,62,67,60,56,29,15,6,327
POA6355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,18,7,3,0,0,0,43,0,0,7,7,9,3,0,0,29,4,9,10,7,7,5,3,0,45,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,9,3,14,15,7,9,5,5,0,57,0,0,0,0,0,0,0,0,0,7,4,8,12,8,6,0,0,47,13,37,44,39,24,14,5,0,184
