POA_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,10,6,4,4,0,0,32
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,6,6,6,0,0,0,0,18
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,4,7,6,3,0,0,30
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,12,0,0,0,4,0,0,0,0,4,0,5,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,20,4,6,9,13,6,8,10,0,44
POA6603,4,0,0,3,0,0,12,0,0,0,4,4,0,0,0,10,5,12,20,17,7,3,0,0,60,0,9,4,4,13,19,3,0,51,14,44,48,23,31,21,10,0,192,8,9,3,0,3,0,0,0,22,0,0,0,4,3,4,0,0,11,20,50,55,28,38,25,11,0,231,0,0,4,0,0,3,0,0,7,9,12,13,13,16,22,13,3,99,40,91,95,66,85,69,23,5,478
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,7,0,8,6,0,0,0,19
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,6,0,0,12,0,5,4,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,13,13,5,10,0,3,40
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,4,0,3,6,0,0,0,20,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,7,6,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,4,8,11,3,0,0,27,3,15,12,15,17,4,0,0,72
POA6609,0,4,3,0,0,0,11,0,6,0,0,0,0,0,0,10,3,24,15,4,3,0,0,0,55,0,5,12,0,9,0,4,0,39,9,22,23,7,9,5,0,0,78,3,3,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,5,13,24,29,10,11,11,0,0,97,0,0,3,3,0,0,0,0,6,11,22,32,15,10,11,11,4,116,26,85,93,48,41,21,14,4,326
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,6,5,4,8,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,4,4,9,0,0,30,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,7,0,25,3,15,18,0,18,7,4,4,67
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,3,3,0,3,21
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6
POA6616,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,22,0,0,9,3,8,4,0,0,27
POA6620,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,4,9,7,6,0,0,0,30,0,4,7,3,10,0,0,0,23,10,8,15,15,12,4,0,0,68,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,11,12,14,15,16,4,0,0,77,0,0,0,0,0,0,0,0,0,24,21,36,25,30,14,6,4,160,40,48,64,58,59,19,6,5,294
POA6623,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,0,8,14,3,3,0,0,0,25,0,0,0,4,10,3,0,0,18,0,17,10,10,15,12,3,0,74,0,0,3,0,0,0,0,0,5,0,0,0,0,0,5,0,0,10,0,20,17,8,16,17,3,0,91,0,0,0,0,0,0,0,0,0,23,7,10,6,9,27,14,4,112,34,38,37,27,40,53,15,7,263
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,6,0,4,0,0,23
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,5,5,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,0,3,6,3,3,4,6,0,26
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6630,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,10,9,7,0,7,0,0,37,0,5,5,0,4,3,0,0,24,7,4,16,9,5,9,4,0,47,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,12,17,12,6,9,4,0,61,0,0,0,0,0,0,0,0,0,13,13,13,16,19,15,0,0,87,26,36,41,38,29,29,9,0,215
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,6,3,0,0,0,0,11,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,0,0,4,0,27
POA6635,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,15,0,0,0,4,3,0,0,0,9,4,18,14,10,4,3,0,0,48,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,22,14,8,4,4,0,0,52,0,0,0,0,0,0,0,0,0,22,47,29,30,11,7,0,0,148,30,78,43,46,22,12,0,0,229
POA6638,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,8,3,10,0,0,0,24,0,6,5,5,4,4,0,0,23,3,11,12,8,17,11,6,0,68,3,6,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,4,6,12,17,12,19,9,6,0,82,0,0,0,0,0,0,0,0,3,32,39,51,55,44,30,12,4,266,38,54,85,81,77,45,18,4,404
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,3,8,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,0,18,0,0,0,0,0,0,0,0,0,4,12,5,8,8,3,3,0,43,6,13,12,10,18,6,9,0,76
POA6640,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,15,0,0,0,0,5,0,0,0,11,6,12,8,8,3,8,0,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,12,7,8,5,11,0,0,55,0,0,0,0,0,0,0,0,7,4,5,7,10,5,9,3,0,40,13,26,11,27,21,31,3,0,121
POA6642,4,0,8,0,0,0,16,0,0,0,0,0,0,0,0,4,4,37,7,5,7,3,0,0,68,0,11,11,6,13,4,0,0,42,13,50,32,18,33,6,0,0,148,5,3,3,0,0,3,0,0,13,3,0,3,0,0,0,0,0,9,22,54,33,22,33,10,0,0,171,0,0,0,0,0,0,0,0,0,52,86,47,51,38,21,14,0,304,84,202,103,90,96,35,12,0,619
POA6646,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,10,0,5,0,3,4,0,27,0,5,4,7,6,0,0,0,25,15,16,18,17,9,0,0,0,79,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,16,18,18,19,9,0,3,0,84,0,0,0,0,0,0,0,0,0,22,42,42,28,15,12,0,0,152,38,82,65,57,27,20,5,0,296
POA6701,15,18,9,7,0,0,64,0,11,10,14,6,7,0,0,51,19,93,86,63,52,24,9,4,348,9,33,59,42,39,39,12,6,232,59,140,110,146,146,86,13,7,708,37,21,6,8,11,4,4,0,89,3,14,12,13,14,8,5,0,67,103,175,126,166,173,95,20,7,861,0,0,5,0,0,0,4,3,16,147,170,132,150,120,82,54,12,875,277,512,431,457,401,260,94,23,2453
POA6705,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13,0,0,5,0,0,0,0,0,3,0,0,8,6,6,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,6,5,0,0,29,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,14,0,10,14,18,10,7,0,0,62
POA6707,24,11,5,3,0,0,71,0,8,10,10,5,3,0,0,37,17,132,92,54,24,12,4,0,339,7,45,59,44,36,5,3,0,205,51,154,137,118,91,47,20,4,625,16,9,9,9,7,0,0,0,56,0,3,3,9,6,5,7,0,42,73,164,155,129,108,53,27,4,722,0,3,0,5,5,0,0,0,17,51,52,55,54,58,43,16,3,328,149,432,383,312,243,126,54,9,1716
POA6710,8,0,3,0,0,0,14,0,5,6,3,0,0,0,0,13,5,28,33,6,7,3,0,0,81,0,9,13,4,11,5,0,0,41,14,55,39,26,22,15,6,0,174,5,6,6,5,0,0,0,0,18,0,4,6,9,0,0,0,0,13,14,65,44,35,25,12,9,0,209,0,0,0,0,0,0,0,0,0,13,47,32,25,29,9,6,0,151,35,152,141,78,76,25,11,0,512
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,12,9,10,0,0,0,42,3,9,10,9,10,0,0,0,44
POA6713,8,6,0,0,0,0,18,0,4,8,9,0,0,0,0,16,0,31,48,21,8,0,0,0,108,0,14,21,22,21,5,0,0,87,20,46,84,77,51,4,0,0,281,5,4,6,6,0,0,0,0,18,0,0,4,3,0,0,0,0,8,24,51,89,86,52,6,0,0,312,0,0,0,0,0,0,0,0,0,16,27,29,31,17,7,7,0,137,47,131,203,173,105,18,7,0,678
POA6714,142,70,20,5,0,0,374,10,70,84,64,30,6,0,0,260,63,530,508,288,106,30,5,0,1526,33,215,344,253,143,34,4,0,1028,269,949,942,647,335,79,12,0,3229,111,65,49,30,19,5,0,0,279,15,30,49,49,31,7,0,0,177,394,1038,1036,731,380,84,15,0,3688,5,17,21,16,9,6,0,0,65,348,655,658,459,292,85,17,3,2524,854,2664,2792,1879,981,247,45,3,9468
POA6716,3,4,0,0,0,0,18,0,4,0,7,0,0,0,0,10,8,29,15,11,5,0,0,0,62,0,29,21,14,6,3,0,0,67,28,102,73,34,26,3,0,0,264,3,3,0,0,0,0,0,0,9,0,0,5,0,4,0,0,0,11,31,103,84,31,29,3,0,0,282,0,0,0,0,0,0,0,0,0,31,49,32,33,25,9,0,0,169,68,212,153,96,61,14,0,0,609
POA6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,4,0,0,0,0,16,0,0,9,5,3,0,0,0,22,3,19,11,14,17,12,3,0,80,7,5,0,0,9,0,0,0,20,0,3,0,0,4,0,3,0,8,12,25,17,16,25,8,6,0,108,0,0,0,0,0,0,0,0,5,10,7,13,9,9,12,4,0,61,21,47,36,38,43,25,9,0,223
POA6720,5,3,0,3,0,0,20,0,4,7,3,3,0,0,0,24,8,32,44,27,14,5,0,0,129,6,22,43,33,12,4,0,0,117,30,147,156,84,45,8,6,0,482,12,10,4,4,0,0,0,0,32,0,0,6,3,4,0,0,0,12,47,158,172,92,49,9,6,0,531,0,0,4,0,7,0,0,0,5,41,99,81,50,44,23,5,0,340,90,327,354,214,129,42,11,0,1165
POA6721,39,25,23,3,0,0,124,0,20,27,14,3,0,0,0,64,27,162,165,60,33,10,3,0,455,7,67,108,66,49,12,0,0,307,45,239,280,149,104,25,11,0,848,10,23,11,4,0,0,0,0,58,4,14,15,15,11,3,0,0,60,65,274,306,166,118,31,11,0,972,0,0,9,7,4,0,0,0,23,71,135,114,106,80,31,11,0,553,166,683,770,438,315,85,28,0,2498
POA6722,37,18,16,3,0,0,115,3,32,28,18,13,3,0,0,108,36,235,216,97,64,9,0,0,657,16,154,171,119,86,21,3,0,571,152,629,520,352,258,64,7,0,1996,70,48,45,19,8,0,0,0,189,10,31,20,21,19,5,0,0,104,234,704,591,401,279,71,10,0,2288,0,6,3,5,11,0,0,0,39,237,411,351,278,224,66,18,8,1588,527,1583,1394,936,689,185,34,13,5360
POA6725,75,52,34,12,0,0,261,4,53,62,37,29,12,6,0,202,52,399,305,198,124,59,11,3,1145,22,153,190,135,129,51,16,0,698,131,333,390,308,185,86,19,4,1450,47,33,35,16,13,3,0,0,152,11,17,31,30,23,10,5,0,129,187,393,450,352,225,102,22,4,1733,7,6,9,9,10,5,3,0,36,235,333,289,295,233,102,49,10,1554,510,1407,1383,1082,787,347,101,23,5629
POA6726,64,34,23,13,6,0,206,4,39,46,27,19,15,0,0,147,23,221,179,132,70,38,10,0,671,22,68,112,96,55,33,3,3,391,67,172,160,174,127,62,5,0,777,33,23,14,7,10,3,0,0,90,7,14,11,16,18,8,0,0,77,117,205,187,200,153,77,9,0,945,6,6,5,10,6,5,4,0,32,100,183,118,128,89,55,18,7,696,263,790,706,619,421,228,49,11,3086
POA6728,18,17,10,5,0,0,64,0,8,13,8,3,9,0,0,47,35,100,44,24,36,20,4,0,260,4,25,29,27,40,34,0,0,163,46,114,99,113,92,46,12,0,523,29,16,23,10,3,0,0,0,84,9,0,22,12,17,4,0,0,60,86,134,139,139,118,53,12,0,669,0,0,0,3,0,0,0,0,8,180,189,153,150,125,98,27,8,922,303,478,393,371,329,213,44,6,2133
POA6740,0,3,5,0,0,0,8,0,3,4,4,0,0,0,0,8,0,15,10,9,10,5,0,0,51,3,4,10,6,11,8,3,0,37,6,29,31,31,22,16,9,0,132,13,6,5,3,3,0,0,0,26,3,0,3,0,0,3,0,0,18,20,35,39,39,28,18,9,0,181,0,0,0,0,0,0,0,0,0,37,32,55,41,41,19,10,4,245,59,90,122,106,93,44,19,4,537
POA6743,44,24,33,8,0,0,153,5,31,25,19,16,0,0,0,97,39,225,138,103,79,21,5,0,608,10,73,78,57,83,27,4,0,336,76,202,196,187,116,46,15,0,836,17,28,13,7,8,7,0,0,78,10,12,17,15,18,5,3,0,78,105,241,218,216,136,61,18,0,992,4,14,3,3,4,3,0,0,29,151,240,164,180,137,85,35,14,1015,319,868,667,599,482,203,64,14,3219
POA6751,18,3,4,4,0,0,52,0,11,9,11,5,0,0,0,39,15,108,87,44,30,10,4,0,293,7,57,68,51,26,8,0,0,214,49,251,285,153,90,21,6,0,863,16,13,12,3,0,0,0,0,50,5,4,11,6,3,0,0,0,34,76,270,304,170,104,23,6,0,943,0,3,6,0,0,0,0,0,13,82,177,163,120,75,23,0,0,641,185,649,645,398,247,60,7,0,2193
POA6753,29,13,7,5,0,0,97,0,16,16,9,9,3,0,0,50,23,180,112,81,37,6,0,0,438,11,95,100,89,47,7,3,0,351,107,417,376,232,156,23,0,0,1319,41,30,30,11,9,0,0,0,115,9,18,22,10,5,0,0,0,66,154,470,422,258,170,20,0,0,1496,0,3,0,0,5,0,0,0,8,140,411,332,243,176,35,6,0,1339,331,1213,1015,683,449,80,9,0,3783
POA6754,3,0,3,0,0,0,12,0,0,0,6,4,0,0,0,7,3,18,26,9,0,0,0,0,58,0,12,19,16,16,0,0,0,68,12,67,97,54,29,3,0,0,253,3,4,8,0,0,0,0,0,14,0,8,0,0,0,0,0,0,9,13,75,98,57,32,3,0,0,276,3,0,0,0,4,0,0,0,9,31,49,72,45,32,3,4,0,241,51,164,224,131,86,13,4,0,673
POA6758,5,7,0,0,0,0,22,0,0,3,0,0,0,0,0,4,3,31,14,9,0,3,0,0,60,0,16,11,5,10,0,0,0,49,7,64,63,46,31,0,3,0,221,10,3,3,4,0,0,0,0,20,0,0,0,3,0,0,0,0,10,14,76,66,53,33,0,3,0,245,0,0,0,0,0,0,0,0,0,33,136,126,101,63,10,6,3,478,58,260,226,182,111,10,3,3,858
POA6760,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,17,13,3,5,0,0,0,41,4,6,10,11,6,3,0,0,36,13,36,42,30,18,0,0,0,142,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,13,39,43,31,20,0,0,0,150,0,0,0,0,0,0,0,0,0,17,82,72,69,47,10,3,0,301,34,154,142,117,80,18,7,0,551
POA6762,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,8,21,10,3,0,0,0,0,42,3,13,3,8,3,0,0,0,24,10,42,28,26,10,0,0,0,116,8,7,0,3,0,0,0,0,16,0,4,7,0,3,0,0,0,12,17,48,33,28,20,0,0,0,149,0,0,0,0,0,0,0,0,0,25,43,46,23,19,5,0,0,159,51,121,104,63,34,3,0,0,376
POA6765,10,0,8,4,0,0,30,0,7,0,8,7,0,0,0,19,8,41,17,20,7,3,0,0,91,0,10,11,3,3,3,0,0,33,8,35,37,21,15,8,0,0,121,5,8,0,4,3,0,0,0,25,0,3,4,3,5,0,0,0,18,20,49,46,27,21,8,0,0,162,0,0,0,0,0,0,0,0,0,47,43,25,21,28,4,0,0,170,70,154,109,78,81,23,0,0,514
POA6770,3,5,6,0,0,0,33,0,4,4,9,9,5,0,0,27,6,36,20,29,22,11,0,0,117,5,5,9,9,11,8,0,0,54,26,56,61,55,33,11,0,0,248,7,15,13,3,5,0,0,0,47,0,9,14,4,0,4,0,0,25,34,76,88,59,41,16,0,0,321,0,0,0,0,0,0,0,0,0,89,90,87,62,52,28,12,3,425,136,230,210,177,142,67,14,3,983
