POA_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA6448,6,0,8,13,21,28,6,0,10,0,0,0,28,18,42,6,5,14,0,0,3,5,3,5,16,10,28,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,3,8,9,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,14,0,5,5,0,0,0,0,0,0,0,8,8,30,27,60,75,76,145
POA6450,94,111,202,446,454,903,38,41,79,35,37,69,522,529,1057,345,323,663,9,19,27,83,90,174,442,427,868,24,16,37,5,4,10,40,36,79,25,94,113,0,4,3,90,149,245,7,23,37,8,17,26,6,8,19,16,38,59,0,0,0,43,94,141,138,249,383,9,9,9,14,28,44,0,0,0,21,31,51,762,649,1406,1985,1985,3974
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,9,5,10,15,15,32,15,17,30,0,0,0,23,34,59,10,10,21,3,5,5,0,3,3,16,16,33,0,3,6,0,0,0,0,0,0,0,5,6,0,0,0,7,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,44,38,83,99,97,199
POA6461,6,3,11,23,18,38,3,0,3,0,0,0,24,22,44,10,10,18,0,0,0,4,4,3,15,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,25,14,38,64,64,133
POA6462,8,0,7,13,12,25,0,0,0,0,0,0,13,12,25,4,4,7,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,33,23,60
POA6463,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,7,0,7
POA6466,0,0,0,3,0,9,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,12
POA6467,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8
POA6468,0,0,0,7,7,14,0,0,0,0,0,0,7,7,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,19,37,30,27,59
POA6470,0,0,0,3,5,3,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
POA6472,0,0,0,4,6,13,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,14,13,29
POA6473,0,4,0,3,4,7,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,11,17
POA6475,5,3,10,22,12,36,0,0,0,0,0,0,22,12,36,3,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,5,3,6,0,0,0,0,0,0,0,0,0,3,0,3,13,0,11,46,28,71
POA6476,0,4,4,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3
POA6477,0,4,0,7,9,15,0,0,0,0,0,0,7,9,15,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,3,8,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,8,9,0,0,0,0,0,4,0,0,0,0,0,4,14,15,28,28,36,63
POA6479,4,0,7,32,20,49,0,0,0,0,0,0,29,20,52,9,13,21,0,0,0,5,0,5,14,17,31,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,8,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,7,8,5,6,19,6,0,6,0,0,0,0,0,0,6,0,6,36,25,61,95,73,165
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,5,6,9
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,5,3
POA6485,0,0,0,8,8,24,0,0,0,0,0,0,17,13,27,7,7,15,0,0,0,0,0,0,5,12,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,22,24,48,43,57,101
POA6487,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
POA6488,0,0,0,5,3,11,0,0,0,0,0,0,5,3,11,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,11,27,19,20,41
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,12,9,10,20
POA6490,0,0,0,7,0,10,7,0,10,0,0,0,6,9,16,6,0,9,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,8,8,0,5,5,0,0,0,0,0,3,0,0,0,0,0,3,28,27,55,49,40,90
POA6501,8,3,9,10,14,25,16,8,20,6,8,17,36,33,61,14,19,29,5,3,15,6,4,13,19,27,46,0,0,0,0,4,3,7,0,7,0,3,5,0,0,0,8,6,17,4,0,7,0,0,0,3,0,3,0,5,5,0,0,0,8,8,11,16,18,31,0,0,0,0,0,7,0,0,3,3,0,3,35,37,73,115,117,229
POA6502,0,6,6,23,35,59,5,10,15,5,8,12,34,52,90,16,19,38,46,32,79,3,0,3,64,52,121,0,0,4,0,0,0,0,3,6,4,3,10,0,0,0,3,8,15,0,3,4,0,0,0,0,0,0,6,5,10,0,0,0,5,9,15,12,20,29,0,0,0,0,4,0,0,0,0,3,3,3,61,56,118,181,190,370
POA6503,17,18,32,82,57,137,15,15,30,7,10,14,110,76,188,31,29,55,11,13,23,28,29,53,62,76,135,0,0,0,0,0,0,6,3,16,5,8,18,0,0,0,16,18,32,3,12,12,0,5,0,0,4,4,0,10,13,0,0,0,7,22,28,17,39,60,0,4,0,6,0,5,0,0,0,3,3,8,99,77,173,310,288,598
POA6504,0,0,0,4,4,13,0,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,6,7,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,19,41,37,35,74
POA6505,3,0,3,4,4,3,5,8,11,0,0,0,7,10,15,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,17,18,35
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,4,9
POA6507,3,0,5,25,13,35,3,0,5,0,0,0,31,9,39,6,0,3,4,0,4,0,4,4,8,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,68,25,85,108,44,150
POA6509,0,0,0,0,0,3,3,0,3,0,0,0,5,5,9,4,3,6,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14,12,28,25,25,52
POA6510,8,13,19,19,30,49,50,46,97,0,0,0,70,72,144,72,59,129,0,0,4,0,5,7,73,67,141,0,0,6,3,0,4,8,3,12,6,12,16,0,0,0,16,18,32,4,4,6,0,4,4,0,0,0,0,4,4,0,0,0,3,13,16,17,31,47,0,0,0,0,4,9,0,0,4,0,7,8,119,121,242,290,308,602
POA6511,0,3,4,16,13,28,0,0,0,0,0,0,17,13,29,9,3,12,0,3,3,0,0,4,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,4,4,0,6,10,0,0,0,0,3,3,0,0,0,0,3,3,20,19,35,55,42,97
POA6512,0,0,0,0,0,0,0,5,5,0,0,0,0,4,3,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,11,16,26
POA6513,0,0,3,3,6,9,3,0,3,0,0,0,7,6,17,5,7,8,0,0,0,0,0,3,8,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,16,27,46
POA6514,0,0,3,9,11,17,0,0,0,0,0,0,15,11,24,12,14,29,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,0,0,0,3,7,4,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,0,0,5,0,0,0,0,0,0,0,0,4,30,29,59,65,60,126
POA6515,0,3,6,12,11,22,0,0,0,0,0,0,12,11,22,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,29,22,52,45,40,89
POA6516,12,10,21,70,50,125,0,0,0,0,0,3,75,53,130,39,38,77,0,0,0,0,0,0,39,39,84,0,3,3,4,0,5,0,0,4,0,12,12,0,0,0,6,11,18,0,0,0,4,4,9,0,0,0,3,5,8,0,0,0,3,7,13,13,20,37,0,3,3,0,4,3,0,0,0,0,4,6,97,85,179,236,221,454
POA6517,3,3,8,11,14,19,0,0,0,0,0,0,11,14,19,6,3,6,0,0,3,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,3,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,35,38,75,59,61,119
POA6518,0,0,0,6,4,5,0,0,0,0,0,0,6,4,5,0,0,4,0,0,0,0,5,5,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,20,18,41,28,31,56
POA6519,0,8,4,21,23,42,0,0,0,0,0,0,21,23,50,6,12,19,0,0,0,0,0,0,6,11,20,0,0,0,0,0,0,4,0,4,0,3,5,0,0,0,4,3,8,0,4,5,0,4,4,0,0,0,0,3,0,0,0,0,0,7,8,4,10,13,0,0,0,0,0,5,0,0,0,0,0,5,50,48,99,90,96,187
POA6521,6,0,6,12,6,13,0,0,0,0,0,0,8,6,19,7,0,11,0,0,0,0,0,0,9,8,13,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,7,0,0,0,0,0,0,0,0,0,3,0,3,23,12,34,53,28,78
POA6522,5,0,11,16,14,38,0,0,0,0,0,0,16,14,38,5,0,5,3,0,3,0,0,5,5,0,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,35,32,67,71,56,128
POA6525,19,21,43,105,112,216,3,0,6,3,3,6,111,117,227,60,44,105,44,54,104,8,12,23,113,110,224,5,3,5,0,3,3,7,9,14,4,13,14,0,0,0,14,25,46,0,3,8,0,7,7,0,3,4,0,12,17,0,0,0,4,26,35,19,52,73,5,5,6,5,3,14,0,0,0,8,10,17,226,178,400,496,493,986
POA6528,4,7,9,9,10,20,0,0,0,0,0,0,12,17,26,5,3,9,3,0,7,0,0,0,6,10,14,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,12,14,25,43,45,89
POA6530,276,281,554,837,694,1531,359,382,743,184,208,392,1381,1291,2673,646,577,1221,323,381,706,142,158,307,1112,1117,2231,58,88,139,33,64,99,133,104,239,121,273,397,0,5,8,351,531,879,28,74,99,24,88,111,19,42,58,81,192,271,0,0,0,144,392,541,496,925,1418,24,31,60,68,102,168,4,0,0,96,133,230,1787,1503,3295,5153,5247,10398
POA6532,68,57,126,149,140,288,107,113,220,68,63,136,325,317,646,96,99,191,103,127,227,52,54,103,244,278,525,6,13,24,5,12,22,29,21,53,27,63,89,0,0,0,66,113,182,10,10,17,4,11,15,4,0,7,17,60,77,0,0,0,33,88,113,100,197,297,11,5,11,8,17,21,0,0,0,19,17,39,358,280,640,1128,1148,2274
POA6535,10,9,21,38,26,66,24,25,50,0,0,4,67,59,121,30,9,41,6,11,13,4,3,10,40,25,66,0,0,5,0,0,0,0,0,0,5,7,12,0,0,0,4,13,11,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,9,10,5,16,26,0,0,0,0,0,0,0,0,0,0,0,0,118,90,207,245,202,446
POA6536,13,8,17,30,35,67,0,0,0,0,0,0,30,34,67,33,19,50,0,0,4,0,0,0,36,16,54,0,0,3,0,0,0,0,0,5,0,3,6,0,0,0,3,8,15,0,0,0,0,0,4,0,3,3,0,3,4,0,0,0,5,10,11,8,17,23,0,0,0,0,0,4,0,0,0,0,4,5,107,97,203,201,177,373
POA6537,7,4,7,36,24,60,0,0,0,0,0,0,36,24,60,4,15,22,0,0,0,0,0,0,3,19,22,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,6,9,12,0,0,0,0,5,5,0,0,6,0,6,8,0,0,0,0,14,18,8,22,28,0,0,0,0,0,0,0,0,0,0,0,0,74,89,162,131,153,288
POA6556,16,10,29,40,43,88,5,4,9,13,9,21,61,58,125,82,47,126,4,0,5,23,23,46,110,70,183,3,0,4,0,6,5,12,4,11,7,18,20,0,0,0,21,22,41,9,8,15,0,12,9,0,0,0,3,19,19,0,0,0,13,33,44,32,61,85,5,5,6,0,7,7,0,0,0,4,12,13,72,36,114,296,249,546
POA6558,3,0,4,25,21,51,3,3,3,0,0,0,34,27,57,22,22,41,0,6,13,7,5,10,27,29,63,0,0,3,0,4,3,5,5,10,0,4,5,0,0,0,10,13,24,3,8,12,0,5,5,0,0,0,0,4,4,0,0,0,3,17,22,12,30,39,0,5,9,0,3,3,0,0,0,0,5,10,1881,24,1908,1966,118,2082
POA6560,8,9,16,47,31,76,10,6,14,5,6,10,61,38,103,33,40,80,3,0,3,6,4,10,39,49,93,0,4,4,0,3,4,3,3,4,5,12,13,0,0,0,11,16,23,7,3,9,0,3,3,3,0,6,0,3,5,0,0,0,8,13,21,19,30,45,0,0,0,3,0,6,0,0,0,9,0,7,69,67,140,206,191,402
POA6562,7,5,13,61,47,106,4,5,9,3,0,7,64,54,125,31,29,56,7,3,10,9,4,7,42,33,75,0,0,0,0,0,0,4,0,4,0,9,6,0,0,0,7,14,17,0,6,6,3,3,4,0,0,0,5,9,10,0,0,0,4,16,22,14,29,40,0,0,0,0,0,0,0,0,0,0,5,9,91,73,165,220,205,422
POA6564,0,0,3,14,5,20,0,0,3,0,0,0,13,6,21,5,3,10,0,0,0,5,3,6,7,8,14,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,6,13,11,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,4,3,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,14,15,28,50,45,91
POA6566,15,17,28,74,65,132,16,18,33,13,3,16,91,86,180,59,48,109,19,19,30,10,6,20,85,77,160,0,4,4,0,5,4,17,11,27,3,26,31,0,0,0,24,46,67,0,0,3,0,5,5,0,0,0,0,12,12,0,0,0,4,22,23,26,63,91,11,5,12,6,12,9,0,0,0,12,15,23,229,196,420,460,453,913
POA6567,0,0,0,9,5,9,0,5,3,0,0,4,15,8,19,6,4,16,3,4,9,4,0,6,12,11,25,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,6,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,8,8,8,17,0,5,5,0,0,0,0,0,0,0,3,9,46,33,74,82,64,145
POA6568,0,3,6,8,3,12,0,0,4,0,0,0,5,7,12,0,3,10,0,0,0,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,18,35,19,49
POA6569,0,0,0,16,10,30,0,0,0,0,0,0,16,10,30,5,4,18,3,0,3,0,0,0,7,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,12,18,32,46,41,81
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,8,8,17
POA6572,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,0,4,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,13,22
POA6574,0,0,0,0,4,4,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,10
POA6575,0,0,0,6,0,5,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,17,22,8,30
POA6603,9,9,20,48,53,105,0,0,3,0,0,0,52,54,101,14,13,33,0,0,3,0,0,0,17,16,34,0,6,5,0,0,0,4,0,12,9,3,9,0,0,0,13,13,23,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,3,8,8,18,22,39,0,0,0,4,0,4,0,0,0,4,0,4,60,45,103,164,143,305
POA6605,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,12,6,19
POA6606,0,0,0,7,7,16,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,10,22
POA6608,0,0,3,7,5,12,0,0,0,0,0,0,7,5,12,6,0,5,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,33,28,29,59
POA6609,8,14,19,32,21,58,0,0,0,3,3,3,36,24,63,10,16,34,0,0,0,3,8,15,19,25,47,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,5,7,7,0,0,4,0,4,4,0,0,0,0,6,6,0,0,0,4,11,11,8,13,25,0,0,0,0,0,0,0,0,0,0,0,0,75,58,138,148,137,284
POA6612,0,3,3,4,7,13,0,0,0,0,0,0,4,7,13,3,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,13,24,17,27,44
