POA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA6024,..,0,200,541,491,395,577,310,41,2556,..,25,199,158,107,59,26,16,0,587,..,0,6,37,45,36,22,10,5,153,1270,..,..,..,..,..,..,..,..,1270,..,329,..,..,..,..,..,..,..,329,..,255,139,78,60,17,0,0,0,550,..,38,21,16,11,8,10,9,0,115,..,17,16,18,7,0,0,0,0,74,..,22,56,22,19,24,4,8,0,157,..,11,63,58,104,81,97,64,19,491,17,17,8,11,8,5,8,5,0,79,1291,718,707,923,843,626,756,417,68,6350,..,7,302,585,518,425,583,203,26,2639,..,44,257,154,107,54,31,6,0,650,..,8,31,116,147,62,45,31,15,450,1237,..,..,..,..,..,..,..,..,1237,..,360,..,..,..,..,..,..,..,360,..,166,65,39,20,12,0,0,0,298,..,30,15,3,3,23,22,22,12,128,..,22,17,4,5,3,0,0,0,46
POA6025,..,4,443,1221,1297,1280,1295,573,100,6210,..,74,486,297,204,117,55,15,3,1259,..,0,10,59,90,58,25,24,9,279,3002,..,..,..,..,..,..,..,..,3002,..,889,..,..,..,..,..,..,..,889,..,581,354,127,84,24,4,0,0,1176,..,64,48,20,27,20,19,8,8,206,..,35,43,18,7,5,3,0,0,110,..,77,100,49,41,31,29,8,0,338,..,36,120,166,183,185,162,96,34,990,26,31,34,32,16,19,20,0,0,197,3032,1793,1647,1984,1955,1742,1616,726,164,14662,..,19,643,1431,1367,1362,1191,396,55,6461,..,117,589,316,189,122,49,7,0,1386,..,10,103,233,323,190,75,49,23,1003,2825,..,..,..,..,..,..,..,..,2825,..,941,..,..,..,..,..,..,..,941,..,351,200,53,32,20,5,0,0,669,..,54,33,16,14,52,60,38,24,291,..,35,25,5,3,6,0,0,0,80
POA6026,..,3,214,943,981,1129,1128,366,120,4881,..,23,186,183,128,96,43,11,6,667,..,0,9,35,63,41,16,4,5,170,2076,..,..,..,..,..,..,..,..,2076,..,684,..,..,..,..,..,..,..,684,..,540,293,91,36,13,0,0,0,980,..,41,24,9,9,19,12,5,12,133,..,11,19,4,0,3,0,0,0,43,..,20,39,17,10,16,15,3,0,115,..,24,34,67,80,101,129,58,49,545,15,29,21,22,8,10,9,3,0,125,2091,1376,849,1362,1315,1434,1357,457,195,10428,..,5,340,1067,1091,1282,914,279,69,5057,..,45,234,194,135,90,28,10,0,732,..,0,35,145,207,130,48,23,31,620,1981,..,..,..,..,..,..,..,..,1981,..,720,..,..,..,..,..,..,..,720,..,336,173,40,24,21,8,0,0,600,..,21,17,6,6,27,72,27,28,203,..,16,15,5,5,5,0,0,0,49
POA6027,..,9,537,1546,1698,1878,1551,596,136,7940,..,124,637,410,295,219,95,18,4,1794,..,8,18,69,137,83,41,14,8,374,3759,..,..,..,..,..,..,..,..,3759,..,1082,..,..,..,..,..,..,..,1082,..,937,524,146,88,29,4,0,0,1740,..,92,58,32,15,30,28,19,14,289,..,62,80,39,20,16,0,6,0,226,..,190,261,109,56,53,28,18,0,721,..,77,238,246,222,285,272,122,41,1501,51,55,51,47,31,22,19,10,0,290,3807,2636,2396,2649,2566,2617,2045,789,203,19709,..,24,846,1790,1865,1965,1346,433,63,8325,..,187,752,414,298,198,74,13,0,1938,..,24,141,339,355,238,102,46,36,1273,3466,..,..,..,..,..,..,..,..,3466,..,1121,..,..,..,..,..,..,..,1121,..,589,295,63,31,26,13,0,0,1017,..,71,40,8,16,59,83,66,55,391,..,65,48,13,11,8,0,0,0,161
POA6028,..,4,282,846,1492,1398,767,256,39,5074,..,47,225,154,136,104,33,4,3,708,..,0,9,30,55,41,15,0,0,153,2197,..,..,..,..,..,..,..,..,2197,..,871,..,..,..,..,..,..,..,871,..,669,322,76,28,13,0,0,0,1110,..,48,31,4,8,19,16,11,3,139,..,18,35,13,9,4,4,0,0,84,..,22,48,6,14,16,8,5,0,120,..,14,48,60,85,97,71,29,19,427,27,32,21,12,7,18,14,4,0,132,2224,1727,1023,1207,1830,1705,925,310,70,11022,..,12,427,1081,1652,1372,590,194,24,5358,..,81,273,154,140,89,27,3,0,767,..,8,51,136,232,116,48,21,8,620,2068,..,..,..,..,..,..,..,..,2068,..,894,..,..,..,..,..,..,..,894,..,497,215,36,16,6,0,0,0,767,..,39,15,8,9,16,39,46,24,187,..,30,15,5,3,3,3,0,0,54
POA6029,..,0,22,108,148,139,114,77,22,632,..,0,11,16,26,12,3,0,0,71,..,0,0,0,8,0,0,0,0,16,236,..,..,..,..,..,..,..,..,236,..,103,..,..,..,..,..,..,..,103,..,49,14,4,7,6,0,0,0,72,..,4,5,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,3,..,10,23,3,0,0,3,0,0,40,..,3,3,8,8,16,14,11,6,67,5,0,0,0,4,0,0,0,0,13,242,169,86,143,197,166,132,89,33,1265,..,0,38,139,158,117,125,54,10,643,..,0,24,21,19,10,0,0,0,84,..,0,0,11,12,10,8,4,3,47,267,..,..,..,..,..,..,..,..,267,..,128,..,..,..,..,..,..,..,128,..,44,15,3,3,0,0,0,0,70,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3
POA6030,..,21,570,1323,1654,1464,929,598,149,6715,..,154,633,381,286,178,55,20,9,1722,..,8,27,82,164,93,32,5,3,410,3983,..,..,..,..,..,..,..,..,3983,..,1122,..,..,..,..,..,..,..,1122,..,1055,548,117,61,30,3,0,0,1815,..,128,112,29,35,33,24,17,5,387,..,64,69,36,28,9,0,7,0,216,..,76,120,44,35,46,29,15,4,366,..,57,187,259,244,248,157,103,62,1319,39,54,57,36,42,23,11,0,0,270,4021,2744,2323,2296,2553,2128,1244,772,239,18319,..,50,879,1523,1908,1389,822,498,68,7133,..,258,718,398,300,142,45,19,12,1888,..,44,306,456,468,277,92,49,20,1713,3608,..,..,..,..,..,..,..,..,3608,..,1117,..,..,..,..,..,..,..,1117,..,798,283,54,28,21,5,0,0,1191,..,109,60,18,33,79,92,77,26,493,..,66,58,15,16,10,4,3,0,176
POA6031,..,12,428,892,781,536,290,109,9,3062,..,66,314,197,125,66,19,0,0,785,..,5,11,35,61,30,9,4,0,153,2249,..,..,..,..,..,..,..,..,2249,..,533,..,..,..,..,..,..,..,533,..,468,198,49,19,5,4,0,0,739,..,55,54,23,9,10,10,7,3,168,..,27,40,14,10,6,0,0,0,104,..,37,86,22,20,8,6,5,0,192,..,23,113,99,69,58,37,16,4,427,28,23,24,18,3,6,4,5,0,114,2276,1248,1267,1349,1106,728,380,145,22,8522,..,23,681,968,791,479,258,63,7,3266,..,99,396,216,120,68,7,3,0,910,..,26,144,244,200,104,29,16,0,762,2289,..,..,..,..,..,..,..,..,2289,..,572,..,..,..,..,..,..,..,572,..,360,119,20,11,3,0,0,0,522,..,36,42,13,13,38,35,13,6,208,..,25,22,9,3,3,3,0,0,70
POA6032,..,0,5,3,7,8,7,0,0,33,..,0,3,0,7,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,8,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,11,14,5,22,13,9,6,0,86,..,0,0,11,11,9,3,0,0,32,..,0,0,0,7,0,0,0,0,12,..,0,0,4,0,0,0,0,0,5,15,..,..,..,..,..,..,..,..,15,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6033,..,0,3,13,22,28,21,3,0,89,..,0,3,3,6,4,0,0,0,14,..,0,0,0,0,0,3,0,0,6,35,..,..,..,..,..,..,..,..,35,..,13,..,..,..,..,..,..,..,13,..,13,14,3,0,0,0,0,0,31,..,0,3,5,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,3,35,25,25,20,26,35,33,4,0,211,..,0,7,9,22,29,14,0,3,91,..,0,4,3,4,0,0,0,0,13,..,0,0,0,9,0,0,0,0,6,37,..,..,..,..,..,..,..,..,37,..,19,..,..,..,..,..,..,..,19,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,3,0,3,..,0,0,3,0,0,0,0,0,3
POA6034,..,3,117,153,100,46,45,18,0,488,..,33,146,54,18,11,0,0,0,261,..,0,3,5,10,5,3,4,0,23,502,..,..,..,..,..,..,..,..,502,..,59,..,..,..,..,..,..,..,59,..,47,37,8,0,0,0,0,0,95,..,16,14,5,3,0,9,0,0,40,..,6,15,0,0,0,0,0,0,20,..,0,4,3,3,0,0,0,0,14,..,4,27,13,13,8,9,0,0,76,5,7,6,0,5,0,0,0,0,19,514,184,364,240,146,75,63,21,0,1608,..,12,160,156,113,54,36,11,0,547,..,64,167,50,20,3,4,0,0,306,..,8,48,38,40,19,3,0,0,159,480,..,..,..,..,..,..,..,..,480,..,68,..,..,..,..,..,..,..,68,..,45,7,0,4,0,0,0,0,59,..,5,9,3,0,12,9,0,0,40,..,10,0,0,0,0,0,0,0,8
POA6035,..,11,179,346,353,299,279,157,16,1639,..,33,164,124,79,51,10,3,0,472,..,0,8,27,35,20,3,3,0,94,1337,..,..,..,..,..,..,..,..,1337,..,232,..,..,..,..,..,..,..,232,..,227,83,34,11,0,0,0,0,365,..,26,29,13,11,12,7,4,5,100,..,17,17,5,4,3,4,0,0,46,..,15,24,8,21,14,3,5,0,80,..,15,53,52,91,68,44,33,5,363,18,22,16,14,7,9,3,0,0,95,1354,591,584,611,607,475,359,209,29,4825,..,16,307,436,388,319,261,103,8,1835,..,50,210,153,81,38,12,7,0,552,..,13,117,141,110,42,24,14,6,470,1268,..,..,..,..,..,..,..,..,1268,..,216,..,..,..,..,..,..,..,216,..,138,42,9,11,14,0,0,0,210,..,15,3,5,11,20,18,7,11,95,..,16,4,4,7,4,0,0,0,28
POA6036,..,11,278,640,779,505,298,126,25,2662,..,83,322,166,127,56,23,10,3,778,..,0,16,44,61,29,5,4,0,160,2025,..,..,..,..,..,..,..,..,2025,..,518,..,..,..,..,..,..,..,518,..,487,173,41,20,11,3,0,0,730,..,53,40,21,7,13,16,3,0,151,..,19,34,15,5,5,0,0,0,81,..,39,58,23,14,6,10,0,0,156,..,32,102,105,111,77,56,27,4,512,16,20,24,11,13,7,5,0,0,104,2047,1264,1038,1061,1139,712,416,165,36,7878,..,21,437,774,839,434,280,97,11,2887,..,135,373,175,121,45,17,7,0,880,..,34,163,240,220,111,38,13,8,825,1821,..,..,..,..,..,..,..,..,1821,..,561,..,..,..,..,..,..,..,561,..,396,85,15,12,7,0,0,0,512,..,63,27,21,10,21,42,29,12,227,..,12,12,5,3,5,0,0,0,44
POA6037,..,0,50,78,124,129,100,61,10,561,..,9,57,42,42,25,19,8,0,191,..,0,3,3,9,8,6,0,0,31,432,..,..,..,..,..,..,..,..,432,..,71,..,..,..,..,..,..,..,71,..,86,28,11,13,0,0,0,0,134,..,5,0,3,4,0,0,5,0,21,..,3,5,0,0,4,0,0,0,13,..,0,9,6,4,0,5,0,0,25,..,4,28,24,52,46,33,18,3,206,4,5,5,3,3,4,0,3,0,27,436,182,186,169,245,224,166,93,11,1720,..,7,69,139,151,123,99,46,4,643,..,15,67,52,46,30,18,3,0,223,..,4,23,32,20,11,9,3,0,105,378,..,..,..,..,..,..,..,..,378,..,53,..,..,..,..,..,..,..,53,..,50,21,0,6,0,0,0,0,78,..,5,3,0,0,6,6,4,10,31,..,7,0,0,0,4,0,0,0,6
POA6038,..,3,288,484,329,200,133,44,5,1489,..,53,287,136,76,22,5,0,0,576,..,0,9,26,22,14,3,0,0,80,1273,..,..,..,..,..,..,..,..,1273,..,194,..,..,..,..,..,..,..,194,..,191,65,23,4,0,0,0,0,288,..,29,28,3,3,3,7,0,0,75,..,11,19,4,6,0,0,0,0,46,..,12,28,11,6,3,0,0,0,63,..,21,84,76,49,35,23,10,0,297,16,19,18,9,3,5,4,0,0,71,1288,538,834,773,504,289,180,54,4,4463,..,13,435,532,348,183,110,23,0,1650,..,99,332,115,75,21,6,0,0,646,..,14,110,109,122,46,24,3,0,431,1332,..,..,..,..,..,..,..,..,1332,..,237,..,..,..,..,..,..,..,237,..,150,42,5,4,0,0,0,0,202,..,18,13,9,7,15,16,10,0,89,..,8,13,5,0,5,0,0,0,27
POA6041,..,0,3,32,64,63,80,45,10,289,..,5,14,15,18,6,4,5,0,65,..,0,0,0,4,4,5,0,0,8,104,..,..,..,..,..,..,..,..,104,..,29,..,..,..,..,..,..,..,29,..,32,8,3,3,0,0,0,0,46,..,5,4,0,0,5,0,0,0,23,..,0,3,0,0,3,0,0,0,10,..,0,3,3,0,0,0,0,0,14,..,0,3,0,14,20,21,12,0,70,3,0,0,3,0,8,3,0,0,25,114,69,37,56,109,106,128,68,11,686,..,0,15,45,65,80,79,30,5,321,..,7,18,19,13,7,8,0,0,65,..,3,10,11,10,4,0,0,0,37,115,..,..,..,..,..,..,..,..,115,..,32,..,..,..,..,..,..,..,32,..,19,11,3,3,0,0,0,0,42,..,0,4,0,4,3,4,0,4,21,..,0,0,0,0,0,0,0,0,0
POA6042,..,0,0,0,0,0,12,0,0,10,..,0,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,9,7,0,0,12,0,0,0,0,0,0,0,0,0,4,3,3,0,0,4,8,23,0,0,50,..,0,0,0,0,3,8,0,0,10,..,0,4,0,0,0,6,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA6043,..,0,0,0,10,9,15,3,0,40,..,0,0,0,5,6,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,7,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,4,12,6,0,27,0,0,0,0,0,0,0,0,0,8,0,3,11,3,16,20,30,15,0,102,..,0,0,0,5,17,16,5,0,44,..,0,5,0,4,4,0,5,0,17,..,0,0,0,3,0,0,0,0,4,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
POA6044,..,0,9,14,32,43,73,34,11,211,..,0,14,5,9,10,8,3,0,56,..,0,0,0,5,0,4,0,0,12,46,..,..,..,..,..,..,..,..,46,..,17,..,..,..,..,..,..,..,17,..,21,3,5,0,0,0,0,0,28,..,5,0,0,0,3,0,0,0,11,..,0,5,0,0,0,0,0,0,5,..,0,6,0,3,4,7,0,0,24,..,0,4,9,14,32,25,14,3,105,5,3,0,0,3,3,5,0,0,24,50,42,44,42,66,96,119,62,14,543,..,0,16,25,36,47,69,26,5,215,..,4,20,15,11,10,8,0,0,68,..,0,0,3,6,0,0,0,0,8,58,..,..,..,..,..,..,..,..,58,..,12,..,..,..,..,..,..,..,12,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,4,6,..,0,0,0,0,0,0,0,0,8
POA6050,..,0,168,509,597,574,418,237,84,2583,..,52,277,172,135,86,47,11,0,790,..,0,9,7,29,16,8,5,0,80,1075,..,..,..,..,..,..,..,..,1075,..,383,..,..,..,..,..,..,..,383,..,163,124,41,33,12,7,0,0,380,..,21,27,13,5,15,6,4,4,88,..,18,28,9,4,0,6,0,0,65,..,92,188,41,22,24,16,5,3,383,..,33,175,142,124,128,143,78,63,890,16,15,20,21,12,7,8,4,0,104,1090,781,1022,961,951,860,658,339,158,6821,..,8,275,581,618,553,397,163,42,2637,..,73,290,153,106,64,28,6,0,716,..,3,22,81,85,65,23,18,23,323,1018,..,..,..,..,..,..,..,..,1018,..,426,..,..,..,..,..,..,..,426,..,113,81,13,15,19,5,0,0,238,..,23,22,8,9,21,20,13,9,125,..,8,26,3,0,0,0,0,0,45
POA6051,..,7,326,513,313,225,220,99,27,1723,..,79,389,212,90,69,30,11,0,879,..,0,0,27,29,16,13,0,4,88,829,..,..,..,..,..,..,..,..,829,..,163,..,..,..,..,..,..,..,163,..,71,57,20,15,8,0,0,0,165,..,44,47,11,5,10,4,4,0,119,..,13,48,17,5,6,0,0,0,91,..,131,229,68,47,26,18,8,0,523,..,64,265,296,211,216,198,106,21,1372,16,14,34,17,17,8,7,4,0,115,850,588,1385,1176,727,582,489,221,46,6064,..,23,436,479,294,221,199,63,13,1730,..,117,436,165,91,45,27,8,0,893,..,6,40,98,105,51,21,8,6,338,770,..,..,..,..,..,..,..,..,770,..,160,..,..,..,..,..,..,..,160,..,50,40,23,3,3,0,0,0,118,..,38,29,9,10,12,14,8,0,131,..,11,32,3,5,0,0,0,0,53
POA6052,..,3,177,516,463,393,286,117,46,1994,..,15,201,148,84,63,32,7,0,554,..,0,0,16,20,22,9,3,0,69,1022,..,..,..,..,..,..,..,..,1022,..,275,..,..,..,..,..,..,..,275,..,144,114,32,30,6,0,0,0,326,..,25,21,13,15,10,4,0,0,93,..,13,23,4,3,4,0,0,0,52,..,59,94,21,16,20,18,0,0,222,..,25,87,93,85,106,111,50,27,572,13,6,19,7,11,13,7,0,3,82,1035,573,731,848,718,637,451,186,75,5258,..,9,266,567,464,382,238,83,22,2033,..,40,212,138,87,61,15,5,0,566,..,3,23,80,125,80,24,27,19,377,920,..,..,..,..,..,..,..,..,920,..,282,..,..,..,..,..,..,..,282,..,123,67,18,9,10,5,0,0,232,..,26,15,7,11,19,21,16,14,131,..,24,12,3,0,5,0,0,0,46
POA6053,..,5,295,653,531,443,336,185,55,2504,..,41,317,223,155,101,44,3,0,885,..,5,7,19,42,24,15,0,8,117,1311,..,..,..,..,..,..,..,..,1311,..,325,..,..,..,..,..,..,..,325,..,203,106,30,34,11,3,0,0,389,..,31,38,10,12,14,9,4,5,120,..,20,24,6,4,4,0,3,0,61,..,46,115,47,47,46,20,7,0,333,..,21,98,120,108,168,128,75,29,746,9,22,23,22,10,14,14,0,0,115,1322,716,1018,1133,929,832,577,282,99,6907,..,15,432,687,577,425,294,141,31,2590,..,63,367,200,149,89,39,8,0,914,..,0,37,100,124,80,28,12,18,416,1227,..,..,..,..,..,..,..,..,1227,..,336,..,..,..,..,..,..,..,336,..,140,82,32,17,9,7,0,0,280,..,36,18,8,10,21,29,20,12,153,..,12,25,3,7,0,3,0,0,50
POA6054,..,8,309,703,652,627,533,280,71,3177,..,70,367,216,170,118,56,16,0,1012,..,0,19,36,65,54,26,10,10,216,1847,..,..,..,..,..,..,..,..,1847,..,430,..,..,..,..,..,..,..,430,..,389,245,87,57,28,5,0,0,805,..,72,50,32,25,35,19,10,6,262,..,30,42,18,16,9,4,0,0,122,..,59,128,54,46,40,31,8,4,375,..,24,127,173,219,238,199,94,35,1112,17,16,23,12,24,15,15,10,0,141,1868,1110,1304,1336,1276,1169,887,427,130,9500,..,19,465,812,636,664,469,207,22,3299,..,103,410,252,174,97,46,11,0,1100,..,17,114,193,264,126,62,50,21,852,1654,..,..,..,..,..,..,..,..,1654,..,419,..,..,..,..,..,..,..,419,..,261,140,40,34,9,10,0,0,494,..,51,31,23,23,43,66,33,25,297,..,29,26,6,6,3,3,0,0,72
POA6055,..,29,1113,1888,1051,750,547,227,46,5658,..,110,670,353,214,116,30,15,0,1503,..,0,21,43,64,28,11,12,7,184,3842,..,..,..,..,..,..,..,..,3842,..,666,..,..,..,..,..,..,..,666,..,496,266,76,33,13,4,0,0,885,..,124,152,53,29,40,25,9,4,429,..,43,90,30,18,3,13,3,0,200,..,53,150,59,33,32,22,0,0,352,..,40,256,193,131,159,105,56,14,954,31,34,38,26,17,13,15,0,4,173,3874,1597,2756,2732,1587,1157,772,327,69,14858,..,62,1698,1814,1037,723,433,144,25,5933,..,206,742,344,209,91,26,7,0,1627,..,14,182,240,222,141,40,23,19,881,3561,..,..,..,..,..,..,..,..,3561,..,663,..,..,..,..,..,..,..,663,..,333,156,27,24,20,5,0,0,568,..,109,93,30,35,78,85,43,13,487,..,46,59,13,10,7,3,0,0,137
POA6056,..,23,598,1066,1155,1316,1135,675,150,6110,..,197,613,369,297,235,113,37,8,1869,..,9,34,89,159,92,48,21,9,465,3357,..,..,..,..,..,..,..,..,3357,..,779,..,..,..,..,..,..,..,779,..,930,481,199,123,54,13,0,0,1798,..,133,123,53,47,69,61,27,10,519,..,87,79,38,30,18,9,5,0,264,..,100,191,88,96,98,54,18,5,656,..,83,320,328,420,457,396,219,90,2310,45,68,70,54,30,33,29,12,4,344,3408,2408,2507,2283,2362,2363,1856,1015,274,18480,..,44,905,1233,1315,1327,1042,478,83,6429,..,316,699,393,306,213,88,35,4,2048,..,71,277,434,479,288,130,101,52,1819,3148,..,..,..,..,..,..,..,..,3148,..,818,..,..,..,..,..,..,..,818,..,582,259,87,66,35,7,0,0,1033,..,125,57,18,43,87,121,72,35,556,..,66,31,20,13,9,5,0,0,146
POA6057,..,9,271,517,535,591,490,287,71,2772,..,64,283,176,115,91,36,10,0,777,..,0,11,49,56,36,15,0,4,166,1565,..,..,..,..,..,..,..,..,1565,..,370,..,..,..,..,..,..,..,370,..,381,187,61,52,16,3,0,0,692,..,56,37,18,18,19,18,10,3,179,..,24,33,14,11,12,3,0,0,93,..,22,68,19,37,35,11,3,3,198,..,20,84,120,129,132,85,67,30,658,23,33,16,18,11,9,6,4,0,120,1588,972,987,997,954,942,664,378,116,7598,..,16,384,578,618,613,470,203,32,2908,..,104,327,165,121,88,30,9,0,839,..,11,107,184,183,98,34,35,19,677,1417,..,..,..,..,..,..,..,..,1417,..,391,..,..,..,..,..,..,..,391,..,282,121,45,22,13,0,0,0,484,..,37,21,11,11,29,43,27,14,194,..,19,18,10,3,7,3,0,0,59
