POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6221,38,0,0,0,0,36,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,3,4,0,0,0,0,4,76,0,0,7,0,81
POA6223,24,0,0,0,0,19,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,59,0,0,0,0,59
POA6224,149,0,0,5,0,156,167,0,0,0,0,178,8,0,0,0,0,9,13,3,0,0,0,14,0,11,0,0,0,10,38,3,0,0,0,40,4,0,0,9,0,18,4,0,0,0,0,4,66,20,0,8,0,99,18,0,0,0,0,22,5,0,0,0,0,5,410,22,0,15,0,451
POA6225,1388,25,24,8,3,1444,1242,12,10,0,0,1267,212,12,34,3,0,258,70,37,21,0,0,128,8,0,0,0,0,12,205,18,4,0,0,232,29,0,3,4,0,40,0,0,4,0,0,4,529,68,67,7,3,675,47,0,0,0,0,54,71,5,5,0,3,78,3279,108,104,17,17,3520
POA6226,96,0,0,0,0,97,168,0,0,0,0,168,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,5,0,0,0,0,5,4,0,0,0,0,4,295,3,0,0,0,296
POA6227,74,0,0,4,0,77,141,0,0,0,0,144,13,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,38,6,0,0,0,0,6,8,0,0,0,0,12,271,4,0,4,0,279
POA6228,26,0,0,0,0,31,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,56,0,0,0,0,61
POA6229,16,0,0,28,0,39,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,14,0,18,0,0,0,0,0,0,10,0,0,19,0,27,0,0,0,3,0,3,3,0,0,4,0,8,36,0,0,46,0,92
POA6230,4352,504,67,76,3,5004,5850,341,51,5,8,6256,1965,672,246,3,4,2886,292,445,30,0,0,766,45,150,71,0,0,269,1079,263,47,0,0,1396,95,50,9,13,0,164,20,15,3,0,0,36,3490,1598,401,18,9,5517,121,132,19,5,4,281,159,96,16,11,8,281,13976,2667,553,116,30,17342
POA6232,1047,88,5,24,0,1157,1858,38,0,0,0,1894,432,66,3,0,0,500,23,17,0,0,0,39,6,3,0,0,0,9,241,24,0,0,0,263,18,5,0,8,0,30,3,0,0,0,0,3,717,110,5,7,0,847,94,64,0,0,0,166,43,6,0,6,0,52,3766,293,15,33,3,4111
POA6233,2005,63,13,57,0,2141,3422,24,0,7,4,3455,735,58,6,4,5,802,60,32,9,0,0,100,9,8,0,0,0,18,352,17,8,3,0,372,36,0,0,26,0,60,6,0,0,0,0,6,1190,111,27,30,5,1370,55,45,0,5,0,107,60,8,0,3,0,72,6732,248,43,105,10,7139
POA6236,330,0,0,3,0,328,335,0,0,0,0,339,22,0,0,0,0,20,3,0,0,0,0,3,12,0,0,0,0,12,51,0,0,0,0,52,7,0,0,0,0,7,0,0,0,0,0,0,90,0,0,0,0,92,15,0,0,0,0,15,5,0,0,0,0,5,780,0,0,0,0,785
POA6237,392,0,0,3,0,398,376,5,0,0,0,381,35,0,0,0,0,35,6,6,0,0,0,5,5,0,0,0,0,5,50,0,0,0,0,53,10,0,0,0,0,10,0,0,0,0,0,0,97,6,0,0,0,106,18,0,0,0,0,20,13,0,0,0,0,20,906,9,0,4,0,921
POA6239,678,4,0,5,0,686,676,8,0,3,3,686,90,8,0,0,0,103,19,7,0,0,0,28,5,5,0,0,0,6,109,4,0,0,0,117,12,0,0,0,0,12,4,0,0,0,0,5,236,31,5,0,0,275,33,0,0,0,0,36,20,0,0,0,0,21,1639,44,5,6,6,1702
POA6240,28,0,0,0,0,28,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,64,0,0,0,0,64
POA6243,9,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
POA6244,284,0,0,0,4,292,140,0,0,0,0,141,23,0,0,0,0,23,12,0,0,0,0,12,0,0,0,0,0,0,50,0,0,0,0,50,14,0,0,0,0,14,0,0,0,0,0,0,103,0,0,0,0,107,35,0,0,0,0,33,17,0,0,0,0,17,574,4,0,3,5,585
POA6251,61,0,0,4,0,63,30,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,3,0,0,0,0,3,5,0,0,0,0,5,110,0,0,3,3,118
POA6252,27,0,0,3,0,32,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,54,0,0,4,0,60
POA6253,151,0,0,3,0,156,82,0,0,6,0,83,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,35,15,0,0,0,0,20,0,0,0,0,0,0,283,0,0,9,0,295
POA6254,94,0,0,0,0,94,72,0,0,0,0,72,16,0,0,0,0,16,8,0,0,0,0,8,3,0,0,0,0,3,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,215
POA6255,745,4,0,8,0,759,605,4,0,5,0,610,112,3,3,0,0,122,26,10,0,0,0,33,5,6,0,0,0,15,83,0,5,0,0,88,10,0,0,0,0,14,0,0,0,0,0,0,241,20,7,0,0,269,36,26,0,0,0,60,20,0,0,0,0,25,1648,56,7,12,4,1727
POA6256,80,0,0,0,0,81,35,0,0,0,0,34,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22,10,0,0,0,0,10,0,0,0,0,0,6,144,4,0,6,0,157
POA6258,893,15,0,0,0,914,778,8,0,0,4,786,226,73,5,0,0,303,81,50,7,0,0,136,6,29,3,0,0,32,163,10,6,0,0,178,43,6,0,0,6,55,5,0,0,0,0,8,524,161,17,0,13,712,57,0,0,0,0,59,37,6,0,0,0,41,2292,193,18,7,17,2525
POA6260,217,0,0,0,0,220,142,0,0,0,0,142,32,0,0,0,0,32,7,0,0,0,0,7,0,0,0,0,0,0,31,0,0,0,0,32,8,0,0,0,0,11,0,0,0,0,0,0,79,0,0,0,0,85,28,8,0,0,0,35,10,0,0,0,0,11,469,8,0,3,4,490
POA6262,136,0,0,3,0,140,73,0,0,0,0,78,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,21,9,0,0,0,0,9,0,0,0,0,0,0,36,0,0,0,0,35,13,0,0,0,0,13,7,0,0,0,0,6,260,0,0,3,3,269
POA6271,421,19,0,0,0,434,557,12,0,0,0,567,90,5,0,0,0,97,15,23,0,0,0,34,0,4,0,0,0,4,82,7,0,0,0,86,8,0,0,0,0,8,0,0,0,0,0,0,194,34,0,0,0,233,19,0,0,0,0,21,25,3,0,0,0,32,1214,68,0,3,0,1288
POA6275,279,5,3,10,0,294,164,0,0,0,0,169,42,0,0,0,0,45,11,3,0,0,0,9,0,0,5,0,0,6,28,0,0,0,0,29,9,0,0,0,0,18,0,0,0,0,0,0,93,3,12,0,0,106,14,0,0,0,0,12,6,0,0,0,0,10,556,13,15,9,0,590
POA6280,3717,267,20,104,7,4117,3850,120,7,12,0,3991,1169,195,4,0,4,1367,250,203,0,0,0,451,25,66,0,0,0,85,708,64,4,3,4,783,106,15,4,57,5,181,8,0,0,0,0,14,2257,538,20,62,9,2881,179,153,5,19,0,357,131,38,0,6,4,180,10138,1116,48,201,21,11526
POA6281,962,66,5,34,0,1072,1089,93,5,0,4,1190,276,41,3,6,0,323,16,13,0,0,0,23,0,0,0,0,0,4,175,18,3,0,0,193,22,0,0,11,0,40,0,0,0,0,0,4,488,76,3,15,0,589,34,7,9,4,0,54,47,4,0,0,4,53,2631,241,24,59,7,2962
POA6282,221,5,0,3,0,227,183,3,0,6,0,187,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,4,0,33,6,0,0,0,0,6,0,0,0,0,0,0,53,0,0,4,0,59,16,0,0,0,0,19,10,0,0,0,0,10,480,9,5,14,0,504
POA6284,260,4,0,0,0,270,422,0,0,0,0,422,54,0,0,0,0,57,0,3,0,0,0,6,0,6,0,0,0,6,79,0,0,0,0,86,9,0,0,0,0,10,0,0,0,0,0,0,145,15,0,3,0,167,20,0,0,4,0,20,9,0,0,0,0,16,859,16,0,9,3,898
POA6285,1066,39,3,6,6,1116,1392,44,9,0,3,1451,340,44,3,0,5,385,50,23,0,0,0,73,10,4,0,0,0,12,369,36,3,6,0,412,29,0,0,21,0,54,3,0,0,0,0,3,798,104,11,26,8,937,50,20,0,0,6,73,60,10,0,0,8,78,3359,207,27,37,22,3654
POA6286,97,0,0,0,0,99,101,0,0,0,0,101,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52,7,0,0,0,0,7,0,0,0,0,0,0,79,0,0,0,0,78,19,0,0,0,0,19,9,0,0,0,0,9,303,0,0,0,0,302
POA6288,80,0,0,6,0,76,60,0,0,0,0,60,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,27,4,0,0,0,0,10,0,0,0,0,0,0,42,0,3,0,0,48,16,0,6,0,0,16,0,0,0,0,0,4,192,0,5,5,0,212
POA6290,405,17,0,26,0,442,150,7,0,0,0,156,69,5,0,0,0,76,3,12,4,0,0,19,0,0,0,0,0,0,59,0,0,3,0,67,8,0,0,6,0,16,0,0,0,0,0,0,135,14,4,12,0,174,15,15,0,0,0,34,13,0,0,0,0,21,720,49,4,38,6,822
POA6302,662,16,3,3,9,686,420,4,0,0,0,426,77,5,4,0,0,82,21,18,0,0,0,43,0,0,0,0,0,6,86,0,0,0,0,86,15,0,0,0,0,11,4,0,0,0,0,5,204,23,3,0,0,237,46,0,0,0,6,52,18,0,0,4,0,29,1353,39,6,11,13,1422
POA6304,362,0,0,3,0,364,170,0,0,5,0,175,19,0,0,0,0,19,7,6,0,0,0,10,0,0,0,3,0,4,32,0,0,0,0,39,7,0,0,0,0,7,0,0,0,0,0,0,69,6,0,8,0,78,37,0,0,0,0,37,11,0,0,0,0,10,641,11,0,12,4,670
POA6306,174,0,0,0,0,176,65,0,0,0,0,65,3,0,0,0,0,3,11,3,0,0,0,16,0,4,0,0,0,5,28,0,0,0,0,27,15,0,0,0,0,15,0,0,0,0,0,0,58,8,0,0,0,67,30,0,0,0,0,30,3,0,0,0,0,7,333,10,0,0,0,349
POA6308,288,0,0,0,0,290,155,0,0,0,0,155,18,0,0,0,0,18,16,5,0,0,0,22,21,0,0,0,0,18,43,0,0,0,0,43,17,0,0,0,0,15,0,0,0,0,0,0,113,8,0,0,0,118,35,0,0,0,0,35,10,0,0,0,0,10,599,8,0,0,0,610
POA6309,67,0,0,0,0,67,25,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,4,0,0,0,0,4,5,0,0,0,0,5,119,0,0,0,0,118
POA6311,118,0,0,3,0,122,67,0,0,0,0,67,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,10,0,0,0,0,12,0,0,0,0,0,0,32,0,0,0,0,37,16,0,0,0,0,15,3,0,0,0,0,3,232,0,0,6,0,240
POA6312,601,19,0,4,0,624,487,0,0,0,0,487,137,19,5,0,0,164,86,36,0,0,0,116,11,16,0,0,0,30,152,7,0,0,0,162,32,4,0,0,0,41,3,5,0,0,0,11,430,85,5,0,0,523,38,16,0,0,0,60,27,8,0,0,0,42,1584,133,5,7,0,1735
POA6313,46,0,0,0,0,46,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,97,0,0,0,0,97
POA6315,339,4,0,3,4,344,189,0,0,0,0,193,34,5,0,0,0,40,17,9,0,0,0,24,3,17,0,0,0,23,56,0,0,0,0,56,12,0,0,0,0,17,0,0,0,0,0,0,122,32,0,0,0,153,26,0,0,0,0,30,11,0,0,0,0,15,684,38,0,4,4,730
POA6316,69,0,0,0,0,69,33,0,0,0,0,33,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25,11,0,0,0,0,11,0,0,0,0,0,0,142,0,0,0,0,142
POA6317,483,4,0,0,5,489,449,9,0,0,0,452,105,53,0,0,0,158,84,25,0,0,0,108,5,12,3,0,0,14,98,8,0,0,0,109,35,3,0,0,0,42,0,0,0,0,0,4,333,99,5,0,4,433,43,5,0,0,0,46,27,11,0,0,0,40,1322,126,5,5,6,1466
POA6318,97,0,0,0,0,97,37,0,0,0,0,37,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,13,0,0,0,0,0,0,29,0,0,0,0,32,14,0,0,0,0,11,3,0,0,0,0,3,185,0,0,0,5,181
POA6320,97,0,0,3,0,99,38,0,0,0,0,38,0,0,0,0,0,0,8,0,0,0,0,11,0,4,0,0,0,4,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,20,3,0,0,0,26,22,0,0,0,0,22,9,0,0,0,0,9,185,3,0,3,0,193
POA6321,76,0,0,0,4,78,31,0,0,0,0,31,11,0,0,0,0,11,4,0,0,0,0,4,5,0,3,0,0,8,21,0,0,0,0,21,15,0,0,0,0,16,0,0,0,0,0,0,51,0,3,0,0,56,15,0,0,0,0,15,0,0,0,0,0,4,173,0,3,3,4,184
POA6322,49,0,0,0,0,49,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,85,0,0,0,0,85
POA6323,213,0,0,7,0,215,130,0,0,5,0,138,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,48,0,0,0,0,48,13,0,0,0,0,14,11,0,0,0,0,13,421,0,0,10,4,435
POA6324,558,0,0,10,0,570,383,4,0,0,0,388,114,0,0,0,0,116,27,8,0,0,0,35,13,10,4,0,0,22,82,0,0,0,0,84,34,0,0,5,0,37,0,0,0,0,0,0,274,24,4,4,0,305,66,0,0,0,0,66,26,0,0,0,0,25,1308,26,3,13,0,1358
POA6326,85,0,0,0,0,91,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,26,9,0,0,0,0,9,7,0,0,0,0,7,179,0,0,0,0,181
POA6327,41,0,0,0,0,41,21,0,0,0,0,21,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,82,0,0,0,0,82
POA6328,52,0,0,6,0,59,31,0,0,0,0,32,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,15,0,0,0,0,13,0,0,0,0,0,0,32,0,0,0,0,36,25,0,0,0,0,25,5,0,0,0,0,5,148,0,0,4,0,151
POA6330,5116,177,12,140,7,5446,4614,89,12,8,9,4727,1314,238,15,3,0,1569,423,168,7,0,3,596,94,155,10,0,0,263,971,84,9,5,0,1068,128,36,6,49,4,219,11,16,0,0,0,28,2943,690,42,57,10,3745,236,94,4,7,0,352,173,43,0,9,0,226,13090,1090,67,214,34,14488
POA6333,1034,57,0,4,0,1105,582,57,0,0,3,645,130,9,0,0,0,142,58,17,0,0,0,78,27,0,0,0,0,28,185,7,0,0,0,194,34,0,0,4,4,37,4,0,0,0,0,4,434,35,0,3,5,484,72,17,0,0,0,94,37,3,0,0,0,42,2162,169,3,15,16,2362
POA6335,115,0,0,0,0,112,63,0,0,0,0,63,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,35,0,0,0,0,35,9,0,0,0,0,9,0,0,0,0,0,0,57,0,0,0,0,63,19,0,0,0,0,19,3,0,0,0,0,3,263,4,0,0,0,266
POA6336,57,0,0,0,0,56,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,25,0,0,0,0,25,21,0,0,0,5,23,0,0,0,0,0,3,123,0,0,3,5,132
POA6337,49,0,0,0,0,49,41,0,0,0,0,40,0,0,0,0,0,0,12,4,0,0,0,10,0,0,0,0,0,3,20,0,0,0,0,17,22,0,0,0,0,25,0,0,0,0,0,0,55,6,0,0,0,57,31,0,0,0,0,32,0,0,0,0,0,0,177,6,0,5,4,185
POA6338,121,0,0,8,0,133,59,0,0,5,0,59,3,0,0,0,0,3,6,3,0,0,0,9,0,3,0,0,0,3,21,0,0,0,0,21,16,0,0,5,0,25,0,0,0,0,0,6,46,4,0,5,0,55,32,0,0,0,0,30,0,0,0,0,0,0,257,4,0,15,6,284
POA6341,44,0,0,0,0,44,14,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14,0,0,0,0,0,0,19,0,0,0,0,17,18,0,0,0,0,18,0,0,0,0,0,0,87,0,0,0,0,93
POA6343,36,0,0,0,0,36,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,19,16,0,0,0,0,16,0,0,0,0,0,0,79,0,0,0,0,80
POA6346,97,0,0,3,0,102,51,0,0,0,0,55,15,0,0,0,0,15,10,0,0,0,0,8,0,0,0,0,0,0,34,0,0,0,0,33,18,0,0,3,0,17,0,0,0,0,0,4,72,4,0,3,0,73,38,0,0,0,0,38,9,0,0,0,0,9,263,4,0,10,3,276
POA6348,149,0,0,6,0,164,61,0,0,0,0,63,46,0,3,0,0,55,3,0,3,0,0,11,3,0,0,0,0,3,31,0,0,0,0,31,31,0,5,4,0,39,3,0,0,0,0,3,124,4,8,4,0,133,87,0,0,0,0,88,7,0,0,0,0,7,435,5,13,15,0,463
POA6350,52,0,0,0,0,56,25,0,0,0,0,25,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20,17,0,0,0,0,17,9,0,0,0,0,5,117,8,0,0,0,124
POA6351,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
POA6352,25,0,0,0,0,25,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,49,0,0,0,0,45
POA6353,125,0,0,0,0,124,63,0,0,0,0,63,0,0,0,0,0,0,0,9,0,0,0,9,0,3,0,0,0,4,31,0,0,0,0,27,13,0,0,0,0,22,0,0,0,0,0,0,55,13,0,0,0,67,23,0,5,0,0,25,10,0,0,0,0,9,267,13,3,0,4,288
POA6355,82,0,0,0,4,88,18,0,0,0,0,23,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,19,6,0,0,0,21,27,0,0,3,0,28,4,0,0,0,0,4,161,0,0,4,4,168
POA6356,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,8,0,0,0,0,10,0,0,0,0,0,0,38,0,0,3,0,38
POA6357,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
POA6358,19,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,37,0,0,0,0,33
POA6359,51,0,0,3,0,59,20,0,0,0,0,20,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,6,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,32,4,0,0,0,36,15,0,0,0,0,13,0,0,0,0,0,3,124,3,0,4,0,129
POA6361,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,26
POA6363,21,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28
POA6365,96,0,0,0,0,95,37,0,0,0,0,37,0,0,0,0,0,0,9,0,0,0,0,10,3,0,0,0,0,3,11,0,0,0,0,12,13,0,0,0,0,11,0,0,0,0,0,0,39,0,0,0,0,41,20,0,0,0,0,20,0,0,0,0,0,0,197,4,0,0,0,196
POA6367,67,0,0,0,0,68,25,0,0,0,0,25,0,0,0,0,0,0,8,0,0,0,0,10,7,0,0,0,0,7,4,0,0,0,0,4,15,0,0,0,0,17,3,0,0,0,0,3,32,5,0,0,0,36,6,0,0,0,0,7,9,0,0,0,0,9,129,5,0,0,0,140
POA6368,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
POA6369,115,0,0,0,0,119,41,0,0,0,0,45,3,0,0,0,0,3,3,6,0,0,0,11,0,5,0,0,0,5,19,0,0,0,0,19,10,0,0,0,0,10,0,0,0,0,0,0,27,17,0,0,0,50,17,0,0,0,0,17,0,0,0,0,0,0,204,18,0,0,0,217
POA6370,73,0,0,0,0,76,31,0,0,0,0,31,0,0,0,0,0,0,5,5,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,27,5,0,0,0,28,9,0,0,0,0,8,0,0,0,0,0,0,148,5,0,0,0,152
POA6372,24,0,0,0,0,24,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
POA6373,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,26
