POA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
POA6012,0,0,0,3,0,0,0,0,0,10,0,0,8,15,10,16,4,0,0,70,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,22,38,78,70,66,50,35,10,366,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,6,0,0,0,19,0,0,7,8,4,5,7,6,0,35,0,0,0,0,0,0,0,0,0,0,6,5,13,8,4,9,0,0,0,44,0,0,5,10,9,0,0,0,0,34,0,4,0,4,5,5,0,5,0,27,0,0,0,0,3,4,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,3,37,9,3,6,3,3,64,0,0,3,7,0,0,3,5,0,18,0,0,6,7,5,0,0,0,0,21,0,3,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,17,10,4,4,0,0,45
POA6014,0,3,0,12,0,0,0,0,0,20,0,9,15,103,39,23,14,10,3,212,0,0,0,4,3,4,0,0,5,15,0,0,0,0,0,0,3,0,3,11,0,41,45,123,110,145,98,60,43,664,0,0,0,0,0,5,0,3,0,3,0,7,3,22,4,3,4,0,0,43,0,0,4,18,12,5,3,7,5,59,0,0,0,0,0,0,5,0,10,15,0,8,8,12,4,0,3,4,4,38,0,11,20,108,19,13,10,7,0,189,0,6,9,27,9,7,3,3,0,51,0,0,0,21,3,6,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,6,5,42,10,26,15,14,9,123,0,5,0,12,4,5,12,12,12,68,0,0,5,27,19,5,0,0,0,69,0,3,0,13,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,4,11,67,37,25,35,4,6,184
POA6015,0,0,0,0,3,0,0,0,0,4,0,0,3,7,7,4,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,23,26,49,58,37,32,28,258,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,8,6,9,4,3,0,36,0,0,0,0,0,0,4,3,3,13,0,0,3,0,3,4,0,0,0,12,0,0,3,7,4,15,6,12,0,43,0,0,0,3,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,19,0,0,0,3,0,0,4,10,4,31,0,0,0,7,0,5,0,0,6,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,8,9,11,11,11,0,54
POA6016,0,0,0,0,0,0,0,0,0,8,0,0,0,26,7,5,0,0,0,48,0,0,0,4,0,0,0,3,0,8,0,0,0,5,0,0,4,0,4,6,0,7,10,88,41,42,35,10,4,236,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,10,4,6,0,0,0,27,0,0,0,0,0,0,10,5,11,24,0,0,0,6,4,0,5,0,0,16,4,6,13,120,5,8,6,11,6,176,0,3,0,15,3,3,0,0,0,27,0,0,0,4,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,4,0,0,4,48,0,0,0,9,3,3,21,29,23,89,0,0,0,8,3,4,0,0,0,19,0,0,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,23,11,7,16,0,3,62
POA6017,0,0,0,0,0,0,0,0,0,9,0,0,3,22,3,7,4,0,0,45,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,31,11,10,7,19,3,97,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,5,21,92,3,3,0,0,0,131,0,0,0,7,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,4,25,4,0,0,0,0,35,0,0,0,9,5,6,18,10,3,50,0,0,0,8,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,5,3,0,0,41
POA6018,0,0,0,9,3,0,0,0,0,15,0,27,21,240,79,63,45,11,9,493,0,0,0,10,0,6,10,10,9,45,0,6,3,14,4,5,3,0,0,35,13,64,75,321,220,228,200,165,86,1377,0,0,0,4,0,0,3,0,0,5,0,0,3,31,14,4,0,0,0,58,0,0,12,35,26,11,19,16,0,125,0,0,0,0,0,4,6,15,10,34,0,12,9,29,20,9,13,7,0,97,3,16,17,144,36,30,23,32,13,316,3,9,14,51,32,17,9,3,0,130,0,9,6,57,20,9,8,9,3,111,0,0,0,8,0,0,0,0,0,14,0,3,10,146,17,15,13,8,9,233,0,5,5,38,9,18,40,46,41,216,6,5,5,43,41,21,3,4,0,123,0,3,7,37,6,0,0,0,0,55,0,0,0,0,0,0,3,0,0,5,0,17,25,117,62,40,33,22,11,324
POA6019,0,4,0,12,0,0,0,5,0,20,0,11,5,51,26,16,9,0,0,125,0,3,0,3,0,0,0,5,3,16,0,3,0,8,0,3,0,0,0,21,4,20,55,297,136,151,122,78,18,884,0,0,0,0,0,0,0,0,0,4,0,0,3,37,6,0,0,0,0,55,0,6,5,48,11,4,13,15,4,102,0,0,0,0,4,0,3,8,0,15,0,0,3,5,4,5,3,0,0,21,0,0,3,22,9,9,6,7,3,59,0,0,7,24,11,4,0,0,0,48,0,4,0,5,8,0,0,0,0,30,0,0,0,0,5,0,0,0,0,3,0,7,5,115,23,14,10,5,6,185,0,5,9,42,8,7,13,8,9,91,0,3,4,30,27,4,0,3,0,79,0,0,0,12,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,31,24,13,10,3,0,99
POA6020,0,0,0,0,0,0,0,0,0,4,0,10,0,38,9,15,7,3,0,80,0,0,0,0,0,0,4,0,0,8,0,0,4,0,3,4,5,0,0,12,0,51,61,154,160,203,206,131,41,1010,0,0,0,0,0,0,0,0,0,4,0,0,3,8,4,0,0,0,0,19,0,0,0,25,9,4,21,4,6,68,0,0,0,0,0,0,7,3,0,19,0,0,4,5,3,9,8,0,0,24,0,0,3,9,9,16,11,9,5,69,0,0,3,12,3,7,6,3,0,27,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,10,0,27,21,31,17,9,3,122,0,0,0,6,6,10,35,9,6,78,0,0,0,7,0,6,0,0,0,14,0,0,5,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,5,5,16,13,16,28,6,4,90
POA6021,0,0,0,4,0,0,3,3,0,9,0,5,10,108,47,39,19,11,3,251,0,0,3,4,3,11,39,26,18,99,0,0,0,0,0,9,5,4,0,21,0,4,30,91,57,74,52,30,13,354,0,0,0,0,0,0,0,0,0,4,0,0,5,9,0,0,0,0,0,14,0,0,3,14,5,3,13,6,6,41,0,0,0,0,0,11,33,40,27,126,0,4,0,18,9,3,12,3,4,57,0,10,35,171,37,35,26,13,3,329,0,0,5,29,13,6,7,0,0,64,0,7,0,36,6,7,3,0,0,62,0,0,0,8,0,0,0,0,0,12,0,5,0,59,0,6,5,3,0,86,0,0,0,27,18,41,183,166,106,554,0,0,4,13,23,7,3,0,0,53,0,0,0,16,3,0,0,0,0,24,0,0,0,7,0,3,0,0,0,7,0,0,13,61,26,35,22,9,0,158
POA6022,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,4,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,41,28,31,38,32,9,182,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,6,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,4,9,8,6,3,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,24,0,0,6,3,0,33,0,0,0,0,0,0,9,3,4,16,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,16
POA6023,0,0,0,0,0,5,4,0,0,6,0,0,0,36,4,11,6,0,0,61,0,0,0,0,0,0,6,0,4,14,0,0,0,0,3,0,0,4,3,20,0,54,72,157,162,143,130,86,30,835,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,16,0,0,3,16,7,6,14,9,0,55,0,0,0,0,0,3,0,4,0,7,0,0,0,4,4,0,4,0,3,19,0,4,0,23,14,12,17,11,4,81,0,4,0,5,3,5,3,0,0,20,0,0,4,20,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,4,4,8,49,14,14,16,4,0,106,0,0,0,3,0,0,21,11,5,49,0,0,0,5,3,4,4,0,0,21,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,17,7,14,29,6,0,78
POA6024,0,0,0,4,4,0,0,0,0,7,0,3,4,26,9,15,0,0,0,63,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,5,12,44,118,97,93,103,70,18,552,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,3,0,0,0,8,0,0,3,19,4,3,12,9,0,60,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,9,28,12,10,12,8,3,86,0,0,0,9,3,0,4,0,0,15,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,53,17,7,11,5,0,100,0,0,0,12,4,8,16,6,7,45,0,4,0,10,9,3,0,0,0,27,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,7,13,12,0,59
POA6025,0,0,0,4,3,0,0,0,0,15,0,9,5,39,23,18,15,0,3,100,0,0,0,3,0,8,5,0,0,19,0,0,0,10,0,8,6,0,0,21,11,95,152,425,295,391,351,196,61,1987,0,0,0,0,0,0,6,0,0,7,0,3,0,13,3,3,0,3,0,22,0,0,3,19,17,17,18,12,5,99,0,0,0,0,0,5,6,0,0,18,0,0,4,3,3,11,3,6,0,39,0,3,11,29,7,38,17,17,4,128,0,4,4,23,13,12,7,5,0,64,0,3,0,19,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,13,9,110,27,38,33,12,4,248,0,0,0,22,5,7,19,15,0,71,4,5,0,14,15,7,0,0,0,49,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,8,0,4,6,19,12,21,26,6,0,93
