POA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA6012,0,0,4,0,7,7,9,0,0,35,0,10,39,62,66,40,18,0,0,230,9,3,20,22,25,10,8,3,0,97,0,0,0,10,4,6,6,0,0,27,5,20,28,44,59,32,10,3,0,193,0,8,13,19,10,13,3,4,0,68,18,32,35,16,34,16,11,3,0,163,30,26,26,18,13,6,3,3,0,125,3,4,16,22,18,13,11,0,0,84,0,4,3,0,5,11,3,0,0,28,0,9,8,23,16,23,8,6,0,92,3,0,11,8,30,16,0,3,0,76,0,25,60,83,78,65,37,10,0,348,5,11,12,9,11,4,3,0,0,48,3,3,10,26,37,26,9,4,0,111,11,18,18,20,21,17,7,6,0,118,0,10,30,56,55,47,23,0,0,226,3,7,11,3,8,5,5,0,0,38,0,14,11,12,9,9,0,0,0,55,9,5,16,27,35,24,8,0,0,127
POA6014,0,0,8,5,4,10,0,3,0,31,4,13,78,188,201,85,19,5,0,583,6,18,44,48,44,38,17,5,0,219,0,0,8,17,20,10,0,0,0,60,14,41,86,121,122,96,31,0,0,515,4,10,14,40,41,26,0,0,0,148,82,61,74,77,43,31,22,0,0,386,104,51,73,40,27,11,6,0,0,320,9,17,46,61,37,32,13,0,0,213,0,16,18,21,8,9,0,0,0,75,0,13,34,67,81,41,8,3,0,251,0,10,20,26,31,26,8,0,4,120,8,56,154,248,261,177,50,3,3,967,9,10,66,64,28,27,9,0,0,223,4,9,57,49,82,57,16,0,0,273,20,39,71,69,72,78,21,0,0,372,10,36,120,151,163,125,40,7,0,649,29,22,33,24,28,13,4,0,0,146,3,19,22,22,19,21,11,0,0,119,17,21,38,62,47,25,9,4,3,222
POA6015,0,0,0,0,0,0,4,0,0,13,0,7,20,46,67,36,10,0,0,195,5,0,3,0,11,11,7,0,0,48,0,0,0,3,0,4,0,0,0,10,6,5,22,23,38,31,8,0,0,142,5,5,0,3,8,16,0,0,0,36,16,27,12,3,28,12,7,0,0,104,31,18,8,4,3,8,4,0,0,81,6,6,6,4,13,7,6,0,0,39,0,5,0,0,3,9,0,0,0,16,0,3,11,17,33,29,6,4,0,104,0,6,4,5,18,11,4,4,3,47,0,28,26,37,87,89,22,8,0,307,4,0,0,6,10,9,3,0,0,32,0,0,3,13,16,14,4,0,0,52,11,10,9,12,24,24,12,0,0,102,4,14,31,20,61,56,26,0,0,214,12,3,9,0,8,7,0,0,0,40,3,5,0,7,10,7,0,0,0,30,4,0,8,20,36,27,8,0,0,104
POA6016,0,0,3,0,0,0,0,0,0,7,0,11,42,97,62,34,3,0,0,256,0,8,35,38,27,14,4,0,0,121,0,0,9,15,8,7,4,0,0,47,8,16,83,91,67,48,7,0,0,328,5,8,12,23,24,8,3,0,0,79,39,44,64,57,36,11,9,0,0,261,37,31,53,31,11,10,0,0,0,174,0,9,32,51,38,17,7,0,0,156,0,3,4,7,8,8,0,0,0,36,0,0,18,28,41,12,5,0,0,101,0,4,8,12,14,7,0,0,0,46,0,24,77,142,128,50,14,3,0,433,4,7,54,51,15,12,4,0,0,151,0,10,35,51,51,52,8,0,0,206,3,8,32,36,34,26,10,0,0,157,4,12,68,67,47,30,8,0,0,235,13,6,10,3,13,8,0,0,0,54,6,5,16,17,10,16,6,0,0,77,9,3,39,44,27,12,5,0,0,144
POA6017,0,0,5,0,0,0,0,0,0,9,0,6,24,13,20,3,5,0,0,69,0,0,34,20,13,9,4,0,0,80,0,0,9,6,0,0,0,0,0,15,4,18,82,37,14,14,4,0,0,169,0,3,15,12,4,9,0,0,0,37,9,19,58,31,11,9,0,0,0,138,3,11,49,25,8,3,3,0,0,106,0,3,36,34,12,16,3,0,0,107,0,3,9,4,3,0,0,0,0,15,0,4,7,3,12,0,0,0,0,26,0,0,0,4,0,0,0,0,0,11,0,0,42,37,6,4,0,0,0,98,0,5,38,39,7,3,0,0,0,96,0,8,29,14,11,7,0,0,0,68,0,6,24,14,11,10,4,0,0,72,0,12,36,37,17,10,4,0,0,105,0,0,12,0,0,0,0,0,0,18,0,7,22,19,8,4,0,0,0,55,0,7,29,19,10,5,9,0,3,66
POA6018,7,0,13,13,15,11,3,0,0,62,0,46,340,394,272,120,23,4,0,1195,8,26,73,111,123,87,22,9,0,455,0,4,45,49,38,33,4,0,0,177,49,125,421,442,303,209,65,3,0,1613,8,13,58,98,83,54,18,0,0,330,158,129,121,109,100,90,30,7,0,743,147,107,119,77,51,48,4,0,0,558,6,20,90,89,105,74,31,8,0,433,0,9,24,37,42,16,0,0,0,137,0,20,77,125,113,66,18,4,0,422,0,8,40,48,49,28,14,13,0,203,0,98,261,428,369,224,60,19,0,1461,12,20,55,61,47,52,17,0,0,267,4,28,132,150,145,134,27,0,0,624,38,56,97,139,115,132,32,7,0,615,12,38,158,152,160,88,48,0,0,667,29,28,56,41,32,23,6,0,0,219,11,25,77,65,56,46,23,4,0,309,18,31,121,117,114,79,24,12,0,505
POA6019,0,0,0,4,7,10,7,0,0,33,3,25,302,267,167,93,23,0,0,886,5,16,48,63,62,50,7,3,0,254,0,0,17,34,13,15,3,0,0,85,35,60,342,294,159,120,26,0,0,1037,7,4,24,39,29,34,3,0,0,143,48,60,76,57,56,40,21,3,0,361,95,55,103,63,28,22,10,4,0,377,7,12,64,62,57,46,11,4,0,259,0,8,27,25,25,7,4,3,0,96,4,12,60,57,62,33,8,0,0,236,0,4,26,46,30,22,9,0,0,149,6,44,212,236,189,117,37,8,0,840,5,18,50,40,44,24,7,4,0,190,3,9,96,107,86,62,12,0,0,381,15,34,103,75,75,80,33,9,0,425,5,35,115,107,95,63,21,5,0,450,21,38,42,25,39,15,8,0,0,182,5,18,50,43,28,20,9,0,0,181,14,36,90,99,76,41,15,4,0,377
POA6020,9,0,8,10,21,5,7,7,0,61,3,15,73,144,165,106,27,4,0,537,7,25,25,31,62,61,23,3,0,252,0,5,9,22,24,22,6,0,0,100,42,72,128,206,226,150,63,6,0,895,10,17,15,26,48,48,20,0,0,192,94,77,41,53,51,40,25,3,0,391,119,57,28,25,16,19,6,5,0,275,3,11,18,48,63,46,20,6,0,216,3,6,9,21,24,19,5,0,0,87,0,8,19,72,64,41,18,4,0,229,3,4,11,23,36,32,23,5,0,132,8,43,72,184,220,127,79,7,0,746,9,6,15,19,28,26,14,4,0,119,4,11,32,79,105,88,24,0,0,344,10,26,38,59,66,92,48,5,0,347,8,29,50,64,56,76,19,3,0,295,29,21,18,16,17,14,10,0,0,131,8,13,22,26,38,20,23,0,0,154,10,19,34,60,70,50,25,7,0,272
POA6021,0,3,8,4,11,3,3,0,0,39,0,19,95,122,76,45,6,0,0,362,10,15,51,80,58,58,15,0,0,288,3,3,16,19,20,29,4,0,0,90,25,60,222,252,191,145,37,5,0,938,5,4,30,47,46,32,10,0,0,167,79,83,92,74,74,58,29,6,0,501,47,60,73,45,34,25,9,0,0,301,3,16,57,62,52,56,26,0,0,280,0,3,18,12,10,8,0,0,0,55,0,8,37,39,48,25,3,0,0,158,0,5,11,19,14,22,7,4,0,89,4,32,133,180,133,68,23,8,0,573,3,12,38,33,32,26,12,3,0,160,0,11,60,72,79,79,15,0,0,311,3,15,68,51,46,39,12,0,0,242,0,23,66,91,52,50,15,5,0,311,11,5,23,12,22,9,4,0,0,94,8,17,49,33,49,33,14,3,0,219,11,29,62,77,67,37,20,6,0,309
POA6022,0,0,4,0,3,0,0,0,0,8,0,9,26,27,20,11,0,0,0,92,0,5,8,21,17,6,4,0,0,60,0,0,3,6,6,4,0,0,0,19,13,23,67,90,65,25,13,0,0,299,0,0,6,13,9,10,9,0,0,45,11,16,14,12,11,10,5,0,0,80,16,10,8,11,5,4,9,0,0,53,0,4,10,14,13,20,6,0,0,71,0,0,5,3,7,3,0,0,0,16,0,0,6,8,4,5,0,0,0,25,0,0,0,4,6,0,4,0,0,11,0,3,34,32,27,11,9,0,0,118,3,0,9,15,6,0,3,0,0,35,0,0,19,23,26,16,4,0,0,86,3,4,17,12,28,11,3,0,0,87,0,4,12,19,12,14,0,0,0,59,0,6,5,5,4,3,0,0,0,19,0,11,4,19,10,10,0,0,0,54,3,8,18,23,20,11,9,0,0,91
