POA_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
POA6055,211,3049,5082,1568,783,10683,94,10778
POA6056,1049,5650,5618,2133,1359,15813,257,16072
POA6057,158,1869,2440,1014,645,6129,78,6204
POA6058,205,1682,1999,703,428,5014,81,5096
POA6059,594,3562,3506,1110,707,9473,107,9579
POA6060,826,5586,3831,802,376,11415,121,11535
POA6061,1181,6764,5487,1547,645,15627,323,15948
POA6062,653,4505,5174,1619,903,12847,179,13028
POA6063,205,1395,1950,833,489,4868,85,4956
POA6064,569,3397,4017,1593,1015,10592,163,10758
POA6065,568,6227,10165,3681,2034,22672,222,22888
POA6066,194,1693,2452,1073,702,6120,62,6177
POA6067,3,4,0,0,0,7,0,8
POA6068,0,0,0,0,0,0,0,0
POA6069,316,4547,6686,2274,1248,15065,171,15238
POA6070,10,256,612,263,157,1291,11,1305
POA6071,14,247,518,252,190,1231,7,1236
POA6072,3,47,131,67,48,293,0,295
POA6073,47,315,434,217,161,1175,17,1191
POA6074,8,71,128,83,70,354,0,354
POA6076,215,1895,3224,1478,1148,7964,74,8039
POA6077,12,160,167,90,156,587,13,592
POA6078,3,29,80,84,87,277,0,279
POA6079,0,0,5,5,4,16,0,16
POA6081,17,299,662,376,312,1675,5,1677
POA6082,14,232,444,245,229,1165,10,1170
POA6083,6,156,446,278,292,1173,11,1188
POA6084,37,515,1103,652,589,2897,31,2925
POA6090,0,5,0,0,0,4,0,4
POA6100,575,3275,2242,540,209,6836,84,6920
POA6101,550,2937,2557,643,260,6942,90,7034
POA6102,635,2082,1560,525,289,5095,104,5195
POA6103,426,2347,1550,332,148,4808,64,4873
POA6104,414,2293,2155,657,276,5792,88,5881
POA6105,447,2499,2220,638,315,6125,130,6262
POA6106,3,0,0,0,0,4,0,6
POA6107,843,5836,6444,2161,1216,16506,293,16801
POA6108,328,2718,3336,1233,687,8300,104,8401
POA6109,293,1685,1525,597,424,4523,66,4583
POA6110,718,4932,6001,2201,1271,15123,211,15341
POA6111,380,2750,3283,1356,910,8675,114,8790
POA6112,938,7124,10378,3281,1738,23459,306,23762
POA6121,4,88,314,227,307,948,7,956
POA6122,90,1670,3084,1206,797,6839,77,6922
POA6123,8,136,310,153,118,724,8,733
POA6124,4,69,174,98,73,419,7,433
POA6125,17,211,361,223,262,1075,24,1100
POA6126,0,17,29,17,15,88,3,86
POA6147,277,2021,2140,696,388,5523,78,5599
POA6148,251,2162,2900,918,449,6679,58,6740
POA6149,201,1879,3089,970,506,6645,49,6694
POA6150,107,1175,1898,702,382,4256,38,4298
POA6151,401,3187,2638,667,289,7174,78,7254
POA6152,582,4187,3988,1123,459,10344,97,10438
POA6153,300,2831,3401,1020,548,8100,74,8174
POA6154,230,1390,1609,467,246,3941,34,3980
POA6155,279,4194,7554,2899,1543,16471,134,16599
POA6156,356,2184,2885,827,468,6720,70,6792
POA6157,359,2414,2335,577,301,5982,71,6055
POA6158,124,1037,1197,371,168,2897,19,2913
POA6159,100,687,651,141,70,1644,13,1659
POA6160,477,1898,1237,278,122,4009,59,4068
POA6161,46,3,5,0,0,52,3,61
POA6162,351,1913,1805,485,220,4777,59,4832
POA6163,1312,8092,8356,2566,1366,21691,307,21996
POA6164,593,6801,10310,3293,1696,22694,199,22897
POA6165,0,6,8,3,11,18,0,20
POA6166,93,1055,1666,651,395,3864,30,3888
POA6167,556,3601,3767,1248,653,9830,164,9994
POA6168,841,4622,3206,1038,484,10185,183,10370
POA6169,632,4648,5171,1826,893,13169,181,13350
POA6170,215,1791,2488,727,351,5576,73,5648
POA6171,216,3917,5539,1700,884,12260,134,12397
POA6172,114,1349,1888,713,352,4414,73,4488
POA6173,40,902,1764,737,400,3843,34,3872
POA6174,44,639,813,278,152,1924,30,1953
POA6175,18,333,608,241,125,1323,12,1336
POA6176,3,159,300,113,74,657,10,665
POA6180,39,787,948,353,149,2275,25,2300
POA6181,0,16,42,34,50,151,0,150
POA6182,0,0,0,0,0,0,0,0
POA6207,3,47,155,91,81,374,4,377
POA6208,121,1683,1796,737,448,4775,93,4868
POA6209,31,237,209,134,130,745,18,758
POA6210,1699,12115,10589,3390,1686,29473,476,29954
POA6211,52,943,1359,466,250,3068,35,3104
POA6213,7,68,86,49,27,232,0,232
POA6214,0,37,80,50,57,221,9,225
POA6215,57,447,584,272,200,1553,33,1584
POA6218,3,47,95,32,20,204,8,206
POA6219,0,36,89,38,48,210,0,210
POA6220,77,500,590,267,178,1602,26,1626
POA6221,0,18,23,17,20,76,4,81
POA6223,0,8,21,20,11,59,0,59
POA6224,13,131,167,87,49,443,11,451
POA6225,163,1060,1251,579,384,3444,75,3520
POA6226,0,38,120,64,65,290,8,296
POA6227,0,48,117,64,40,269,5,279
POA6228,0,12,26,10,10,55,3,61
POA6229,0,40,20,8,5,81,4,92
POA6230,944,6397,6559,2150,1004,17050,289,17342
POA6232,120,1334,1727,609,275,4074,41,4111
POA6233,147,1939,3125,1211,636,7057,79,7139
POA6236,7,139,307,183,144,778,8,785
POA6237,4,175,357,200,166,910,17,921
POA6239,30,476,669,303,196,1677,23,1702
POA6240,0,14,18,21,11,64,0,64
POA6243,0,12,12,4,3,30,0,30
POA6244,19,151,211,112,83,575,14,585
POA6251,0,25,45,22,24,110,0,118
POA6252,0,16,16,17,12,59,0,60
POA6253,5,108,109,45,22,291,3,295
POA6254,7,61,79,44,21,209,0,215
POA6255,42,543,674,270,172,1705,24,1727
POA6256,0,28,63,29,33,150,6,157
POA6258,132,809,903,396,240,2482,39,2525
POA6260,21,141,185,84,46,478,9,490
POA6262,3,76,99,46,33,262,7,269
POA6271,24,357,520,252,113,1262,24,1288
POA6275,26,157,248,100,49,582,11,590
POA6280,427,4065,4444,1566,861,11360,168,11526
POA6281,29,916,1389,398,170,2903,56,2962
POA6282,7,98,214,110,59,497,4,504
POA6284,11,207,425,157,79,878,19,898
POA6285,101,1158,1602,493,239,3585,69,3654
POA6286,4,68,152,47,25,299,4,302
POA6288,0,44,85,45,38,204,0,212
POA6290,34,317,321,95,50,806,10,822
POA6302,43,462,499,243,151,1395,25,1422
POA6304,22,182,247,118,95,653,12,670
POA6306,15,82,128,62,52,336,7,349
POA6308,28,169,200,104,101,598,12,610
POA6309,0,32,39,17,28,114,6,118
POA6311,3,60,75,50,49,237,0,240
POA6312,111,634,557,241,153,1699,42,1735
POA6313,0,15,39,21,17,89,0,97
POA6315,40,220,259,103,97,715,14,730
POA6316,0,29,45,31,36,137,0,142
POA6317,104,472,494,205,145,1428,43,1466
POA6318,9,42,55,37,35,176,0,181
POA6320,5,55,48,52,33,184,9,193
POA6321,8,64,58,40,16,177,0,184
POA6322,0,20,33,23,16,82,0,85
POA6323,5,120,170,78,46,422,13,435
POA6324,37,397,490,235,174,1328,29,1358
POA6326,0,25,68,45,39,180,4,181
POA6327,0,12,25,18,19,77,6,82
POA6328,0,37,53,28,28,151,6,151
POA6330,656,4817,5452,2066,1276,14271,220,14488
POA6333,55,841,954,334,147,2326,35,2362
POA6335,9,63,95,44,56,258,7,266
POA6336,0,22,47,25,31,127,3,132
POA6337,4,51,55,43,28,182,0,185
POA6338,0,66,125,50,42,282,0,284
POA6341,0,20,35,16,16,93,0,93
POA6343,0,9,16,16,24,75,6,80
POA6346,15,72,91,41,49,268,7,276
POA6348,17,203,165,38,27,452,10,463
POA6350,3,37,49,9,22,121,6,124
POA6351,0,0,14,9,3,23,0,23
POA6352,0,7,24,5,6,45,0,45
POA6353,8,76,117,37,44,282,4,288
POA6355,3,33,66,28,37,162,4,168
POA6356,0,6,11,3,8,40,4,38
POA6357,0,0,3,3,6,18,0,20
POA6358,0,9,6,8,13,33,0,33
POA6359,3,42,50,26,21,135,0,129
POA6361,0,4,16,5,8,26,0,26
POA6363,0,3,9,11,13,28,0,28
POA6365,4,53,72,25,38,195,8,196
POA6367,3,42,43,21,16,130,5,140
POA6368,0,4,10,3,7,30,0,30
POA6369,4,64,88,36,21,220,3,217
POA6370,6,28,75,20,22,154,0,152
POA6372,0,12,19,9,5,40,0,39
POA6373,0,0,3,12,13,26,0,26
POA6375,6,125,131,48,31,343,11,352
POA6383,7,102,111,35,41,299,6,306
POA6384,0,0,0,3,4,6,0,6
POA6385,0,5,4,0,3,9,0,9
POA6386,0,3,14,5,3,25,0,25
POA6390,13,165,211,124,63,573,14,587
POA6391,9,86,136,82,45,362,8,371
POA6392,3,43,74,25,30,172,0,171
POA6393,0,8,15,4,12,39,0,37
POA6394,0,27,72,41,40,186,9,190
POA6395,34,159,205,84,96,580,21,597
POA6396,3,37,45,36,23,142,0,144
POA6397,3,6,13,7,9,40,0,39
POA6398,6,105,98,25,11,251,5,252
POA6401,182,995,1027,420,285,2906,54,2965
POA6403,0,20,19,21,10,64,0,64
POA6405,0,30,44,23,21,110,0,110
POA6407,17,89,123,68,37,337,0,334
POA6409,4,43,48,22,24,132,6,136
POA6410,32,111,117,55,50,366,10,371
POA6411,0,9,15,11,6,42,0,42
POA6412,0,0,6,8,3,12,0,12
POA6413,0,5,10,4,3,22,0,23
POA6414,0,5,0,7,8,24,5,22
POA6415,65,352,369,155,72,1010,22,1032
POA6418,9,92,105,37,28,262,3,264
POA6419,0,0,8,0,12,18,5,24
POA6420,0,0,8,9,10,31,0,29
POA6421,0,12,13,10,8,49,0,49
POA6422,0,4,11,3,0,21,0,21
POA6423,4,16,20,9,9,65,0,66
POA6424,0,9,10,4,5,26,0,26
POA6425,0,0,13,8,8,27,0,27
POA6426,16,110,99,40,31,302,13,311
POA6427,0,0,0,0,0,0,0,0
POA6428,0,0,8,0,7,16,0,16
POA6429,24,96,93,59,23,296,15,307
POA6430,349,2301,3018,1164,661,7488,158,7648
POA6431,94,39,14,4,0,162,6,167
POA6432,124,751,842,356,212,2273,55,2329
POA6434,0,0,0,0,3,5,0,8
POA6436,7,14,12,8,0,41,0,45
POA6437,9,57,44,6,0,120,0,121
POA6438,27,62,58,27,10,174,19,199
POA6440,33,75,34,22,9,172,8,183
POA6442,29,267,297,126,67,792,12,802
POA6443,22,111,65,17,19,239,28,269
POA6445,4,5,17,13,13,53,0,53
POA6446,0,7,21,10,10,48,0,48
POA6447,0,6,22,12,16,62,3,62
POA6448,0,23,49,16,24,113,0,119
POA6450,221,1491,1804,692,465,4681,78,4757
POA6452,0,0,0,0,0,0,0,0
POA6460,6,96,99,48,24,273,9,281
POA6461,4,63,75,28,18,194,10,204
POA6462,0,15,22,7,8,54,0,58
POA6463,0,0,3,5,0,11,0,11
POA6465,0,9,8,8,0,22,0,22
POA6466,0,6,3,3,7,18,0,18
POA6467,0,0,4,3,5,13,0,13
POA6468,0,14,18,12,11,61,5,63
POA6470,0,4,0,0,0,5,0,5
POA6472,0,14,22,7,11,55,0,55
POA6473,0,5,0,9,9,16,0,16
POA6475,5,57,43,16,24,151,4,152
POA6476,0,10,6,3,6,19,0,19
POA6477,0,33,29,15,14,88,0,89
POA6479,5,51,74,35,28,204,9,213
POA6480,0,0,7,5,4,11,0,11
POA6484,0,5,7,0,4,12,0,12
POA6485,13,75,66,28,17,201,5,202
POA6487,0,0,6,3,0,15,0,15
POA6488,4,21,25,13,7,74,0,74
POA6489,4,20,14,3,4,42,0,42
POA6490,5,26,29,16,17,86,5,93
POA6501,3,56,106,79,81,316,3,323
POA6502,9,106,161,91,54,426,3,432
POA6503,13,183,301,142,142,779,18,796
POA6504,0,13,21,18,8,64,0,70
POA6505,0,3,18,4,12,39,0,43
POA6506,0,8,11,3,11,28,0,28
POA6507,0,33,65,28,37,160,4,163
POA6509,0,5,16,7,14,45,0,48
POA6510,33,235,223,96,76,669,28,694
POA6511,3,57,89,32,12,190,7,195
POA6512,0,6,13,10,5,34,0,34
POA6513,5,8,21,15,11,59,0,62
POA6514,5,92,99,52,13,269,5,268
POA6515,0,28,48,19,23,122,0,117
POA6516,14,260,301,132,54,771,12,779
POA6517,4,49,64,20,13,157,3,161
POA6518,5,24,27,7,12,77,0,78
POA6519,6,72,65,28,23,202,6,205
POA6521,3,21,41,28,22,107,5,112
POA6522,7,34,45,25,27,137,6,147
POA6525,50,496,517,214,119,1398,35,1437
POA6528,0,38,48,33,27,138,3,142
POA6530,650,4337,4609,1619,810,12025,204,12227
POA6532,28,532,987,427,337,2304,28,2335
POA6535,5,160,221,117,67,573,23,598
POA6536,19,202,217,69,36,541,14,557
POA6537,22,142,112,32,31,341,18,358
POA6556,0,137,251,168,136,688,10,704
POA6558,3,51,111,51,55,274,3,277
POA6560,7,149,170,87,73,492,14,509
POA6562,7,79,188,108,86,466,13,477
POA6564,0,30,49,29,19,129,3,134
POA6566,28,334,474,209,187,1225,65,1291
POA6567,0,41,69,38,27,168,3,170
POA6568,0,13,26,17,10,70,6,74
POA6569,3,26,39,14,15,96,0,98
POA6571,0,3,14,11,0,27,0,27
POA6572,0,5,6,3,5,21,0,15
POA6574,0,7,9,5,11,28,0,27
POA6575,0,9,7,10,7,36,0,35
POA6603,12,133,188,80,22,431,3,440
POA6605,0,3,0,3,4,16,0,16
POA6606,4,10,18,14,13,62,0,59
POA6608,0,8,10,4,17,38,0,38
POA6609,6,73,120,35,25,265,5,266
POA6612,0,14,18,13,9,47,0,47
POA6613,0,0,9,3,0,16,0,16
POA6614,0,0,3,0,3,5,0,5
POA6616,0,6,10,0,3,13,0,13
POA6620,4,30,31,11,17,99,9,103
POA6623,13,60,71,27,13,187,3,192
POA6625,0,0,7,7,5,22,0,22
POA6627,0,3,0,9,7,18,0,18
POA6628,0,0,0,5,0,3,0,3
POA6630,8,54,40,31,22,155,7,162
POA6631,0,0,0,3,0,4,0,4
POA6632,0,3,7,9,8,26,0,26
POA6635,12,16,14,3,4,54,4,57
POA6638,6,45,41,15,18,128,0,128
POA6639,0,13,21,4,9,40,0,43
POA6640,0,20,23,11,5,59,13,70
POA6642,46,103,60,19,22,254,23,276
POA6646,9,37,22,3,7,80,5,84
POA6701,156,651,607,196,131,1739,36,1774
POA6705,3,26,15,6,8,53,5,57
POA6707,20,333,413,167,134,1065,25,1093
POA6710,15,85,105,46,18,273,13,282
POA6712,0,0,0,0,0,0,0,0
POA6713,7,72,175,73,48,376,8,388
POA6714,133,1285,2242,888,434,4982,102,5089
POA6716,7,33,14,5,0,60,5,66
POA6718,50,68,67,23,13,222,5,224
POA6720,12,139,287,104,55,598,10,605
POA6721,44,419,605,215,104,1390,25,1417
POA6722,217,1012,1390,522,223,3362,80,3445
POA6725,392,1066,1080,448,264,3245,130,3376
POA6726,97,595,669,268,118,1747,54,1794
POA6728,372,457,287,109,78,1303,66,1369
POA6740,132,124,76,23,10,367,25,389
POA6743,223,604,556,208,132,1718,105,1817
POA6751,26,335,337,130,57,880,11,895
POA6753,84,455,541,181,97,1352,34,1382
POA6754,10,160,100,37,19,333,3,335
POA6758,10,15,4,6,0,39,3,42
POA6760,30,51,17,7,9,114,8,121
POA6762,24,21,6,0,0,54,0,52
POA6765,187,160,72,27,7,449,20,469
POA6770,369,262,101,23,15,763,53,817
