POA_CODE_2021,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Samoa_0_4,P_Samoa_5_14,P_Samoa_15_24,P_Samoa_25_44,P_Samoa_45_54,P_Samoa_55_64,P_Samoa_65_74,P_Samoa_75_84,P_Samoa_85ov,P_Samoa_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,12,0,6,7,24,3,3,5,0,0,48,0,0,3,9,4,7,15,0,3,42,0,0,0,0,0,0,0,0,0,5,0,0,9,20,24,14,12,5,5,87,0,12,9,19,8,11,17,7,0,96,0,10,24,53,43,21,19,10,0,184,0,0,3,8,11,7,0,0,0,39,0,0,0,5,0,0,0,0,0,6,0,4,4,11,6,0,0,0,0,32,0,0,0,0,4,0,0,0,0,0,3,6,8,27,18,12,17,10,0,102,0,0,0,4,5,0,0,0,0,15,0,0,0,5,5,6,4,0,0,24,0,0,5,4,3,7,8,0,0,32,3,31,33,194,75,38,36,36,9,454,8,44,43,122,53,64,70,52,38,492,401,1146,1185,2153,1334,1141,995,594,211,9169
POA6014,0,5,3,16,0,3,0,0,0,28,0,0,0,0,4,0,0,0,0,11,0,7,9,54,10,4,0,7,0,100,0,0,0,18,6,8,8,5,0,41,0,0,0,0,3,0,0,0,0,3,0,9,11,44,48,42,14,19,7,204,4,30,12,50,47,24,19,9,4,194,0,13,49,117,77,51,35,19,11,371,0,9,3,31,6,8,6,10,4,78,0,0,0,16,3,9,0,0,0,29,0,4,8,24,13,5,4,0,0,58,0,0,0,3,0,0,3,0,0,6,7,36,25,47,29,19,9,8,3,192,0,4,8,29,22,16,11,0,0,92,0,0,6,9,4,4,7,3,4,41,0,0,0,23,21,17,12,3,0,77,16,166,92,878,127,108,69,36,23,1512,17,39,39,187,67,52,74,38,47,563,1142,3233,2547,5858,3105,2453,1896,1140,716,22092
POA6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,5,3,5,4,0,4,23,0,0,0,0,0,0,0,0,0,0,0,6,8,5,11,14,3,5,11,61,0,17,8,7,8,11,10,4,0,58,0,5,23,32,52,32,21,13,0,182,0,0,0,0,3,5,0,6,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,19,13,14,21,20,11,3,0,104,0,0,0,6,8,0,0,3,0,19,0,0,0,3,0,5,3,3,0,17,0,0,0,4,3,12,0,0,0,24,0,23,7,53,29,39,26,16,5,208,5,18,16,33,36,27,18,29,8,194,192,1010,973,964,1121,998,646,575,319,6805
POA6016,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,4,11,29,10,3,3,0,0,60,0,4,0,10,10,3,8,0,0,37,0,0,0,0,0,0,0,0,0,6,0,0,7,38,29,16,10,4,0,105,0,3,0,23,9,9,3,0,0,47,0,5,6,43,26,13,12,0,0,107,0,0,0,12,4,0,4,5,0,19,0,0,0,18,0,0,0,0,0,16,0,0,3,6,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,0,23,13,9,6,0,0,70,0,0,0,17,19,12,11,3,3,65,0,0,0,6,6,3,9,0,0,22,0,0,4,13,4,6,5,0,0,22,3,103,89,567,83,50,31,15,9,957,19,25,42,132,47,38,32,11,5,349,720,1507,1114,3698,1522,1085,686,307,173,10818
POA6017,0,0,6,23,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,9,7,36,4,6,5,0,0,69,0,0,0,7,0,6,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,20,0,0,0,19,5,7,3,0,0,26,0,0,6,19,3,3,0,0,0,42,0,0,0,11,0,0,0,0,0,17,0,0,0,7,4,0,0,0,0,11,0,0,5,11,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,5,3,3,5,0,0,0,10,0,5,0,12,11,12,7,0,4,50,0,0,3,0,0,4,0,0,0,10,0,0,0,4,0,0,6,0,0,9,4,78,53,456,37,26,12,6,4,673,11,11,35,165,31,20,18,5,0,299,237,265,424,2221,436,381,310,177,67,4507
POA6018,0,5,0,20,3,4,0,0,0,32,0,0,0,0,16,9,5,0,0,26,0,8,20,84,29,23,9,0,0,172,0,0,0,38,14,25,43,16,4,152,0,0,0,3,0,0,0,0,0,9,3,13,39,110,73,90,63,33,24,454,0,26,30,110,41,40,39,20,6,312,9,56,98,354,165,98,67,33,11,893,0,7,12,34,22,19,20,12,3,127,0,10,3,35,8,6,5,0,0,68,4,5,14,48,22,8,4,5,0,102,0,0,0,11,4,6,3,0,0,27,5,38,28,68,39,17,16,13,0,227,0,9,9,41,46,33,25,5,4,166,0,0,0,33,14,12,7,12,3,94,0,3,14,84,53,48,16,11,0,227,7,86,117,610,233,210,137,82,31,1516,60,113,119,556,171,153,154,187,173,1678,2562,5185,4605,12250,5613,4412,3597,2642,1387,42250
POA6019,0,4,0,4,4,0,0,0,0,15,0,0,0,3,13,4,3,0,0,16,0,5,8,30,10,4,3,0,0,67,0,4,4,27,12,12,13,0,0,77,0,0,0,0,0,0,0,0,0,0,0,10,11,87,39,49,34,21,3,249,0,7,10,33,24,11,13,7,4,109,0,24,79,258,108,85,42,24,8,629,0,4,4,15,5,3,8,0,3,40,0,0,0,4,3,3,0,3,0,16,0,4,3,17,9,3,0,0,0,37,0,0,0,6,3,0,0,0,0,10,5,15,17,85,27,27,7,9,0,192,0,3,0,16,4,4,4,0,0,36,0,3,0,34,11,8,11,3,0,73,0,0,9,48,21,34,17,4,0,124,8,38,54,426,140,84,69,38,16,870,45,71,102,585,139,94,89,52,15,1194,1376,2573,2505,8698,3223,2517,1841,1167,454,24351
POA6020,0,0,0,3,0,0,0,0,0,10,0,0,0,7,9,5,0,0,0,16,0,0,0,17,9,3,11,5,0,43,0,0,0,22,10,14,25,0,7,73,0,0,0,0,0,0,0,0,0,0,0,6,31,46,50,56,56,38,4,296,0,10,6,14,12,18,25,11,0,93,4,36,53,188,108,150,68,25,13,644,0,0,0,6,5,5,8,3,0,22,0,0,0,0,0,0,3,0,0,6,0,9,0,9,5,0,0,0,0,24,0,0,3,0,3,0,0,0,0,6,4,11,15,36,12,16,14,3,0,113,0,0,0,7,14,13,3,0,0,44,0,0,4,17,21,17,15,3,0,73,0,0,7,29,45,29,32,4,5,146,4,41,26,155,118,92,114,46,13,604,13,36,39,154,101,79,125,73,26,655,1068,3169,2429,4402,3144,3000,3297,1580,489,22581
POA6021,0,5,6,47,5,5,5,0,0,76,0,0,0,3,0,0,0,0,0,9,0,9,35,57,28,16,9,0,0,152,0,0,0,16,14,19,22,9,0,92,0,0,0,0,0,0,0,0,0,0,0,3,11,27,18,19,11,21,4,122,0,0,4,32,25,23,20,3,3,113,0,7,26,105,47,33,26,14,3,260,0,4,6,26,13,9,4,3,0,61,0,0,0,40,13,3,3,4,0,77,0,8,13,33,11,4,4,0,0,77,0,0,4,7,3,0,0,0,0,18,0,7,12,39,9,7,5,0,0,77,0,10,12,80,86,48,36,7,4,282,0,0,0,11,3,3,9,5,0,27,0,0,8,31,10,10,8,0,0,67,0,52,106,384,151,117,78,65,23,979,34,65,71,252,119,81,81,86,33,825,1158,2271,2182,6069,2702,2409,2099,1457,640,20980
POA6022,0,0,4,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,7,9,5,0,3,3,0,26,0,0,0,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,8,3,0,34,0,0,0,7,5,0,3,0,0,17,0,3,5,29,9,14,5,0,0,61,0,0,0,6,0,4,0,0,3,16,0,0,0,3,0,0,0,0,0,7,0,3,4,7,3,0,0,0,0,18,0,0,0,5,5,0,0,0,0,5,0,0,5,4,5,0,3,0,0,22,0,0,6,9,14,7,12,4,0,50,0,0,0,6,0,0,4,0,0,10,0,4,0,6,4,4,0,0,0,19,4,6,14,48,19,18,23,12,3,147,0,9,11,52,18,6,23,16,11,147,372,655,496,1425,646,518,665,357,70,5209
POA6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,15,8,11,8,4,0,47,0,5,0,14,8,9,20,5,3,58,0,0,0,0,0,0,0,0,0,0,0,24,29,32,57,46,50,31,6,274,0,3,7,4,6,11,15,3,0,54,0,44,77,154,124,102,46,24,9,577,0,0,0,0,0,3,0,3,0,15,0,0,0,7,0,0,4,0,0,17,0,0,0,10,10,4,4,0,0,32,0,0,0,0,0,0,0,0,0,3,0,21,22,30,18,8,7,3,4,112,0,3,0,13,10,5,8,6,0,34,0,4,11,15,20,6,14,6,5,84,0,0,9,22,32,32,10,9,0,119,0,25,32,132,91,71,71,46,11,476,6,24,17,92,60,48,44,32,14,333,875,2575,1717,3451,2324,1779,1957,988,314,15982
POA6024,0,0,0,4,0,4,0,0,0,10,0,0,0,3,7,0,0,0,0,5,0,4,5,23,0,13,14,0,0,58,0,0,0,14,9,8,3,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,26,26,33,26,25,6,147,0,0,3,12,15,11,18,8,0,67,0,6,39,97,44,33,12,8,0,238,0,0,0,6,0,3,6,3,0,22,0,0,0,10,0,5,5,0,0,23,0,5,3,23,5,0,3,0,0,39,0,0,0,0,0,0,0,0,0,4,0,3,4,26,4,0,11,3,0,58,0,6,12,31,18,14,9,0,0,87,0,0,0,8,8,8,6,9,0,43,0,0,0,23,8,8,4,3,0,52,0,14,22,126,52,63,55,25,7,375,12,62,36,144,71,55,43,41,11,473,886,1726,1465,3594,1841,1406,1741,870,185,13723
POA6025,0,0,0,11,0,4,3,0,0,25,0,0,0,3,10,0,0,0,0,17,5,7,10,49,23,20,20,4,0,133,0,3,5,30,17,22,38,11,0,128,0,0,0,0,0,0,0,0,0,0,0,28,29,126,98,109,109,44,15,560,0,6,7,12,26,24,29,15,3,106,3,57,138,260,224,160,86,28,8,962,0,0,5,5,4,11,3,3,0,28,0,0,4,19,4,0,0,0,0,19,4,4,0,28,14,7,4,0,0,62,0,0,0,0,0,0,0,0,0,8,4,10,19,50,24,20,17,4,0,145,0,0,7,20,26,12,10,0,0,76,0,16,13,35,41,26,27,12,0,177,0,0,13,57,57,54,29,6,3,227,4,43,67,282,187,204,149,67,14,1031,40,58,75,268,127,123,102,63,41,893,1911,4098,3546,8075,4229,4099,3618,1554,449,31581
POA6026,0,0,0,0,0,0,0,0,0,5,0,0,0,5,8,3,4,0,0,16,0,5,7,15,12,18,9,0,0,70,0,5,0,18,13,14,16,0,3,66,0,0,0,0,0,3,0,0,0,3,0,16,36,74,77,107,99,49,21,493,0,4,3,14,4,16,16,0,4,72,0,54,88,192,173,75,43,26,9,665,0,0,4,0,3,10,4,0,0,26,0,3,0,6,4,0,0,0,0,9,0,0,6,18,19,11,0,0,0,52,0,0,0,0,0,0,0,0,0,4,0,11,6,29,12,13,13,0,0,78,0,0,0,13,11,3,7,0,0,41,0,0,9,26,25,17,21,19,7,118,0,0,14,40,52,39,22,5,0,175,0,28,28,136,94,94,83,38,20,529,11,23,42,125,75,73,61,46,43,501,1065,3083,2623,4829,2998,3384,2873,1183,740,22781
