POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA6012,77,464,400,1836,10,2781,0,11,0,83,0,98,326,7,37,6,0,375,26,16,0,54,4,97,86,25,16,38,0,168,1232,454,319,1786,16,3805,46,0,12,0,0,51,85,6,3,20,0,124,146,44,26,114,0,335,23,16,3,63,0,103,20,0,3,5,0,27,113,13,7,6,0,140,338,88,69,622,0,1124,163,47,26,153,0,393,13,0,0,0,4,17,9,3,0,4,0,19,7,0,4,8,0,21,5,3,0,12,0,22,8,0,4,0,0,10,41,10,14,0,0,68,78,8,13,24,0,120,38,3,0,5,0,45,3,0,0,0,0,3,283,107,93,610,6,1090,12,0,0,0,0,9,95,11,25,0,0,142,41,0,6,13,0,58,17,0,4,0,0,29,16,0,4,3,0,24,62,5,8,30,0,103,862,107,89,121,3,1178,28,5,0,22,451,508,3382,822,669,3810,488,9169
POA6014,213,1169,918,4517,29,6841,0,8,5,73,0,90,1291,48,86,59,0,1491,83,30,35,148,0,303,247,68,37,113,3,471,2563,1024,781,3909,44,8322,101,0,25,0,0,132,141,8,19,36,0,205,283,53,49,310,0,693,119,59,25,142,0,345,36,3,11,16,0,64,536,26,30,24,0,616,861,278,164,1459,16,2781,467,161,88,516,8,1233,57,7,6,6,0,72,12,0,3,9,0,33,22,7,11,45,0,87,15,3,0,12,4,29,38,3,4,0,0,49,95,46,46,23,0,211,143,31,17,45,0,235,66,5,10,7,0,91,3,0,0,0,0,3,662,256,157,1136,8,2222,39,9,8,8,0,65,213,25,29,4,0,270,92,0,3,29,3,125,67,7,12,10,0,93,114,9,14,3,0,139,124,12,22,60,0,212,2648,210,211,239,14,3320,40,7,3,27,531,615,9147,2039,1584,8676,646,22092
POA6015,62,358,303,1435,3,2169,0,0,0,19,0,24,248,23,16,27,0,313,27,15,5,62,0,109,94,23,8,26,0,149,885,330,251,1305,17,2785,9,0,3,0,0,17,30,9,0,11,0,54,146,33,24,105,0,308,74,21,15,72,0,193,20,8,4,0,0,35,127,19,11,13,0,173,236,63,55,472,0,827,183,60,19,162,0,434,5,0,0,0,0,11,6,0,0,0,0,4,31,7,6,12,0,56,7,0,0,5,0,12,4,5,5,5,0,12,34,5,12,9,0,53,50,11,10,6,0,78,27,4,3,3,0,38,3,0,0,0,0,3,213,61,52,382,3,720,6,0,4,3,0,15,99,15,4,5,0,130,31,7,4,10,0,41,18,0,4,0,0,14,21,0,5,3,0,27,25,17,9,16,0,64,510,69,84,73,0,736,5,3,4,7,176,197,2517,682,526,2879,197,6805
POA6016,117,555,416,1959,14,3060,0,11,3,82,0,95,378,22,29,23,0,456,37,21,13,61,0,137,71,31,20,51,0,172,1156,471,338,1598,13,3569,70,5,10,3,0,87,50,14,7,21,0,93,131,25,16,160,3,338,108,39,26,121,0,288,22,4,5,8,0,34,414,14,11,17,0,455,449,112,73,566,3,1207,430,147,57,373,0,1008,19,4,5,7,0,34,10,8,0,6,0,19,56,7,9,18,0,86,12,7,0,12,0,33,27,3,0,4,0,44,61,33,6,9,0,100,68,23,11,31,0,131,24,0,0,0,0,31,4,0,0,0,0,7,295,113,76,446,3,927,42,4,3,5,5,57,71,20,10,6,0,113,37,5,3,5,0,50,21,0,5,0,0,30,89,4,6,10,0,106,60,17,11,25,0,111,1627,116,131,142,5,2025,51,0,0,24,342,417,4847,1037,724,3817,387,10818
POA6017,62,140,108,510,4,819,0,4,8,38,0,47,209,0,7,4,0,223,38,9,3,15,0,72,27,9,7,9,0,52,417,119,88,458,11,1094,77,0,3,0,0,81,26,4,0,0,0,35,31,10,8,36,0,83,12,9,0,8,0,33,12,0,0,0,0,12,256,3,0,0,0,260,170,32,24,147,6,373,213,49,22,106,3,387,25,0,0,0,0,25,10,0,0,0,0,8,38,3,9,22,0,65,5,0,0,0,0,4,21,6,0,3,0,33,14,0,4,0,0,25,26,0,0,8,0,33,3,0,0,4,0,11,0,0,0,0,0,0,80,28,21,103,0,234,24,0,0,0,0,24,16,3,0,0,0,24,38,3,0,4,0,44,7,0,0,0,0,7,50,0,0,0,0,48,20,4,3,10,0,38,1196,35,27,21,4,1285,31,5,4,6,297,342,2698,280,198,1017,319,4507
POA6018,439,2120,1680,8320,76,12640,3,20,11,300,0,334,2499,50,115,60,18,2738,256,87,52,231,6,626,483,144,75,213,0,917,5338,1826,1396,7316,112,15989,232,3,36,6,0,278,266,34,18,62,0,383,581,107,93,553,10,1344,209,62,32,214,3,524,107,25,11,23,0,164,1033,40,29,49,4,1162,1646,392,313,2340,26,4721,1258,410,201,1179,16,3053,97,0,7,4,7,122,26,5,7,5,0,42,131,39,23,93,0,284,22,14,3,31,0,81,132,22,19,9,0,178,228,106,69,23,6,422,322,69,46,97,3,537,121,11,16,33,4,178,23,4,4,0,0,33,1372,435,288,1939,21,4054,112,20,13,13,0,157,520,42,63,17,5,647,156,12,18,50,0,241,86,12,4,17,3,118,210,12,19,18,0,250,212,47,20,119,0,396,3662,443,500,412,25,5036,181,19,6,113,1581,1895,17575,3784,2911,16128,1857,42250
POA6019,196,1291,1117,4936,26,7567,5,15,9,173,3,206,645,21,46,27,0,743,80,37,26,125,0,265,277,75,57,152,4,556,3562,1147,838,4305,52,9906,76,0,20,10,0,108,224,31,23,32,0,305,463,89,77,372,0,1000,117,33,22,99,0,272,62,6,9,9,0,82,243,21,30,32,4,329,1130,237,172,1561,19,3123,664,188,92,613,3,1567,29,0,0,7,0,38,18,0,0,10,0,27,50,14,12,31,0,109,12,8,7,16,0,41,139,19,13,5,0,176,193,73,50,15,0,331,189,35,29,64,0,310,94,4,12,13,0,121,8,0,0,0,0,13,874,237,214,1166,10,2501,58,0,0,9,0,69,366,53,40,7,0,462,144,9,9,9,0,175,38,6,3,7,0,56,48,0,8,0,0,54,136,33,29,80,0,275,2115,243,323,280,14,2973,94,14,13,55,1154,1325,9419,2246,1845,9564,1274,24351
POA6020,217,1282,953,5161,22,7641,9,15,4,121,4,144,434,9,37,42,0,522,112,56,9,119,0,303,290,70,41,114,0,515,3656,1046,741,4621,36,10095,43,0,13,8,0,60,104,13,18,30,0,156,347,78,78,345,3,850,127,48,11,108,4,296,25,11,4,7,0,41,272,37,8,14,0,341,909,244,169,1526,8,2855,561,192,110,644,12,1519,27,4,0,0,0,26,9,4,7,10,0,30,100,21,16,60,0,189,19,5,9,16,0,48,61,15,0,0,0,79,130,69,39,17,0,243,178,26,17,76,4,304,38,0,5,10,0,59,3,4,0,0,0,11,891,254,144,1202,9,2500,44,5,9,5,0,57,358,40,32,14,0,438,85,4,14,23,0,122,25,11,4,0,0,41,57,9,6,4,0,72,158,29,23,88,0,296,1133,223,222,253,8,1840,66,14,4,45,644,782,8157,2200,1547,9934,739,22581
POA6021,340,724,514,2562,34,4171,0,20,5,155,9,187,1398,29,55,20,4,1514,387,65,40,202,3,705,132,34,35,61,0,261,1598,601,430,2075,41,4743,166,8,18,0,0,193,66,9,5,24,0,101,172,47,25,170,3,417,353,65,22,179,0,624,37,10,5,8,0,61,908,23,20,10,3,955,555,117,82,609,13,1371,2388,475,195,1351,25,4434,38,0,6,0,0,46,29,0,5,0,0,39,724,90,68,205,4,1088,26,6,0,10,0,47,55,12,8,0,0,82,85,30,12,8,0,134,170,12,20,39,0,243,61,0,4,0,0,70,7,3,0,0,0,11,398,109,52,480,5,1047,160,4,3,16,0,190,148,22,8,3,0,182,112,11,3,18,0,147,38,6,0,0,0,49,332,19,14,9,4,380,77,20,8,30,0,128,2372,181,206,190,14,2965,133,5,4,36,711,888,11626,1678,1093,5735,852,20980
POA6022,55,269,223,1252,16,1816,0,0,0,48,0,55,152,8,11,8,0,170,24,7,0,28,0,62,52,17,6,27,0,107,706,253,187,921,14,2085,29,0,3,0,0,35,30,0,6,6,0,39,44,17,10,71,0,137,24,9,4,26,0,64,4,0,0,0,0,10,76,0,8,4,0,86,228,53,34,295,4,619,127,58,42,146,0,374,4,0,0,0,0,4,8,0,0,0,0,8,66,10,0,10,3,89,10,0,4,10,0,23,69,6,3,0,0,84,30,10,3,9,0,57,39,5,11,13,4,63,9,3,9,6,0,18,3,7,0,0,0,7,147,54,45,228,0,476,8,0,0,0,0,11,29,3,0,3,0,33,12,4,3,4,0,23,0,0,0,0,0,4,50,0,7,5,0,64,24,9,3,17,0,53,436,52,63,66,9,625,23,3,3,11,117,165,1973,495,385,2196,164,5209
POA6023,139,867,711,3505,22,5239,3,5,0,56,0,73,370,23,31,25,9,459,60,32,12,85,0,188,204,47,47,106,0,402,2975,667,585,2847,20,7091,51,6,13,3,0,75,81,10,16,15,0,129,289,40,52,238,0,619,76,21,7,42,0,150,20,6,4,0,0,32,291,16,19,12,0,338,796,158,101,814,6,1873,355,120,46,376,0,891,18,0,5,0,0,22,11,0,0,4,0,21,43,18,8,46,0,112,18,0,0,14,0,40,53,15,8,0,0,77,106,61,27,18,0,201,131,22,15,29,0,200,37,6,11,9,0,65,0,0,0,0,0,0,736,163,130,748,9,1787,38,3,0,9,0,53,350,31,32,4,0,413,62,3,6,16,0,87,16,8,8,0,0,30,45,0,4,5,0,51,176,21,12,34,0,238,1012,141,157,156,7,1465,64,5,0,46,317,432,6686,1433,1149,6351,362,15982
