POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA6012,3,5,159,747,885,311,39,15,2160,0,47,131,103,5,0,0,3,291,0,15,70,125,7,0,0,0,219,0,62,203,228,10,0,0,4,507,0,19,58,0,0,0,0,6,84,13,211,115,4,0,0,0,4,341,0,104,242,19,0,0,0,3,375,0,0,38,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,12,334,455,24,0,0,0,16,843,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,18,402,822,1005,898,311,39,31,3520
POA6014,0,23,343,1862,2193,538,89,16,5074,4,16,246,221,28,4,0,3,525,0,53,223,238,28,4,0,4,551,4,72,466,458,51,11,0,12,1075,0,98,343,32,0,0,0,4,477,9,320,856,169,8,0,0,16,1382,6,144,135,3,0,0,0,3,292,0,0,38,0,0,0,0,0,44,0,6,0,0,0,0,0,0,10,15,563,1374,205,9,0,5,23,2199,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,0,0,17,20,654,2193,2527,2258,548,94,54,8358
POA6015,0,5,47,399,1017,453,98,10,2022,0,0,4,23,4,0,0,0,32,0,29,15,38,9,0,0,3,92,0,29,18,58,17,0,0,3,123,0,16,109,32,3,0,0,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,109,32,3,0,0,6,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,175,487,1030,455,98,15,2309
POA6016,0,18,405,1132,703,113,14,9,2395,0,49,136,195,34,3,0,8,429,0,49,182,214,36,0,0,5,490,0,100,320,409,72,5,0,10,916,0,82,322,25,5,0,0,5,447,0,25,126,25,5,0,0,0,183,0,9,8,4,0,0,0,0,18,0,5,96,22,0,0,0,3,127,0,0,0,0,0,0,0,0,0,0,124,559,72,10,0,0,9,773,0,5,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,248,1289,1616,782,111,14,36,4109
POA6017,0,0,44,222,87,13,3,0,379,0,40,614,429,13,0,6,16,1122,0,10,42,63,12,0,0,3,133,0,50,655,495,20,0,4,22,1249,0,166,191,6,0,0,0,5,366,0,70,70,11,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,261,15,0,0,0,7,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,961,742,110,13,9,28,2146
POA6018,3,48,632,4391,4427,851,115,88,10560,7,205,714,1917,87,8,0,50,2988,0,84,286,820,234,15,0,14,1450,3,285,1003,2737,316,28,3,61,4436,5,114,511,49,0,0,0,14,695,0,3,82,11,0,0,0,0,98,0,103,124,21,0,0,0,6,248,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,10,11,219,718,82,0,0,0,19,1048,5,28,5,7,7,0,0,3,53,0,0,5,0,0,0,0,0,6,28,581,2361,7217,4754,874,124,168,16105
POA6019,0,15,326,2162,1605,275,29,40,4462,0,74,1142,1263,124,4,0,33,2650,0,29,302,931,248,18,0,20,1538,0,102,1443,2191,374,26,3,52,4188,3,112,435,42,0,0,0,11,603,0,54,160,14,0,0,0,3,232,0,53,150,102,0,0,0,5,314,0,30,42,78,6,0,0,0,159,0,0,0,0,0,0,0,0,0,3,249,790,237,6,0,0,26,1313,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,16,3,375,2557,4598,1988,300,35,119,9981
POA6020,4,15,158,1586,3580,828,107,38,6321,0,42,322,417,66,7,0,10,870,0,10,90,239,119,21,0,3,480,0,51,421,650,185,25,3,15,1348,21,43,41,52,0,0,0,39,190,0,6,69,23,0,0,0,3,106,0,8,95,11,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,28,56,199,84,0,0,0,39,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,127,780,2327,3764,856,109,93,8083
POA6021,4,13,137,2032,2829,458,58,50,5583,0,121,585,1476,84,8,0,40,2318,0,25,56,134,37,0,0,4,259,0,145,637,1611,126,8,0,43,2576,0,8,23,17,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,11,26,17,6,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,7,165,809,3667,2958,467,57,95,8218
POA6022,0,6,24,806,831,106,19,12,1792,0,0,31,128,17,0,0,3,173,0,0,0,0,7,0,0,0,6,0,0,32,129,20,0,0,3,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,937,843,106,19,16,1981
POA6023,0,0,43,1261,3138,533,80,31,5087,0,3,126,149,24,0,0,9,309,0,0,17,21,3,0,0,0,45,0,7,135,173,24,6,0,9,349,6,15,39,7,0,0,0,3,71,0,10,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,8,25,49,9,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,34,229,1442,3168,532,83,43,5543
POA6024,0,10,84,2027,2255,289,45,25,4734,0,7,70,249,28,6,0,8,360,0,0,16,17,7,0,0,0,41,0,12,87,268,29,6,0,8,404,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26,194,2296,2289,288,45,29,5168
POA6025,3,26,156,3911,5288,939,138,66,10524,0,18,165,657,37,3,0,9,887,0,13,46,83,24,3,0,7,178,0,34,216,735,67,3,0,13,1070,0,8,53,24,0,0,0,0,84,0,0,4,14,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,3,0,19,0,11,68,33,5,0,3,0,117,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,5,3,72,439,4683,5354,946,143,93,11726
POA6026,0,14,58,1525,4772,709,78,32,7188,0,36,275,469,20,0,0,12,820,0,0,37,42,5,0,0,0,84,0,31,311,514,30,0,0,10,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,24,57,4,4,0,0,5,89,0,0,0,0,0,0,0,0,4,0,76,429,2044,4805,713,84,50,8195
POA6027,12,40,195,4424,7101,1265,197,94,13327,0,78,121,471,75,3,0,29,769,8,75,110,316,105,24,13,9,657,8,148,230,787,185,26,10,33,1426,0,7,16,21,5,0,0,0,51,0,57,197,58,5,0,0,13,335,4,99,238,124,0,0,0,5,469,0,0,0,0,0,0,0,0,0,0,5,14,3,5,0,3,0,29,4,172,460,204,20,0,3,17,878,0,0,0,10,4,0,0,0,16,0,4,7,6,0,0,0,4,17,19,361,891,5425,7303,1294,211,150,15667
POA6028,0,30,77,955,5449,753,94,62,7425,0,8,37,163,25,0,0,7,241,0,0,0,8,8,4,0,0,19,0,8,34,168,29,4,0,3,259,0,17,21,38,0,0,0,0,80,0,14,56,32,0,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,34,75,69,0,0,0,0,185,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5,79,195,1194,5485,756,100,72,7877
POA6029,0,0,50,306,391,95,16,7,867,0,0,33,33,0,0,0,7,69,0,0,35,23,0,0,0,0,59,0,0,62,58,0,0,0,3,129,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,118,364,396,95,16,6,1001
POA6030,9,34,355,3606,7644,908,104,131,12792,0,67,497,547,52,0,3,30,1194,0,24,107,69,9,0,0,0,202,0,85,608,620,56,5,5,29,1402,0,0,0,0,0,0,0,0,8,0,29,66,12,0,0,0,0,110,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,5,5,0,0,14,0,35,78,21,3,5,0,4,141,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,10,9,157,1038,4237,7709,914,106,169,14343
POA6031,3,10,99,1576,3762,303,49,69,5867,0,16,66,71,12,0,0,8,171,0,0,17,3,0,0,0,0,23,0,16,82,75,12,0,0,7,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,9,0,4,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,28,191,1650,3777,308,47,70,6071
POA6032,0,3,3,16,22,9,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,22,9,3,4,67
POA6033,0,0,8,33,64,16,4,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,64,16,4,0,131
POA6034,0,4,6,482,694,32,8,6,1225,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,496,691,28,8,6,1237
POA6035,0,6,123,1217,2015,200,24,52,3635,0,0,45,32,0,0,0,4,77,0,0,0,17,0,0,0,0,17,0,0,45,49,6,0,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,164,1263,2015,200,24,55,3740
POA6036,3,25,274,2083,3025,304,37,76,5821,0,6,40,44,5,0,0,0,98,0,17,33,3,0,0,0,0,57,0,25,71,50,4,0,0,0,155,0,8,26,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,28,6,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,61,374,2144,3029,304,37,82,6024
POA6037,0,3,93,478,608,112,22,23,1340,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,3,92,481,614,112,21,26,1350
POA6038,3,9,79,1375,1832,100,6,34,3438,0,0,6,25,11,0,0,0,38,0,0,15,23,0,0,0,0,37,0,0,18,45,10,0,0,0,78,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,100,1428,1844,100,7,39,3521
POA6041,0,16,34,178,251,44,17,11,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,178,251,44,17,12,555
