POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6050,16,23,73,38,32,42,14,0,0,235,15,29,79,80,57,30,19,7,0,313,412,866,2008,1792,1668,1311,454,50,6,8568
POA6051,3,36,87,62,49,23,10,0,0,276,5,38,119,87,48,35,14,3,0,343,178,739,2655,2002,1220,798,248,29,0,7871
POA6052,12,19,37,48,61,47,12,0,0,241,12,23,53,43,34,32,10,0,0,207,277,527,1343,1553,1338,996,262,17,3,6316
POA6053,4,22,76,64,49,45,18,0,0,285,14,26,85,81,52,47,13,3,0,323,347,649,1971,2068,1730,1238,347,26,0,8368
POA6054,15,44,113,75,76,46,19,3,0,385,16,36,116,131,116,80,21,0,0,511,465,842,2276,2395,2222,1723,432,35,0,10390
POA6055,25,81,242,159,114,71,32,4,0,725,23,66,217,243,145,85,25,0,0,808,759,1331,5213,4733,2867,1772,455,65,0,17181
POA6056,29,126,217,174,170,145,39,3,0,906,52,115,209,223,214,156,52,10,9,1044,1149,1967,4133,3890,4075,3494,940,108,14,19764
POA6057,32,52,109,83,63,77,30,3,0,447,20,35,85,96,79,65,22,0,0,399,535,764,1779,1790,1762,1494,393,27,3,8545
POA6058,16,30,81,63,51,40,10,0,0,294,13,38,78,62,57,47,13,0,3,316,304,588,1456,1492,1259,1017,292,12,3,6420
POA6059,12,53,104,117,116,80,34,15,0,540,19,59,102,121,104,79,27,10,0,519,590,1136,2411,2483,2677,2101,653,105,10,12159
POA6060,17,49,178,149,81,81,22,5,0,579,16,46,187,138,92,73,12,6,0,577,383,1160,4635,3606,2393,1755,541,61,4,14535
POA6061,29,99,331,218,136,88,27,0,0,935,33,139,406,295,178,111,36,4,0,1207,629,1974,6310,4824,2900,2135,558,42,4,19374
POA6062,27,81,180,162,145,119,57,3,0,772,31,85,250,185,173,127,40,15,0,897,760,1554,4077,3683,3208,2655,815,89,7,16845
POA6063,18,29,87,103,68,53,9,0,0,373,25,49,118,113,87,72,17,0,0,470,401,707,1481,1616,1444,1131,310,15,0,7106
POA6064,23,69,168,169,140,102,29,3,0,711,40,112,226,198,184,125,33,5,0,924,732,1474,2990,2955,2826,2258,555,45,3,13843
POA6065,73,171,377,400,330,210,50,4,0,1611,70,180,357,475,333,217,47,12,4,1691,2195,3257,7261,9236,7898,4728,1071,96,5,35750
POA6066,23,50,109,114,103,79,14,0,0,494,31,63,109,121,118,107,26,0,0,564,539,966,1698,1700,1929,1919,386,22,4,9154
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
POA6069,64,116,282,255,184,93,31,4,0,1031,64,129,265,271,242,117,45,5,0,1142,1607,2087,5251,6046,4914,2846,608,54,5,23411
POA6070,8,4,4,15,19,9,8,0,0,60,3,3,12,17,22,18,3,4,0,77,116,121,182,414,484,379,139,25,0,1873
POA6071,9,4,17,13,25,17,5,0,0,84,4,9,6,16,20,15,5,0,0,74,140,124,213,308,464,405,125,24,0,1800
POA6072,0,0,9,3,5,4,0,0,0,25,0,4,0,6,4,0,0,0,0,14,36,30,55,78,107,109,24,0,0,438
POA6073,6,9,11,13,18,11,3,0,0,74,6,5,10,4,7,9,7,0,0,51,83,105,182,248,357,348,106,11,0,1444
POA6074,0,0,7,0,3,0,3,0,0,27,3,5,3,7,8,3,0,0,0,22,30,37,67,87,132,95,40,8,0,499
POA6076,34,45,63,80,103,92,35,3,0,459,22,42,50,80,102,91,37,8,0,430,736,865,1231,2058,2738,2175,761,112,8,10693
POA6077,6,15,3,6,8,4,5,0,0,49,0,5,3,3,10,11,7,0,0,43,66,97,73,102,146,210,81,14,0,782
POA6078,6,3,4,5,7,4,0,0,0,25,4,0,4,14,0,8,0,0,0,24,35,48,65,83,94,105,41,7,0,491
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,7
POA6081,4,13,16,24,30,16,12,0,0,109,12,7,21,18,34,18,6,0,0,110,205,190,375,476,642,546,132,8,0,2574
POA6082,5,4,19,27,13,19,6,0,0,92,5,4,18,13,24,12,5,6,0,86,103,118,273,336,382,343,79,12,0,1645
POA6083,8,3,8,16,25,29,7,0,0,100,3,9,9,18,21,21,4,0,0,88,133,135,167,293,547,422,132,29,3,1858
POA6084,11,30,48,40,48,53,9,0,0,243,16,25,37,50,55,43,10,0,0,246,285,426,765,867,1127,897,245,22,3,4641
POA6090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,13
POA6100,9,37,96,71,30,49,18,0,0,319,12,29,137,90,71,38,20,0,0,395,315,996,2865,2186,1501,1142,386,23,7,9412
POA6101,10,44,102,63,72,29,13,0,0,326,0,35,102,97,74,36,12,3,0,363,333,985,2993,2338,1687,1052,267,19,0,9686
POA6102,17,57,66,39,25,9,3,0,0,225,14,69,154,73,35,29,6,3,3,382,347,1307,2486,1316,752,532,154,22,3,6919
POA6103,4,36,68,57,24,28,14,0,0,232,5,30,110,80,33,21,5,0,0,288,151,692,2292,1397,859,747,199,12,3,6348
POA6104,10,33,75,69,41,41,16,5,0,287,11,42,92,73,101,45,15,0,0,375,295,699,1984,1689,1466,1092,307,45,4,7572
POA6105,11,24,89,87,67,42,8,0,0,333,12,39,140,93,55,50,13,4,0,406,356,793,2316,1901,1384,995,269,23,4,8047
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
POA6107,33,132,311,241,184,116,26,7,0,1041,53,180,542,347,220,120,41,9,0,1515,948,2835,7290,6143,3874,2532,632,62,0,24324
POA6108,22,49,117,109,103,76,21,4,0,501,27,61,132,130,117,104,27,3,0,601,630,1005,2151,2474,2295,1813,533,37,0,10944
POA6109,9,34,50,62,58,38,13,0,0,258,16,32,89,109,75,42,11,5,0,382,278,564,1298,1431,1077,730,181,20,0,5592
POA6110,44,99,205,235,165,130,44,0,0,920,60,136,273,324,232,169,39,5,0,1234,1156,1995,4176,5234,4289,2885,723,57,0,20525
POA6111,30,50,108,104,109,66,17,3,0,489,28,48,137,127,127,105,35,9,3,622,646,915,1975,2242,2334,2083,598,66,3,10871
POA6112,54,140,368,348,219,140,35,0,0,1305,88,168,513,490,328,179,36,13,0,1825,1670,2886,8403,9793,6007,3899,843,85,8,33594
POA6121,7,17,8,16,23,17,4,0,0,95,7,9,20,10,7,18,8,5,0,73,116,165,199,298,410,370,93,11,0,1662
POA6122,36,58,184,118,78,63,13,0,0,547,35,50,140,163,74,57,13,3,0,540,713,883,2953,2877,1966,1278,272,21,0,10957
POA6123,8,6,16,4,5,4,0,0,0,47,9,0,20,13,13,10,0,0,0,59,63,114,318,205,206,145,36,6,0,1082
POA6124,3,0,0,0,4,5,0,0,0,25,0,5,7,3,9,10,0,0,0,34,40,33,79,106,154,137,32,8,0,589
POA6125,3,12,13,16,20,17,0,0,0,86,10,10,9,10,34,23,4,3,0,108,119,139,231,265,451,357,99,18,0,1683
POA6126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,11,5,13,23,31,29,17,4,0,126
POA6147,19,46,76,68,56,36,8,0,0,313,15,43,87,94,87,61,12,7,0,411,297,688,1626,1670,1314,1088,338,28,3,7035
POA6148,16,27,56,50,74,58,20,7,0,318,17,41,68,99,109,80,23,10,0,447,518,827,1371,2113,2077,1448,468,69,8,8893
POA6149,29,22,53,66,53,54,17,0,0,298,15,29,55,95,84,61,43,6,0,398,558,757,1376,2109,2028,1669,651,71,3,9214
POA6150,13,28,34,42,49,23,16,0,0,210,18,40,42,48,43,43,14,6,0,254,491,698,992,1194,1298,1047,415,43,3,6175
POA6151,11,39,70,51,45,32,23,5,0,262,13,32,77,80,80,52,30,11,0,370,444,934,2083,1908,1870,1480,634,98,4,9450
POA6152,22,50,117,77,76,62,33,4,0,435,26,64,145,118,82,70,43,13,5,553,644,1682,3330,2809,2383,1981,707,99,8,13638
POA6153,14,34,52,61,50,64,24,4,0,300,18,43,97,117,95,87,27,10,6,495,596,1017,1795,2360,2314,1897,737,126,8,10843
POA6154,13,17,35,31,38,23,6,3,0,173,11,25,32,47,53,28,18,8,0,220,352,496,825,1194,1257,843,212,33,0,5214
POA6155,43,92,151,197,201,141,67,12,0,906,62,138,265,325,301,168,62,6,0,1339,1684,2523,4169,6468,6336,4153,1112,87,3,26536
POA6156,27,26,56,66,53,54,19,0,0,298,21,31,62,88,84,60,12,4,0,371,658,822,1610,1938,2253,1466,414,52,4,9221
POA6157,16,23,54,58,54,30,11,0,0,250,15,16,57,72,73,53,12,9,0,305,434,610,1562,1670,1640,1290,401,30,0,7646
POA6158,7,16,21,21,30,16,7,0,0,121,5,15,22,30,43,25,12,3,0,142,250,317,592,763,993,820,255,32,0,4016
POA6159,3,3,17,10,15,11,6,0,0,61,0,3,16,24,12,22,11,4,0,92,66,154,424,420,378,427,179,36,0,2073
POA6160,4,20,38,27,26,25,4,0,0,154,9,9,59,40,46,34,7,5,0,214,161,447,1307,1023,925,847,281,43,6,5050
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,41,16,17,16,0,0,0,126
POA6162,17,13,45,40,51,27,9,3,0,211,9,25,79,71,63,37,15,0,0,293,299,459,1172,1337,1412,1156,340,45,3,6213
POA6163,53,116,231,214,202,197,55,0,0,1076,51,121,298,331,258,204,66,9,4,1355,1302,2611,6222,5912,5449,4736,1297,109,8,27634
POA6164,90,184,397,339,283,170,38,6,0,1511,82,174,456,465,359,172,61,4,3,1782,2015,3294,8830,9566,7356,4301,981,57,3,36416
POA6165,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,3,8,5,0,0,0,35
POA6166,12,20,58,54,54,60,9,0,0,275,15,28,45,63,72,50,22,7,0,308,344,466,981,1210,1242,1095,287,32,0,5653
POA6167,23,56,143,126,84,51,10,5,0,499,36,64,181,160,149,87,29,0,0,709,680,1110,2925,3190,2574,1623,384,24,4,12506
POA6168,24,35,70,59,87,73,24,4,0,378,24,56,109,95,96,99,31,3,3,513,548,1086,1969,1840,2108,2110,497,40,4,10214
POA6169,34,60,126,123,121,94,23,3,0,581,36,65,156,143,149,136,30,11,5,730,906,1344,2903,3130,3461,3020,624,58,9,15451
POA6170,22,38,123,85,48,23,3,0,0,346,16,44,118,115,74,46,7,0,0,424,431,897,2532,2429,1562,842,124,19,0,8833
POA6171,49,75,205,175,128,68,15,0,0,712,43,68,225,211,160,93,18,3,0,822,1193,1621,4960,4805,3576,1956,351,20,0,18478
POA6172,22,20,53,38,34,38,8,0,0,205,26,31,64,70,60,39,5,0,0,304,474,622,1135,1207,1565,1096,177,8,0,6278
POA6173,19,26,50,39,48,25,5,0,0,210,19,27,44,73,89,37,7,0,0,296,633,590,1000,1601,1818,889,116,12,0,6664
POA6174,4,10,45,26,24,12,0,0,0,110,16,14,33,28,34,14,4,0,0,142,226,322,699,681,565,316,55,5,0,2869
POA6175,7,12,22,17,18,3,0,0,0,76,5,7,19,21,21,14,3,0,0,90,177,183,360,465,495,317,38,5,0,2038
POA6176,5,3,19,8,9,4,0,0,0,51,5,5,19,15,6,12,0,0,0,57,55,83,327,205,178,142,28,5,0,1035
POA6180,5,10,44,32,26,16,6,0,0,141,15,12,40,39,28,13,9,4,0,149,237,276,755,803,603,358,87,12,0,3127
POA6181,5,0,0,0,3,3,0,0,0,11,0,0,0,0,10,8,5,0,0,27,21,21,19,46,82,60,14,0,0,270
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,3,3,6,6,3,14,7,0,0,39,6,0,6,8,9,3,0,0,0,35,36,36,85,122,153,107,30,5,0,574
POA6208,17,22,54,36,34,31,7,0,0,207,10,25,37,34,37,41,14,9,0,204,365,426,915,1000,1104,974,270,45,9,5100
POA6209,12,6,9,3,6,11,0,0,0,43,5,0,0,8,0,5,0,0,0,22,69,77,99,121,184,167,53,3,0,771
POA6210,88,120,244,192,230,178,57,8,0,1113,88,123,239,237,265,212,82,20,7,1272,1941,2617,5089,5664,6594,5972,1503,168,12,29570
POA6211,11,10,27,26,32,23,11,0,0,140,10,15,30,27,34,17,8,0,0,142,248,235,542,748,847,661,166,13,0,3464
POA6213,0,0,3,0,0,0,0,0,0,9,0,0,0,3,5,3,0,0,0,14,22,12,49,42,72,67,31,3,0,294
POA6214,3,3,0,0,4,0,0,0,0,12,3,0,0,0,0,0,4,0,0,9,22,34,38,70,71,50,26,3,0,322
POA6215,7,6,9,11,6,10,4,0,0,47,6,11,10,11,15,9,4,5,0,80,110,125,244,339,411,377,117,26,0,1750
POA6218,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,13,23,39,35,40,52,12,6,0,218
POA6219,0,0,0,0,0,5,0,0,0,6,4,3,0,3,3,5,0,0,0,15,18,18,31,47,74,61,13,3,0,275
POA6220,3,4,9,7,12,11,0,0,0,46,6,3,15,17,24,13,4,0,0,83,104,138,424,415,434,340,126,28,4,2008
POA6221,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,13,12,23,27,30,28,10,4,0,151
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,12,8,15,31,23,5,4,0,103
POA6224,0,3,6,5,6,5,0,0,0,27,3,0,3,3,8,6,9,0,0,27,44,45,72,87,127,105,36,6,3,519
POA6225,19,18,28,30,47,17,5,0,0,161,9,19,23,34,31,19,9,6,0,144,236,288,609,721,819,682,173,32,5,3581
POA6226,3,0,3,0,7,4,0,0,0,19,0,3,0,0,6,8,0,0,0,20,40,29,63,109,130,100,18,0,0,499
POA6227,0,0,4,3,4,5,0,0,0,16,3,0,0,6,0,0,0,0,0,15,31,24,50,111,97,65,19,3,0,393
POA6228,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,5,3,11,18,14,9,0,6,69
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,7,20,27,5,0,0,63
POA6230,40,103,173,154,198,141,36,7,0,862,53,68,152,159,147,113,41,9,0,741,1430,1748,3902,4237,4645,3660,993,95,7,20709
POA6232,3,25,65,50,41,26,7,5,0,228,10,27,47,51,34,29,9,0,0,206,353,445,1216,1270,1076,823,163,17,0,5364
POA6233,29,33,96,71,69,53,18,0,0,365,37,33,79,81,47,44,17,4,0,346,734,686,1794,2304,2158,1625,388,22,5,9715
POA6236,0,8,12,12,9,13,7,0,0,43,6,4,5,6,18,8,4,0,0,47,79,67,152,196,286,259,88,20,0,1156
POA6237,4,6,4,13,14,6,0,0,0,38,9,3,0,20,11,17,0,3,0,62,93,89,136,268,318,320,105,12,0,1342
POA6239,10,3,15,16,17,14,5,0,0,77,6,4,16,18,24,20,3,6,0,106,133,116,287,412,497,464,149,28,0,2079
POA6240,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,6,20,19,28,10,6,0,92
POA6243,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,5,6,4,3,4,0,36
POA6244,0,0,0,4,5,4,0,0,0,17,0,0,4,3,4,6,10,3,0,28,23,46,81,138,154,161,68,34,0,694
POA6251,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,8,7,10,29,43,39,15,4,0,148
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,15,20,8,0,0,71
POA6253,0,0,0,0,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,7,14,14,30,48,56,70,47,7,0,276
POA6254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,12,4,14,32,43,49,61,6,0,0,214
POA6255,4,4,13,8,18,11,8,0,0,69,5,6,13,7,3,15,9,0,0,57,92,92,241,340,448,451,181,39,4,1881
POA6256,0,0,6,0,6,3,0,0,0,10,0,0,0,0,0,0,3,3,0,6,9,19,28,34,56,67,25,6,0,241
POA6258,5,17,31,21,22,24,6,0,0,123,17,17,21,24,25,36,16,6,0,158,217,229,498,532,625,704,265,44,0,3123
POA6260,0,0,8,3,0,4,0,0,0,14,5,0,3,6,0,3,4,0,0,24,48,36,114,114,157,141,67,11,4,704
POA6262,0,0,0,0,3,3,0,0,0,8,0,0,0,4,0,5,0,0,0,16,19,3,31,46,83,85,39,9,0,311
POA6271,0,6,9,14,14,12,4,0,0,72,6,3,7,18,11,16,0,7,0,69,112,98,245,307,421,341,81,13,0,1621
POA6275,0,0,0,0,0,8,0,0,0,8,0,0,4,3,3,7,4,3,0,23,21,9,60,125,133,155,90,19,0,611
POA6280,41,65,98,109,131,80,31,0,0,558,36,30,76,92,104,82,30,13,6,468,1090,910,2211,2934,3311,2682,829,96,12,14085
POA6281,11,5,23,30,31,20,9,0,0,132,17,20,18,48,42,30,13,3,0,192,271,170,627,1081,991,690,253,37,0,4117
POA6282,0,0,4,5,6,0,0,0,0,18,3,0,0,6,6,9,0,0,0,32,54,21,84,154,213,163,73,6,0,772
POA6284,3,0,18,5,11,5,5,0,0,43,4,0,3,23,15,6,9,0,0,60,80,45,189,444,345,246,74,25,3,1445
POA6285,13,12,31,47,39,24,3,0,0,174,11,12,41,60,59,36,15,0,0,232,313,243,970,1395,1311,872,302,27,0,5437
POA6286,0,4,4,3,0,0,0,0,0,12,0,0,3,3,3,8,0,3,0,19,14,13,68,112,80,95,41,10,0,423
POA6288,0,3,0,3,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,9,22,13,46,52,79,75,37,11,0,337
POA6290,0,0,5,6,3,12,0,0,0,24,0,0,6,3,11,11,6,0,0,37,25,20,68,109,142,197,80,9,3,656
POA6302,4,0,5,10,6,13,3,0,0,47,3,3,6,7,16,17,9,4,0,68,73,63,182,256,275,392,150,23,9,1421
POA6304,0,0,0,6,3,3,3,0,0,16,0,0,3,3,6,8,3,0,0,28,22,22,75,110,143,154,100,20,0,643
POA6306,5,0,0,4,3,5,3,0,0,13,0,0,8,0,0,0,0,0,0,14,5,21,59,71,102,100,49,13,0,420
POA6308,0,0,0,8,3,3,0,0,0,15,0,4,5,0,5,0,0,0,0,19,32,42,85,102,133,152,68,19,0,627
POA6309,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,9,7,14,17,32,34,17,0,0,130
POA6311,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,4,0,10,8,22,40,36,76,72,24,15,0,284
POA6312,6,12,19,19,21,20,4,0,0,104,7,7,7,8,17,17,4,4,0,71,112,166,372,366,400,411,152,26,5,2016
POA6313,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,8,3,3,15,19,38,32,7,0,0,119
POA6315,4,3,3,8,11,3,0,0,0,40,0,0,8,8,11,11,0,0,0,34,37,46,137,150,164,190,81,8,0,807
POA6316,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,11,31,27,34,47,12,5,0,176
POA6317,10,12,20,9,12,10,8,0,0,86,6,13,12,15,17,31,9,0,0,91,110,176,360,335,344,360,128,22,0,1834
POA6318,3,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,8,11,39,57,48,45,22,8,0,234
POA6320,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,6,4,19,40,37,39,70,22,6,0,234
POA6321,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,9,9,13,24,40,52,50,33,11,0,226
POA6322,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,8,13,14,21,19,11,3,3,99
POA6323,7,0,0,3,3,7,0,0,0,18,0,0,4,4,6,13,0,0,0,33,28,11,36,53,98,107,47,8,0,398
POA6324,0,4,7,5,10,12,7,0,0,51,3,7,11,13,17,11,4,0,0,61,83,96,236,290,365,350,144,30,0,1603
POA6326,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,12,14,23,32,43,55,68,38,6,0,287
POA6327,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,9,0,16,21,33,19,14,7,0,116
POA6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,51,46,28,62,19,9,0,225
POA6330,48,84,147,140,121,132,58,5,0,728,63,53,96,102,126,106,47,14,6,603,1298,1238,2868,3215,3858,3479,1123,158,18,17254
POA6333,7,6,19,25,17,16,0,0,0,86,9,0,12,17,26,20,14,5,0,102,162,89,282,528,617,625,239,52,5,2592
POA6335,0,0,3,0,0,0,0,0,0,12,3,4,8,3,0,0,0,0,0,13,8,25,84,67,60,62,42,5,0,351
