POA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6069,956,1138,2784,2990,2486,1415,260,23,0,12045,508,197,730,711,460,631,1063,667,246,5216,59,48,177,155,111,65,51,35,12,712,1527,1380,3689,3858,3055,2112,1370,728,265,17973,321,1121,3373,4116,3557,1943,287,9,5,14724,1204,827,1429,1621,1131,741,290,37,0,7281,45,64,322,227,172,136,20,5,0,989,33,71,123,84,57,25,9,0,0,403,1607,2087,5251,6046,4914,2846,608,54,5,23411,62,124,145,110,109,83,19,0,0,652,263,69,83,90,42,34,14,0,0,596,327,191,228,198,151,112,36,3,0,1243,1933,2278,5480,6239,5069,2955,643,52,5,24655,1149,367,899,865,640,917,1822,1232,423,8309,121,101,369,389,304,162,96,60,27,1630,3199,2744,6749,7490,6010,4037,2556,1351,451,34593
POA6070,68,62,98,214,250,183,59,9,0,942,35,0,25,37,35,72,165,109,26,511,3,0,4,5,9,11,9,16,3,53,106,63,123,261,298,267,238,132,28,1507,14,43,103,253,313,239,52,4,0,1024,94,79,61,141,150,117,85,17,0,736,3,5,17,22,18,22,7,3,0,92,0,3,6,3,7,3,0,0,0,20,116,121,182,414,484,379,139,25,0,1873,4,6,4,4,14,5,0,0,0,42,22,3,0,3,3,5,0,0,0,44,28,9,4,5,18,7,4,0,0,80,141,134,196,424,504,390,144,25,0,1949,85,7,35,52,51,111,294,212,53,898,9,4,8,14,18,15,16,16,3,107,232,147,237,492,568,521,452,255,58,2960
POA6071,74,72,110,158,245,203,54,18,0,934,29,7,27,30,41,56,181,81,31,488,7,7,8,5,8,6,8,3,4,63,106,87,144,197,303,268,247,96,42,1481,26,60,134,193,309,219,49,0,0,991,100,63,57,102,131,150,62,22,0,689,3,8,17,13,17,30,7,0,0,100,0,0,0,6,4,3,3,0,0,17,140,124,213,308,464,405,125,24,0,1800,3,7,5,4,4,5,7,0,0,29,12,9,7,8,3,11,4,0,0,47,14,17,9,9,7,14,6,0,0,82,150,145,224,314,472,418,129,24,0,1881,67,14,37,41,61,102,315,181,53,868,7,8,19,25,29,23,18,10,7,151,228,169,282,384,558,543,463,220,64,2900
POA6072,23,11,27,39,57,44,10,0,0,216,6,0,6,16,13,22,39,21,3,118,0,0,3,0,3,0,0,0,0,11,31,13,36,56,68,68,46,20,3,347,5,17,38,55,71,69,12,0,0,274,23,16,17,22,29,28,6,0,0,140,0,0,3,0,6,6,0,0,0,18,0,0,0,0,7,0,0,0,0,8,36,30,55,78,107,109,24,0,0,438,0,0,3,0,5,3,0,0,0,10,9,4,0,0,3,0,0,0,0,12,4,4,3,4,3,3,0,0,0,23,44,29,63,82,109,108,20,0,0,457,16,3,7,18,11,26,72,41,12,203,0,7,12,3,3,10,5,0,0,34,56,43,80,95,125,144,104,42,10,695
POA6073,41,54,86,134,194,158,48,5,0,726,41,11,33,38,35,77,185,150,79,639,0,0,7,0,3,6,9,3,11,54,81,66,124,174,243,240,238,158,89,1423,20,61,123,151,222,215,39,3,0,837,54,33,42,83,117,115,53,8,0,500,7,6,11,11,10,23,10,0,0,81,0,9,5,0,13,0,0,0,0,31,83,105,182,248,357,348,106,11,0,1444,0,4,0,8,7,4,0,0,0,33,6,0,4,0,9,4,4,0,0,28,6,3,3,10,19,8,4,0,0,62,87,111,194,257,381,357,110,13,0,1508,89,12,44,48,56,105,333,271,123,1078,6,4,11,12,19,22,15,9,17,113,182,131,245,320,449,484,457,293,140,2699
POA6074,20,15,26,45,63,46,17,9,0,244,11,8,15,11,4,25,50,26,13,146,3,0,3,0,0,3,0,0,0,10,34,21,37,55,71,76,67,33,13,398,8,22,40,51,80,65,18,6,0,293,19,7,16,29,35,28,27,4,0,165,0,0,10,8,13,6,0,0,0,29,0,0,0,6,4,0,0,0,0,9,30,37,67,87,132,95,40,8,0,499,0,3,0,0,0,5,0,0,0,11,4,0,0,0,3,0,0,0,0,16,5,3,3,4,3,8,0,0,0,28,30,36,72,94,131,109,45,8,0,523,24,6,15,13,15,32,93,49,13,275,3,0,7,5,7,7,3,0,0,32,61,37,92,109,162,149,142,58,17,832
POA6076,421,413,627,1084,1386,1063,326,37,0,5357,258,70,147,192,220,427,1159,893,356,3716,16,11,21,43,29,42,47,62,46,316,698,488,797,1318,1634,1534,1534,989,400,9385,133,379,782,1282,1854,1339,297,25,4,6100,566,451,352,666,750,697,419,78,9,3980,34,28,85,84,106,126,34,3,0,501,10,13,11,21,29,14,15,3,0,117,736,865,1231,2058,2738,2175,761,112,8,10693,20,34,25,26,45,48,12,0,0,199,90,28,28,17,25,18,17,3,0,232,107,53,53,47,68,68,32,3,0,430,849,919,1280,2104,2801,2247,792,117,8,11129,586,143,204,265,325,647,2073,1696,589,6536,25,33,61,101,91,107,101,108,75,711,1465,1094,1548,2472,3224,3007,2969,1914,676,18368
POA6077,38,40,40,52,84,89,38,3,0,374,11,5,9,15,17,44,115,88,13,318,0,3,0,3,0,3,4,9,0,33,47,48,48,65,104,139,157,105,13,724,23,57,52,66,87,128,25,3,0,436,37,36,12,31,49,70,49,6,0,294,0,4,5,4,3,3,7,0,0,30,3,0,0,3,7,8,0,0,0,17,66,97,73,102,146,210,81,14,0,782,0,0,0,0,8,7,0,0,0,21,9,4,0,5,0,0,3,0,0,18,5,4,5,5,8,10,5,0,0,42,74,97,77,102,157,222,84,16,0,824,37,8,11,14,24,65,200,161,31,566,3,3,0,5,9,13,12,14,0,63,107,116,97,123,190,301,302,188,35,1445
POA6078,18,17,31,45,49,51,13,0,0,225,11,0,6,6,6,28,42,13,5,113,0,6,0,4,9,9,0,0,0,24,31,25,34,58,58,87,54,14,5,368,13,28,42,50,61,62,19,0,0,272,20,18,18,39,28,30,23,4,0,179,0,0,0,3,11,12,4,0,0,32,0,3,0,0,0,0,0,0,0,3,35,48,65,83,94,105,41,7,0,491,0,0,0,3,4,0,0,0,0,15,4,0,0,0,3,0,0,0,0,9,10,0,3,3,4,0,0,0,0,24,43,48,68,84,105,112,41,7,0,513,29,6,8,9,8,38,84,39,5,221,4,6,10,5,10,15,0,0,0,44,69,63,80,102,121,165,127,43,5,779
POA6079,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,10,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,10,0,0,0,0,4,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,0,32
POA6081,123,82,192,234,321,271,55,0,0,1281,63,3,38,64,67,111,192,106,18,675,3,0,10,10,10,9,8,3,0,62,185,91,241,309,400,397,259,114,20,2017,46,92,236,319,448,322,51,3,0,1521,154,89,103,142,160,175,68,9,0,896,3,8,38,17,25,39,13,0,0,137,0,0,5,0,5,5,0,0,0,23,205,190,375,476,642,546,132,8,0,2574,0,3,8,4,12,7,0,0,0,40,27,3,8,9,8,6,3,0,0,55,32,8,10,8,19,10,3,0,0,94,233,195,395,484,659,552,132,8,0,2671,132,18,47,84,91,170,371,211,49,1172,6,0,27,29,29,27,15,6,8,147,375,217,470,597,776,752,519,232,55,3991
POA6082,67,58,124,176,203,170,33,6,0,839,48,6,42,42,37,83,129,68,14,475,5,6,15,13,12,8,13,3,0,71,121,73,179,231,244,262,179,80,17,1383,24,73,173,207,245,207,37,0,0,965,69,46,66,97,109,105,39,11,0,544,6,3,23,26,23,26,4,0,0,110,0,3,12,7,4,3,0,0,0,28,103,118,273,336,382,343,79,12,0,1645,8,8,11,5,12,4,0,0,0,43,8,5,0,5,7,7,0,0,0,32,18,4,16,4,17,10,8,0,0,76,123,127,285,341,396,353,85,12,0,1725,88,19,56,54,53,144,254,138,32,845,13,9,26,34,26,29,25,12,3,178,221,153,368,428,477,534,366,161,35,2743
POA6083,73,63,87,151,265,192,49,12,0,897,54,12,37,35,61,127,136,70,15,543,7,3,3,14,18,11,7,7,0,75,134,78,125,198,340,330,191,88,20,1513,34,76,104,176,379,267,58,8,0,1109,87,43,38,95,141,127,67,19,3,618,7,6,15,19,23,24,4,0,0,102,3,5,4,0,4,6,0,0,0,34,133,135,167,293,547,422,132,29,3,1858,3,3,7,3,3,13,0,0,0,34,11,0,5,5,7,0,0,0,0,25,15,4,10,6,12,12,3,0,0,61,144,134,176,301,557,438,132,31,3,1917,107,27,50,40,86,193,254,145,35,928,11,13,13,30,46,38,17,7,0,181,257,175,244,375,684,668,403,183,41,3032
POA6084,168,211,357,449,566,429,83,3,0,2261,105,31,122,103,123,183,281,128,31,1109,18,19,27,22,47,35,19,11,3,211,291,258,500,579,730,653,385,146,37,3587,89,269,515,582,767,539,119,5,0,2891,172,114,184,230,280,301,113,14,0,1400,22,17,52,41,55,44,10,3,0,239,11,24,18,14,19,12,9,0,0,114,285,426,765,867,1127,897,245,22,3,4641,17,24,24,18,23,17,3,0,0,123,25,8,4,7,13,14,0,0,0,76,43,34,27,22,35,26,3,0,0,196,335,454,796,893,1164,924,252,22,3,4840,267,60,145,139,157,285,538,277,50,1922,41,43,76,62,121,98,46,30,11,525,642,562,1020,1094,1447,1306,833,325,64,7290
POA6090,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,11,0,0,0,0,0,21
POA6100,196,542,1451,1024,722,530,179,9,0,4646,110,96,188,196,114,266,413,223,96,1708,18,37,91,67,47,34,26,20,8,344,319,678,1734,1282,877,833,617,248,104,6697,49,440,1939,1504,1066,744,175,3,0,5928,242,510,787,573,364,344,195,17,5,3029,16,29,100,80,44,45,15,5,0,340,4,17,35,24,23,11,0,0,0,115,315,996,2865,2186,1501,1142,386,23,7,9412,7,35,78,48,38,37,7,0,0,246,25,41,46,44,12,24,12,0,0,203,34,80,117,88,54,60,17,0,0,448,347,1078,2979,2272,1552,1205,405,23,7,9856,223,186,299,263,185,460,812,431,157,3019,27,88,216,178,115,101,67,31,18,838,597,1348,3495,2715,1854,1762,1280,482,182,13713
POA6101,206,554,1484,1145,869,537,127,11,0,4930,118,94,225,200,180,233,469,262,130,1903,14,37,118,72,56,47,38,31,16,414,338,682,1814,1414,1097,815,636,302,143,7244,44,424,2034,1556,1165,682,103,7,0,6019,275,512,795,636,467,312,150,15,0,3161,16,26,116,124,46,46,13,0,0,387,3,17,45,29,14,9,4,0,0,121,333,985,2993,2338,1687,1052,267,19,0,9686,16,27,74,56,50,43,4,0,0,269,59,40,52,40,22,27,7,0,0,249,73,66,123,92,77,71,14,0,0,518,410,1057,3118,2431,1765,1120,282,21,0,10208,249,181,342,299,306,460,877,490,201,3400,40,98,262,181,126,107,80,61,30,990,696,1335,3727,2908,2198,1692,1238,573,232,14593
POA6102,214,647,1086,642,354,259,72,9,3,3285,130,181,262,178,145,195,362,396,300,2151,20,56,114,55,37,34,44,112,195,653,360,883,1461,874,541,487,468,515,507,6094,47,400,1417,824,519,329,53,0,0,3582,277,810,931,435,197,172,87,14,5,2934,18,53,68,33,23,18,6,4,0,225,4,42,77,23,11,14,3,0,3,172,347,1307,2486,1316,752,532,154,22,3,6919,14,44,87,60,43,25,0,0,0,274,50,90,61,23,18,10,3,0,0,263,61,140,153,80,61,32,8,0,0,536,410,1443,2638,1399,815,566,158,21,3,7452,246,401,470,278,255,311,595,645,432,3632,37,143,285,106,92,55,81,172,276,1250,690,1986,3396,1780,1158,929,828,837,718,12331
POA6103,98,375,1123,640,412,357,85,5,0,3088,58,49,170,151,95,176,279,194,75,1250,5,21,62,53,24,22,20,17,5,230,163,450,1354,847,528,545,382,212,82,4570,28,356,1575,962,628,473,93,5,0,4121,108,302,586,356,181,226,90,8,0,1854,7,21,82,49,35,45,10,0,0,254,0,17,50,29,15,7,3,0,0,121,151,692,2292,1397,859,747,199,12,3,6348,6,17,67,35,45,36,0,0,0,200,14,28,46,27,13,16,6,4,0,146,20,46,111,63,54,55,6,4,0,351,167,739,2404,1463,911,800,203,13,3,6695,140,111,253,217,180,290,514,342,125,2164,10,49,154,131,73,55,42,27,9,557,322,900,2811,1807,1160,1143,758,381,136,9419
POA6104,169,357,960,822,700,539,136,11,0,3700,106,80,205,206,156,274,510,307,204,2051,14,35,100,74,62,56,41,45,74,508,293,475,1270,1100,916,871,690,365,275,6261,63,357,1338,1170,1031,711,140,13,0,4814,223,302,504,417,353,319,152,26,0,2301,5,15,101,79,53,49,16,3,0,322,0,20,43,22,28,10,5,0,0,140,295,699,1984,1689,1466,1092,307,45,4,7572,19,36,68,67,43,47,5,0,0,285,35,30,37,25,31,16,5,0,0,193,54,64,106,92,75,68,14,0,0,481,353,763,2090,1788,1543,1160,325,45,4,8056,266,152,306,294,246,490,926,587,322,3595,48,82,229,187,157,130,84,91,112,1115,661,999,2630,2265,1947,1779,1331,721,432,12760
POA6105,218,418,1134,874,694,464,122,6,0,3925,174,127,306,257,186,241,498,376,199,2359,22,41,110,77,43,43,31,33,14,425,407,578,1548,1214,927,745,649,417,212,6708,58,372,1520,1297,975,635,126,8,0,4991,285,372,645,517,354,304,122,14,0,2616,12,23,79,64,34,35,17,0,0,270,3,27,71,20,22,15,0,4,0,162,356,793,2316,1901,1384,995,269,23,4,8047,20,30,77,50,58,35,7,0,0,271,60,34,38,29,32,13,5,0,0,209,76,64,118,78,92,51,8,0,0,479,433,855,2429,1973,1472,1044,279,23,4,8524,372,196,423,388,323,429,847,651,303,3933,44,100,224,171,120,95,67,53,30,904,850,1146,3083,2535,1916,1572,1192,724,335,13362
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,16
POA6107,596,1412,3460,2758,1857,1250,278,24,0,11633,487,389,1069,886,548,815,1219,736,332,6486,70,131,303,201,124,104,62,53,30,1077,1153,1930,4827,3850,2530,2167,1556,815,361,19194,150,1148,4352,4142,2641,1585,283,19,4,14326,743,1523,2428,1697,1055,800,312,37,0,8595,33,54,278,207,100,106,30,0,0,813,19,105,237,102,80,41,11,3,0,590,948,2835,7290,6143,3874,2532,632,62,0,24324,48,125,250,184,140,93,13,0,0,850,172,138,153,112,70,63,14,4,0,722,222,261,402,295,200,155,23,4,0,1567,1170,3098,7702,6440,4076,2683,660,65,0,25894,1068,721,1469,1152,870,1302,2173,1377,533,10667,136,268,675,481,298,237,120,114,44,2376,2373,4089,9845,8073,5248,4220,2958,1557,583,38939
POA6108,395,528,1058,1179,1154,892,227,17,0,5453,281,137,401,386,315,527,1000,596,178,3817,31,35,70,77,47,46,39,26,17,385,703,701,1531,1641,1520,1463,1273,635,190,9663,122,496,1357,1585,1563,1146,229,9,0,6501,471,467,656,759,633,567,264,29,0,3844,20,25,83,89,58,85,35,0,0,397,19,17,55,43,34,23,5,0,0,204,630,1005,2151,2474,2295,1813,533,37,0,10944,32,64,95,98,82,53,4,0,0,425,124,61,57,60,52,43,11,0,0,408,156,121,152,156,136,97,20,0,0,833,788,1123,2304,2633,2426,1911,550,41,0,11780,598,253,541,523,466,799,1811,1146,309,6443,52,74,156,183,125,96,92,39,24,840,1434,1454,2998,3341,3022,2806,2454,1222,329,19062
POA6109,162,294,630,620,464,357,78,10,0,2617,181,115,295,280,209,270,444,273,107,2183,18,29,77,57,43,39,29,32,28,345,362,439,1003,957,714,663,551,311,137,5144,49,247,790,960,732,426,89,3,4,3305,211,275,424,396,292,251,77,12,0,1933,12,17,57,45,33,37,3,6,0,203,5,26,33,31,25,19,7,3,0,149,278,564,1298,1431,1077,730,181,20,0,5592,20,49,57,77,44,37,3,0,0,276,54,31,28,34,31,25,6,0,0,204,73,81,84,106,71,58,7,0,0,482,348,641,1386,1541,1149,789,190,26,0,6074,376,174,408,389,301,436,807,521,173,3592,41,57,151,127,131,106,69,42,42,755,771,869,1948,2061,1585,1332,1069,582,215,10422
POA6110,734,1046,2058,2527,2096,1377,291,20,0,10163,615,300,849,863,638,819,1383,924,372,6754,54,61,177,152,115,75,109,105,121,969,1403,1403,3084,3547,2846,2271,1784,1047,499,17881,252,956,2738,3440,2990,1833,351,15,0,12570,856,912,1130,1515,1126,892,323,39,0,6802,32,67,192,188,122,125,33,0,0,753,22,60,118,92,55,41,8,4,0,399,1156,1995,4176,5234,4289,2885,723,57,0,20525,84,140,193,166,141,107,22,0,0,851,210,114,121,100,71,54,11,0,0,687,292,252,316,263,217,159,36,0,0,1540,1445,2247,4496,5502,4507,3047,757,59,0,22063,1266,502,1104,1132,930,1235,2487,1621,591,10872,109,121,355,346,303,199,184,182,193,1993,2824,2869,5950,6977,5740,4482,3432,1861,790,34927
POA6111,392,487,951,1096,1194,1005,272,17,0,5410,285,117,356,375,316,506,1094,572,165,3775,31,35,73,89,89,70,47,53,38,535,708,635,1377,1554,1600,1584,1409,640,206,9718,156,477,1295,1476,1551,1285,241,13,0,6503,455,371,545,655,660,664,321,39,0,3713,24,39,99,78,90,114,33,0,0,475,11,23,42,29,39,30,9,6,0,181,646,915,1975,2242,2334,2083,598,66,3,10871,45,79,113,83,97,66,17,0,0,495,96,43,54,43,46,45,16,0,0,333,139,122,165,134,143,108,25,0,0,835,784,1037,2140,2376,2478,2194,629,66,3,11704,581,219,475,515,495,805,1991,1090,307,6464,81,83,173,186,212,173,90,89,67,1148,1444,1330,2785,3073,3188,3166,2707,1242,379,19320
POA6112,1084,1545,4356,4733,2970,1898,380,24,3,16992,787,400,1405,1273,760,1159,1816,956,320,8874,100,97,287,258,149,112,110,82,48,1246,1975,2043,6054,6262,3875,3172,2300,1062,370,27112,351,1509,5473,6633,4166,2487,385,22,4,21027,1228,1208,2252,2683,1546,1183,403,61,0,10563,58,93,484,354,211,186,40,4,0,1431,29,72,198,134,82,44,12,3,0,567,1670,2886,8403,9793,6007,3899,843,85,8,33594,110,163,327,255,210,122,16,0,0,1201,308,108,202,180,93,65,26,0,0,980,419,271,519,438,304,188,41,0,0,2182,2087,3153,8923,10232,6312,4093,880,91,8,35775,1669,657,1800,1599,1149,1781,3222,1816,548,14250,203,209,625,621,401,289,202,141,69,2763,3958,4015,11350,12452,7856,6165,4309,2046,626,52786
POA6121,76,76,107,153,211,160,43,5,0,825,36,9,27,33,47,82,108,38,8,392,4,0,0,7,11,7,3,0,0,35,118,84,133,197,271,243,153,48,8,1245,32,92,119,188,258,242,38,0,0,977,76,69,57,96,129,94,42,13,0,575,5,0,11,17,19,17,10,0,0,81,0,0,9,6,0,9,0,0,0,33,116,165,199,298,410,370,93,11,0,1662,12,3,3,0,3,0,0,0,0,27,12,3,0,4,4,5,0,0,0,28,22,6,9,4,3,5,0,0,0,56,137,176,203,308,411,378,94,11,0,1715,83,16,35,40,65,128,205,103,23,700,9,7,11,31,19,11,7,7,6,101,228,192,251,375,495,517,307,117,24,2514
POA6122,470,474,1518,1366,969,620,104,7,0,5523,189,101,452,327,212,311,470,211,82,2349,12,35,78,60,44,40,24,14,6,301,669,602,2046,1751,1219,969,593,227,91,8173,186,518,1936,1951,1379,808,116,4,0,6905,490,308,775,746,482,390,132,14,0,3337,25,39,196,126,70,61,19,4,0,540,14,20,52,46,26,14,3,3,0,182,713,883,2953,2877,1966,1278,272,21,0,10957,45,38,47,52,28,23,3,0,0,232,79,20,51,29,23,21,3,0,0,228,121,65,103,77,48,44,4,0,0,463,831,943,3055,2956,2014,1318,278,21,0,11425,429,154,523,401,297,442,829,427,127,3626,39,64,171,154,115,88,45,20,10,711,1298,1161,3754,3508,2424,1854,1149,467,139,15756
POA6123,36,56,158,97,104,67,4,0,0,525,32,13,45,37,24,40,54,27,7,282,0,0,16,3,9,6,4,5,0,45,70,70,220,132,133,124,69,30,11,854,24,72,207,126,133,80,17,0,0,657,35,31,76,63,54,49,16,0,0,330,0,8,24,16,18,14,4,0,0,82,0,0,8,0,0,0,0,0,0,12,63,114,318,205,206,145,36,6,0,1082,0,4,11,3,9,8,0,0,0,33,11,5,0,4,0,4,3,0,0,23,8,9,13,7,6,7,7,0,0,57,72,122,322,211,216,151,34,6,0,1137,58,20,57,37,33,65,110,54,16,453,3,6,29,12,20,24,12,7,0,117,136,152,412,259,263,239,157,64,21,1703
POA6124,31,20,39,57,78,57,14,0,0,298,8,5,14,27,17,24,30,32,4,160,5,0,0,12,10,5,5,5,0,33,41,24,59,92,103,87,47,38,9,491,13,14,46,73,118,95,12,0,0,371,21,17,26,23,27,37,11,4,0,162,0,0,10,5,3,4,7,0,0,27,7,4,0,5,3,0,0,0,0,26,40,33,79,106,154,137,32,8,0,589,0,0,0,3,7,6,0,0,0,14,4,0,0,0,4,0,0,0,0,10,4,0,0,3,11,6,0,0,0,23,42,36,79,111,165,138,32,8,0,611,18,7,23,29,26,36,57,56,16,267,3,0,4,14,17,11,5,8,0,64,63,45,106,154,205,194,95,68,16,941
POA6125,57,63,120,152,213,172,45,5,0,825,51,10,20,28,44,81,123,87,25,466,3,8,9,18,12,13,6,9,6,76,113,85,150,193,262,263,177,104,25,1373,37,89,140,176,292,209,36,4,0,979,66,50,70,73,129,101,51,10,0,551,5,0,18,16,28,37,6,0,0,105,10,6,7,7,8,12,6,0,0,51,119,139,231,265,451,357,99,18,0,1683,0,3,5,10,13,0,0,0,0,37,5,0,0,4,5,8,0,0,0,21,14,10,5,12,16,9,0,0,0,57,126,149,233,279,465,361,99,18,0,1736,100,23,104,147,137,150,256,181,41,1143,7,12,21,21,36,32,20,17,4,177,240,184,366,445,648,548,380,211,47,3062
POA6126,5,3,8,7,18,15,9,4,0,65,3,0,3,3,0,7,7,7,0,31,0,4,0,4,4,3,0,0,0,9,10,7,6,11,21,22,18,4,0,100,0,4,4,13,16,10,7,0,0,57,3,3,7,8,7,10,8,3,0,51,0,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,11,5,13,23,31,29,17,4,0,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,13,23,32,29,17,4,0,125,3,0,8,11,5,21,28,12,0,85,3,6,0,7,6,6,6,0,0,24,12,14,11,33,38,48,45,19,3,229
