POA_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6012,190,234,418,457,536,335,119,15,0,2310,188,45,83,110,128,217,353,265,98,1487,14,17,28,21,17,30,34,27,29,208,390,288,528,585,681,578,504,309,126,4006,19,139,483,554,719,413,100,21,0,2452,220,264,245,307,308,272,183,36,0,1833,12,20,33,39,25,18,13,8,0,176,3,0,7,10,5,5,0,0,0,36,255,425,768,916,1051,708,301,61,0,4486,0,12,22,19,25,15,6,0,0,107,42,15,12,6,10,10,8,5,0,101,40,23,34,33,40,29,14,3,0,212,296,446,797,945,1089,736,315,64,0,4700,322,80,138,142,192,345,628,476,167,2492,15,24,73,55,52,63,52,52,40,433,638,553,1009,1139,1334,1141,995,594,211,7622
POA6014,373,529,1217,1388,1335,886,243,29,4,6001,268,59,114,259,222,364,714,562,433,3006,10,15,58,38,22,23,37,22,27,251,652,600,1385,1686,1582,1266,993,618,466,9259,45,331,1409,1737,1808,1094,194,19,9,6638,585,574,706,898,770,609,315,49,13,4504,26,27,89,80,70,78,21,4,0,401,3,10,33,23,23,8,5,0,0,108,662,939,2234,2738,2669,1789,530,69,12,11657,3,31,47,33,43,38,9,0,0,211,103,29,42,35,23,29,15,0,0,275,107,64,85,73,66,62,22,0,0,485,773,1003,2320,2813,2738,1857,550,75,12,12144,601,132,184,335,293,544,1272,1036,662,5051,11,29,110,93,72,51,74,37,39,516,1383,1168,2615,3240,3105,2453,1896,1140,716,17711
POA6015,150,160,137,260,455,312,73,22,3,1567,121,24,30,64,111,177,239,281,169,1228,5,5,7,9,18,12,14,7,10,83,274,188,175,333,577,500,326,317,185,2877,13,87,224,310,604,427,77,16,0,1758,216,201,67,150,285,233,130,37,13,1337,5,9,11,16,21,36,8,4,0,106,0,4,3,4,9,3,4,0,0,36,238,298,306,485,914,707,212,58,17,3235,3,12,11,0,14,13,0,0,0,56,38,7,8,6,6,5,0,0,0,74,38,21,14,10,23,17,3,0,0,129,279,321,324,492,938,720,219,60,17,3364,305,51,45,76,149,256,403,494,289,2060,12,9,19,16,36,20,26,18,12,176,599,377,382,582,1121,998,646,575,319,5601
POA6016,163,280,827,852,646,364,86,4,0,3214,104,18,88,107,101,170,265,151,110,1116,6,13,39,32,21,18,18,10,6,149,263,316,949,994,764,551,368,165,120,4486,25,168,964,1056,883,458,74,3,0,3628,219,284,463,569,392,243,94,12,0,2290,16,21,55,54,30,31,6,0,0,206,5,4,29,16,3,0,0,0,0,62,267,469,1509,1698,1307,736,179,19,0,6187,7,8,27,27,13,13,4,0,0,95,31,22,20,14,12,14,0,0,0,117,38,28,44,39,29,28,4,0,0,207,305,499,1551,1741,1338,761,185,21,0,6396,218,41,126,141,141,283,472,277,167,1865,14,26,73,68,49,37,32,20,7,324,543,570,1749,1947,1522,1085,686,307,173,8583
POA6017,23,150,599,313,145,121,32,0,0,1397,15,15,55,53,42,62,104,93,43,488,7,12,55,24,9,8,8,6,4,133,47,180,711,391,202,194,146,99,44,2022,10,128,695,420,193,129,27,0,0,1609,32,115,378,227,89,74,32,5,0,947,0,10,40,20,15,13,4,0,0,96,0,3,27,9,7,4,3,0,0,51,40,251,1137,675,306,216,68,6,3,2704,5,10,24,20,10,13,5,0,0,81,8,10,12,8,4,9,0,0,0,49,10,18,34,27,19,24,5,0,0,128,49,275,1173,698,325,239,70,6,3,2832,40,29,86,93,76,113,220,163,62,872,6,24,103,68,36,27,24,6,4,299,100,327,1364,858,436,381,310,177,67,4002
POA6018,701,997,2618,2715,2419,1533,387,52,4,11424,480,120,331,504,426,696,1513,1345,752,6158,25,41,152,97,72,60,91,105,142,789,1203,1160,3098,3316,2922,2290,1989,1494,896,18371,116,793,3515,3592,3196,1886,347,29,0,13480,981,930,1070,1513,1353,1062,465,84,6,7463,40,52,277,231,95,132,40,13,0,870,10,22,75,39,29,20,7,9,3,205,1138,1793,4932,5380,4673,3096,857,137,6,22018,15,54,83,69,102,60,16,0,0,390,178,63,43,57,44,43,9,0,0,438,194,110,124,123,145,102,20,0,0,825,1335,1907,5057,5501,4822,3200,879,139,10,22842,995,252,459,655,621,1066,2551,2313,1159,10073,48,74,327,251,176,147,161,191,220,1592,2375,2229,5840,6410,5613,4412,3597,2642,1387,34508
POA6019,338,559,2167,1650,1355,936,254,27,0,7282,181,33,186,238,224,297,677,626,262,2732,28,37,142,102,59,37,42,28,13,481,548,631,2493,1987,1637,1270,973,687,272,10488,63,435,2789,2219,1812,1108,180,16,0,8625,477,539,893,904,728,618,299,61,6,4525,31,30,226,158,73,97,27,5,0,633,3,24,69,36,32,15,7,3,0,189,574,1021,3974,3319,2636,1839,510,87,6,13971,15,25,56,57,65,39,12,0,0,267,88,24,37,38,27,29,10,0,0,258,100,48,95,98,92,64,25,3,0,528,670,1076,4069,3417,2732,1901,535,91,6,14499,554,92,290,325,354,511,1210,1034,431,4800,38,66,356,243,143,96,88,48,17,1097,1270,1235,4712,3987,3223,2517,1841,1167,454,20398
POA6020,419,454,704,1252,1338,1101,364,24,0,5654,209,42,90,187,203,441,1301,738,277,3499,10,11,36,34,34,31,52,33,25,256,641,512,830,1473,1571,1572,1711,796,299,9407,87,348,864,1523,1829,1250,275,22,0,6209,599,527,387,764,784,795,501,65,6,4421,23,29,83,118,73,110,44,5,0,494,6,8,19,30,22,14,7,0,0,105,720,916,1352,2436,2711,2164,830,93,6,11219,10,14,26,30,28,40,19,0,0,154,143,22,13,13,29,26,12,0,0,270,149,32,45,46,56,67,27,0,0,424,874,947,1399,2480,2765,2227,858,97,6,11647,449,105,145,230,274,691,2340,1429,459,6120,19,29,73,85,102,80,98,54,29,574,1348,1080,1613,2791,3144,3000,3297,1580,489,18347
POA6021,319,479,1264,1286,1108,780,251,13,0,5506,188,81,189,238,209,420,919,732,348,3322,10,21,60,58,45,42,37,56,31,361,522,582,1516,1583,1360,1243,1203,799,382,9186,58,399,1678,1708,1475,994,206,13,0,6533,418,457,610,739,636,542,282,40,0,3727,12,21,108,76,48,60,20,4,0,355,8,24,41,30,28,14,8,4,0,153,497,894,2444,2560,2176,1609,513,62,6,10766,11,29,59,50,62,37,4,0,0,252,65,31,35,40,30,24,11,0,0,240,76,55,98,90,89,69,15,0,0,489,577,951,2541,2642,2267,1678,531,70,6,11259,426,148,272,351,323,641,1499,1301,597,5570,24,53,132,126,110,90,65,85,39,728,1035,1150,2950,3121,2702,2409,2099,1457,640,17551
POA6022,82,98,294,321,267,187,60,4,0,1314,34,15,50,44,40,93,285,166,35,757,3,4,7,11,11,0,9,9,4,53,121,115,351,369,315,285,357,175,39,2124,22,90,375,411,355,241,50,5,0,1547,95,96,142,205,153,109,74,7,0,878,5,3,45,30,21,13,12,0,0,135,0,4,9,5,6,0,0,0,0,37,125,189,576,655,537,369,140,11,0,2598,5,5,12,11,15,3,0,0,0,51,26,4,5,7,11,5,5,0,0,68,28,13,15,17,26,15,5,0,0,115,150,202,586,672,561,384,142,11,0,2711,94,29,63,60,63,132,501,331,65,1341,8,5,29,21,19,6,14,13,7,128,260,236,673,752,646,518,665,357,70,4186
POA6023,332,294,503,1005,1023,645,199,21,0,4026,139,31,80,172,115,268,830,454,186,2271,0,4,21,26,21,20,30,29,15,160,473,329,603,1207,1159,930,1057,503,200,6460,61,244,627,1210,1362,782,163,14,0,4472,471,289,280,627,598,434,262,43,0,3000,11,12,59,92,51,68,34,6,0,329,8,7,12,10,21,16,5,0,0,79,553,552,974,1940,2033,1289,466,66,3,7877,10,12,23,26,34,20,0,0,0,135,105,27,15,29,23,15,12,0,0,219,115,35,44,56,57,40,13,0,0,357,671,587,1020,1995,2094,1328,475,66,3,8232,373,68,118,212,172,398,1437,888,285,3955,3,9,51,60,62,49,45,39,21,341,1043,672,1184,2270,2324,1779,1957,988,314,12530
POA6024,256,274,686,823,771,512,179,19,0,3528,135,32,94,141,119,198,720,397,104,1953,4,16,32,36,18,19,22,25,7,172,402,315,814,1002,904,731,929,435,110,5647,73,237,858,1076,1038,603,160,8,0,4049,326,255,348,513,425,346,196,30,0,2451,16,10,91,86,50,54,26,6,0,337,4,7,18,15,13,15,0,3,0,76,423,511,1311,1682,1520,1023,389,45,0,6908,12,25,34,34,45,18,4,0,0,164,81,25,22,25,17,20,6,0,0,187,92,45,54,61,56,37,6,0,0,357,517,558,1367,1740,1578,1057,394,41,0,7265,277,71,155,189,191,308,1303,789,170,3437,14,27,61,87,74,49,43,40,5,401,803,654,1577,2022,1841,1406,1741,870,185,11105
POA6025,590,665,1592,1874,1764,1489,381,22,0,8373,324,90,233,316,304,648,1469,727,244,4360,21,14,53,44,50,53,36,33,31,337,929,767,1879,2226,2118,2195,1885,787,278,13065,156,643,2072,2372,2397,1711,312,8,0,9672,758,628,780,1130,1010,1029,474,51,3,5865,31,27,202,161,115,136,55,8,0,730,3,17,53,52,15,20,7,0,0,172,948,1316,3105,3708,3532,2897,856,70,3,16439,23,50,71,70,76,81,8,0,0,372,169,41,31,51,37,37,19,0,0,379,189,94,102,117,111,114,31,0,0,752,1137,1406,3206,3831,3645,3010,881,70,5,17192,737,193,338,423,441,965,2654,1418,407,7577,38,37,146,136,139,126,87,63,36,807,1908,1640,3690,4389,4229,4099,3618,1554,449,25574
POA6026,485,479,771,1304,1390,1263,287,19,3,6005,204,38,122,217,168,535,1120,639,440,3479,7,5,25,26,24,26,33,21,36,200,702,524,916,1550,1580,1824,1441,679,474,9689,111,441,1018,1604,1810,1469,255,0,0,6712,664,512,393,835,740,878,391,39,4,4453,18,24,90,123,69,125,55,0,0,503,0,5,18,15,20,19,5,0,0,91,795,978,1523,2569,2635,2497,709,44,7,11755,19,32,40,38,38,31,8,0,0,206,123,40,20,22,24,26,16,0,3,271,143,66,60,66,58,53,22,0,3,481,942,1045,1583,2638,2690,2549,731,51,9,12234,480,121,183,295,222,758,2085,1105,682,5929,20,19,60,71,81,76,61,32,47,469,1441,1188,1827,3002,2998,3384,2873,1183,740,18637
POA6027,815,1073,2079,2365,2473,2147,482,28,0,11461,390,155,402,452,391,847,1765,885,374,5654,35,43,116,92,78,84,82,82,52,656,1231,1268,2591,2906,2942,3075,2332,987,429,17767,247,989,2670,3104,3302,2517,442,16,0,13292,1057,1055,1162,1424,1345,1444,579,48,0,8111,38,71,287,193,145,247,70,4,0,1051,10,26,54,59,37,35,13,3,0,243,1357,2141,4175,4779,4833,4244,1103,63,3,22702,41,77,129,94,103,107,14,0,0,558,205,95,73,66,49,54,24,3,0,565,250,177,194,162,149,161,35,4,0,1132,1603,2310,4375,4941,4981,4398,1141,70,3,23833,909,340,611,618,578,1353,3252,1655,593,9920,78,113,259,260,234,219,169,135,97,1556,2591,2771,5246,5820,5796,5972,4563,1861,695,35310
POA6028,601,681,910,1239,1845,1267,146,9,0,6708,274,69,167,235,285,522,728,363,118,2758,14,24,44,30,40,44,22,15,7,234,893,769,1122,1504,2170,1830,894,393,128,9700,151,604,1177,1545,2522,1702,190,3,0,7901,788,628,504,697,974,881,215,16,0,4709,32,38,100,85,106,141,24,0,0,524,14,30,29,39,41,24,6,4,0,183,985,1302,1804,2368,3639,2745,440,24,0,13309,27,52,61,43,45,47,3,0,0,275,156,38,38,27,34,32,6,0,0,334,179,89,95,74,82,77,13,0,0,607,1172,1393,1897,2433,3719,2817,456,24,0,13919,644,161,235,290,336,759,1377,662,200,4669,34,46,85,89,137,94,46,31,12,579,1853,1598,2229,2815,4196,3679,1877,718,213,19164
