POA_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
POA6123,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,7,0,0,3,9,0,4,5,0,0,13,9,11,7,26,9,12,11,4,0,95,108,173,142,324,132,122,90,34,9,1129,0,0,0,0,0,0,0,0,0,0,101,142,110,258,74,68,41,12,8,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,5,4,3,7,7,12,0,0,0,44,45,97,46,109,101,106,45,35,7,594,0,0,0,0,0,0,0,0,0,0,30,81,59,101,62,40,25,22,4,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6125,0,0,0,0,4,0,0,0,0,3,0,0,3,3,9,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,3,17,17,8,5,0,0,42,10,13,8,21,32,20,10,10,6,133,102,205,228,463,385,283,202,107,18,1991,0,0,0,0,0,0,0,0,0,0,69,178,177,252,182,146,98,34,8,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,3,5,3,3,5,0,0,15,8,18,13,28,18,34,25,13,0,150,0,0,0,0,0,0,0,0,0,0,3,12,6,14,15,16,15,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,0,3,19,28,21,22,28,10,0,135,0,4,15,15,18,11,11,5,3,76,0,9,9,42,19,6,4,4,0,105,0,0,4,11,0,0,0,0,0,17,0,7,11,8,5,0,4,0,0,30,0,0,0,0,0,0,0,0,0,7,0,0,3,7,0,6,0,0,0,20,0,5,4,10,12,12,7,4,0,50,0,0,6,0,0,0,0,0,0,13,0,5,4,0,4,10,0,3,0,28,0,28,41,116,29,36,29,21,0,304,18,42,49,111,44,30,27,10,8,345,482,925,950,2256,911,820,750,366,89,7547,0,0,10,12,9,0,3,0,0,34,412,685,448,803,299,343,301,107,35,3437,0,11,9,41,3,0,0,0,0,66,0,0,0,0,4,5,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,0,11,5,8,9,0,0,33,0,3,4,3,3,0,0,0,0,14
POA6148,0,26,24,34,32,26,18,10,5,175,0,4,10,34,18,21,18,6,0,111,0,16,45,56,52,33,11,10,3,232,0,0,3,15,0,0,3,6,0,22,0,4,4,7,3,0,0,0,0,16,0,4,0,0,4,3,0,0,0,16,0,11,15,9,8,9,8,0,0,52,0,6,8,8,10,10,5,4,0,51,0,0,0,3,3,5,6,0,0,21,0,0,5,3,7,0,4,0,0,25,0,32,42,75,38,38,28,27,6,293,13,18,20,81,32,45,38,21,19,279,456,1373,1246,2051,1238,1087,936,586,234,9204,0,0,0,6,0,0,0,0,0,15,389,917,729,848,500,497,494,387,177,4946,0,5,7,17,9,5,6,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,9,3,0,0,0,0,21
POA6149,0,15,31,59,28,20,28,13,6,206,0,5,25,26,23,19,31,14,0,143,0,4,7,8,11,13,15,4,5,74,0,4,0,12,6,0,5,0,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,9,7,11,0,6,7,4,0,46,0,0,0,3,10,11,11,0,0,28,0,0,0,10,0,7,13,0,0,33,0,0,0,13,11,15,4,0,5,40,3,20,18,60,33,48,39,28,4,259,7,11,26,66,30,41,33,35,26,270,443,1324,1114,2049,1140,1127,1281,574,190,9252,0,0,0,0,6,0,0,0,0,3,404,1018,701,983,539,619,685,286,173,5413,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,8,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,6,0,16,4,4,3,0,0,34
POA6150,0,9,18,58,20,24,41,16,6,186,0,11,17,25,15,15,12,3,3,100,0,0,4,12,7,4,26,6,0,53,0,0,0,13,0,4,0,0,0,16,0,4,5,3,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,4,3,9,10,0,4,4,0,0,32,0,0,6,7,6,4,5,0,0,27,0,0,0,0,0,0,10,0,0,12,0,0,10,6,3,6,6,0,0,27,0,17,25,61,20,40,40,19,8,228,6,13,22,51,32,19,42,26,35,257,258,738,993,1381,739,761,827,474,208,6384,0,0,0,5,0,0,0,0,0,5,240,623,725,582,362,350,293,218,123,3517,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,6,5,0,0,0,16
POA6151,0,7,7,37,18,10,9,3,5,90,0,4,18,57,23,24,20,3,3,155,0,0,0,18,3,0,0,0,0,25,0,0,0,8,0,0,0,0,0,4,5,0,0,15,5,0,4,0,0,25,0,0,0,4,0,0,0,0,0,9,5,7,4,9,11,9,9,3,0,68,0,0,0,8,12,14,3,0,0,36,0,0,3,0,0,9,8,0,0,19,0,0,0,21,13,3,3,0,0,43,0,18,15,162,47,28,35,16,0,326,16,27,39,129,56,56,50,43,15,431,427,910,1124,2401,1118,1043,975,458,121,8571,0,0,0,0,0,3,0,0,0,7,326,619,836,1223,656,602,594,254,88,5192,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,35,0,4,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,0,6,17,4,10,3,0,0,35
POA6152,0,4,20,66,23,20,21,16,0,172,0,6,26,75,25,28,17,0,0,182,0,6,3,34,13,5,8,0,0,63,0,0,0,13,0,0,8,0,0,25,0,12,8,8,0,0,4,0,0,34,5,0,0,5,4,5,0,0,0,15,0,5,18,19,4,6,8,0,0,60,0,3,10,18,7,9,10,0,0,57,0,0,0,6,3,5,3,4,0,25,0,5,4,19,8,14,0,0,0,46,5,30,48,207,65,54,49,28,14,502,17,34,73,184,68,74,57,57,55,624,621,1373,1976,3700,1418,1338,1289,665,323,12704,0,0,0,4,4,0,3,0,0,13,584,1008,1317,1951,838,789,787,486,313,8077,0,3,0,6,0,3,0,0,0,6,0,0,0,4,0,8,0,0,0,16,0,0,3,18,4,0,0,0,0,27,0,0,0,3,3,0,0,0,0,8,0,0,0,19,3,5,9,0,0,34
POA6153,0,18,25,45,38,23,18,12,3,188,0,12,33,44,61,33,28,13,0,235,0,3,3,19,14,6,11,3,0,65,0,6,0,9,0,3,0,0,0,19,0,0,4,7,0,0,0,0,0,22,0,0,0,8,0,0,0,0,0,13,5,15,13,13,4,4,9,3,0,62,0,0,3,8,11,3,5,0,0,33,0,0,0,8,6,10,6,0,4,32,0,0,6,8,8,10,10,4,0,47,0,31,37,91,50,40,49,28,12,344,9,19,34,89,51,54,39,19,10,319,498,1425,1268,2395,1351,1306,1183,628,209,10273,0,0,0,0,0,0,0,0,0,5,459,1061,951,1298,717,724,705,371,182,6476,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,6,0,0,6,16,4,0,0,0,0,30,0,0,0,3,0,0,0,0,0,10,0,0,5,9,9,5,6,0,0,36
POA6154,0,4,6,14,12,8,3,3,0,61,0,7,12,20,20,16,6,3,0,82,0,0,0,4,4,0,4,0,0,7,0,0,0,3,4,0,0,0,0,11,0,0,5,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,7,8,0,0,33,0,4,0,0,6,8,0,0,0,14,0,3,0,4,0,6,0,3,0,21,0,0,4,8,8,9,5,5,0,29,5,13,10,35,21,17,13,17,11,136,0,6,4,52,20,17,15,17,7,143,254,743,694,1163,693,587,446,331,177,5090,0,0,0,0,0,0,0,0,0,0,225,620,437,664,418,317,279,250,225,3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,5,0,0,21
POA6155,0,62,141,154,123,123,84,28,5,715,5,21,83,123,96,107,41,11,0,493,0,38,79,137,88,62,35,13,6,461,0,7,5,52,7,7,7,0,0,79,0,6,8,13,5,0,0,0,0,38,0,6,0,10,9,4,0,0,0,25,0,18,17,15,16,11,7,0,0,80,0,6,4,52,23,29,9,0,0,133,0,0,0,14,5,16,13,5,0,46,0,3,10,27,30,21,6,4,0,109,7,120,131,266,172,109,87,35,11,934,17,66,86,250,133,81,46,25,16,723,1371,4171,4017,7047,3936,2954,2228,937,262,26924,0,0,7,29,7,5,3,0,0,60,1215,2990,2032,2160,1313,1043,906,401,176,12229,0,21,15,82,32,6,3,0,0,157,0,0,0,6,0,0,0,0,0,7,0,0,0,17,6,4,0,0,0,29,0,0,0,6,4,4,3,0,0,19,0,0,3,11,11,6,4,0,0,32
POA6156,0,0,4,20,4,12,7,0,0,47,0,3,13,29,34,16,17,8,5,121,0,4,0,8,8,0,0,0,0,21,0,0,0,5,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,6,14,4,8,5,0,0,43,0,0,0,3,5,4,0,0,0,17,0,0,0,7,5,3,3,4,4,26,0,0,6,7,14,0,0,3,0,33,0,14,6,57,33,36,20,25,4,195,12,43,27,115,68,65,26,29,22,402,475,1253,1108,1998,1331,1024,706,460,234,8596,0,0,0,0,0,0,0,0,0,0,459,1138,1022,1560,900,700,479,334,256,6837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,4,0,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,3,3,0,0,27
POA6157,0,0,0,3,0,3,3,0,0,20,0,0,14,29,11,12,10,3,0,87,0,0,0,0,0,4,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,6,12,5,0,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,4,5,0,23,0,0,0,10,4,9,3,0,0,31,3,12,14,45,21,28,30,17,0,171,11,22,18,86,49,35,40,15,13,298,436,865,752,1778,933,849,715,368,157,6852,0,0,0,0,0,0,0,0,0,0,372,723,685,1408,719,609,522,303,170,5506,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,9,0,0,0,18,6,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,4,0,0,26
POA6158,0,3,0,0,0,3,0,0,0,10,0,0,4,12,6,7,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,3,5,0,5,8,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,10,0,5,3,23,18,10,15,4,11,88,7,15,3,54,26,16,11,16,24,173,188,480,443,761,576,506,438,216,103,3721,0,0,0,0,0,0,0,0,0,0,167,458,400,596,455,364,301,142,72,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,3,0,0,25
POA6159,0,4,0,4,0,0,0,0,0,8,0,0,3,14,12,13,4,4,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,4,0,0,0,11,0,3,4,14,4,8,0,0,0,39,3,11,5,27,17,13,13,8,3,103,80,150,161,455,223,319,266,158,51,1874,0,0,0,0,0,0,0,0,0,0,82,119,143,329,156,219,186,126,46,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
POA6160,0,0,0,3,0,0,0,0,0,5,0,0,3,21,4,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,17,7,10,8,9,0,59,0,0,0,0,4,0,0,0,0,4,0,0,0,3,4,3,3,0,0,22,0,0,0,4,3,0,0,0,0,10,0,3,5,53,23,33,20,10,0,144,9,18,49,171,68,64,30,17,3,424,177,323,464,1521,653,654,489,241,61,4571,0,0,0,0,0,0,0,0,0,0,155,278,402,913,362,345,309,124,38,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,6,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,15,8,8,8,3,0,39
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,14,4,6,10,37,15,16,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,8,17,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,0,0,5,4,0,0,12,0,0,3,20,9,10,9,3,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,4,18,3,7,13,5,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,3,4,0,0,23,0,0,0,3,3,0,0,0,0,13,0,3,10,63,38,43,43,33,5,241,3,19,18,92,62,44,31,16,5,289,372,615,550,1506,860,839,648,339,134,5864,0,0,0,0,0,0,0,0,0,0,321,542,513,1028,582,521,367,154,43,4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,14,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,8,18,7,14,0,0,0,45
POA6163,0,9,11,58,27,19,20,10,0,159,0,10,51,129,67,58,27,10,6,358,0,0,8,28,9,8,9,6,0,66,0,0,4,11,3,0,3,0,0,23,0,0,8,9,0,0,0,0,0,26,0,0,0,6,5,4,0,3,0,16,3,11,9,47,22,16,18,3,0,127,0,4,5,20,16,10,6,0,0,65,0,0,0,23,11,13,16,5,0,65,0,4,7,34,14,20,12,0,3,95,10,29,67,299,165,207,193,148,30,1153,58,120,131,495,194,162,127,108,77,1475,1619,2739,3089,7562,3465,3356,2676,1560,565,26641,0,0,0,0,3,0,0,0,0,10,1323,2300,2410,4477,2159,1969,1485,839,361,17314,0,3,0,16,7,0,0,0,0,34,0,0,3,18,17,24,23,10,0,93,0,3,0,51,9,3,0,4,0,67,0,0,0,7,0,0,0,0,0,3,0,3,11,64,15,24,8,0,0,123
POA6164,0,14,34,135,36,46,38,10,0,324,4,43,72,245,147,86,37,20,0,657,0,5,6,48,28,13,15,3,0,127,4,4,0,38,0,0,3,0,0,49,0,13,14,23,3,0,0,0,0,58,0,0,0,4,3,4,0,0,0,8,7,13,10,46,12,23,9,4,0,126,0,5,6,17,9,12,6,0,0,55,0,0,6,19,14,15,10,4,0,68,0,3,23,56,44,22,5,0,3,163,6,76,106,452,226,193,135,57,11,1258,55,112,151,530,197,114,55,39,12,1264,2608,4931,4131,10835,4390,2976,1885,791,189,32739,0,0,0,10,0,0,0,0,0,8,2298,3999,2886,5888,2240,1396,914,387,179,20189,0,3,3,37,5,5,0,0,0,49,0,0,0,40,20,21,4,6,0,83,0,3,4,45,0,4,0,0,0,62,0,0,0,8,4,0,0,0,0,13,6,7,8,35,14,9,0,0,0,85
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,7,7,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,3,0,6,7,4,0,0,0,13,0,0,5,21,17,8,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,5,0,14,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,3,0,0,0,12,0,0,0,0,5,7,0,0,0,11,0,0,4,41,25,44,43,33,4,194,18,29,24,81,36,37,41,28,12,297,298,665,585,1327,741,747,581,318,86,5352,0,0,0,0,0,0,0,0,0,0,287,581,504,833,494,417,302,112,47,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,3,0,25,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,0,0,0,18
POA6167,0,4,4,16,14,4,0,4,0,50,0,7,25,87,40,31,21,9,0,225,0,3,0,22,13,0,0,3,0,42,0,0,4,4,0,0,0,0,0,6,0,3,6,11,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,18,6,12,5,0,0,46,0,3,4,11,6,9,0,0,0,34,0,0,4,8,5,10,6,8,4,35,0,0,6,32,16,6,0,0,0,64,0,17,39,147,69,54,42,22,6,398,45,97,81,280,121,83,62,23,9,802,1053,2014,1896,4865,1966,1405,984,493,157,14833,0,0,0,0,0,0,0,0,0,7,956,1496,1098,2469,938,688,527,198,64,8431,0,0,0,13,0,0,0,0,0,19,0,0,0,5,6,0,0,0,0,17,0,0,0,5,0,0,0,0,0,9,0,3,0,8,4,0,0,0,0,17,0,8,3,13,7,0,5,0,0,30
POA6168,0,0,0,5,6,0,0,0,0,18,0,6,10,30,18,29,9,5,0,104,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,3,8,8,9,7,8,4,0,40,0,8,3,8,5,3,8,0,0,34,0,0,0,6,8,18,12,13,5,59,0,0,0,5,0,4,5,0,0,19,0,13,12,53,39,61,56,40,16,299,30,77,253,397,130,134,102,73,54,1258,538,1234,1612,2973,1521,1804,1510,933,324,12454,0,0,0,0,0,0,0,0,0,0,506,972,983,1743,877,889,868,414,200,7453,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,6,0,0,18,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,8,11,3,4,0,0,30
POA6169,0,0,0,9,4,10,3,0,0,28,0,12,43,63,60,40,17,7,0,255,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12,8,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,9,9,9,10,9,5,0,51,0,3,6,11,12,3,0,0,0,34,0,7,4,6,12,18,17,8,3,74,0,0,9,12,12,7,4,6,0,44,0,17,28,70,55,69,49,47,9,353,38,105,84,351,169,158,82,89,59,1126,1061,2437,2057,4128,2280,2500,1707,990,321,17475,0,0,0,0,0,0,0,0,0,0,900,1976,1525,2865,1396,1236,977,496,185,11561,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,18,0,0,0,12,3,0,0,0,0,17,0,3,0,10,0,0,0,0,0,6,0,5,0,19,4,9,0,0,0,43
POA6170,0,0,9,17,11,6,3,0,0,54,0,7,22,55,35,15,3,0,0,136,0,4,0,13,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,22,0,0,4,7,0,5,0,0,0,15,0,4,0,9,3,0,0,0,0,21,0,9,23,55,22,10,0,0,0,122,0,28,31,165,62,32,12,12,6,347,35,65,56,194,51,38,12,5,0,452,882,1438,1092,3129,979,614,314,134,23,8615,0,0,0,0,0,0,0,0,0,5,803,1072,622,1473,422,269,161,53,6,4876,0,0,0,13,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,16
