POA_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
POA6108,38,1625,682,330,1825,0.8,1571,2.7
POA6109,36,1517,644,300,1620,0.8,1358,2.7
POA6110,36,1733,735,315,1930,0.8,1618,2.8
POA6111,41,1625,724,295,1902,0.7,1543,2.5
POA6112,33,1800,850,320,2106,0.8,1853,2.8
POA6121,43,2500,838,375,2435,0.8,2380,3.1
POA6122,31,1950,947,380,2238,0.8,2104,3
POA6123,32,1950,859,370,2078,0.8,1973,2.9
POA6124,43,1965,933,325,2383,0.8,2057,2.6
POA6125,45,2200,789,350,2247,0.8,2007,2.8
POA6126,51,1834,521,250,1857,0.8,1458,2.4
POA6147,38,1525,689,320,1745,0.8,1458,2.6
POA6148,42,2000,779,375,2328,0.8,1904,2.7
POA6149,43,2167,840,430,2509,0.7,2155,2.7
POA6150,43,2167,724,460,2361,0.7,2112,2.8
POA6151,40,2388,1131,375,3007,0.8,2113,2.2
POA6152,38,2167,927,350,2618,0.7,1919,2.3
POA6153,43,2700,1074,450,3066,0.7,2340,2.5
POA6154,42,2383,886,415,2707,0.7,2059,2.5
POA6155,38,2000,804,420,2377,0.8,2243,3.1
POA6156,40,2199,960,370,2854,0.8,2135,2.5
POA6157,41,2101,993,350,2675,0.7,1838,2.3
POA6158,44,2600,1075,420,3178,0.8,2288,2.5
POA6159,48,2600,1287,480,3261,0.8,2387,2.1
POA6160,41,2167,1021,380,2713,0.8,1822,2
POA6161,33,0,1112,113,2340,0.8,2042,1.9
POA6162,43,2200,921,350,2552,0.8,1875,2.3
POA6163,41,1815,808,350,2130,0.7,1638,2.3
POA6164,34,1950,992,395,2451,0.8,2210,2.8
POA6165,52,833,599,330,1749,0.7,1312,2.2
POA6166,42,2167,890,400,2486,0.7,2119,2.6
POA6167,35,1562,741,300,1869,0.7,1538,2.6
POA6168,46,1440,655,300,1574,0.7,1176,2.1
POA6169,41,1582,707,310,1857,0.7,1485,2.5
POA6170,31,1820,928,350,2153,0.8,2012,3
POA6171,31,1900,941,360,2291,0.8,2096,2.9
POA6172,36,1700,755,350,2112,0.7,1921,2.8
POA6173,34,2000,967,380,2685,0.8,2492,3.1
POA6174,30,1777,895,350,2148,0.8,1891,2.8
POA6175,35,1950,920,370,2386,0.7,2180,2.9
POA6176,30,1857,895,370,2192,0.8,2122,3
POA6180,33,1779,785,350,2034,0.8,1837,2.9
POA6181,45,2382,900,300,2687,0.7,2643,3.1
POA6182,0,0,0,0,0,0,0,0
POA6207,40,2197,765,250,2268,0.9,2191,3
POA6208,44,1733,620,310,1632,0.7,1305,2.4
POA6209,51,1842,568,250,1566,0.8,1122,2.4
POA6210,47,1681,621,300,1606,0.7,1222,2.3
POA6211,45,1842,637,350,1712,0.7,1436,2.6
POA6213,50,1950,647,270,1928,0.8,1383,2.4
POA6214,42,2000,720,279,2088,0.8,1875,2.9
POA6215,48,1625,620,260,1701,0.7,1312,2.4
POA6218,44,1587,592,270,1481,0.8,1093,2.4
POA6219,46,1900,589,300,1761,0.8,1518,2.6
POA6220,44,1519,760,280,1851,0.8,1465,2.5
POA6221,42,2000,602,293,1958,0.8,1916,2.9
POA6223,44,1950,850,300,2812,0.8,1624,2.6
POA6224,44,1398,608,250,1653,0.8,1349,2.5
POA6225,45,1300,593,250,1622,0.7,1240,2.3
POA6226,40,2240,928,320,2739,0.8,2473,3
POA6227,38,1742,918,298,2333,0.8,2086,2.8
POA6228,49,1517,626,250,1624,0.7,1375,2.3
POA6229,61,1437,581,200,1274,0.9,741,1.7
POA6230,41,1517,759,300,1919,0.7,1469,2.4
POA6232,38,1647,766,350,2044,0.7,1711,2.6
POA6233,38,1733,795,350,2127,0.7,1888,2.7
POA6236,48,1799,837,290,2289,0.7,1989,2.6
POA6237,46,1993,788,325,2168,0.8,1929,2.7
POA6239,47,1591,675,300,1774,0.7,1406,2.5
POA6240,57,2318,659,255,1562,0.7,1312,2.3
POA6243,48,975,518,200,1124,0.7,833,2.5
POA6244,48,1170,711,218,1605,0.7,1286,2.3
POA6251,51,1400,692,285,1645,0.8,1267,2.5
POA6252,54,1727,680,200,1437,0.9,1270,2.2
POA6253,58,1408,540,255,1279,0.8,951,2
POA6254,50,1083,555,200,1454,0.7,1068,2.1
POA6255,51,1500,618,300,1622,0.7,1208,2.3
POA6256,46,1842,802,231,1864,0.8,1516,2.5
POA6258,45,1300,699,235,1680,0.7,1275,2.3
POA6260,48,1400,727,280,1840,0.7,1264,2.3
POA6262,54,1000,581,187,1350,0.8,1044,2.3
POA6271,44,1517,727,330,1787,0.7,1465,2.5
POA6275,56,1400,576,257,1381,0.8,1102,2.1
POA6280,45,1733,713,350,1769,0.7,1382,2.4
POA6281,43,1950,879,450,2091,0.7,1770,2.6
POA6282,48,2350,947,400,2360,0.8,2193,2.6
POA6284,39,1950,883,380,2147,0.8,1910,2.7
POA6285,40,1713,838,380,1958,0.8,1641,2.6
POA6286,42,1920,784,300,1902,0.9,1658,2.4
POA6288,47,1733,714,258,1721,0.9,1298,2.5
POA6290,61,1500,545,275,1200,0.7,901,1.9
POA6302,56,1400,604,260,1536,0.7,1126,2.2
POA6304,56,1159,568,200,1409,0.7,1055,2.2
POA6306,50,1213,639,200,1669,0.8,1318,2.4
POA6308,51,1083,635,200,1489,0.7,1148,2.2
POA6309,51,806,675,200,1452,0.7,1142,2.2
POA6311,50,1260,673,216,1476,0.7,1277,2.3
POA6312,43,1170,735,240,1809,0.7,1312,2.2
POA6313,49,1259,733,150,1656,0.8,1328,2.5
POA6315,49,875,707,180,1754,0.7,1206,2.2
POA6316,44,1033,733,150,1635,0.8,1281,2.5
POA6317,39,1042,714,200,1649,0.8,1350,2.5
POA6318,42,1000,823,170,1978,0.7,1399,2.4
POA6320,41,715,763,164,1762,0.8,1307,2.6
POA6321,44,719,705,174,1518,0.7,1166,2.3
POA6322,49,1083,620,160,1410,0.8,1187,2.4
POA6323,54,1194,556,230,1349,0.7,1040,2.2
POA6324,47,1300,629,220,1523,0.8,1191,2.4
POA6326,49,1444,773,240,1711,0.8,1602,2.5
POA6327,46,1750,656,250,1875,0.9,1481,2.7
POA6328,38,1000,790,164,1542,0.8,1342,2.5
POA6330,45,1517,710,300,1759,0.7,1349,2.4
POA6333,50,1517,630,300,1491,0.7,1134,2.3
POA6335,38,867,796,200,2022,0.7,1516,2.6
POA6336,38,395,920,135,1541,0.7,1369,2.3
POA6337,36,867,1035,160,2172,0.7,1765,2.5
POA6338,46,1092,823,210,1662,0.8,1336,2.3
POA6341,37,0,1092,95,2104,0.8,1766,2.6
POA6343,41,657,1114,180,2312,0.7,1833,2.5
POA6346,39,830,1131,210,1970,0.8,1801,2.4
POA6348,46,1088,748,250,2110,0.7,1542,2.1
POA6350,48,515,703,150,1518,0.6,1168,2.1
POA6351,38,0,669,50,1625,0.7,1187,2.7
POA6352,40,607,900,150,1875,0.7,1416,2.5
POA6353,39,1083,983,180,2133,0.7,1715,2.4
POA6355,42,377,1053,200,2250,0.7,1792,2.4
POA6356,42,1000,1067,190,1437,0.7,1708,2.5
POA6357,46,847,900,163,2100,0.8,2050,2.8
POA6358,36,260,814,80,1874,0.7,1550,2.3
POA6359,43,1035,1096,175,2146,0.7,1398,2.3
POA6361,46,150,883,100,1875,0.8,1224,2.7
POA6363,45,0,1079,190,2624,0.8,2333,2.9
POA6365,44,598,939,169,2150,0.8,1583,2.3
POA6367,50,650,744,120,1718,0.7,986,2.1
POA6368,35,0,1042,60,1875,0.7,1468,2.6
POA6369,49,793,894,155,1823,0.7,1456,2.3
POA6370,45,1002,742,160,1625,0.7,1297,2.4
POA6372,53,719,612,100,1687,0.7,1031,2.2
POA6373,43,1580,979,0,2208,0.9,2125,2.9
POA6375,47,867,806,183,1886,0.7,1326,2.2
POA6383,55,779,598,130,1437,0.7,1115,2.2
POA6384,47,9999,1041,0,3625,0.8,3124,2.7
POA6385,62,0,2167,0,3750,0.5,2749,2
POA6386,42,652,1140,138,2749,0.8,1875,2.9
POA6390,42,1695,840,280,2143,0.7,1732,2.5
POA6391,41,1300,996,200,2230,0.7,1760,2.4
POA6392,50,870,945,150,1888,0.7,1367,2.1
POA6393,46,825,517,83,1104,0.9,1036,2.6
POA6394,51,1083,829,180,1924,0.6,1425,2.3
POA6395,43,1073,882,200,2017,0.7,1452,2.3
POA6396,46,1285,1020,155,2147,0.7,1573,2.2
POA6397,49,542,514,160,1333,0.7,900,2.1
POA6398,58,1070,493,210,1088,0.6,794,1.9
POA6401,42,1300,653,250,1604,0.7,1263,2.4
POA6403,52,986,547,225,1375,0.7,1125,2.2
POA6405,40,1042,710,188,1600,0.8,1273,2.6
POA6407,35,1213,715,200,2086,0.7,1639,2.4
POA6409,46,563,701,161,1583,0.8,1125,2.5
POA6410,52,800,538,160,1491,0.7,958,2.2
POA6411,53,1701,930,190,2150,0.7,2125,2.4
POA6412,46,0,833,150,1625,0.9,1375,2.9
POA6413,54,1690,487,100,1312,0.8,866,2
POA6414,49,1813,724,150,1874,0.9,1812,2.6
POA6415,40,1066,755,220,1896,0.7,1396,2.3
POA6418,49,737,746,160,1699,0.7,1236,2.4
POA6419,47,1192,774,100,1187,0.9,1166,2.4
POA6420,40,224,982,150,2250,0.7,1542,2.3
POA6421,40,1174,866,120,1906,0.7,1458,2.8
POA6422,32,1300,1291,200,2625,0.9,2125,3
POA6423,61,400,687,85,1359,0.7,1145,1.9
POA6424,52,600,1375,125,3100,0.6,2624,2.2
POA6425,45,1084,1111,150,2250,0.6,1999,2.4
POA6426,47,800,1048,150,1854,0.6,1328,2
POA6427,43,0,2200,0,0,0,0,0
POA6428,45,542,1124,0,2750,1,2374,3.2
POA6429,47,927,815,238,1681,0.8,1208,2.2
POA6430,34,1703,1271,310,2970,0.8,2429,2.6
POA6431,33,986,643,63,1054,1.2,1523,3.2
POA6432,35,1309,1014,300,2375,0.8,2001,2.5
POA6434,31,0,2119,0,0,0.5,1499,2.7
POA6436,46,397,812,156,1312,0.8,900,2
POA6437,30,520,1817,46,3020,0.9,2562,2.9
POA6438,37,714,1092,163,1671,0.9,1446,2.3
POA6440,37,413,1569,80,988,0.9,966,2.5
POA6442,35,985,983,200,2478,0.8,2129,2.4
POA6443,50,600,680,150,1264,0.7,837,1.9
POA6445,48,661,661,104,1541,0.8,966,2.8
POA6446,42,1000,1018,140,2062,0.7,1625,2.4
POA6447,36,2167,1286,115,2299,0.6,1875,2.6
POA6448,39,1149,702,290,1770,0.8,1542,2.7
POA6450,42,1572,805,265,2019,0.7,1515,2.4
POA6452,57,0,1500,170,2250,0.5,2250,2
POA6460,49,979,726,180,1726,0.7,1069,2.2
POA6461,47,672,709,163,1468,0.7,1161,2.2
POA6462,34,1200,854,118,1625,0.7,1292,2.7
POA6463,35,3059,849,175,2249,0.8,1687,2.4
POA6465,60,0,1020,50,1875,0.5,1187,1.7
POA6466,51,0,624,150,1749,0.8,1437,2.8
POA6467,54,0,1083,0,2250,0.9,1874,2.9
POA6468,44,683,1021,100,2035,0.7,1604,2.4
POA6470,21,0,1625,150,3250,0.8,2749,2.8
POA6472,46,650,922,155,1833,0.7,1656,2.6
POA6473,40,2583,425,0,1274,0.9,1625,3
POA6475,52,748,749,129,1458,0.7,1312,2.2
POA6476,55,750,850,400,1458,0.7,1208,2.3
POA6477,47,675,880,110,1875,0.6,1406,2.1
POA6479,45,758,759,155,1875,0.8,1531,2.3
POA6480,50,1600,924,125,1499,0.8,1125,2.9
POA6484,54,0,624,0,2749,0.7,724,1.8
POA6485,54,557,577,150,1410,0.6,866,1.9
POA6487,47,0,866,135,1624,0.7,1375,2.5
POA6488,55,520,517,120,1100,0.6,885,1.8
POA6489,59,1040,458,120,933,0.7,710,1.8
POA6490,49,1000,640,88,1268,0.7,1087,2.1
POA6501,47,2000,773,360,2058,0.8,1859,2.7
POA6502,49,1688,656,290,1739,0.7,1379,2.4
POA6503,44,1733,733,268,1822,0.8,1525,2.5
POA6504,52,1950,658,320,1687,0.8,1224,2.6
POA6505,40,2000,745,243,1875,0.8,1708,2.7
POA6506,55,120,937,150,1875,0.7,1531,2
POA6507,44,1591,1016,220,2194,0.7,1903,2.4
POA6509,46,1750,1057,140,2166,0.8,1666,2.5
POA6510,43,1033,789,230,1907,0.7,1459,2.3
POA6511,55,1427,628,300,1401,0.6,1044,2
POA6512,51,850,866,250,1458,0.6,1375,2.2
POA6513,44,433,1015,170,2549,0.8,1649,2.5
POA6514,61,1390,521,231,1156,0.6,889,2
POA6515,44,650,789,150,1713,0.7,1463,2.3
POA6516,52,1625,632,320,1496,0.7,1187,2.2
POA6517,43,867,823,150,1875,0.7,1350,2
POA6518,52,867,512,150,971,0.6,837,2.1
POA6519,42,650,748,120,1696,0.8,1366,2.3
POA6521,47,750,968,200,2047,0.8,1764,2.5
POA6522,47,729,806,150,1937,0.7,1468,2.4
POA6525,53,1537,626,250,1598,0.7,1168,2.2
POA6528,50,1554,627,235,1547,0.8,1278,2.3
POA6530,40,1517,765,250,1945,0.7,1483,2.4
POA6532,39,1800,916,320,2319,0.8,2009,2.7
POA6535,55,1192,551,200,1455,0.7,1068,2.2
POA6536,53,1600,640,258,1427,0.7,1122,2.1
POA6537,43,1387,780,220,1816,0.8,1197,2.1
POA6556,44,1950,823,375,2323,0.7,1981,2.7
POA6558,37,1686,749,360,2147,0.8,1895,2.6
POA6560,46,1400,692,250,1762,0.8,1520,2.5
POA6562,45,1800,711,300,1760,0.8,1547,2.6
POA6564,50,1500,627,220,1604,0.8,1333,2.3
POA6566,54,1495,614,280,1512,0.7,1190,2.2
POA6567,54,1650,621,275,1468,0.8,1357,2.4
POA6568,52,563,731,130,2094,0.7,1728,2.4
POA6569,43,500,900,180,2250,0.8,1604,2.4
POA6571,45,0,1359,168,3062,0.6,1708,2
POA6572,41,542,1199,170,2249,0.8,1875,2.9
POA6574,42,0,1171,200,2083,0.8,1812,2.8
POA6575,48,1048,1020,138,2583,0.7,1166,2.5
POA6603,42,1083,768,180,1785,0.7,1320,2.3
POA6605,45,0,1275,160,2416,0.7,1875,2.4
POA6606,51,433,641,145,1350,0.7,949,2.1
POA6608,44,780,929,275,2124,0.7,1562,2.8
POA6609,36,1083,1011,235,2224,0.8,1897,2.6
POA6612,43,1096,791,165,1937,0.8,1812,2.5
POA6613,40,1083,1196,0,2750,0.7,2333,2.5
POA6614,59,0,899,0,1124,0.6,1062,2.4
POA6616,53,394,739,0,2083,0.7,1562,2.1
POA6620,41,834,1392,170,2091,0.7,1764,2.3
POA6623,43,500,687,190,1649,0.7,1358,2.3
POA6625,39,0,1042,250,1937,0.7,1812,2.7
POA6627,37,1000,769,88,1625,0.8,1812,2.8
POA6628,37,0,459,200,474,1.1,900,3.6
POA6630,43,650,684,150,1958,0.7,1194,2.3
POA6631,62,0,1812,0,3750,0.6,3250,1.7
POA6632,40,0,974,0,1875,0.9,1812,3.2
POA6635,33,223,1339,139,1583,1,1562,2.8
POA6638,42,542,863,175,1375,0.8,1204,2.1
POA6639,60,1517,675,70,1833,0.6,949,1.5
POA6640,54,725,1145,100,1333,0.6,682,1.5
POA6642,34,650,1010,115,1292,0.9,1243,2.4
POA6646,35,0,1196,118,767,1,1109,2.4
POA6701,40,1300,793,209,1911,0.9,1399,2.3
POA6705,37,826,484,75,1312,0.9,1300,2.9
POA6707,37,2103,967,330,2250,0.9,1983,2.5
POA6710,36,2065,1365,240,2919,0.9,2443,2.4
POA6712,41,0,2167,0,0,0.5,0,1
POA6713,35,2383,1698,480,3941,0.9,3664,2.9
POA6714,32,1972,1587,320,3492,0.9,3188,2.8
POA6716,32,0,2077,28,2625,1,2028,2.5
POA6718,34,1500,368,150,1006,1,1074,2.9
POA6720,32,1376,1645,120,3689,0.9,3290,2.8
POA6721,34,1812,1817,210,3905,0.9,3369,2.5
POA6722,32,1408,1413,240,3029,0.9,2595,2.7
POA6725,34,2167,1029,260,2359,1,2040,2.7
POA6726,34,2167,1166,371,2563,0.9,2181,2.7
POA6728,32,1638,496,100,1153,1,1357,2.8
POA6740,34,1224,460,123,951,1.1,1165,3
POA6743,33,2000,1055,242,2186,1,1971,2.7
POA6751,33,1370,1897,50,3338,0.9,3029,2.9
POA6753,33,1083,1717,110,3194,0.9,2850,2.8
POA6754,35,1563,1959,30,3567,0.8,3215,2.5
POA6758,38,0,2500,40,780,1.1,1321,2.9
POA6760,38,0,1433,100,767,1.1,1035,2.6
POA6762,34,0,1833,50,715,1.5,1083,4.2
POA6765,31,1625,386,100,863,1.1,1226,3
POA6770,29,1800,367,90,794,1.2,1066,3.2
