POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA6069,232,7,0,0,0,236,75,0,0,0,0,82,65,6,0,0,0,69,102,4,0,0,0,106,223,11,4,0,0,238,1009,64,9,0,0,1082,1851,99,0,0,0,1956,2685,136,6,0,0,2821,1161,30,0,0,0,1194,708,21,0,0,0,728,388,4,0,0,0,397,434,18,3,0,0,460,8931,409,23,0,3,9365
POA6070,30,0,0,0,0,30,8,0,0,0,0,8,9,0,0,0,0,9,13,0,0,0,0,13,21,0,0,0,0,21,46,0,0,0,0,46,87,0,0,0,0,82,164,0,0,0,0,166,87,0,0,0,0,87,84,0,0,0,0,84,65,0,0,0,0,61,44,0,0,0,0,44,667,0,0,6,0,671
POA6071,31,0,0,0,0,31,10,0,0,0,0,10,11,0,0,0,0,11,21,0,0,0,0,21,21,0,0,0,0,21,52,0,0,0,0,52,102,0,0,0,0,105,141,0,0,0,0,141,79,0,0,0,0,79,64,0,0,0,0,64,47,0,0,0,0,49,31,0,0,0,0,31,605,4,0,0,0,602
POA6072,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,25,0,0,0,0,25,48,0,0,0,0,48,20,0,0,0,0,20,14,0,0,0,0,14,16,0,0,0,0,16,5,0,0,0,0,5,156,0,0,0,0,161
POA6073,19,0,0,0,0,21,7,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,10,32,0,0,0,0,32,39,0,0,0,0,39,72,3,0,0,0,72,102,0,0,0,0,103,71,0,0,0,0,72,52,0,0,0,0,52,22,0,0,0,0,22,26,0,0,0,0,26,456,0,0,0,0,464
POA6074,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,12,0,0,0,0,12,19,0,0,0,0,19,53,0,0,0,0,53,22,0,0,0,0,22,20,0,0,0,0,24,4,0,0,0,0,4,12,0,0,0,0,12,171,0,0,0,0,176
POA6076,147,0,3,0,0,156,51,0,0,0,0,51,54,0,0,0,0,55,66,0,0,0,0,63,102,3,0,0,0,105,302,8,6,0,0,317,367,6,0,0,0,379,758,6,0,0,0,768,446,0,0,0,0,445,431,0,0,0,0,433,248,0,0,3,0,252,164,3,0,0,0,164,3130,35,11,6,5,3190
POA6077,14,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,7,20,0,0,0,0,19,7,3,0,0,0,12,26,0,0,0,0,24,8,0,0,0,0,13,35,0,0,0,0,35,34,0,0,0,0,39,16,0,0,0,0,16,170,8,6,0,0,184
POA6078,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,11,13,0,0,0,0,13,22,0,0,0,0,22,31,0,0,0,0,26,3,0,0,0,0,3,119,0,3,0,0,118
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
