POA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA6012,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,8,0,0,7,24,10,14,13,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,6,3,19,4,3,5,0,0,34,0,0,0,8,0,5,8,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,6,13,10,8,8,5,0,50,0,10,8,10,10,7,12,7,0,47,0,5,17,21,28,9,8,8,0,87,0,0,0,4,3,4,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,4,0,10,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,4,16,11,3,12,0,0,56
POA6014,0,0,0,0,0,0,0,0,0,6,0,3,7,10,0,4,0,6,0,26,0,0,0,0,5,0,0,3,0,8,0,0,4,22,3,0,0,0,0,34,6,0,0,7,6,9,3,8,3,38,0,8,7,32,36,30,18,4,3,149,0,0,0,3,0,0,0,0,0,4,0,3,0,9,0,3,0,0,0,17,0,0,0,0,0,6,0,0,0,8,0,0,3,31,10,3,0,4,0,57,0,0,0,8,3,5,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,6,4,22,19,15,12,7,3,93,0,10,10,32,22,21,10,4,4,113,0,7,26,63,41,34,20,6,11,204,0,5,3,18,4,4,0,9,0,45,0,0,0,7,5,0,0,0,0,16,0,0,6,15,4,5,4,0,0,35,0,0,0,0,0,0,0,0,0,0,5,19,14,28,12,7,8,3,0,101
POA6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,0,23,0,3,6,7,7,12,8,4,0,45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,10,26,0,7,4,0,5,4,0,0,0,26,0,3,9,20,28,17,11,8,4,97,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,4,8,7,12,12,3,0,57
POA6016,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,9,0,0,15,41,0,0,0,0,0,60,0,0,0,0,0,4,4,5,0,14,0,0,0,36,17,11,10,3,0,71,0,0,0,0,0,0,5,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,4,3,0,0,37,0,0,0,8,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,19,9,0,3,4,0,46,0,3,0,22,7,3,3,0,0,33,0,0,3,16,18,12,5,0,0,54,0,0,0,6,0,0,4,0,0,13,0,0,0,11,0,0,0,0,0,11,0,0,3,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,0,3,0,0,30
POA6017,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,12,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,9,4,0,0,35,0,0,0,3,0,6,0,3,4,11,0,0,5,13,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,21,4,0,5,0,0,37,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11,0,0,0,11,0,0,0,0,0,16,0,0,6,13,0,3,0,0,0,23,0,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,5,14,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
POA6018,0,0,0,0,0,0,0,0,0,3,0,0,0,11,5,4,0,0,0,28,0,0,0,0,5,7,10,0,4,25,0,0,0,3,0,0,0,0,0,3,0,3,0,12,14,8,25,14,13,91,4,9,20,151,70,73,43,22,5,397,0,0,0,13,3,6,0,3,0,24,0,5,0,11,0,0,0,0,0,16,0,0,0,0,10,5,0,0,0,11,0,5,7,55,21,20,9,0,0,119,0,0,0,26,8,13,24,9,7,97,0,0,0,0,0,0,0,0,0,3,0,8,26,53,38,46,33,22,16,240,0,12,13,64,28,23,22,12,4,172,3,28,49,172,96,52,37,23,8,462,0,6,5,16,12,6,11,4,3,65,0,6,0,24,8,4,0,0,0,42,0,6,8,37,18,8,4,0,0,84,0,0,0,6,3,5,3,0,0,15,7,27,12,40,19,9,10,0,0,116
POA6019,0,0,0,0,0,0,4,0,0,9,0,0,0,5,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,0,8,11,4,50,0,6,10,148,56,41,39,12,6,311,0,0,0,5,4,0,0,3,0,9,0,4,0,3,0,0,0,0,0,6,0,0,0,0,5,4,0,0,0,14,0,8,4,26,8,4,3,0,0,51,0,0,0,18,6,5,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,7,6,49,27,27,21,10,3,140,0,6,4,24,9,9,7,3,0,60,0,12,46,123,59,35,19,15,3,316,0,0,0,12,4,0,5,4,0,21,0,0,0,4,0,0,0,0,0,5,0,0,0,17,8,3,0,0,0,37,0,0,0,0,0,0,0,0,0,4,3,5,8,57,13,9,0,7,0,103
POA6020,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,10,0,0,0,0,4,4,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,5,5,4,4,19,10,0,53,0,6,12,60,35,60,37,12,0,219,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,8,3,0,0,0,14,0,0,0,9,9,3,11,0,0,40,0,0,0,10,4,12,17,0,7,45,0,0,0,0,0,0,0,0,0,0,0,3,10,23,33,32,30,19,3,153,0,6,7,8,8,5,15,3,0,57,0,22,26,104,52,74,30,12,13,341,0,0,0,3,5,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,19,0,0,0,0,3,0,0,0,0,7,4,3,9,20,11,7,9,3,0,59
POA6021,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,8,3,4,0,29,0,0,0,9,3,5,0,0,0,20,0,0,4,14,3,0,0,0,0,22,0,0,0,5,3,6,3,5,4,17,0,7,9,47,23,24,17,0,0,129,0,3,0,22,5,41,48,41,18,183,0,3,0,11,6,0,0,0,0,30,0,0,0,4,0,0,0,0,0,4,0,0,20,42,16,10,8,4,0,93,0,0,0,10,7,10,22,3,0,59,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,10,5,9,4,58,0,0,7,18,14,10,7,3,0,59,0,3,15,55,25,15,13,10,3,138,0,0,0,14,3,7,0,5,0,33,0,0,0,29,8,0,0,0,0,49,0,3,5,32,11,4,4,0,0,56,0,0,0,6,5,0,0,0,0,11,0,0,6,23,6,3,0,0,0,47
POA6022,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,9,0,0,5,25,11,20,10,0,0,75,0,0,0,0,4,0,9,4,0,19,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,14,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,18,0,0,0,6,0,0,3,0,0,8,0,0,0,20,9,7,0,0,0,34,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,4,7,3,0,0,0,0,18,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7
POA6023,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,4,3,26,0,6,10,43,35,38,22,9,0,165,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,11,5,6,10,5,0,31,0,0,0,12,6,5,11,0,3,44,0,0,0,0,0,0,0,0,0,0,0,9,13,22,26,23,35,17,5,149,0,0,4,6,3,9,11,6,0,33,0,21,41,69,71,53,18,20,6,292,0,0,0,4,0,0,0,4,0,6,0,0,0,4,0,0,3,0,0,13,0,0,0,12,10,4,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,7,8,21,6,0,6,0,0,50
POA6024,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,3,4,6,0,13,0,0,0,4,0,0,0,0,0,4,0,0,4,4,0,6,6,4,0,26,0,9,23,56,30,18,33,3,0,165,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,3,0,15,0,6,5,0,0,36,0,0,0,5,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,8,17,10,13,20,11,6,78,0,0,4,4,9,8,11,0,0,40,0,0,15,54,21,17,7,0,0,120,0,0,0,4,0,0,4,6,0,16,0,0,0,10,0,0,0,0,0,9,0,0,0,18,7,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,4,10,3,0,32
POA6025,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,10,0,0,0,12,0,0,0,0,4,3,10,0,0,22,0,0,0,0,0,0,0,0,0,3,0,5,0,3,6,10,19,15,0,55,7,20,20,132,71,80,50,10,4,393,0,0,0,3,4,5,4,0,0,20,0,0,0,4,0,3,3,0,0,13,0,0,0,3,0,0,0,0,0,5,0,9,4,32,13,16,14,4,0,96,0,0,5,21,11,15,20,8,0,69,0,0,0,0,0,0,0,0,0,0,0,12,12,66,49,57,53,21,10,287,0,3,3,6,10,9,12,3,0,50,0,31,71,139,123,84,38,19,5,513,0,0,0,3,3,3,6,0,0,12,0,0,0,9,4,0,0,0,0,13,0,0,0,22,14,7,4,0,0,51,0,0,0,0,0,0,0,0,0,6,3,0,7,34,11,11,14,3,0,79
