POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6083,22,47,71,116,243,187,44,10,0,726,38,18,7,15,28,39,31,4,3,191,4,3,5,9,14,16,4,0,0,56,0,3,4,0,0,0,0,0,0,16,65,75,78,144,291,239,81,18,5,990,3,5,6,4,4,4,0,0,0,23,3,0,0,0,0,5,0,0,0,9,5,5,4,3,4,11,3,0,0,34,69,75,87,147,292,244,79,16,5,1025,49,18,19,3,25,69,118,71,13,384,5,11,7,20,31,26,10,4,0,113,123,101,114,174,339,341,210,93,24,1519,14,30,38,64,135,89,16,3,0,386,45,22,33,75,112,87,34,8,0,422,3,0,14,7,12,6,0,0,0,43,3,0,7,0,4,6,0,0,0,20,65,57,88,151,261,189,49,12,0,871,0,4,4,0,0,4,0,0,0,13,0,0,0,5,4,0,0,0,0,14,7,4,5,5,5,3,0,0,0,29
POA6084,65,172,341,352,481,355,91,6,0,1864,65,42,50,53,61,93,55,11,0,424,9,4,22,14,35,21,10,3,0,119,3,10,15,11,11,7,0,0,0,62,143,230,426,435,584,477,156,23,0,2469,12,13,12,7,14,13,3,0,0,75,9,5,4,0,3,7,0,0,0,31,24,20,15,9,20,19,3,0,0,104,168,250,439,439,603,497,158,23,0,2579,159,28,25,35,40,96,251,149,17,810,24,26,47,38,71,63,30,13,3,319,350,304,518,512,711,659,444,181,25,3706,25,94,170,230,293,184,27,4,0,1025,103,73,131,177,224,214,52,3,0,979,6,12,32,28,22,16,0,0,0,117,4,19,9,9,6,5,5,0,0,50,144,196,343,435,543,420,83,3,0,2176,7,9,11,6,4,5,0,0,0,52,12,0,5,8,11,5,0,0,0,44,21,15,13,12,14,8,0,0,0,89
POA6090,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,28,242,1092,997,670,469,122,3,0,3629,103,230,320,169,106,136,91,10,5,1157,9,11,33,39,21,20,4,0,0,135,0,7,18,12,15,9,0,0,0,65,139,493,1462,1219,805,632,209,16,7,4987,4,22,42,32,27,32,7,0,0,154,10,22,18,8,0,10,6,0,0,74,13,38,60,37,31,41,10,0,0,231,154,529,1529,1254,835,673,226,16,7,5216,114,83,112,72,75,192,393,204,60,1304,11,59,119,107,73,69,41,8,15,492,277,671,1756,1434,972,929,664,229,78,7013,16,198,844,504,398,278,57,0,0,2300,140,282,471,409,256,209,102,9,0,1875,10,26,67,43,25,23,9,0,0,202,0,7,14,8,9,5,0,0,0,49,175,510,1398,966,696,511,173,9,0,4430,0,18,33,23,16,7,0,0,0,89,19,21,22,32,12,11,4,0,0,128,15,37,58,53,29,26,4,0,0,215
POA6101,22,226,1206,1015,714,411,73,6,0,3659,133,213,305,165,112,101,67,8,0,1114,4,11,31,45,29,27,7,0,0,151,3,12,31,19,5,6,0,0,0,82,162,461,1574,1237,856,543,150,11,0,5002,5,20,43,36,28,35,4,0,0,173,26,20,20,15,6,9,3,0,0,99,39,41,60,48,39,39,9,0,0,272,195,500,1638,1285,898,585,160,16,0,5273,130,90,126,94,123,226,408,223,73,1502,26,61,149,107,77,65,47,34,16,571,352,656,1906,1491,1098,877,610,271,90,7353,21,203,826,545,455,278,28,0,0,2359,142,302,485,472,349,212,82,6,0,2049,12,18,88,81,21,17,7,0,0,240,0,5,15,5,3,5,0,0,0,40,173,529,1415,1099,833,513,122,11,0,4685,9,15,30,16,19,11,0,0,0,97,29,18,34,31,18,13,5,0,0,148,35,29,59,45,39,28,9,0,0,242
POA6102,35,229,903,516,337,214,33,0,0,2255,117,425,489,162,63,58,42,12,0,1365,8,26,27,20,6,12,0,0,0,100,4,27,49,14,14,3,0,0,0,112,160,712,1466,711,416,290,82,13,4,3848,13,34,57,41,33,15,0,0,0,181,24,56,37,9,5,8,4,0,0,142,36,84,90,51,42,22,3,0,0,322,197,793,1557,759,458,305,86,15,4,4166,119,222,202,98,105,114,234,250,135,1478,18,87,172,54,54,24,37,62,81,589,335,1106,1928,909,613,448,356,326,217,6234,12,174,510,305,182,117,23,0,0,1331,160,386,442,268,135,119,47,6,5,1563,12,23,43,17,19,3,3,0,0,126,5,10,28,11,0,3,0,0,0,58,190,595,1027,603,333,242,70,9,3,3076,3,13,31,20,11,8,0,0,0,92,23,36,27,15,13,3,0,0,0,125,27,51,62,36,20,12,0,0,0,217
POA6103,19,178,924,637,387,309,49,4,0,2504,43,139,233,111,56,77,56,5,0,722,8,5,32,25,16,24,9,0,0,115,0,12,33,23,10,5,0,0,0,77,64,339,1224,790,471,418,113,9,3,3428,0,10,42,24,25,23,0,0,0,132,3,17,20,6,3,5,0,4,0,57,9,24,61,30,30,27,0,4,0,185,69,357,1283,820,501,450,120,9,3,3615,82,56,89,66,77,119,234,146,46,917,3,29,94,78,47,34,29,13,7,328,158,453,1454,963,628,597,375,165,53,4853,8,176,652,328,243,161,42,0,0,1613,70,161,347,245,117,146,37,0,0,1137,0,15,52,23,18,23,4,0,0,140,0,8,19,5,4,7,0,0,0,41,82,359,1074,602,383,334,78,5,0,2925,0,4,24,14,16,15,0,0,0,74,6,17,24,23,7,9,4,0,0,86,7,16,49,39,22,24,3,0,0,161
POA6104,40,207,819,762,631,440,85,6,0,2990,96,136,202,109,116,104,80,21,0,864,4,6,37,30,33,28,6,3,0,148,3,9,27,12,16,12,0,0,0,80,148,366,1083,908,795,582,176,32,4,4088,17,20,36,47,30,29,9,0,0,184,20,11,8,7,13,8,6,0,0,82,40,34,46,53,41,38,11,0,0,268,181,402,1130,966,837,620,182,32,4,4351,155,74,103,90,95,211,414,283,119,1537,31,46,136,112,93,75,41,41,35,607,366,525,1365,1167,1027,908,640,356,152,6500,16,157,518,413,394,271,55,4,0,1821,128,163,296,310,237,214,73,12,0,1434,0,5,63,46,23,22,4,0,0,175,0,8,19,11,15,4,0,0,0,57,148,331,898,781,669,509,137,11,0,3486,6,10,32,19,15,19,0,0,0,99,11,18,29,21,20,11,3,0,0,116,18,27,60,40,40,28,5,0,0,217
POA6105,45,211,899,855,586,410,88,3,0,3096,134,173,270,153,110,117,53,11,0,1025,3,8,27,33,20,18,11,0,0,114,0,14,44,17,17,6,0,0,0,104,178,403,1239,1062,737,551,151,16,0,4338,3,17,43,32,35,21,7,0,0,163,30,21,16,7,13,6,0,0,0,95,41,40,59,39,46,29,4,0,0,252,214,441,1300,1097,780,580,160,16,0,4597,204,71,116,128,131,193,348,277,109,1576,24,56,114,92,76,58,32,18,13,480,439,564,1535,1315,986,831,539,308,119,6653,17,162,616,440,383,231,41,0,0,1894,155,194,381,359,242,193,70,3,0,1594,10,20,53,33,17,19,5,0,0,157,5,8,29,3,9,4,0,0,0,62,174,386,1077,840,651,441,119,6,0,3702,13,10,34,15,20,11,0,0,0,107,28,13,26,19,18,8,3,0,0,116,38,24,54,42,41,20,3,0,0,223
POA6106,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,108,689,2794,2842,1652,990,192,15,4,9272,346,756,1028,554,359,284,156,20,0,3499,9,13,85,80,51,59,18,0,0,328,8,63,160,59,50,26,9,3,0,382,477,1522,4061,3540,2112,1362,364,40,0,13480,26,79,129,108,90,54,13,0,0,499,70,82,46,31,15,21,10,0,0,280,100,161,178,139,107,77,18,0,0,779,571,1682,4238,3680,2219,1432,389,40,0,14262,579,331,400,267,321,488,952,637,203,4182,62,139,376,280,173,133,63,58,15,1304,1223,2151,5019,4230,2713,2055,1399,740,223,19743,48,461,1560,1297,988,593,94,11,0,5045,393,766,1407,1142,699,515,160,16,0,5093,26,40,192,126,45,48,13,0,0,487,10,41,78,38,30,16,0,0,0,214,472,1309,3235,2602,1764,1167,268,26,0,10847,25,41,123,72,47,42,0,0,0,351,97,59,105,81,49,38,8,0,0,437,123,103,224,157,91,78,7,0,0,791
POA6108,83,318,863,1093,960,754,153,9,0,4233,213,195,237,219,188,156,125,15,0,1346,13,10,33,40,31,50,24,0,0,187,12,8,41,30,18,16,4,0,0,127,316,535,1165,1375,1197,968,303,23,0,5891,15,35,59,63,53,38,4,0,0,271,55,22,19,18,19,15,5,0,0,156,75,59,84,76,77,48,11,0,0,431,392,597,1251,1457,1273,1021,321,25,0,6326,315,114,141,141,154,273,816,546,131,2626,23,36,79,107,77,49,49,21,4,447,727,745,1467,1703,1505,1337,1183,584,138,9399,35,170,495,493,603,390,73,0,0,2268,261,275,423,542,446,409,138,19,0,2504,10,17,60,46,29,36,13,0,0,203,10,6,15,13,16,11,0,0,0,75,316,468,986,1102,1093,850,224,17,0,5053,9,24,34,31,30,18,3,0,0,151,70,35,36,47,32,30,5,0,0,249,82,63,72,83,59,45,8,0,0,402
POA6109,35,161,529,699,516,276,72,0,4,2291,101,124,141,130,105,87,33,3,0,713,9,8,25,17,21,20,3,3,0,99,0,18,21,20,17,10,0,3,0,89,150,299,706,868,650,391,110,12,4,3190,18,33,34,45,31,24,0,0,0,185,26,8,12,8,9,12,0,0,0,81,45,43,48,50,38,41,0,0,0,265,190,347,755,922,685,433,111,12,4,3457,192,58,117,105,93,168,362,247,61,1404,25,28,72,74,86,63,39,13,13,415,405,431,941,1102,869,665,516,265,78,5279,11,92,265,262,222,147,20,0,0,1016,109,152,285,266,186,164,45,3,0,1216,3,11,34,25,16,14,3,0,0,108,5,8,12,9,9,10,4,0,0,62,128,260,596,567,430,335,74,9,0,2403,5,10,21,27,19,10,0,0,0,91,26,23,14,27,19,9,0,0,0,120,32,32,35,56,32,21,4,0,0,218
POA6110,176,582,1743,2323,1914,1215,249,9,0,8213,374,416,379,387,301,265,170,24,0,2311,10,27,72,79,68,66,25,0,0,345,12,30,72,57,35,35,3,4,0,248,571,1059,2273,2842,2314,1582,444,38,0,11119,48,88,128,105,74,69,17,0,0,530,94,56,40,23,17,21,7,0,0,256,139,143,165,130,92,91,24,0,0,786,711,1200,2437,2972,2407,1670,469,41,0,11904,652,205,255,269,293,421,1105,697,222,4123,58,59,174,196,188,122,78,77,69,1021,1421,1467,2872,3426,2892,2207,1652,814,291,17047,79,369,993,1116,1074,612,108,3,0,4353,486,505,746,1128,823,627,155,14,0,4490,22,39,122,109,51,58,13,0,0,410,7,29,39,35,22,8,6,0,0,147,587,937,1904,2391,1974,1305,283,20,0,9402,34,47,65,58,68,39,5,0,0,323,120,55,86,82,53,33,0,0,0,430,148,107,156,136,126,72,9,0,0,755
POA6111,113,297,854,1005,966,840,175,9,0,4258,195,164,176,157,163,214,147,36,0,1252,12,24,34,39,51,54,21,0,0,228,7,14,26,20,22,15,0,0,0,108,322,489,1092,1217,1202,1127,343,45,3,5845,25,41,79,57,62,43,11,0,0,318,46,21,21,5,16,17,10,0,0,134,76,59,103,65,84,57,14,0,0,452,398,551,1190,1280,1287,1188,359,45,3,6299,294,104,123,145,184,298,893,519,144,2692,45,45,97,97,120,100,44,39,32,612,735,696,1411,1517,1585,1582,1295,599,172,9600,47,184,443,472,587,444,70,0,0,2245,262,211,366,499,493,441,172,8,0,2459,14,15,62,42,42,59,13,0,0,247,10,5,10,9,15,13,3,3,0,70,328,424,884,1029,1130,955,257,17,0,5026,18,39,31,32,37,22,6,0,0,180,49,20,35,41,26,31,3,0,0,199,62,58,68,70,61,51,9,0,0,378
POA6112,258,894,3431,4534,2668,1605,268,20,0,13682,503,500,616,564,395,366,180,44,0,3171,26,36,152,147,102,98,14,3,0,589,14,27,116,79,44,27,4,0,0,315,804,1457,4314,5323,3209,2103,475,63,3,17754,56,96,206,146,115,74,9,0,0,704,136,58,50,26,18,23,14,0,0,326,194,152,257,174,135,95,26,0,0,1031,1000,1611,4566,5498,3339,2193,503,63,3,18785,877,253,395,329,392,622,1409,860,227,5373,110,108,337,360,249,180,96,63,24,1522,1988,1973,5301,6188,3981,2995,2008,984,258,25672,97,614,2033,2098,1492,877,117,0,0,7345,728,707,1636,2115,1150,817,223,17,0,7392,29,57,335,205,110,88,27,4,0,850,12,41,82,53,38,19,4,0,0,251,865,1423,4089,4469,2798,1803,362,23,3,15841,53,64,117,113,101,51,4,0,0,500,172,57,153,155,71,46,3,0,0,651,226,121,271,262,174,98,7,0,0,1150
POA6121,27,68,79,115,162,169,29,0,0,651,25,25,10,23,21,32,17,9,0,160,3,0,0,7,10,4,3,0,0,35,0,0,3,0,0,7,0,0,0,18,57,94,95,153,201,215,50,7,0,871,7,0,4,0,3,3,0,0,0,18,4,0,0,0,0,0,0,0,0,6,10,4,3,0,0,3,3,0,0,29,64,98,97,149,203,220,53,7,0,890,44,10,12,11,9,47,98,62,9,311,6,7,8,21,11,8,5,0,6,64,114,110,120,178,230,273,155,71,20,1269,7,26,48,69,99,78,8,0,0,322,57,42,43,72,104,62,28,4,0,413,0,0,11,8,6,13,7,0,0,49,0,0,3,4,0,6,0,0,0,11,66,69,102,149,210,154,42,5,0,790,4,4,7,0,0,0,0,0,0,9,9,0,3,4,0,5,0,0,0,20,10,5,4,4,0,0,0,0,0,30
POA6122,110,309,1257,1312,874,517,77,4,0,4463,185,104,148,132,101,118,75,13,0,877,8,14,71,68,38,38,14,4,0,252,8,15,26,35,19,12,3,0,0,106,312,438,1495,1555,1027,685,165,18,0,5695,16,23,28,32,17,14,3,0,0,128,35,9,10,3,0,4,3,0,0,68,54,30,42,37,19,18,4,0,0,198,364,471,1537,1593,1048,701,172,18,0,5901,242,53,70,73,90,130,357,218,50,1281,22,31,94,96,73,48,24,10,4,407,629,555,1706,1754,1206,879,555,237,57,7580,74,214,675,639,511,290,33,0,0,2434,307,195,632,615,376,269,55,0,0,2458,16,24,119,54,36,22,14,0,0,289,7,3,28,14,11,6,4,3,0,76,401,442,1457,1326,937,590,104,7,0,5261,26,17,16,17,17,10,0,0,0,102,42,13,42,22,18,15,0,0,0,160,67,30,63,45,30,29,0,0,0,267
POA6123,16,53,132,92,90,53,13,0,0,451,15,9,17,14,14,14,13,0,0,94,0,0,9,7,8,11,4,0,0,36,0,0,3,0,0,0,0,0,0,7,34,61,164,110,105,79,26,6,0,584,0,3,4,4,6,0,0,0,0,18,0,4,0,0,0,0,3,0,0,8,4,5,4,4,6,4,7,0,0,30,30,71,166,113,113,84,27,6,0,616,23,6,8,5,11,28,50,28,10,168,5,0,18,13,9,14,7,5,0,67,64,79,193,126,132,122,90,34,9,851,5,24,74,34,44,22,5,0,0,208,21,20,62,51,41,38,6,0,0,242,0,4,20,7,9,4,0,0,0,44,0,0,4,0,0,0,0,0,0,4,28,52,155,94,95,63,4,0,0,497,0,6,4,0,0,3,0,0,0,13,6,0,0,4,0,4,0,0,0,15,6,0,4,0,7,9,0,0,0,24
POA6124,6,14,25,51,66,66,7,0,0,237,3,4,5,0,8,15,5,4,0,37,0,0,6,0,4,0,5,0,0,15,3,0,0,0,4,3,0,0,0,17,14,12,34,55,76,80,18,9,0,304,0,0,0,0,8,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,3,0,0,0,8,4,0,0,0,14,15,12,35,53,84,83,18,9,0,319,8,3,4,7,9,11,29,26,7,107,0,0,0,5,8,11,0,0,0,30,28,18,46,66,101,106,45,35,7,456,4,4,13,22,55,27,3,0,0,136,17,17,19,23,18,24,8,0,0,126,0,0,4,7,0,4,0,0,0,14,0,3,0,5,0,0,0,0,0,10,27,22,37,50,72,52,14,0,0,279,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,7,0,0,0,4,7,0,0,0,0,10
POA6125,24,57,87,101,199,144,32,3,0,653,26,13,17,9,26,21,24,4,0,141,5,0,0,12,14,20,0,0,0,56,4,4,7,0,5,10,0,0,0,32,63,73,109,123,246,189,60,11,0,881,0,6,4,5,10,0,0,0,0,28,3,0,0,0,0,0,0,0,0,8,6,6,4,4,10,5,0,0,0,33,68,78,109,129,253,195,59,11,0,912,50,19,81,115,96,74,132,92,15,678,10,5,14,5,29,16,13,7,5,103,123,100,212,257,385,283,202,107,18,1688,12,25,50,67,91,64,7,3,0,330,39,35,52,70,100,81,31,4,0,405,0,0,17,3,8,14,0,0,0,43,0,5,0,4,7,0,0,0,0,21,56,63,123,146,209,161,45,5,0,802,0,0,0,6,4,0,0,0,0,11,3,0,0,0,5,8,0,0,0,13,3,0,0,8,0,8,0,0,0,23
POA6126,0,8,0,11,11,4,3,0,0,41,0,0,0,5,0,5,0,3,0,12,0,0,0,0,5,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,9,3,14,17,17,10,3,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,14,17,17,10,3,0,60,0,0,6,7,4,18,21,9,0,56,3,0,0,5,3,3,3,0,0,11,8,10,7,20,18,34,25,13,0,128,0,0,3,6,10,3,5,0,0,19,3,0,7,7,7,7,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,8,7,15,15,9,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6147,34,172,639,746,531,389,98,3,0,2615,113,197,198,146,118,124,85,12,0,992,0,0,25,17,23,23,9,0,0,108,3,12,21,25,19,13,0,0,0,89,155,387,874,940,695,544,189,20,0,3804,8,17,42,29,28,32,8,0,0,166,33,16,17,9,7,12,9,0,0,102,43,28,62,38,33,43,16,0,0,265,195,413,939,973,727,593,211,20,3,4071,206,82,102,110,137,198,510,337,82,1767,24,31,62,74,51,30,28,11,5,311,429,522,1100,1155,911,820,750,366,89,6146,11,119,397,325,296,256,46,3,0,1451,119,169,286,373,290,261,88,6,0,1599,7,9,45,29,23,13,7,0,0,137,0,3,15,8,10,6,0,0,0,46,137,302,743,731,623,538,141,10,0,3233,4,18,23,23,13,23,4,0,0,108,38,15,20,32,15,14,0,0,0,137,47,31,43,53,29,36,3,0,0,248
POA6148,45,189,522,924,889,579,121,6,0,3278,208,210,142,124,147,157,123,31,5,1136,4,5,24,17,31,26,14,0,0,123,4,11,9,6,4,13,0,0,0,51,257,410,693,1069,1072,774,261,36,5,4580,9,21,34,31,34,22,0,0,0,153,48,22,12,3,8,6,5,0,0,108,56,46,46,31,42,33,13,0,0,264,316,453,737,1102,1114,810,270,42,5,4846,355,105,53,69,95,235,632,513,206,2258,6,21,36,48,37,41,34,33,32,279,674,572,828,1222,1238,1087,936,586,234,7379,11,163,362,488,498,283,53,0,0,1863,245,235,269,491,481,340,133,26,0,2216,3,19,44,51,17,37,15,4,0,185,0,8,10,7,11,11,0,0,0,54,263,419,680,1039,1009,676,207,28,0,4313,4,0,12,20,11,11,0,0,0,68,50,22,19,26,18,11,0,0,0,148,54,22,30,52,32,20,5,0,0,218
POA6149,50,176,558,934,892,632,162,10,0,3411,220,188,117,116,109,152,189,39,3,1133,5,15,10,30,22,38,27,3,0,150,0,7,13,18,8,6,4,0,0,58,276,386,712,1088,1032,829,384,58,3,4752,9,12,31,19,25,26,3,0,0,127,38,21,10,0,4,5,14,0,0,97,45,37,48,22,30,28,15,0,0,227,325,418,755,1111,1066,856,397,58,3,4980,279,69,64,59,43,229,858,496,168,2263,15,11,27,43,37,46,25,20,21,242,611,504,841,1210,1140,1127,1281,574,190,7489,18,118,378,465,517,391,88,3,0,1980,251,244,237,519,447,408,157,15,0,2275,7,4,46,30,23,38,20,0,0,176,0,0,6,7,6,4,4,0,0,23,278,368,671,1020,993,841,266,16,0,4462,3,8,5,13,8,7,0,0,0,60,47,15,17,29,20,20,6,0,0,153,48,26,27,42,34,28,6,0,0,211
POA6150,35,154,388,520,536,435,133,7,0,2208,180,194,114,80,85,98,109,12,0,870,4,4,15,10,13,14,9,0,0,74,5,3,17,7,3,3,3,0,0,52,227,360,537,614,642,554,248,29,3,3207,0,8,27,15,14,20,4,0,0,92,30,19,15,0,4,7,0,0,0,81,34,32,44,20,18,27,5,0,0,173,257,389,579,629,659,579,253,29,3,3379,214,115,79,39,52,160,538,419,168,1780,4,17,31,20,32,19,39,25,36,225,473,518,691,689,739,761,827,474,208,5382,6,99,237,268,324,213,36,0,0,1178,242,223,179,295,309,256,118,14,0,1624,6,16,33,23,24,24,10,0,0,132,9,10,3,0,7,0,0,0,0,31,264,346,460,581,660,491,159,15,4,2969,0,4,7,13,15,4,0,0,0,43,53,29,8,18,10,6,3,0,0,132,53,35,16,32,32,8,3,0,0,177
