POA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
POA6505,0,5,8,9,0,13,3,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,9,0,13,0,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,6,13,0,7,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,10,16,6,13,5,6,0,56,0,0,0,3,0,3,0,0,0,10,0,0,5,3,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,5,4,3,7,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6506,0,0,3,5,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,6,8,0,0,27,0,0,0,6,0,4,0,0,0,6,0,0,0,0,6,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6507,3,11,24,24,22,37,17,0,0,136,3,0,5,0,5,0,10,6,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,6,24,29,26,35,26,3,0,161,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,7,24,29,30,39,25,3,0,170,3,0,0,0,0,0,9,13,0,29,8,0,22,11,7,4,0,0,0,62,12,17,44,44,34,50,42,18,3,254,0,6,5,4,16,25,7,0,0,67,0,3,13,10,6,8,9,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,24,17,29,29,11,6,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA6509,3,4,3,7,7,6,4,4,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,9,4,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,9,4,4,0,42,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,3,0,9,0,4,3,7,14,10,10,12,0,72,0,0,3,3,4,5,0,0,0,19,6,0,0,8,3,5,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,6,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6510,12,33,66,59,69,88,32,7,0,355,10,4,9,4,9,15,17,5,0,81,0,0,0,3,0,7,3,0,0,21,0,0,7,0,3,0,0,0,0,9,25,38,74,70,84,109,53,14,0,465,0,7,7,0,6,0,0,0,0,21,3,0,0,0,0,4,0,0,0,4,3,7,7,5,6,4,0,0,0,27,28,41,80,72,84,116,52,14,0,495,25,4,12,7,11,21,53,41,17,193,3,7,20,12,21,14,14,9,0,99,56,61,117,93,118,151,118,61,14,787,5,20,35,39,46,50,13,0,0,210,11,8,25,38,36,40,17,6,0,183,0,0,6,0,5,4,0,0,0,18,0,0,0,0,0,0,4,0,0,4,15,27,68,75,86,99,31,8,0,415,0,0,6,0,3,0,0,0,0,8,3,0,6,0,0,0,0,0,0,15,4,4,12,0,4,0,0,0,0,20
POA6511,4,0,11,15,6,22,0,3,0,66,0,3,4,0,5,12,3,0,0,25,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,5,28,13,16,31,10,3,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,28,15,21,35,10,3,0,112,5,0,3,3,3,9,41,20,8,89,0,0,6,0,3,0,0,0,0,18,10,4,32,19,26,47,49,24,5,219,6,0,11,3,8,19,4,0,0,48,0,4,6,11,7,7,5,3,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,4,19,15,17,25,5,3,0,87,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4
POA6512,0,0,0,4,9,3,0,0,0,25,0,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,4,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,9,4,4,0,35,0,0,0,0,0,0,5,0,0,6,0,0,0,0,3,4,0,0,0,3,0,0,0,4,16,10,6,3,0,42,0,0,0,0,6,5,0,0,0,6,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6513,0,3,7,11,11,8,5,0,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,13,9,8,7,6,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,7,13,9,8,7,6,0,60,0,0,0,0,0,5,5,0,0,11,0,0,0,0,0,3,0,0,0,6,5,4,8,17,15,17,11,6,0,70,0,0,0,0,9,3,0,0,0,13,3,0,0,8,6,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,13,5,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6514,0,4,9,10,14,26,13,0,0,76,0,0,0,0,0,15,7,0,0,23,0,0,0,0,8,6,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,3,13,11,23,46,17,0,0,125,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,14,0,3,12,17,23,50,21,0,0,135,4,0,3,3,0,20,73,36,3,144,0,0,0,0,4,8,12,3,0,31,6,10,18,19,32,76,99,41,6,316,0,0,7,3,14,11,8,0,0,39,0,4,5,5,15,13,11,0,0,48,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,13,11,23,28,21,0,0,93,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6
POA6515,0,7,13,13,16,21,9,3,0,78,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,11,20,18,19,7,0,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,17,20,18,20,9,0,0,93,5,0,0,0,0,10,6,7,3,28,0,0,7,0,6,8,3,6,0,26,3,9,24,22,25,38,18,13,3,145,0,0,8,5,5,7,3,0,0,33,0,5,7,9,4,5,9,5,0,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,11,13,9,12,16,5,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6516,10,13,59,57,85,57,20,0,0,297,11,5,9,7,22,26,20,8,0,104,0,6,0,6,8,12,0,0,0,35,0,3,0,6,0,0,0,0,0,12,21,22,67,67,113,98,42,5,0,447,0,0,0,3,7,7,0,0,0,27,3,0,0,0,0,4,0,0,0,9,3,0,4,7,9,6,0,0,0,35,24,27,74,78,123,106,40,5,0,475,7,4,7,11,9,45,146,63,11,299,3,4,8,11,16,14,20,8,0,87,36,28,83,98,149,159,208,81,13,861,0,11,30,33,46,41,3,0,0,162,20,5,32,42,36,51,21,5,0,220,0,0,7,5,11,11,0,0,0,37,0,0,6,0,0,0,0,0,0,8,17,15,77,89,90,108,30,5,0,429,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,5,0,0,0,12
POA6517,0,3,18,17,18,23,7,0,0,89,0,0,0,3,0,4,3,0,0,16,0,0,0,5,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,16,25,20,27,7,0,0,109,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,16,25,20,27,7,0,0,116,5,0,0,0,0,4,20,15,3,44,5,0,0,11,6,0,3,0,0,32,9,5,20,33,27,35,37,15,3,189,0,3,10,6,4,13,4,0,0,40,0,0,3,8,5,7,0,0,0,33,0,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,18,21,10,20,8,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
POA6518,0,3,3,8,9,9,4,4,0,42,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,9,12,4,4,0,45,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,4,10,9,17,5,4,0,52,0,0,0,0,6,0,12,4,0,28,0,6,0,6,4,0,6,3,3,24,3,6,10,18,16,17,18,9,4,101,0,0,6,5,3,0,0,0,0,16,0,0,4,7,0,4,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,9,10,7,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3
POA6519,0,7,20,31,23,23,6,0,0,118,0,0,0,0,0,3,4,0,0,11,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,6,20,35,29,28,15,6,0,136,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,20,33,29,28,16,6,0,147,5,0,0,0,3,3,21,18,3,64,0,0,5,4,4,8,6,3,0,35,11,8,28,38,34,44,41,25,4,241,0,3,4,10,12,13,5,0,0,53,5,3,8,13,13,13,0,0,0,47,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,4,14,30,24,24,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6
POA6521,4,6,20,9,25,24,3,4,0,98,0,0,0,0,0,4,6,5,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,4,9,25,11,25,26,19,12,0,121,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,9,25,14,24,26,19,12,0,129,0,0,0,0,0,0,8,3,0,22,0,0,4,5,0,0,8,5,0,22,5,7,26,23,25,28,29,17,3,165,3,4,8,9,13,14,4,0,0,51,0,3,4,3,3,13,9,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,14,15,20,11,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6522,0,7,14,18,17,22,4,4,0,95,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,14,17,23,24,4,4,0,105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,14,17,23,26,4,4,0,108,4,0,0,0,0,6,22,7,3,47,0,3,0,0,8,10,3,7,4,32,6,12,20,21,29,49,34,17,8,190,0,0,0,8,9,5,0,0,0,34,0,6,5,14,9,3,3,4,0,33,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,10,21,14,11,3,0,0,75,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
POA6525,14,35,54,97,137,132,45,7,0,517,24,7,12,17,13,41,23,8,0,157,5,3,4,4,8,10,12,0,0,50,0,3,4,3,0,5,5,0,0,33,50,47,75,122,168,182,79,18,0,748,3,5,4,0,0,4,0,0,0,21,4,0,0,0,0,3,0,0,0,11,6,5,4,0,0,8,0,0,0,29,54,57,74,126,168,191,79,18,0,780,40,5,18,9,31,86,231,137,29,583,7,8,17,30,26,41,30,28,4,198,104,70,111,160,229,323,344,184,41,1559,6,17,26,58,91,71,15,0,0,294,36,12,35,68,83,89,33,7,0,368,0,3,4,5,10,10,4,0,0,37,0,0,0,4,7,4,3,6,0,23,47,39,66,135,186,169,59,16,0,709,0,0,4,4,0,8,0,0,0,13,5,0,0,0,3,3,0,0,0,14,5,0,3,9,3,14,0,0,0,32
POA6528,5,5,10,11,11,20,6,6,0,67,0,0,0,0,4,4,8,0,0,17,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,5,12,17,17,26,12,5,0,97,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,16,17,17,27,12,5,0,101,0,0,3,6,3,8,23,5,0,46,0,0,0,4,3,0,0,3,0,14,4,5,19,24,25,39,34,13,0,164,4,5,8,6,11,8,3,0,0,43,6,0,9,7,4,7,0,0,0,35,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,7,11,11,17,23,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
POA6530,190,421,1102,1169,1227,1058,238,21,5,5423,302,162,238,186,222,261,162,38,0,1581,16,23,63,61,103,97,34,4,0,401,18,17,43,19,18,14,0,4,0,138,521,624,1449,1432,1564,1438,443,70,7,7545,33,55,60,67,57,51,3,0,0,326,59,13,21,17,23,26,13,0,0,169,89,70,86,82,80,75,19,0,0,496,609,690,1533,1516,1648,1513,465,71,7,8043,359,136,214,226,275,478,1046,727,267,3723,113,84,226,235,233,199,115,102,49,1343,1082,907,1966,1978,2147,2195,1618,893,324,13114,102,298,604,694,894,590,108,0,0,3301,444,289,556,709,735,611,204,15,3,3570,23,34,101,64,63,71,18,4,0,380,0,6,20,19,29,17,4,3,3,106,576,627,1287,1489,1720,1287,336,26,3,7350,21,30,28,18,41,15,4,0,0,154,45,22,34,38,32,46,5,0,0,220,68,46,58,55,76,63,6,0,0,372
POA6532,60,83,271,297,352,262,68,3,0,1414,67,25,26,23,40,54,42,13,0,288,4,3,17,17,20,18,5,0,0,91,0,3,3,8,10,5,0,0,0,34,126,110,318,347,433,338,122,19,0,1815,3,0,12,11,14,6,0,0,0,46,9,0,0,0,0,3,0,0,0,21,11,3,12,11,14,14,5,0,0,71,145,120,333,360,443,346,126,19,0,1891,72,6,11,11,39,76,191,107,27,549,21,8,35,53,62,48,39,9,6,284,234,135,373,424,547,472,353,132,31,2717,19,61,140,163,219,145,27,6,0,777,107,28,126,152,163,150,53,3,0,791,0,3,42,10,15,22,3,0,0,97,3,0,3,0,7,3,0,0,0,22,127,91,306,330,410,318,89,8,0,1687,0,0,4,4,6,8,0,0,0,18,7,0,3,9,4,6,4,0,0,30,6,5,7,15,7,11,4,0,0,51
POA6535,5,13,23,47,43,55,32,5,3,221,9,0,3,11,7,23,16,5,0,69,0,0,0,5,4,5,0,0,0,18,0,0,0,4,3,3,0,0,0,14,8,16,28,61,61,87,47,14,5,325,0,3,4,0,3,6,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,3,3,4,3,6,0,0,0,19,11,19,32,65,65,93,47,8,4,347,11,4,3,5,17,35,95,65,20,248,0,3,6,12,9,16,25,13,3,94,31,26,46,80,89,143,168,95,20,690,0,5,21,18,28,25,6,0,0,115,4,0,11,31,23,48,17,0,0,140,4,0,4,0,5,9,0,0,0,15,0,0,0,0,0,6,0,0,0,5,9,9,33,58,57,80,30,5,0,277,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,0,0,0,9
POA6536,9,7,27,28,54,52,11,5,0,195,8,0,11,13,17,35,15,3,0,102,4,0,5,4,8,3,4,0,0,27,0,0,5,3,4,5,0,0,0,15,21,15,43,54,82,92,35,4,0,342,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,24,15,42,54,79,95,36,4,0,350,12,5,7,4,16,39,95,44,16,233,3,4,8,11,16,20,23,8,3,104,38,25,63,78,116,154,145,61,14,691,0,10,16,18,29,30,7,0,0,103,8,7,19,19,29,48,20,0,0,148,0,3,5,0,8,0,3,0,0,21,0,4,0,0,4,3,0,0,0,6,9,21,36,43,64,83,30,0,0,286,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,5,0,0,5,0,0,0,9
POA6537,0,11,44,48,36,37,9,0,0,182,4,5,4,8,8,14,5,0,0,35,0,0,6,0,0,6,0,0,0,13,0,0,4,0,5,6,0,0,0,13,9,16,56,54,45,52,15,7,0,243,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,16,56,55,44,55,15,7,0,241,5,0,6,9,7,14,54,23,0,108,0,0,4,12,9,13,11,10,0,62,9,20,59,70,62,80,78,39,0,416,0,10,43,18,24,23,4,0,0,119,3,3,17,19,14,19,4,0,0,85,0,4,3,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,9,12,60,37,37,38,8,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
POA6556,15,26,52,69,89,86,21,0,0,356,23,16,8,6,15,23,17,4,0,109,0,0,6,9,8,14,0,0,0,46,5,0,4,0,6,0,0,0,0,11,42,40,66,88,118,132,32,6,0,525,0,0,7,0,0,0,0,0,0,18,5,0,0,0,0,5,0,0,0,12,8,0,4,0,0,0,0,0,0,24,50,40,75,86,121,136,32,6,0,553,40,5,8,10,13,35,71,25,8,223,7,0,6,9,13,15,4,5,0,56,98,45,94,110,147,185,107,35,8,830,10,15,27,51,66,43,16,0,0,226,23,11,28,50,65,52,18,0,0,249,4,0,7,6,0,3,0,0,0,23,0,0,4,0,3,0,0,0,0,8,31,27,65,105,138,107,35,0,0,511,0,0,0,3,4,0,0,0,0,4,3,0,0,0,4,4,0,0,0,10,3,0,0,3,7,5,0,0,0,16
POA6558,8,4,17,21,46,47,3,3,0,145,7,0,4,3,0,9,7,0,0,33,0,0,0,0,0,7,3,0,0,15,0,0,0,0,0,0,0,0,0,7,17,7,19,28,51,56,16,3,0,199,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,0,0,0,0,8,17,12,22,30,49,58,17,3,0,210,30,179,611,549,307,144,68,30,3,1922,8,0,3,3,7,7,6,0,0,40,52,186,636,586,361,213,89,34,7,2165,4,9,10,13,16,32,4,0,0,88,18,3,5,18,24,16,8,0,0,94,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,21,13,23,31,38,49,16,0,0,191,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
POA6560,7,24,33,32,48,57,13,0,0,214,5,12,9,4,3,14,6,0,0,55,0,0,4,4,0,6,0,0,0,18,0,0,0,0,5,0,0,0,0,7,14,33,50,41,61,68,24,0,0,295,0,3,5,7,0,3,0,0,0,15,0,4,0,0,0,0,0,0,0,3,0,9,5,7,7,3,0,0,0,25,17,38,56,44,61,75,24,0,0,316,12,6,12,8,10,25,52,36,3,172,0,0,4,7,9,9,7,9,0,56,33,43,71,63,85,108,83,49,8,544,0,4,19,21,49,36,3,0,0,133,17,11,17,22,23,36,12,6,0,132,0,0,4,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,16,15,45,44,75,69,9,6,0,273,0,0,0,0,4,0,0,0,0,9,5,0,0,0,4,0,0,0,0,13,7,4,0,4,9,0,0,0,0,18
POA6562,13,8,38,48,60,37,18,0,3,232,12,0,8,4,9,9,6,0,0,53,0,0,5,0,6,4,0,0,0,21,0,0,0,5,4,0,0,0,0,10,17,13,51,59,76,51,32,4,3,311,0,4,3,0,0,4,0,0,0,10,6,0,0,0,0,0,0,0,0,4,6,4,3,0,0,4,5,0,0,21,25,17,56,63,79,59,30,4,3,327,17,0,0,8,14,26,75,33,0,175,4,3,7,12,9,13,8,3,0,65,42,20,64,82,101,95,113,44,6,568,3,14,17,27,32,28,13,0,0,136,9,12,17,20,44,28,13,4,0,147,0,0,0,4,10,0,5,0,0,16,0,0,0,0,0,0,0,0,0,3,10,28,37,59,83,55,25,3,0,300,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,12,0,0,3,0,3,5,0,0,0,13
