POA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
POA6023,0,3,4,0,0,0,0,0,7,0,6,7,0,0,0,0,0,10,0,9,29,41,30,113,84,24,335,0,12,34,38,38,113,84,24,352,905,540,991,1088,784,766,399,77,5545,16,28,33,39,28,21,7,4,179,916,583,1063,1164,850,899,491,112,6074,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,9,3,7,15,14,0,49,0,3,10,3,7,15,14,0,51,789,579,1169,1129,906,1020,460,187,6247,7,21,24,17,11,27,29,12,155,797,603,1207,1159,930,1057,503,200,6460,0,3,5,0,0,0,0,0,8,0,3,5,0,0,0,0,0,8,0,13,36,44,39,122,94,24,382,0,17,47,51,42,122,94,24,406,1693,1112,2158,2217,1695,1787,858,263,11791,21,49,64,59,46,44,41,18,333,1717,1184,2270,2324,1779,1957,988,314,12530
POA6024,0,8,0,0,0,0,0,0,9,3,5,5,3,0,0,0,0,12,0,18,16,28,43,125,71,17,323,7,29,21,34,43,125,71,17,346,720,703,942,844,603,672,346,53,4884,23,29,58,53,31,19,20,0,226,747,760,1011,938,676,816,436,68,5457,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,5,8,11,11,5,3,50,0,4,8,8,11,11,5,3,52,695,778,963,882,705,899,403,101,5421,15,30,39,15,17,22,21,7,173,721,814,1002,904,731,929,435,110,5647,0,8,3,0,0,0,0,0,13,3,5,3,4,0,0,0,0,21,0,19,19,35,62,132,79,22,369,7,34,24,44,62,132,79,22,400,1420,1482,1903,1726,1303,1570,745,153,10301,43,60,91,72,41,41,44,7,403,1465,1577,2022,1841,1406,1741,870,185,11105
POA6025,0,5,7,7,5,0,0,0,24,3,10,12,9,3,0,0,0,36,0,23,55,77,100,204,116,34,616,4,44,75,92,104,204,116,34,680,1788,1669,1984,1926,1728,1493,615,130,11334,56,96,98,87,66,47,34,3,488,1847,1806,2162,2112,1907,1739,765,173,12505,0,3,0,3,0,0,0,0,7,0,5,0,0,0,0,0,0,4,0,4,11,8,30,16,17,5,95,6,6,14,18,27,16,17,5,111,1662,1823,2169,2048,2110,1827,737,235,12606,37,51,44,54,54,40,37,35,350,1694,1879,2226,2118,2195,1885,787,278,13065,3,7,7,10,5,0,0,0,33,5,10,13,9,4,0,0,0,41,4,28,68,93,127,218,135,43,714,8,50,89,115,136,218,135,43,792,3443,3497,4154,3974,3836,3316,1352,369,23944,93,142,144,144,122,84,68,42,837,3546,3690,4389,4229,4099,3618,1554,449,25574
POA6026,0,3,3,8,5,0,0,0,18,3,0,4,4,0,0,0,0,16,3,9,47,57,74,159,68,53,471,9,10,52,66,80,159,68,53,502,1369,863,1350,1291,1429,1244,427,190,8163,25,35,52,56,50,30,9,18,282,1403,909,1452,1417,1562,1432,504,260,8941,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,8,21,20,16,10,17,86,0,4,5,27,20,16,10,17,93,1209,892,1519,1530,1778,1392,649,423,9387,15,27,25,29,31,30,26,32,210,1223,916,1550,1580,1824,1441,679,474,9689,0,3,4,8,5,0,0,0,15,3,3,4,8,0,0,0,0,20,3,14,53,83,89,174,75,69,562,9,15,63,94,99,174,75,69,596,2576,1753,2871,2819,3203,2642,1073,616,17546,42,56,74,79,84,63,38,54,486,2623,1827,3002,2998,3384,2873,1183,740,18637
POA6027,4,11,12,7,0,0,0,0,31,6,10,14,10,8,0,0,0,44,0,34,64,125,200,210,99,40,780,10,58,91,140,213,210,99,40,854,2738,2441,2657,2542,2548,1935,722,178,15760,106,146,172,168,141,84,59,50,920,2855,2655,2920,2849,2897,2230,871,268,17536,4,3,0,0,0,0,0,0,9,5,3,0,3,0,0,0,0,12,5,7,18,24,46,30,7,8,144,10,10,16,32,49,30,7,8,163,2411,2471,2795,2833,2941,2213,908,354,16927,84,113,93,82,82,90,78,62,680,2501,2591,2906,2942,3075,2332,987,429,17767,9,10,11,11,4,0,0,0,41,9,14,14,9,8,0,0,0,58,3,45,86,152,247,236,106,50,921,21,72,106,175,256,236,106,50,1017,5143,4916,5450,5374,5494,4152,1624,535,32686,196,259,263,246,220,173,134,112,1604,5362,5246,5820,5796,5972,4563,1861,695,35310
POA6028,5,0,0,6,0,0,0,0,11,5,4,0,4,7,0,0,0,20,3,15,46,72,92,73,36,7,348,8,16,48,86,98,73,36,7,381,1733,1041,1201,1843,1694,886,278,70,8737,49,44,58,94,56,31,13,3,348,1789,1105,1310,2020,1845,981,325,79,9465,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,11,23,23,8,4,0,63,4,5,13,23,23,8,4,0,66,1623,1079,1464,2110,1766,870,372,116,9397,37,42,26,33,46,20,17,10,236,1660,1122,1504,2170,1830,894,393,128,9700,6,0,0,6,0,0,0,0,14,5,4,0,8,7,0,0,0,26,3,14,51,97,108,80,37,7,408,10,25,56,113,120,80,37,7,444,3357,2118,2668,3958,3461,1752,647,184,18136,84,84,87,130,98,48,33,12,580,3453,2229,2815,4196,3679,1877,718,213,19164
POA6029,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,5,5,9,11,14,3,52,0,0,8,7,12,11,14,3,56,172,90,144,191,171,134,79,23,1014,7,15,11,7,10,7,9,6,58,180,102,164,210,193,155,97,33,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,5,0,0,3,0,0,3,0,5,5,0,0,11,196,103,181,205,172,164,88,37,1147,6,9,5,0,6,9,3,0,43,207,111,191,207,180,178,94,39,1201,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,4,5,6,10,19,3,60,0,0,8,11,14,10,19,3,63,368,192,327,397,346,303,167,63,2163,13,21,16,9,17,12,11,4,99,381,216,352,415,368,328,192,73,2330
POA6030,5,3,0,5,4,0,0,0,22,8,11,10,7,6,0,0,0,41,7,41,58,97,128,157,121,90,695,21,62,64,110,138,157,121,90,761,2737,2336,2321,2573,2104,1136,693,197,14091,124,191,189,184,140,54,44,37,969,2889,2585,2571,2865,2385,1348,857,319,15817,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,13,34,32,18,22,10,128,10,3,20,38,31,18,22,10,138,2645,2588,2642,2978,2316,1468,991,401,16028,147,131,127,127,73,65,73,67,812,2798,2728,2787,3137,2426,1549,1079,475,16985,11,3,8,5,4,0,0,0,33,8,11,8,7,8,0,0,0,44,8,51,69,129,158,174,139,95,825,33,68,81,145,169,174,139,95,901,5383,4927,4958,5548,4420,2603,1681,596,30116,274,324,320,313,216,117,114,100,1779,5689,5317,5360,6004,4806,2902,1935,793,32797
POA6031,0,4,5,0,0,0,0,0,18,0,13,0,4,0,0,0,0,18,0,20,30,40,37,37,12,5,176,0,34,37,47,40,37,12,5,207,1237,1280,1347,1108,711,351,135,20,6195,47,86,76,79,36,23,3,0,345,1283,1399,1462,1232,784,405,159,22,6742,5,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,4,8,8,4,0,0,32,7,7,3,9,8,4,0,0,46,1189,1540,1544,1227,825,436,139,38,6939,46,44,50,24,21,21,4,0,214,1244,1588,1595,1272,855,465,144,38,7199,5,8,5,5,0,0,0,0,25,0,11,6,4,0,0,0,0,19,3,21,35,48,45,44,12,5,203,8,39,47,62,46,44,12,5,251,2427,2815,2890,2339,1538,791,279,50,13135,91,134,124,101,50,42,8,3,559,2526,2988,3055,2498,1638,873,300,58,13943
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,11,5,22,16,8,6,0,71,0,0,0,3,6,0,0,0,13,9,14,5,18,17,12,7,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,8,21,8,0,0,70,3,0,0,0,0,0,0,0,9,11,6,14,13,20,9,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,24,13,19,28,34,11,4,0,141,4,0,0,5,8,3,0,0,18,28,15,19,35,39,17,9,0,167
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,0,0,0,3,0,7,0,0,11,26,25,23,23,39,31,3,0,167,3,3,0,0,5,0,0,0,15,27,31,26,27,39,34,4,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,24,41,30,18,9,3,159,0,0,0,0,3,0,0,0,13,28,19,28,42,34,19,9,3,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,11,0,0,0,3,0,7,0,0,13,49,42,44,65,68,44,15,4,334,3,12,5,0,7,3,0,0,27,55,55,51,70,75,48,13,8,371
POA6034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,4,6,0,0,31,0,4,10,6,4,6,0,0,36,187,381,241,162,70,58,23,0,1127,13,31,31,21,5,0,0,0,99,202,421,278,182,88,66,26,0,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,224,430,280,192,121,72,24,0,1335,5,19,17,8,5,3,0,0,60,231,452,296,205,128,72,24,0,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,3,9,8,0,0,35,0,4,11,3,9,8,0,0,41,407,815,521,346,198,128,47,0,2465,23,51,43,28,12,3,0,0,162,431,867,575,386,217,137,46,0,2667
POA6035,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,10,17,40,25,48,26,10,164,3,12,17,40,27,48,26,10,177,591,606,650,608,477,331,205,42,3514,46,60,65,51,38,7,18,10,303,641,679,727,700,548,390,245,57,3989,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,10,5,4,0,21,0,0,4,7,10,5,4,0,32,510,747,784,670,544,433,227,67,3992,35,58,42,31,26,24,23,22,260,545,811,833,712,577,461,255,87,4281,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,9,3,10,20,43,31,56,25,3,191,5,12,23,44,35,56,25,3,207,1102,1360,1431,1285,1023,770,431,110,7508,81,122,103,82,65,32,41,26,559,1186,1491,1556,1413,1117,852,503,151,8266
POA6036,5,0,0,3,0,0,0,0,12,0,4,0,3,0,0,0,0,5,7,6,27,47,46,44,13,6,188,6,10,30,55,45,44,13,6,205,1271,1058,1080,1161,687,388,149,32,5829,55,70,79,92,51,9,6,0,368,1331,1135,1188,1304,784,446,175,36,6402,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,7,17,12,5,4,0,48,0,9,7,19,12,5,4,0,54,1320,1238,1333,1337,813,523,206,40,6802,45,64,50,44,28,12,13,7,258,1356,1306,1390,1398,847,538,228,50,7112,5,5,0,4,3,0,0,0,17,0,4,0,3,0,0,0,0,9,0,9,37,66,53,48,20,6,240,6,17,35,66,59,48,20,6,263,2590,2292,2406,2495,1498,911,357,69,12622,102,129,130,138,78,26,20,6,621,2690,2443,2579,2702,1634,981,401,81,13511
POA6037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,21,27,6,8,83,0,4,3,19,18,27,6,8,87,182,189,181,247,225,144,84,4,1264,19,26,41,26,27,10,5,0,146,205,220,219,294,274,178,96,16,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,18,0,0,0,4,6,3,0,0,19,155,209,233,248,219,161,79,20,1323,18,14,22,20,21,12,4,3,116,169,222,256,277,246,174,79,17,1451,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,9,28,26,22,6,8,99,0,4,6,31,24,22,6,8,104,333,399,414,495,449,306,162,24,2588,39,37,56,45,48,23,10,4,260,372,440,481,570,522,355,175,35,2953
POA6038,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,18,18,17,19,17,7,4,98,4,27,25,18,20,17,7,4,106,535,861,793,522,283,171,49,12,3222,31,53,58,48,22,4,7,0,219,569,935,873,580,325,190,63,14,3549,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,16,0,5,4,0,3,3,0,0,19,586,1060,840,630,364,213,74,19,3795,24,32,18,20,10,10,6,0,123,607,1101,862,657,381,225,85,19,3937,3,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,18,23,17,21,19,11,4,111,4,27,26,23,18,19,11,4,129,1116,1922,1635,1152,653,387,125,31,7018,55,87,75,67,31,8,4,0,337,1179,2030,1735,1238,704,415,147,35,7482
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,15,8,0,44,0,0,5,3,11,15,8,0,44,66,43,60,115,110,121,59,9,589,4,7,14,20,12,8,7,6,68,77,45,72,142,131,146,78,14,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,3,0,4,0,12,66,63,78,104,109,116,56,12,601,7,4,7,5,3,13,6,0,44,72,72,87,108,120,133,65,12,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,15,16,10,0,58,0,0,5,3,15,16,10,0,57,131,110,132,222,219,240,108,23,1191,18,9,19,23,19,21,17,6,109,148,120,153,253,244,277,138,27,1357
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,7,0,0,0,3,5,22,3,0,36,0,3,4,5,0,4,3,0,13,3,5,7,4,9,25,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,14,0,4,32,0,0,0,3,0,3,5,0,8,0,3,3,5,9,17,3,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,3,0,0,7,0,6,3,4,11,38,0,4,69,0,0,3,0,0,5,4,0,24,3,10,8,7,15,44,10,4,100
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,8,7,11,3,21,19,27,9,0,103,0,0,0,7,3,5,0,0,14,7,11,3,29,23,38,12,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,14,24,25,13,0,92,3,0,0,3,5,0,0,0,12,3,6,3,18,29,29,14,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,4,0,0,11,9,17,5,38,44,53,19,3,190,3,0,0,8,5,4,0,0,23,12,17,5,47,53,62,26,3,221
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,21,10,3,46,0,0,0,4,10,21,10,3,46,47,61,58,77,98,112,56,11,513,5,0,3,15,8,9,9,0,58,55,63,62,99,116,135,70,13,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,8,0,0,0,0,6,0,4,0,8,29,83,54,71,98,108,49,16,507,0,4,0,8,6,11,6,0,43,35,81,63,81,111,112,57,19,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,21,12,4,50,0,0,0,6,9,21,12,4,54,80,141,112,147,196,219,102,26,1020,12,9,6,25,16,15,10,0,100,92,142,122,176,230,255,123,35,1174
POA6050,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,9,8,10,21,39,48,54,39,60,277,9,19,21,44,51,54,39,60,298,852,1085,983,934,846,639,340,164,5844,20,72,53,43,45,32,60,42,365,887,1171,1055,1019,947,723,443,269,6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,11,9,0,15,47,4,3,4,12,11,9,0,15,53,1040,1140,1034,955,896,753,490,351,6661,23,52,31,27,15,28,68,79,332,1065,1198,1073,998,917,791,554,447,7045,0,3,0,0,3,0,0,0,11,0,0,0,4,0,0,0,0,10,8,13,18,53,51,59,46,76,326,8,21,22,59,57,59,46,76,349,1896,2221,2019,1890,1745,1392,828,509,12508,43,123,88,72,56,66,129,127,698,1947,2369,2126,2018,1860,1520,999,707,13557
POA6051,4,0,0,0,0,0,0,0,4,4,7,7,0,0,0,0,0,13,0,17,17,28,34,53,35,13,193,3,23,22,28,34,53,35,13,214,590,1408,1185,725,567,454,191,31,5160,34,110,81,55,37,28,12,3,362,633,1548,1294,803,646,529,240,46,5738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,5,4,3,0,33,0,6,7,0,12,4,3,0,40,655,1563,1083,730,573,518,201,65,5387,39,97,72,33,21,18,11,8,303,694,1670,1170,769,608,542,213,69,5729,4,4,0,0,0,0,0,0,7,4,9,5,0,0,0,0,0,17,0,24,30,33,42,52,36,13,227,6,34,32,28,41,52,36,13,251,1244,2977,2273,1457,1144,968,394,92,10548,75,212,159,87,64,43,22,11,667,1323,3215,2464,1572,1256,1073,449,114,11470
POA6052,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,5,3,11,22,30,39,38,18,15,169,3,19,25,28,37,38,18,15,183,576,736,844,713,619,429,166,58,4145,25,36,37,25,33,28,20,15,214,602,788,902,767,693,498,204,90,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,16,0,0,0,25,0,4,0,4,16,0,0,0,27,626,791,918,800,726,509,264,130,4757,32,30,21,30,25,25,30,21,207,661,822,941,830,761,534,294,150,4991,0,6,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,10,3,11,24,32,51,40,19,16,195,5,18,28,38,48,40,19,16,211,1197,1527,1761,1516,1348,933,430,193,8898,60,57,55,56,54,57,49,32,419,1261,1603,1844,1601,1448,1027,498,242,9529
POA6053,0,3,0,0,0,0,0,0,4,0,4,5,3,0,0,0,0,17,0,14,25,37,53,62,33,31,249,6,22,30,47,50,62,33,31,269,709,1039,1137,928,805,551,285,92,5552,28,57,61,48,43,27,19,22,306,742,1120,1226,1024,900,638,335,148,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,12,8,9,5,7,48,0,4,3,10,8,9,5,7,50,706,1190,1157,1039,853,675,378,248,6242,20,44,41,27,22,29,31,31,250,735,1238,1208,1080,877,707,408,287,6546,0,3,0,0,0,0,0,0,4,4,6,5,4,0,0,0,0,18,0,16,28,53,55,65,38,34,297,4,26,36,55,59,65,38,34,317,1423,2227,2295,1968,1658,1231,657,343,11796,45,106,102,75,60,51,46,55,553,1476,2361,2434,2102,1780,1346,740,428,12668
POA6054,0,0,0,0,0,0,0,0,9,0,7,6,0,4,0,0,0,19,0,22,34,58,74,95,63,24,372,5,31,39,58,82,95,63,24,398,1105,1329,1339,1272,1118,810,366,114,7451,83,109,103,85,66,60,47,10,552,1186,1461,1481,1417,1261,965,480,147,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,17,15,14,13,5,74,3,7,9,17,15,14,13,5,76,995,1394,1486,1348,1315,1040,558,241,8378,54,87,69,78,57,36,46,18,436,1050,1488,1562,1439,1382,1095,612,262,8894,0,0,0,0,0,0,0,0,9,0,4,9,3,4,0,0,0,19,4,29,33,80,90,107,76,28,445,5,31,45,80,92,107,76,28,475,2101,2725,2829,2616,2429,1853,927,352,15829,132,195,166,161,121,98,87,28,992,2235,2951,3043,2859,2647,2060,1096,410,17296
POA6055,0,10,0,0,0,0,0,0,11,3,4,10,4,0,0,0,0,27,3,42,45,62,82,86,29,16,361,8,52,58,63,85,86,29,16,396,1639,2811,2783,1624,1147,727,315,55,11094,66,180,138,102,63,34,26,17,624,1714,3042,2979,1784,1290,851,372,86,12119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,11,11,19,0,5,3,63,0,12,16,15,19,0,5,3,69,1578,3256,2633,1720,1309,823,348,131,11798,81,206,155,86,64,42,26,18,669,1661,3470,2798,1818,1395,864,379,149,12533,0,9,0,0,0,0,0,0,12,3,6,10,8,0,0,0,0,22,6,49,58,70,103,94,34,18,423,5,63,67,74,102,94,34,18,461,3217,6068,5418,3341,2456,1546,659,186,22891,148,384,288,184,128,72,51,32,1292,3372,6511,5777,3601,2686,1717,749,234,24650
POA6056,0,4,0,0,0,0,0,0,14,3,11,8,9,4,0,0,0,29,4,34,47,117,188,245,158,57,851,11,50,56,125,193,245,158,57,890,2419,2517,2328,2344,2274,1677,855,232,14641,135,232,207,215,183,100,97,94,1266,2561,2792,2588,2688,2649,2016,1120,378,16795,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,6,4,18,34,42,29,31,9,172,7,10,18,34,42,29,31,9,180,2303,2619,2458,2623,2522,2057,1151,399,16137,130,166,123,143,104,120,133,184,1104,2438,2797,2595,2796,2670,2209,1319,593,17421,0,4,0,0,5,0,0,0,11,0,12,8,9,4,0,0,0,32,9,43,65,152,227,271,191,68,1025,13,56,72,161,236,271,191,68,1066,4720,5136,4777,4969,4796,3736,2009,632,30782,265,394,333,353,291,216,233,276,2367,5003,5593,5181,5479,5320,4228,2436,971,34217
