POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6012,0,0,0,0,243,243,10,0,0,0,256,263,111,4,3,0,365,484,337,16,21,0,180,557,449,21,68,3,119,652,345,16,71,10,124,568,311,12,80,16,71,491,197,10,33,22,20,289,45,5,9,19,0,82,1801,89,288,68,1376,3623,0,0,0,0,390,390,9,0,0,0,285,288,142,8,4,0,369,528,388,25,34,0,140,585,478,23,84,11,90,681,361,20,103,23,77,578,298,14,107,50,32,504,131,7,57,94,19,309,25,0,5,86,9,126,1829,94,402,265,1416,4006,0,0,0,0,638,638,11,0,0,0,538,553,255,13,9,0,737,1009,727,36,58,0,322,1139,921,47,154,13,203,1334,708,38,173,27,194,1141,608,26,192,73,104,995,326,14,95,115,45,594,69,5,16,106,11,211,3621,182,689,332,2792,7622
POA6014,0,0,0,0,731,731,9,0,0,0,552,566,428,4,16,0,776,1229,1133,35,44,0,337,1550,1171,32,91,4,221,1520,857,36,124,9,163,1185,660,11,116,24,86,899,385,10,50,47,41,529,138,8,10,77,15,247,4784,141,448,157,2915,8455,0,0,0,0,653,652,21,0,0,0,579,600,590,18,22,6,752,1385,1267,56,74,3,286,1686,1138,62,148,17,220,1582,826,46,203,51,142,1266,604,28,190,93,86,993,300,10,67,194,49,618,82,3,24,320,35,466,4822,220,732,683,2806,9259,0,0,0,0,1378,1383,35,0,0,0,1135,1168,1021,23,44,6,1523,2615,2405,94,115,4,628,3240,2312,94,235,25,442,3105,1681,79,326,65,304,2453,1258,41,306,113,175,1896,683,19,113,238,85,1140,219,16,36,397,48,716,9608,362,1179,845,5719,17711
POA6015,0,0,0,0,320,320,0,0,0,0,195,195,20,0,0,0,189,214,186,10,16,0,42,246,456,4,33,0,46,543,424,8,41,4,29,496,267,0,22,13,13,316,219,0,15,15,7,257,97,0,0,31,3,136,1667,23,125,60,838,2726,0,0,0,0,274,274,0,0,0,0,188,188,43,7,0,0,126,175,273,4,12,0,46,333,491,20,30,4,38,577,411,9,31,18,28,500,251,0,37,31,9,326,195,5,23,100,0,317,58,0,7,119,0,185,1716,47,146,263,713,2877,0,0,0,0,599,599,0,0,0,0,377,377,60,5,0,0,309,382,452,11,29,0,87,582,947,27,60,4,85,1121,831,13,76,17,58,998,517,6,60,37,18,646,417,5,37,115,8,575,153,0,12,150,9,319,3381,73,272,327,1551,5601
POA6016,0,0,0,0,284,284,12,0,0,0,243,255,321,6,6,0,460,797,679,24,37,0,219,952,521,30,62,3,136,758,312,22,86,6,110,531,194,16,58,8,41,314,71,3,28,19,27,147,25,4,4,16,11,54,2132,100,281,51,1531,4102,0,0,0,0,263,263,24,0,0,0,289,316,430,19,13,3,488,949,669,33,51,7,236,994,489,28,96,9,133,764,298,6,101,35,110,551,166,13,101,37,44,368,54,3,34,60,17,165,13,0,7,85,11,120,2144,115,412,234,1582,4486,0,0,0,0,543,543,35,3,0,0,528,570,752,30,24,3,946,1749,1346,59,84,4,454,1947,1017,62,164,10,272,1522,606,28,193,41,219,1085,358,34,167,45,82,686,128,8,58,77,43,307,36,0,10,105,20,173,4276,219,693,288,3111,8583
POA6017,0,0,0,0,48,52,14,3,0,0,130,149,270,7,16,0,361,649,247,20,22,0,177,468,80,3,31,0,109,233,74,6,43,4,56,183,50,11,52,5,42,164,33,9,21,8,9,75,7,3,0,3,4,20,778,65,190,18,937,1984,0,0,0,0,47,47,15,0,0,0,167,180,331,13,20,0,350,711,207,17,30,0,135,391,68,15,39,4,73,202,70,16,55,6,42,194,47,10,58,18,19,146,22,0,28,36,10,99,5,0,11,30,0,44,761,71,241,95,842,2022,3,0,0,0,97,100,30,0,0,0,292,327,593,20,37,0,712,1364,449,42,54,0,314,858,148,23,74,4,181,436,141,29,102,12,100,381,98,15,110,24,63,310,55,14,51,37,15,177,13,5,15,32,4,67,1537,140,434,114,1776,4002
POA6018,0,0,0,0,1174,1174,5,0,0,0,1063,1074,643,18,25,0,2050,2744,1961,82,170,0,883,3091,1883,87,244,9,473,2695,1456,60,329,21,259,2125,1096,42,257,52,158,1603,842,37,109,103,61,1143,285,6,31,155,14,489,8176,327,1167,339,6127,16136,0,0,0,0,1203,1203,20,0,4,0,1131,1160,982,37,49,0,2029,3098,2145,108,224,16,832,3316,1877,132,392,40,479,2922,1353,111,478,87,254,2290,1083,61,455,255,134,1989,658,34,232,525,53,1494,159,3,48,638,49,896,8276,482,1883,1562,6158,18371,0,0,0,0,2372,2375,28,0,4,0,2199,2229,1625,53,75,3,4085,5840,4102,184,395,14,1713,6410,3762,220,637,51,946,5613,2808,172,810,109,509,4412,2183,101,711,312,292,3597,1498,67,336,631,112,2642,447,9,80,794,57,1387,16452,811,3057,1904,12284,34508
POA6019,0,0,0,0,721,721,0,0,0,0,603,607,366,15,36,12,1800,2220,967,74,108,5,849,2001,904,88,198,3,403,1589,714,64,227,25,215,1243,583,20,157,21,83,866,340,14,68,30,28,477,109,0,13,44,10,180,3982,281,806,138,4701,9911,0,0,0,0,548,548,9,0,0,0,615,631,558,35,60,0,1837,2493,1028,88,165,9,689,1987,910,103,288,24,312,1637,685,64,314,44,160,1270,507,25,234,136,75,973,293,14,135,203,39,687,50,0,26,192,5,272,4044,332,1231,604,4283,10488,0,0,0,0,1270,1270,13,0,0,0,1223,1235,925,47,99,12,3636,4712,1997,160,276,10,1538,3987,1812,192,484,28,713,3223,1406,129,540,70,373,2517,1085,46,394,156,152,1841,631,28,206,235,67,1167,163,3,37,237,13,454,8028,612,2034,742,8987,20398
POA6020,4,0,0,0,701,705,0,0,0,0,570,577,171,5,5,0,597,783,954,29,57,0,283,1319,1197,59,121,8,192,1570,1118,31,130,13,125,1423,1319,20,142,48,57,1582,639,13,53,67,12,791,120,3,16,53,0,190,5520,158,527,191,2549,8938,0,0,0,0,639,641,9,0,0,0,503,512,293,9,13,0,513,830,1079,30,82,5,282,1473,1192,64,129,15,169,1571,1198,32,195,59,89,1572,1252,27,209,175,43,1711,432,11,102,230,21,796,74,0,17,200,7,299,5533,172,735,689,2270,9407,4,0,0,0,1343,1348,3,0,0,0,1076,1080,464,12,25,3,1117,1613,2031,60,132,5,561,2791,2393,121,251,22,358,3144,2319,65,329,74,215,3000,2573,45,347,223,105,3297,1073,21,155,299,41,1580,203,3,30,252,5,489,11055,333,1260,884,4819,18347
POA6021,0,0,0,0,509,513,9,0,0,4,560,569,432,14,15,0,969,1430,947,34,70,0,487,1535,861,58,123,8,282,1337,773,48,157,7,179,1170,658,23,114,38,55,899,530,12,44,52,23,660,180,7,9,64,0,257,4393,202,532,174,3063,8364,0,0,0,0,516,522,30,0,0,0,550,582,602,26,21,0,867,1516,1031,62,93,9,383,1583,845,72,193,20,225,1360,768,48,235,50,137,1243,728,27,205,183,60,1203,384,6,109,287,16,799,70,0,24,284,3,382,4459,242,887,835,2759,9186,3,0,0,0,1029,1035,40,0,0,0,1104,1150,1032,42,33,0,1837,2950,1985,96,159,6,866,3121,1710,131,322,28,513,2702,1541,98,392,61,316,2409,1391,53,327,217,114,2099,917,17,152,336,32,1457,246,5,29,347,7,640,8854,446,1418,1010,5820,17551
POA6022,0,0,0,0,138,138,0,0,0,0,129,126,106,9,0,0,216,329,220,12,22,0,128,379,205,16,33,0,79,338,148,9,37,6,29,237,237,7,34,12,21,303,146,3,17,11,6,180,25,0,0,7,0,31,1083,58,146,39,734,2056,0,0,0,0,121,121,4,0,0,0,112,115,153,6,6,0,186,351,239,14,28,0,87,369,192,17,50,6,54,315,168,10,53,20,31,285,233,19,53,39,10,357,101,0,23,49,0,175,13,0,0,24,3,39,1102,66,213,137,607,2124,0,0,0,0,260,260,3,0,0,0,237,236,258,10,8,0,401,673,455,23,53,0,215,752,394,31,89,5,129,646,318,22,92,26,60,518,474,27,84,51,29,665,246,0,33,66,11,357,31,0,0,37,4,70,2177,122,356,179,1344,4186
POA6023,0,0,0,0,578,576,0,0,0,0,341,343,139,9,5,0,439,583,778,37,49,0,208,1063,863,45,101,6,149,1164,644,25,97,10,75,850,757,16,78,25,23,899,407,8,31,39,11,491,71,5,4,37,0,112,3649,136,360,117,1814,6074,0,0,0,0,466,473,4,0,0,0,326,329,231,11,4,0,359,603,895,57,76,4,179,1207,834,46,144,11,124,1159,694,32,133,29,50,930,751,29,130,122,21,1057,270,6,70,146,13,503,35,0,13,145,4,200,3702,188,571,454,1543,6460,0,0,0,0,1043,1043,3,0,0,0,661,672,364,14,12,0,795,1184,1666,90,117,4,390,2270,1699,97,245,14,266,2324,1333,55,223,35,118,1779,1514,44,208,146,42,1957,670,13,100,182,24,988,99,8,17,185,5,314,7354,325,928,567,3351,12530
POA6024,0,0,0,0,407,407,3,0,0,0,336,343,210,8,8,0,531,760,592,37,54,3,331,1011,549,41,113,6,227,938,433,27,101,7,101,676,630,17,86,41,32,816,336,5,42,44,10,436,49,0,3,19,0,68,2800,148,408,122,1982,5457,0,0,0,0,402,402,9,0,0,0,310,315,312,16,13,0,468,814,610,68,78,3,243,1002,549,57,142,10,154,904,462,26,141,35,71,731,626,24,143,117,19,929,220,5,71,125,15,435,26,4,9,73,0,110,2811,195,596,366,1674,5647,0,0,0,0,807,803,12,0,0,0,647,654,518,27,27,0,1004,1577,1202,101,132,8,571,2022,1091,97,251,10,386,1841,894,58,242,46,175,1406,1259,44,236,159,45,1741,555,10,114,172,20,870,79,4,16,89,0,185,5613,342,1008,488,3656,11105
POA6025,3,0,0,0,977,981,6,0,0,0,860,869,486,19,20,0,1276,1806,1339,66,117,0,637,2162,1411,91,179,14,416,2112,1426,54,213,31,190,1907,1412,35,182,53,54,1739,604,10,60,71,14,765,105,7,16,44,4,173,6792,281,784,221,4429,12505,0,0,0,0,931,929,16,0,0,0,745,767,674,46,29,0,1135,1879,1471,114,141,12,494,2226,1440,111,267,24,273,2118,1467,93,388,75,171,2195,1296,46,285,211,49,1885,411,13,100,258,17,787,60,0,24,196,0,278,6835,418,1237,773,3806,13065,6,0,0,0,1905,1908,24,0,0,0,1608,1640,1160,61,48,0,2415,3690,2813,180,259,13,1126,4389,2850,204,442,40,687,4229,2887,140,597,108,353,4099,2707,78,464,265,107,3618,1011,22,159,323,30,1554,165,5,37,238,0,449,13623,698,2017,993,8235,25574
POA6026,0,0,0,0,742,742,3,0,0,0,663,665,224,13,4,0,663,909,1001,36,68,4,345,1452,1056,52,126,11,170,1417,1241,45,144,31,108,1562,1215,16,125,29,44,1432,409,8,35,41,9,504,149,3,8,94,8,260,5299,178,514,211,2746,8941,0,0,0,0,700,702,5,0,0,0,515,524,355,31,15,0,514,916,1098,56,108,4,285,1550,1128,74,207,18,163,1580,1359,51,273,43,99,1824,978,36,219,169,42,1441,322,6,88,248,14,679,98,4,28,334,14,474,5340,246,937,817,2340,9689,0,0,0,0,1440,1441,10,0,0,0,1172,1188,583,46,18,0,1177,1827,2095,94,177,13,626,3002,2185,123,328,24,331,2998,2595,94,416,74,205,3384,2189,50,339,200,92,2873,727,15,124,289,26,1183,250,7,39,431,15,740,10636,429,1452,1029,5091,18637
