POA_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA6012,16,47,74,41,48,41,59,35,11,376,4,31,95,69,57,64,68,37,14,437,0,54,98,77,89,70,70,36,10,504,0,25,108,73,60,69,49,15,0,408,0,18,97,92,80,74,26,24,3,413,0,5,65,72,76,57,39,16,3,338,0,7,99,167,185,117,65,34,9,680,0,3,32,54,86,60,22,5,0,261,0,0,37,237,332,239,112,57,6,1027,29,29,75,63,59,76,66,49,35,482,638,553,1009,1139,1334,1141,995,594,211,7622
POA6014,23,116,189,139,88,121,156,127,46,1006,10,116,268,219,140,136,170,82,50,1187,0,121,318,268,202,188,166,71,44,1379,0,67,288,208,189,160,107,44,22,1083,0,41,266,213,182,186,93,33,27,1025,0,22,190,191,194,146,54,21,8,824,0,9,310,477,525,397,118,33,18,1877,0,0,75,182,212,145,43,18,0,673,3,0,92,675,823,404,99,31,13,2147,19,30,119,108,97,66,90,70,104,691,1383,1168,2615,3240,3105,2453,1896,1140,716,17711
POA6015,8,24,17,13,25,38,36,48,30,251,0,29,27,23,37,39,45,51,19,278,4,25,29,22,58,65,49,49,24,322,0,22,40,33,51,44,42,37,16,278,0,17,34,46,73,59,44,34,19,325,0,3,42,36,47,60,33,15,11,246,0,8,56,75,129,132,70,27,12,519,0,3,16,45,89,60,19,18,6,257,0,9,14,176,411,279,82,30,21,1025,18,8,18,20,46,38,35,43,25,246,599,377,382,582,1121,998,646,575,319,5601
POA6016,4,61,134,75,54,65,48,12,8,458,7,54,204,150,80,55,42,22,4,614,0,53,215,180,108,81,62,15,5,715,3,43,185,144,102,75,26,6,0,575,0,20,156,128,122,76,25,4,4,532,0,11,142,128,88,60,16,0,0,450,0,11,213,323,284,164,35,3,9,1036,0,0,48,124,105,53,15,0,0,347,5,0,60,290,255,87,16,6,0,712,15,31,87,74,53,44,25,15,9,368,543,570,1749,1947,1522,1085,686,307,173,8583
POA6017,0,36,117,41,24,31,25,15,3,294,3,49,161,77,34,21,16,8,0,371,0,40,200,135,56,36,16,4,0,489,4,25,170,72,41,34,9,4,0,354,0,12,132,81,26,32,5,0,0,289,0,7,75,50,19,16,7,0,0,179,0,10,114,99,45,20,7,0,0,294,0,3,14,9,15,5,0,0,0,47,0,0,13,17,5,0,0,0,0,42,10,34,113,66,36,32,29,12,4,336,100,327,1364,858,436,381,310,177,67,4002
POA6018,36,194,276,260,254,225,290,264,141,1931,29,220,373,324,310,299,253,162,66,2034,19,227,597,486,442,361,262,115,27,2533,6,179,697,481,381,317,171,85,16,2337,0,109,691,553,481,344,124,53,8,2371,0,39,552,497,418,269,83,29,5,1902,0,51,989,1273,1003,620,155,36,3,4138,3,7,201,384,329,188,39,11,0,1157,0,10,231,805,797,364,88,28,4,2330,69,90,369,280,205,170,188,251,322,1935,2375,2229,5840,6410,5613,4412,3597,2642,1387,34508
POA6019,28,116,224,158,123,134,173,122,45,1118,11,135,357,213,199,152,142,101,28,1330,10,130,470,284,216,220,171,74,29,1599,10,104,546,291,210,186,117,39,17,1516,7,61,567,322,218,220,81,33,9,1505,0,36,429,316,222,161,52,15,8,1241,6,26,796,795,610,389,86,22,4,2733,0,4,154,273,204,112,27,4,0,781,0,0,179,488,492,222,60,18,4,1460,55,84,397,262,172,115,102,65,33,1276,1270,1235,4712,3987,3223,2517,1841,1167,454,20398
POA6020,29,105,87,114,120,159,311,147,34,1111,19,124,114,129,141,180,287,130,26,1148,7,108,180,185,198,241,260,98,26,1305,4,65,180,187,232,232,197,54,9,1159,3,34,165,233,246,213,147,46,8,1092,3,12,132,193,259,193,80,12,0,890,0,11,233,597,576,468,143,29,6,2062,0,6,49,190,208,138,48,16,0,663,0,0,76,422,570,326,106,23,4,1528,33,37,81,107,130,112,146,96,89,828,1348,1080,1613,2791,3144,3000,3297,1580,489,18347
POA6021,19,122,184,155,149,144,161,110,24,1069,17,130,276,233,201,170,139,55,15,1242,0,107,381,301,285,247,95,34,7,1460,6,77,364,265,249,169,98,15,0,1233,0,31,305,284,228,192,49,16,4,1117,0,16,242,227,198,132,41,9,3,872,0,26,324,491,342,224,63,16,6,1488,0,9,54,144,92,66,10,7,0,385,0,3,59,225,219,117,27,9,0,661,36,59,169,141,135,114,107,128,128,1019,1035,1150,2950,3121,2702,2409,2099,1457,640,17551
POA6022,7,29,37,45,27,24,57,23,8,251,0,30,54,64,38,42,51,24,3,307,3,23,87,76,67,54,48,24,3,383,0,21,70,78,75,43,35,4,0,332,0,3,81,76,72,48,21,0,0,300,0,3,60,60,56,32,6,0,0,215,0,3,102,124,113,66,20,7,0,433,0,0,14,33,19,19,5,0,0,87,0,0,23,38,23,14,3,0,0,93,9,17,30,27,27,7,23,19,5,161,260,236,673,752,646,518,665,357,70,4186
POA6023,28,61,68,90,94,114,182,105,23,774,14,75,73,130,125,119,151,60,18,774,9,76,121,172,196,173,159,44,8,963,0,39,116,179,175,131,99,37,9,786,0,22,147,173,196,154,89,25,10,807,0,3,110,175,197,132,45,5,0,662,0,5,175,464,481,267,87,17,3,1497,0,0,29,169,143,70,26,5,0,444,0,0,26,246,268,106,29,10,0,681,25,22,61,68,86,73,70,50,21,469,1043,672,1184,2270,2324,1779,1957,988,314,12530
POA6024,24,61,97,117,90,97,149,78,14,718,15,73,141,132,136,104,126,47,11,788,7,73,171,162,201,160,124,30,3,919,7,40,183,158,193,136,86,10,4,813,0,24,174,197,172,116,36,15,0,736,0,17,145,174,150,102,32,3,0,630,0,10,211,383,293,151,56,3,0,1105,0,0,38,115,71,26,12,0,0,265,0,0,36,84,77,45,12,4,0,259,20,30,72,101,79,58,49,51,10,468,803,654,1577,2022,1841,1406,1741,870,185,11105
POA6025,46,162,233,222,206,256,344,124,31,1634,24,178,253,270,262,297,257,89,26,1660,9,173,445,368,376,348,265,61,9,2055,4,122,422,411,342,325,160,26,9,1824,0,61,483,443,367,308,131,31,9,1830,0,26,318,350,311,249,102,12,4,1373,0,27,453,785,747,546,121,15,4,2698,0,9,102,216,196,135,37,3,0,692,0,8,89,339,453,284,59,11,4,1253,56,62,180,176,176,151,114,80,50,1041,1908,1640,3690,4389,4229,4099,3618,1554,449,25574
POA6026,30,130,108,148,163,215,252,95,42,1183,20,144,153,183,193,242,211,64,32,1243,9,113,219,284,290,356,199,40,18,1537,4,87,206,257,253,293,140,29,7,1260,5,45,204,290,300,273,113,8,6,1234,0,14,150,252,241,215,51,6,0,931,0,9,232,576,564,463,82,11,5,1936,0,7,39,155,162,127,17,0,5,510,0,0,47,191,243,157,24,0,0,665,28,31,77,93,96,104,76,85,90,673,1441,1188,1827,3002,2998,3384,2873,1183,740,18637
POA6027,81,284,364,308,326,384,372,150,37,2310,38,343,459,398,395,448,351,98,24,2558,19,295,651,581,557,613,289,61,12,3076,20,152,554,516,526,488,197,31,5,2489,6,94,539,558,531,477,166,30,5,2393,3,49,364,444,443,369,98,18,0,1798,5,31,566,974,914,750,149,10,5,3397,0,6,109,241,248,166,31,4,0,810,0,4,99,308,442,271,55,10,0,1189,101,137,297,306,290,263,221,186,148,1946,2591,2771,5246,5820,5796,5972,4563,1861,695,35310
POA6028,47,179,149,132,215,193,143,59,8,1126,44,209,194,153,251,252,112,23,5,1253,19,175,298,260,371,329,124,19,3,1593,0,89,266,225,320,305,77,14,0,1292,4,53,228,250,375,301,68,7,0,1292,0,19,161,253,365,242,49,3,0,1095,3,28,226,473,756,515,52,0,0,2053,0,4,43,142,238,140,20,4,0,595,0,4,44,261,431,250,32,3,0,1024,61,70,98,110,184,132,63,36,30,792,1853,1598,2229,2815,4196,3679,1877,718,213,19164
POA6029,4,11,8,17,14,7,22,21,10,118,4,17,20,14,14,18,32,13,3,133,0,16,25,21,22,39,30,9,0,153,0,10,26,12,32,25,16,8,0,133,0,8,13,30,28,26,21,8,0,132,0,4,22,11,33,15,13,6,0,105,0,0,35,65,85,54,19,3,0,265,0,0,12,34,27,23,5,5,0,103,0,0,15,78,98,54,25,9,0,286,7,10,21,18,13,23,16,16,11,130,210,172,216,352,415,368,328,192,73,2330
POA6030,81,311,412,356,346,274,226,177,107,2293,70,409,539,421,534,376,164,75,32,2627,28,303,681,522,606,513,166,54,12,2880,6,144,565,531,546,418,93,27,5,2337,7,83,440,482,511,337,73,13,11,1964,4,48,298,365,441,266,52,10,3,1484,7,47,406,704,809,488,80,6,0,2550,0,9,93,166,213,139,22,4,0,644,0,0,50,189,340,171,26,3,3,787,178,169,365,348,357,294,168,176,180,2236,2867,2818,5317,5360,6004,4806,2902,1935,793,32797
POA6031,49,146,214,199,139,93,53,38,7,933,28,168,341,272,242,136,53,16,3,1256,10,111,427,359,283,201,57,4,0,1462,4,53,355,339,264,150,35,4,0,1205,0,46,275,279,226,131,15,0,0,974,0,15,189,229,182,100,11,0,0,728,0,23,251,420,358,172,21,0,0,1240,0,0,48,80,84,39,3,0,0,263,0,0,28,81,111,44,0,0,0,269,54,60,145,139,132,62,50,22,6,666,1350,1181,2988,3055,2498,1638,873,300,58,13943
POA6032,0,4,0,0,0,5,4,4,0,14,0,0,0,0,5,3,0,0,0,14,0,0,4,8,4,0,3,0,0,15,0,0,3,5,0,3,0,0,0,9,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,6,0,0,5,3,3,0,0,12,10,16,15,19,35,39,17,9,0,167
POA6033,0,0,0,0,3,0,3,0,0,12,0,0,0,8,5,4,0,0,0,22,0,5,11,4,7,10,0,0,0,32,0,0,3,6,3,6,0,0,0,18,0,0,3,5,0,3,0,0,0,14,0,0,0,7,8,3,0,0,0,21,0,0,0,5,14,9,6,0,0,27,0,0,0,0,3,0,0,0,0,8,0,0,0,0,4,3,4,0,0,12,0,3,11,5,3,9,7,0,0,37,29,23,55,51,70,75,48,13,8,371
POA6034,0,20,62,32,20,12,11,0,0,156,4,34,91,51,24,17,3,0,0,224,0,34,122,63,61,24,7,0,0,314,0,26,97,64,36,22,7,0,0,245,0,14,83,52,40,20,5,0,0,210,0,10,54,45,29,14,0,0,0,150,0,10,82,72,54,22,0,0,0,234,0,0,18,10,6,0,0,0,0,36,0,0,14,24,9,0,0,0,0,47,14,18,57,48,39,16,3,5,0,200,177,252,867,575,386,217,137,46,0,2667
POA6035,23,64,104,100,89,62,59,39,6,538,12,65,171,139,102,82,42,19,0,622,7,47,175,146,125,101,37,8,0,653,0,29,136,151,111,99,26,8,4,571,0,18,118,117,124,68,15,0,0,461,0,5,71,104,89,73,5,0,0,353,0,14,128,186,230,96,12,5,0,680,0,0,29,48,57,19,5,3,0,156,0,0,27,53,41,30,8,0,0,159,50,49,124,118,96,75,45,74,70,699,675,507,1491,1556,1413,1117,852,503,151,8266
POA6036,45,143,192,165,149,102,78,25,3,903,23,148,266,210,241,108,52,20,0,1065,10,142,318,317,286,159,54,11,0,1287,8,73,246,241,245,143,36,4,0,994,4,35,217,220,229,113,20,0,0,847,0,13,142,158,198,101,15,0,0,636,5,39,203,331,399,178,16,4,0,1168,0,4,37,77,107,48,9,0,0,280,0,0,36,106,124,55,12,0,0,327,59,72,151,144,158,88,31,25,11,724,1401,1294,2443,2579,2702,1634,981,401,81,13511
POA6037,4,28,31,28,34,29,29,10,4,205,9,14,45,19,49,32,26,10,6,200,4,6,45,40,49,51,17,10,0,221,0,9,25,41,39,37,7,0,0,164,0,9,21,32,48,35,9,0,0,163,0,4,24,25,44,18,0,0,0,119,0,6,34,55,63,41,4,3,0,215,0,0,7,16,22,14,3,0,0,66,0,0,9,17,36,11,0,0,0,75,17,21,38,57,62,57,22,7,0,279,204,174,440,481,570,522,355,175,35,2953
POA6038,19,79,144,111,66,51,35,7,5,521,20,93,208,134,112,61,14,4,0,650,7,81,260,181,154,65,20,3,0,772,0,34,237,188,128,57,13,0,0,663,0,17,196,161,126,51,15,0,0,567,0,9,124,134,98,33,5,0,0,409,0,10,216,273,168,83,5,0,0,752,0,0,33,63,51,17,0,0,0,163,0,0,38,56,42,15,0,0,0,160,27,37,97,85,70,42,10,13,0,386,569,611,2030,1735,1238,704,415,147,35,7482
POA6041,6,9,15,14,12,7,21,9,4,86,4,4,14,8,23,20,8,10,0,90,0,6,12,12,23,24,10,3,0,83,0,5,6,7,14,19,4,3,0,56,0,0,0,11,23,11,6,0,0,51,0,0,0,7,11,5,5,0,0,37,0,3,6,22,25,20,6,0,0,91,0,0,4,9,10,7,0,0,0,33,0,0,0,8,17,6,0,0,0,34,6,4,8,19,25,18,28,20,4,137,95,54,120,153,253,244,277,138,27,1357
POA6042,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,3,0,19,0,0,10,8,7,15,44,10,4,100
POA6043,0,0,5,0,4,0,3,0,0,15,0,0,0,0,4,3,4,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,5,6,0,0,11,0,0,0,0,7,4,0,0,0,12,0,0,0,0,4,3,0,0,0,10,0,4,0,0,6,0,0,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,13,10,9,6,0,31,0,8,17,5,47,53,62,26,3,221
POA6044,0,17,30,15,13,18,18,5,4,117,0,9,44,8,10,13,22,0,0,112,0,4,16,11,7,12,3,5,0,67,0,0,6,11,10,13,9,5,0,63,0,0,4,7,13,21,4,4,0,61,0,0,5,6,11,6,3,0,0,31,0,0,12,14,17,12,3,0,0,60,0,0,3,5,4,4,3,3,0,19,0,0,0,3,5,8,3,0,3,25,5,13,10,9,33,21,19,19,3,128,38,52,142,122,176,230,255,123,35,1174
POA6050,18,119,163,77,66,82,115,69,30,740,12,108,201,109,92,83,120,61,36,820,5,105,286,164,118,142,126,38,25,1020,3,55,254,154,128,129,94,30,9,857,5,51,246,169,127,139,54,19,7,808,0,23,178,159,139,125,55,8,6,684,0,14,287,389,340,247,83,22,17,1399,0,4,82,121,160,97,31,5,7,508,0,0,94,374,446,323,94,19,12,1363,20,32,136,96,77,81,97,155,195,895,844,1107,2369,2126,2018,1860,1520,999,707,13557
POA6051,13,108,216,127,76,70,75,28,16,720,10,113,329,169,98,100,71,26,5,928,3,106,416,255,122,116,74,17,3,1115,0,65,342,244,123,97,41,9,0,921,3,29,318,205,131,85,29,13,0,819,0,16,231,183,112,74,28,5,0,646,0,21,422,428,268,136,34,10,0,1315,0,4,78,116,76,35,11,0,0,324,0,9,58,153,127,78,14,4,0,440,23,63,222,167,110,78,52,30,7,749,391,931,3215,2464,1572,1256,1073,449,114,11470
POA6052,21,70,101,66,62,71,86,40,12,524,9,77,141,112,80,96,66,25,9,617,4,61,161,139,134,136,57,9,3,698,0,43,178,151,129,110,41,9,3,667,0,20,199,145,139,116,34,3,3,657,0,12,138,144,136,87,16,3,0,537,0,11,210,376,282,220,45,0,0,1146,0,0,55,114,84,35,5,0,0,292,0,0,51,221,185,91,10,0,0,558,24,40,70,65,60,57,75,56,38,481,564,697,1603,1844,1601,1448,1027,498,242,9529
POA6053,17,90,123,142,91,90,84,50,36,722,9,92,202,145,145,135,98,36,17,878,7,87,274,186,179,172,84,21,6,1030,4,65,273,189,156,129,59,7,0,886,0,19,269,211,210,174,39,4,4,931,0,15,175,213,169,104,35,5,5,713,0,14,342,538,409,215,66,0,0,1586,0,0,67,134,109,68,4,0,0,375,0,0,83,189,168,66,14,0,0,533,29,32,108,114,93,75,77,76,80,684,701,773,2361,2434,2102,1780,1346,740,428,12668
POA6054,25,115,181,174,166,178,150,87,23,1095,28,154,272,233,225,202,114,37,13,1278,15,120,378,329,309,282,116,27,11,1573,0,73,315,282,263,195,59,7,4,1196,0,33,274,272,230,199,59,9,3,1082,0,8,164,220,209,131,26,4,0,765,0,24,302,439,428,270,56,4,0,1517,0,0,63,106,78,51,3,0,0,303,0,0,52,117,122,75,10,4,0,386,55,93,215,192,183,154,118,104,37,1165,1024,1214,2951,3043,2859,2647,2060,1096,410,17296
