POA_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
POA6320,284,272,554,16,16,33,44,46,88,17,19,38,13,15,33,27,33,56,28,35,57,35,27,67,53,49,102,29,19,46,16,21,34,4,3,8,265,248,514,22,30,44,56,73,130,0,0,0,0,0,0,56,73,130,230,216,443,20,22,47,234,238,474,9,10,20,249,236,479,4,0,7,33,34,75,8,12,18,0,5,3,0,11,11,74,96,174,29,18,41,72,43,111,17,10,26,11,4,19,3,0,6,247,237,482,27,19,47
POA6321,248,253,505,15,21,35,42,39,79,12,8,25,3,9,18,23,22,40,23,39,63,35,31,62,43,32,72,32,29,62,19,21,44,0,5,4,217,219,439,31,35,66,9,11,21,0,0,0,0,0,0,9,11,21,185,186,374,28,32,66,204,215,420,10,8,19,202,205,407,7,3,8,32,34,67,4,8,14,0,0,0,0,5,7,59,74,136,21,25,46,64,51,115,17,9,27,18,6,19,0,0,0,208,199,409,29,25,49
POA6322,120,122,240,9,3,17,13,16,26,8,8,13,5,6,11,7,11,14,9,12,25,15,18,34,14,21,30,28,18,41,9,9,23,3,0,7,106,110,215,10,14,24,0,0,0,0,0,0,0,0,0,0,0,0,94,84,181,13,24,43,109,109,211,0,0,0,106,105,212,0,0,0,13,17,30,4,6,7,0,0,0,0,5,5,30,44,73,15,12,28,27,28,59,6,0,6,9,4,13,0,0,0,104,105,210,9,9,21
POA6323,555,508,1062,24,17,44,70,61,133,38,24,57,12,13,23,33,28,60,39,49,87,76,75,147,110,91,203,114,101,205,49,42,98,4,0,7,516,463,980,44,41,79,5,11,18,0,0,0,0,0,0,5,11,18,369,342,716,120,111,238,492,448,937,12,17,31,470,426,893,3,5,7,56,56,113,21,13,35,0,6,6,3,10,12,149,179,326,36,41,76,178,135,308,28,27,57,20,5,30,0,0,0,490,453,943,47,39,83
POA6324,1914,1826,3743,103,86,186,247,211,459,122,93,212,77,61,140,169,173,339,232,201,432,261,262,525,284,308,589,262,264,521,123,107,225,48,59,106,1754,1702,3461,160,125,280,71,74,147,0,0,0,0,0,0,71,71,147,1363,1246,2610,335,366,697,1504,1493,2997,135,141,276,1537,1546,3084,21,12,34,218,184,404,76,70,144,8,8,15,19,63,82,574,677,1252,150,175,324,445,367,811,111,67,173,58,46,100,27,17,47,1583,1593,3173,278,185,461
POA6326,267,251,514,9,12,16,32,28,58,13,18,27,10,10,26,28,22,53,23,29,52,39,42,82,45,55,106,42,29,75,13,9,24,0,0,8,238,236,473,30,19,43,5,5,11,0,0,0,0,0,0,10,5,13,191,171,357,47,55,97,215,219,432,20,10,33,218,209,432,4,6,11,31,22,49,3,15,17,0,0,0,6,5,7,87,101,196,20,24,49,64,44,110,13,7,27,5,4,9,0,0,5,226,221,446,20,23,41
POA6327,146,117,268,5,7,17,23,21,38,10,0,11,8,0,8,11,13,28,16,17,32,29,22,51,21,17,31,18,16,35,11,3,17,3,4,5,135,110,247,12,9,19,0,0,0,0,4,4,0,0,0,0,3,3,99,93,186,27,16,40,121,101,223,0,9,10,116,103,217,3,0,4,15,21,31,0,0,8,0,0,0,0,7,4,46,40,85,10,13,23,33,22,54,0,4,5,9,3,10,0,0,0,123,106,227,23,11,38
POA6328,224,209,431,17,16,38,21,31,48,15,7,20,11,12,22,38,33,71,29,24,50,14,20,37,44,39,86,23,19,44,16,7,20,0,0,0,200,186,383,26,24,50,5,6,9,0,0,0,0,0,0,5,6,9,180,164,340,27,27,61,203,190,395,3,9,7,193,177,367,6,5,7,19,28,47,6,3,12,0,0,0,0,12,12,77,87,162,16,21,44,45,29,77,15,0,13,9,7,16,0,0,0,193,174,371,26,27,54
POA6330,18651,19396,38042,958,925,1881,2442,2326,4765,1245,1135,2376,903,798,1704,2106,1944,4054,2003,2142,4146,2295,2589,4882,2503,2817,5324,2386,2522,4911,1312,1540,2852,500,664,1156,17029,18094,35127,1618,1295,2915,782,647,1429,9,8,22,16,7,18,805,658,1465,14203,14504,28704,3379,3955,7331,16211,17200,33415,1101,1265,2372,16308,17360,33673,255,230,483,2273,2166,4440,832,818,1649,124,149,275,320,743,1061,6165,7751,13914,1744,1932,3677,4625,4050,8674,944,821,1771,621,499,1116,79,73,148,16328,17618,33945,1866,1531,3395
POA6333,3084,3226,6310,155,148,306,403,383,779,212,183,395,61,60,126,169,226,393,308,376,691,390,441,833,520,533,1055,512,528,1042,277,260,542,67,86,155,2709,2937,5652,368,286,656,31,42,75,0,4,4,0,0,0,31,47,77,2082,2155,4240,675,760,1432,2697,2785,5481,89,152,238,2666,2790,5458,36,33,74,352,328,684,153,145,298,17,11,28,48,133,174,1218,1492,2704,237,232,464,622,556,1179,136,109,244,56,47,101,0,3,7,2512,2751,5265,539,524,1062
POA6335,397,361,758,36,30,66,53,46,101,12,18,33,14,11,33,47,63,110,48,51,97,41,35,81,67,48,109,48,36,87,13,8,25,4,7,12,376,343,723,20,14,35,36,40,79,0,0,0,0,0,0,36,44,76,291,266,558,70,56,130,323,301,628,38,31,65,328,298,628,7,4,11,49,40,92,7,9,17,3,0,0,4,9,16,145,139,280,22,10,35,81,74,154,17,13,31,10,7,17,3,6,4,360,325,679,35,43,78
POA6336,191,150,343,21,15,35,11,20,35,9,0,8,9,11,18,29,24,53,22,19,39,29,23,48,31,27,61,26,14,35,4,0,7,0,0,0,173,137,313,17,16,34,6,6,13,0,0,0,0,0,0,6,6,13,159,113,273,11,24,42,168,132,300,0,5,11,169,125,289,0,0,4,13,15,31,5,0,3,0,0,0,0,5,9,66,55,124,14,17,26,43,29,71,11,0,10,7,7,4,0,0,0,157,134,286,23,13,34
POA6337,305,243,545,30,20,55,48,30,80,13,11,17,14,14,28,37,42,77,42,34,81,35,32,71,51,33,82,14,18,32,5,7,10,0,0,0,281,227,502,26,17,44,10,3,17,3,0,6,0,0,0,18,8,22,233,173,411,27,26,51,253,197,446,10,11,27,237,189,425,7,0,10,39,28,68,5,5,10,4,4,6,3,5,8,110,100,206,15,15,37,54,31,83,14,10,24,7,0,7,0,0,0,250,197,440,59,39,97
POA6338,377,349,730,24,21,47,43,54,98,13,9,25,20,6,24,32,39,67,42,45,89,42,51,93,63,55,114,69,50,119,28,17,39,3,3,6,322,306,629,59,40,98,9,10,18,0,0,0,0,0,0,9,10,18,312,279,593,41,47,88,346,316,666,18,16,33,345,310,662,4,0,10,39,46,87,8,9,18,0,0,0,0,8,10,139,152,293,21,28,49,96,63,162,23,8,35,9,3,13,0,0,0,326,298,624,41,54,97
POA6341,145,116,260,12,12,24,25,14,42,11,6,14,10,4,19,10,15,23,27,18,42,20,22,40,18,10,25,8,11,18,3,4,10,0,0,0,126,106,230,17,11,28,0,0,3,0,0,0,0,0,0,0,0,3,119,93,212,16,17,30,133,102,237,5,4,12,127,95,217,3,4,8,22,13,38,6,6,13,0,4,4,0,4,6,55,45,101,10,10,24,20,19,43,3,0,7,4,0,5,0,0,0,122,103,225,14,10,27
POA6343,127,109,231,8,14,21,17,15,34,5,5,10,0,0,5,18,18,31,20,17,35,26,14,43,11,10,24,9,5,15,6,4,7,0,0,0,117,100,218,15,7,17,0,0,0,0,0,0,0,0,0,0,0,0,101,76,175,7,13,17,103,83,188,4,3,5,104,79,187,0,0,0,16,17,31,4,3,10,0,0,0,0,5,5,47,45,89,9,7,10,29,7,30,3,3,3,3,0,3,0,0,0,100,85,188,19,19,43
POA6346,452,383,832,25,29,47,39,59,103,15,13,33,29,20,52,74,52,126,67,40,109,78,52,133,68,56,121,37,27,67,18,13,27,3,10,15,424,342,761,37,36,73,10,16,24,0,0,0,0,0,0,10,19,21,334,280,611,73,67,139,374,328,702,25,25,53,369,326,694,3,9,14,39,50,93,5,14,19,5,3,3,11,12,28,161,151,310,34,34,67,103,66,164,24,9,34,3,3,11,3,0,5,338,312,653,597,111,707
POA6348,563,544,1115,51,44,95,66,54,113,7,12,19,12,14,30,67,84,146,67,66,134,77,67,140,100,73,172,82,72,153,38,55,84,9,11,16,514,486,998,56,58,115,23,30,48,0,0,0,0,0,0,23,29,45,394,364,763,112,118,231,470,463,935,33,30,67,466,444,914,16,12,26,58,44,109,8,4,9,0,4,4,7,25,32,176,202,371,34,54,92,141,101,247,27,32,57,21,16,31,0,0,0,486,460,945,83,63,142
POA6350,161,178,335,9,12,23,13,25,35,3,3,8,5,11,8,14,17,35,22,16,34,24,22,48,25,22,45,26,29,55,17,14,34,0,0,0,143,156,303,13,25,37,5,12,22,0,0,0,0,0,0,5,12,22,110,128,236,18,18,28,126,138,262,0,0,0,124,139,258,0,3,6,10,19,22,3,4,6,0,0,0,0,0,0,53,56,112,6,9,20,35,27,64,4,7,13,6,3,14,0,0,0,124,134,259,31,24,61
POA6351,37,23,57,0,6,8,7,8,12,5,0,5,3,0,3,6,0,0,7,3,10,8,4,7,4,5,10,4,0,9,0,0,0,0,0,0,32,22,59,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,17,47,0,5,6,30,23,52,0,0,0,30,17,54,0,6,6,7,8,12,0,0,0,0,0,0,0,0,0,16,15,29,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,31,21,53,4,0,3
POA6352,97,73,172,3,0,5,20,11,32,4,3,4,3,3,0,12,10,19,11,16,27,14,4,16,19,12,26,12,10,17,3,0,7,0,0,0,86,64,150,8,8,19,0,3,6,0,0,0,0,0,0,0,4,9,72,52,121,3,3,7,70,56,134,0,0,0,72,57,124,0,0,0,16,11,27,3,3,5,0,0,0,0,0,0,25,22,47,8,5,14,12,8,24,7,0,9,0,0,0,0,0,0,66,56,126,50,19,63
POA6353,414,367,786,26,31,60,50,39,93,21,15,38,26,24,48,58,39,98,36,52,90,54,40,100,63,52,116,38,40,74,21,24,52,0,10,9,374,335,706,38,36,78,5,6,11,0,0,0,4,3,9,11,11,22,340,294,630,46,51,97,369,325,697,16,23,44,363,333,696,8,9,19,54,36,88,5,11,23,0,5,5,3,12,10,161,155,318,29,32,61,99,64,160,16,13,25,3,3,14,0,4,3,353,317,674,56,38,98
POA6355,243,196,441,24,13,35,23,26,55,5,7,12,8,3,12,19,25,47,41,30,75,42,33,69,39,32,72,28,19,49,9,5,15,3,0,4,219,180,401,25,19,40,5,4,10,0,0,0,0,0,0,5,4,10,189,151,338,31,31,62,210,163,375,11,17,29,202,167,366,5,0,6,24,28,50,4,5,6,0,4,3,0,0,0,101,93,191,18,16,36,42,31,77,9,3,16,6,3,8,0,0,0,215,174,382,36,18,52
POA6356,66,53,115,3,3,6,8,8,16,5,3,7,0,0,3,0,8,5,19,5,24,12,8,26,8,5,16,3,3,8,0,0,0,0,0,0,57,35,98,5,13,15,0,0,0,0,0,0,0,0,0,0,0,0,50,43,86,13,3,15,60,44,108,0,4,4,55,43,94,0,0,5,8,8,16,3,3,3,0,0,0,0,0,0,22,23,49,4,3,7,14,4,18,6,0,5,4,0,3,0,0,0,53,33,90,19,6,24
POA6357,26,30,60,0,7,7,0,0,5,4,0,3,0,0,5,0,4,7,0,3,8,5,4,9,3,0,4,8,8,10,0,0,0,0,0,0,23,30,51,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,24,48,3,3,5,24,20,46,0,0,3,20,26,49,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,13,12,27,4,6,8,6,3,7,3,0,3,0,0,0,0,0,0,17,26,45,7,6,10
POA6358,53,49,105,8,0,7,4,8,14,3,5,7,9,3,4,3,5,12,3,5,10,9,8,21,5,3,13,6,3,9,3,4,11,5,0,5,46,48,90,6,3,11,6,3,10,0,0,0,0,0,0,6,3,10,40,38,77,3,0,6,43,42,88,0,0,0,48,45,84,0,0,0,5,8,15,0,0,0,0,0,0,0,0,0,14,19,35,0,3,4,13,5,13,3,0,3,3,0,3,0,0,0,44,38,80,7,9,17
POA6359,249,187,439,17,13,26,37,23,58,8,0,10,18,4,18,18,18,37,42,35,82,36,26,62,30,34,56,30,17,50,11,11,27,4,3,14,219,160,381,35,26,57,0,0,8,0,0,0,0,0,0,0,0,8,181,130,307,29,26,49,199,147,348,10,3,17,188,146,336,4,3,4,25,12,40,0,0,3,0,0,0,0,10,4,70,73,145,19,11,38,46,29,76,16,12,20,14,5,13,4,0,4,163,136,301,318,81,397
POA6361,52,51,102,6,4,6,4,6,7,0,0,0,6,3,13,10,3,11,3,7,13,11,4,16,6,8,21,8,0,9,8,0,6,0,0,0,50,41,89,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,38,32,70,0,8,9,40,38,81,0,0,3,39,39,77,0,0,3,4,6,3,0,0,0,0,0,0,0,0,0,19,25,43,0,0,8,6,3,10,0,3,9,0,0,0,0,0,0,38,31,71,14,10,22
POA6363,48,39,93,6,0,3,3,5,13,4,3,3,3,0,3,5,6,7,5,3,11,11,13,21,3,5,7,5,3,6,4,0,5,0,0,0,43,34,81,7,5,8,0,4,4,0,0,0,0,0,0,0,4,4,44,38,81,0,3,3,44,42,84,0,0,0,44,39,80,0,0,0,3,5,13,0,3,0,0,0,0,0,3,3,20,22,43,0,4,3,6,3,14,0,0,0,3,0,3,0,0,0,40,43,83,3,0,3
POA6365,278,259,538,16,21,34,40,43,81,5,8,9,9,6,19,27,33,57,36,34,75,34,26,64,45,44,85,38,36,73,20,16,35,9,0,8,258,233,488,23,27,53,4,10,12,0,0,0,0,0,0,4,10,12,225,209,438,22,28,50,255,231,483,0,9,9,245,228,471,3,7,9,36,39,75,0,4,10,0,3,3,6,12,16,109,108,218,13,17,33,50,40,93,7,13,14,13,0,11,3,0,3,236,222,455,30,24,52
POA6367,169,165,332,7,8,15,15,16,32,7,6,12,8,7,9,17,19,31,14,18,33,23,27,49,37,31,66,31,22,50,8,6,18,0,7,6,153,148,301,21,19,30,20,31,50,0,0,0,0,0,0,20,31,50,135,127,263,21,23,38,145,145,286,7,7,20,143,141,288,0,0,3,13,18,30,0,5,6,0,0,3,0,10,10,45,61,110,11,15,25,48,41,89,11,9,16,13,5,13,0,0,0,146,137,282,24,19,43
POA6368,46,43,85,0,4,5,10,11,15,0,0,0,6,0,3,8,10,12,7,9,12,3,5,4,5,4,11,8,3,11,0,4,8,0,0,0,45,45,82,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39,35,71,4,4,7,39,36,74,0,3,3,43,38,76,0,0,0,10,7,17,0,0,0,0,0,0,0,0,0,17,17,33,6,3,9,8,3,10,0,0,0,0,0,0,0,0,0,38,37,80,7,8,18
POA6369,352,313,656,19,22,37,45,41,85,7,11,16,18,8,23,41,41,81,30,30,55,49,39,89,53,46,99,46,29,78,29,34,61,13,27,37,295,279,579,50,32,82,11,8,25,0,0,0,0,0,0,11,8,25,248,232,477,33,32,67,259,243,508,15,19,41,265,246,515,0,5,4,35,33,66,0,4,5,0,0,4,0,7,7,108,106,216,24,24,51,59,54,118,21,9,30,12,21,32,0,0,0,258,236,495,83,64,144
POA6370,236,225,457,13,14,26,40,37,78,6,5,14,15,6,11,26,26,54,21,23,39,27,27,48,43,42,84,34,19,49,16,23,38,3,7,6,212,204,413,24,14,46,8,7,13,0,0,0,0,0,0,8,7,13,188,174,362,7,19,22,194,183,377,0,8,10,197,178,378,0,3,3,33,34,67,0,0,4,0,4,4,0,10,11,67,77,144,12,19,24,63,38,94,14,11,23,8,3,10,0,0,0,184,176,358,36,32,68
POA6372,59,50,105,0,0,3,5,4,14,6,6,5,0,0,0,4,0,7,7,8,11,6,4,13,13,7,19,11,6,16,0,9,13,3,0,7,54,42,93,5,6,9,5,0,3,0,0,0,0,0,0,5,0,3,40,40,81,5,6,14,47,43,89,0,0,3,44,44,93,0,3,3,5,4,14,0,0,0,0,0,0,0,4,4,18,15,31,11,5,11,11,14,26,3,5,11,0,0,0,0,0,0,49,40,92,19,4,27
POA6373,40,36,82,0,4,5,5,8,6,0,0,0,7,4,9,6,4,9,6,3,11,11,7,17,7,4,11,4,4,10,0,0,0,0,0,0,40,41,71,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,35,77,0,4,4,41,36,76,0,0,0,41,37,78,0,0,0,5,8,6,0,0,0,0,0,0,0,3,3,21,19,41,3,7,14,5,4,11,0,0,0,0,0,0,0,0,0,40,34,77,0,0,0
POA6375,433,443,880,18,29,49,45,48,95,21,7,33,28,18,40,39,45,87,49,45,101,50,43,95,55,58,114,74,69,142,28,40,66,19,25,42,387,399,788,48,42,88,7,18,24,0,0,0,0,0,0,7,17,26,362,354,717,47,55,100,403,391,787,15,18,28,385,388,773,3,9,16,40,51,86,10,6,14,0,3,3,4,9,14,169,146,314,35,43,84,97,106,200,22,16,39,21,18,34,0,0,0,367,370,744,52,51,104
POA6383,442,495,935,26,22,50,36,55,99,11,14,25,11,7,17,28,50,83,35,37,79,52,62,108,77,91,160,106,87,189,41,42,81,16,23,39,410,450,854,31,46,78,34,40,74,0,0,0,0,0,0,34,40,74,287,322,612,41,50,87,309,354,661,7,10,21,309,353,662,0,4,6,26,41,66,9,3,5,0,0,0,3,6,9,94,124,222,33,27,62,102,106,214,17,27,40,20,15,37,0,0,0,305,343,655,128,132,260
POA6384,12,10,25,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,15,12,23,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,12,5,21,0,0,0,12,5,21,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,4,0,5,0,0,0,3,0,3,0,0,0,11,10,15,0,0,0
POA6385,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,3,10,4,0,3,0,0,0,0,0,0,3,9,16,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,10,9,20,0,0,0,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,6,3,4,0,0,0,0,0,0,0,0,0,3,9,16,0,0,0
POA6386,52,59,114,0,5,8,5,10,10,0,3,6,9,10,12,7,6,8,6,5,16,9,3,15,5,16,20,10,5,12,0,0,0,0,0,0,45,56,103,8,5,12,0,0,8,0,0,0,0,0,0,0,0,8,24,27,55,6,0,6,33,32,59,0,4,0,30,30,63,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,18,11,26,8,4,7,9,5,14,3,3,3,0,0,0,0,0,0,31,25,59,18,24,42
POA6390,867,804,1673,65,55,116,139,118,254,31,38,67,30,26,54,91,97,185,97,108,208,131,102,232,143,123,261,99,94,191,47,40,86,11,7,20,789,765,1555,79,43,120,31,31,57,3,0,3,0,0,0,31,31,60,659,597,1258,108,138,250,749,701,1451,30,42,77,738,680,1418,14,16,30,125,103,225,18,27,39,7,3,15,13,16,28,224,262,493,73,94,173,213,161,373,43,32,79,16,13,31,0,4,4,718,700,1420,426,137,561
POA6391,534,509,1040,28,38,67,84,71,150,21,15,41,22,12,34,48,56,107,86,66,151,65,65,129,68,84,151,59,59,119,37,32,72,13,9,17,490,475,965,41,31,72,8,11,17,0,0,0,0,0,0,6,11,18,415,379,800,60,59,120,460,434,892,22,13,34,438,410,855,11,5,13,73,59,129,9,10,21,6,0,6,0,21,22,214,205,412,45,44,87,90,75,168,16,19,36,9,5,16,4,0,4,454,440,896,61,58,116
POA6392,223,210,432,13,9,21,26,26,53,3,11,15,10,11,12,10,20,32,27,23,51,22,33,59,52,33,79,32,27,55,16,17,35,11,6,15,204,196,399,16,18,29,9,4,17,0,0,0,0,0,4,13,11,22,178,151,326,16,24,40,190,171,368,0,0,0,189,166,350,0,3,3,21,14,39,6,3,7,0,3,3,0,3,3,81,88,163,17,17,34,53,37,93,15,7,17,8,0,11,0,0,4,185,164,353,25,33,61
POA6393,64,50,119,3,0,7,9,11,26,4,0,3,3,0,3,4,5,8,11,5,9,6,7,15,13,9,21,3,7,19,10,0,6,0,0,0,59,47,115,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,60,41,96,0,3,8,59,41,104,0,0,0,59,42,98,3,0,3,12,9,20,0,0,0,0,0,0,0,0,0,23,15,35,0,0,0,16,11,25,0,5,7,4,0,3,0,0,0,54,49,98,10,8,20
POA6394,259,214,477,18,9,22,28,27,52,3,8,14,15,4,19,16,14,29,24,25,49,44,43,87,46,36,83,35,39,75,30,13,42,7,3,8,242,199,443,13,19,34,4,3,8,0,0,0,0,0,0,4,3,8,216,171,385,16,21,40,225,188,415,6,3,12,222,181,405,4,0,3,21,22,50,4,0,4,0,0,7,0,0,5,96,99,194,28,18,42,37,30,73,9,3,16,11,10,26,0,0,0,228,184,410,28,21,46
POA6395,787,757,1543,50,45,97,109,113,220,25,30,53,30,27,62,76,75,154,112,100,214,84,86,168,132,116,249,101,72,172,47,61,110,25,32,53,726,702,1424,61,57,116,41,51,89,0,0,0,0,0,0,40,51,89,597,583,1187,118,102,224,671,654,1326,50,45,94,660,639,1293,10,10,23,97,104,201,12,17,28,0,8,11,4,25,32,275,301,577,53,58,107,180,137,319,32,16,52,20,29,42,0,0,0,693,669,1362,84,65,150
POA6396,199,157,353,12,3,14,20,22,39,5,3,3,15,4,17,23,16,32,23,28,52,31,25,59,43,26,69,20,17,35,10,8,19,4,0,3,186,138,321,16,14,32,0,0,0,0,0,0,0,0,0,0,0,0,152,104,258,31,38,70,173,127,302,10,15,22,171,127,297,0,0,0,19,22,41,0,0,0,5,0,5,0,6,5,78,60,143,9,17,31,37,25,59,11,7,17,6,4,7,0,0,3,173,125,299,32,21,50
POA6397,54,40,92,0,0,0,8,10,11,0,0,3,3,0,3,4,0,4,0,9,7,12,9,24,7,6,11,10,9,17,3,4,4,0,0,0,50,37,86,4,0,6,0,4,4,0,0,0,0,0,0,0,4,4,43,30,71,7,5,4,48,32,83,0,0,0,44,32,76,0,0,0,8,8,7,0,0,3,0,0,0,0,0,0,10,17,26,3,0,4,16,7,20,5,3,9,4,0,3,0,0,0,48,38,79,7,4,6
POA6398,289,264,552,12,3,18,20,19,39,11,9,21,3,0,8,13,17,29,14,21,38,39,37,80,54,67,121,64,52,115,44,32,76,8,5,13,245,232,475,41,30,71,4,10,9,3,0,3,0,0,0,11,8,18,214,188,398,50,71,117,260,242,499,11,13,21,258,239,498,3,0,8,14,19,35,6,12,19,0,0,0,0,7,7,100,107,205,23,26,44,83,69,151,17,19,36,10,9,19,0,0,4,242,235,476,66,40,106
POA6401,4199,4088,8283,222,217,442,527,543,1067,268,231,502,239,193,430,528,404,932,510,459,966,501,540,1045,582,607,1187,504,496,1000,246,267,506,69,126,203,3880,3900,7779,317,183,501,295,308,604,0,0,6,5,5,8,295,316,615,2957,3043,5995,823,656,1478,3233,3421,6659,227,279,510,3291,3475,6769,54,57,105,464,468,933,159,148,308,25,31,55,47,119,161,1088,1303,2391,326,405,736,931,900,1832,231,205,438,151,139,287,14,10,27,3288,3602,6894,813,459,1271
POA6403,80,83,158,0,0,0,10,13,18,4,10,11,3,5,10,6,5,11,4,12,21,11,8,18,21,18,36,13,12,23,4,5,17,0,0,0,66,74,143,16,3,18,5,9,7,0,0,0,0,0,0,5,9,7,61,63,121,14,15,26,68,70,144,0,0,3,68,72,137,0,0,0,10,13,18,0,7,6,0,0,4,0,4,3,21,32,55,7,8,15,26,10,33,6,11,17,3,0,3,0,0,0,63,71,134,4,0,12
POA6405,167,173,338,13,23,31,22,26,46,4,14,16,0,5,10,21,14,32,20,32,56,21,8,27,27,27,52,24,27,51,8,5,17,0,0,5,147,153,301,26,18,38,4,5,4,0,0,0,0,0,0,4,5,4,131,135,264,19,22,42,149,153,303,0,5,7,137,149,282,5,3,13,21,19,45,5,11,13,0,0,0,4,3,5,51,52,102,15,20,37,29,27,60,5,7,11,11,3,12,0,0,0,141,154,292,12,13,30
POA6407,512,454,960,38,20,53,61,66,128,74,47,123,23,26,47,68,57,120,47,57,98,55,56,111,60,47,106,58,48,101,24,22,44,10,10,26,466,419,885,45,33,72,19,12,35,0,0,6,0,0,0,25,17,37,417,333,751,65,84,148,447,375,822,39,39,76,464,384,845,3,6,12,57,60,116,56,43,98,7,7,11,10,17,20,172,150,321,50,43,88,126,112,234,23,22,46,21,11,28,0,0,0,404,384,783,138,73,210
