POA_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
POA6012,369,0,0,0,0,0,0,21,390,264,3,0,0,0,0,0,21,288,216,18,3,0,0,0,0,21,257,158,51,38,4,0,0,3,13,272,93,65,98,46,3,0,0,14,318,46,33,114,53,15,0,0,7,265,37,46,145,78,15,0,0,16,334,50,43,140,81,20,0,0,9,350,48,40,116,65,22,0,0,20,309,42,36,120,51,14,0,0,11,265,36,21,92,58,22,0,0,17,254,26,33,97,46,23,0,0,22,252,22,8,63,56,14,3,3,11,188,7,10,38,39,17,0,5,15,123,15,6,27,19,19,10,3,24,126,1438,419,1085,598,170,27,21,245,4006
POA6014,628,0,0,0,0,0,0,30,652,565,6,0,0,0,0,0,32,600,520,31,21,4,0,0,0,32,607,420,181,109,26,3,0,0,33,780,182,184,345,110,10,0,0,23,869,102,125,393,148,26,3,0,19,819,107,94,379,197,33,3,3,13,838,110,103,309,168,32,11,0,16,746,129,89,257,126,39,0,0,11,664,101,75,234,144,33,3,4,15,606,79,67,215,109,41,3,3,14,530,61,55,187,106,33,9,4,15,464,50,21,105,99,29,8,3,15,334,34,19,72,85,35,13,6,15,279,51,32,92,132,75,30,18,28,466,3143,1085,2729,1450,396,87,49,315,9259
POA6015,253,0,0,0,0,0,0,24,274,182,0,0,0,0,0,0,9,188,89,4,0,0,0,0,0,5,101,36,14,17,6,0,0,0,6,73,22,22,53,17,6,0,0,0,126,16,22,95,53,10,3,0,4,215,26,19,114,91,13,4,0,8,267,22,25,143,93,15,3,0,11,305,24,26,113,78,11,4,0,10,266,20,21,92,67,23,0,0,4,230,18,15,69,51,5,0,0,8,170,16,19,63,47,13,0,0,4,160,6,11,78,40,21,0,0,0,156,13,10,51,53,10,0,0,7,158,8,8,37,59,38,12,4,11,185,748,213,940,648,173,38,14,109,2877
POA6016,251,0,0,0,0,0,0,8,263,285,4,0,0,0,0,0,20,316,360,45,14,0,0,0,0,22,443,265,137,66,15,0,0,0,26,513,158,137,206,35,7,0,0,27,565,79,66,192,66,7,0,0,8,426,60,68,189,69,12,0,0,8,408,81,62,151,46,9,0,0,11,360,69,43,115,49,10,0,0,12,305,62,38,82,48,13,4,0,6,249,41,16,83,41,17,0,0,13,215,24,20,58,24,11,8,0,7,152,13,14,25,27,11,7,0,6,98,10,0,26,17,10,3,0,0,67,10,9,31,30,7,8,12,7,120,1770,657,1237,458,116,28,18,185,4486
POA6017,36,0,0,0,0,0,0,8,47,158,6,0,0,0,0,0,12,180,267,31,8,0,0,0,0,42,352,199,105,28,4,0,0,0,29,364,102,74,39,9,0,0,0,13,242,53,21,43,18,3,0,0,16,147,50,18,23,8,5,0,0,9,106,33,16,28,8,3,0,0,3,95,32,14,25,9,3,6,0,4,95,22,21,26,22,0,0,0,3,102,16,20,16,18,6,0,0,3,74,10,7,29,17,8,3,0,3,72,10,4,16,13,4,0,3,4,49,4,0,14,17,10,5,0,5,48,0,5,11,6,8,5,6,5,44,988,337,306,145,50,16,18,159,2022
POA6018,1132,3,0,0,0,0,0,66,1203,1072,14,4,0,0,0,0,65,1160,1134,95,35,6,0,0,0,94,1367,955,356,260,51,9,3,3,95,1736,456,401,637,159,25,4,0,66,1729,240,327,686,218,51,10,3,52,1587,237,236,663,256,47,15,7,28,1493,223,190,626,274,55,15,4,46,1428,176,147,542,216,51,15,7,37,1188,133,143,448,257,63,14,3,34,1094,135,130,383,234,74,23,5,41,1032,108,77,405,213,79,22,6,50,962,71,61,307,202,76,20,8,64,809,44,42,188,211,97,34,13,61,687,55,53,213,198,135,58,42,146,896,6164,2267,5399,2499,758,220,108,949,18371
POA6019,511,0,0,0,0,0,0,38,548,573,3,0,0,0,0,0,50,631,985,53,19,9,0,0,0,100,1160,860,230,135,23,0,0,0,81,1330,417,209,278,81,10,0,0,73,1069,217,146,377,115,13,3,6,35,917,163,149,369,128,25,9,3,38,874,141,123,329,107,22,7,0,31,764,119,84,263,149,30,6,4,16,677,103,67,240,126,31,8,4,27,599,71,64,211,133,29,11,3,30,547,40,45,194,89,30,3,3,22,425,38,33,149,99,39,3,8,23,392,32,17,84,84,49,10,4,9,293,23,12,68,70,63,14,10,17,272,4285,1251,2705,1208,340,65,46,591,10488
POA6020,606,0,0,0,0,0,0,31,641,482,6,0,0,0,0,0,19,512,281,26,13,4,0,0,0,20,341,194,103,126,27,3,0,0,30,487,124,97,288,132,23,0,0,20,680,94,84,388,180,23,0,0,15,791,78,99,385,171,32,0,3,23,790,68,88,398,156,41,9,0,22,779,76,91,352,181,44,8,0,19,778,61,64,374,209,56,11,3,22,799,57,92,410,241,58,11,5,31,908,48,79,369,198,76,16,0,30,806,36,34,212,160,47,7,3,22,530,14,13,82,70,41,12,6,29,264,19,13,53,80,44,19,12,57,299,2249,892,3450,1804,489,91,36,394,9407
POA6021,483,7,0,0,0,0,0,35,522,534,5,5,0,0,0,0,35,582,568,61,32,10,3,0,0,44,713,380,203,149,26,7,0,0,35,802,239,198,296,79,24,3,0,29,873,148,123,289,102,21,6,4,24,716,114,105,288,106,23,3,0,29,669,129,91,291,125,29,8,0,25,691,109,80,266,127,32,13,8,19,648,58,68,232,157,32,8,4,21,591,62,64,225,171,46,12,7,19,597,39,53,225,158,67,13,9,31,607,21,28,180,113,51,9,4,28,432,19,33,108,112,57,17,9,27,365,15,31,111,106,39,20,20,41,382,2908,1147,2679,1398,417,117,59,453,9186
POA6022,111,0,0,0,0,0,0,10,121,103,3,0,0,0,0,0,8,115,118,21,9,5,0,0,0,3,154,76,57,42,5,0,0,0,9,196,41,34,89,28,0,0,0,5,205,21,31,71,25,11,0,0,7,170,29,26,83,30,10,3,0,5,184,12,35,49,23,5,0,3,5,132,23,25,47,34,3,3,0,9,137,16,21,62,31,11,0,0,3,147,19,14,80,35,13,0,0,6,168,14,17,78,50,18,0,0,8,188,3,13,54,23,5,3,6,0,112,7,14,20,12,9,5,0,4,68,6,3,8,7,3,3,3,3,39,591,313,684,323,90,23,20,82,2124
POA6023,453,0,0,0,0,0,0,16,473,312,5,4,0,0,0,0,9,329,179,20,10,0,0,0,0,13,228,137,91,96,30,3,0,0,13,372,79,95,295,90,14,4,0,14,588,37,76,352,117,20,6,0,16,619,54,64,307,139,19,3,0,10,600,52,64,293,116,18,0,0,11,560,42,62,215,75,23,3,0,14,440,34,48,228,127,42,3,3,9,494,32,48,246,149,34,5,6,16,531,32,54,250,128,38,10,0,20,531,16,19,137,75,34,3,0,14,301,14,12,64,55,29,10,0,16,201,20,17,47,46,29,15,13,13,200,1491,673,2539,1137,306,67,38,200,6460
POA6024,381,0,0,0,0,0,0,19,402,288,6,3,3,0,0,0,19,315,249,30,25,10,0,0,0,9,318,201,139,103,27,5,0,0,22,499,124,100,198,72,22,0,0,14,528,76,58,224,83,9,3,3,16,471,59,67,202,92,20,10,0,11,455,70,80,183,74,27,4,3,9,448,55,64,140,57,17,11,9,8,362,29,34,168,85,32,6,3,15,367,25,44,199,117,40,9,0,9,441,26,44,208,142,45,8,3,15,484,13,18,122,70,37,12,5,16,288,15,12,42,33,21,10,3,7,146,4,9,25,28,22,7,5,12,110,1619,695,1839,892,284,81,34,198,5647
POA6025,864,0,0,0,0,0,0,69,929,707,22,0,0,0,0,0,34,767,628,106,59,14,0,0,0,39,852,418,262,259,38,6,0,0,33,1028,211,212,508,165,30,7,0,25,1155,138,175,491,180,57,7,7,25,1069,132,126,504,218,42,10,8,23,1062,106,126,515,204,51,17,3,30,1053,115,119,520,246,62,10,0,29,1103,111,123,475,261,73,11,7,32,1095,84,108,427,265,68,20,10,26,999,47,88,387,240,73,18,3,25,886,31,43,203,137,49,16,4,21,509,19,17,88,79,36,13,9,18,276,17,17,70,63,37,20,13,48,278,3627,1552,4502,2123,597,143,64,469,13065
POA6026,672,3,0,0,0,0,0,22,702,498,7,0,0,0,0,0,13,524,320,47,22,4,0,0,0,15,408,204,116,141,21,10,0,0,15,510,124,151,342,125,22,4,4,22,792,70,100,380,156,37,3,4,13,761,62,99,401,155,39,11,4,15,782,74,100,392,165,38,6,0,18,800,66,102,432,213,57,4,4,10,883,78,80,422,271,53,8,5,16,937,50,72,381,209,51,10,5,18,789,42,65,284,177,48,14,5,17,655,27,43,149,108,28,6,0,17,373,13,24,87,105,47,11,3,16,308,28,36,128,109,86,29,23,37,474,2322,1038,3556,1812,512,118,67,265,9689
POA6027,1164,4,0,0,0,0,0,67,1231,1156,40,7,0,0,0,0,70,1268,849,139,89,20,0,0,0,77,1179,571,352,324,97,15,3,4,60,1416,284,274,550,210,41,9,9,47,1429,195,225,638,276,65,16,9,51,1480,201,209,627,262,66,18,9,37,1427,171,187,652,328,98,19,19,47,1518,150,191,686,328,135,14,9,47,1565,105,149,691,363,114,21,12,43,1509,96,135,565,314,96,24,9,54,1303,81,75,421,283,96,22,6,41,1032,25,57,222,130,63,11,7,46,559,20,27,143,115,47,22,9,42,428,20,25,114,100,67,28,19,57,429,5079,2088,5733,2833,910,211,123,793,17767
POA6028,848,0,0,0,0,0,0,40,893,703,24,0,0,0,0,0,36,769,385,56,33,10,0,0,0,20,513,178,138,189,62,12,7,0,27,609,110,119,303,111,23,5,0,12,682,84,108,395,174,41,3,0,15,821,92,123,494,217,57,17,5,30,1032,78,150,564,255,61,15,5,18,1138,75,107,523,245,65,12,7,20,1055,53,90,353,187,57,15,6,15,776,36,56,225,131,42,5,9,12,513,24,48,158,93,36,8,0,13,376,10,21,97,72,24,9,0,3,239,9,11,45,45,16,4,0,16,148,6,10,28,39,21,12,4,8,128,2700,1040,3422,1638,461,105,36,296,9700
POA6029,99,0,0,0,0,0,0,8,108,87,0,0,0,0,0,0,9,98,37,0,0,0,0,0,0,9,43,29,17,17,4,0,0,0,3,66,18,8,38,19,0,0,0,0,84,8,11,51,24,3,0,0,6,106,6,11,58,20,6,0,0,0,110,3,8,50,29,6,0,0,0,99,10,15,58,16,0,0,0,9,110,10,6,27,17,7,0,0,4,75,7,6,38,21,3,0,0,3,81,4,8,35,30,9,0,0,3,98,3,0,20,22,6,0,0,0,54,0,5,13,13,5,0,0,0,44,0,5,3,14,6,0,5,0,39,331,104,418,227,52,11,5,55,1201
