POA_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6350,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,8,10,0,0,24,0,0,0,0,0,0,0,0,0,3,24,9,16,8,22,20,22,8,0,133,..,0,14,18,20,18,13,19,0,104,..,3,13,9,6,0,9,0,0,34,..,0,0,0,4,3,0,0,0,5,41,..,..,..,..,..,..,..,..,41,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,8,17,11,5,0,48,5,0,0,0,0,0,5,0,0,6,41,19,30,30,40,45,37,28,0,263
POA6351,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,4,0,0,0,21,..,0,0,11,8,7,0,0,0,24,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,14,3,0,11,8,11,5,0,0,54
POA6352,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,3,3,12,4,11,6,0,0,54,..,0,4,13,10,10,13,0,0,63,..,3,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,4,0,4,0,0,10,0,0,3,0,0,0,0,0,0,5,29,5,12,24,14,13,17,0,0,121
POA6353,..,0,0,0,0,0,0,0,0,7,..,0,0,0,4,8,10,10,4,30,0,0,0,0,0,4,6,0,0,14,67,31,35,50,35,43,32,17,5,322,..,4,46,62,61,63,37,28,6,303,..,18,13,12,5,5,0,0,0,56,..,0,0,3,6,0,0,0,0,17,144,..,..,..,..,..,..,..,..,144,..,9,..,..,..,..,..,..,..,9,..,9,13,0,5,0,0,0,0,28,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,4,6,0,0,4,0,0,0,15,..,10,12,3,11,13,17,13,4,84,5,3,0,0,0,4,8,4,0,24,147,67,93,87,89,97,60,41,5,684
POA6355,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,6,36,6,22,31,26,28,19,6,0,169,..,0,10,32,42,50,27,3,0,170,..,0,23,13,10,7,0,0,0,55,..,0,0,4,0,0,0,0,0,4,80,..,..,..,..,..,..,..,..,80,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,5,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,0,0,4,..,0,3,10,8,7,11,3,0,46,0,0,0,0,0,0,0,0,0,5,79,13,41,62,57,67,44,9,4,379
POA6356,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,9,0,8,5,8,8,5,0,0,37,..,0,4,12,11,8,3,0,0,44,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,4,5,4,0,0,0,11,4,0,0,0,0,0,0,0,0,8,23,9,7,19,24,19,3,0,0,95
POA6357,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7,0,3,0,0,25,..,0,3,5,11,3,7,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,6,10,4,7,0,0,49
POA6358,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,5,4,6,3,3,6,0,41,..,0,8,0,9,7,7,0,5,30,..,3,0,6,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,11,4,6,0,0,0,0,0,0,0,8,22,10,12,10,18,7,8,4,5,88
POA6359,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,4,6,13,0,0,0,0,0,0,5,0,0,4,23,8,14,25,17,16,16,14,3,134,..,0,9,33,35,18,26,16,4,138,..,5,0,6,11,0,0,0,0,16,..,0,0,0,0,0,0,0,0,13,59,..,..,..,..,..,..,..,..,59,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,14,..,0,3,0,0,0,6,0,0,9,..,0,3,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,7,0,3,9,5,9,3,4,38,0,0,0,0,6,0,0,5,0,14,59,21,24,49,54,34,39,24,6,303
POA6361,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,9,0,0,0,32,..,0,0,8,5,3,3,0,0,29,..,4,0,4,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,5,19,7,4,15,7,5,7,5,0,67
POA6363,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,6,3,10,5,0,0,0,43,..,0,0,8,8,3,5,0,0,37,..,0,3,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,8,7,11,20,7,3,8,0,82
POA6365,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,3,0,3,0,13,5,0,0,4,0,0,6,0,0,11,56,9,26,32,26,37,26,16,0,230,..,0,23,41,31,47,39,19,0,202,..,9,14,7,13,0,0,0,0,42,..,0,0,0,3,3,0,0,0,8,102,..,..,..,..,..,..,..,..,102,..,4,..,..,..,..,..,..,..,4,..,7,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,7,..,0,9,0,9,19,12,7,3,59,4,4,5,4,4,0,8,0,0,23,106,21,51,60,61,76,56,29,8,464
POA6367,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,23,9,14,13,22,29,22,3,0,134,..,0,6,13,22,34,25,8,0,118,..,0,11,5,7,5,0,0,0,28,..,0,3,3,6,0,0,0,0,10,47,..,..,..,..,..,..,..,..,47,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,4,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,6,0,0,0,7,..,0,0,3,10,15,12,9,0,48,0,0,5,0,0,0,3,0,0,10,47,18,22,24,45,55,47,17,6,282
POA6368,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,10,9,5,4,3,4,0,37,..,0,3,11,6,6,6,3,0,34,..,0,7,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,5,16,12,4,11,7,0,0,80
POA6369,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,4,5,7,4,26,3,4,0,0,0,4,3,0,0,15,52,8,29,22,32,35,25,23,11,249,..,0,25,25,48,44,36,31,10,225,..,7,14,11,10,9,7,3,0,52,..,0,7,3,0,3,0,3,0,12,100,..,..,..,..,..,..,..,..,100,..,0,..,..,..,..,..,..,..,0,..,8,3,0,0,4,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,5,6,0,0,0,0,7,..,3,6,4,4,15,16,5,3,59,5,5,3,0,6,7,5,0,0,32,103,31,66,47,69,80,63,48,19,516
POA6370,..,0,0,0,0,3,0,0,0,0,..,0,0,0,0,6,0,6,0,19,0,0,0,0,0,0,0,0,0,11,46,8,25,18,16,29,19,19,4,176,..,0,15,18,24,37,22,13,5,137,..,3,12,9,7,4,0,0,0,39,..,0,3,4,0,0,0,0,0,13,80,..,..,..,..,..,..,..,..,80,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,0,5,0,0,15,11,10,0,45,7,3,3,0,3,0,0,0,0,16,87,22,45,38,39,64,40,28,8,360
POA6372,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,0,7,4,7,8,8,0,39,..,0,7,7,3,9,4,3,3,35,..,0,0,3,4,9,0,0,0,17,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,0,4,9,7,7,12,12,16,15,9,7,90
POA6373,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,3,7,4,4,0,0,36,..,0,4,12,12,5,10,0,0,44,..,0,0,5,5,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,9,11,17,7,10,0,0,75
POA6375,..,0,0,0,0,0,0,0,0,8,..,4,5,3,3,12,15,18,4,61,0,3,0,0,0,5,0,0,0,15,76,19,45,47,36,49,58,35,14,382,..,0,36,58,45,60,79,39,16,331,..,17,28,13,3,7,9,0,0,69,..,0,0,12,6,0,0,0,4,13,137,..,..,..,..,..,..,..,..,137,..,10,..,..,..,..,..,..,..,10,..,13,6,0,0,3,0,0,0,26,..,0,0,0,4,0,0,0,0,7,..,0,0,0,4,0,0,0,0,4,..,0,0,0,4,5,0,0,0,8,..,12,16,4,12,23,34,19,9,124,0,3,4,3,3,5,11,0,0,31,137,60,79,93,72,104,127,61,30,762
POA6383,..,0,0,0,0,0,0,0,0,4,..,0,5,0,3,8,9,11,3,46,4,0,0,0,4,4,3,0,0,19,64,14,35,28,38,59,56,35,9,353,..,0,25,30,34,64,70,41,12,278,..,3,22,6,3,14,7,0,0,62,..,0,0,7,0,5,3,0,0,22,105,..,..,..,..,..,..,..,..,105,..,5,..,..,..,..,..,..,..,5,..,9,6,5,0,4,0,0,0,18,..,6,0,0,0,3,5,0,0,23,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,8,..,3,5,5,12,22,30,18,9,99,4,5,0,6,4,9,10,3,0,32,108,32,59,54,65,117,125,69,19,655
POA6384,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,..,0,0,0,5,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,15
POA6385,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,..,0,0,0,0,7,4,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16
POA6386,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,4,0,5,3,9,3,0,0,33,..,0,4,4,7,9,0,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,11,8,5,4,10,13,5,0,0,60
POA6390,..,6,5,0,0,6,0,0,0,13,..,4,8,3,10,20,11,10,3,69,0,0,0,0,4,3,0,0,0,13,153,51,86,93,87,105,79,33,7,696,..,0,45,113,110,117,105,50,13,538,..,9,51,32,33,29,12,0,0,164,..,0,17,10,13,6,3,0,0,60,328,..,..,..,..,..,..,..,..,328,..,25,..,..,..,..,..,..,..,25,..,34,16,4,3,4,0,0,0,64,..,4,3,3,7,4,4,3,0,34,..,3,0,0,0,0,0,0,0,11,..,10,5,0,4,4,5,0,0,17,..,7,9,8,25,42,32,15,8,144,4,9,4,4,0,5,5,0,0,35,339,97,153,178,188,209,168,73,16,1424
POA6391,..,0,0,0,0,0,0,0,0,6,..,5,0,5,7,6,11,13,10,52,0,0,3,0,0,0,0,5,0,7,91,25,51,62,52,69,40,32,3,431,..,0,37,80,75,89,63,38,4,389,..,9,30,19,15,9,5,5,0,95,..,0,0,9,4,0,0,0,3,17,198,..,..,..,..,..,..,..,..,198,..,20,..,..,..,..,..,..,..,20,..,13,3,0,0,0,0,0,0,18,..,4,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,3,..,7,0,4,0,4,4,0,0,21,..,4,12,14,14,18,19,16,8,99,0,0,4,4,3,4,3,5,0,22,196,60,95,132,117,130,92,61,18,889
POA6392,..,0,0,0,0,0,0,0,0,5,..,0,0,0,5,4,5,4,6,27,0,0,0,0,0,0,0,0,0,7,20,10,16,17,27,27,22,13,4,167,..,0,13,23,34,43,41,16,10,177,..,3,8,7,4,4,0,0,0,28,..,0,0,0,0,0,0,5,0,3,48,..,..,..,..,..,..,..,..,48,..,0,..,..,..,..,..,..,..,0,..,10,0,7,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,6,0,0,5,0,0,0,10,..,4,0,4,9,18,10,10,0,60,0,3,0,0,5,4,0,0,0,14,48,26,27,39,54,72,52,31,15,352
POA6393,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,4,10,5,4,0,0,47,..,0,6,10,9,14,12,6,0,50,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,23,10,3,11,13,20,13,7,0,103
POA6394,..,0,5,0,0,4,0,0,0,6,..,0,0,0,4,3,0,3,0,12,0,0,0,0,0,0,4,0,0,9,33,4,15,23,35,28,33,13,0,187,..,0,7,22,47,47,45,25,0,191,..,8,3,8,11,9,0,3,0,45,..,0,0,4,4,0,0,0,0,8,67,..,..,..,..,..,..,..,..,67,..,0,..,..,..,..,..,..,..,0,..,13,6,0,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,4,0,13,..,8,3,4,11,13,9,5,5,58,0,0,0,0,0,0,7,0,0,9,67,25,26,48,74,70,63,39,9,413
POA6395,..,6,0,0,0,0,0,0,0,11,..,6,8,0,12,17,17,25,14,102,0,5,0,0,0,3,0,0,0,13,136,46,70,92,77,102,67,52,25,666,..,0,40,121,83,126,88,47,12,526,..,15,43,21,25,24,4,0,0,134,..,6,0,12,6,4,4,3,0,36,282,..,..,..,..,..,..,..,..,282,..,9,..,..,..,..,..,..,..,9,..,21,13,13,4,0,0,0,0,56,..,11,0,0,0,3,0,0,0,18,..,0,0,4,0,4,0,0,0,18,..,4,9,5,5,6,0,0,0,31,..,14,15,11,23,46,41,35,20,208,3,6,7,0,0,3,6,3,0,33,285,93,138,191,152,219,147,90,39,1361
POA6396,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,4,0,9,0,0,0,4,0,0,0,0,0,5,22,8,13,29,24,18,12,5,0,129,..,0,4,34,33,27,16,6,0,124,..,0,17,9,6,0,0,0,0,32,..,0,0,0,0,0,0,0,0,5,52,..,..,..,..,..,..,..,..,52,..,0,..,..,..,..,..,..,..,0,..,8,3,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,5,0,0,0,8,..,9,5,5,3,22,4,8,4,53,0,0,0,0,0,0,0,0,0,7,52,23,29,47,47,58,30,15,3,303
POA6397,..,0,0,0,5,0,0,0,0,3,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,9,7,7,9,4,0,31,..,0,0,0,7,4,6,4,0,25,..,0,0,4,3,4,0,0,0,9,..,0,0,0,0,0,0,0,0,4,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,5,..,0,0,0,4,4,6,0,0,14,0,0,0,0,0,0,0,0,0,3,9,4,0,7,22,11,14,4,0,79
POA6398,..,0,0,0,0,3,0,0,0,9,..,0,0,0,6,4,13,11,3,41,0,0,0,0,0,0,5,0,0,14,17,12,19,20,30,59,43,29,5,237,..,0,3,15,29,63,51,33,5,202,..,5,19,3,14,16,5,0,0,60,..,0,0,5,9,3,5,0,0,16,46,..,..,..,..,..,..,..,..,46,..,14,..,..,..,..,..,..,..,14,..,3,0,0,0,0,0,0,0,14,..,0,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,6,0,0,0,12,..,0,0,0,12,14,29,27,6,92,0,0,0,4,5,3,7,0,0,24,48,25,25,36,68,109,95,67,11,484
POA6401,..,19,8,3,9,17,11,7,0,68,..,10,28,27,74,117,127,91,54,518,7,13,5,3,11,9,4,0,3,67,679,370,365,403,476,545,440,232,89,3600,..,19,214,380,415,540,519,247,36,2359,..,120,182,112,117,102,43,10,0,673,..,12,66,93,104,45,28,20,14,392,1321,..,..,..,..,..,..,..,..,1321,..,232,..,..,..,..,..,..,..,232,..,253,104,41,31,18,3,0,0,450,..,48,14,13,10,23,21,18,12,163,..,20,14,4,11,8,0,0,0,65,..,35,33,19,18,32,20,4,0,166,..,27,62,62,124,218,217,133,77,922,24,23,22,19,24,19,17,9,4,157,1344,778,708,747,852,1006,874,443,137,6893
POA6403,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,4,0,4,0,10,0,0,0,0,0,0,0,0,0,0,13,8,5,12,8,12,10,5,0,71,..,0,0,11,12,13,16,5,0,55,..,0,0,4,6,0,0,0,0,14,..,0,0,4,3,0,0,0,0,7,18,..,..,..,..,..,..,..,..,18,..,9,..,..,..,..,..,..,..,9,..,4,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,4,0,7,4,3,0,22,0,0,0,0,0,0,3,0,0,4,18,11,6,21,20,26,23,17,0,139
POA6405,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,41,15,8,29,12,19,20,3,0,143,..,0,11,25,11,28,23,7,0,106,..,3,8,6,5,8,4,0,0,36,..,0,0,4,3,0,0,0,0,6,72,..,..,..,..,..,..,..,..,72,..,9,..,..,..,..,..,..,..,9,..,9,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,4,0,4,5,9,3,0,31,0,5,0,5,0,0,0,0,0,6,76,26,24,46,22,43,32,11,5,283
POA6407,..,0,0,0,0,0,0,0,0,5,..,7,0,0,7,3,4,5,6,41,0,0,0,0,0,0,0,0,0,15,79,45,55,46,54,43,41,22,7,384,..,6,49,61,64,64,52,24,7,329,..,6,24,9,5,5,0,0,0,49,..,0,3,5,3,10,5,0,0,21,163,..,..,..,..,..,..,..,..,163,..,27,..,..,..,..,..,..,..,27,..,17,12,0,3,0,0,0,0,37,..,8,3,0,0,0,3,0,0,15,..,3,5,0,0,0,0,0,0,6,..,11,0,0,0,0,0,0,0,15,..,4,18,5,16,13,19,16,14,107,6,5,3,0,3,5,0,0,0,26,165,91,115,83,93,101,84,44,19,797
