POA_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA6104,23,222,17,91,30,9,0,13,0,410,17,135,0,74,16,12,4,5,0,265,105,162,19,75,218,67,8,35,11,706,40,105,9,130,70,16,10,8,9,391,13,23,4,22,19,19,0,6,3,108,19,7,46,40,20,17,10,14,0,171,0,0,0,3,0,0,0,0,0,5,3,5,0,6,0,4,6,0,0,32,6,3,7,21,16,3,5,3,12,70,259,802,129,475,432,159,50,118,40,2462,36,101,27,10,22,8,9,12,0,215,33,86,18,13,10,5,20,13,5,195,97,249,432,24,44,23,90,67,9,1050,34,30,105,3,15,3,15,19,0,228,12,14,17,10,6,3,14,11,0,86,34,313,24,112,39,8,13,23,0,559,22,183,6,86,20,15,12,11,0,347,245,268,61,107,285,113,74,71,13,1226,59,153,24,182,93,21,24,23,10,586,26,48,18,28,23,26,17,6,3,195
POA6105,18,213,25,101,38,11,3,5,4,420,19,117,5,70,18,7,0,10,0,253,92,162,25,75,243,64,20,43,9,743,30,96,19,153,63,33,16,39,5,447,7,22,5,16,27,20,4,11,4,105,20,7,51,53,29,31,0,20,5,218,0,0,0,0,0,0,0,0,0,4,0,5,0,0,8,0,0,4,3,23,8,7,3,16,16,4,3,12,18,85,219,752,177,515,473,186,61,160,51,2611,17,103,28,16,10,11,12,10,4,215,31,91,27,15,22,16,18,18,8,245,87,227,472,33,53,29,124,73,13,1115,31,24,141,3,12,3,25,20,6,271,9,17,7,8,16,3,7,9,0,70,25,269,26,115,37,16,11,16,6,524,26,156,10,78,21,6,9,10,0,322,184,287,79,116,302,104,89,99,15,1267,47,139,33,193,77,40,41,56,7,637,18,31,15,24,38,20,10,14,3,185
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,36,872,55,402,78,57,17,68,13,1596,40,306,9,245,54,25,6,29,4,718,244,466,74,313,660,210,39,168,29,2195,70,233,38,429,152,48,13,89,13,1095,32,82,19,44,52,48,5,16,0,300,35,14,167,127,78,59,16,104,4,596,0,0,0,6,6,0,0,0,0,13,10,21,8,31,15,13,0,15,3,111,8,21,20,34,20,13,6,30,38,187,551,2360,565,1795,1266,572,130,649,125,8010,55,264,114,81,74,45,26,52,13,728,87,385,136,105,104,70,111,120,14,1125,277,770,1207,143,173,89,393,282,51,3391,63,69,325,17,39,22,70,71,9,682,25,38,48,23,25,9,14,43,0,224,57,1103,92,486,94,71,42,90,15,2048,49,404,32,262,61,28,30,47,4,914,537,828,234,480,952,322,305,335,55,4051,124,346,88,581,204,75,93,161,22,1696,55,135,57,58,72,72,39,54,6,548
POA6108,15,271,32,142,35,22,13,14,3,545,24,189,0,143,41,17,0,14,0,441,92,154,35,91,311,96,15,47,6,831,36,118,21,239,77,31,8,37,5,567,13,30,12,24,20,27,5,12,7,142,17,6,78,59,45,28,4,31,9,270,0,0,0,0,0,0,0,0,0,0,6,13,4,9,10,6,4,4,0,50,3,7,3,12,13,5,4,5,17,76,227,874,241,768,603,258,59,192,47,3279,20,75,45,22,25,8,10,12,3,218,28,108,41,6,26,24,21,18,9,284,157,236,681,52,64,38,173,134,17,1543,32,20,191,9,22,5,32,55,4,370,13,14,42,5,8,4,13,11,0,113,21,352,38,179,43,22,23,26,4,714,30,254,8,154,44,18,12,19,0,554,208,252,87,126,407,139,102,89,3,1411,59,185,40,319,93,44,33,57,3,825,16,56,21,34,31,30,11,18,5,225
POA6109,8,131,14,88,22,6,7,12,4,291,5,45,0,40,14,6,0,12,0,131,27,54,3,51,119,43,14,39,6,359,14,39,8,152,42,19,12,35,4,317,0,12,3,3,6,3,0,9,0,38,4,0,31,22,11,19,7,14,0,109,0,0,0,0,0,0,0,0,0,5,0,5,0,10,0,0,0,5,0,16,0,0,3,14,7,3,0,5,11,55,73,327,99,418,253,127,51,165,27,1541,4,31,32,15,9,5,3,8,0,115,6,40,18,27,15,4,19,21,3,159,46,89,398,16,38,22,113,78,13,814,6,4,83,7,3,8,19,23,3,168,3,4,8,0,0,0,9,11,0,41,8,157,20,109,22,8,15,19,3,362,10,66,3,40,11,6,7,15,4,163,72,94,34,79,160,61,52,55,8,621,25,59,20,198,53,23,32,58,3,468,3,17,13,8,9,12,3,11,0,66
POA6110,30,564,53,266,80,28,11,28,12,1074,47,347,11,319,60,27,3,25,3,829,187,268,44,152,618,156,38,107,15,1577,73,181,29,478,165,61,18,73,15,1084,16,42,19,29,39,37,10,13,0,210,51,13,104,119,81,70,17,64,0,518,0,0,0,6,3,0,0,0,0,8,14,13,10,18,12,7,0,9,3,79,9,17,6,29,18,18,7,19,30,155,474,1622,368,1494,1192,454,130,377,83,6197,45,122,71,48,36,20,13,30,3,405,47,209,81,28,55,33,52,42,10,561,243,433,1302,92,127,93,311,230,29,2858,46,25,356,14,33,18,75,85,8,661,19,23,48,5,25,12,23,32,3,186,48,726,80,309,90,46,33,46,14,1387,62,444,19,335,65,31,27,30,4,1019,420,495,118,218,778,241,177,182,34,2669,110,254,67,595,202,81,61,119,20,1517,26,83,33,42,48,48,23,31,4,350
POA6111,33,254,42,120,44,21,4,16,6,540,34,284,9,144,36,9,0,10,0,524,93,120,19,75,324,98,24,36,0,781,53,148,18,262,95,30,6,18,8,652,18,42,7,19,26,23,10,4,0,153,18,10,66,55,47,30,9,26,0,261,6,0,0,0,0,0,0,4,0,7,0,10,4,8,6,5,3,6,0,43,7,8,10,11,15,13,5,0,17,91,297,968,250,725,639,247,71,140,32,3369,33,115,37,16,24,7,8,6,0,249,20,65,39,7,17,6,9,12,0,181,188,199,740,30,59,31,176,99,21,1548,54,23,226,9,11,12,58,50,4,439,22,24,62,11,13,11,15,41,0,192,47,327,45,147,53,24,9,21,5,679,69,357,21,158,36,11,9,15,0,678,209,205,54,106,367,135,68,58,6,1208,87,200,39,326,118,45,30,46,9,907,24,75,31,30,31,38,22,19,0,267
POA6112,55,1291,87,520,130,59,28,55,15,2244,85,661,13,471,98,44,10,39,10,1426,349,518,80,292,1027,253,65,157,28,2779,123,314,50,815,281,87,29,109,22,1840,39,93,22,66,76,50,14,27,0,390,57,28,213,191,153,96,23,77,7,854,3,0,0,0,3,0,0,4,0,14,6,26,6,42,26,17,7,15,0,144,19,25,17,41,56,26,10,21,46,267,825,3304,701,2598,2034,720,242,600,151,11182,76,232,127,79,70,24,32,31,4,685,116,386,124,72,89,46,62,58,15,972,486,850,2267,124,238,123,581,294,65,5036,88,70,542,44,54,27,117,119,19,1073,39,48,85,30,36,14,42,55,8,355,101,1635,122,620,147,65,59,79,17,2849,117,843,39,510,114,49,29,48,10,1753,775,965,237,420,1300,400,320,290,68,4772,192,450,107,1058,330,135,125,170,36,2601,64,148,66,82,103,73,46,56,0,642
POA6121,9,48,3,11,3,0,0,0,0,82,10,25,0,17,3,0,0,0,0,66,21,26,6,4,54,14,0,9,0,130,4,21,4,18,10,6,0,3,0,70,5,3,3,3,3,5,0,0,0,21,3,0,11,14,10,3,3,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,12,55,141,41,76,105,30,9,19,6,486,4,13,0,0,6,0,0,0,0,25,0,6,3,0,0,0,3,0,0,17,46,28,136,4,8,0,34,15,5,284,15,0,33,3,0,0,0,4,0,61,11,11,10,0,5,0,7,0,0,39,15,57,6,15,3,0,3,0,0,109,12,38,4,17,5,3,0,0,0,83,48,34,8,9,62,20,3,12,0,194,9,20,3,23,15,5,0,4,0,88,0,4,8,3,3,6,3,4,0,33
POA6122,15,304,57,139,55,27,9,14,3,621,31,206,12,161,50,16,13,4,4,486,117,108,16,82,362,79,21,45,14,843,46,89,22,311,98,33,13,27,4,646,12,13,6,21,20,10,8,0,0,86,26,17,88,79,54,36,10,24,4,336,0,5,0,0,0,0,0,0,0,4,0,3,0,5,4,8,3,0,0,36,5,8,9,13,16,0,0,10,20,76,277,811,267,841,707,227,89,137,55,3419,18,61,41,20,13,10,3,8,0,173,14,57,22,8,24,7,21,5,4,166,146,139,1004,30,73,31,202,126,22,1771,45,10,239,16,21,8,60,57,6,456,25,16,25,12,10,11,17,12,0,133,29,379,65,153,59,33,17,25,6,768,50,250,15,172,46,23,22,6,3,583,217,166,46,105,419,112,91,75,27,1251,63,109,43,393,112,45,31,48,5,846,12,24,17,27,25,19,13,12,0,149
POA6123,4,19,3,17,10,0,0,0,0,60,3,22,0,13,3,0,0,0,0,38,9,9,0,3,38,8,8,0,0,68,6,6,0,29,12,5,0,0,0,62,3,0,0,0,0,3,0,3,0,12,0,4,3,6,3,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,32,64,31,82,68,19,9,12,8,311,0,0,5,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,8,16,10,109,3,7,0,27,13,4,197,9,0,34,0,0,0,8,5,0,50,3,0,12,0,0,3,4,5,0,27,3,24,3,18,10,0,3,0,0,66,6,26,0,11,3,0,0,0,0,50,10,10,5,11,36,8,9,3,0,95,6,7,0,33,12,5,6,0,0,72,3,5,5,4,0,0,0,4,0,23
POA6124,3,19,3,7,0,0,0,0,0,36,0,15,0,6,3,0,0,0,0,32,10,3,0,4,21,5,0,0,0,39,3,9,0,10,5,4,0,0,0,41,0,0,0,0,9,0,0,0,0,7,0,0,9,0,3,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,23,57,16,34,50,7,8,7,5,201,3,4,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,11,9,7,47,6,4,0,12,8,3,97,11,0,10,0,0,0,0,3,0,28,9,4,4,0,3,0,0,5,0,19,3,16,5,11,0,0,0,0,0,39,0,20,0,6,5,0,3,0,0,42,10,3,0,4,25,6,0,0,0,49,9,15,4,12,5,4,0,4,0,57,0,0,0,0,6,0,0,0,0,11
POA6125,6,39,18,13,13,4,3,4,0,92,4,45,0,28,5,5,0,4,0,88,10,13,4,7,55,3,0,4,5,111,5,12,9,35,8,4,0,6,0,75,0,3,0,4,0,4,0,4,0,14,0,0,13,14,10,0,4,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0,0,6,0,0,0,0,5,13,41,132,54,103,110,25,10,28,10,510,3,12,0,4,8,0,0,4,0,28,3,9,0,0,0,0,4,0,0,15,36,26,151,4,9,7,19,11,4,277,8,3,43,0,0,0,12,3,5,71,17,7,3,0,4,5,3,9,5,51,13,50,18,12,13,4,4,4,0,118,13,46,3,28,5,5,0,4,0,102,36,21,12,10,65,17,3,5,7,172,11,10,13,36,8,5,0,6,0,95,0,6,3,5,0,7,0,5,0,25
POA6126,0,7,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,13,3,9,4,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
POA6147,12,241,14,98,28,8,3,8,3,411,13,129,9,76,9,12,0,11,3,260,60,127,22,76,185,44,9,45,3,561,14,79,10,167,58,21,9,29,3,398,11,28,0,22,23,12,3,7,0,98,24,0,64,33,27,17,4,16,0,180,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,4,0,21,4,3,3,6,11,7,5,8,12,40,155,722,153,520,388,126,43,136,27,2264,27,103,30,23,10,11,15,13,0,239,14,87,33,11,25,13,15,22,0,218,70,198,367,43,38,24,84,82,11,919,8,19,113,14,18,4,29,21,5,219,0,15,20,0,3,5,12,8,0,69,23,284,18,125,34,13,10,9,3,518,19,171,11,81,14,13,4,8,6,325,119,222,68,106,254,62,62,89,16,1001,34,130,32,216,76,33,23,43,3,578,12,41,14,19,29,20,13,17,0,172
POA6148,29,432,15,113,33,19,6,9,7,654,24,250,4,101,24,11,0,0,0,419,128,249,6,83,269,69,10,38,11,864,38,177,24,116,78,26,3,18,3,485,17,41,12,20,22,20,0,5,0,128,14,0,38,38,24,14,4,15,0,145,0,0,0,0,0,0,0,0,0,0,8,9,3,7,8,3,0,5,0,39,3,9,0,8,10,7,0,3,9,48,310,1404,177,523,526,188,39,111,43,3325,49,217,45,29,32,19,5,17,7,415,49,151,36,16,29,16,10,21,3,321,226,485,353,31,66,29,76,62,13,1336,34,47,110,4,20,3,17,20,4,268,21,29,28,16,13,7,8,13,0,112,53,633,31,140,40,20,10,17,7,936,47,320,12,112,26,11,6,6,0,542,326,471,51,111,357,123,52,69,20,1581,69,244,26,164,100,39,19,33,9,702,30,69,18,27,28,18,9,19,0,214
POA6149,26,492,11,75,61,20,4,3,6,700,49,312,3,87,33,13,0,5,5,490,124,279,15,76,327,66,8,25,6,918,41,172,12,110,79,26,3,22,6,472,16,42,13,17,19,18,3,9,0,140,21,5,27,31,34,19,0,6,0,144,0,0,0,0,0,0,0,0,0,4,5,9,0,0,14,0,0,0,0,27,3,7,0,6,7,7,0,3,11,47,337,1529,133,445,652,174,27,78,38,3411,53,210,29,23,32,15,3,11,4,383,51,177,37,13,18,5,6,11,0,312,218,506,364,32,76,29,57,40,12,1331,37,27,101,3,18,9,13,20,9,243,11,35,29,6,6,4,11,6,0,109,48,691,21,103,69,20,5,5,11,975,63,406,9,90,40,13,7,5,4,637,334,543,45,98,447,116,44,54,17,1697,82,267,17,155,108,30,19,29,10,712,30,77,29,23,25,28,3,10,3,222
POA6150,8,306,9,71,25,10,0,4,3,447,24,195,4,56,16,3,0,4,0,293,94,175,9,43,194,48,7,16,7,596,28,109,13,52,63,17,0,7,4,286,6,37,9,13,16,11,0,0,0,97,17,0,14,24,18,14,0,3,0,92,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,20,0,6,6,5,12,0,0,0,15,53,226,1013,98,287,395,131,10,42,30,2232,48,143,27,18,22,16,0,12,0,293,42,123,26,6,11,8,7,12,0,244,162,338,198,15,56,26,36,28,6,861,16,29,43,10,16,9,9,8,3,135,9,22,15,0,7,5,0,10,0,75,24,455,21,80,31,21,5,4,7,643,47,240,7,58,16,5,3,4,0,376,251,393,42,60,271,94,24,45,10,1189,54,190,22,80,80,22,6,18,5,471,14,62,16,20,22,18,3,5,0,164
POA6151,37,513,21,78,50,11,4,9,7,729,40,243,7,73,31,15,0,8,0,405,193,288,23,68,220,54,5,18,8,881,78,274,8,93,111,22,0,16,13,619,25,60,11,26,22,22,3,0,0,176,21,4,51,29,29,9,0,5,0,148,0,0,0,0,0,0,0,0,0,0,9,18,0,10,10,5,0,5,0,55,8,8,0,5,12,4,0,4,7,49,481,1722,150,416,547,152,17,75,39,3600,81,263,30,20,32,15,10,11,0,463,33,145,15,11,14,7,4,4,8,239,258,491,188,20,64,29,39,35,15,1138,71,90,95,7,21,9,10,16,5,318,25,47,27,7,12,3,0,3,0,127,56,783,25,108,63,18,10,12,12,1076,62,323,12,76,38,20,0,11,3,538,500,658,57,100,296,137,23,49,27,1845,139,442,18,135,143,43,19,37,13,989,37,107,24,41,32,33,12,15,4,298
POA6152,53,780,27,162,79,23,5,8,12,1145,50,388,6,104,51,15,0,6,0,615,223,439,28,103,397,110,7,31,20,1359,88,411,15,145,124,38,4,31,8,874,45,99,21,29,46,28,4,7,0,281,17,3,42,36,49,23,3,22,4,199,0,0,0,0,0,0,0,0,0,6,3,27,0,6,10,3,0,5,0,55,6,14,3,15,14,3,0,3,15,70,574,2548,210,660,845,270,37,132,58,5335,85,349,44,47,42,26,8,22,0,625,64,183,38,13,20,18,15,20,0,368,297,666,358,34,76,41,90,60,25,1637,85,114,147,8,23,18,17,15,6,447,34,53,31,11,18,5,5,17,0,170,80,1098,29,196,89,32,14,17,19,1570,75,524,12,115,52,16,3,12,3,817,582,934,77,168,522,211,44,84,31,2655,150,609,31,210,164,55,24,52,13,1305,56,166,43,55,62,44,13,22,4,465
POA6153,45,674,25,90,82,25,0,8,8,948,45,274,9,60,58,5,0,8,0,462,227,413,16,56,319,112,8,14,14,1177,76,285,15,89,106,16,9,13,0,606,27,68,11,18,24,13,0,3,4,178,17,8,38,43,29,20,0,8,0,165,0,0,0,0,0,0,0,0,0,4,12,19,0,6,4,4,0,4,4,62,8,6,3,9,13,7,0,4,9,60,534,2013,152,407,694,237,19,71,44,4174,97,231,24,17,40,11,5,10,0,432,67,158,24,6,25,8,3,10,0,301,351,545,259,25,71,39,33,33,16,1369,95,66,93,12,23,9,8,14,3,318,24,27,21,8,6,8,4,4,0,100,70,1040,28,105,86,35,6,11,16,1390,63,344,11,71,62,16,0,12,0,583,644,801,49,92,431,200,28,28,27,2302,138,440,30,132,119,37,17,31,4,947,43,109,29,32,35,31,3,9,4,295
POA6154,17,270,16,51,27,4,0,0,8,393,29,204,3,53,18,8,0,3,3,318,116,147,13,31,177,44,5,5,3,548,23,107,11,67,44,19,0,3,3,279,11,37,3,10,15,6,4,3,4,99,4,3,26,24,11,12,0,0,4,82,0,0,0,0,0,0,4,0,0,4,0,5,0,3,4,0,0,0,0,17,0,3,0,0,6,0,0,0,4,19,229,898,94,253,340,105,15,29,26,1985,33,105,16,12,10,11,5,3,0,195,29,58,17,3,6,5,5,5,0,137,115,234,173,7,35,8,25,19,5,637,35,26,91,4,11,5,6,10,0,181,16,23,4,4,9,0,0,5,0,73,29,374,21,77,34,6,0,8,8,561,55,262,5,62,15,9,0,3,3,407,251,324,29,48,234,95,15,21,9,1024,46,171,16,91,55,24,4,7,4,440,22,52,24,20,28,6,9,3,0,163
POA6155,59,1243,56,267,102,42,5,27,8,1805,90,624,14,309,86,36,5,16,0,1182,355,690,50,218,867,220,19,71,25,2524,85,291,33,419,220,72,21,64,13,1217,20,93,18,42,46,54,7,15,4,296,44,18,122,105,77,48,13,40,5,477,0,3,0,6,0,0,0,6,0,6,8,24,9,32,21,3,6,9,0,126,16,21,9,33,19,14,0,12,36,157,822,3520,503,1562,1612,569,107,317,107,9108,120,393,133,73,74,49,21,29,13,910,140,451,132,40,83,44,44,48,10,990,556,1299,1277,117,210,99,287,185,41,4073,79,102,280,30,52,22,53,56,17,687,26,44,56,23,21,6,25,27,0,225,93,1711,86,322,120,56,33,37,4,2459,123,794,25,329,95,44,19,28,0,1461,860,1351,181,309,1150,365,165,181,50,4610,158,492,75,554,275,113,66,110,22,1858,43,156,50,65,64,70,23,36,6,518
POA6156,37,488,27,89,49,21,4,3,8,727,52,371,6,99,43,13,0,3,0,582,187,208,20,58,292,69,6,14,10,867,62,215,5,96,94,25,3,10,4,519,25,87,12,22,36,20,0,0,3,210,17,6,32,34,28,16,3,11,4,153,0,0,0,0,0,0,0,0,0,0,13,12,0,3,16,7,0,0,0,51,3,3,8,4,12,10,0,3,17,54,447,1554,143,425,615,197,19,60,45,3507,67,155,16,13,17,9,3,9,3,299,26,76,12,0,6,4,0,3,0,131,230,329,345,24,43,26,58,51,13,1115,75,60,149,10,24,12,11,25,3,370,28,34,27,0,5,4,5,8,0,119,66,649,36,100,54,30,7,10,9,964,78,457,11,105,50,18,3,11,5,736,479,444,55,85,368,137,38,38,21,1663,92,323,22,149,120,34,11,14,10,772,43,126,28,36,40,35,3,15,9,327
POA6157,33,488,22,98,44,7,4,5,3,711,41,340,0,83,31,5,0,4,0,513,125,136,15,41,219,56,0,17,4,619,65,209,11,86,83,14,4,14,0,490,24,83,14,23,31,19,3,7,0,199,21,6,33,25,24,17,0,3,0,137,0,0,0,5,0,0,0,0,0,5,5,14,0,10,8,3,0,3,0,46,3,12,0,7,11,0,0,5,7,46,366,1419,131,396,497,153,21,55,21,3069,50,139,18,17,15,12,0,6,3,272,22,46,11,4,7,4,0,9,0,94,179,229,272,22,40,23,33,45,4,851,59,43,138,14,22,16,12,17,0,325,27,39,20,6,11,11,3,8,0,120,63,653,24,126,51,13,5,13,8,952,75,447,3,96,35,7,0,13,0,678,335,301,44,61,285,104,16,29,9,1182,100,287,26,118,103,28,17,20,0,702,35,119,23,33,37,27,6,13,0,295
