POA_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA6012,28,306,9,40,23,4,0,4,5,412,18,132,0,41,11,3,0,4,3,213,97,98,5,37,77,28,6,12,4,364,45,150,0,38,40,8,0,10,8,303,15,30,3,24,12,5,0,0,0,98,8,0,13,9,12,3,0,4,0,58,0,0,0,0,0,0,0,0,0,0,7,12,0,7,3,3,3,0,3,35,3,12,0,0,5,0,0,3,5,29,252,881,47,214,211,71,3,43,21,1755,54,139,7,17,20,4,7,8,8,263,9,27,11,3,3,0,0,3,0,54,102,164,66,13,22,23,8,23,6,419,28,54,39,0,9,0,0,7,3,149,19,19,10,5,4,8,5,3,0,72,38,472,12,45,25,6,0,9,6,610,26,155,4,45,20,12,3,5,3,267,273,245,18,50,103,70,17,23,20,821,95,275,5,63,57,22,4,19,10,555,23,65,9,36,9,17,0,9,0,175
POA6014,44,818,13,107,80,21,7,6,6,1106,40,330,5,70,44,14,3,12,5,522,265,375,17,96,272,61,6,69,14,1183,99,357,13,158,91,32,9,48,11,809,30,113,9,28,44,20,0,6,0,252,17,3,26,29,24,10,4,19,3,128,0,0,0,7,0,0,0,3,0,12,11,11,0,11,19,5,0,3,0,60,9,12,0,6,3,10,0,8,10,45,593,2352,145,550,645,199,23,207,52,4768,116,322,37,35,34,17,11,17,7,598,48,142,16,6,17,6,6,21,4,274,296,541,200,29,54,25,48,53,0,1257,78,104,109,6,27,18,9,23,0,364,23,54,26,3,12,0,10,14,0,155,81,1248,23,154,83,28,15,13,12,1650,72,420,5,75,45,16,11,24,5,683,694,826,62,131,350,134,56,154,33,2426,190,606,31,204,131,47,27,81,14,1324,46,172,27,36,45,29,11,15,0,388
POA6015,23,212,4,15,23,5,0,0,0,287,20,92,0,24,19,6,0,0,0,157,78,96,0,19,66,18,0,4,10,288,29,93,0,13,18,7,0,3,3,175,11,24,0,8,6,3,0,0,0,61,5,0,0,6,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,3,0,4,6,0,0,0,0,13,200,598,22,87,168,47,4,14,19,1162,37,88,11,10,11,3,0,4,9,162,16,15,0,0,3,0,0,0,0,40,123,120,38,4,15,4,9,8,3,322,25,43,24,4,8,5,0,0,0,116,11,12,0,0,7,0,0,0,0,26,35,395,10,16,26,10,0,0,6,490,30,107,0,21,22,8,0,0,0,187,254,254,8,20,85,41,4,13,10,690,72,169,4,25,33,9,0,5,3,333,16,39,3,7,10,12,0,0,0,90
POA6016,35,341,11,54,27,5,0,6,3,474,18,169,0,50,23,9,0,4,0,275,138,180,13,89,130,43,0,42,10,652,48,191,10,95,45,12,4,28,0,438,20,57,3,17,24,16,0,9,0,144,12,0,24,25,12,8,0,9,0,98,0,0,0,3,0,0,0,7,0,11,4,15,3,7,9,6,0,5,4,45,3,3,5,7,8,0,0,4,3,36,314,1144,95,381,296,109,16,131,16,2507,40,143,19,15,15,6,3,15,0,253,28,81,19,6,7,7,7,9,0,174,123,240,149,26,16,20,33,55,4,678,41,68,80,5,15,9,8,14,0,239,21,34,14,7,3,0,3,11,0,94,45,437,16,79,30,12,9,17,3,640,33,224,3,56,25,13,6,14,3,370,308,380,41,118,182,83,41,119,8,1279,77,308,10,121,69,26,13,43,0,670,37,102,8,24,27,23,6,17,0,243
POA6017,9,94,6,40,12,0,0,7,0,165,8,50,0,21,6,3,5,10,0,108,37,57,5,42,80,27,4,40,7,288,14,40,0,61,14,13,6,20,0,171,6,25,8,5,10,9,3,6,0,63,9,3,19,21,7,9,0,18,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,7,6,0,0,0,4,19,94,325,60,215,149,73,14,117,17,1059,4,33,15,15,3,3,3,11,0,85,9,31,12,5,4,11,11,24,0,110,27,90,60,12,6,8,21,31,4,268,14,12,42,9,0,5,5,6,3,99,0,6,6,3,3,0,0,13,0,44,15,125,13,51,10,4,0,14,0,229,10,76,3,28,10,3,8,25,0,157,77,109,20,53,104,49,31,85,7,535,21,63,7,72,23,13,5,35,0,241,7,45,17,10,10,9,7,6,0,103
POA6018,102,1356,52,248,110,32,9,12,9,1924,86,765,8,187,78,18,3,13,6,1158,455,702,34,150,655,162,11,38,21,2228,143,511,15,224,203,58,9,27,13,1195,55,159,14,54,75,39,3,19,4,419,56,14,96,96,61,53,12,24,5,412,0,0,0,0,0,0,0,0,0,7,12,38,3,12,25,14,0,0,0,105,14,17,6,23,28,11,0,0,25,116,1059,4045,323,1056,1395,444,58,149,92,8609,141,507,59,47,92,38,4,12,14,921,114,257,31,18,46,17,13,19,4,514,508,939,761,65,119,61,106,85,26,2661,190,154,420,20,61,40,42,60,9,997,45,82,42,10,25,8,11,20,3,240,157,1754,80,314,134,39,20,21,16,2534,144,977,20,211,85,23,12,25,9,1500,1092,1417,120,215,842,287,55,105,32,4157,273,774,40,327,241,89,31,54,21,1844,96,277,50,76,96,58,12,39,11,710
POA6019,62,851,33,129,69,21,11,13,3,1195,79,441,3,108,65,22,5,16,5,733,305,393,28,113,369,101,12,39,22,1388,102,364,21,176,122,30,0,18,11,851,60,126,15,35,53,29,0,9,4,329,30,12,68,68,47,21,3,6,3,263,3,0,0,0,0,0,0,0,0,3,15,21,3,8,9,3,0,0,0,63,8,21,0,21,15,15,6,4,21,106,771,2546,248,708,819,272,50,148,77,5640,105,345,40,33,40,12,8,14,7,604,57,117,25,10,8,14,6,9,3,244,284,566,501,39,81,41,68,79,23,1666,117,109,323,28,24,20,33,42,10,707,35,63,44,6,17,8,12,11,0,195,100,1130,42,191,74,34,19,21,4,1616,123,597,19,120,73,26,5,15,13,988,701,774,74,165,461,193,50,72,30,2525,202,554,37,256,150,49,17,40,10,1310,85,212,42,50,61,43,9,30,7,535
POA6020,54,578,18,107,71,20,0,3,7,863,60,463,7,103,54,19,3,7,0,721,214,301,19,70,320,97,5,20,8,1040,68,272,22,116,86,23,0,6,9,599,25,73,15,21,20,23,0,0,0,176,15,10,25,43,40,26,0,13,0,175,0,3,0,0,0,0,0,0,0,3,3,19,6,3,6,0,0,0,0,47,5,17,3,7,13,3,0,0,12,65,506,1916,159,515,672,219,9,55,49,4106,79,214,28,25,38,10,0,8,7,402,52,96,20,5,11,4,0,3,8,202,329,390,389,32,70,36,49,41,12,1354,137,65,236,14,26,12,24,27,4,538,30,49,28,5,8,5,4,14,3,157,82,747,24,141,84,25,8,7,12,1120,118,591,13,118,59,17,3,11,4,938,574,667,48,114,396,181,12,37,23,2053,135,390,35,167,110,35,5,18,12,910,49,126,37,27,28,32,9,12,6,324
POA6021,28,437,25,116,51,14,6,9,5,691,28,248,10,120,40,11,0,3,0,470,167,264,16,80,376,90,5,44,17,1063,46,169,14,130,96,37,4,25,6,519,22,50,15,16,22,17,0,6,0,151,25,6,78,64,48,32,6,11,3,270,0,0,0,3,0,0,0,0,0,7,9,14,0,9,9,5,0,5,0,42,11,5,4,15,15,5,4,0,11,78,380,1378,225,583,731,245,28,118,44,3728,50,151,38,18,28,21,8,8,4,320,41,125,30,9,23,17,13,14,6,277,197,389,437,31,51,38,99,90,20,1354,95,66,240,16,31,13,26,42,3,529,10,16,18,9,10,5,3,22,0,88,58,586,39,138,58,24,8,13,6,917,52,322,11,128,45,12,10,8,3,596,374,543,55,116,472,169,47,90,31,1899,77,249,29,179,124,54,12,36,3,760,39,90,35,27,38,33,5,7,0,285
POA6022,14,122,9,32,20,7,0,6,3,209,10,96,0,40,9,8,0,0,0,168,33,46,3,14,77,14,0,3,4,196,9,44,9,31,30,8,3,6,3,137,4,19,0,8,10,4,0,0,0,38,7,4,27,19,9,7,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,3,3,0,0,0,15,85,378,55,154,168,48,4,22,8,932,7,55,5,4,7,0,0,0,0,83,14,30,10,4,3,0,0,4,0,75,47,79,144,4,12,9,28,14,4,342,18,14,107,6,5,4,5,16,0,178,3,0,11,0,0,0,0,3,0,24,20,150,9,41,18,7,0,8,6,257,16,137,0,46,9,4,0,3,0,222,67,96,18,20,91,22,8,8,4,337,17,68,6,40,37,7,5,13,3,199,8,29,8,7,8,8,3,4,0,73
POA6023,32,416,14,90,37,15,0,7,0,613,51,329,4,96,40,14,3,4,5,540,144,209,13,34,240,44,0,10,7,710,28,177,9,94,88,13,5,7,4,420,18,57,11,16,23,15,0,0,0,143,11,4,31,15,33,12,3,9,5,126,0,0,0,0,0,0,0,0,0,4,8,11,3,3,8,0,0,0,0,37,4,16,0,5,10,3,0,0,14,53,335,1355,117,389,521,125,11,44,36,2932,50,142,21,7,25,7,5,4,0,270,40,105,18,9,14,5,9,3,0,199,214,314,346,29,43,20,50,41,9,1055,56,54,185,5,24,7,23,22,0,382,18,38,21,5,6,3,0,9,0,99,63,505,28,114,41,17,0,10,0,781,66,426,7,109,42,15,8,5,5,677,368,422,41,62,299,84,18,23,11,1331,77,269,20,130,100,26,5,15,6,650,25,94,21,23,31,19,8,7,0,222
POA6024,19,307,25,66,37,11,3,7,3,475,37,251,3,80,45,7,0,7,0,426,89,140,14,38,220,43,3,14,3,554,25,108,6,101,63,26,3,16,9,359,11,43,10,16,26,0,0,7,3,118,16,10,39,41,28,20,0,4,0,154,0,0,0,0,0,0,0,0,0,0,4,7,0,7,11,0,0,0,0,29,0,10,5,6,9,9,0,3,10,53,228,987,126,379,461,130,16,64,29,2418,26,116,23,13,14,5,3,4,0,207,30,82,16,5,14,3,8,12,0,173,113,164,389,23,27,18,62,56,8,859,43,29,215,12,12,18,23,39,6,398,10,26,15,3,5,6,9,13,3,90,33,361,29,84,41,13,8,9,5,585,53,332,13,85,46,10,0,6,5,542,192,255,39,52,281,71,11,20,4,930,55,161,15,146,84,35,24,20,7,545,22,80,22,22,30,11,5,18,3,216
POA6025,51,768,41,182,71,25,5,16,9,1179,71,671,9,224,66,20,5,16,0,1080,257,339,25,86,519,95,7,26,11,1365,101,266,27,264,178,46,4,24,10,924,33,81,17,27,48,25,3,9,0,240,39,14,106,70,75,43,7,24,3,376,0,0,0,0,4,0,0,0,0,4,9,27,5,13,10,6,0,0,0,69,4,16,3,18,26,10,0,5,15,106,637,2416,305,921,1081,298,41,128,55,5895,72,242,55,21,40,15,6,12,10,470,81,141,35,12,31,12,8,14,5,346,374,483,891,65,94,43,111,96,16,2176,123,59,519,31,46,24,35,67,12,908,38,47,57,11,18,5,16,25,0,214,106,940,62,246,77,36,14,24,14,1526,108,822,16,240,73,25,12,14,3,1313,639,688,65,129,626,164,41,62,17,2439,171,395,64,359,207,61,13,32,17,1323,57,137,50,46,57,39,15,29,4,435
POA6026,34,497,30,129,82,25,5,8,0,809,41,435,6,182,75,17,0,4,3,767,160,237,21,82,405,83,10,22,3,1011,62,196,15,194,135,24,4,9,9,651,13,48,3,28,33,26,0,9,0,161,25,17,64,49,59,44,0,12,7,277,0,0,0,0,0,0,0,0,0,0,5,3,0,7,12,3,0,0,0,32,5,5,9,10,11,4,0,6,8,47,390,1587,207,696,854,244,31,82,31,4114,33,161,36,18,27,19,9,8,5,306,44,123,36,11,24,7,4,8,0,263,233,367,593,54,78,33,106,73,4,1543,73,48,308,18,30,17,38,53,7,588,31,35,27,6,14,3,0,11,5,130,62,585,39,163,90,29,6,14,3,998,64,564,9,197,82,17,7,5,4,958,424,488,66,112,501,145,34,34,12,1822,104,293,24,279,146,40,18,20,7,931,26,86,33,36,37,43,12,17,0,292
POA6027,68,884,54,335,124,39,6,23,8,1536,91,716,18,298,96,33,3,18,8,1278,311,372,42,177,688,156,15,48,23,1833,104,349,43,365,208,76,11,56,12,1203,35,97,24,46,55,39,0,10,3,322,65,21,146,143,124,77,4,43,5,635,0,0,0,3,3,3,0,0,0,10,8,27,14,16,25,10,4,0,3,100,9,16,7,26,24,15,3,3,22,136,768,2761,445,1461,1438,508,68,237,91,7777,83,277,62,41,57,30,17,28,9,600,82,224,56,21,44,23,14,21,6,482,430,591,1359,73,145,69,206,185,50,3102,164,55,727,49,45,30,86,105,19,1288,45,49,61,13,18,18,14,36,0,254,127,1091,87,415,131,45,19,38,19,1972,152,947,36,311,101,38,20,24,15,1641,694,716,118,239,835,266,80,114,35,3106,170,497,90,521,254,98,35,77,19,1760,58,166,54,68,64,60,17,27,3,521
POA6028,46,517,29,132,77,26,5,8,6,851,61,378,9,161,64,16,0,9,5,702,213,261,26,69,465,97,5,22,10,1185,72,165,15,214,131,46,4,11,14,669,10,54,15,21,29,26,0,9,0,171,26,10,80,77,53,38,7,20,0,319,0,0,0,0,0,0,0,0,0,9,9,9,5,11,14,3,0,0,0,53,7,9,0,16,22,5,0,0,13,72,482,1554,228,739,918,284,28,95,49,4377,47,139,36,21,24,19,3,5,0,291,60,146,24,12,29,3,4,5,4,303,337,343,743,58,85,42,81,89,29,1817,105,52,368,26,33,24,44,56,12,718,20,18,34,3,15,3,4,15,0,110,79,672,42,179,81,28,13,9,6,1127,81,466,18,171,63,18,10,17,4,846,515,525,90,116,562,155,35,66,19,2083,119,250,39,314,163,69,18,36,13,1020,29,92,33,41,36,31,8,17,0,294
POA6029,13,82,6,8,10,3,0,0,0,121,8,38,3,6,6,0,0,0,0,65,37,47,3,3,25,14,0,4,0,134,6,44,0,16,13,6,0,0,0,81,8,17,4,0,0,0,0,0,0,32,3,0,4,3,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,3,4,78,269,21,44,81,30,0,5,4,535,14,36,0,3,6,0,0,0,0,56,6,19,0,0,0,0,0,0,0,28,37,55,56,5,8,3,0,9,0,173,21,20,27,3,6,0,3,0,0,85,6,0,0,0,0,0,0,0,0,6,16,120,3,8,18,3,0,3,0,165,12,55,3,6,6,5,0,6,0,90,77,110,5,9,34,32,3,6,5,288,17,59,0,21,15,3,0,0,0,122,8,20,5,3,4,0,0,0,0,43
POA6030,48,668,61,350,87,30,7,25,8,1293,65,436,11,276,87,35,6,22,3,934,239,267,44,147,626,178,20,74,13,1608,92,222,29,523,190,71,8,64,15,1210,25,71,16,44,46,26,3,13,0,256,54,37,139,142,100,74,11,58,12,642,0,0,0,0,0,3,0,0,0,6,12,18,0,22,17,9,0,7,3,81,10,12,11,25,44,19,6,15,20,154,604,1868,395,1580,1268,491,81,314,76,6675,37,139,55,29,34,17,8,8,4,323,47,169,53,12,36,16,18,25,0,386,295,357,1242,72,137,66,229,191,33,2617,113,51,614,25,32,25,95,129,9,1096,29,18,51,11,9,14,21,33,3,188,77,784,80,427,107,43,27,34,9,1585,95,547,21,299,92,39,14,34,5,1152,512,483,111,204,761,260,92,137,17,2568,136,320,66,686,230,92,33,89,20,1683,49,114,44,64,65,48,21,42,3,449
POA6031,24,370,31,150,44,26,3,14,3,666,31,188,8,140,29,22,6,8,0,425,111,141,31,65,350,78,12,37,10,831,37,105,13,284,103,48,10,35,8,631,6,35,9,15,21,18,0,6,5,110,19,0,96,70,57,27,10,23,4,313,0,0,0,0,0,0,0,0,0,3,3,12,0,7,13,0,3,0,0,39,3,6,6,17,27,10,4,13,22,107,258,926,233,769,676,250,57,163,58,3384,14,59,31,14,14,5,4,10,4,170,24,98,28,12,17,9,17,17,7,239,142,157,633,31,47,19,103,81,16,1218,35,20,262,21,17,9,43,59,5,480,6,9,18,0,9,8,9,33,0,101,43,440,40,179,51,34,13,23,0,811,43,252,14,153,30,22,6,10,3,532,225,237,59,98,410,115,66,52,9,1266,62,154,30,356,115,63,36,55,13,886,20,45,21,20,23,22,10,16,3,182
POA6032,0,3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,6,7,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,10,3,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,12,0,6,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0
POA6033,0,7,3,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,8,0,4,0,0,6,0,0,0,0,15,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,4,9,8,3,0,3,0,58,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,9,8,14,0,0,0,3,3,0,34,0,0,4,0,0,0,0,0,0,10,3,5,0,0,0,0,0,0,0,13,0,14,3,0,0,0,0,4,0,19,0,5,0,0,0,0,0,0,0,10,5,4,0,0,6,0,0,5,0,20,0,3,0,7,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3
POA6034,0,71,3,38,14,3,0,5,0,136,6,42,0,28,4,5,0,3,0,94,16,28,7,14,55,13,0,3,0,142,15,18,4,79,18,0,0,3,0,146,0,3,0,3,3,7,0,0,0,21,3,0,16,18,19,10,5,11,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,4,0,0,3,0,0,5,16,56,166,33,191,123,42,9,28,9,665,3,10,0,7,3,0,0,4,0,24,6,11,7,3,0,0,0,0,0,29,7,19,127,4,13,10,36,18,0,227,7,6,53,0,0,7,9,6,0,87,0,0,6,0,0,0,4,3,0,19,6,77,3,39,13,5,3,11,0,163,9,57,0,31,7,5,0,5,0,115,37,51,18,21,67,21,7,6,0,221,21,30,9,102,20,4,5,8,0,207,3,10,6,9,4,7,7,3,0,40
POA6035,13,134,22,68,27,7,3,11,0,295,25,93,0,79,28,6,0,9,0,227,50,36,11,33,138,34,3,17,4,327,15,37,13,127,33,7,0,22,0,262,3,12,4,9,12,7,3,3,0,55,10,9,41,39,28,17,8,18,6,180,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,5,0,0,27,3,3,0,7,4,4,3,7,4,38,137,344,116,375,297,95,34,95,23,1527,8,10,6,5,10,5,0,0,0,42,10,18,4,6,5,8,4,6,6,62,51,45,299,18,20,9,84,51,14,602,27,9,186,12,14,5,41,37,3,320,11,12,15,8,5,3,7,12,3,68,34,174,31,86,26,11,9,18,4,381,24,112,0,85,28,5,7,9,0,266,89,58,28,44,157,52,24,29,12,489,26,62,19,162,40,15,13,28,5,365,12,18,7,13,12,14,6,14,0,98
POA6036,14,313,25,129,50,24,0,21,0,573,23,194,4,134,34,8,6,7,0,408,101,108,33,70,241,90,9,39,7,696,48,80,15,247,69,16,5,27,3,517,12,25,0,15,19,8,0,0,0,82,30,9,98,64,52,35,12,20,3,313,0,0,0,4,0,0,0,0,0,4,0,6,0,12,8,4,0,0,4,33,11,11,0,18,12,12,0,3,14,81,251,781,209,729,517,220,42,136,36,2923,14,53,12,18,19,7,8,3,0,126,33,69,29,13,12,11,8,14,0,192,109,130,550,30,38,33,106,63,14,1071,41,11,282,14,9,14,48,50,7,476,12,5,19,10,4,3,4,15,0,78,21,358,32,172,51,24,12,30,6,702,30,251,3,139,38,10,12,9,4,494,212,198,51,100,295,128,40,61,14,1097,83,103,40,312,90,31,17,49,5,721,15,42,12,18,20,23,4,14,0,156
POA6037,5,40,15,25,6,0,0,0,0,99,5,34,0,19,6,4,0,0,0,75,18,12,5,8,30,14,3,11,0,107,4,20,3,41,10,8,0,3,0,88,0,0,0,3,0,0,0,0,0,9,4,0,14,13,11,12,4,12,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,3,0,4,0,21,46,122,41,112,79,45,11,30,5,501,0,7,4,0,0,0,0,5,0,20,0,5,3,0,4,0,0,0,0,21,26,12,135,0,14,3,41,27,6,262,5,0,50,4,0,0,17,12,0,91,0,3,12,0,0,0,5,5,0,38,10,50,15,35,9,0,3,0,0,123,12,46,4,19,6,4,4,0,0,90,33,18,8,8,38,20,6,9,0,147,7,24,5,52,14,6,3,7,0,126,0,7,0,5,0,0,0,0,0,14
POA6038,15,190,16,93,21,11,0,3,0,360,16,133,0,91,22,10,0,0,0,267,56,64,10,36,146,51,6,16,9,407,13,79,9,147,46,22,3,8,0,344,10,19,0,11,10,12,0,4,0,66,23,8,56,46,36,25,4,4,3,202,0,0,0,0,0,0,0,0,0,3,0,3,0,9,10,9,0,0,0,27,0,3,0,12,10,4,0,6,11,42,145,540,134,462,323,140,28,64,26,1860,8,32,10,13,5,3,0,8,0,84,17,47,18,12,13,0,0,3,0,103,67,72,355,18,19,7,65,36,12,646,28,13,172,10,15,3,30,39,4,322,4,5,16,8,3,0,6,6,0,48,23,237,31,111,26,10,9,12,3,465,22,168,4,100,22,9,5,0,0,330,124,118,29,57,174,68,20,49,13,650,26,117,26,220,67,30,15,18,4,522,18,32,10,14,18,15,0,10,0,128
